date,CPI All Urban Consumers Period Chg,CPI Less Food & Energy (Core) Period Chg,CPI Food & Beverages Period Chg,CPI Energy Period Chg,CPI Shelter Period Chg,CPI Medical Care Period Chg,CPI Transportation Period Chg,CPI Apparel Period Chg,CPI Education & Communication Period Chg
1977-10-01,0.49,0.32,0.3,1.41,0.54,0.34,0.34,0.25,
1977-11-01,0.65,0.48,0.9,1.58,0.71,0.34,0.34,0.63,
1977-12-01,0.48,0.64,0.15,0.58,0.71,0.68,0.5,0.38,
1978-01-01,0.64,0.64,0.89,-0.97,0.88,0.51,0.5,0.0,
1978-02-01,0.48,0.48,1.03,-0.98,0.52,1.01,0.17,-0.75,
1978-03-01,0.63,0.63,1.16,0.79,0.87,0.5,0.17,0.5,
1978-04-01,0.79,0.78,1.58,0.78,0.86,0.83,0.17,1.0,
1978-05-01,0.94,0.62,1.41,0.58,1.02,0.66,0.5,0.74,
1978-06-01,0.78,0.77,1.53,0.39,1.01,0.65,0.66,0.37,
1978-07-01,0.77,0.61,0.41,0.39,1.17,0.65,0.82,-0.12,
1978-08-01,0.61,0.76,0.41,0.96,0.99,0.81,0.65,0.25,
1978-09-01,0.91,0.91,0.41,1.14,1.31,0.64,0.97,0.24,
1978-10-01,0.9,0.75,0.81,1.69,1.13,0.8,1.12,0.61,
1978-11-01,0.6,0.6,0.67,1.48,0.8,0.79,0.95,0.24,
1978-12-01,0.59,0.59,0.53,1.82,0.32,0.47,0.94,0.0,
1979-01-01,0.88,0.74,1.73,-0.18,0.79,1.09,0.16,0.48,
1979-02-01,1.02,1.02,1.57,0.18,1.41,0.62,0.93,0.36,
1979-03-01,1.01,0.87,0.9,2.68,0.92,0.77,1.84,0.36,
1979-04-01,1.0,0.72,0.64,3.66,1.22,0.61,2.11,0.48,
1979-05-01,1.13,0.71,1.01,4.2,1.21,0.76,1.92,0.6,
1979-06-01,1.12,0.71,0.38,4.35,1.34,0.75,2.03,0.24,
1979-07-01,1.11,0.84,0.5,4.02,1.47,0.89,1.7,0.12,
1979-08-01,0.96,1.11,-0.12,3.57,1.59,0.74,1.39,0.24,
1979-09-01,0.95,0.83,0.75,3.16,1.43,0.73,1.1,0.71,
1979-10-01,1.08,0.95,0.74,2.23,1.69,0.73,0.68,0.58,
1979-11-01,1.06,1.08,0.74,1.77,1.66,0.87,0.95,0.58,
1979-12-01,1.18,1.2,0.85,2.67,1.5,1.15,1.47,0.81,
1980-01-01,1.43,1.32,0.6,2.99,1.74,1.13,2.9,0.92,
1980-02-01,1.28,1.04,0.12,3.54,1.19,1.26,2.31,0.68,
1980-03-01,1.39,1.42,0.84,3.17,1.69,0.97,2.51,1.13,
1980-04-01,1.0,1.15,0.59,1.07,1.54,0.82,0.49,0.45,
1980-05-01,0.99,0.75,0.71,1.17,1.51,0.82,0.73,0.22,
1980-06-01,0.98,1.12,0.59,0.12,2.24,0.67,-0.12,0.33,
1980-07-01,0.12,-0.25,0.93,0.23,-1.22,0.67,0.48,0.33,
1980-08-01,0.73,0.62,1.62,0.58,0.12,0.53,0.72,0.55,
1980-09-01,0.84,0.98,1.14,0.34,0.74,0.93,1.08,0.66,
1980-10-01,0.95,1.1,0.79,0.57,1.71,0.79,0.83,0.76,
1980-11-01,1.06,1.08,1.12,0.91,1.56,0.52,0.94,0.43,
1980-12-01,0.93,1.19,0.66,2.14,1.3,0.65,0.81,0.21,
1981-01-01,0.93,0.59,0.33,1.54,0.58,1.03,1.96,0.11,
1981-02-01,0.92,0.59,0.55,3.37,0.0,0.76,2.49,0.54,
1981-03-01,0.68,0.58,0.54,2.31,0.46,0.88,1.21,0.43,
1981-04-01,0.56,0.69,0.11,0.21,0.69,1.0,-0.11,0.42,
1981-05-01,0.67,0.92,0.11,0.31,1.49,0.87,0.55,0.11,
1981-06-01,0.89,0.91,0.43,-0.61,1.47,1.11,0.54,0.21,
1981-07-01,1.1,1.35,0.75,0.0,1.78,1.34,0.86,0.42,
1981-08-01,0.77,1.0,0.53,0.51,1.09,1.08,0.43,0.52,
1981-09-01,0.98,1.21,0.42,0.82,1.51,0.95,0.75,0.21,
1981-10-01,0.32,0.33,0.11,0.61,-0.11,0.94,0.95,0.31,
1981-11-01,0.43,0.43,0.21,1.31,0.21,1.05,0.73,0.0,
1981-12-01,0.32,0.54,0.21,1.0,0.32,0.81,0.21,0.31,
1982-01-01,0.32,0.32,0.32,-0.89,0.11,0.8,0.31,0.0,
1982-02-01,0.32,0.54,0.73,-2.58,0.32,0.68,-0.52,0.31,
1982-03-01,0.0,0.11,-0.1,-1.43,-0.53,0.9,-0.42,0.31,
1982-04-01,0.32,0.85,0.21,-2.48,1.17,1.0,-1.36,0.21,
1982-05-01,0.95,0.74,0.83,1.59,1.57,0.88,0.63,0.1,
1982-06-01,1.15,0.73,0.93,2.82,1.24,0.99,2.21,0.1,
1982-07-01,0.52,0.62,0.1,0.91,0.51,0.87,0.93,0.41,
1982-08-01,0.21,0.41,-0.2,0.5,0.41,0.97,0.1,0.0,
1982-09-01,0.0,0.1,0.1,0.5,-0.51,0.85,-0.2,0.0,
1982-10-01,0.41,0.31,0.1,1.4,0.0,0.84,0.2,0.2,
1982-11-01,-0.1,-0.21,0.1,0.79,-0.51,1.05,0.0,0.0,
1982-12-01,-0.31,-0.1,-0.1,0.29,-1.43,0.73,-0.51,-0.1,
1983-01-01,0.2,0.41,-0.1,-3.11,0.73,0.72,-0.1,0.41,
1983-02-01,0.1,0.41,0.2,-1.91,0.31,0.92,-0.72,0.51,
1983-03-01,0.1,0.2,0.61,-0.92,0.1,0.2,-0.41,0.0,
1983-04-01,0.71,0.41,0.4,2.17,0.82,0.4,1.35,0.2,
1983-05-01,0.4,0.3,0.3,1.52,0.3,0.5,0.82,0.6,
1983-06-01,0.2,0.3,0.1,0.2,0.3,0.5,0.41,0.4,
1983-07-01,0.4,0.6,0.0,0.3,0.4,0.4,0.61,0.6,
1983-08-01,0.3,0.3,0.0,0.3,0.2,0.6,0.8,0.1,
1983-09-01,0.3,0.4,0.4,-0.2,0.5,0.39,0.3,-0.2,
1983-10-01,0.4,0.5,0.3,-0.2,0.2,0.49,0.4,-0.2,
1983-11-01,0.3,0.5,0.0,-0.3,0.4,0.49,0.4,0.3,
1983-12-01,0.3,0.3,0.3,-0.5,0.4,0.58,0.0,0.2,
1984-01-01,0.69,0.69,1.29,0.2,0.3,0.58,0.49,0.4,
1984-02-01,0.49,0.29,0.59,1.2,0.39,0.96,0.2,-0.3,
1984-03-01,0.29,0.39,0.29,0.0,0.49,0.19,0.68,0.1,
1984-04-01,0.39,0.48,0.0,0.3,0.68,0.57,0.39,-0.1,
1984-05-01,0.19,0.39,-0.19,-0.1,0.19,0.38,0.39,0.2,
1984-06-01,0.19,0.38,0.39,-0.79,0.39,0.47,0.19,-0.1,
1984-07-01,0.39,0.48,0.19,-0.3,0.68,0.47,-0.19,0.59,
1984-08-01,0.29,0.38,0.58,-0.4,0.38,0.47,0.1,0.59,
1984-09-01,0.29,0.38,-0.1,0.5,0.38,0.37,0.29,0.2,
1984-10-01,0.38,0.38,0.19,0.5,0.38,0.56,0.67,0.29,
1984-11-01,0.19,0.19,0.1,-0.3,0.28,0.55,0.1,0.0,
1984-12-01,0.19,0.38,0.38,-0.69,0.57,0.46,-0.19,0.1,
1985-01-01,0.19,0.28,0.1,0.2,0.28,0.36,0.38,0.1,
1985-02-01,0.57,0.56,0.48,0.0,0.66,0.54,0.48,0.87,
1985-03-01,0.47,0.37,0.38,1.0,0.37,0.54,0.66,0.38,
1985-04-01,0.19,0.28,-0.09,0.99,0.28,0.54,0.47,0.0,
1985-05-01,0.19,0.37,-0.19,-0.1,1.02,0.54,-0.28,-0.1,
1985-06-01,0.28,0.28,0.29,0.0,0.37,0.62,0.0,0.67,
1985-07-01,0.19,0.27,0.0,0.0,0.46,0.53,0.09,0.1,
1985-08-01,0.19,0.37,0.09,-0.98,0.64,0.61,-0.38,0.1,
1985-09-01,0.19,0.18,0.19,0.0,0.18,0.52,0.0,0.19,
1985-10-01,0.37,0.45,0.19,0.0,0.45,0.52,0.28,0.19,
1985-11-01,0.46,0.54,0.57,0.59,0.72,0.6,0.47,0.28,
1985-12-01,0.46,0.27,0.75,0.59,0.36,0.52,0.47,0.09,
1986-01-01,0.37,0.45,0.19,0.2,0.44,0.77,0.47,0.0,
1986-02-01,-0.18,0.27,-0.09,-3.02,0.27,0.68,-0.93,-0.66,
1986-03-01,-0.55,0.27,0.19,-6.93,0.7,0.76,-3.18,-0.38,
1986-04-01,-0.37,0.36,0.19,-5.83,0.61,0.58,-2.51,0.0,
1986-05-01,0.28,0.18,0.37,0.0,0.17,0.66,0.4,-0.1,
1986-06-01,0.37,0.27,0.09,1.83,0.35,0.5,0.89,0.0,
1986-07-01,0.09,0.35,0.74,-3.6,0.26,0.57,-1.17,0.57,
1986-08-01,0.09,0.35,0.82,-2.34,0.35,0.57,-0.99,0.85,
1986-09-01,0.36,0.35,0.09,0.96,0.52,0.65,0.5,0.47,
1986-10-01,0.18,0.35,0.27,-1.9,0.51,0.56,-0.1,-0.28,
1986-11-01,0.18,0.26,0.54,-0.85,0.26,0.64,0.3,0.28,
1986-12-01,0.36,0.26,0.27,0.49,0.25,0.56,0.3,0.28,
1987-01-01,0.54,0.26,0.54,3.52,0.42,0.4,1.48,0.75,
1987-02-01,0.36,0.26,0.27,2.34,0.42,0.39,0.88,0.56,
1987-03-01,0.36,0.34,0.18,0.23,0.34,0.47,0.29,0.55,
1987-04-01,0.45,0.6,0.18,0.0,0.67,0.63,0.48,0.55,
1987-05-01,0.27,0.34,0.53,-0.57,0.33,0.47,0.1,0.46,
1987-06-01,0.44,0.17,0.53,1.61,0.25,0.62,0.67,0.0,
1987-07-01,0.26,0.34,-0.09,0.79,0.08,0.46,0.76,0.0,
1987-08-01,0.44,0.34,0.18,1.46,0.66,0.46,0.66,0.63,
1987-09-01,0.35,0.42,0.44,-0.22,0.41,0.53,0.28,0.54,
1987-10-01,0.26,0.5,0.17,-0.78,0.57,0.38,0.09,0.63,
1987-11-01,0.35,0.25,0.09,0.45,0.24,0.45,0.28,0.62,
1987-12-01,0.17,0.25,0.44,-0.56,0.57,0.38,-0.09,-0.27,
1988-01-01,0.35,0.42,0.35,-0.78,0.4,0.67,-0.19,0.44,
1988-02-01,0.17,0.25,0.09,-0.11,0.4,0.6,0.0,-0.97,
1988-03-01,0.26,0.41,0.17,-0.34,0.32,0.44,0.0,1.16,
1988-04-01,0.6,0.49,0.52,0.45,0.4,0.66,0.47,1.5,
1988-05-01,0.26,0.33,0.34,-0.34,0.24,0.66,0.37,0.0,
1988-06-01,0.43,0.41,0.6,0.45,0.4,0.51,0.37,0.35,
1988-07-01,0.42,0.32,1.02,0.56,0.32,0.58,0.46,0.35,
1988-08-01,0.42,0.32,0.51,0.78,0.47,0.5,0.83,-1.21,
1988-09-01,0.42,0.56,0.5,-0.33,0.39,0.5,0.18,1.57,
1988-10-01,0.33,0.4,0.25,0.0,0.23,0.64,0.09,1.03,
1988-11-01,0.33,0.32,0.17,0.0,0.47,0.42,0.18,0.17,
1988-12-01,0.33,0.32,0.41,-0.22,0.31,0.49,0.18,0.42,
1989-01-01,0.41,0.4,0.41,0.78,0.15,0.77,0.45,0.17,
1989-02-01,0.33,0.32,0.66,0.55,0.46,0.76,0.72,-1.1,
1989-03-01,0.49,0.39,0.65,1.1,0.46,0.62,0.63,0.85,
1989-04-01,0.74,0.31,0.49,5.23,0.31,0.55,2.31,0.42,
1989-05-01,0.49,0.39,0.73,0.83,0.46,0.61,0.7,0.25,
1989-06-01,0.32,0.39,0.24,-0.51,0.3,0.75,-0.09,-0.17,
1989-07-01,0.32,0.31,0.4,-0.21,0.6,0.67,-0.26,-0.34,
1989-08-01,0.0,0.23,0.24,-1.86,0.38,0.67,-0.78,-1.01,
1989-09-01,0.24,0.31,0.32,-1.16,0.15,0.8,-0.52,1.37,
1989-10-01,0.48,0.54,0.48,0.64,0.67,0.66,0.53,0.76,
1989-11-01,0.4,0.38,0.39,-0.53,0.45,0.85,-0.09,0.33,
1989-12-01,0.32,0.38,0.39,0.32,0.44,0.52,0.26,-0.17,
1990-01-01,0.95,0.38,1.33,4.99,0.22,0.71,2.01,0.08,
1990-02-01,0.39,0.45,0.85,-0.71,0.22,0.71,0.17,1.75,
1990-03-01,0.47,0.6,0.15,-0.61,0.73,0.76,0.09,1.48,
1990-04-01,0.23,0.37,-0.08,-0.1,0.44,0.82,0.34,0.24,
1990-05-01,0.16,0.3,0.23,-0.82,0.29,0.75,-0.17,-0.08,
1990-06-01,0.62,0.52,0.69,0.62,0.72,0.75,0.43,0.16,
1990-07-01,0.46,0.52,0.53,-0.21,0.79,0.86,0.42,0.0,
1990-08-01,0.84,0.59,0.3,4.63,0.78,0.86,1.86,0.24,
1990-09-01,0.68,0.37,0.3,4.82,0.21,0.67,2.07,0.72,
1990-10-01,0.68,0.36,0.38,4.04,0.21,0.84,1.95,0.0,
1990-11-01,0.22,0.29,0.3,0.36,0.14,0.84,0.4,0.0,
1990-12-01,0.37,0.43,0.07,-0.18,0.42,0.65,0.63,0.64,
1991-01-01,0.37,0.65,0.67,-2.25,0.7,0.71,-1.1,0.55,
1991-02-01,0.07,0.5,0.37,-3.69,0.21,0.64,-1.27,0.32,
1991-03-01,0.0,0.21,0.15,-2.49,0.21,0.64,-0.97,-0.24,
1991-04-01,0.22,0.28,0.52,-0.69,0.28,0.64,-0.16,0.39,
1991-05-01,0.37,0.28,0.37,0.89,0.28,0.52,0.57,0.39,
1991-06-01,0.29,0.35,0.51,-0.98,0.21,0.68,0.16,-0.08,
1991-07-01,0.15,0.35,-0.44,-0.4,0.34,0.57,-0.08,0.63,
1991-08-01,0.29,0.42,-0.29,0.4,0.2,0.79,0.57,0.93,
1991-09-01,0.29,0.35,0.15,0.4,0.34,0.62,0.08,0.08,
1991-10-01,0.15,0.21,-0.07,0.1,0.34,0.56,-0.16,0.08,
1991-11-01,0.44,0.35,0.37,0.79,0.34,0.55,0.48,0.69,
1991-12-01,0.29,0.35,0.15,0.68,0.47,0.66,0.48,-0.23,
1992-01-01,0.07,0.28,-0.22,-1.55,0.34,0.66,-0.4,0.15,
1992-02-01,0.22,0.21,0.36,-0.3,0.13,0.71,-0.08,0.08,
1992-03-01,0.36,0.34,0.36,0.0,0.27,0.65,0.4,0.23,
1992-04-01,0.22,0.27,-0.07,0.2,0.13,0.59,0.48,-0.46,
1992-05-01,0.22,0.34,-0.07,0.59,0.27,0.43,0.24,0.69,
1992-06-01,0.29,0.2,0.22,1.27,0.33,0.48,0.4,0.38,
1992-07-01,0.29,0.34,-0.07,0.39,0.2,0.53,0.4,0.45,
1992-08-01,0.21,0.2,0.58,-0.19,0.2,0.47,0.08,-0.3,
1992-09-01,0.21,0.14,0.43,0.1,0.07,0.47,0.0,-0.08,
1992-10-01,0.43,0.47,0.0,0.68,0.46,0.57,0.87,0.23,
1992-11-01,0.28,0.27,-0.07,0.77,0.26,0.52,0.47,0.15,
1992-12-01,0.14,0.27,0.0,0.19,0.2,0.41,0.16,0.08,
1993-01-01,0.35,0.33,0.29,-0.28,0.39,0.56,0.23,0.0,
1993-02-01,0.21,0.33,0.29,-0.67,0.2,0.51,0.31,0.9,0.24
1993-03-01,0.14,0.13,0.0,0.58,0.13,0.35,-0.15,0.0,0.36
1993-04-01,0.35,0.4,0.28,0.0,0.45,0.5,0.15,0.0,0.24
1993-05-01,0.28,0.26,0.64,-0.57,0.19,0.7,0.23,-0.37,0.47
1993-06-01,0.07,0.2,-0.21,-0.38,0.32,0.4,0.0,-0.37,0.23
1993-07-01,0.14,0.13,0.0,-0.48,0.06,0.45,0.15,-0.15,0.23
1993-08-01,0.21,0.33,0.35,0.0,0.19,0.3,0.31,0.9,0.47
1993-09-01,0.14,0.07,0.14,-0.39,0.19,0.39,-0.08,-0.22,0.35
1993-10-01,0.41,0.33,0.42,2.23,0.26,0.44,1.23,0.07,0.23
1993-11-01,0.27,0.33,0.21,-0.85,0.25,0.29,0.15,0.45,0.35
1993-12-01,0.21,0.26,0.35,-0.67,0.32,0.34,-0.08,-0.22,0.46
1994-01-01,0.0,0.13,0.07,-0.87,0.25,0.29,-0.3,-0.6,0.11
1994-02-01,0.27,0.19,-0.14,1.26,0.38,0.39,0.46,-0.08,0.69
1994-03-01,0.27,0.32,0.0,0.19,0.38,0.34,0.23,0.45,0.23
1994-04-01,0.07,0.13,0.21,-0.58,0.06,0.53,0.15,-0.22,0.23
1994-05-01,0.2,0.26,0.21,-0.87,0.25,0.33,-0.3,0.37,0.34
1994-06-01,0.27,0.32,0.28,0.29,0.13,0.38,0.6,0.6,0.34
1994-07-01,0.34,0.19,0.55,1.36,0.19,0.38,0.9,-0.45,0.22
1994-08-01,0.4,0.26,0.28,2.11,0.5,0.43,1.19,-0.75,0.22
1994-09-01,0.2,0.25,0.14,-0.56,0.25,0.42,0.07,0.3,0.11
1994-10-01,0.07,0.19,0.0,-0.38,0.31,0.47,0.07,-0.45,0.22
1994-11-01,0.27,0.25,0.27,0.38,0.31,0.42,0.37,-0.38,0.22
1994-12-01,0.2,0.06,0.68,-0.19,-0.06,0.42,0.29,-0.3,0.33
1995-01-01,0.27,0.44,0.0,-0.19,0.37,0.32,0.22,0.08,1.11
1995-02-01,0.27,0.25,0.34,0.09,0.25,0.37,0.36,-0.23,0.11
1995-03-01,0.2,0.31,-0.14,-0.28,0.31,0.32,0.36,0.23,0.11
1995-04-01,0.4,0.31,0.68,0.09,0.3,0.23,0.58,-0.23,0.33
1995-05-01,0.2,0.19,0.13,0.19,0.36,0.27,0.36,-0.23,0.11
1995-06-01,0.2,0.25,0.07,0.85,0.24,0.32,0.64,-0.23,0.44
1995-07-01,0.13,0.19,0.13,-0.84,0.3,0.32,-0.5,0.08,0.22
1995-08-01,0.2,0.25,0.07,-0.19,0.18,0.45,-0.36,0.84,0.22
1995-09-01,0.13,0.25,0.34,-1.42,0.36,0.36,-0.22,-0.15,0.43
1995-10-01,0.26,0.31,0.27,0.29,0.3,0.27,0.29,0.08,0.22
1995-11-01,0.13,0.18,0.0,-0.96,0.3,0.31,-0.29,-0.3,0.21
1995-12-01,0.13,0.06,0.2,0.97,0.18,0.27,0.0,0.15,0.43
1996-01-01,0.52,0.37,0.33,2.39,0.3,0.4,0.93,0.38,0.21
1996-02-01,0.19,0.18,0.27,0.19,0.24,0.22,0.36,-0.38,0.32
1996-03-01,0.32,0.24,0.46,1.12,0.3,0.22,0.43,0.3,0.42
1996-04-01,0.39,0.12,0.39,2.68,0.18,0.27,0.99,-0.6,-0.32
1996-05-01,0.19,0.24,-0.07,0.72,0.29,0.26,0.42,0.0,0.74
1996-06-01,0.19,0.24,0.59,-1.52,0.18,0.26,-0.07,-0.15,0.32
1996-07-01,0.19,0.18,0.33,-0.18,0.41,0.26,-0.28,-0.23,0.31
1996-08-01,0.13,0.18,0.33,-0.36,0.23,0.22,0.0,-0.53,0.21
1996-09-01,0.32,0.3,0.45,0.09,0.17,0.26,0.42,0.54,0.31
1996-10-01,0.32,0.18,0.58,0.64,0.23,0.26,0.21,0.0,0.31
1996-11-01,0.32,0.24,0.32,1.18,0.29,0.3,0.49,0.23,0.21
1996-12-01,0.25,0.12,0.13,1.88,0.06,0.09,0.76,0.23,0.31
1997-01-01,0.19,0.24,-0.19,1.14,0.4,0.26,-0.07,0.3,0.31
1997-02-01,0.19,0.18,0.38,-0.17,0.29,0.17,-0.27,0.53,0.21
1997-03-01,0.06,0.18,0.06,-1.74,0.17,0.34,-0.14,-0.45,0.31
1997-04-01,0.06,0.3,0.0,-1.77,0.29,0.21,-0.48,0.45,0.2
1997-05-01,0.0,0.18,0.06,-1.98,0.29,0.26,-0.69,0.23,0.31
1997-06-01,0.19,0.12,0.19,1.1,0.23,0.13,0.21,-0.15,0.31
1997-07-01,0.12,0.18,0.19,-0.82,0.28,0.13,-0.21,0.15,0.2
1997-08-01,0.25,0.06,0.32,1.65,0.28,0.17,0.56,-0.45,0.0
1997-09-01,0.25,0.24,0.13,1.35,0.23,0.17,0.49,0.15,0.3
1997-10-01,0.19,0.24,0.19,-0.53,0.28,0.25,-0.07,-0.15,0.3
1997-11-01,0.12,0.12,0.19,-0.36,0.28,0.34,-0.55,0.0,0.2
1997-12-01,0.06,0.23,0.13,-1.44,0.28,0.38,-0.14,0.23,0.3
1998-01-01,0.12,0.23,0.44,-2.09,0.28,0.13,-0.49,0.08,0.0
1998-02-01,0.0,0.17,0.0,-2.23,0.22,0.29,-0.42,-0.08,-0.1
1998-03-01,0.0,0.17,0.13,-1.71,0.28,0.25,-0.63,-0.23,0.3
1998-04-01,0.12,0.17,0.06,-0.87,0.28,0.38,-0.42,-0.3,0.2
1998-05-01,0.25,0.23,0.31,0.78,0.33,0.37,0.21,0.3,0.3
1998-06-01,0.12,0.17,-0.06,0.39,0.22,0.25,0.14,0.45,0.1
1998-07-01,0.25,0.17,0.25,-0.29,0.17,0.29,0.21,0.15,0.0
1998-08-01,0.12,0.29,0.25,-1.16,0.38,0.33,-0.07,1.2,-0.5
1998-09-01,0.06,0.11,0.06,-0.78,0.33,0.33,-0.28,-1.48,0.2
1998-10-01,0.24,0.11,0.56,0.2,0.33,0.29,0.14,-0.3,0.1
1998-11-01,0.12,0.23,0.18,-0.39,0.27,0.2,-0.07,0.0,0.2
1998-12-01,0.18,0.34,0.06,-0.99,0.27,0.24,-0.28,-0.53,-0.1
1999-01-01,0.18,0.11,0.37,-0.4,0.05,0.24,-0.07,-0.38,0.0
1999-02-01,0.0,0.0,0.24,-0.5,0.11,0.32,-0.57,-0.53,0.3
1999-03-01,0.06,0.06,-0.06,1.21,0.22,0.24,0.5,-0.31,0.0
1999-04-01,0.67,0.34,0.12,5.08,0.32,0.32,2.06,1.0,0.2
1999-05-01,0.06,0.11,0.18,-0.57,0.16,0.24,-0.14,0.0,-0.1
1999-06-01,0.0,0.06,-0.06,-0.38,0.21,0.28,-0.28,0.0,0.1
1999-07-01,0.42,0.28,0.18,2.11,0.27,0.36,1.12,-0.15,0.1
1999-08-01,0.24,0.11,0.18,2.62,0.16,0.32,0.9,-0.46,0.2
1999-09-01,0.42,0.28,0.24,2.1,0.32,0.32,0.75,0.23,0.2
1999-10-01,0.18,0.17,0.24,0.18,0.11,0.24,0.41,0.15,0.1
1999-11-01,0.18,0.17,0.18,-0.45,0.32,0.32,-0.07,-0.3,0.2
1999-12-01,0.24,0.17,0.12,2.06,0.16,0.39,0.88,0.23,0.1
2000-01-01,0.3,0.34,0.06,1.05,0.58,0.27,0.2,-0.46,0.69
2000-02-01,0.41,0.06,0.36,3.3,0.16,0.35,0.6,-0.23,-0.39
2000-03-01,0.59,0.33,0.24,4.63,0.37,0.47,2.4,-0.08,-0.1
2000-04-01,-0.06,0.17,0.06,-2.74,0.16,0.27,-0.98,-0.38,0.1
2000-05-01,0.18,0.22,0.36,-0.74,0.26,0.31,-0.07,-0.08,0.1
2000-06-01,0.58,0.22,0.12,5.67,0.36,0.42,1.97,-0.31,-0.2
2000-07-01,0.29,0.22,0.48,0.39,0.26,0.35,-0.26,-0.31,0.59
2000-08-01,0.0,0.22,0.3,-2.75,0.26,0.46,-0.91,0.0,0.1
2000-09-01,0.52,0.22,0.06,4.36,0.31,0.34,1.31,0.47,-0.58
2000-10-01,0.17,0.16,0.12,0.31,0.31,0.3,-0.32,-0.23,0.78
2000-11-01,0.17,0.27,0.06,-0.31,0.26,0.23,0.19,0.0,-0.19
2000-12-01,0.23,0.11,0.47,0.7,0.15,0.34,0.06,-0.08,0.58
2001-01-01,0.57,0.33,0.23,3.77,0.36,0.6,0.19,0.23,0.39
2001-02-01,0.23,0.27,0.47,-0.67,0.36,0.41,-0.13,0.15,0.1
2001-03-01,0.06,0.16,0.29,-1.79,0.41,0.41,-0.64,-0.08,0.48
2001-04-01,0.17,0.22,0.23,0.46,0.25,0.37,0.39,-1.0,0.1
2001-05-01,0.51,0.11,0.17,4.61,0.4,0.33,1.81,-0.62,0.1
2001-06-01,0.23,0.38,0.35,-1.08,0.45,0.41,-0.19,0.0,0.38
2001-07-01,-0.17,0.22,0.35,-5.33,0.2,0.15,-2.1,-0.08,0.48
2001-08-01,0.0,0.16,0.23,-1.77,0.45,0.55,-0.39,-0.71,0.28
2001-09-01,0.39,0.21,0.11,2.83,0.1,0.33,1.69,-0.47,0.0
2001-10-01,-0.28,0.16,0.34,-6.11,0.25,0.4,-1.99,0.0,0.57
2001-11-01,-0.06,0.37,0.06,-4.88,0.49,0.4,-1.77,-0.32,0.09
2001-12-01,-0.06,0.16,-0.11,-2.57,0.39,0.29,-0.67,-0.4,0.19
2002-01-01,0.17,0.16,0.34,0.26,0.39,0.58,0.07,-0.4,0.28
2002-02-01,0.17,0.21,0.23,-0.61,0.44,0.21,-0.4,0.16,0.19
2002-03-01,0.28,0.05,0.23,3.61,0.15,0.36,1.21,0.56,-0.37
2002-04-01,0.45,0.26,0.17,3.32,0.34,0.46,1.33,-0.16,-0.19
2002-05-01,0.11,0.16,-0.28,0.33,0.19,0.42,0.2,-0.4,0.56
2002-06-01,0.06,0.11,0.06,-0.25,0.19,0.25,0.0,-0.56,0.28
2002-07-01,0.22,0.16,0.11,0.66,0.19,0.63,0.33,-0.32,0.65
2002-08-01,0.28,0.31,0.0,0.57,0.34,0.28,0.46,0.65,0.65
2002-09-01,0.17,0.1,0.17,0.49,0.24,0.31,0.13,-0.72,-0.18
2002-10-01,0.22,0.1,0.0,2.59,0.14,0.59,0.84,-0.32,0.09
2002-11-01,0.17,0.21,0.28,-0.16,0.33,0.48,-0.06,0.08,0.0
2002-12-01,0.17,0.1,0.11,0.32,0.19,0.31,-0.06,-0.32,0.18
2003-01-01,0.44,0.16,0.0,5.04,0.33,0.21,1.74,-0.49,0.46
2003-02-01,0.55,0.05,0.56,5.47,0.05,0.1,1.77,-0.25,0.18
2003-03-01,0.16,0.0,0.17,2.2,-0.05,0.14,0.0,-0.9,-0.09
2003-04-01,-0.38,0.0,0.06,-5.14,0.05,0.2,-1.93,-0.33,-0.18
2003-05-01,-0.16,0.21,0.17,-5.2,0.47,0.41,-2.09,-0.25,-0.09
2003-06-01,0.11,0.05,0.5,0.31,0.0,0.3,0.13,0.5,-0.18
2003-07-01,0.33,0.21,0.06,1.85,0.28,0.44,0.71,0.41,0.46
2003-08-01,0.44,0.1,0.39,4.24,0.19,0.3,1.61,-0.25,0.36
2003-09-01,0.33,0.05,0.22,3.7,0.19,0.5,1.07,0.08,0.09
2003-10-01,-0.11,0.15,0.39,-3.57,0.33,0.2,-1.5,0.17,0.09
2003-11-01,0.05,0.0,0.49,-0.65,0.19,0.33,-0.38,-0.25,0.09
2003-12-01,0.27,0.1,0.49,1.39,0.19,0.53,0.32,-0.5,0.36
2004-01-01,0.43,0.21,-0.05,3.67,0.19,0.26,1.52,-0.08,0.18
2004-02-01,0.21,0.15,0.22,1.32,-0.05,0.46,0.56,0.0,0.27
2004-03-01,0.21,0.31,0.22,-0.48,0.56,0.43,0.06,0.25,0.09
2004-04-01,0.16,0.2,0.22,-1.17,0.37,0.42,-0.62,0.17,0.0
2004-05-01,0.43,0.15,0.76,2.93,0.32,0.26,1.13,0.25,-0.09
2004-06-01,0.37,0.2,0.21,2.64,0.18,0.39,0.74,0.25,0.27
2004-07-01,0.11,0.1,0.21,-0.26,0.18,0.32,-0.31,-0.17,0.09
2004-08-01,0.05,0.05,0.11,0.26,0.14,0.32,-0.12,-0.58,0.0
2004-09-01,0.32,0.3,-0.05,0.92,0.36,0.35,0.8,-0.25,0.36
2004-10-01,0.53,0.2,0.48,3.73,0.14,0.35,2.02,0.25,-0.18
