date,MBA Purchase Index YoY Chg,MBA Purchase Index 4-Week Avg YoY Chg,MBA Purchase Index 13-Week Avg YoY Chg
2007-01-19,-14.99,-3.97,-9.09
2007-01-26,-6.36,-4.83,-8.52
2007-02-02,-4.8,-6.93,-7.86
2007-02-09,2.3,-6.38,-6.71
2007-02-16,-6.68,-4.0,-6.03
2007-02-23,0.12,-2.35,-4.88
2007-03-02,1.58,-0.72,-3.64
2007-03-09,2.8,-0.57,-3.23
2007-03-16,4.32,2.2,-2.65
2007-03-23,1.73,2.6,-1.75
2007-03-30,-8.06,0.0,-2.18
2007-04-06,-0.93,-0.92,-2.55
2007-04-13,-2.68,-2.59,-2.69
2007-04-20,5.55,-1.72,-0.99
2007-04-27,-1.38,0.05,-0.59
2007-05-04,5.23,1.61,0.21
2007-05-11,1.31,2.58,0.14
2007-05-18,10.52,3.77,1.44
2007-05-25,7.96,6.16,2.03
2007-06-01,9.61,7.24,2.62
2007-06-08,12.08,10.07,3.34
2007-06-15,8.7,9.61,3.69
2007-06-22,10.26,10.17,4.32
2007-06-29,5.58,9.14,5.43
2007-07-06,6.8,7.79,6.04
2007-07-13,12.05,8.6,7.16
2007-07-20,9.05,8.31,7.42
2007-07-27,10.74,9.6,8.38
2007-08-03,15.04,11.73,9.13
2007-08-10,20.47,13.84,10.62
2007-08-17,15.52,15.47,10.99
2007-08-24,12.8,15.97,11.35
2007-08-31,9.26,14.51,11.33
2007-09-07,9.22,11.64,11.1
2007-09-14,13.6,11.19,11.49
2007-09-21,11.41,10.86,11.57
2007-09-28,1.68,8.91,11.28
2007-10-05,9.63,9.01,11.53
2007-10-12,11.54,8.46,11.49
2007-10-19,8.76,7.82,11.47
2007-10-26,9.93,9.97,11.41
2007-11-02,2.61,8.14,10.43
2007-11-09,4.77,6.42,9.2
2007-11-16,5.66,5.67,8.45
2007-11-23,-0.86,3.04,7.4
2007-11-30,8.84,4.65,7.37
2007-12-07,1.77,3.83,6.73
2007-12-14,-3.28,1.62,5.38
2007-12-21,1.1,2.09,4.63
2007-12-28,-11.33,-2.82,3.63
2008-01-04,-12.44,-6.73,1.78
2008-01-11,4.89,-4.63,1.34
2008-01-18,9.24,-2.68,1.4
2008-01-25,-11.27,-2.68,-0.13
2008-02-01,0.15,0.8,-0.31
2008-02-08,0.8,-0.31,-0.61
2008-02-15,-6.24,-4.14,-1.47
2008-02-22,-10.74,-3.97,-2.2
2008-02-29,-10.41,-6.66,-3.68
2008-03-07,-10.98,-9.65,-4.72
2008-03-14,-11.11,-10.81,-5.33
2008-03-21,-1.8,-8.57,-5.52
2008-03-28,-11.64,-8.87,-5.54
2008-04-04,-7.03,-7.87,-5.04
2008-04-11,-3.76,-6.05,-5.78
2008-04-18,-13.07,-8.9,-7.5
2008-04-25,-20.41,-11.22,-8.25
2008-05-02,-13.0,-12.72,-9.28
2008-05-09,-12.45,-14.73,-10.29
2008-05-16,-19.54,-16.34,-11.33
2008-05-23,-17.4,-15.6,-11.85
2008-05-30,-23.06,-18.12,-12.85
2008-06-06,-19.04,-19.76,-13.51
2008-06-13,-20.12,-19.9,-14.22
2008-06-20,-22.27,-21.07,-15.76
2008-06-27,-21.61,-20.72,-16.52
2008-07-04,-19.41,-20.82,-17.44
2008-07-11,-19.44,-20.65,-18.55
2008-07-18,-20.89,-20.32,-19.12
2008-07-25,-25.71,-21.28,-19.51
2008-08-01,-29.55,-23.91,-20.8
2008-08-08,-32.2,-27.24,-22.35
2008-08-15,-28.88,-29.17,-23.07
2008-08-22,-25.5,-29.11,-23.67
2008-08-29,-18.04,-26.31,-23.3
2008-09-05,-17.08,-22.36,-23.15
2008-09-12,-15.84,-19.03,-22.82
2008-09-19,-18.29,-17.28,-22.53
2008-09-26,-25.91,-19.15,-22.84
2008-10-03,-25.15,-21.18,-23.29
2008-10-10,-26.94,-24.09,-23.87
2008-10-17,-32.84,-27.71,-24.76
2008-10-24,-26.59,-27.87,-24.83
2008-10-31,-36.78,-30.76,-25.33
2008-11-07,-34.26,-32.64,-25.45
2008-11-14,-41.41,-34.8,-26.4
2008-11-21,-35.12,-36.9,-27.11
2008-11-28,-22.23,-32.98,-27.4
2008-12-05,-36.53,-33.61,-29.0
2008-12-12,-32.24,-31.41,-30.33
2008-12-19,-19.77,-27.93,-30.48
2008-12-26,-11.06,-25.85,-29.55
2009-01-02,-16.86,-20.35,-28.92
2009-01-09,-35.86,-21.65,-29.66
2009-01-16,-31.1,-24.58,-29.53
2009-01-23,-18.7,-26.22,-29.04
2009-01-30,-35.5,-30.8,-28.93
2009-02-06,-41.59,-32.05,-29.45
2009-02-13,-28.05,-31.39,-28.41
2009-02-20,-30.07,-34.09,-28.02
2009-02-27,-34.89,-33.9,-29.01
2009-03-06,-31.32,-31.1,-28.48
2009-03-13,-29.56,-31.46,-28.24
2009-03-20,-33.66,-32.39,-29.34
2009-03-27,-24.72,-29.95,-30.32
2009-04-03,-22.62,-27.75,-30.84
2009-04-10,-30.79,-28.07,-30.36
2009-04-17,-29.19,-26.82,-30.21
2009-04-24,-26.02,-27.14,-30.78
2009-05-01,-30.68,-29.26,-30.37
2009-05-08,-29.8,-29.0,-29.38
2009-05-15,-27.94,-28.7,-29.37
2009-05-22,-27.25,-28.97,-29.17
2009-05-29,-19.75,-26.34,-28.07
2009-06-05,-28.04,-25.87,-27.82
2009-06-12,-27.48,-25.76,-27.66
2009-06-19,-15.93,-23.05,-26.3
2009-06-26,-21.91,-23.55,-26.1
2009-07-03,-21.92,-21.92,-26.06
2009-07-10,-28.05,-22.07,-25.83
2009-07-17,-21.9,-23.49,-25.28
2009-07-24,-15.35,-22.04,-24.56
2009-07-31,-16.12,-20.66,-23.45
2009-08-07,-15.23,-17.23,-22.33
2009-08-14,-11.56,-14.57,-21.11
2009-08-21,-11.24,-13.54,-19.9
2009-08-28,-20.46,-14.77,-19.96
2009-09-04,-18.14,-15.6,-19.11
2009-09-11,-28.26,-19.89,-19.22
2009-09-18,-15.75,-20.8,-19.2
2009-09-25,-11.29,-18.82,-18.44
2009-10-02,-2.67,-15.21,-16.99
2009-10-09,-7.21,-9.36,-15.35
2009-10-16,-3.76,-6.26,-14.06
2009-10-23,-15.9,-7.41,-14.1
2009-10-30,-4.06,-7.94,-13.32
2009-11-06,-22.33,-11.78,-13.79
2009-11-13,-18.07,-15.24,-14.23
2009-11-20,-14.72,-14.92,-14.5
2009-11-27,-35.67,-23.86,-15.88
2009-12-04,-19.39,-23.09,-15.93
2009-12-11,-15.69,-22.37,-14.7
2009-12-18,-32.61,-26.52,-16.09
2009-12-25,-36.21,-26.36,-18.14
2010-01-01,-38.38,-31.27,-21.19
2010-01-08,-27.76,-33.94,-22.83
2010-01-15,-26.43,-32.47,-24.48
2010-01-22,-26.74,-30.14,-25.32
2010-01-29,-9.03,-22.91,-25.65
2010-02-05,-6.23,-18.01,-24.7
2010-02-12,-17.49,-15.45,-24.65
2010-02-19,-21.44,-13.63,-25.12
2010-02-26,-9.26,-13.81,-23.08
2010-03-05,-10.46,-14.75,-22.51
2010-03-12,-13.85,-13.81,-22.43
2010-03-19,-15.05,-12.25,-20.98
2010-03-26,-9.33,-12.18,-18.7
2010-04-02,-18.17,-14.21,-16.71
2010-04-09,-17.46,-15.08,-15.82
2010-04-16,-5.1,-12.75,-14.07
2010-04-23,2.5,-10.02,-11.72
2010-04-30,10.22,-2.49,-10.2
2010-05-07,-0.79,1.77,-9.74
2010-05-14,-24.37,-2.96,-10.25
2010-05-21,-27.63,-10.37,-10.74
2010-05-28,-33.51,-21.51,-12.62
2010-06-04,-38.01,-31.02,-14.78
2010-06-11,-31.09,-32.63,-16.09
2010-06-18,-36.53,-34.84,-17.83
2010-06-25,-35.71,-35.38,-19.87
2010-07-02,-40.97,-36.19,-21.77
2010-07-09,-36.9,-37.58,-23.24
2010-07-16,-35.56,-37.36,-25.51
2010-07-23,-34.24,-37.01,-28.21
2010-07-30,-33.85,-35.13,-31.58
2010-08-06,-34.36,-34.5,-34.16
2010-08-13,-39.0,-35.4,-35.26
2010-08-20,-39.19,-36.66,-36.13
2010-08-27,-37.46,-37.54,-36.44
2010-09-03,-39.33,-38.76,-36.57
2010-09-10,-32.69,-37.24,-36.67
2010-09-17,-38.4,-37.06,-36.82
2010-09-24,-32.77,-35.93,-36.6
2010-10-01,-35.09,-34.8,-36.12
2010-10-08,-37.5,-35.98,-36.18
2010-10-15,-36.87,-35.57,-36.27
2010-10-22,-30.8,-35.17,-36.03
2010-10-29,-28.53,-33.63,-35.67
2010-11-05,-14.58,-28.26,-34.46
2010-11-12,-11.98,-22.21,-32.79
2010-11-19,-8.11,-16.27,-30.66
2010-11-26,-10.8,-11.35,-28.74
2010-12-03,-12.67,-10.91,-26.61
2010-12-10,-16.96,-12.22,-25.39
2010-12-17,-8.44,-12.34,-23.1
2010-12-24,-1.61,-10.31,-20.88
2010-12-31,-5.8,-8.55,-18.41
2011-01-07,-9.97,-6.51,-15.94
2011-01-14,-15.38,-8.35,-13.99
2011-01-21,-18.46,-12.46,-12.84
2011-01-28,-20.48,-16.19,-12.1
2011-02-04,-14.78,-17.32,-12.12
2011-02-11,-15.21,-17.31,-12.36
2011-02-18,-9.4,-15.22,-12.49
2011-02-25,-22.66,-15.64,-13.39
2011-03-04,-14.29,-15.5,-13.52
2011-03-11,-14.67,-15.36,-13.32
2011-03-18,-16.44,-16.95,-13.94
2011-03-25,-21.89,-16.93,-15.5
2011-04-01,-17.53,-17.72,-16.37
2011-04-08,-10.87,-16.85,-16.43
2011-04-15,-11.79,-15.66,-16.13
2011-04-22,-27.26,-17.19,-16.93
2011-04-29,-35.63,-22.44,-18.46
2011-05-06,-23.86,-25.2,-19.19
2011-05-13,2.71,-23.07,-18.08
2011-05-20,6.62,-16.0,-17.13
2011-05-27,10.17,-3.33,-15.11
2011-06-03,13.47,8.04,-13.54
2011-06-10,11.0,10.23,-11.92
2011-06-17,9.11,10.9,-10.24
2011-06-24,12.55,11.49,-7.8
2011-07-01,21.29,13.38,-5.1
2011-07-08,24.37,16.64,-2.79
2011-07-15,20.07,19.5,-0.46
2011-07-22,12.13,19.39,3.21
2011-07-29,20.01,19.08,9.23
2011-08-05,19.38,17.9,13.85
2011-08-12,17.0,17.16,15.03
2011-08-19,3.23,14.97,14.83
2011-08-26,2.48,10.54,14.24
2011-09-02,-3.79,4.53,12.82
2011-09-09,-1.63,-0.03,11.79
2011-09-16,-3.04,-1.55,10.83
2011-09-23,-2.86,-2.83,9.6
2011-09-30,-11.83,-5.0,6.89
2011-10-07,-2.59,-5.24,4.91
2011-10-14,-4.89,-5.7,3.08
2011-10-21,-2.66,-5.67,1.97
2011-10-28,-2.29,-3.08,0.29
2011-11-04,-2.97,-3.18,-1.41
2011-11-11,-0.11,-2.02,-2.64
2011-11-18,-5.56,-2.84,-3.32
2011-11-25,-7.29,-4.14,-4.07
2011-12-02,-1.38,-3.68,-3.86
2011-12-09,-4.69,-4.71,-4.09
2011-12-16,-7.01,-5.05,-4.4
2011-12-23,-9.93,-5.69,-4.96
2011-12-30,-17.97,-9.91,-5.45
2012-01-06,-7.95,-10.76,-5.85
2012-01-13,3.55,-8.24,-5.21
2012-01-20,5.12,-4.69,-4.67
2012-01-27,-3.91,-0.94,-4.79
2012-02-03,-3.5,0.23,-4.82
2012-02-10,-7.44,-2.51,-5.34
2012-02-17,-9.25,-5.97,-5.6
2012-02-24,5.55,-3.83,-4.71
2012-03-02,-8.08,-5.07,-5.26
2012-03-09,-1.32,-3.51,-5.01
2012-03-16,-2.89,-1.96,-4.68
2012-03-23,0.42,-3.0,-3.84
2012-03-30,1.74,-0.48,-2.22
2012-04-06,4.63,1.01,-1.21
2012-04-13,-14.78,-2.26,-2.75
2012-04-20,-1.17,-2.64,-3.2
2012-04-27,1.71,-2.72,-2.77
2012-05-04,-1.79,-4.31,-2.63
2012-05-11,-2.48,-0.97,-2.27
2012-05-18,-5.71,-2.12,-2.05
2012-05-25,-5.35,-3.83,-2.8
2012-06-01,-4.31,-4.46,-2.5
2012-06-08,2.9,-3.08,-2.17
2012-06-15,-3.09,-2.42,-2.18
2012-06-22,-4.28,-2.15,-2.54
2012-06-29,-8.8,-3.34,-3.38
2012-07-06,-5.17,-5.38,-4.13
2012-07-13,-5.13,-5.87,-3.32
2012-07-20,-3.62,-5.71,-3.5
2012-07-27,-13.29,-6.9,-4.67
2012-08-03,-14.28,-9.22,-5.68
2012-08-10,-11.25,-10.75,-6.35
2012-08-17,0.8,-9.92,-5.9
2012-08-24,1.12,-6.41,-5.45
2012-08-31,0.62,-2.44,-5.12
2012-09-07,6.81,2.36,-4.9
2012-09-14,7.84,4.08,-4.16
2012-09-21,5.89,5.27,-3.44
2012-09-28,10.84,7.83,-1.97
2012-10-05,12.48,9.27,-0.65
2012-10-12,24.47,13.18,1.44
2012-10-19,7.28,13.58,2.27
2012-10-26,5.95,12.34,3.95
2012-11-02,-3.66,8.06,5.0
2012-11-09,9.39,4.66,6.76
2012-11-16,3.82,3.82,6.97
2012-11-23,7.39,4.24,7.45
2012-11-30,-0.72,4.77,7.24
2012-12-07,8.96,4.74,7.42
2012-12-14,9.03,5.98,7.51
2012-12-21,4.41,5.25,7.39
2012-12-28,3.42,6.56,6.86
2013-01-04,4.86,5.48,6.29
2013-01-11,7.27,5.07,5.14
2013-01-18,16.29,8.11,5.85
2013-01-25,16.18,11.13,6.62
2013-02-01,18.64,14.47,8.3
2013-02-08,17.29,17.09,8.84
2013-02-15,18.73,17.69,9.93
2013-02-22,4.05,14.61,9.7
2013-03-01,17.29,14.24,11.22
2013-03-08,9.54,12.27,11.27
2013-03-15,6.39,9.33,11.06
2013-03-22,9.92,10.72,11.48
2013-03-29,3.91,7.37,11.39
2013-04-05,3.15,5.76,11.17
2013-04-12,20.66,9.07,12.21
2013-04-19,17.85,10.96,12.33
2013-04-26,13.0,13.37,12.1
2013-05-03,11.92,15.75,11.59
2013-05-10,9.98,13.14,11.07
2013-05-17,9.96,11.23,10.48
2013-05-24,13.47,11.33,11.16
2013-05-31,13.78,11.77,10.91
2013-06-07,5.54,10.54,10.57
2013-06-14,11.86,11.0,10.97
2013-06-21,15.86,11.59,11.42
2013-06-28,11.64,11.08,12.06
2013-07-05,4.72,10.96,12.22
2013-07-12,5.35,9.32,11.07
2013-07-19,6.61,7.04,10.22
2013-07-26,5.33,5.5,9.64
2013-08-02,7.58,6.2,9.31
2013-08-09,3.87,5.86,8.86
2013-08-16,4.23,5.26,8.44
2013-08-23,5.28,5.25,7.81
2013-08-30,5.6,4.75,7.21
2013-09-06,-4.87,2.41,6.38
2013-09-13,1.29,1.7,5.55
2013-09-20,7.27,2.23,4.89
2013-09-27,-2.47,0.23,3.77
2013-10-04,-5.57,0.02,2.92
2013-10-11,-10.9,-3.09,1.57
2013-10-18,-2.12,-5.35,0.91
2013-10-25,-0.38,-4.89,0.48
2013-11-01,3.85,-2.64,0.2
2013-11-08,-6.95,-1.54,-0.64
2013-11-15,-4.08,-2.07,-1.27
2013-11-22,-6.74,-3.71,-2.2
2013-11-29,-10.65,-7.13,-3.45
2013-12-06,-10.53,-8.03,-3.92
2013-12-13,-11.77,-9.9,-4.91
2013-12-20,-10.98,-10.97,-6.26
2013-12-27,1.89,-8.21,-6.0
2014-01-03,-7.43,-7.37,-6.14
2014-01-10,-8.54,-6.54,-5.96
2014-01-17,-14.01,-7.52,-6.92
2014-01-24,-11.13,-10.38,-7.74
2014-01-31,-16.36,-12.54,-9.23
2014-02-07,-12.23,-13.47,-9.63
2014-02-14,-16.35,-14.01,-10.56
2014-02-21,-14.93,-15.0,-11.16
2014-02-28,-19.08,-15.72,-11.85
2014-03-07,-17.38,-17.02,-12.4
2014-03-14,-13.85,-16.39,-12.55
2014-03-21,-16.95,-16.86,-13.02
2014-03-28,-17.33,-16.41,-14.33
2014-04-04,-14.02,-15.57,-14.79
2014-04-11,-16.12,-16.11,-15.38
2014-04-18,-18.54,-16.52,-15.75
2014-04-25,-21.07,-17.46,-16.54
2014-05-02,-16.05,-17.93,-16.52
2014-05-09,-12.52,-17.06,-16.51
2014-05-16,-12.32,-15.55,-16.21
2014-05-23,-15.43,-14.12,-16.23
2014-05-30,-17.22,-14.37,-16.09
2014-06-06,-13.59,-14.64,-15.8
2014-06-13,-15.11,-15.32,-15.88
2014-06-20,-17.88,-15.94,-15.96
2014-06-27,-15.85,-15.6,-15.85
2014-07-04,-9.92,-14.75,-15.55
2014-07-11,-17.22,-15.27,-15.63
2014-07-18,-15.21,-14.56,-15.37
2014-07-25,-12.0,-13.61,-14.67
2014-08-01,-13.78,-14.6,-14.49
2014-08-08,-9.8,-12.76,-14.32
2014-08-15,-11.25,-11.73,-14.27
2014-08-22,-11.09,-11.5,-13.94
2014-08-29,-12.09,-11.07,-13.54
2014-09-05,-12.04,-11.61,-13.43
2014-09-12,-9.99,-11.3,-13.03
2014-09-19,-15.85,-12.55,-12.85
2014-09-26,-10.88,-12.25,-12.44
2014-10-03,-8.08,-11.28,-12.32
2014-10-10,-4.08,-9.9,-11.31
2014-10-17,-9.37,-8.14,-10.86
2014-10-24,-15.88,-9.39,-11.14
2014-10-31,-13.1,-10.66,-11.09
2014-11-07,-11.69,-12.53,-11.23
2014-11-14,-6.74,-11.8,-10.87
2014-11-21,-11.02,-10.59,-10.86
2014-11-28,-4.88,-8.58,-10.31
2014-12-05,-4.51,-6.83,-9.74
2014-12-12,-5.27,-6.48,-9.39
2014-12-19,-0.53,-3.85,-8.23
2014-12-26,-11.75,-5.53,-8.27
2015-01-02,-7.39,-6.26,-8.22
2015-01-09,0.63,-4.64,-7.82
2015-01-16,3.73,-3.45,-6.8
2015-01-23,2.13,-0.08,-5.38
2015-01-30,3.71,2.52,-4.1
2015-02-06,2.1,2.93,-3.06
2015-02-13,1.24,2.33,-2.46
2015-02-20,9.81,4.12,-0.91
2015-02-27,0.12,3.2,-0.51
2015-03-06,2.49,3.31,0.04
2015-03-13,0.71,3.14,0.5
2015-03-20,2.7,1.51,0.75
2015-03-27,7.57,3.4,2.23
2015-04-03,11.92,5.82,3.74
2015-04-10,7.06,7.35,4.26
2015-04-17,15.39,10.48,5.19
2015-04-24,20.75,13.65,6.63
2015-05-01,11.83,13.62,7.29
2015-05-08,11.67,14.78,8.04
2015-05-15,10.61,13.59,8.73
2015-05-22,13.14,11.81,9.0
2015-05-29,13.87,12.29,10.02
2015-06-05,14.29,12.98,10.92
2015-06-12,15.01,14.08,11.97
2015-06-19,17.8,15.24,13.1
2015-06-26,13.7,15.19,13.56
2015-07-03,16.9,15.86,13.95
2015-07-10,17.04,16.36,14.72
2015-07-17,17.83,16.35,14.9
2015-07-24,17.43,17.29,14.65
2015-07-31,22.88,18.79,15.48
2015-08-07,19.78,19.47,16.1
2015-08-14,19.01,19.77,16.76
2015-08-21,17.99,19.92,17.13
2015-08-28,24.79,20.4,17.95
2015-09-04,26.93,22.14,18.92
2015-09-11,15.95,21.34,19.0
2015-09-18,26.9,23.59,19.71
2015-09-25,19.73,22.32,20.2
2015-10-02,48.87,27.98,22.75
2015-10-09,-1.22,23.61,21.31
2015-10-16,20.81,22.12,21.54
2015-10-23,23.2,22.98,21.97
2015-10-30,19.35,15.19,21.71
2015-11-06,18.15,20.35,21.59
2015-11-13,18.35,19.69,21.52
2015-11-20,23.66,19.89,21.96
2015-11-27,29.97,22.59,22.39
2015-12-04,28.42,25.08,22.54
2015-12-11,33.96,28.97,23.92
2015-12-18,37.63,32.4,24.74
2015-12-25,44.88,35.92,26.54
2016-01-01,23.24,34.85,24.51
2016-01-08,19.8,30.75,26.12
2016-01-15,18.57,25.74,25.85
2016-01-22,24.11,21.35,25.89
2016-01-29,18.11,20.16,25.7
2016-02-05,26.56,21.75,26.31
2016-02-12,31.1,24.73,27.27
2016-02-19,28.03,25.7,27.6
2016-02-26,27.62,28.29,27.42
2016-03-04,30.46,29.28,27.58
2016-03-11,32.81,29.73,27.51
2016-03-18,25.35,29.02,26.59
2016-03-25,21.02,27.23,24.93
2016-04-01,10.56,21.92,23.81
2016-04-08,23.67,19.95,24.13
2016-04-15,17.23,18.02,23.98
2016-04-22,14.41,16.41,23.15
2016-04-29,13.33,17.07,22.69
2016-05-06,13.98,14.74,21.67
2016-05-13,12.56,13.57,20.32
2016-05-20,16.58,14.11,19.49
2016-05-27,14.53,14.42,18.56
2016-06-03,16.61,15.11,17.6
2016-06-10,15.68,15.87,16.45
2016-06-17,11.6,14.62,15.47
2016-06-24,12.9,14.22,14.88
2016-07-01,10.45,12.63,14.85
2016-07-08,19.5,13.52,14.55
2016-07-15,15.94,14.62,14.44
2016-07-22,12.17,14.43,14.28
2016-07-29,6.01,13.33,13.71
2016-08-05,12.77,11.67,13.62
2016-08-12,9.58,10.1,13.4
2016-08-19,7.4,8.9,12.7
2016-08-26,4.45,8.49,11.91
2016-09-02,6.63,6.98,11.12
2016-09-09,20.89,9.73,11.49
2016-09-16,3.22,8.6,10.81
2016-09-23,10.24,10.05,10.61
2016-09-30,-13.56,3.88,8.29
2016-10-07,27.77,4.72,8.7
2016-10-14,13.02,7.1,8.48
2016-10-21,8.68,6.68,8.22
2016-10-28,8.95,14.22,8.45
2016-11-04,10.47,10.3,8.27
2016-11-11,-7.42,4.81,6.91
2016-11-18,10.58,5.41,7.16
2016-11-25,2.41,3.8,6.96
2016-12-02,2.76,2.09,6.64
2016-12-09,2.26,4.41,5.24
2016-12-16,0.91,2.08,5.04
2016-12-23,4.76,2.65,4.63
2016-12-30,16.21,5.68,7.22
2017-01-06,4.67,6.29,5.73
2017-01-13,0.92,6.31,4.83
2017-01-20,2.27,5.61,4.35
2017-01-27,3.84,2.92,4.01
2017-02-03,5.46,3.1,3.69
2017-02-10,4.59,4.01,4.58
2017-02-17,-0.46,3.36,3.76
2017-02-24,6.6,4.04,4.08
2017-03-03,4.12,3.71,4.19
2017-03-10,6.19,4.13,4.49
2017-03-17,5.04,5.48,4.83
2017-03-24,4.16,4.88,4.78
2017-03-31,7.49,5.71,4.22
2017-04-07,1.98,4.61,4.0
2017-04-14,-1.04,3.05,3.82
2017-04-21,0.43,2.13,3.67
2017-04-28,4.81,1.53,3.75
2017-05-05,6.24,2.59,3.82
2017-05-12,8.7,5.0,4.13
2017-05-19,2.85,5.62,4.36
2017-05-26,6.39,6.01,4.36
2017-06-02,4.8,5.63,4.41
2017-06-09,7.15,5.28,4.49
2017-06-16,8.71,6.73,4.77
2017-06-23,7.47,6.99,5.02
2017-06-30,6.18,7.38,4.93
2017-07-07,3.45,6.44,5.05
2017-07-14,6.79,5.95,5.66
2017-07-21,8.06,6.09,6.24
2017-07-28,8.53,6.65,6.52
2017-08-04,6.6,7.48,6.55
2017-08-11,9.25,8.09,6.58
2017-08-18,7.97,8.07,6.98
2017-08-25,3.7,6.87,6.79
2017-09-01,3.98,6.2,6.74
2017-09-08,6.19,5.47,6.67
2017-09-15,1.63,3.91,6.12
2017-09-22,3.68,3.91,5.83
2017-09-29,4.9,4.14,5.73
2017-10-06,7.61,4.44,6.06
2017-10-13,8.87,6.25,6.22
2017-10-20,9.72,7.75,6.33
2017-10-27,9.23,8.85,6.37
2017-11-03,8.19,9.0,6.49
2017-11-10,15.84,10.67,6.93
2017-11-17,2.69,8.7,6.5
2017-11-24,4.75,7.52,6.58
2017-12-01,6.87,7.19,6.8
2017-12-08,9.35,5.89,7.05
2017-12-15,0.6,5.37,6.94
2017-12-22,2.55,4.82,6.85
2017-12-29,1.36,3.44,6.56
2018-01-05,0.33,1.19,5.96
2018-01-12,8.63,3.18,5.95
2018-01-19,8.72,4.77,5.91
2018-01-26,11.28,7.17,6.1
2018-02-02,9.29,9.46,6.2
2018-02-09,7.75,9.26,5.69
2018-02-16,3.96,8.14,5.79
2018-02-23,3.64,6.19,5.71
2018-03-02,1.4,4.15,5.28
2018-03-09,2.58,2.87,4.76
2018-03-16,6.2,3.45,5.19
2018-03-23,8.19,4.6,5.63
2018-03-30,5.21,5.53,5.92
2018-04-06,0.24,4.91,5.9
2018-04-13,10.11,5.89,6.03
2018-04-20,11.19,6.62,6.21
2018-04-27,4.92,6.54,5.73
2018-05-04,2.96,7.21,5.23
2018-05-11,3.61,5.61,4.92
2018-05-18,2.4,3.47,4.8
2018-05-25,1.93,2.73,4.66
2018-06-01,-3.47,1.02,4.23
2018-06-08,-2.2,-0.43,3.84
2018-06-15,2.98,-0.26,3.6
2018-06-22,1.08,-0.45,3.06
2018-06-29,-1.45,0.09,2.55
2018-07-06,7.7,2.56,3.12
2018-07-13,0.98,2.05,2.43
2018-07-20,2.25,2.34,1.78
2018-07-27,1.06,3.01,1.48
2018-08-03,-1.77,0.64,1.12
2018-08-10,-3.55,-0.49,0.59
2018-08-17,0.74,-0.88,0.46
2018-08-24,2.68,-0.52,0.51
2018-08-31,1.8,0.38,0.94
2018-09-07,-7.34,-0.72,0.53
2018-09-14,4.23,0.12,0.59
2018-09-21,4.07,0.48,0.82
2018-09-28,3.13,0.82,1.17
2018-10-05,2.06,3.36,0.73
2018-10-12,-7.78,0.28,0.03
2018-10-19,0.18,-0.68,-0.14
2018-10-26,-0.53,-1.6,-0.26
2018-11-02,-0.48,-2.25,-0.16
2018-11-09,-3.24,-1.02,-0.13
2018-11-16,-5.28,-2.43,-0.61
2018-11-23,1.27,-1.92,-0.7
2018-11-30,-0.28,-1.83,-0.85
2018-12-07,3.31,-0.21,0.03
2018-12-14,1.84,1.52,-0.14
2018-12-21,-7.67,-0.66,-1.04
2018-12-28,-5.24,-1.87,-1.68
2019-01-04,5.15,-1.43,-1.42
2019-01-11,11.76,1.2,0.14
2019-01-18,3.06,3.83,0.39
2019-01-25,4.19,5.99,0.76
2019-02-01,-0.9,4.47,0.72
2019-02-08,-4.78,0.5,0.59
2019-02-15,3.19,0.42,1.21
2019-02-22,3.17,0.11,1.36
2019-03-01,0.92,0.58,1.46
2019-03-08,1.74,2.24,1.33
2019-03-15,0.64,1.61,1.24
2019-03-22,3.84,1.81,2.11
2019-03-29,9.63,3.99,3.23
2019-04-05,12.45,6.62,3.79
2019-04-12,6.97,8.17,3.44
2019-04-19,2.63,7.84,3.41
2019-04-26,0.5,5.56,3.11
2019-05-03,4.85,3.75,3.57
2019-05-10,6.38,3.57,4.4
2019-05-17,6.31,4.48,4.63
2019-05-24,6.88,6.09,4.9
2019-05-31,0.12,4.9,4.82
2019-06-07,11.81,6.25,5.58
2019-06-14,3.47,5.52,5.79
2019-06-21,9.01,6.03,6.18
2019-06-28,9.69,8.43,6.18
2019-07-05,5.39,6.81,5.64
2019-07-12,6.94,7.72,5.63
2019-07-19,6.23,7.04,5.92
2019-07-26,6.35,6.21,6.38
2019-08-02,6.35,6.47,6.5
2019-08-09,12.02,7.67,6.91
2019-08-16,5.04,7.4,6.81
2019-08-23,1.74,6.26,6.44
2019-08-30,4.84,5.88,6.83
2019-09-06,8.57,5.06,6.56
2019-09-13,15.16,7.61,7.47
2019-09-20,8.74,9.34,7.45
2019-09-27,9.6,10.5,7.44
2019-10-04,5.97,9.84,7.49
2019-10-11,11.87,9.0,7.86
2019-10-18,5.82,8.29,7.84
2019-10-25,9.92,8.35,8.12
2019-11-01,6.59,8.53,8.14
2019-11-08,14.76,9.23,8.33
2019-11-15,18.75,12.5,9.38
2019-11-22,7.79,11.87,9.83
2019-11-29,7.8,12.06,10.04
2019-12-06,4.76,9.54,9.71
2019-12-13,10.06,7.56,9.32
2019-12-20,14.2,9.01,9.72
2019-12-27,16.71,11.14,10.24
2020-01-03,3.13,10.7,9.98
2020-01-10,9.12,10.4,9.76
2020-01-17,9.28,9.29,10.01
2020-01-24,17.84,9.9,10.67
2020-01-31,12.13,12.05,11.08
2020-02-07,16.82,13.91,11.23
