date,MBA Purchase Index YoY Chg,MBA Purchase Index 4-Week Avg YoY Chg,MBA Purchase Index 13-Week Avg YoY Chg
2020-02-14,11.04,14.52,10.69
2020-02-21,10.57,12.58,10.9
2020-02-28,10.52,12.18,11.11
2020-03-06,11.92,11.02,11.68
2020-03-13,10.58,10.9,11.72
2020-03-20,-11.25,5.12,9.67
2020-03-27,-23.46,-3.68,6.44
2020-04-03,-33.15,-14.96,3.41
2020-04-10,-34.95,-25.87,-0.29
2020-04-17,-30.78,-30.61,-3.53
2020-04-24,-19.81,-29.85,-6.5
2020-05-01,-18.58,-26.18,-8.88
2020-05-08,-9.39,-19.64,-10.65
2020-05-15,-1.56,-12.33,-11.43
2020-05-22,8.4,-5.44,-11.51
2020-05-29,16.95,3.39,-10.96
2020-06-05,11.96,8.91,-10.78
2020-06-12,20.07,14.33,-9.94
2020-06-19,17.42,16.55,-7.75
2020-06-26,14.63,15.98,-4.78
2020-07-03,18.0,17.53,-0.71
2020-07-10,15.2,16.32,3.28
2020-07-17,19.21,16.75,7.14
2020-07-24,20.99,18.31,10.18
2020-07-31,21.3,19.12,13.25
2020-08-07,21.38,20.71,15.63
2020-08-14,26.7,22.56,17.76
2020-08-21,32.51,25.35,19.5
2020-08-28,27.62,26.94,20.28
2020-09-04,25.33,27.97,21.36
2020-09-11,17.24,25.38,21.13
2020-09-18,25.1,23.68,21.74
2020-09-25,21.65,22.26,22.31
2020-10-02,25.3,22.25,22.9
2020-10-09,24.14,24.03,23.61
2020-10-16,26.02,24.23,24.14
2020-10-23,23.46,24.72,24.34
2020-10-30,24.98,24.65,24.62
2020-11-06,15.82,22.5,24.18
2020-11-13,12.39,18.95,23.02
2020-11-20,17.78,17.57,21.93
2020-11-27,27.28,18.36,21.95
2020-12-04,21.39,19.71,21.65
2020-12-11,26.28,23.18,22.37
2020-12-18,26.47,25.33,22.46
2020-12-25,24.73,24.68,22.7
2021-01-01,19.22,24.14,22.23
2021-01-08,11.52,20.04,21.13
2021-01-15,16.92,17.78,20.42
2021-01-22,6.53,13.28,18.97
2021-01-29,17.9,13.07,18.48
2021-02-05,19.22,14.89,18.72
2021-02-12,15.91,14.58,19.0
2021-02-19,-3.0,12.48,17.4
2021-02-26,1.47,8.28,15.47
2021-03-05,2.96,4.18,14.05
2021-03-12,5.83,1.84,12.51
2021-03-19,27.17,8.75,12.51
2021-03-26,40.43,17.32,13.3
2021-04-02,52.56,28.91,14.96
2021-04-09,53.07,42.16,17.35
2021-04-16,58.53,50.79,19.78
2021-04-23,35.29,49.43,22.14
2021-04-30,24.77,41.9,22.72
2021-05-07,13.73,31.52,22.32
2021-05-14,2.47,18.03,21.16
2021-05-21,-4.05,8.26,21.0
2021-05-28,-11.69,-0.57,19.54
2021-06-04,-15.91,-7.77,17.48
2021-06-11,-17.43,-12.53,14.93
2021-06-18,-14.29,-14.89,11.19
2021-06-25,-17.33,-16.25,6.67
2021-07-02,-22.39,-17.9,1.47
2021-07-09,-10.51,-16.22,-2.18
2021-07-16,-17.72,-17.08,-6.54
2021-07-23,-17.71,-17.17,-9.73
2021-07-30,-17.69,-15.91,-12.3
2021-08-06,-17.81,-17.73,-14.33
2021-08-13,-19.1,-18.08,-15.79
2021-08-20,-16.99,-17.9,-16.7
2021-08-27,-16.34,-17.56,-17.04
2021-09-03,-18.67,-17.78,-17.25
2021-09-10,-12.11,-16.03,-16.84
2021-09-17,-13.18,-15.06,-16.74
2021-09-24,-12.62,-14.14,-16.37
2021-10-01,-12.75,-12.67,-15.61
2021-10-08,-10.06,-12.17,-15.56
2021-10-15,-12.61,-12.02,-15.18
2021-10-22,-9.7,-11.29,-14.57
2021-10-29,-9.99,-10.59,-14.0
2021-11-05,-5.14,-9.4,-13.07
2021-11-12,-7.04,-7.99,-12.16
2021-11-19,-6.01,-7.05,-11.3
2021-11-26,-9.39,-6.98,-10.76
2021-12-03,-9.36,-8.0,-10.03
2021-12-10,-10.37,-8.82,-9.9
2021-12-17,-9.11,-9.56,-9.58
2021-12-24,-3.17,-8.03,-8.84
2021-12-31,-11.63,-8.57,-8.75
2022-01-07,-16.38,-10.16,-9.28
2022-01-14,-12.21,-10.96,-9.28
2022-01-21,-10.2,-12.63,-9.33
2022-01-28,-6.69,-11.4,-9.07
2022-02-04,-11.45,-10.15,-9.52
2022-02-11,-6.84,-8.82,-9.51
2022-02-18,-5.36,-7.69,-9.51
2022-02-25,-8.68,-8.21,-9.46
2022-03-04,-7.4,-7.08,-9.33
2022-03-11,-8.43,-7.5,-9.17
2022-03-18,-12.09,-9.19,-9.4
2022-03-25,-10.16,-9.55,-9.95
2022-04-01,-8.99,-9.94,-9.75
2022-04-08,-6.33,-9.46,-8.93
2022-04-15,-14.04,-9.94,-9.03
2022-04-22,-16.6,-11.53,-9.49
2022-04-29,-10.97,-12.03,-9.84
2022-05-06,-7.7,-12.38,-9.54
2022-05-13,-15.19,-12.6,-10.17
2022-05-20,-16.42,-12.52,-10.97
2022-05-27,-14.27,-13.34,-11.38
2022-06-03,-20.56,-16.61,-12.35
2022-06-10,-15.51,-16.69,-12.91
2022-06-17,-9.4,-14.91,-12.71
2022-06-24,-4.74,-12.6,-12.35
2022-07-01,-7.84,-9.44,-12.3
2022-07-08,-17.93,-10.12,-13.22
2022-07-15,-18.69,-12.42,-13.55
2022-07-22,-18.06,-15.69,-13.63
2022-07-29,-15.8,-17.63,-14.0
2022-08-05,-18.49,-17.77,-14.85
2022-08-12,-18.45,-17.71,-15.09
2022-08-19,-21.24,-18.52,-15.46
2022-08-26,-23.13,-20.35,-16.14
2022-09-02,-23.45,-21.59,-16.36
2022-09-09,-28.72,-24.22,-17.45
2022-09-16,-29.52,-26.32,-19.11
2022-09-23,-28.92,-27.74,-21.0
2022-09-30,-36.85,-30.98,-23.24
2022-10-07,-39.06,-33.56,-24.96
2022-10-14,-38.32,-35.75,-26.45
2022-10-21,-41.29,-38.89,-28.25
2022-10-28,-40.8,-39.87,-30.11
2022-11-04,-41.59,-40.52,-31.85
2022-11-11,-39.93,-40.9,-33.44
2022-11-18,-41.02,-40.84,-34.94
2022-11-25,-41.74,-41.09,-36.36
2022-12-02,-40.55,-40.83,-37.61
2022-12-09,-38.56,-40.48,-38.35
2022-12-16,-36.52,-39.39,-38.89
2022-12-23,-41.01,-39.2,-39.81
2022-12-30,-42.23,-39.58,-40.21
2023-01-06,-29.89,-37.46,-39.51
2023-01-13,-34.25,-36.86,-39.17
2023-01-20,-30.06,-34.01,-38.3
2023-01-27,-39.05,-33.42,-38.18
2023-02-03,-33.19,-34.2,-37.57
2023-02-10,-39.46,-35.44,-37.53
2023-02-17,-38.77,-37.62,-37.34
2023-02-24,-41.21,-38.03,-37.23
2023-03-03,-42.3,-40.44,-37.33
2023-03-10,-38.55,-40.21,-37.32
2023-03-17,-36.21,-39.54,-37.3
2023-03-24,-35.34,-38.11,-36.84
2023-03-31,-35.45,-36.4,-36.32
2023-04-07,-31.4,-34.61,-36.47
2023-04-14,-36.38,-34.63,-36.66
2023-04-21,-27.95,-32.89,-36.64
2023-04-28,-32.16,-32.04,-36.1
2023-05-05,-31.99,-32.2,-36.03
2023-05-12,-26.49,-29.76,-35.09
2023-05-19,-29.8,-30.21,-34.44
2023-05-26,-31.1,-29.91,-33.7
2023-06-02,-27.14,-28.66,-32.55
2023-06-09,-27.47,-28.91,-31.67
2023-06-16,-31.8,-29.46,-31.3
2023-06-23,-29.95,-29.19,-30.84
2023-06-30,-30.18,-29.89,-30.41
2023-07-07,-26.3,-29.61,-30.02
2023-07-14,-21.54,-27.18,-28.89
2023-07-21,-22.87,-25.38,-28.55
2023-07-28,-26.06,-24.24,-28.07
2023-08-04,-27.02,-24.37,-27.65
2023-08-11,-26.64,-25.65,-27.66
2023-08-18,-29.98,-27.41,-27.66
2023-08-25,-27.22,-27.72,-27.36
2023-09-01,-28.26,-28.03,-27.43
2023-09-08,-27.46,-28.24,-27.43
2023-09-15,-26.54,-27.37,-26.98
2023-09-22,-27.35,-27.4,-26.74
2023-09-29,-21.54,-25.85,-26.09
2023-10-06,-19.35,-23.94,-25.62
2023-10-13,-20.95,-22.51,-25.66
2023-10-20,-21.51,-20.83,-25.61
2023-10-27,-21.99,-20.93,-25.34
2023-11-03,-20.66,-21.28,-24.88
2023-11-10,-21.51,-21.42,-24.49
2023-11-17,-20.64,-21.19,-23.72
2023-11-24,-19.94,-20.67,-23.12
2023-12-01,-17.66,-19.93,-22.26
2023-12-08,-18.07,-19.08,-21.47
2023-12-15,-18.52,-18.55,-20.79
2023-12-22,-16.42,-17.67,-19.85
2023-12-29,-12.17,-16.43,-19.16
2024-01-05,-25.21,-18.43,-19.68
2024-01-12,-19.3,-18.64,-19.56
2024-01-19,-16.96,-18.71,-19.19
2024-01-26,-18.81,-20.04,-18.97
2024-02-02,-18.61,-18.4,-18.83
2024-02-09,-11.43,-16.61,-18.11
2024-02-16,-12.96,-15.7,-17.6
2024-02-23,-11.88,-13.95,-17.06
2024-03-01,-8.61,-11.22,-16.45
2024-03-08,-10.81,-11.05,-15.92
2024-03-15,-13.76,-11.31,-15.56
2024-03-22,-15.63,-12.31,-15.49
2024-03-29,-12.61,-13.23,-15.51
2024-04-05,-22.77,-16.3,-15.24
2024-04-12,-9.9,-15.41,-14.48
2024-04-19,-14.73,-15.19,-14.26
2024-04-26,-14.54,-15.66,-13.88
2024-05-03,-16.98,-14.1,-13.72
2024-05-10,-14.33,-15.16,-13.95
2024-05-17,-11.56,-14.41,-13.84
2024-05-24,-10.36,-13.43,-13.72
2024-05-31,-12.79,-12.29,-14.02
2024-06-07,-11.95,-11.66,-14.11
2024-06-14,-11.84,-11.73,-13.96
2024-06-21,-13.21,-12.45,-13.77
2024-06-28,-12.01,-12.26,-13.73
2024-07-05,-12.7,-12.45,-12.89
2024-07-12,-13.97,-12.98,-13.19
2024-07-19,-15.33,-13.49,-13.23
2024-07-26,-13.82,-13.94,-13.17
2024-08-02,-10.67,-13.49,-12.68
2024-08-09,-7.89,-11.99,-12.19
2024-08-16,-8.03,-10.16,-11.96
2024-08-23,-9.04,-8.92,-11.87
2024-08-30,-4.09,-7.28,-11.26
2024-09-06,-3.55,-6.18,-10.65
2024-09-13,-0.61,-4.32,-9.81
2024-09-20,2.35,-1.45,-8.63
2024-09-27,9.3,1.76,-7.08
2024-10-04,8.51,4.76,-5.47
2024-10-11,6.63,6.63,-3.9
2024-10-18,3.39,7.02,-2.42
2024-10-25,10.06,7.16,-0.59
2024-11-01,1.4,5.35,0.39
2024-11-08,0.08,3.65,1.06
2024-11-15,-1.73,2.31,1.56
2024-11-22,5.52,1.37,2.75
2024-11-29,11.76,4.05,4.03
2024-12-06,3.54,4.83,4.6
2024-12-13,5.65,6.58,5.12
2024-12-27,-2.84,3.21,3.8
2025-01-03,-14.06,-2.34,1.97
2025-01-10,-0.12,-3.35,0.88
2025-01-17,-6.48,-5.82,-0.34
2025-01-24,5.11,-3.83,-0.24
2025-01-31,2.08,-0.06,-0.53
2025-02-07,2.34,0.53,-0.23
2025-02-14,7.78,4.23,0.56
2025-02-21,13.09,5.98,1.89
2025-02-28,2.41,6.17,1.64
2025-03-07,4.67,6.8,1.38
2025-03-14,5.96,6.34,1.51
2025-03-21,6.93,5.02,1.79
2025-03-28,8.65,6.54,2.64
2025-04-04,24.51,11.35,5.52
2025-04-11,12.77,13.08,6.56
2025-04-18,6.38,12.96,7.75
2025-04-25,3.46,11.69,7.64
2025-05-02,12.9,8.91,8.51
2025-05-09,17.5,10.05,9.7
2025-05-16,12.71,11.65,10.07
2025-05-23,17.12,15.05,10.39
2025-05-30,17.16,16.11,11.48
2025-06-06,18.93,16.49,12.6
2025-06-13,13.56,16.67,13.21
2025-06-20,11.77,15.28,13.58
2025-06-27,15.68,14.96,14.14
2025-07-04,25.36,16.56,14.24
2025-07-11,13.68,16.61,14.3
2025-07-18,22.48,19.3,15.52
2025-07-25,17.17,19.71,16.58
2025-08-01,18.0,17.78,16.98
2025-08-08,16.34,18.49,16.88
2025-08-15,22.74,18.53,17.63
2025-08-22,24.28,20.28,18.17
2025-08-29,16.61,19.92,18.11
2025-09-05,22.01,21.37,18.35
2025-09-12,19.1,20.45,18.8
2025-09-19,17.75,18.85,19.3
2025-09-26,15.67,18.56,19.28
2025-10-03,14.34,16.7,18.38
2025-10-10,19.94,16.86,18.87
2025-10-17,19.8,17.32,18.67
2025-10-24,19.23,18.23,18.83
2025-10-31,24.85,20.92,19.31
2025-11-07,29.56,23.33,20.31
2025-11-14,24.04,24.37,20.41
2025-11-21,18.77,24.1,19.99
2025-11-28,15.23,21.48,19.83
2025-12-05,17.24,18.62,19.45
2025-12-12,12.35,15.87,18.88
2025-12-19,8.15,14.0,18.64
2025-12-26,24.21,14.36,19.22
2026-01-02,24.75,17.2,20.0
2026-01-09,13.95,17.15,20.17
2026-01-16,19.08,20.09,20.56
2026-01-23,19.03,18.88,20.12
2026-01-30,5.55,14.49,19.05
2026-02-06,5.49,12.45,17.12
2026-02-13,9.1,9.92,15.9
2026-02-20,3.74,5.96,13.79
2026-02-27,9.97,7.05,12.89
2026-03-06,10.8,8.44,12.77
2026-03-13,11.76,9.15,12.6
2026-03-20,5.01,9.37,12.35
2026-03-27,0.76,7.05,10.61
2026-04-03,-6.72,2.43,8.23
2026-04-10,-2.86,-1.12,6.88
