date,Total Building Permits YoY Chg,Single-Family Permits YoY Chg,2-4 Unit Permits YoY Chg,5+ Unit Permits YoY Chg,Permits - Northeast YoY Chg,Permits - Midwest YoY Chg,Permits - South YoY Chg,Permits - West YoY Chg
2006-10-01,-27.65,-32.55,-17.86,-5.23,-24.0,-34.07,-23.48,-32.73
2006-11-01,-30.79,-32.77,-29.27,-22.66,-30.99,-34.82,-25.21,-38.61
2006-12-01,-22.74,-27.87,-14.29,-1.87,-17.31,-24.31,-22.05,-25.34
2007-01-01,-26.49,-30.49,-30.69,-9.48,-12.8,-23.71,-27.98,-30.48
2007-02-01,-25.36,-30.86,-17.65,-5.08,-29.76,-37.29,-20.87,-24.46
2007-03-01,-24.65,-26.05,-16.87,-21.49,-22.27,-24.46,-27.38,-20.04
2007-04-01,-26.43,-29.28,-23.08,-16.98,-13.59,-21.55,-28.52,-29.57
2007-05-01,-21.63,-28.14,-20.99,3.48,-13.17,-21.53,-19.62,-28.37
2007-06-01,-24.64,-28.57,-20.83,-11.69,-11.05,-23.43,-24.11,-31.25
2007-07-01,-22.8,-25.17,-26.92,-13.76,-12.21,-25.27,-25.84,-18.99
2007-08-01,-23.29,-28.55,-25.97,-4.13,-9.64,-28.68,-28.59,-14.04
2007-09-01,-23.81,-29.8,-30.56,-2.47,-17.07,-18.55,-25.21,-26.85
2007-10-01,-24.08,-30.13,-27.54,-1.53,-3.95,-22.27,-30.82,-18.82
2007-11-01,-20.26,-31.64,-10.34,20.06,-10.88,-19.66,-21.97,-20.68
2007-12-01,-29.85,-38.06,-20.83,-4.89,-20.93,-31.3,-29.72,-33.16
2008-01-01,-32.72,-39.69,-40.0,-9.95,-28.8,-32.21,-27.39,-45.64
2008-02-01,-36.55,-41.55,-41.43,-21.17,-23.61,-34.68,-36.44,-42.21
2008-03-01,-39.41,-44.03,-44.93,-24.47,-29.27,-45.49,-32.95,-52.07
2008-04-01,-31.43,-37.52,-31.67,-13.07,-30.19,-26.58,-29.71,-38.4
2008-05-01,-33.36,-39.25,-43.75,-15.76,-2.07,-34.51,-38.51,-34.27
2008-06-01,-16.13,-39.2,-38.6,52.11,100.0,-30.14,-32.34,-26.06
2008-07-01,-32.33,-41.62,-40.35,-3.07,-33.11,-32.37,-27.03,-42.43
2008-08-01,-35.05,-40.72,-42.11,-18.97,-43.33,-26.8,-28.46,-47.61
2008-09-01,-36.8,-38.13,-28.0,-34.83,-35.29,-34.65,-34.82,-43.1
2008-10-01,-38.26,-42.87,-34.0,-27.1,-48.63,-31.89,-32.92,-47.02
2008-11-01,-48.86,-47.17,-61.54,-50.66,-45.8,-47.87,-52.48,-42.86
2008-12-01,-51.78,-50.94,-63.16,-51.71,-55.15,-50.3,-49.83,-55.38
2009-01-01,-50.18,-52.4,-45.24,-46.22,-54.96,-50.83,-50.53,-45.75
2009-02-01,-44.97,-43.22,-51.22,-47.9,-32.73,-38.62,-42.86,-58.92
2009-03-01,-46.95,-43.77,-44.74,-54.36,-47.41,-35.34,-49.71,-47.21
2009-04-01,-48.31,-40.85,-48.78,-64.38,-47.75,-49.08,-47.16,-50.67
2009-05-01,-44.12,-31.91,-41.67,-68.1,-54.93,-35.81,-39.49,-52.14
2009-06-01,-49.07,-24.3,-28.57,-78.15,-79.41,-34.64,-32.91,-51.64
2009-07-01,-35.4,-14.36,-44.12,-72.47,-36.63,-22.14,-39.92,-32.99
2009-08-01,-28.21,-9.58,-39.39,-62.77,-17.65,-25.35,-28.99,-33.33
2009-09-01,-23.59,-9.83,-47.22,-51.29,-20.45,-20.45,-24.26,-26.04
2009-10-01,-20.79,0.64,-51.52,-59.4,-10.67,-17.46,-20.27,-29.38
2009-11-01,-0.48,15.0,30.0,-38.71,4.23,16.33,7.07,-26.88
2009-12-01,19.86,39.56,-14.29,-18.34,65.57,38.1,8.87,10.34
2010-01-01,16.7,49.55,-8.7,-40.0,27.12,11.24,10.99,29.57
2010-02-01,16.49,35.28,0.0,-25.47,5.41,23.6,5.41,51.52
2010-03-01,33.92,48.48,9.52,-2.29,18.03,33.72,36.26,37.5
2010-04-01,22.26,21.74,-14.29,31.19,29.31,39.76,18.15,15.45
2010-05-01,3.42,0.93,-4.76,15.38,0.0,7.37,4.91,-1.79
2010-06-01,-2.33,-7.21,-8.0,17.8,22.22,-3.0,-7.5,-0.85
2010-07-01,-2.69,-15.95,10.53,68.97,4.69,-6.42,1.71,-13.08
2010-08-01,-5.84,-18.13,10.0,48.57,1.43,-7.55,-10.13,2.42
2010-09-01,-7.55,-15.3,47.37,15.93,-2.86,-9.52,-6.8,-10.4
2010-10-01,-4.29,-13.56,31.25,35.79,0.0,7.69,-11.04,0.0
2010-11-01,-10.11,-13.46,-23.08,7.02,-13.51,-16.67,-11.95,3.42
2010-12-01,-4.82,-12.01,38.89,15.94,11.88,-15.52,-19.44,28.12
2011-01-01,-9.43,-16.67,4.76,20.72,2.67,2.02,-7.99,-26.17
2011-02-01,-16.62,-25.69,-20.0,22.5,-23.08,-19.09,-5.13,-35.33
2011-03-01,-15.14,-25.56,-30.43,31.25,-18.06,-17.39,-13.45,-16.08
2011-04-01,-8.79,-15.34,27.78,8.39,-22.67,-15.52,-6.27,-0.79
2011-05-01,7.48,-5.52,10.0,54.17,26.56,-2.94,1.34,22.73
2011-06-01,8.35,-2.82,-4.35,44.6,-10.39,5.15,10.47,17.95
2011-07-01,7.25,1.22,9.52,23.81,-10.45,-0.98,10.77,15.93
2011-08-01,11.55,6.47,22.73,23.08,-11.27,13.27,16.55,11.81
2011-09-01,8.35,5.2,-25.0,25.19,0.0,14.74,4.51,17.86
2011-10-01,20.25,7.6,9.52,62.02,1.49,-3.57,35.34,19.47
2011-11-01,26.07,7.42,10.0,92.62,28.12,8.42,27.5,35.54
2011-12-01,10.28,2.46,-8.0,35.0,-32.74,13.27,39.3,-7.32
2012-01-01,23.61,10.0,-4.55,70.9,0.0,7.92,37.15,19.09
2012-02-01,36.16,30.08,50.0,50.34,60.0,40.45,26.35,47.42
2012-03-01,38.25,20.8,56.25,77.98,33.9,38.95,30.74,59.17
2012-04-01,25.99,20.35,0.0,44.52,55.17,17.35,22.41,27.78
2012-05-01,28.8,20.19,4.55,50.81,-2.47,21.21,38.94,30.37
2012-06-01,24.84,21.31,0.0,34.83,17.39,17.65,25.08,33.33
2012-07-01,36.71,25.48,26.09,63.74,50.0,18.81,32.22,55.73
2012-08-01,29.83,20.79,3.7,53.65,30.16,12.61,32.93,35.92
2012-09-01,52.46,32.24,33.33,107.32,26.47,37.61,57.48,66.67
2012-10-01,32.19,29.38,17.39,39.71,26.47,43.52,26.94,40.0
2012-11-01,29.89,26.5,40.91,35.32,-7.32,62.14,36.13,14.63
2012-12-01,35.01,27.07,30.43,52.31,25.0,37.84,32.12,44.74
2013-01-01,32.02,27.71,33.33,40.61,29.87,40.37,16.71,72.52
2013-02-01,32.79,24.14,45.83,50.68,-9.38,26.4,33.42,65.03
2013-03-01,16.13,26.56,4.0,0.33,24.05,9.85,20.05,8.9
2013-04-01,38.25,27.84,26.09,62.05,12.22,46.09,41.8,39.13
2013-05-01,26.01,26.11,26.09,25.81,32.91,23.33,20.9,36.93
2013-06-01,18.64,25.35,31.82,5.17,32.1,20.0,16.14,17.39
2013-07-01,17.43,18.58,3.45,16.78,31.11,30.0,8.74,22.55
2013-08-01,14.76,22.82,-7.14,2.71,54.88,27.2,0.0,23.32
2013-09-01,7.96,11.21,0.0,3.24,16.28,17.33,9.07,-4.09
2013-10-01,17.7,9.68,7.41,34.25,23.26,4.52,17.07,27.51
2013-11-01,12.21,13.03,-16.13,13.52,42.11,-2.4,7.2,26.06
2013-12-01,6.8,3.44,3.33,13.07,22.11,-7.19,1.06,22.27
2014-01-01,3.83,4.24,3.57,3.11,2.0,5.88,6.07,-1.33
2014-02-01,6.02,-0.49,-31.43,21.92,27.59,-15.19,8.62,6.78
2014-03-01,14.0,2.13,7.69,38.67,42.86,14.48,3.51,24.52
2014-04-01,7.71,0.0,-3.45,21.76,18.81,-4.76,5.01,18.3
2014-05-01,1.5,0.64,6.9,2.56,9.52,10.81,0.39,-5.39
2014-06-01,7.22,3.34,37.93,12.63,7.48,37.5,0.0,2.78
2014-07-01,7.92,4.68,-3.33,14.66,5.08,15.38,9.94,0.8
2014-08-01,8.61,2.36,34.62,19.47,-4.72,5.03,23.64,-9.66
2014-09-01,7.27,5.92,-7.14,10.83,32.0,-3.41,3.29,14.22
2014-10-01,4.79,3.85,10.34,5.87,10.38,-4.94,1.5,16.18
2014-11-01,2.92,2.49,7.69,3.32,24.07,-12.27,-1.73,13.92
2014-12-01,6.67,11.3,-22.58,1.61,-18.97,19.01,20.08,-12.64
2015-01-01,7.48,7.64,-13.79,9.04,13.73,-13.58,6.95,21.08
2015-02-01,8.47,3.12,12.5,16.26,-18.92,20.15,9.23,12.7
2015-03-01,0.47,5.62,-3.57,-6.97,-10.71,-7.83,4.78,3.47
2015-04-01,6.97,9.52,17.86,2.71,60.83,-8.12,2.94,0.0
2015-05-01,24.95,11.8,16.13,48.61,149.57,6.71,6.85,15.79
2015-06-01,36.53,8.78,-12.5,98.75,144.35,-6.57,28.0,37.39
2015-07-01,5.95,8.02,3.45,2.76,-4.84,-2.78,9.62,9.92
2015-08-01,11.27,10.46,-14.29,15.19,-4.96,4.19,7.17,36.28
2015-09-01,6.22,7.4,46.15,1.54,-11.36,4.71,6.37,16.6
2015-10-01,6.03,11.44,9.38,-2.65,8.55,12.34,9.94,-6.07
2015-11-01,17.47,10.94,-3.57,30.56,-8.21,43.36,19.73,12.22
2015-12-01,12.97,7.31,50.0,20.63,82.98,1.78,6.1,9.79
2016-01-01,11.63,8.76,40.0,14.92,-25.0,41.43,9.18,16.67
2016-02-01,3.99,15.13,18.52,-11.65,38.89,9.94,-4.05,6.34
2016-03-01,4.29,12.01,37.04,-11.11,-21.6,20.26,8.94,-1.87
2016-04-01,-0.51,10.9,-3.03,-17.4,-42.49,27.21,2.85,7.55
2016-05-01,-5.27,6.7,-8.33,-20.75,-63.07,1.71,7.51,26.52
2016-06-01,-12.4,6.52,-11.43,-33.39,-58.01,-5.41,0.82,-0.98
2016-07-01,5.09,2.86,6.67,8.78,-6.78,12.0,7.72,0.36
2016-08-01,3.09,4.6,20.0,-0.72,8.7,9.2,1.72,0.0
2016-09-01,13.9,5.77,5.26,29.37,29.91,3.93,10.21,21.0
2016-10-01,8.1,6.66,-5.71,11.88,-5.51,13.29,-0.34,30.42
2016-11-01,-1.13,5.48,51.85,-13.96,-5.69,-9.76,-2.45,9.24
2016-12-01,3.06,12.52,8.33,-12.28,-31.4,5.81,0.49,30.23
2017-01-01,11.27,9.72,-17.14,16.35,68.97,0.0,16.46,-6.98
2017-02-01,5.29,12.17,37.5,-9.11,-13.6,36.16,7.39,-8.94
2017-03-01,13.77,12.08,0.0,18.9,35.71,0.54,10.99,20.91
2017-04-01,7.84,5.31,12.5,12.53,12.61,2.14,3.99,17.54
2017-05-01,0.25,6.28,9.09,-11.08,16.04,-1.69,1.19,-5.39
2017-06-01,12.0,9.31,22.58,16.0,-9.32,25.71,7.67,21.19
2017-07-01,4.84,13.61,28.12,-10.99,9.09,-8.67,4.23,14.03
2017-08-01,9.83,8.66,2.78,12.56,-5.6,-0.53,6.24,30.38
2017-09-01,-2.3,10.37,-10.0,-20.35,-15.13,5.41,-3.35,1.18
2017-10-01,8.13,10.79,9.09,3.54,3.33,0.0,10.08,11.08
2017-11-01,5.61,11.56,0.0,-4.77,-0.86,-0.54,8.03,6.95
2017-12-01,5.05,6.55,-2.56,2.75,16.95,19.78,-0.98,3.87
2018-01-01,1.07,8.35,55.17,-14.05,-29.25,-14.14,1.2,26.28
2018-02-01,7.05,6.66,6.82,7.92,25.93,-24.48,4.75,32.36
2018-03-01,8.88,2.54,10.81,21.52,-3.76,8.11,6.29,19.81
2018-04-01,10.15,9.08,16.67,11.61,-17.6,1.57,23.67,1.19
2018-05-01,10.76,8.05,2.78,17.24,21.14,21.71,8.08,5.7
2018-06-01,-0.59,5.11,0.0,-10.14,13.08,-18.64,6.21,-6.01
2018-07-01,6.21,8.07,-26.83,5.79,12.5,5.03,7.19,2.52
2018-08-01,-3.49,2.94,2.7,-15.24,-4.24,2.65,2.38,-15.97
2018-09-01,3.22,3.37,19.44,1.47,-18.6,-8.21,13.72,-0.58
2018-10-01,-6.19,-0.35,0.0,-17.31,12.1,-6.12,-4.43,-15.22
2018-11-01,3.16,-1.63,7.32,13.03,13.04,-3.8,9.75,-8.47
2018-12-01,0.46,-5.8,5.26,13.14,-15.22,-36.7,16.83,1.43
2019-01-01,-4.78,-6.89,0.0,-0.96,29.81,4.71,-8.02,-12.97
2019-02-01,-2.65,-7.98,-19.15,10.51,2.94,1.1,6.57,-22.8
2019-03-01,-6.5,-4.49,-12.2,-9.46,-0.78,-14.5,-0.59,-14.7
2019-04-01,-4.06,-7.98,14.29,1.49,36.89,-3.09,-12.13,0.59
2019-05-01,0.67,-3.03,-2.7,8.14,-28.19,-17.84,10.9,5.69
2019-06-01,-3.42,-1.85,23.68,-8.8,5.79,0.0,-6.56,-2.03
2019-07-01,3.37,-2.15,56.67,11.19,1.48,-6.38,1.9,12.92
2019-08-01,16.42,7.86,10.53,35.19,46.02,0.0,20.0,8.72
2019-09-01,11.8,5.36,-6.98,27.12,28.57,1.68,12.35,10.82
2019-10-01,19.73,10.01,30.56,40.05,23.02,-1.09,26.68,16.72
2019-11-01,14.55,11.72,-9.09,22.17,32.31,19.21,8.46,18.21
2019-12-01,9.57,15.02,17.5,-0.65,24.79,46.38,2.26,4.8
2020-01-01,19.22,21.33,-11.11,18.45,26.67,19.1,19.71,15.22
2020-02-01,13.14,23.37,21.05,-5.53,-6.43,5.43,11.45,32.03
2020-03-01,3.94,8.03,33.33,-5.78,-11.02,-5.85,8.93,4.62
2020-04-01,-18.61,-16.46,-33.33,-20.71,-53.9,-23.4,-5.52,-26.39
2020-05-01,-7.2,-10.44,16.67,-3.35,-2.8,-2.29,-4.21,-17.0
2020-06-01,2.69,2.0,-10.64,5.69,5.47,8.94,6.41,-8.9
2020-07-01,12.11,16.99,4.26,3.85,9.49,38.64,11.16,2.18
2020-08-01,3.44,17.88,30.95,-23.22,-27.27,2.06,8.01,8.6
2020-09-01,11.37,26.33,20.0,-15.05,26.67,20.33,11.38,1.58
2020-10-01,5.91,23.02,19.15,-24.72,-14.04,21.43,7.94,3.18
2020-11-01,10.94,22.67,45.0,-11.62,-4.07,10.43,17.56,4.7
2020-12-01,21.41,32.33,6.38,0.87,2.05,27.23,24.31,20.22
2021-01-01,24.08,28.54,37.5,14.14,8.77,15.09,27.4,29.65
2021-02-01,17.59,13.03,6.52,29.27,32.06,25.26,14.1,15.63
2021-03-01,30.46,34.1,22.92,23.82,38.05,46.58,27.6,26.47
2021-04-01,59.94,69.62,50.0,43.8,170.77,55.56,46.1,67.73
2021-05-01,36.24,50.13,33.33,14.07,45.19,30.99,35.04,38.91
2021-06-01,23.99,25.55,19.05,21.31,2.96,8.72,31.56,25.73
2021-07-01,7.24,5.63,8.16,10.52,-11.33,-10.66,13.0,14.4
2021-08-01,13.24,-0.19,-18.18,52.44,28.33,8.59,10.77,16.36
2021-09-01,0.24,-7.18,2.08,19.06,-21.64,0.0,4.07,1.56
2021-10-01,5.83,-5.05,-8.93,38.48,-11.56,5.43,4.67,15.17
2021-11-01,3.64,-2.07,-13.79,19.3,-4.85,-7.73,5.53,9.48
2021-12-01,9.53,-7.36,36.0,51.5,89.26,1.95,5.44,-4.48
2022-01-01,3.5,0.0,3.64,11.31,-22.58,11.48,8.9,-1.04
2022-02-01,8.53,6.94,14.29,11.23,9.25,-4.12,10.74,10.96
2022-03-01,6.38,-3.07,-1.69,28.38,25.64,1.27,4.93,5.35
2022-04-01,8.02,-3.63,14.58,31.56,0.57,12.95,10.56,3.09
2022-05-01,0.06,-7.86,5.36,16.32,-7.28,3.12,1.09,-1.23
2022-06-01,5.02,-12.52,8.0,41.51,28.06,-4.25,1.74,9.59
2022-07-01,2.71,-13.38,7.55,34.33,20.3,1.83,6.49,-10.02
2022-08-01,-10.31,-16.89,13.33,-0.8,-4.55,-5.58,-9.72,-15.87
2022-09-01,-2.44,-18.68,12.24,28.63,14.93,-2.74,-4.02,-4.6
2022-10-01,-6.62,-22.73,9.8,23.01,-6.92,-5.15,1.79,-24.11
2022-11-01,-20.62,-30.34,12.0,-4.48,-14.01,-7.44,-17.19,-36.9
2022-12-01,-26.52,-35.2,-26.47,-12.46,-50.0,-31.3,-18.97,-24.88
2023-01-01,-26.56,-39.1,3.51,-4.19,-5.56,-34.93,-22.76,-36.34
2023-02-01,-12.87,-32.52,-10.71,24.92,-21.16,-17.6,-6.99,-19.12
2023-03-01,-20.77,-25.7,-3.45,-13.95,-13.78,-15.48,-19.49,-29.36
2023-04-01,-20.71,-19.5,10.91,-24.97,-26.55,-28.46,-17.89,-20.28
2023-05-01,-7.57,-10.66,-5.08,-2.61,20.71,-12.99,-9.02,-10.95
2023-06-01,-15.72,0.32,0.0,-37.65,-23.6,-1.48,-14.9,-21.04
2023-07-01,-10.63,3.67,-10.53,-29.03,-23.75,-10.36,-8.77,-9.84
2023-08-01,0.26,9.82,21.57,-15.16,5.44,4.93,-0.96,-1.62
2023-09-01,-3.94,14.27,-5.45,-26.79,-14.94,-5.63,-0.12,-7.24
2023-10-01,-4.14,16.61,-5.36,-29.21,23.97,-21.27,-5.15,-0.29
2023-11-01,7.28,26.08,-7.14,-18.02,-15.56,0.0,2.66,36.82
2023-12-01,7.73,36.39,4.0,-26.38,-9.93,12.22,11.31,4.38
2024-01-01,9.57,37.25,-11.86,-23.57,8.82,24.29,4.03,15.84
2024-02-01,-2.53,28.84,16.0,-36.51,50.34,21.88,-10.76,-16.1
2024-03-01,-0.27,16.82,-8.93,-24.31,-17.75,-2.97,1.14,7.19
2024-04-01,-1.02,12.34,-8.2,-21.93,16.92,-6.08,2.33,-13.01
2024-05-01,-10.67,4.01,-1.79,-34.17,-28.99,-8.96,-7.79,-9.78
2024-06-01,-0.2,-0.84,-11.11,2.41,-13.24,4.0,1.89,-2.4
2024-07-01,-5.65,-1.56,3.92,-14.29,14.75,-2.51,-7.74,-9.48
2024-08-01,-5.45,-0.62,-8.06,-14.07,-8.39,-1.88,-1.81,-14.52
2024-09-01,-6.7,-2.34,15.38,-17.6,-6.11,1.49,-10.48,-2.31
2024-10-01,-6.54,-1.63,0.0,-17.07,-8.67,14.94,-12.02,-2.65
2024-11-01,0.33,-2.31,-1.92,6.37,17.54,11.06,0.37,-10.55
2024-12-01,-2.57,-2.27,9.62,-4.62,13.39,9.41,-6.07,-6.89
2025-01-01,-5.5,-4.91,7.69,-8.37,-10.14,0.0,-3.63,-11.4
2025-02-01,-7.8,-3.88,0.0,-17.04,-47.77,2.14,0.88,-8.67
2025-03-01,0.34,-1.42,13.73,2.73,-14.39,6.63,4.51,-7.0
2025-04-01,-2.54,-6.1,8.93,4.29,-10.53,14.12,-8.85,9.63
2025-05-01,-0.92,-6.26,-3.64,12.47,2.5,18.58,-4.99,-3.41
2025-06-01,-4.65,-8.36,4.17,1.92,-12.71,4.81,-4.2,-8.9
2025-07-01,-5.15,-7.41,3.77,-1.37,-10.71,13.92,-5.72,-13.02
2025-08-01,-9.89,-11.27,-8.77,-7.08,-14.79,-3.35,-14.02,-1.28
2025-09-01,-1.32,-8.52,-6.67,16.26,19.51,-0.49,-1.69,-8.58
2025-10-01,-1.19,-9.2,3.77,17.16,7.3,-1.0,-4.2,2.12
2025-11-01,-7.96,-7.91,9.8,-9.92,-12.69,-10.86,-8.23,-3.54
2025-12-01,-1.69,-10.92,-10.53,20.51,15.97,-4.98,-10.95,16.4
2026-01-01,-5.75,-11.64,-10.71,8.89,13.53,4.09,-13.19,-1.93
