date,CPI All Urban Consumers YoY Chg,CPI Less Food & Energy (Core) YoY Chg,CPI Food & Beverages YoY Chg,CPI Energy YoY Chg,CPI Shelter YoY Chg,CPI Medical Care YoY Chg,CPI Transportation YoY Chg,CPI Apparel YoY Chg,CPI Education & Communication YoY Chg
2005-12-01,3.34,2.11,2.33,15.59,2.62,4.24,4.45,-1.0,2.4
2006-01-01,4.02,2.11,2.64,25.06,2.62,4.01,7.51,-1.16,2.67
2006-02-01,3.64,2.11,2.64,19.96,2.61,4.02,6.0,-1.83,2.48
2006-03-01,3.42,2.1,2.53,17.43,2.5,4.04,5.26,-1.16,2.48
2006-04-01,3.61,2.3,1.83,19.08,2.86,4.08,6.75,-0.25,2.47
2006-05-01,3.98,2.44,1.94,22.35,3.22,4.1,8.3,0.0,2.56
2006-06-01,4.18,2.64,2.25,22.05,3.53,4.09,8.22,0.59,2.82
2006-07-01,4.1,2.69,2.25,20.31,3.61,3.95,8.16,0.0,2.99
2006-08-01,3.93,2.83,2.45,15.48,3.82,4.29,6.26,0.25,3.35
2006-09-01,2.01,2.93,2.55,-4.85,4.19,4.24,-3.3,0.92,2.71
2006-10-01,1.41,2.77,2.6,-10.59,4.07,4.01,-4.66,0.67,2.97
2006-11-01,1.97,2.62,2.28,-3.61,4.11,3.68,-1.07,0.17,2.44
2006-12-01,2.52,2.61,2.17,2.72,4.14,3.65,1.31,1.01,2.35
2007-01-01,2.08,2.66,2.43,-3.21,4.29,4.24,-1.07,0.81,1.85
2007-02-01,2.42,2.72,3.05,-0.92,4.3,4.27,-0.43,2.07,2.05
2007-03-01,2.8,2.51,3.32,4.27,4.03,4.0,1.65,0.59,2.31
2007-04-01,2.59,2.42,3.65,2.42,3.93,4.05,0.38,-0.22,2.19
2007-05-01,2.71,2.27,3.83,4.42,3.74,4.03,1.08,-0.61,2.67
2007-06-01,2.69,2.18,3.93,5.0,3.64,4.02,1.04,-1.27,2.41
2007-07-01,2.32,2.17,4.06,0.84,3.5,4.4,-0.8,-0.46,2.29
2007-08-01,1.9,2.09,4.19,-2.59,3.4,4.52,-2.16,-1.59,2.39
2007-09-01,2.83,2.1,4.34,6.38,3.43,4.55,2.66,-1.81,2.45
2007-10-01,3.61,2.16,4.35,15.36,3.23,4.81,6.27,-1.14,2.61
2007-11-01,4.37,2.34,4.76,21.57,3.18,4.97,9.94,-0.56,2.78
2007-12-01,4.11,2.44,4.88,17.1,3.16,5.19,8.36,-0.38,3.01
2008-01-01,4.29,2.48,4.82,19.18,3.08,4.91,9.63,-0.35,3.37
2008-02-01,4.14,2.3,4.53,19.46,2.86,4.46,9.68,-1.11,3.22
2008-03-01,3.97,2.39,4.35,16.55,2.99,4.52,8.19,-1.17,3.03
2008-04-01,3.9,2.29,4.95,15.48,2.7,4.25,6.95,-0.5,3.14
2008-05-01,4.09,2.32,4.97,16.91,2.61,4.07,7.51,-0.38,2.94
2008-06-01,4.94,2.39,5.16,24.92,2.52,4.05,11.58,-0.06,3.4
2008-07-01,5.5,2.46,5.8,29.34,2.5,3.54,12.92,0.47,3.64
2008-08-01,5.31,2.5,5.93,27.2,2.38,3.28,11.67,1.56,3.6
2008-09-01,4.95,2.44,6.04,23.43,2.35,3.19,10.48,1.35,3.56
2008-10-01,3.73,2.22,6.14,12.09,2.23,2.86,4.65,0.31,3.46
2008-11-01,1.1,2.02,5.94,-12.8,2.13,2.71,-8.73,0.11,3.66
2008-12-01,-0.02,1.76,5.8,-21.74,1.86,2.74,-13.73,-1.03,3.67
2009-01-01,-0.11,1.67,5.25,-21.22,1.8,2.6,-13.25,-1.23,3.62
2009-02-01,0.01,1.8,4.72,-20.03,1.7,2.8,-12.06,0.83,3.66
2009-03-01,-0.45,1.79,4.34,-23.54,1.51,2.81,-13.49,1.66,3.58
2009-04-01,-0.58,1.93,3.31,-24.37,1.62,3.04,-12.85,1.22,3.42
2009-05-01,-1.02,1.85,2.76,-26.28,1.52,3.23,-13.25,1.11,3.34
2009-06-01,-1.23,1.71,2.17,-24.82,1.25,3.16,-12.43,1.5,2.98
2009-07-01,-1.96,1.53,1.06,-27.8,0.93,3.25,-13.58,0.82,2.77
2009-08-01,-1.48,1.43,0.56,-23.23,0.93,3.32,-10.75,0.42,2.73
2009-09-01,-1.38,1.48,-0.04,-22.05,0.68,3.42,-9.97,0.97,2.83
2009-10-01,-0.22,1.71,-0.34,-14.01,0.66,3.48,-4.0,1.43,2.78
2009-11-01,1.91,1.71,-0.47,8.08,0.29,3.54,8.97,0.96,2.51
2009-12-01,2.81,1.82,-0.37,18.88,0.29,3.35,14.91,1.97,2.38
2010-01-01,2.62,1.51,-0.21,19.11,-0.37,3.49,14.67,1.65,2.35
2010-02-01,2.15,1.35,-0.07,14.1,-0.44,3.63,11.99,0.25,2.3
2010-03-01,2.29,1.16,0.29,17.33,-0.58,3.77,12.94,-0.12,2.38
2010-04-01,2.21,0.97,0.53,17.84,-0.65,3.62,12.44,-0.45,2.39
2010-05-01,2.0,0.94,0.73,14.9,-0.61,3.4,10.45,-0.32,2.16
2010-06-01,1.12,0.95,0.7,3.42,-0.48,3.47,4.85,-0.54,2.11
2010-07-01,1.34,0.96,0.88,5.67,-0.29,3.22,5.62,-0.55,1.99
2010-08-01,1.15,0.92,0.98,3.57,-0.44,3.17,4.66,-1.06,1.93
2010-09-01,1.12,0.81,1.35,3.48,-0.34,3.42,4.31,-1.3,1.72
2010-10-01,1.17,0.6,1.39,5.86,-0.38,3.33,4.82,-1.31,1.51
2010-11-01,1.08,0.67,1.5,4.06,-0.09,3.18,3.94,-0.82,1.65
2010-12-01,1.44,0.66,1.47,8.2,0.03,3.25,5.71,-1.01,1.35
2011-01-01,1.7,0.98,1.77,7.73,0.64,2.96,5.76,-0.08,1.26
2011-02-01,2.12,1.12,2.21,10.71,0.78,2.92,7.15,-0.23,1.21
2011-03-01,2.62,1.21,2.74,14.69,0.91,2.74,9.52,-0.4,1.06
2011-04-01,3.08,1.32,3.03,18.53,0.99,2.87,11.39,0.33,0.95
2011-05-01,3.46,1.45,3.37,21.35,1.02,3.0,12.76,1.25,0.99
2011-06-01,3.5,1.58,3.63,20.5,1.16,2.89,12.42,1.74,0.98
2011-07-01,3.58,1.74,4.02,19.0,1.37,3.2,11.82,2.7,0.92
2011-08-01,3.75,1.97,4.41,18.25,1.57,3.17,11.63,3.86,1.12
2011-09-01,3.81,1.99,4.52,18.45,1.65,2.79,11.45,3.38,1.16
2011-10-01,3.52,2.11,4.47,13.82,1.81,3.1,9.06,4.09,1.43
2011-11-01,3.45,2.14,4.37,12.82,1.86,3.37,8.23,4.82,1.45
2011-12-01,3.06,2.28,4.44,7.14,1.95,3.49,5.6,4.73,1.71
2012-01-01,3.01,2.28,4.22,6.81,1.96,3.63,5.46,4.66,1.9
2012-02-01,2.9,2.16,3.74,7.25,2.01,3.38,5.82,4.31,1.9
2012-03-01,2.58,2.25,3.18,4.02,2.13,3.52,4.23,5.1,1.9
2012-04-01,2.27,2.31,2.99,0.69,2.25,3.46,2.62,5.33,1.95
2012-05-01,1.74,2.25,2.68,-3.56,2.31,3.55,0.25,4.55,2.13
2012-06-01,1.65,2.19,2.65,-3.92,2.24,3.97,-0.34,3.73,2.1
2012-07-01,1.42,2.11,2.31,-5.13,2.11,4.11,-0.88,2.76,2.02
2012-08-01,1.69,1.94,1.97,-0.77,2.11,4.03,1.36,1.44,1.57
2012-09-01,1.95,2.01,1.62,1.79,2.2,4.04,2.84,2.55,1.62
2012-10-01,2.16,1.99,1.7,3.8,2.22,3.71,3.83,2.84,1.57
2012-11-01,1.8,1.95,1.79,0.48,2.21,3.39,1.71,1.95,1.54
2012-12-01,1.76,1.9,1.78,0.56,2.16,3.21,1.75,1.94,1.54
2013-01-01,1.68,1.91,1.61,0.06,2.21,3.11,1.26,2.13,1.59
2013-02-01,2.02,1.99,1.64,2.73,2.26,3.11,2.57,2.45,1.74
2013-03-01,1.52,1.89,1.56,-1.26,2.23,3.13,0.24,0.89,1.79
2013-04-01,1.14,1.72,1.56,-3.69,2.2,2.81,-1.7,0.37,1.46
2013-05-01,1.39,1.65,1.4,-0.55,2.27,2.29,-0.47,0.2,1.28
2013-06-01,1.72,1.62,1.41,2.89,2.33,2.17,1.49,0.59,1.21
2013-07-01,1.89,1.7,1.45,4.03,2.37,1.92,2.25,1.36,1.34
2013-08-01,1.54,1.78,1.41,-0.06,2.41,2.3,0.15,1.66,1.6
2013-09-01,1.09,1.75,1.36,-4.05,2.36,2.35,-2.11,0.71,1.6
2013-10-01,0.88,1.69,1.28,-5.49,2.27,2.27,-2.8,-0.24,1.56
2013-11-01,1.23,1.74,1.19,-2.45,2.42,2.14,-0.76,0.11,1.55
2013-12-01,1.51,1.74,1.11,0.42,2.54,1.97,0.55,1.01,1.6
2014-01-01,1.56,1.61,1.08,2.17,2.59,2.11,0.55,-0.15,1.35
2014-02-01,1.12,1.55,1.42,-2.26,2.59,2.26,-2.13,-0.67,1.13
2014-03-01,1.61,1.65,1.74,1.36,2.72,2.16,-0.68,0.37,1.1
2014-04-01,2.02,1.82,1.87,3.91,2.77,2.42,1.9,0.45,1.45
2014-05-01,2.17,1.95,2.42,3.64,2.84,2.83,2.01,0.68,1.45
2014-06-01,2.06,1.92,2.29,2.89,2.8,2.57,1.52,0.78,1.54
2014-07-01,1.97,1.84,2.42,2.37,2.91,2.55,0.72,0.23,1.58
2014-08-01,1.72,1.74,2.57,0.35,2.89,2.08,-0.38,-0.04,1.56
2014-09-01,1.68,1.74,2.81,-0.47,2.95,2.05,-0.69,0.42,1.35
2014-10-01,1.61,1.82,2.86,-2.02,3.04,2.14,-1.36,0.61,0.87
2014-11-01,1.23,1.74,3.03,-5.65,2.99,2.55,-3.29,-0.06,0.63
2014-12-01,0.65,1.62,3.24,-11.07,2.92,3.0,-6.67,-1.51,0.38
2015-01-01,-0.23,1.63,3.08,-20.14,2.95,2.64,-11.14,-1.37,0.45
2015-02-01,-0.09,1.69,2.85,-18.77,2.99,2.31,-9.81,-1.04,0.37
2015-03-01,-0.02,1.75,2.27,-17.68,2.97,2.48,-8.45,-0.64,0.35
2015-04-01,-0.1,1.8,1.92,-18.52,3.0,2.9,-9.29,-0.85,0.32
2015-05-01,0.04,1.75,1.56,-16.15,2.9,2.87,-7.34,-1.52,0.12
2015-06-01,0.18,1.78,1.72,-15.1,3.01,2.56,-6.77,-1.93,0.09
2015-07-01,0.23,1.83,1.59,-14.92,3.11,2.54,-6.4,-1.76,0.08
2015-08-01,0.24,1.85,1.56,-15.11,3.1,2.42,-6.66,-0.94,0.12
2015-09-01,0.01,1.9,1.57,-18.36,3.17,2.42,-8.47,-1.41,0.47
2015-10-01,0.13,1.91,1.55,-17.48,3.19,2.95,-8.09,-1.91,0.96
2015-11-01,0.44,2.0,1.21,-14.8,3.18,2.92,-6.37,-1.2,1.31
2015-12-01,0.64,2.07,0.78,-12.99,3.21,2.55,-4.6,-0.47,1.39
2016-01-01,1.24,2.15,0.9,-7.35,3.26,2.91,-1.13,-0.9,1.33
2016-02-01,0.85,2.22,0.89,-13.11,3.28,3.59,-4.21,-0.05,1.22
2016-03-01,0.89,2.14,0.82,-11.43,3.21,3.34,-3.78,-0.62,1.27
2016-04-01,1.17,2.16,0.93,-8.28,3.19,3.01,-2.09,-0.48,1.18
2016-05-01,1.08,2.25,0.69,-9.75,3.36,3.08,-3.36,0.7,1.14
2016-06-01,1.08,2.26,0.37,-9.02,3.43,3.53,-3.25,0.61,1.02
2016-07-01,0.87,2.17,0.27,-10.67,3.29,3.91,-4.66,0.15,0.84
2016-08-01,1.06,2.31,0.07,-9.5,3.37,5.02,-4.15,-0.01,0.75
2016-09-01,1.55,2.27,-0.18,-2.54,3.43,4.95,-0.71,-0.08,0.1
2016-10-01,1.69,2.2,-0.28,0.19,3.54,4.23,0.36,0.96,-0.21
2016-11-01,1.68,2.15,-0.22,0.64,3.58,3.91,0.35,0.7,-0.3
2016-12-01,2.05,2.2,-0.09,4.93,3.64,3.93,2.27,0.11,-0.23
2017-01-01,2.51,2.25,-0.03,10.87,3.54,3.81,4.9,0.84,-0.31
2017-02-01,2.81,2.24,0.11,15.72,3.53,3.55,6.77,0.13,-0.31
2017-03-01,2.44,2.05,0.53,11.14,3.47,3.49,5.0,0.44,-2.15
2017-04-01,2.18,1.9,0.59,8.7,3.46,3.0,3.3,0.41,-2.46
2017-05-01,1.86,1.74,0.86,5.22,3.35,2.71,1.61,-0.83,-2.42
2017-06-01,1.64,1.7,0.85,2.54,3.26,2.68,0.42,-0.61,-2.42
2017-07-01,1.73,1.68,1.02,3.68,3.17,2.55,1.16,-0.41,-2.49
2017-08-01,1.93,1.66,1.1,6.72,3.3,1.74,2.77,-0.6,-2.63
2017-09-01,2.18,1.6,1.24,10.65,3.22,1.57,4.47,-0.12,-2.19
2017-10-01,2.02,1.76,1.3,6.3,3.24,1.69,3.11,-0.44,-1.82
2017-11-01,2.17,1.74,1.4,8.49,3.15,1.68,4.24,-1.25,-1.7
2017-12-01,2.13,1.77,1.6,7.05,3.19,1.77,3.61,-1.55,-1.74
2018-01-01,2.15,1.89,1.7,5.59,3.21,1.98,3.41,-0.94,-1.74
2018-02-01,2.26,1.88,1.42,7.84,3.14,1.79,4.42,-0.17,-1.77
2018-03-01,2.33,2.12,1.26,6.51,3.32,1.98,3.72,0.07,-0.15
2018-04-01,2.47,2.15,1.32,7.99,3.37,2.23,4.3,0.81,0.13
2018-05-01,2.78,2.27,1.17,11.39,3.49,2.44,6.02,1.44,0.51
2018-06-01,2.81,2.25,1.38,11.7,3.35,2.47,6.45,0.7,0.75
2018-07-01,2.85,2.27,1.37,12.21,3.48,1.88,6.89,0.25,1.02
2018-08-01,2.64,2.12,1.39,10.59,3.38,1.48,6.14,-1.55,1.21
2018-09-01,2.33,2.2,1.4,5.28,3.27,1.64,4.02,-0.49,1.26
2018-10-01,2.49,2.13,1.27,8.49,3.19,1.67,5.18,0.05,0.94
2018-11-01,2.15,2.22,1.49,2.56,3.26,2.06,2.59,0.06,0.19
2018-12-01,2.0,2.25,1.67,0.03,3.21,2.07,1.1,0.1,0.21
2019-01-01,1.49,2.18,1.66,-5.77,3.23,1.91,-1.55,-0.31,0.31
2019-02-01,1.52,2.14,1.97,-5.45,3.39,1.78,-1.41,-1.04,0.61
2019-03-01,1.88,2.07,2.07,-0.36,3.36,1.73,0.69,-2.23,0.77
2019-04-01,2.0,2.09,1.72,1.49,3.42,1.94,1.67,-2.69,0.91
2019-05-01,1.8,1.97,1.94,-0.24,3.33,2.13,0.56,-2.9,0.67
2019-06-01,1.67,2.07,1.86,-2.73,3.5,1.96,-0.75,-1.29,0.58
2019-07-01,1.83,2.17,1.76,-1.47,3.48,2.57,-0.25,-0.75,0.59
2019-08-01,1.74,2.32,1.72,-4.01,3.35,3.38,-1.21,0.88,0.6
2019-09-01,1.68,2.33,1.76,-4.88,3.53,3.44,-1.72,-0.28,0.39
2019-10-01,1.73,2.34,2.0,-4.76,3.37,4.28,-1.67,-2.01,0.56
2019-11-01,2.09,2.35,1.92,-0.46,3.33,4.25,0.13,-1.24,1.43
2019-12-01,2.32,2.29,1.71,3.53,3.24,4.51,2.28,-1.2,1.39
2020-01-01,2.6,2.28,1.78,7.74,3.35,4.47,3.61,-1.6,1.53
2020-02-01,2.34,2.37,1.78,2.95,3.31,4.65,1.88,-1.26,1.52
2020-03-01,1.49,2.1,1.89,-6.17,3.01,4.75,-2.56,-1.7,1.54
2020-04-01,0.31,1.43,3.41,-17.91,2.6,4.83,-9.7,-5.52,1.59
2020-05-01,0.2,1.22,3.86,-18.36,2.51,4.91,-10.87,-7.69,1.55
2020-06-01,0.72,1.18,4.34,-12.19,2.35,5.07,-7.98,-7.28,1.37
2020-07-01,1.0,1.56,3.87,-11.41,2.34,5.02,-6.02,-6.54,2.3
2020-08-01,1.28,1.72,3.96,-9.6,2.32,4.45,-4.44,-6.12,2.28
2020-09-01,1.39,1.72,3.78,-7.66,2.06,4.23,-3.12,-6.12,2.13
2020-10-01,1.23,1.64,3.83,-8.9,2.04,2.87,-3.34,-5.13,2.15
2020-11-01,1.18,1.67,3.64,-9.41,1.92,2.41,-3.28,-4.97,1.91
2020-12-01,1.32,1.62,3.86,-7.01,1.85,1.76,-2.42,-3.98,1.97
2021-01-01,1.37,1.38,3.7,-3.49,1.56,1.95,-1.18,-2.79,1.75
2021-02-01,1.67,1.28,3.5,2.31,1.43,2.09,0.71,-3.91,1.75
2021-03-01,2.67,1.65,3.33,13.85,1.67,1.8,6.23,-2.53,1.5
2021-04-01,4.13,2.98,2.35,24.46,2.1,1.49,14.74,2.24,1.68
2021-05-01,4.92,3.79,2.14,27.67,2.2,0.93,19.63,5.73,1.89
2021-06-01,5.3,4.44,2.36,23.77,2.58,0.43,21.09,4.91,2.08
2021-07-01,5.25,4.21,3.39,23.19,2.82,0.31,18.85,4.07,1.12
2021-08-01,5.15,3.94,3.66,24.51,2.83,0.34,17.31,3.93,1.21
2021-09-01,5.35,4.0,4.46,24.71,3.15,0.37,16.39,3.32,1.73
2021-10-01,6.24,4.59,5.1,29.9,3.52,1.29,18.61,4.62,1.77
2021-11-01,6.9,4.97,5.84,33.9,3.89,1.72,21.39,5.28,1.66
2021-12-01,7.17,5.49,6.02,30.26,4.18,2.15,21.58,5.75,1.62
2022-01-01,7.56,6.05,6.67,27.17,4.36,2.46,20.86,5.38,1.65
2022-02-01,7.94,6.46,7.61,25.58,4.73,2.46,21.1,6.65,1.61
2022-03-01,8.57,6.48,8.46,32.0,4.99,2.87,22.6,6.72,1.59
2022-04-01,8.23,6.16,9.03,30.01,5.14,3.22,19.85,5.35,1.06
2022-05-01,8.54,6.03,9.75,34.46,5.45,3.74,19.41,4.88,0.8
2022-06-01,8.98,5.91,10.03,41.46,5.63,4.52,19.63,5.02,0.83
2022-07-01,8.46,5.9,10.5,32.92,5.73,4.87,16.3,5.01,0.5
2022-08-01,8.22,6.29,10.93,23.95,6.26,5.38,13.38,4.87,0.41
2022-09-01,8.19,6.62,10.75,19.89,6.59,5.99,12.59,5.4,0.14
2022-10-01,7.76,6.29,10.56,17.74,6.91,5.01,11.23,4.25,0.0
2022-11-01,7.12,5.97,10.33,13.01,7.09,4.15,7.79,3.82,0.7
2022-12-01,6.4,5.69,10.14,6.88,7.47,3.95,3.57,2.98,0.76
2023-01-01,6.33,5.54,9.81,8.3,7.89,3.05,3.54,3.15,1.01
2023-02-01,5.96,5.5,9.16,4.86,8.1,2.37,2.32,3.37,1.05
2023-03-01,4.92,5.57,8.22,-6.67,8.16,1.5,-1.16,3.15,1.4
2023-04-01,4.95,5.51,7.48,-4.94,8.09,1.04,0.27,3.55,1.56
2023-05-01,4.13,5.34,6.59,-11.25,8.02,0.72,-1.65,3.4,1.47
2023-06-01,3.07,4.85,5.67,-16.57,7.81,0.1,-4.71,2.89,1.1
2023-07-01,3.29,4.7,4.82,-12.34,7.67,-0.49,-2.6,3.11,1.21
2023-08-01,3.72,4.4,4.23,-3.69,7.25,-0.94,1.68,2.93,1.01
2023-09-01,3.69,4.13,3.7,-0.5,7.14,-1.42,2.42,2.16,1.05
2023-10-01,3.25,4.03,3.33,-4.39,6.74,-0.77,0.79,2.74,0.91
2023-11-01,3.13,4.02,2.94,-5.35,6.53,0.17,0.81,1.37,-0.05
2023-12-01,3.32,3.92,2.7,-1.94,6.17,0.44,2.68,1.14,-0.07
2024-01-01,3.09,3.86,2.53,-4.33,6.06,1.04,1.64,0.2,0.03
2024-02-01,3.16,3.76,2.25,-1.86,5.75,1.43,2.68,0.05,0.4
2024-03-01,3.49,3.82,2.26,2.06,5.64,2.22,4.1,0.41,0.25
2024-04-01,3.36,3.63,2.24,2.4,5.52,2.61,3.5,1.27,0.42
2024-05-01,3.24,3.39,2.13,3.61,5.39,3.06,2.7,0.78,0.54
2024-06-01,2.97,3.27,2.22,0.93,5.14,3.23,1.21,0.64,0.71
2024-07-01,2.94,3.23,2.19,0.99,5.04,3.19,1.18,0.17,0.89
2024-08-01,2.61,3.29,2.06,-4.04,5.21,3.01,-0.63,0.19,1.0
2024-09-01,2.43,3.28,2.23,-6.81,4.85,3.26,-1.12,1.69,0.88
2024-10-01,2.58,3.3,2.12,-4.8,4.9,3.31,-0.28,0.36,0.75
2024-11-01,2.72,3.29,2.33,-3.14,4.78,3.09,0.31,1.22,0.7
2024-12-01,2.87,3.21,2.4,-0.33,4.62,2.83,1.56,1.25,0.62
2025-01-01,2.99,3.28,2.39,0.83,4.4,2.63,3.02,0.58,0.49
2025-02-01,2.8,3.14,2.5,-0.44,4.24,2.89,1.52,0.6,0.34
2025-03-01,2.38,2.81,2.86,-3.39,3.99,2.65,-0.94,0.33,0.56
2025-04-01,2.33,2.78,2.7,-3.57,3.99,2.72,-1.42,-0.78,0.23
2025-05-01,2.38,2.77,2.81,-3.09,3.87,2.46,-1.21,-0.94,0.32
2025-06-01,2.68,2.91,2.9,-0.62,3.82,2.75,0.0,-0.56,0.49
2025-07-01,2.74,3.05,2.81,-1.24,3.69,3.52,0.24,-0.16,0.36
2025-08-01,2.94,3.11,3.12,0.37,3.64,3.48,1.06,0.21,0.34
2025-09-01,3.02,3.02,3.05,2.94,3.58,3.29,1.79,-0.1,0.36
2025-11-01,2.7,2.6,2.58,4.16,3.03,2.9,1.37,0.15,1.44
2025-12-01,2.65,2.65,2.99,2.07,3.15,3.15,0.25,0.57,0.48
2026-01-01,2.39,2.51,2.88,-0.3,3.02,3.19,-1.02,1.75,0.55
2026-02-01,2.43,2.47,3.05,0.4,2.96,3.36,-0.46,2.54,0.06
2026-03-01,3.29,2.6,2.69,12.59,3.02,3.05,5.05,3.36,0.03
