date,Initial Claims YoY Chg,Initial Claims - 4 Week Average YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
1991-08-17,9.9,12.62,29.21,31.6,0.7
1991-08-24,7.87,12.75,29.02,31.31,0.7
1991-08-31,7.87,11.91,29.09,31.04,0.7
1991-09-07,4.95,8.17,25.79,26.6,0.6
1991-09-14,3.47,7.22,23.87,26.53,0.6
1991-09-21,3.71,6.84,24.58,26.7,0.6
1991-09-28,8.17,7.6,24.43,26.8,0.6
1991-10-05,-3.64,-0.18,21.56,21.72,0.6
1991-10-12,-3.41,0.24,16.15,21.37,0.5
1991-10-19,-4.77,0.24,19.12,21.61,0.5
1991-10-26,-3.86,-0.59,18.37,21.69,0.5
1991-11-02,-3.25,-4.09,12.89,14.19,0.3
1991-11-09,-1.95,-2.52,12.62,14.97,0.3
1991-11-16,-4.98,-1.4,12.18,14.93,0.3
1991-11-23,-3.9,-0.22,9.17,14.3,0.2
1991-11-30,-3.9,-0.39,13.3,14.4,0.4
1991-12-07,4.63,-1.21,15.32,11.36,0.4
1991-12-14,4.63,0.77,15.9,12.11,0.4
1991-12-21,-3.96,0.33,11.1,12.43,0.3
1991-12-28,-2.86,0.16,13.68,12.36,0.3
1992-01-04,-6.49,1.42,7.84,8.64,0.2
1992-01-11,-4.76,-0.57,5.69,8.13,0.2
1992-01-18,-4.11,-0.17,4.27,8.4,0.1
1992-01-25,-4.55,-0.17,6.39,8.59,0.2
1992-02-01,-11.82,-8.88,-0.09,1.94,0.0
1992-02-08,-10.82,-8.63,0.48,1.77,0.0
1992-02-15,-10.62,-8.47,-1.33,1.49,0.0
1992-02-22,-12.63,-8.73,3.27,1.85,0.1
1992-02-29,-11.02,-8.52,-0.73,1.69,0.0
1992-03-07,-15.63,-12.87,-6.11,-3.62,-0.2
1992-03-14,-12.42,-13.32,-6.34,-3.48,-0.2
1992-03-21,-11.82,-13.12,-4.51,-3.97,-0.1
1992-03-28,-15.83,-14.31,-4.74,-3.57,-0.1
1992-04-04,-10.82,-8.56,-2.62,-4.23,-0.1
1992-04-11,-10.61,-9.84,-5.35,-4.18,-0.2
1992-04-18,-8.23,-10.7,-3.89,-4.21,-0.1
1992-04-25,-8.23,-10.49,-3.14,-4.0,-0.1
1992-05-02,-2.71,-5.37,-2.16,-4.0,-0.1
1992-05-09,-5.87,-5.15,-3.4,-3.53,-0.1
1992-05-16,-6.55,-5.7,-5.07,-3.84,-0.2
1992-05-23,-6.55,-6.26,-5.39,-4.41,-0.2
1992-05-30,-7.22,-7.38,-2.3,-4.45,-0.1
1992-06-06,-0.48,-3.27,-2.71,-2.75,-0.1
1992-06-13,0.48,-2.92,-2.56,-2.94,-0.1
1992-06-20,0.24,-2.63,-2.15,-2.95,-0.1
1992-06-27,0.48,-2.1,-0.48,-3.33,0.0
1992-07-04,-3.78,-0.42,-2.84,-0.94,0.0
1992-07-11,-3.55,-1.14,-6.14,-2.2,-0.1
1992-07-18,-7.33,-2.75,-2.06,-2.55,0.0
1992-07-25,33.33,5.86,0.36,-2.71,0.1
1992-08-01,-0.47,3.9,5.73,-0.2,0.2
1992-08-08,-4.47,3.78,-2.07,0.62,0.0
1992-08-15,-5.65,4.3,-2.1,0.41,0.0
1992-08-22,-6.35,-5.35,-2.78,-0.58,-0.1
1992-08-29,-4.0,-6.22,-3.17,-2.8,-0.1
1992-09-05,-4.81,-4.42,-3.74,-3.38,-0.1
1992-09-12,-4.81,-3.53,-0.88,-2.99,0.0
1992-09-19,-2.29,-1.83,-2.89,-2.94,0.0
1992-09-26,-6.41,-1.77,-2.92,-2.79,0.0
1992-10-03,-5.91,-2.42,-5.4,-3.57,-0.1
1992-10-10,-11.58,-4.91,-6.88,-5.0,-0.2
1992-10-17,-8.98,-7.39,-6.55,-5.84,-0.2
1992-10-24,-13.24,-9.88,-7.15,-6.83,-0.2
1992-10-31,-13.71,-11.83,-9.88,-7.95,-0.3
1992-11-07,-15.77,-16.24,-9.89,-8.18,-0.3
1992-11-14,-15.09,-16.69,-11.53,-9.09,-0.4
1992-11-21,-19.59,-17.25,-13.2,-10.28,-0.4
1992-11-28,-23.2,-18.6,-13.05,-10.75,-0.4
1992-12-05,-20.63,-22.0,-12.63,-12.69,-0.3
1992-12-12,-18.59,-22.99,-15.96,-13.85,-0.4
1992-12-19,-24.26,-24.25,-17.07,-14.86,-0.5
1992-12-26,-29.02,-25.78,-16.17,-15.69,-0.4
1993-01-02,-22.68,-23.29,-18.88,-17.2,-0.6
1993-01-09,-19.73,-23.58,-19.83,-18.02,-0.6
1993-01-16,-20.18,-22.55,-18.28,-18.18,-0.6
1993-01-23,-22.68,-20.96,-18.94,-18.72,-0.6
1993-01-30,-22.9,-21.01,-20.84,-19.21,-0.7
1993-02-06,-28.15,-23.66,-19.36,-18.75,-0.6
1993-02-13,-27.7,-25.41,-19.88,-19.66,-0.6
1993-02-20,-20.95,-24.84,-19.33,-20.27,-0.6
1993-02-27,-18.47,-23.6,-19.36,-20.4,-0.6
1993-03-06,-15.71,-19.21,-19.57,-19.97,-0.6
1993-03-13,-17.62,-17.75,-21.52,-20.05,-0.7
1993-03-20,-19.52,-18.51,-18.35,-19.46,-0.6
1993-03-27,-12.86,-18.28,-18.32,-18.86,-0.6
1993-04-03,-13.92,-15.42,-18.9,-19.28,-0.6
1993-04-10,-16.75,-15.0,-17.36,-18.06,-0.5
1993-04-17,-17.22,-14.23,-16.79,-17.5,-0.5
1993-04-24,-17.45,-15.18,-17.03,-16.99,-0.5
1993-05-01,-16.55,-15.64,-19.02,-16.56,-0.6
1993-05-08,-17.52,-16.49,-16.86,-16.27,-0.5
1993-05-15,-16.06,-16.85,-18.28,-16.48,-0.6
1993-05-22,-16.79,-17.33,-16.98,-16.3,-0.5
1993-05-29,-15.09,-16.97,-19.31,-16.37,-0.6
1993-06-05,-18.33,-17.67,-15.93,-15.4,-0.5
1993-06-12,-18.33,-17.79,-15.09,-14.91,-0.5
1993-06-19,-17.86,-17.61,-14.46,-14.6,-0.5
1993-06-26,-19.05,-18.15,-17.75,-14.52,-0.6
1993-07-03,-40.78,-23.09,-17.9,-13.26,-0.6
1993-07-10,-44.33,-24.73,-16.27,-13.71,-0.6
1993-07-17,-40.6,-25.3,-16.64,-14.42,-0.6
1993-07-24,-26.42,-21.06,-15.52,-13.98,-0.5
1993-07-31,-36.88,-19.82,-14.32,-13.06,-0.5
1993-08-07,-15.2,-9.98,-11.4,-12.19,-0.3
1993-08-14,-16.91,-9.73,-12.09,-12.0,-0.3
1993-08-21,-16.18,-14.26,-11.15,-11.86,-0.3
1993-08-28,-17.4,-15.44,-12.19,-12.29,-0.3
1993-09-04,-18.34,-18.94,-13.34,-12.87,-0.5
1993-09-11,-18.58,-19.3,-10.96,-12.45,-0.4
1993-09-18,-15.4,-19.06,-10.58,-12.18,-0.4
1993-09-25,-16.14,-18.71,-11.21,-11.8,-0.4
1993-10-02,-8.77,-9.12,-5.48,-6.93,-0.1
1993-10-09,-2.74,-7.65,-5.85,-7.3,-0.1
1993-10-16,-1.64,-6.77,-4.71,-7.49,-0.1
1993-10-23,-3.01,-6.04,-3.06,-7.11,-0.1
1993-10-30,-4.66,-5.03,-5.79,-7.19,-0.1
1993-11-06,2.64,-2.62,-2.68,-3.79,-0.1
1993-11-13,0.0,-3.86,-4.33,-4.2,-0.2
1993-11-20,-1.47,-5.11,-3.78,-4.88,-0.1
1993-11-27,-1.17,-5.87,-4.36,-5.03,-0.2
1993-12-04,7.67,-0.37,0.07,-1.09,0.0
1993-12-11,6.71,-0.88,-1.89,-1.43,-0.1
1993-12-18,5.75,-1.25,-0.71,-1.61,-0.1
1993-12-25,-7.35,-4.72,-2.86,-2.18,-0.1
1994-01-01,0.29,-6.56,-1.13,0.41,0.0
1994-01-08,0.88,-5.91,1.58,0.02,0.0
1994-01-15,4.41,-4.18,-1.09,-1.33,0.0
1994-01-22,3.24,0.22,5.67,-0.46,0.2
1994-01-29,19.41,4.9,3.72,0.73,0.1
1994-02-05,-0.28,8.87,4.5,3.88,0.1
1994-02-12,-2.21,8.8,8.17,6.03,0.2
1994-02-19,-2.76,8.87,3.89,5.41,0.1
1994-02-26,-9.67,3.03,5.75,5.74,0.1
1994-03-05,-4.92,-1.64,1.98,4.05,0.0
1994-03-12,-6.83,-2.56,2.13,3.32,0.0
1994-03-19,-9.29,-3.99,0.77,3.3,0.0
1994-03-26,-12.02,-4.34,-0.55,2.49,0.0
1994-04-02,-2.29,-5.78,-2.22,-1.2,-0.1
1994-04-09,-0.29,-5.21,-0.68,-1.29,-0.1
1994-04-16,1.14,-3.66,-2.72,-1.56,-0.2
1994-04-23,-5.43,-3.03,-3.47,-1.69,-0.2
1994-04-30,-1.71,-2.89,-0.82,-1.34,-0.1
1994-05-07,6.3,1.82,-0.4,-2.14,0.0
1994-05-14,3.15,2.25,2.01,-1.46,0.0
1994-05-21,2.29,4.15,1.06,-0.83,0.0
1994-05-28,-0.29,4.44,-0.37,-1.2,0.0
1994-06-04,1.47,2.84,-0.25,-1.98,0.0
1994-06-11,-0.59,1.24,0.29,-2.31,0.0
1994-06-18,-1.18,-0.29,-1.78,-2.92,-0.1
1994-06-25,0.29,-0.8,-2.18,-3.27,-0.1
1994-07-02,-6.18,-5.0,-6.01,-3.38,-0.2
1994-07-09,-4.21,-4.79,-6.09,-4.14,-0.2
1994-07-16,0.84,-3.17,-5.73,-4.3,-0.2
1994-07-23,-3.09,-2.89,-6.79,-4.63,-0.2
1994-07-30,-6.74,-3.03,-7.63,-5.04,-0.3
1994-08-06,0.3,0.73,-5.16,-5.47,-0.2
1994-08-13,-0.59,-1.03,-5.34,-5.83,-0.2
1994-08-20,-1.78,-2.05,-4.63,-5.75,-0.2
1994-08-27,1.19,-1.39,-5.02,-5.56,-0.2
1994-09-03,-1.17,-0.74,-6.73,-6.31,-0.2
1994-09-10,-3.5,-1.03,-7.16,-6.36,-0.2
1994-09-17,-4.96,-1.4,-6.98,-6.55,-0.2
1994-09-24,-5.25,-2.58,-8.29,-6.96,-0.3
1994-10-01,-5.17,-7.34,-7.28,-7.48,-0.3
1994-10-08,-2.01,-6.64,-8.57,-8.11,-0.3
1994-10-15,-3.74,-6.0,-6.46,-8.27,-0.3
1994-10-22,-5.17,-5.65,-8.75,-8.67,-0.3
1994-10-29,-4.89,-5.58,-9.46,-9.21,-0.4
1994-11-05,-2.67,-2.93,-8.84,-8.51,-0.2
1994-11-12,-2.37,-3.37,-9.2,-9.33,-0.3
1994-11-19,-3.26,-3.67,-9.02,-9.53,-0.3
1994-11-26,-2.37,-3.81,-9.12,-9.59,-0.3
1994-12-03,11.72,1.24,-7.61,-8.55,-0.3
1994-12-10,13.45,1.24,-7.79,-8.73,-0.3
1994-12-17,13.79,1.55,-5.99,-8.52,-0.2
1994-12-24,8.28,0.39,-5.62,-8.18,-0.2
1994-12-31,10.0,0.0,-8.12,-8.31,-0.3
1995-01-07,-16.75,-10.58,-9.99,-7.38,-0.3
1995-01-14,-14.53,-9.42,-7.35,-7.37,-0.2
1995-01-21,-19.95,-8.66,-10.46,-8.23,-0.3
1995-01-28,-20.2,-8.32,-8.33,-7.92,-0.3
1995-02-04,-0.92,-5.31,-10.58,-9.89,-0.3
1995-02-11,6.42,-5.24,-10.08,-10.29,-0.3
1995-02-18,4.89,-3.95,-9.15,-9.68,-0.3
1995-02-25,2.75,-3.08,-9.44,-9.67,-0.3
1995-03-04,5.28,1.71,-7.08,-8.27,-0.3
1995-03-11,7.76,1.64,-5.39,-7.82,-0.2
1995-03-18,6.52,1.64,-7.27,-8.08,-0.3
1995-03-25,3.11,1.34,-6.64,-8.1,-0.3
1995-04-01,-2.62,-1.52,-10.29,-7.87,-0.3
1995-04-08,0.87,-1.52,-9.71,-8.45,-0.3
1995-04-15,3.2,-0.65,-9.53,-8.53,-0.3
1995-04-22,1.45,0.58,-7.22,-8.17,-0.3
1995-04-29,6.1,2.76,-8.31,-7.67,-0.3
1995-05-06,4.6,-0.21,-7.04,-7.84,-0.3
1995-05-13,5.17,0.56,-5.87,-7.27,-0.3
1995-05-20,8.33,2.51,-4.07,-6.85,-0.2
1995-05-27,7.47,3.13,-5.61,-6.53,-0.3
1995-06-03,6.16,8.75,-2.94,-4.73,-0.1
1995-06-10,7.62,8.82,-2.72,-4.3,-0.1
1995-06-17,10.85,8.9,-3.13,-4.42,-0.1
1995-06-24,4.99,7.72,-3.16,-4.16,-0.1
1995-07-01,6.93,5.88,-1.14,-1.99,-0.1
1995-07-08,12.05,6.25,0.95,-1.64,0.0
1995-07-15,17.17,7.04,1.94,-0.94,0.0
1995-07-22,17.47,9.37,-0.8,-0.91,0.0
1995-07-29,5.72,9.08,-1.56,-1.02,-0.1
1995-08-05,2.93,10.11,-2.11,-1.24,-0.2
1995-08-12,3.52,7.43,-1.36,-1.85,-0.1
1995-08-19,6.16,5.35,-1.25,-1.76,-0.1
1995-08-26,5.28,5.95,-1.44,-1.52,-0.1
1995-09-02,9.23,8.18,0.46,-0.64,0.0
1995-09-09,14.15,9.54,1.35,-0.41,0.0
1995-09-16,15.69,10.6,1.88,-0.08,0.0
1995-09-23,8.62,10.14,0.96,0.08,0.0
1995-09-30,9.23,10.14,0.31,0.04,0.0
1995-10-07,12.99,9.05,4.53,2.56,0.1
1995-10-14,11.48,8.53,5.99,2.93,0.1
1995-10-21,10.57,9.5,4.1,3.07,0.1
1995-10-28,13.9,11.14,5.44,3.7,0.1
1995-11-04,15.5,13.72,4.7,5.15,0.1
1995-11-11,12.46,13.8,5.69,5.02,0.1
1995-11-18,15.2,14.79,4.86,5.14,0.1
1995-11-25,15.2,14.94,7.19,5.52,0.1
1995-12-02,16.93,16.18,4.96,5.24,0.1
1995-12-09,8.46,14.32,5.2,4.8,0.1
1995-12-16,16.93,13.85,5.28,4.58,0.1
1995-12-23,17.24,13.47,4.92,3.69,0.1
1995-12-30,12.54,12.38,2.36,3.05,0.0
1996-01-06,11.42,9.97,0.67,3.08,0.0
1996-01-13,2.78,6.97,6.71,3.79,0.1
1996-01-20,28.09,10.04,6.91,4.64,0.1
1996-01-27,19.44,12.14,4.15,5.42,0.0
1996-02-03,11.31,11.7,8.57,7.0,0.2
1996-02-10,15.18,15.69,5.49,6.7,0.1
1996-02-17,13.99,13.32,6.36,6.57,0.1
1996-02-24,8.63,11.7,4.82,6.75,0.1
1996-03-02,10.84,10.43,6.25,5.77,0.1
1996-03-09,8.73,8.52,4.62,5.52,0.1
1996-03-16,15.66,8.6,5.81,5.35,0.1
1996-03-23,28.31,13.08,8.22,6.17,0.1
1996-03-30,18.37,14.92,5.73,6.04,0.1
1996-04-06,1.1,11.02,4.29,6.18,0.0
1996-04-13,-2.19,9.11,4.65,5.98,0.1
1996-04-20,0.82,5.01,3.19,4.82,0.0
1996-04-27,-6.03,1.48,2.76,4.16,0.0
1996-05-04,-9.63,-5.06,1.09,1.9,0.0
1996-05-11,-5.88,-5.4,0.47,1.21,0.0
1996-05-18,-7.75,-6.95,0.39,0.86,0.0
1996-05-25,-8.29,-6.95,0.62,0.68,0.0
1996-06-01,-5.03,-5.8,-1.88,-1.09,-0.1
1996-06-08,-1.96,-5.87,-3.11,-1.72,-0.2
1996-06-15,-4.47,-6.08,-1.61,-1.95,-0.1
1996-06-22,-4.75,-6.21,-2.0,-2.33,-0.1
1996-06-29,-5.87,-6.42,-1.77,-2.3,-0.1
1996-07-06,-2.56,-9.32,-3.25,-3.34,-0.1
1996-07-13,-1.14,-8.99,-3.48,-3.96,-0.1
1996-07-20,-5.41,-9.59,-3.6,-4.51,-0.1
1996-07-27,-6.84,-10.25,-4.37,-5.31,-0.1
1996-08-03,-9.19,-6.53,-5.13,-4.74,-0.2
1996-08-10,-7.8,-7.65,-4.52,-4.77,-0.2
1996-08-17,-6.41,-7.37,-4.41,-4.74,-0.2
1996-08-24,-6.13,-6.67,-4.48,-4.54,-0.2
1996-08-31,-8.36,-6.46,-3.6,-4.15,-0.2
1996-09-07,-6.2,-8.25,-6.36,-5.46,-0.2
1996-09-14,-4.79,-8.11,-4.71,-5.54,-0.2
1996-09-21,-0.85,-7.08,-4.79,-5.63,-0.2
1996-09-28,-1.97,-5.77,-4.98,-5.98,-0.2
1996-10-05,-11.14,-7.6,-6.66,-6.65,-0.2
1996-10-12,-11.41,-7.87,-9.42,-7.25,-0.3
1996-10-19,-11.14,-9.02,-8.41,-7.58,-0.3
1996-10-26,-6.63,-8.75,-7.48,-7.62,-0.2
1996-11-02,-11.87,-10.15,-9.59,-8.34,-0.3
1996-11-09,-13.72,-10.61,-8.74,-7.84,-0.2
1996-11-16,-9.76,-10.15,-11.28,-8.24,-0.3
1996-11-23,-8.44,-10.48,-13.35,-9.4,-0.3
1996-11-30,-12.4,-10.61,-9.29,-9.33,-0.2
1996-12-07,-1.11,-5.23,-2.89,-7.09,-0.1
1996-12-14,-1.95,-4.55,-3.67,-6.53,-0.1
1996-12-21,-2.51,-4.34,-2.03,-5.04,-0.1
1996-12-28,-0.56,-2.62,-2.38,-4.68,-0.1
1997-01-04,-10.34,-6.02,-3.22,-5.44,-0.1
1997-01-11,-16.28,-7.89,-6.22,-5.35,-0.1
1997-01-18,-10.85,-8.22,-7.7,-6.03,-0.2
1997-01-25,-12.14,-9.36,-5.5,-6.08,-0.1
1997-02-01,-8.77,-11.07,-9.49,-9.0,-0.3
1997-02-08,-13.7,-11.66,-8.25,-9.34,-0.3
1997-02-15,-14.25,-13.78,-9.34,-9.59,-0.3
1997-02-22,-11.78,-14.98,-9.08,-10.31,-0.3
1997-03-01,-18.32,-18.73,-11.4,-10.34,-0.3
1997-03-08,-19.34,-18.61,-11.36,-10.94,-0.3
1997-03-15,-18.83,-18.22,-12.37,-11.53,-0.4
1997-03-22,-19.85,-18.67,-13.2,-12.39,-0.4
1997-03-29,-17.3,-18.41,-12.86,-12.75,-0.4
1997-04-05,-5.25,-10.65,-9.58,-11.18,-0.3
1997-04-12,-3.79,-9.88,-11.58,-11.53,-0.3
1997-04-19,-7.87,-9.81,-11.69,-11.7,-0.3
1997-04-26,-1.75,-8.98,-10.81,-11.74,-0.3
1997-05-03,-0.29,-3.85,-9.69,-10.47,-0.3
1997-05-10,-7.29,-4.72,-10.5,-10.36,-0.3
1997-05-17,-6.12,-4.28,-12.12,-10.64,-0.3
1997-05-24,-7.87,-5.81,-12.2,-11.15,-0.3
1997-05-31,-6.41,-7.33,-10.93,-11.46,-0.3
1997-06-07,-2.37,-6.05,-10.95,-10.35,-0.3
1997-06-14,-0.59,-5.11,-11.38,-10.45,-0.3
1997-06-21,-6.23,-5.11,-9.9,-10.17,-0.3
1997-06-28,-4.45,-5.03,-8.53,-9.87,-0.3
1997-07-05,5.81,-2.15,-7.4,-7.68,-0.2
1997-07-12,0.31,-2.67,-8.5,-7.71,-0.3
1997-07-19,-7.95,-3.78,-8.25,-8.06,-0.2
1997-07-26,-6.42,-4.97,-8.62,-8.86,-0.3
1997-08-02,-2.74,-5.85,-11.17,-9.72,-0.3
1997-08-09,0.0,-5.78,-9.78,-9.64,-0.2
1997-08-16,4.26,-2.63,-8.98,-9.42,-0.2
1997-08-23,-0.61,-1.05,-9.26,-9.18,-0.2
1997-08-30,0.91,-0.15,-9.22,-8.69,-0.2
1997-09-06,-10.06,-4.08,-8.63,-7.78,-0.2
1997-09-13,-9.77,-6.2,-11.25,-8.69,-0.3
1997-09-20,-8.91,-6.93,-9.6,-9.12,-0.3
1997-09-27,-8.91,-8.02,-9.92,-9.63,-0.3
1997-10-04,-11.65,-7.15,-9.5,-9.43,-0.3
1997-10-11,-13.35,-7.82,-10.55,-9.3,-0.3
1997-10-18,-9.66,-7.74,-11.8,-9.9,-0.3
1997-10-25,-13.07,-8.55,-9.94,-9.95,-0.3
1997-11-01,-5.72,-7.86,-10.53,-8.95,-0.3
1997-11-08,-7.23,-7.64,-10.28,-9.01,-0.3
1997-11-15,-2.11,-7.12,-10.2,-8.73,-0.3
1997-11-22,-6.93,-6.9,-9.92,-8.85,-0.3
1997-11-29,-4.22,-6.53,-8.86,-8.43,-0.3
1997-12-06,-11.2,-10.25,-10.69,-10.59,-0.3
1997-12-13,-9.52,-10.4,-10.65,-10.37,-0.3
1997-12-20,-13.17,-10.33,-12.33,-10.64,-0.3
1997-12-27,-15.13,-11.39,-8.25,-10.15,-0.2
1998-01-03,-8.24,-7.96,-4.94,-8.75,-0.2
1998-01-10,-2.65,-7.37,-8.07,-8.15,-0.3
1998-01-17,0.29,-5.09,-10.07,-7.63,-0.3
1998-01-24,-9.71,-4.79,-8.71,-7.79,-0.3
1998-01-31,-7.35,-4.57,-11.72,-9.49,-0.3
1998-02-07,-3.42,-0.7,-6.67,-7.15,-0.2
1998-02-14,-0.31,-2.26,-7.75,-7.3,-0.2
1998-02-21,1.55,-0.7,-8.53,-7.99,-0.2
1998-02-28,-1.55,-0.55,-8.49,-7.9,-0.2
1998-03-07,-5.23,-0.24,-5.28,-5.51,-0.1
1998-03-14,-1.85,-0.39,-4.03,-5.4,-0.1
1998-03-21,-1.23,-0.86,-4.46,-5.2,-0.1
1998-03-28,-4.0,-1.25,-4.98,-5.13,-0.1
1998-04-04,-7.42,-3.36,-6.92,-4.86,-0.2
1998-04-11,-9.79,-4.51,-5.37,-5.24,-0.1
1998-04-18,-5.93,-4.82,-5.03,-5.42,-0.1
1998-04-25,-7.72,-4.89,-7.52,-6.1,-0.2
1998-05-02,-5.3,-3.21,-7.46,-5.19,-0.2
1998-05-09,-4.67,-3.05,-7.24,-5.86,-0.2
1998-05-16,-1.87,-3.21,-8.19,-6.87,-0.2
1998-05-23,-3.74,-3.37,-7.5,-7.06,-0.2
1998-05-30,0.31,-1.96,-6.98,-6.94,-0.2
1998-06-06,-4.97,-3.84,-9.24,-7.21,-0.2
1998-06-13,-0.31,-3.38,-7.66,-6.76,-0.2
1998-06-20,8.39,-0.31,-6.42,-6.18,-0.2
1998-06-27,16.77,3.84,2.14,-3.54,0.0
1998-07-04,18.3,9.91,1.37,-0.58,0.0
1998-07-11,4.58,9.84,2.83,1.22,0.0
1998-07-18,2.94,7.18,3.54,2.89,0.1
1998-07-25,9.48,3.98,5.49,2.83,0.1
1998-08-01,-1.51,-2.55,2.28,2.78,0.0
1998-08-08,-4.82,-2.85,-1.14,2.07,-0.1
1998-08-15,-7.23,-3.38,-3.24,0.66,-0.2
1998-08-22,-9.04,-5.86,-3.59,-1.33,-0.2
1998-08-29,-6.63,-7.14,-4.47,-3.01,-0.2
1998-09-05,-1.26,-2.22,-3.27,-2.07,-0.1
1998-09-12,-4.1,-2.54,-1.93,-2.29,-0.1
1998-09-19,-3.79,-2.3,-5.33,-3.28,-0.1
1998-09-26,-7.26,-3.57,-3.81,-3.66,-0.1
1998-10-03,-1.31,-2.82,-3.23,-2.87,-0.1
1998-10-10,3.27,-1.85,-2.74,-3.13,-0.1
1998-10-17,3.92,-0.81,-2.69,-2.52,-0.1
1998-10-24,0.98,0.4,-2.65,-2.28,-0.1
1998-10-31,0.65,0.89,-2.96,-2.21,-0.1
1998-11-07,-0.63,-0.71,-2.1,-2.03,-0.1
1998-11-14,5.03,0.56,-2.9,-1.93,-0.1
1998-11-21,-4.4,0.16,-1.56,-1.5,-0.1
1998-11-28,-2.52,0.32,-0.27,-0.66,0.0
1998-12-05,7.59,1.68,-2.27,-0.92,-0.1
1998-12-12,0.66,-0.64,-3.75,-0.6,-0.2
1998-12-19,-1.98,-1.2,-5.24,-1.01,-0.2
1998-12-26,10.89,0.88,-1.09,-0.67,-0.1
1999-01-02,5.08,-1.93,4.68,-0.69,0.0
1999-01-09,9.52,1.16,4.05,0.24,0.0
1999-01-16,7.62,4.4,5.27,1.85,0.0
1999-01-23,-1.27,2.47,3.14,1.89,0.0
1999-01-30,-3.17,0.46,2.68,1.4,0.0
1999-02-06,-8.2,-2.35,1.99,2.25,0.0
1999-02-13,-1.58,-4.47,1.99,1.54,0.0
1999-02-20,-4.73,-5.17,1.27,1.18,0.0
1999-02-27,-5.05,-5.49,0.45,0.73,-0.1
1999-03-06,-3.85,-3.57,1.04,0.68,0.0
1999-03-13,-1.28,-3.89,0.77,0.44,-0.1
1999-03-20,-2.24,-3.65,1.44,0.55,0.0
1999-03-27,-4.49,-3.89,-1.08,0.24,-0.1
1999-04-03,-0.32,-1.85,5.95,2.52,0.1
1999-04-10,2.57,-0.96,4.41,2.69,0.0
1999-04-17,0.96,-0.24,3.62,2.5,0.0
1999-04-24,-6.43,-0.8,1.91,2.52,0.0
1999-05-01,-8.07,-2.56,3.73,4.19,0.0
1999-05-08,-3.73,-3.27,2.52,3.64,0.0
1999-05-15,-6.52,-4.31,4.01,3.67,0.0
1999-05-22,-7.45,-3.75,3.59,4.02,0.0
1999-05-29,-5.9,-3.19,2.1,3.61,0.0
1999-06-05,-19.41,-10.87,-8.12,-0.19,-0.2
1999-06-12,-22.87,-11.69,-7.24,-0.38,-0.2
1999-06-19,-22.34,-12.13,-8.58,-0.84,-0.2
1999-06-26,-22.61,-13.02,-8.84,-0.99,-0.2
1999-07-03,-14.33,-12.91,-7.6,-5.98,-0.2
1999-07-10,-14.03,-13.06,-8.9,-6.45,-0.2
1999-07-17,-7.76,-11.79,-6.59,-5.99,-0.2
1999-07-24,-8.66,-10.66,-7.55,-5.71,-0.2
1999-07-31,-10.45,-9.68,-9.19,-6.12,-0.2
1999-08-07,-4.84,-2.1,0.46,-0.76,0.0
1999-08-14,-5.81,-3.48,-0.27,-1.32,0.0
1999-08-21,-7.74,-5.1,0.14,-1.53,0.0
1999-08-28,-6.45,-5.91,-0.64,-1.48,0.0
1999-09-04,-1.36,-4.77,0.42,0.86,0.0
1999-09-11,-4.42,-5.67,0.7,0.71,0.0
1999-09-18,-4.42,-6.09,1.02,0.53,0.0
1999-09-25,4.08,-4.77,0.47,0.42,0.0
1999-10-02,0.32,-5.92,-1.06,-0.42,-0.1
1999-10-09,-5.52,-5.12,-2.64,-1.08,-0.1
1999-10-16,-6.82,-4.64,-2.78,-1.87,-0.1
1999-10-23,-9.09,-6.71,-3.52,-2.7,-0.1
1999-10-30,-7.47,-8.63,-3.7,-3.36,-0.1
1999-11-06,-9.03,-10.28,-6.13,-5.06,-0.2
1999-11-13,-9.35,-10.76,-8.99,-5.82,-0.2
1999-11-20,-10.97,-11.08,-5.59,-5.54,-0.2
1999-11-27,-7.1,-10.84,-6.17,-5.35,-0.2
1999-12-04,-14.58,-10.44,-7.59,-6.11,-0.2
1999-12-11,-19.05,-11.16,-8.65,-5.72,-0.2
1999-12-18,-14.58,-10.28,-6.31,-5.58,-0.2
1999-12-25,-20.24,-11.87,-7.24,-5.54,-0.2
2000-01-01,-6.23,-14.38,-6.95,-8.06,-0.2
2000-01-08,-2.3,-12.38,-6.73,-7.65,-0.2
2000-01-15,-5.25,-12.23,-6.37,-7.74,-0.2
2000-01-22,-6.89,-11.0,-8.76,-8.19,-0.2
2000-01-29,-6.56,-11.08,-4.21,-7.51,-0.2
2000-02-05,3.65,-2.99,-2.66,-5.16,-0.1
2000-02-12,-0.33,-2.07,-3.52,-4.86,-0.1
2000-02-19,-5.98,-2.16,-3.92,-4.07,-0.1
2000-02-26,-6.98,-2.57,-2.79,-4.15,-0.1
2000-03-04,-4.03,-5.12,-4.24,-4.27,-0.1
2000-03-11,-9.4,-7.6,-4.2,-4.74,-0.1
2000-03-18,-9.06,-8.59,-6.39,-5.65,-0.1
2000-03-25,-8.72,-9.25,-5.61,-6.65,-0.1
2000-04-01,-8.59,-12.56,-7.62,-7.89,-0.2
2000-04-08,-7.9,-12.72,-7.57,-8.69,-0.2
2000-04-15,-11.0,-13.7,-10.53,-9.69,-0.2
