date,Initial Claims YoY Chg,Initial Claims - 4 Week Average YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
1982-08-07,34.37,30.37,41.88,39.23,1.4
1982-08-14,41.24,34.31,43.33,39.96,1.4
1982-08-21,39.25,39.49,45.57,41.18,1.5
1982-08-28,43.46,41.86,46.11,43.5,1.5
1982-09-04,32.59,35.39,41.75,42.76,1.5
1982-09-11,30.55,35.6,44.65,44.52,1.6
1982-09-18,38.49,38.35,45.4,45.91,1.6
1982-09-25,36.66,39.62,47.8,47.78,1.7
1982-10-02,35.21,36.05,45.43,43.91,1.6
1982-10-09,26.65,36.56,47.31,45.85,1.7
1982-10-16,27.63,35.34,44.49,46.9,1.6
1982-10-23,21.21,32.91,47.22,48.04,1.6
1982-10-30,23.93,29.97,44.36,47.77,1.5
1982-11-06,6.7,22.37,40.27,39.28,1.5
1982-11-13,8.51,19.59,35.54,38.95,1.3
1982-11-20,4.53,17.34,39.73,39.01,1.5
1982-11-27,10.87,16.12,32.2,37.87,1.2
1982-12-04,0.18,6.4,24.01,29.07,0.9
1982-12-11,-4.14,3.4,19.33,27.54,0.8
1982-12-18,-7.19,0.64,20.21,25.25,0.8
1982-12-25,-12.05,-4.95,20.49,24.81,0.8
1983-01-01,-8.4,-5.0,13.89,20.9,0.6
1983-01-08,-12.52,-6.05,10.34,17.69,0.5
1983-01-15,-17.84,-7.75,12.18,14.71,0.5
1983-01-22,-17.84,-8.21,9.63,11.03,0.4
1983-01-29,-13.72,-9.63,10.48,10.18,0.5
1983-02-05,-5.11,-8.1,9.12,9.53,0.3
1983-02-12,-7.95,-7.78,8.78,8.93,0.3
1983-02-19,-7.77,-7.4,7.49,8.64,0.3
1983-02-26,-8.9,-8.43,9.09,8.54,0.3
1983-03-05,-13.76,-12.44,2.23,5.03,0.1
1983-03-12,-17.25,-12.94,1.97,4.49,0.0
1983-03-19,-18.12,-13.7,1.02,4.04,0.0
1983-03-26,-16.2,-13.7,0.54,3.06,0.0
1983-04-02,-16.5,-18.36,-4.35,-2.76,-0.2
1983-04-09,-15.65,-17.46,-2.95,-2.58,-0.1
1983-04-16,-12.41,-15.55,-4.73,-2.63,-0.2
1983-04-23,-17.01,-15.25,-4.27,-2.45,-0.2
1983-04-30,-16.67,-15.29,-5.29,-2.69,-0.2
1983-05-07,-15.99,-15.19,-6.12,-6.61,-0.2
1983-05-14,-21.09,-17.37,-8.37,-7.35,-0.3
1983-05-21,-21.77,-18.57,-6.45,-7.73,-0.2
1983-05-28,-22.79,-20.1,-12.61,-9.39,-0.5
1983-06-04,-21.13,-23.39,-12.55,-12.49,-0.5
1983-06-11,-24.05,-24.31,-14.89,-13.54,-0.6
1983-06-18,-25.43,-25.4,-14.91,-15.06,-0.6
1983-06-25,-24.05,-25.9,-16.96,-15.6,-0.7
1983-07-02,-30.25,-23.68,-19.83,-17.44,-0.8
1983-07-09,-31.9,-25.0,-20.15,-18.83,-0.9
1983-07-16,-34.55,-26.67,-20.4,-20.27,-0.9
1983-07-23,-34.71,-28.73,-21.91,-21.58,-0.9
1983-07-30,-31.4,-29.04,-22.97,-22.35,-1.0
1983-08-06,-35.86,-35.62,-28.04,-26.13,-1.3
1983-08-13,-29.37,-33.2,-28.01,-26.76,-1.3
1983-08-20,-31.22,-31.22,-27.46,-26.91,-1.3
1983-08-27,-34.16,-30.78,-28.66,-27.1,-1.3
1983-09-03,-38.75,-34.2,-32.74,-30.54,-1.7
1983-09-10,-39.94,-36.25,-33.8,-31.1,-1.7
1983-09-17,-39.64,-37.76,-34.1,-31.87,-1.7
1983-09-24,-38.0,-38.14,-34.54,-32.47,-1.7
1983-10-01,-35.16,-36.23,-36.32,-35.92,-1.8
1983-10-08,-36.26,-36.11,-36.26,-36.34,-1.8
1983-10-15,-38.15,-36.54,-36.61,-36.77,-1.8
1983-10-22,-38.15,-37.4,-37.19,-37.24,-1.8
1983-10-29,-36.58,-37.75,-37.76,-37.59,-1.9
1983-11-05,-35.46,-33.24,-38.09,-38.01,-1.9
1983-11-12,-36.27,-33.4,-37.21,-38.68,-1.8
1983-11-19,-36.76,-33.7,-35.19,-38.72,-1.7
1983-11-26,-34.97,-33.95,-38.47,-39.41,-1.9
1983-12-03,-25.36,-26.49,-37.53,-36.72,-1.8
1983-12-10,-24.74,-27.54,-39.15,-37.41,-1.9
1983-12-17,-25.97,-28.74,-36.18,-37.89,-1.7
1983-12-24,-22.9,-29.74,-37.96,-37.97,-1.8
1983-12-31,-23.93,-29.4,-39.65,-38.5,-1.9
1984-01-07,-29.22,-25.57,-33.47,-31.05,-1.5
1984-01-14,-30.22,-26.13,-35.17,-32.81,-1.6
1984-01-21,-33.8,-28.36,-34.94,-34.01,-1.5
1984-01-28,-27.63,-28.77,-34.29,-34.57,-1.5
1984-02-04,-28.9,-28.9,-34.7,-34.31,-1.4
1984-02-11,-29.73,-29.57,-36.71,-34.76,-1.5
1984-02-18,-30.56,-29.51,-37.44,-35.45,-1.6
1984-02-25,-28.69,-30.59,-36.3,-36.01,-1.5
1984-03-03,-27.86,-29.1,-34.63,-35.05,-1.5
1984-03-10,-28.07,-28.68,-34.9,-35.2,-1.5
1984-03-17,-27.44,-27.9,-35.03,-35.19,-1.5
1984-03-24,-28.07,-27.75,-35.4,-35.57,-1.5
1984-03-31,-29.11,-28.06,-35.4,-35.76,-1.5
1984-04-07,-22.24,-28.76,-34.85,-35.68,-1.5
1984-04-14,-27.14,-28.36,-35.63,-35.88,-1.5
1984-04-21,-25.71,-27.45,-34.63,-35.74,-1.5
1984-04-28,-23.47,-25.74,-34.58,-35.59,-1.5
1984-05-05,-19.6,-21.96,-29.71,-33.13,-1.2
1984-05-12,-18.94,-21.37,-30.98,-33.2,-1.2
1984-05-19,-22.03,-21.9,-30.55,-33.42,-1.2
1984-05-26,-22.03,-23.02,-32.8,-34.19,-1.3
1984-06-02,-19.68,-19.47,-29.39,-31.35,-1.1
1984-06-09,-16.52,-19.41,-29.03,-31.31,-1.1
1984-06-16,-18.33,-19.02,-29.83,-31.58,-1.2
1984-06-23,-18.1,-18.57,-30.57,-31.46,-1.2
1984-06-30,-18.55,-18.29,-30.87,-31.83,-1.2
1984-07-07,-11.81,-10.44,-23.68,-25.98,-0.9
1984-07-14,-13.25,-10.51,-23.81,-25.93,-0.9
1984-07-21,-13.98,-10.82,-24.9,-25.94,-0.9
1984-07-28,-13.49,-10.88,-25.16,-25.94,-0.9
1984-08-04,-10.33,-16.35,-24.26,-24.58,-0.9
1984-08-11,-10.8,-15.2,-22.38,-24.43,-0.8
1984-08-18,-5.87,-12.68,-21.53,-23.79,-0.8
1984-08-25,-7.28,-10.61,-21.89,-23.18,-0.8
1984-09-01,-7.45,-4.53,-18.94,-20.01,-0.7
1984-09-08,-3.37,-3.18,-18.1,-19.64,-0.7
1984-09-15,-5.53,-3.67,-18.13,-19.49,-0.7
1984-09-22,-5.05,-3.67,-18.57,-19.35,-0.7
1984-09-29,-3.37,-2.63,-16.78,-18.82,-0.7
1984-10-06,-0.25,-0.31,-14.16,-15.57,-0.5
1984-10-13,1.49,0.75,-11.26,-14.67,-0.4
1984-10-20,8.66,3.5,-11.57,-13.74,-0.4
1984-10-27,5.2,4.94,-10.0,-12.88,-0.4
1984-11-03,6.28,8.09,-5.67,-8.36,-0.3
1984-11-10,-1.26,7.01,-6.88,-8.3,-0.3
1984-11-17,-3.77,3.44,-3.22,-7.25,-0.2
1984-11-24,7.79,3.69,-6.0,-7.3,-0.3
1984-12-01,7.8,8.59,-4.35,-4.95,-0.2
1984-12-08,2.96,7.91,-2.08,-4.55,-0.2
1984-12-15,3.76,8.11,-1.89,-5.02,-0.2
1984-12-22,1.88,4.73,-5.94,-5.77,-0.3
1984-12-29,1.88,3.25,-4.08,-5.71,-0.2
1985-01-05,1.37,7.76,1.45,0.13,-0.1
1985-01-12,6.32,7.83,-0.51,-0.37,-0.1
1985-01-19,-1.37,6.41,-3.29,-0.52,-0.2
1985-01-26,1.1,5.63,1.76,0.12,-0.1
1985-02-02,12.54,10.54,6.6,3.75,0.1
1985-02-09,16.91,11.57,5.63,4.4,0.0
1985-02-16,13.7,13.85,5.83,5.83,0.0
1985-02-23,13.7,15.48,6.97,6.24,0.1
1985-03-02,9.68,12.52,6.59,7.77,0.1
1985-03-09,12.9,11.36,7.42,7.59,0.1
1985-03-16,13.2,11.07,6.88,7.23,0.1
1985-03-23,9.38,9.84,5.97,6.35,0.1
1985-03-30,13.2,10.71,4.73,5.89,0.0
1985-04-06,8.0,4.94,5.5,5.57,0.0
1985-04-13,9.6,6.64,6.78,5.8,0.1
1985-04-20,4.27,7.85,6.12,6.09,0.1
1985-04-27,2.93,7.85,5.22,6.46,0.0
1985-05-04,10.17,9.51,11.15,8.26,0.2
1985-05-11,11.3,8.33,10.59,7.94,0.1
1985-05-18,10.45,8.33,9.64,7.55,0.1
1985-05-25,11.86,9.02,9.56,7.37,0.1
1985-06-01,9.17,8.4,11.25,8.8,0.2
1985-06-08,11.94,9.02,10.09,8.74,0.1
1985-06-15,8.33,8.95,9.45,8.77,0.1
1985-06-22,7.22,8.26,9.49,8.82,0.1
1985-06-29,8.33,8.06,7.56,7.91,0.1
1985-07-06,10.03,8.25,12.02,8.51,0.2
1985-07-13,7.52,7.98,8.16,8.19,0.1
1985-07-20,3.06,6.87,8.2,7.87,0.1
1985-07-27,0.84,4.92,8.29,8.05,0.1
1985-08-03,3.04,-2.12,4.7,5.62,0.0
1985-08-10,1.77,-1.09,6.65,6.1,0.0
1985-08-17,1.01,0.77,7.03,6.66,0.0
1985-08-24,2.53,3.53,6.49,7.07,0.0
1985-08-31,3.54,3.66,7.9,7.88,0.0
1985-09-07,5.97,2.95,4.93,5.76,0.0
1985-09-14,1.49,3.52,4.69,5.92,0.0
1985-09-21,-0.25,3.27,1.58,5.43,-0.1
1985-09-28,-0.75,2.64,6.02,5.71,0.1
1985-10-05,-4.71,-3.82,3.22,2.84,0.0
1985-10-12,-5.88,-4.29,-0.19,2.63,-0.1
1985-10-19,-5.88,-4.35,2.72,3.93,0.0
1985-10-26,-1.65,-3.22,3.22,4.27,0.0
1985-11-02,-7.23,-0.74,4.05,1.99,0.0
1985-11-09,-7.46,-0.92,1.67,2.41,-0.1
1985-11-16,-7.46,-1.11,1.91,2.16,-0.1
1985-11-23,-10.96,-3.32,0.62,1.46,-0.1
1985-11-30,-8.39,-3.62,2.69,1.12,0.0
1985-12-07,5.28,2.88,8.2,3.71,0.1
1985-12-14,0.79,1.9,5.68,4.32,0.0
1985-12-21,-2.37,1.11,0.28,3.91,-0.1
1985-12-28,2.9,0.92,2.84,3.62,-0.1
1986-01-04,-1.63,1.42,3.58,3.1,0.0
1986-01-11,7.88,2.43,1.35,2.66,-0.1
1986-01-18,-1.09,2.02,-3.27,2.4,-0.2
1986-01-25,-6.52,-1.08,-1.19,2.03,-0.1
1986-02-01,-6.67,-6.25,-4.17,-2.3,-0.3
1986-02-08,-6.15,-8.23,-3.52,-3.14,-0.3
1986-02-15,-8.21,-8.62,-2.73,-2.63,-0.2
1986-02-22,0.0,-5.68,-0.57,-2.1,-0.2
1986-03-01,-2.85,-2.68,1.74,0.6,0.0
1986-03-08,-5.18,-2.68,3.05,1.14,0.0
1986-03-15,-1.04,-1.11,2.49,1.34,0.0
1986-03-22,0.26,-1.31,2.61,1.0,0.0
1986-03-29,2.59,0.07,3.48,1.43,0.0
1986-04-05,-1.3,-2.95,2.46,1.02,0.0
1986-04-12,0.52,-2.57,0.31,0.83,-0.1
1986-04-19,-0.78,-2.82,1.99,1.04,0.0
1986-04-26,1.3,-3.14,2.54,1.16,0.0
1986-05-03,-1.01,-1.08,4.91,2.31,0.1
1986-05-10,-0.25,-0.64,4.91,3.29,0.1
1986-05-17,-3.03,-0.57,4.87,3.84,0.1
1986-05-24,-2.53,-0.89,3.65,3.94,0.0
1986-05-31,-5.81,-2.1,6.4,4.32,0.1
1986-06-07,-3.85,-3.25,5.91,4.92,0.0
1986-06-14,-5.38,-4.21,5.55,4.67,0.0
1986-06-21,-5.9,-5.42,5.27,4.66,0.0
1986-06-28,-4.87,-5.54,4.03,3.66,0.0
1986-07-05,2.49,-2.31,5.83,3.8,0.0
1986-07-12,-0.28,-2.84,1.19,2.89,-0.1
1986-07-19,-2.21,-3.7,2.82,2.46,0.0
1986-07-26,0.0,-4.3,3.81,2.58,0.0
1986-08-02,1.71,-7.55,-0.46,0.5,-0.1
1986-08-09,1.71,-4.15,3.51,1.8,0.1
1986-08-16,-0.49,-0.87,2.43,2.43,0.0
1986-08-23,-2.93,1.3,3.55,3.1,0.1
1986-08-30,-1.96,0.37,2.66,3.89,0.0
1986-09-06,0.25,-1.77,5.07,4.29,0.0
1986-09-13,-1.25,-2.57,1.83,4.42,-0.1
1986-09-20,0.0,-2.45,3.05,4.57,0.0
1986-09-27,-2.51,-3.18,2.86,4.9,0.0
1986-10-04,-6.46,-3.08,4.63,3.09,0.0
1986-10-11,-7.42,-3.51,0.3,3.03,-0.1
1986-10-18,-7.89,-4.37,2.48,3.22,0.0
1986-10-25,-11.48,-5.55,1.88,3.31,0.0
1986-11-01,-7.38,-4.02,0.3,2.76,-0.1
1986-11-08,-11.2,-6.44,-0.91,2.27,-0.1
1986-11-15,-6.36,-7.52,0.57,1.6,-0.1
1986-11-22,-6.11,-7.58,-3.15,0.14,-0.2
1986-11-29,-6.87,-7.46,1.82,0.53,-0.1
1986-12-06,-6.92,-4.87,1.0,-0.44,0.0
1986-12-13,-3.85,-4.41,-0.81,-1.07,-0.1
1986-12-20,-10.26,-5.65,-4.18,-1.6,-0.2
1986-12-27,-11.54,-7.01,-1.65,-2.74,-0.1
1987-01-03,-6.1,-5.04,0.78,-1.68,-0.1
1987-01-10,1.16,-6.88,-2.41,-2.44,-0.2
1987-01-17,-0.87,-7.5,-4.94,-2.98,-0.2
1987-01-24,0.58,-7.43,-2.49,-3.54,-0.2
1987-01-31,7.56,-4.23,-2.14,-4.26,-0.2
1987-02-07,-5.64,-3.59,-4.95,-3.06,-0.2
1987-02-14,-13.33,-3.79,-6.66,-2.98,-0.2
1987-02-21,-12.56,-4.13,-5.52,-3.22,-0.2
1987-02-28,-10.77,-5.62,-6.32,-3.76,-0.2
1987-03-07,-14.9,-10.91,-6.04,-5.29,-0.2
1987-03-14,-15.4,-11.1,-6.27,-5.3,-0.2
1987-03-21,-15.4,-11.5,-8.15,-6.07,-0.3
1987-03-28,-17.68,-12.93,-7.8,-6.55,-0.3
1987-04-04,-15.6,-14.06,-5.52,-6.63,-0.2
1987-04-11,-13.55,-13.87,-9.94,-7.44,-0.3
1987-04-18,-10.74,-12.96,-8.26,-7.35,-0.3
1987-04-25,-16.11,-12.83,-9.17,-7.58,-0.3
1987-05-02,-11.53,-12.55,-14.99,-11.43,-0.5
1987-05-09,-15.55,-14.04,-13.33,-11.61,-0.4
1987-05-16,-8.58,-14.56,-14.11,-12.39,-0.5
1987-05-23,-8.04,-13.59,-15.99,-13.43,-0.5
1987-05-30,-12.6,-13.85,-12.48,-12.79,-0.4
1987-06-06,-11.59,-9.72,-13.32,-12.43,-0.4
1987-06-13,-14.82,-11.4,-12.59,-12.88,-0.4
1987-06-20,-14.02,-13.02,-13.35,-13.05,-0.4
1987-06-27,-12.13,-13.02,-10.94,-13.51,-0.4
1987-07-04,-9.94,-11.12,-17.0,-13.44,-0.5
1987-07-11,-12.43,-11.05,-17.69,-14.62,-0.6
1987-07-18,-14.36,-11.67,-15.55,-15.07,-0.5
1987-07-25,-10.5,-11.81,-14.17,-15.78,-0.5
1987-08-01,-13.22,-19.86,-16.22,-17.3,-0.5
1987-08-08,-18.45,-19.25,-15.05,-16.29,-0.4
1987-08-15,-20.45,-18.69,-17.64,-16.45,-0.5
1987-08-22,-22.19,-19.43,-17.79,-16.98,-0.5
1987-08-29,-19.7,-21.04,-18.21,-17.48,-0.5
1987-09-05,-18.77,-19.79,-21.24,-19.76,-0.7
1987-09-12,-23.65,-21.18,-19.5,-19.97,-0.6
1987-09-19,-20.57,-21.37,-12.86,-18.48,-0.5
1987-09-26,-18.51,-21.68,-20.72,-18.85,-0.7
1987-10-03,-18.65,-20.16,-20.54,-18.96,-0.7
1987-10-10,-16.76,-19.44,-22.39,-19.61,-0.7
1987-10-17,-18.65,-19.96,-23.38,-22.16,-0.8
1987-10-24,-18.65,-21.0,-27.37,-23.75,-0.9
1987-10-31,-21.89,-21.79,-28.26,-25.67,-0.9
1987-11-07,-18.85,-18.18,-23.53,-23.52,-0.7
1987-11-14,-16.12,-17.77,-21.48,-23.19,-0.6
1987-11-21,-13.39,-16.67,-23.16,-22.26,-0.7
1987-11-28,-16.39,-15.5,-21.74,-20.74,-0.6
1987-12-05,-7.54,-12.84,-17.15,-18.33,-0.5
1987-12-12,-8.12,-12.14,-18.44,-18.49,-0.5
1987-12-19,-6.38,-11.72,-17.93,-18.09,-0.5
1987-12-26,-8.41,-11.03,-16.57,-17.72,-0.5
1988-01-02,-14.86,-9.54,-16.66,-15.43,-0.4
1988-01-09,-12.16,-8.97,-11.29,-14.04,-0.3
1988-01-16,-2.43,-6.26,-13.08,-13.23,-0.4
1988-01-23,-9.46,-4.91,-11.97,-12.48,-0.3
1988-01-30,-7.57,-2.99,-12.01,-11.31,-0.3
1988-02-06,-8.62,-2.8,-11.38,-11.07,-0.4
1988-02-13,-10.63,-6.38,-11.22,-11.09,-0.4
1988-02-20,-6.03,-6.95,-15.0,-12.34,-0.5
1988-02-27,-8.33,-8.6,-14.19,-13.37,-0.4
1988-03-05,-5.83,-5.18,-10.91,-12.18,-0.3
1988-03-12,-6.75,-5.7,-12.37,-12.93,-0.3
1988-03-19,-5.83,-7.2,-12.37,-12.71,-0.3
1988-03-26,-6.75,-8.33,-13.82,-13.06,-0.4
1988-04-02,-5.79,-9.0,-12.57,-13.03,-0.4
1988-04-09,-4.57,-8.33,-11.82,-13.12,-0.4
1988-04-16,-4.27,-7.81,-13.16,-13.53,-0.4
1988-04-23,-4.88,-7.21,-13.37,-13.64,-0.4
1988-04-30,-4.57,-6.91,-12.95,-13.73,-0.4
1988-05-07,-5.21,-5.81,-13.12,-11.19,-0.4
1988-05-14,-3.68,-5.81,-12.74,-11.24,-0.4
1988-05-21,-2.15,-5.28,-11.43,-10.89,-0.4
1988-05-28,-3.99,-5.28,-13.71,-11.24,-0.4
1988-06-04,-4.91,-2.56,-12.11,-9.48,-0.3
1988-06-11,-6.44,-3.26,-10.9,-9.48,-0.3
1988-06-18,-4.6,-3.88,-12.37,-10.19,-0.3
1988-06-25,-5.83,-4.34,-12.54,-10.36,-0.3
1988-07-02,-5.86,-3.84,-9.43,-7.05,-0.2
1988-07-09,-6.48,-3.99,-9.79,-7.51,-0.2
1988-07-16,-2.78,-3.68,-7.74,-7.07,-0.2
1988-07-23,9.26,0.0,-7.3,-6.46,-0.2
1988-07-30,2.16,2.04,-6.19,-5.63,-0.2
1988-08-06,-1.86,2.81,-3.58,-5.22,-0.2
1988-08-13,-3.11,2.58,-5.0,-5.26,-0.2
1988-08-20,-1.86,-0.39,-3.67,-5.08,-0.2
1988-08-27,-2.17,-1.64,-4.45,-5.37,-0.2
1988-09-03,-3.47,0.81,-2.24,-5.06,-0.1
1988-09-10,-3.79,0.24,-4.02,-5.26,-0.1
1988-09-17,-3.47,-0.56,-1.54,-5.18,-0.1
1988-09-24,-5.05,-1.69,-4.02,-5.51,-0.1
1988-10-01,1.04,0.42,5.1,2.1,0.0
1988-10-08,1.04,-0.67,3.86,1.66,0.0
1988-10-15,1.38,-1.75,2.68,0.27,0.0
1988-10-22,-1.04,-3.0,3.55,-0.25,0.0
1988-10-29,1.73,-2.84,3.76,-0.57,0.0
1988-11-05,-6.86,-5.62,-9.71,-4.93,-0.3
1988-11-12,-7.19,-6.36,-4.33,-4.73,-0.2
1988-11-19,-3.92,-5.7,-5.76,-5.09,-0.2
1988-11-26,-2.29,-5.3,-3.76,-4.99,-0.2
1988-12-03,-5.7,-7.84,-6.26,-5.21,-0.2
1988-12-10,-9.81,-7.76,-5.93,-5.19,-0.2
1988-12-17,-7.28,-7.84,-4.02,-4.33,-0.1
1988-12-24,-9.49,-8.86,-3.69,-3.88,-0.1
1988-12-31,-3.8,-8.39,-2.24,-2.86,-0.1
1989-01-07,-12.57,-13.28,-7.09,-6.57,-0.2
1989-01-14,-17.25,-14.01,-6.51,-6.4,-0.2
1989-01-21,-17.54,-14.31,-7.46,-6.55,-0.3
1989-01-28,-13.74,-14.97,-6.42,-6.78,-0.2
1989-02-04,-9.72,-9.96,-1.75,-3.55,-0.1
1989-02-11,0.94,-6.9,-0.38,-3.15,-0.1
1989-02-18,-4.39,-5.1,0.0,-2.42,-0.1
1989-02-25,-5.96,-4.71,2.65,-1.3,0.0
1989-03-04,6.91,2.45,1.59,0.51,0.0
1989-03-11,6.91,2.7,4.14,1.22,0.1
1989-03-18,4.93,3.85,1.49,1.18,0.0
1989-03-25,4.93,5.4,3.27,0.92,0.0
1989-04-01,3.19,2.72,1.93,2.56,0.0
1989-04-08,0.32,1.84,1.93,2.01,0.0
1989-04-15,-1.92,0.88,0.72,1.81,0.0
1989-04-22,-2.88,-0.32,1.3,1.32,0.0
1989-04-29,-0.64,-1.28,-0.63,0.69,-0.1
1989-05-06,2.24,-1.04,2.15,0.94,0.0
1989-05-13,6.07,0.96,4.84,1.57,0.0
1989-05-20,2.56,2.31,1.96,1.34,0.0
1989-05-27,3.83,3.43,0.54,1.25,-0.1
1989-06-03,5.86,5.68,4.29,2.81,0.0
1989-06-10,8.14,5.68,3.94,2.4,0.0
1989-06-17,9.77,6.97,4.09,2.74,0.0
1989-06-24,10.1,8.03,5.96,3.9,0.0
1989-07-01,5.44,4.07,1.19,2.61,0.0
1989-07-08,3.02,4.76,4.7,3.78,0.1
1989-07-15,5.44,5.68,5.17,5.03,0.1
1989-07-22,0.3,5.22,2.42,5.13,0.0
1989-07-29,1.81,4.3,3.46,5.7,0.0
1989-08-05,7.3,7.7,7.4,5.28,0.1
1989-08-12,8.25,7.07,6.34,5.24,0.1
1989-08-19,3.81,6.67,5.43,5.68,0.1
1989-08-26,5.4,6.27,4.9,5.71,0.0
1989-09-02,9.3,9.11,7.11,5.89,0.1
1989-09-09,11.63,8.7,7.5,5.81,0.1
1989-09-16,10.96,9.28,5.65,5.49,0.0
1989-09-23,10.96,9.44,9.55,6.27,0.1
1989-09-30,15.28,10.92,8.13,6.53,0.1
1989-10-07,38.44,22.06,13.1,10.95,0.2
1989-10-14,17.35,23.0,13.8,12.49,0.2
1989-10-21,18.03,24.12,13.9,13.06,0.2
1989-10-28,20.41,24.72,12.01,13.52,0.2
1989-11-04,11.37,18.67,12.7,15.32,0.2
1989-11-11,12.37,17.9,12.26,15.04,0.2
1989-11-18,12.37,16.95,13.15,14.96,0.2
1989-11-25,14.38,15.92,13.69,15.51,0.2
1989-12-02,13.16,16.27,8.56,11.08,0.1
1989-12-09,11.18,16.44,8.27,11.01,0.1
1989-12-16,16.78,18.07,9.7,11.08,0.1
1989-12-23,25.33,21.4,9.56,10.99,0.1
1989-12-30,17.76,22.6,10.04,11.36,0.1
1990-01-06,20.34,25.02,13.33,12.03,0.2
1990-01-13,25.08,26.23,13.42,12.69,0.2
1990-01-20,27.12,25.71,16.22,14.08,0.2
1990-01-27,16.95,24.59,11.83,14.25,0.1
1990-02-03,22.67,19.92,9.09,11.6,0.1
1990-02-10,22.33,19.75,7.2,11.3,0.0
1990-02-17,16.0,17.53,9.92,11.0,0.1
1990-02-24,16.67,17.94,8.31,11.37,0.1
1990-03-03,10.03,9.94,11.19,10.68,0.2
1990-03-10,9.4,8.54,9.14,10.9,0.2
1990-03-17,9.4,8.62,11.14,10.92,0.2
1990-03-24,3.76,7.14,9.28,10.88,0.2
1990-03-31,8.46,6.75,10.26,10.65,0.2
1990-04-07,18.01,12.7,12.55,12.4,0.2
1990-04-14,14.79,13.35,16.76,12.71,0.3
1990-04-21,15.76,15.7,15.55,13.2,0.3
1990-04-28,16.72,17.07,16.42,13.66,0.3
1990-05-05,8.92,10.48,15.47,14.31,0.3
1990-05-12,9.23,10.32,15.47,13.88,0.3
1990-05-19,8.62,9.78,15.81,13.83,0.3
1990-05-26,10.46,9.48,18.24,14.16,0.3
1990-06-02,8.88,7.73,11.85,12.97,0.2
1990-06-09,6.21,8.03,13.34,13.72,0.2
1990-06-16,6.21,8.48,11.67,13.97,0.2
1990-06-23,7.1,8.71,13.02,13.97,0.2
1990-06-30,7.69,8.41,13.53,14.39,0.2
1990-07-07,7.42,6.48,14.03,11.39,0.3
1990-07-14,8.9,7.06,14.53,12.48,0.3
1990-07-21,9.79,7.65,11.92,12.6,0.2
1990-07-28,9.5,8.02,12.84,12.81,0.2
1990-08-04,11.14,10.24,12.64,11.68,0.2
1990-08-11,14.76,11.29,14.47,11.7,0.3
1990-08-18,18.37,13.0,16.16,12.79,0.3
1990-08-25,18.67,14.87,16.3,13.68,0.3
1990-09-01,12.97,15.47,16.17,14.82,0.3
1990-09-08,12.39,16.14,16.44,15.78,0.3
1990-09-15,13.83,16.28,16.71,16.39,0.3
1990-09-22,12.1,15.91,16.13,16.82,0.3
1990-09-29,16.43,16.8,19.1,17.56,0.3
1990-10-06,14.12,9.57,16.13,14.36,0.3
1990-10-13,19.21,11.42,21.98,16.13,0.4
1990-10-20,22.88,14.59,20.6,17.71,0.4
1990-10-27,24.29,17.07,23.48,19.28,0.4
1990-11-03,25.73,28.21,22.3,21.17,0.5
1990-11-10,30.99,30.14,21.26,21.56,0.4
1990-11-17,30.7,31.03,30.26,24.56,0.6
1990-11-24,35.09,32.67,28.48,26.4,0.6
1990-12-01,25.98,26.26,26.76,27.35,0.6
1990-12-08,25.42,26.33,30.32,29.66,0.6
1990-12-15,24.86,26.33,29.63,29.53,0.6
1990-12-22,32.4,27.16,30.36,30.03,0.7
1990-12-29,26.82,27.37,27.63,30.25,0.6
1991-01-05,20.29,23.96,32.21,27.24,0.7
1991-01-12,26.67,23.27,34.33,28.59,0.7
1991-01-19,28.99,21.26,30.27,28.76,0.7
1991-01-26,33.91,21.81,36.53,31.14,0.8
1991-02-02,38.0,27.49,37.54,32.94,0.8
1991-02-09,37.14,30.5,37.45,34.17,0.8
1991-02-16,35.43,32.52,40.31,37.1,0.8
1991-02-23,42.57,35.1,40.78,38.6,0.8
1991-03-02,41.04,41.16,41.95,39.71,0.9
1991-03-09,44.22,42.55,43.09,41.38,0.9
1991-03-16,43.93,44.29,45.79,43.03,1.0
1991-03-23,47.11,45.02,43.93,44.09,0.9
1991-03-30,44.22,45.82,48.08,45.62,1.0
1991-04-06,24.52,35.31,45.36,45.44,1.0
1991-04-13,31.4,33.86,44.15,45.6,1.0
1991-04-20,31.68,31.72,45.73,46.63,1.0
1991-04-27,27.27,29.16,44.57,46.34,1.0
1991-05-04,25.63,31.46,44.96,46.07,1.0
1991-05-11,24.23,29.28,43.64,46.36,1.0
1991-05-18,24.79,27.16,42.29,45.91,1.0
1991-05-25,23.4,25.83,42.82,45.89,1.0
1991-06-01,18.68,22.51,44.23,43.57,1.0
1991-06-08,21.15,22.16,40.83,43.02,0.9
1991-06-15,17.86,20.84,40.38,42.71,0.9
1991-06-22,16.21,19.46,38.78,41.85,0.9
1991-06-29,14.84,18.49,37.43,40.14,0.9
1991-07-06,14.36,15.26,37.87,37.21,0.9
1991-07-13,13.82,14.65,32.26,35.46,0.8
1991-07-20,10.57,13.62,33.12,34.32,0.8
1991-07-27,14.63,13.96,34.34,33.81,0.8
1991-08-03,11.17,9.89,30.2,30.96,0.7
1991-08-10,10.91,11.0,30.47,31.54,0.7
