date,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Total Nonfarm Payrolls (000s) YoY Chg,Average Hourly Earnings - All Employees YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg
2010-10-01,-0.1,-0.6,-0.2,0.43,1.88,1.48,2.51
2010-11-01,0.16,-0.4,-0.4,0.53,1.75,0.88,2.18
2010-12-01,0.35,-0.3,0.0,0.79,1.74,1.18,2.07
2011-01-01,-0.14,-0.6,-0.2,0.8,2.1,0.59,2.38
2011-02-01,-0.31,-0.8,-0.1,1.04,1.83,1.48,2.12
2011-03-01,-0.38,-0.7,-0.1,1.09,1.83,0.88,2.01
2011-04-01,-0.7,-1.0,-0.3,1.14,1.87,0.88,2.11
2011-05-01,-0.4,-0.8,-0.3,0.81,2.04,0.58,2.1
2011-06-01,-0.18,-0.6,-0.3,1.09,2.09,0.59,2.0
2011-07-01,-0.26,-0.6,-0.3,1.21,2.3,0.58,2.31
2011-08-01,-0.21,-0.6,-0.3,1.31,1.95,0.29,1.88
2011-09-01,0.1,-0.4,-0.1,1.54,1.94,0.29,1.99
2011-10-01,0.21,-0.3,0.1,1.48,1.98,0.58,1.82
2011-11-01,0.0,-0.5,0.4,1.48,2.02,0.58,1.82
2011-12-01,0.22,-0.3,0.3,1.57,2.02,0.29,1.77
2012-01-01,0.73,-0.5,0.1,1.84,1.71,0.88,1.35
2012-02-01,0.95,-0.3,0.1,1.87,1.79,0.58,1.4
2012-03-01,0.9,-0.4,0.1,1.88,2.14,0.58,1.76
2012-04-01,0.65,-0.5,0.0,1.69,2.1,0.0,1.65
2012-05-01,0.9,-0.4,0.2,1.69,1.92,-0.29,1.39
2012-06-01,1.13,-0.2,0.4,1.58,2.0,0.29,1.55
2012-07-01,1.08,-0.3,0.3,1.64,1.64,0.0,1.39
2012-08-01,0.65,-0.6,0.1,1.68,1.82,0.29,1.39
2012-09-01,0.67,-0.6,0.3,1.64,1.99,0.0,1.54
2012-10-01,1.03,-0.3,0.4,1.6,1.64,-0.29,1.18
2012-11-01,0.79,-0.5,0.1,1.61,1.9,0.0,1.43
2012-12-01,1.06,-0.3,0.1,1.64,2.15,0.29,1.69
2013-01-01,0.9,0.0,0.2,1.51,2.06,-0.29,1.74
2013-02-01,0.41,-0.4,0.1,1.53,2.15,0.0,2.09
2013-03-01,0.17,-0.5,0.0,1.45,1.88,0.0,1.88
2013-04-01,0.55,-0.3,0.2,1.53,2.05,0.0,1.83
2013-05-01,0.43,-0.3,0.1,1.62,2.05,0.29,1.88
2013-06-01,0.43,-0.4,0.0,1.69,2.13,0.29,2.13
2013-07-01,0.42,-0.4,0.2,1.67,2.09,0.0,1.97
2013-08-01,0.54,-0.2,0.3,1.72,2.3,0.29,2.18
2013-09-01,0.34,-0.4,0.0,1.71,2.08,0.0,2.22
2013-10-01,-0.57,-1.0,-0.5,1.76,2.25,0.0,2.32
2013-11-01,-0.05,-0.6,-0.1,1.85,2.24,0.0,2.37
2013-12-01,-0.29,-0.8,0.0,1.7,1.94,-0.29,2.21
2014-01-01,-0.26,-0.8,0.2,1.7,2.02,0.0,2.31
2014-02-01,0.11,-0.5,0.1,1.6,2.31,-0.58,2.6
2014-03-01,0.66,-0.2,0.4,1.69,2.14,0.0,2.45
2014-04-01,-0.02,-0.6,0.3,1.78,1.97,0.29,2.35
2014-05-01,0.1,-0.5,0.3,1.78,2.13,0.29,2.39
2014-06-01,-0.03,-0.6,0.4,1.89,2.09,0.0,2.33
2014-07-01,0.26,-0.4,0.3,1.97,2.09,0.29,2.33
2014-08-01,0.34,-0.4,0.3,1.92,2.16,0.29,2.43
2014-09-01,0.23,-0.4,0.4,2.0,2.08,0.29,2.13
2014-10-01,1.13,0.1,1.0,2.01,2.08,0.58,2.22
2014-11-01,0.79,-0.1,0.6,2.02,2.07,0.58,2.26
2014-12-01,0.74,-0.1,0.6,2.18,1.86,0.58,1.82
2015-01-01,1.08,0.0,0.5,2.19,2.15,0.29,2.01
2015-02-01,0.75,-0.2,0.5,2.26,1.89,0.87,1.61
2015-03-01,0.39,-0.5,0.3,2.13,2.22,0.0,2.0
2015-04-01,1.09,0.0,0.4,2.1,2.26,0.0,2.0
2015-05-01,1.26,0.0,0.5,2.18,2.34,0.0,2.19
2015-06-01,0.87,-0.1,0.4,2.06,2.09,0.0,1.94
2015-07-01,0.63,-0.3,0.3,2.1,2.17,0.29,2.04
2015-08-01,0.67,-0.3,0.4,2.05,2.28,0.0,2.18
2015-09-01,0.44,-0.4,0.1,1.94,2.24,0.0,2.08
2015-10-01,0.48,-0.4,0.0,1.99,2.48,-0.29,2.37
2015-11-01,0.62,-0.4,0.2,1.94,2.39,-0.29,2.12
2015-12-01,1.09,-0.1,0.3,1.93,2.52,-0.29,2.51
2016-01-01,0.8,-0.2,0.4,1.88,2.55,0.29,2.45
2016-02-01,1.27,0.1,0.6,1.83,2.38,-0.58,2.35
2016-03-01,1.62,0.4,0.6,1.94,2.41,-0.29,2.3
2016-04-01,1.32,0.1,0.4,1.88,2.57,-0.29,2.58
2016-05-01,0.72,-0.2,0.3,1.67,2.44,-0.29,2.38
2016-06-01,1.21,0.0,0.3,1.72,2.6,-0.29,2.48
2016-07-01,1.4,0.2,0.5,1.78,2.72,-0.29,2.62
2016-08-01,1.52,0.3,0.4,1.78,2.43,-0.87,2.32
2016-09-01,1.9,0.5,0.5,1.89,2.63,-0.29,2.51
2016-10-01,1.55,0.3,0.4,1.74,2.78,-0.29,2.45
2016-11-01,1.3,0.2,0.3,1.66,2.57,-0.29,2.36
2016-12-01,1.04,0.0,0.1,1.63,2.69,-0.29,2.5
2017-01-01,0.85,0.1,0.2,1.69,2.48,-0.58,2.39
2017-02-01,0.77,0.1,0.2,1.7,2.72,-0.29,2.44
2017-03-01,0.6,-0.1,0.4,1.61,2.59,-0.29,2.29
2017-04-01,0.76,0.1,0.5,1.61,2.55,0.0,2.24
2017-05-01,0.81,0.1,0.4,1.72,2.46,0.0,2.28
2017-06-01,0.77,0.1,0.4,1.69,2.5,0.0,2.32
2017-07-01,0.8,0.1,0.4,1.56,2.57,-0.29,2.27
2017-08-01,0.64,0.0,0.3,1.56,2.57,0.29,2.31
2017-09-01,0.89,0.2,0.7,1.41,2.79,0.0,2.59
2017-10-01,0.44,-0.1,0.4,1.44,2.32,0.0,2.16
2017-11-01,0.67,0.0,0.4,1.51,2.47,0.29,2.35
2017-12-01,0.54,0.0,0.4,1.45,2.7,0.29,2.44
2018-01-01,0.81,-0.1,0.2,1.4,2.77,0.0,2.47
2018-02-01,1.2,0.1,0.4,1.51,2.57,0.58,2.56
2018-03-01,0.97,0.0,0.2,1.58,2.83,0.58,2.79
2018-04-01,0.89,-0.1,0.2,1.54,2.79,0.29,2.78
2018-05-01,1.11,0.1,0.4,1.61,2.94,0.29,2.87
2018-06-01,1.26,0.2,0.4,1.62,2.93,0.29,2.91
2018-07-01,1.17,0.1,0.4,1.53,2.85,0.29,2.85
2018-08-01,0.67,-0.3,0.2,1.6,3.19,0.29,3.08
2018-09-01,0.59,-0.3,0.0,1.6,3.13,0.0,3.07
2018-10-01,1.43,0.2,0.4,1.62,3.28,0.29,3.2
2018-11-01,1.41,0.2,0.5,1.52,3.39,-0.29,3.51
2018-12-01,1.66,0.3,0.5,1.55,3.49,0.0,3.68
2019-01-01,1.27,0.4,0.5,1.63,3.26,0.29,3.44
2019-02-01,0.75,0.1,0.3,1.36,3.55,-0.29,3.48
2019-03-01,0.75,0.1,0.2,1.36,3.43,0.0,3.56
2019-04-01,0.5,-0.1,0.1,1.46,3.27,-0.29,3.46
2019-05-01,0.56,0.0,0.1,1.26,3.34,-0.29,3.54
2019-06-01,0.59,0.0,0.2,1.26,3.48,-0.29,3.62
2019-07-01,0.77,0.1,0.2,1.29,3.43,-0.29,3.66
2019-08-01,1.31,0.5,0.5,1.27,3.42,-0.29,3.64
2019-09-01,1.24,0.4,0.6,1.34,3.07,0.0,3.59
2019-10-01,1.12,0.4,0.5,1.29,3.18,-0.29,3.76
2019-11-01,1.02,0.4,0.4,1.37,3.28,-0.29,3.61
2019-12-01,0.91,0.3,0.5,1.33,2.98,-0.58,3.2
2020-01-01,0.87,0.2,0.5,1.31,3.04,-0.58,3.37
2020-02-01,0.9,0.2,0.4,1.48,3.07,-0.29,3.62
2020-03-01,-0.21,-0.4,-0.8,0.4,3.46,-1.16,3.56
2020-04-01,-3.89,-2.7,-9.3,-13.39,8.1,-0.58,7.76
2020-05-01,-2.86,-2.1,-7.9,-11.67,6.6,0.87,6.75
2020-06-01,-1.95,-1.5,-6.0,-8.73,5.04,0.58,5.54
2020-07-01,-2.11,-1.6,-5.6,-7.74,4.85,0.58,4.93
2020-08-01,-1.87,-1.4,-4.3,-6.85,4.8,0.87,5.04
2020-09-01,-2.39,-1.8,-4.4,-6.34,4.79,1.16,4.81
2020-10-01,-2.08,-1.6,-3.5,-5.94,4.6,1.16,4.59
2020-11-01,-2.35,-1.8,-3.6,-5.89,4.59,1.46,4.66
2020-12-01,-2.4,-1.8,-3.7,-6.09,5.39,1.46,5.49
2021-01-01,-2.61,-1.9,-3.7,-6.03,5.28,2.04,5.23
2021-02-01,-2.57,-1.9,-3.5,-5.85,5.29,0.87,5.08
2021-03-01,-1.3,-1.1,-2.1,-4.42,4.52,2.35,5.02
2021-04-01,2.9,1.5,6.6,10.86,0.6,2.05,1.51
2021-05-01,1.71,0.8,5.3,9.04,2.32,0.58,2.8
2021-06-01,0.76,0.2,3.4,5.92,3.95,0.58,4.2
2021-07-01,0.88,0.3,3.2,5.39,4.32,0.58,5.18
2021-08-01,0.51,0.0,2.1,4.61,4.37,0.29,5.32
2021-09-01,0.8,0.3,2.2,4.23,4.98,0.0,5.96
2021-10-01,0.46,0.1,1.5,4.29,5.42,-0.29,6.48
2021-11-01,1.0,0.4,1.9,4.55,5.36,0.0,6.5
2021-12-01,1.07,0.5,2.1,5.1,4.95,0.29,6.36
2022-01-01,2.21,0.8,2.3,5.0,5.58,-1.43,6.96
2022-02-01,2.33,0.9,2.3,5.19,5.29,0.29,6.81
2022-03-01,2.39,0.9,2.4,4.91,5.89,-0.57,6.99
2022-04-01,1.9,0.6,2.1,4.87,5.76,-0.86,6.9
2022-05-01,2.22,0.7,2.1,4.73,5.56,-0.86,6.7
2022-06-01,1.77,0.5,1.8,4.48,5.4,-0.57,6.58
2022-07-01,1.57,0.3,1.6,4.3,5.48,-0.57,6.51
2022-08-01,1.94,0.6,1.5,4.11,5.39,-0.86,6.24
2022-09-01,1.92,0.5,1.3,3.93,5.13,-0.57,5.97
2022-10-01,1.78,0.4,1.0,3.61,5.01,-0.29,5.82
2022-11-01,1.33,0.2,0.6,3.36,5.09,-0.86,5.84
2022-12-01,1.55,0.3,0.6,3.02,4.94,-1.43,5.46
2023-01-01,1.42,0.2,0.5,3.18,4.49,0.29,5.2
2023-02-01,1.5,0.2,0.4,2.81,4.77,-0.58,5.38
2023-03-01,1.48,0.2,0.3,2.52,4.62,-0.86,5.39
2023-04-01,1.73,0.4,0.5,2.47,4.6,-0.58,5.21
2023-05-01,1.54,0.3,0.2,2.46,4.36,-0.58,5.04
2023-06-01,1.77,0.4,0.4,2.31,4.66,-0.58,4.98
2023-07-01,1.89,0.5,0.4,1.94,4.67,-0.87,4.88
2023-08-01,1.89,0.5,0.3,1.89,4.47,-0.29,4.72
2023-09-01,1.92,0.5,0.3,1.85,4.42,-0.58,4.7
2023-10-01,1.85,0.4,0.2,1.71,4.22,-0.87,4.54
2023-11-01,2.24,0.7,0.5,1.6,4.11,-0.29,4.48
2023-12-01,1.46,0.2,0.0,1.63,4.1,0.0,4.43
2024-01-01,0.82,0.1,0.0,1.46,4.39,-1.16,4.59
2024-02-01,0.68,0.1,-0.1,1.4,4.13,-0.29,4.36
2024-03-01,0.77,0.1,-0.1,1.5,4.15,0.0,4.27
2024-04-01,0.75,0.0,-0.2,1.39,3.98,-0.58,4.01
2024-05-01,0.55,0.0,-0.2,1.25,4.15,-0.29,4.13
2024-06-01,0.64,0.0,-0.3,1.16,3.92,-0.29,4.08
2024-07-01,0.73,0.1,-0.4,1.09,3.63,-0.29,3.96
2024-08-01,0.44,-0.1,-0.4,0.96,3.92,-0.29,4.16
2024-09-01,0.56,0.0,-0.3,0.96,3.91,-0.29,4.15
2024-10-01,0.44,-0.1,-0.2,0.87,4.05,-0.29,4.17
2024-11-01,0.09,-0.4,-0.6,0.88,4.18,-0.29,4.05
2024-12-01,0.67,0.0,-0.2,0.93,4.08,-0.29,4.04
2025-01-01,2.03,0.1,-0.1,0.79,3.97,-0.29,3.99
2025-02-01,1.71,-0.1,-0.3,0.68,4.11,-0.58,4.15
2025-03-01,1.58,-0.2,-0.4,0.58,4.21,-0.58,4.16
2025-04-01,1.86,0.0,-0.2,0.61,3.91,0.29,4.15
2025-05-01,1.6,-0.2,-0.4,0.56,3.98,-0.29,4.1
2025-06-01,1.4,-0.3,-0.3,0.5,3.86,-0.29,4.12
2025-07-01,1.2,-0.5,-0.4,0.5,3.96,0.0,4.08
2025-08-01,1.34,-0.4,-0.4,0.45,3.98,-0.29,4.03
2025-09-01,1.54,-0.2,-0.4,0.4,3.85,-0.29,3.85
2025-10-01,,,,0.29,3.92,0.0,4.0
2025-11-01,1.96,0.1,-0.2,0.23,3.93,0.0,4.02
2025-12-01,1.77,-0.1,-0.2,0.07,3.73,-0.29,3.82
2026-01-01,-0.14,-0.5,-0.7,0.18,3.71,0.59,3.73
2026-02-01,0.02,-0.5,-0.6,0.1,3.84,0.29,3.69
