date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
1984-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.75,-9.38,-0.4
1984-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.13,-8.3,-0.4
1984-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,-7.3,-0.3
1984-12-01,-0.9,-0.8,,,-2.43,2.26,-23.52,-10.43,-12.5,2.01,0.5,1.1,,3.36,,,,,,,,0.33,,-1.45,,,-7.6,-7.63,-0.3
1984-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.89,-6.2,-0.2
1984-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.22,-5.95,-0.4
1984-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,-6.58,-0.4
1984-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.08,-5.71,-0.2
1985-01-01,-0.9,-0.6,,,10.82,0.16,-20.18,-6.49,-22.06,2.24,0.8,1.1,,2.74,,,,,,,,0.6,,-5.14,,,,,
1985-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,-4.99,-0.1
1985-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,-2.99,0.0
1985-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.33,-1.37,-0.2
1985-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.12,-0.1
1985-02-01,-0.6,-0.5,,,4.33,-1.33,-9.68,-5.35,-16.32,2.01,0.6,0.9,,3.1,,,,,,,,0.96,,-10.69,,,,,
1985-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,1.07,0.0
1985-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,2.4,0.0
1985-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,4.91,0.1
1985-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,6.24,0.1
1985-03-01,-0.5,-0.5,,,5.52,-2.32,-5.09,-4.65,-15.71,2.32,0.8,1.1,,2.97,,,,,,,,0.72,,0.94,,,,,
1985-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,6.59,0.1
1985-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,6.66,0.1
1985-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,6.29,0.1
1985-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,6.04,0.1
1985-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,5.89,0.0
1985-04-01,-0.4,-0.3,,,4.07,1.46,-7.22,-4.19,-13.23,1.97,0.6,0.8,,2.84,,,,,,,,-0.03,,-2.29,,,,,
1985-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,5.73,0.0
1985-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,6.28,0.1
1985-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,6.34,0.1
1985-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,6.46,0.0
1985-05-01,-0.5,-0.4,,,10.61,7.08,-11.4,-1.82,-18.62,1.39,0.3,0.4,,2.96,,,,,,,,-1.28,,4.71,,,,,
1985-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,6.54,0.1
1985-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,6.33,0.0
1985-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,6.3,0.0
1985-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,7.37,0.1
1985-06-01,-0.3,-0.1,,,8.49,10.73,-0.68,2.84,-14.36,1.01,0.0,-0.1,,3.07,,,,,,,,-1.29,,-4.52,,,8.91,8.04,0.1
1985-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,7.93,0.0
1985-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,8.37,0.1
1985-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02,8.24,0.1
1985-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,7.91,0.1
1985-07-01,-0.3,-0.2,,,4.81,3.32,1.34,-0.28,-13.89,1.18,0.1,0.1,,2.7,,,,,,,,0.66,,-2.8,,,,,
1985-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,8.57,0.2
1985-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,8.17,0.1
1985-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,7.87,0.1
1985-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29,8.05,0.1
1985-08-01,-0.3,-0.1,,,-3.59,4.14,-4.87,-3.79,-11.56,1.42,0.2,0.4,,2.94,,,,,,,,3.36,,2.88,,,,,
1985-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,7.58,0.1
1985-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,7.85,0.0
1985-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54,7.52,0.0
1985-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,7.07,0.0
1985-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,7.01,0.0
1985-09-01,-0.3,-0.1,,,5.08,0.47,-7.18,-1.42,-10.0,1.8,0.5,0.6,,2.92,,,,,,,,2.02,,-2.2,,,,,
1985-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,6.83,0.0
1985-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,6.79,0.0
1985-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,6.12,-0.1
1985-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,5.71,0.1
1985-10-01,-0.2,-0.3,,,0.03,6.4,-0.27,-0.99,-8.38,1.86,0.6,0.6,,2.81,,,,,,,,2.04,,-4.4,,,,,
1985-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,6.12,0.1
1985-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,4.79,-0.1
1985-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,4.97,0.0
1985-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,4.27,0.0
1985-11-01,-0.2,-0.1,,,2.09,4.24,-10.43,-0.85,-7.65,1.72,0.4,0.6,,2.8,,,,,,,,1.89,,-2.35,,,,,
1985-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,3.17,0.0
1985-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,3.52,-0.1
1985-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,2.11,-0.2
1985-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,1.46,-0.1
1985-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,1.6,0.0
1985-12-01,-0.2,-0.3,,,0.65,-1.32,-0.5,-2.63,-10.12,1.55,0.4,0.5,,3.02,,,,,,,,0.8,,-4.92,,,,,
1985-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,2.45,0.1
1985-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.56,0.0
1985-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.98,0.0
1985-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.62,-0.1
1986-01-01,-0.2,-0.5,,,-9.11,-4.81,3.41,-7.46,-6.92,1.71,0.2,0.7,,2.79,,,,,,,,2.2,,-1.56,,,,,
1986-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.09,0.0
1986-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,3.17,-0.1
1986-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,3.06,-0.1
1986-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19,2.03,-0.1
1986-02-01,-0.1,-0.2,,,1.3,4.77,7.66,0.97,-4.4,1.75,0.3,0.3,,2.78,,,,,,,,1.99,,-0.28,,,-3.84,0.05,-0.3
1986-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,-1.44,-0.2
1986-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-2.26,-0.1
1986-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,-2.1,-0.2
1986-03-01,-0.2,0.0,,,0.6,5.85,4.11,0.53,-9.32,1.64,0.2,0.3,,2.66,,,,,,,,1.61,,-2.85,,,-0.04,-1.15,-0.1
1986-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,-0.46,-0.1
1986-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.07,-0.1
1986-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.56,-0.1
1986-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,1.43,0.0
1986-04-01,-0.3,-0.3,,,2.83,6.85,-2.66,-0.37,-10.37,1.72,0.2,0.4,,2.19,,,,,,,,2.64,,3.48,,,,,
1986-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,1.87,0.0
1986-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15,1.46,-0.2
1986-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.39,-0.1
1986-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,1.16,0.0
1986-05-01,-0.1,0.2,,,2.37,4.46,0.66,1.65,-3.92,1.99,0.4,0.4,,2.3,,,,,,,,3.6,,1.37,,,,,
1986-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,1.47,0.0
1986-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.75,0.1
1986-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,3.66,0.1
1986-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,3.94,0.0
1986-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,4.22,0.0
1986-06-01,0.0,0.0,,,-1.38,7.47,1.07,0.57,-1.94,2.71,0.8,0.9,,2.06,,,,,,,,5.65,,0.18,,,,,
1986-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,4.11,0.0
1986-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,3.84,0.0
1986-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.78,0.0
1986-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,3.66,0.0
1986-07-01,-0.1,-0.2,,,-3.07,-0.23,-0.56,-2.28,-1.94,2.44,0.7,0.9,,1.95,,,,,,,,2.74,,-3.01,,,,,
1986-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.36,-0.1
1986-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,2.76,-0.1
1986-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.63,0.0
1986-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,2.58,0.0
1986-08-01,-0.1,-0.3,,,0.0,-4.65,4.63,-0.74,1.31,2.48,0.7,0.8,,2.05,,,,,,,,1.17,,-3.98,,,,,
1986-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.65,-0.1
1986-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,3.51,0.1
1986-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.6,0.0
1986-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,3.88,0.1
1986-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.89,0.0
1986-09-01,0.1,-0.2,,,-2.55,2.8,7.14,0.75,0.65,2.15,0.5,0.5,,1.59,,,,,,,,1.0,,0.23,,,,,
1986-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,4.25,0.1
1986-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,4.22,0.0
1986-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,4.86,0.2
1986-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,4.9,0.0
1986-10-01,-0.2,-0.1,,,-0.23,2.12,-11.13,-0.66,-0.65,2.04,0.4,0.6,,1.93,,,,,,,,3.41,,5.68,,,,,
1986-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,4.52,0.0
1986-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,4.67,0.0
1986-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,3.55,0.0
1986-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,3.31,0.0
1986-11-01,0.0,-0.2,,,-3.47,7.08,13.96,0.38,-4.46,2.15,0.5,0.5,,2.27,,,,,,,,1.94,,0.33,,,-1.01,1.88,-0.1
1986-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.98,0.0
1986-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.57,0.0
1986-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16,-0.19,-0.1
1986-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,0.53,-0.1
1986-12-01,-0.1,-0.1,,,-2.83,-5.78,0.8,-3.13,-0.66,1.94,0.3,0.6,,1.58,,,,,,,,1.3,,1.83,,,,,
1986-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.01,-0.54,-0.2
1986-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.47,-1.74,-0.2
1986-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.73,-1.88,-0.2
1986-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,-2.74,-0.1
1987-01-01,0.0,0.1,,,1.71,-0.62,2.59,1.24,0.68,1.85,0.5,0.4,,1.92,,,,,,,,1.29,,-1.06,,,,,
1987-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.86,-2.7,-0.2
1987-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.86,-3.04,-0.2
1987-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,-3.33,-0.1
1987-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.49,-3.54,-0.2
1987-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,-2.74,-0.1
1987-02-01,-0.2,-0.3,,,-5.49,-5.99,-10.76,-6.39,-3.29,1.92,0.5,0.8,,1.91,,,,,,,,0.83,,5.91,,,,,
1987-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.04,-2.02,-0.1
1987-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.59,-2.45,-0.2
1987-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.52,-3.22,-0.2
1987-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.28,-4.12,-0.2
1987-03-01,-0.2,-0.4,,,-4.35,-7.46,-12.78,-6.21,2.05,1.75,0.4,0.7,,2.02,,,,,,,,2.31,,-2.14,,,,,
1987-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.65,-5.02,-0.2
1987-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.37,-5.21,-0.2
1987-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.37,-5.67,-0.3
1987-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,-6.55,-0.3
1987-04-01,0.0,-0.3,,,-12.12,-16.13,2.43,-9.83,0.68,1.72,0.3,0.8,,2.25,,,,,,,,1.97,,-8.15,,,,,
1987-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.45,-6.5,-0.2
1987-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.94,-7.13,-0.2
1987-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.77,-7.23,-0.3
1987-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.17,-7.58,-0.3
1987-05-01,-0.1,-0.6,,,-7.56,-21.35,-6.77,-10.25,1.36,2.11,0.5,1.1,,2.36,,,,,,,,3.22,,-8.84,,,,,
1987-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.78,-9.69,-0.5
1987-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,-10.73,-0.4
1987-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.85,-11.99,-0.5
1987-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.76,-13.12,-0.4
1987-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.48,-12.79,-0.4
1987-06-01,-0.3,-0.6,,,-9.23,-19.67,-2.69,-13.05,-1.97,1.32,0.1,0.7,,2.13,,,,,,,,2.52,,-6.86,,,,,
1987-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.85,-13.48,-0.4
1987-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.84,-13.73,-0.4
1987-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.37,-13.88,-0.4
1987-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.94,-13.51,-0.4
1987-07-01,-0.3,-0.6,,,-6.65,-15.78,-11.17,-12.63,-6.58,1.5,0.2,0.8,,2.36,,,,,,,,1.2,,1.44,,,,,
1987-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.58,-14.46,-0.5
1987-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.56,-14.88,-0.5
1987-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.73,-14.97,-0.5
1987-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.17,-15.78,-0.5
1987-08-01,-0.3,-0.5,,,-7.21,-10.13,-23.15,-10.74,-7.1,1.83,0.4,1.0,,2.68,,,,,,,,2.33,,-3.39,,,-13.59,-14.51,-0.4
1987-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.75,-14.57,-0.5
1987-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.46,-15.26,-0.5
1987-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5,-16.35,-0.6
1987-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.21,-17.48,-0.5
1987-09-01,-0.4,-0.6,,,-5.32,-23.13,-18.87,-14.54,-7.79,1.36,0.1,0.8,,2.8,,,,,,,,3.22,,-5.45,,,,,
1987-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9,-19.29,-0.7
1987-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.68,-19.6,-0.5
1987-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.02,-18.22,-0.5
1987-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.72,-18.85,-0.7
1987-10-01,-0.3,-0.5,,,-5.12,-16.81,-13.96,-12.33,-7.89,1.68,0.3,0.9,,2.9,,,,,,,,1.62,,-5.44,,,,,
1987-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.63,-18.79,-0.7
1987-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.16,-19.4,-0.6
1987-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.83,-22.1,-0.8
1987-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.37,-23.75,-0.9
1987-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.61,-24.75,-0.8
1987-11-01,-0.4,-0.6,,,-5.12,-20.8,-16.01,-13.78,-6.67,1.61,0.3,1.0,,2.89,,,,,,,,3.0,,0.27,,,,,
1987-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.42,-24.83,-0.7
1987-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.51,-24.0,-0.6
1987-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.22,-21.96,-0.6
1987-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.74,-20.74,-0.6
1987-12-01,-0.3,-0.7,,,-3.61,-17.44,-14.24,-12.01,-5.33,1.79,0.4,1.0,,3.0,,,,,,,,2.67,,-5.95,,,,,
1987-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.32,-20.21,-0.6
1987-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.13,-19.87,-0.5
1987-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.77,-19.05,-0.4
1987-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.57,-17.72,-0.5
1988-01-01,-0.4,-0.7,,,-8.97,-10.34,-17.8,-11.9,-4.7,1.79,0.4,1.0,,2.99,,,,,,,,3.03,,-3.37,,,,,
1988-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.07,-17.65,-0.5
1988-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.04,-15.65,-0.3
1988-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.52,-14.38,-0.4
1988-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.65,-13.14,-0.3
1988-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.01,-11.31,-0.3
1988-02-01,-0.4,-0.6,,,-8.0,-12.63,-15.34,-11.9,-2.04,1.71,0.4,1.0,,2.65,,,,,,,,2.9,,-4.54,,,,,
1988-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.66,-11.72,-0.4
1988-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.89,-11.81,-0.4
1988-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.72,-12.82,-0.5
1988-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.19,-13.37,-0.4
1988-03-01,-0.3,-0.6,,,-10.16,-12.79,-5.58,-12.54,-8.05,1.38,0.2,0.7,,2.65,,,,,,,,0.67,,-2.91,,,,,
1988-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.58,-13.35,-0.4
1988-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.8,-14.08,-0.4
1988-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.04,-13.16,-0.3
1988-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.82,-13.06,-0.4
1988-04-01,-0.5,-0.7,,,-1.74,-13.69,-25.59,-12.48,-10.14,1.6,0.4,0.9,,3.08,,,,,,,,1.41,,-3.98,,,,,
1988-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.95,-13.92,-0.5
1988-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.07,-13.25,-0.4
1988-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.02,-13.75,-0.4
1988-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.37,-13.64,-0.4
1988-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.77,-12.09,-0.3
1988-05-01,-0.4,-0.3,,,-6.64,-3.05,-19.25,-10.5,-7.38,0.89,0.0,0.4,,3.29,,,,,,,,-0.88,,-8.71,,,,,
1988-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.27,-12.39,-0.4
1988-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.09,-11.64,-0.3
1988-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.74,-10.24,-0.3
1988-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.71,-11.24,-0.4
1988-06-01,-0.4,-0.4,,,-2.08,-11.46,-28.26,-11.52,-12.08,1.53,0.3,0.9,,3.29,,,,,,,,-1.3,,0.99,,,,,
1988-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.69,-10.6,-0.3
1988-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.22,-10.13,-0.3
1988-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.92,-10.67,-0.3
1988-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.54,-10.36,-0.3
1988-07-01,-0.3,-0.3,,,-6.81,-3.68,-14.18,-9.12,-5.63,1.47,0.3,0.7,,3.62,,,,,,,,2.43,,-0.6,,,,,
1988-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.35,-9.56,-0.2
1988-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94,-8.77,-0.1
1988-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.24,-7.84,-0.2
1988-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,-6.46,-0.2
1988-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.56,-6.26,-0.2
1988-08-01,-0.3,-0.3,,,-0.6,-8.45,1.32,-5.76,-5.56,1.5,0.4,0.6,,3.05,,,,,,,,1.71,,-1.41,,,,,
1988-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.16,-6.57,-0.3
1988-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.65,-6.42,-0.2
1988-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.16,-5.64,-0.2
1988-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.45,-5.37,-0.2
1988-09-01,-0.3,-0.3,,,-2.23,-7.43,-13.8,-7.01,-4.23,1.62,0.4,0.8,,3.48,,,,,,,,0.68,,-4.22,,,,,
1988-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-3.98,-0.1
1988-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.48,-3.93,-0.2
1988-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.42,-5.61,-0.3
1988-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.02,-5.51,-0.1
1988-10-01,-0.2,-0.4,,,-4.17,-13.78,-5.25,-9.12,-4.29,1.41,0.3,0.7,,3.69,,,,,,,,0.39,,-8.25,,,-5.11,-6.35,-0.2
1988-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,-6.01,-0.2
1988-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.86,-4.25,-0.1
1988-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,-2.76,0.0
1988-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,-0.57,0.0
1988-11-01,-0.3,-0.2,,,-2.36,-5.57,-12.17,-7.08,-10.0,1.74,0.5,0.8,,3.34,,,,,,,,2.7,,-8.94,,,,,
