date,CPI - New York YoY %,CPI - Philadelphia YoY %,CPI - Boston YoY %,CPI - Chicago YoY %,CPI - Detroit YoY %,CPI - Dallas YoY %,CPI - Houston YoY %,CPI - Atlanta YoY %,CPI - Miami YoY %,CPI - San Francisco YoY %,CPI - Seattle YoY %,CPI - West Region (Size Class A) YoY %
2011-09-01,3.7576,,3.7366,3.1349,,3.6521,,,,,,3.3204
2011-10-01,3.335,3.0178,,2.9344,3.451,,3.2313,3.0895,3.8054,3.1669,3.813,3.1855
2011-11-01,3.0406,,2.9092,2.87,,4.0339,,,,,,3.1012
2011-12-01,2.6596,2.7608,,2.0591,3.4504,,3.0841,2.9977,3.0622,2.9294,3.5043,2.6509
2012-01-01,2.7543,,2.534,2.059,,2.9547,,,,,,2.5356
2012-02-01,2.6465,2.1566,,1.5884,3.8778,,3.5832,2.3602,2.8982,2.9998,2.7288,2.5078
2012-03-01,2.5528,,1.8036,2.052,,2.7304,,,,,,2.4022
2012-04-01,2.3774,1.9898,,1.6703,2.1358,,2.214,1.759,1.9836,2.0776,2.8606,2.0806
2012-05-01,1.8458,,0.821,0.985,,1.6437,,,,,,2.0749
2012-06-01,1.5698,1.2548,,0.8884,0.4487,,1.7486,1.5175,1.2085,2.6365,2.6967,2.1189
2012-07-01,1.1446,,0.8475,1.0644,,1.2776,,,,,,1.9917
2012-08-01,1.3653,1.423,,1.4926,1.4837,,0.7479,1.4925,1.444,2.797,2.7385,2.3202
2012-09-01,1.5944,,1.7032,1.6289,,2.2833,,,,,,2.3424
2012-10-01,1.6901,2.1649,,1.6553,2.4313,,1.361,1.8233,2.004,3.1883,2.3055,2.8475
2012-11-01,1.9926,,1.9993,1.4801,,1.7288,,,,,,2.0709
2012-12-01,2.1135,1.7839,,1.6766,1.4351,,0.9976,1.1746,1.393,2.2217,1.3547,1.8345
2013-01-01,2.2,,1.6536,1.2141,,2.1477,,,,,,1.8906
2013-02-01,2.3769,1.8147,,2.3016,1.8884,,0.6975,2.0935,1.9146,2.4472,1.7621,2.2065
2013-03-01,1.8667,,1.4844,0.9364,,1.8093,,,,,,1.7016
2013-04-01,1.4337,1.0779,,0.9469,1.2535,,0.6881,1.085,0.8594,2.3809,1.2155,1.4723
2013-05-01,1.432,,1.4008,1.5221,,1.6228,,,,,,1.4438
2013-06-01,1.7848,1.5101,,1.6773,3.3306,,1.4905,1.4281,1.6343,2.5558,1.3693,1.7335
2013-07-01,2.107,,1.9247,1.6985,,2.7037,,,,,,1.9959
2013-08-01,1.6519,1.0732,,1.1473,1.3367,,2.2632,1.5206,0.5624,2.0326,1.0632,1.465
2013-09-01,1.5517,,0.974,0.6932,,1.418,,,,,,1.3407
2013-10-01,1.098,0.2511,,0.5353,0.7249,,1.7875,1.6474,0.8721,1.5579,0.5933,0.8341
2013-11-01,1.216,,0.9207,0.5746,,1.1973,,,,,,1.3708
2013-12-01,1.4707,1.2122,,0.5058,0.761,,3.6236,2.3583,1.8696,2.5792,1.2866,1.8717
2014-01-01,1.8795,,1.2666,1.249,,1.2143,,,,,,1.706
2014-02-01,1.0869,1.019,,0.6836,0.7415,,2.9307,1.7916,1.5697,2.4469,1.1972,1.4034
2014-03-01,1.3181,,1.6533,1.9387,,1.0394,,,,,,1.6606
2014-04-01,1.5697,1.3934,,2.3722,2.0201,,2.7965,2.5162,2.4983,2.7874,2.4055,2.0744
2014-05-01,1.9335,,2.0689,1.7581,,1.8176,,,,,,2.4393
2014-06-01,1.7278,1.7665,,2.0424,1.2973,,3.2644,3.0022,2.3602,3.0016,1.9858,2.3511
2014-07-01,1.6213,,1.6844,1.8893,,1.1817,,,,,,2.5241
2014-08-01,1.3258,1.3113,,1.8747,1.0382,,2.6499,2.2287,2.3947,2.9593,1.8199,2.3444
2014-09-01,0.9942,,1.5719,2.0732,,1.0651,,,,,,2.0874
2014-10-01,1.3347,1.5787,,2.0341,1.0483,,3.3703,2.2036,2.2072,3.1977,2.087,2.0207
2014-11-01,0.779,,1.5985,1.5561,,0.8067,,,,,,1.8179
2014-12-01,0.3094,0.6334,,1.481,-0.0614,,1.1224,0.9448,1.3612,2.6706,1.6573,1.4187
2015-01-01,-0.47,,0.5661,0.3666,,-0.6436,,,,,,0.8919
2015-02-01,0.0853,-0.066,,-0.2007,-1.8266,,-0.6905,-0.3372,0.419,2.532,1.1229,0.9592
2015-03-01,-0.1246,,0.7965,-0.6028,,-0.5615,,,,,,1.1672
2015-04-01,-0.01,0.0094,,-0.9328,-1.9348,,-0.4079,-0.4773,0.4597,2.4362,0.4035,0.9849
2015-05-01,-0.0609,,0.6387,-0.4869,,-0.5037,,,,,,1.3208
2015-06-01,0.062,0.1745,,-0.7116,-2.4269,,-0.3596,0.5762,1.1572,2.2896,1.6072,1.291
2015-07-01,-0.1143,,0.6671,-0.4551,,-0.3949,,,,,,1.6331
2015-08-01,0.1042,-0.3196,,-0.0984,-0.9155,,0.2569,0.6125,1.3261,2.5904,1.793,1.6045
2015-09-01,0.3114,,0.299,-0.4364,,-0.8538,,,,,,1.2728
2015-10-01,0.3896,-0.5107,,-0.169,-0.6676,,-0.1034,0.4546,1.0892,2.5603,1.2011,1.4474
2015-11-01,0.6273,,0.837,0.2012,,-0.0387,,,,,,1.8956
2015-12-01,0.7211,-0.2289,,0.004,-0.1463,,0.3615,1.3561,1.6157,3.1775,2.1771,2.2322
2016-01-01,0.7609,,1.0446,0.9409,,1.054,,,,,,3.0079
2016-02-01,0.6307,0.2921,,0.7419,0.8647,,2.0078,1.6206,1.5796,3.0168,2.2184,2.5177
2016-03-01,0.7167,,0.6124,0.164,,0.6391,,,,,,1.955
2016-04-01,1.0232,0.6495,,0.6557,1.0991,,1.447,1.937,1.4462,2.695,2.5055,2.2225
2016-05-01,0.8603,,1.5457,0.3295,,1.022,,,,,,1.7877
2016-06-01,0.9044,0.1241,,0.6572,2.2992,,1.5938,0.6982,1.6094,2.6722,1.7789,1.9481
2016-07-01,0.9659,,1.479,-0.0586,,1.2946,,,,,,1.5519
2016-08-01,1.0763,0.3546,,-0.2488,1.6549,,0.8991,1.2399,1.5892,3.0533,2.1024,1.7954
2016-09-01,1.0367,,2.3235,0.6363,,2.0303,,,,,,2.3589
2016-10-01,1.2324,1.3357,,0.8338,1.7074,,1.6922,2.4262,1.9377,3.558,2.4359,2.5599
2016-11-01,1.6068,,1.2647,1.462,,2.3744,,,,,,2.4996
2016-12-01,2.1082,1.7474,,1.8584,2.3966,,2.2645,2.5899,2.8516,3.5322,2.5704,2.7001
2017-01-01,2.5255,,2.9742,1.8326,,2.7251,,,,,,2.7751
2017-02-01,2.6016,2.1441,,2.2217,3.0212,,2.124,3.5347,3.951,3.4372,3.4115,3.2325
2017-03-01,2.3227,,2.5071,1.9523,,2.241,,,,,,3.2353
2017-04-01,2.0292,1.2682,,1.6881,2.2908,,2.0133,3.1963,2.8009,3.7889,3.0514,3.1433
2017-05-01,1.8499,,2.0885,1.8303,,2.0601,,,,,,2.9363
2017-06-01,1.8149,0.7045,,1.3311,1.0956,,1.6106,3.1571,1.9688,3.4818,2.9903,2.7631
2017-07-01,1.6415,,2.1584,2.2149,,1.8537,,,,,,2.8171
2017-08-01,1.7024,1.4398,,2.2904,1.2796,,2.1576,3.512,2.2516,3.0016,2.5013,2.8691
2017-09-01,2.0623,,2.7231,2.1257,,3.2142,,,,,,3.0483
2017-10-01,1.8271,0.8115,,1.5848,2.0101,,2.2974,3.2305,2.7368,2.6873,3.0015,3.0303
2017-11-01,1.5754,,2.8562,1.8344,,3.1913,,,,,,3.3055
2017-12-01,1.5609,0.8216,,1.6561,2.6764,,1.7496,3.2496,1.8172,2.943,3.5157,3.3593
2018-01-01,1.4439,,2.7803,1.7712,,2.712,,,,,,3.3142
2018-02-01,1.7007,0.4921,,1.6409,2.1151,,2.5792,3.2711,3.1531,3.5645,3.2863,3.3897
2018-03-01,1.7243,,3.5919,1.7927,,2.9001,,,,,,3.5291
2018-04-01,1.8668,1.3844,,2.0913,2.3401,,2.3943,2.7895,3.5149,3.2168,3.3449,3.571
2018-05-01,2.1694,,3.1594,2.3419,,3.8932,,,,,,3.6707
2018-06-01,2.0486,1.8865,,2.1992,3.6067,,2.9836,2.7766,4.2484,3.9077,3.2754,3.7939
2018-07-01,2.2466,,3.3679,1.8654,,3.5268,,,,,,3.8525
2018-08-01,2.1529,1.6736,,1.6644,2.8497,,2.2833,2.2085,3.5811,4.2665,3.1489,3.8412
2018-09-01,1.9981,,3.3015,1.6073,,2.4042,,,,,,3.6531
2018-10-01,2.0499,1.6405,,2.0213,1.9036,,2.1759,1.55,3.4141,4.3603,3.0803,3.8095
2018-11-01,1.8921,,3.1518,0.98,,2.2389,,,,,,3.4347
2018-12-01,1.5848,1.018,,1.0683,1.1989,,2.2517,1.3537,2.9016,4.4994,2.7997,3.2067
2019-01-01,1.615,,2.4784,0.8258,,2.0874,,,,,,2.8683
2019-02-01,1.3258,1.4629,,1.4232,1.2337,,0.9314,1.2962,1.2446,3.526,2.7135,2.4792
2019-03-01,1.6069,,2.113,1.536,,2.7025,,,,,,2.5684
2019-04-01,1.6454,1.8575,,0.7506,0.9656,,1.8413,2.5129,2.2127,4.0149,2.3884,2.9543
2019-05-01,1.4843,,2.2824,1.1921,,1.4746,,,,,,2.9886
2019-06-01,1.6895,2.1091,,0.9621,0.0852,,0.8457,1.1278,1.1828,3.215,2.2893,2.8419
2019-07-01,1.7309,,2.012,1.5635,,2.2781,,,,,,2.7286
2019-08-01,1.8171,2.2886,,1.6325,1.3631,,1.3769,2.1927,1.9294,2.7205,3.1886,2.6724
2019-09-01,1.4097,,1.055,1.4379,,2.2391,,,,,,2.9026
2019-10-01,1.51,1.9467,,1.8184,2.4467,,0.8642,3.0112,1.5343,3.0276,2.1543,2.9432
2019-11-01,1.818,,2.123,2.1683,,1.8257,,,,,,3.0756
2019-12-01,2.1838,2.4073,,2.231,2.511,,0.9746,3.2873,1.952,2.4529,2.2423,2.7919
2020-01-01,2.4991,,2.2242,2.5787,,2.1461,,,,,,3.0222
2020-02-01,2.4487,2.5575,,1.9769,2.6167,,1.474,2.9033,1.4,2.906,2.474,3.2171
2020-03-01,1.9543,,1.8371,1.0982,,1.0021,,,,,,2.4234
2020-04-01,1.1469,-0.0682,,0.2661,-0.8183,,-1.2536,-0.3147,-0.4864,1.1102,1.3437,1.0817
2020-05-01,1.4471,,0.5991,0.369,,-0.4918,,,,,,1.0504
2020-06-01,1.2665,0.1063,,1.0962,0.5207,,-0.1823,0.8627,0.7257,1.6165,0.87,1.4829
2020-07-01,1.7241,,0.7945,1.017,,0.4173,,,,,,1.8833
2020-08-01,1.4494,0.4203,,0.9736,1.7758,,-0.194,0.7141,1.3639,1.5879,1.648,1.9829
2020-09-01,1.8662,,0.6349,1.3829,,0.3515,,,,,,1.2707
2020-10-01,1.7425,0.7803,,0.9653,0.4539,,-0.0678,1.1934,1.0362,1.1034,2.0895,0.9317
2020-11-01,1.368,,0.3866,0.8032,,0.325,,,,,,1.156
2020-12-01,1.6204,1.0875,,0.8906,0.6631,,0.7095,1.6219,1.0542,2.0003,1.4272,1.4637
2021-01-01,1.2428,,0.5028,0.674,,1.4975,,,,,,1.2467
2021-02-01,1.3791,0.9523,,1.2193,0.8113,,0.9972,2.4004,1.3987,1.5673,1.7138,1.3675
2021-03-01,1.9527,,1.2944,2.6082,,3.4036,,,,,,2.2723
2021-04-01,3.1608,3.5116,,4.6292,5.429,,4.5131,5.9588,4.1424,3.8061,3.417,3.8293
2021-05-01,3.1546,,3.2011,4.6503,,6.3097,,,,,,4.0621
2021-06-01,4.087,4.8515,,4.7229,5.4032,,4.5767,6.7207,5.0632,3.1547,5.5213,4.4109
2021-07-01,3.5008,,4.2504,4.8692,,5.5989,,,,,,4.5218
2021-08-01,3.686,4.6464,,4.8035,3.909,,5.2887,6.6239,4.2397,3.6594,5.1944,4.601
2021-09-01,3.8436,,4.0202,4.5315,,5.9387,,,,,,4.9687
2021-10-01,4.3471,5.642,,5.3086,5.4722,,6.0587,7.8651,5.6894,3.8209,6.5356,5.7204
2021-11-01,5.0122,,5.3056,5.9867,,7.4517,,,,,,6.2224
2021-12-01,4.4013,6.6048,,6.6055,6.9819,,6.5633,9.7863,7.1263,4.244,7.5675,6.7714
2022-01-01,5.127,,6.2868,6.7973,,7.8289,,,,,,7.4342
2022-02-01,5.1233,7.3369,,7.0501,7.545,,7.7959,10.5826,9.2837,5.1934,8.0599,7.637
2022-03-01,6.1023,,7.285,7.8049,,9.0496,,,,,,8.4374
2022-04-01,6.3173,8.3839,,7.1883,8.3226,,8.48,10.8338,9.1187,4.9961,9.121,8.0822
2022-05-01,6.2724,,7.5123,8.0206,,9.1423,,,,,,8.3012
2022-06-01,6.7094,8.7645,,8.9444,9.6574,,10.235,11.5042,10.0816,6.7988,10.1435,8.947
2022-07-01,6.4935,,6.9882,8.3547,,9.3503,,,,,,8.3329
2022-08-01,6.5843,8.1185,,8.3475,8.6203,,9.5343,11.7077,10.235,5.6895,9.0396,7.9803
2022-09-01,6.2243,,8.147,8.233,,9.1575,,,,,,8.2141
2022-10-01,6.0262,7.7667,,7.6537,8.4841,,7.6329,10.693,9.6006,6.0004,8.9324,8.0187
2022-11-01,5.8775,,6.9995,6.7914,,8.3941,,,,,,6.9898
2022-12-01,6.3298,6.3933,,5.4573,6.2025,,5.3273,8.0564,9.8628,4.8818,8.4082,6.1555
2023-01-01,5.9924,,6.4458,5.4246,,7.5021,,,,,,6.5529
2023-02-01,6.0249,6.9225,,4.9655,6.965,,5.1779,7.2113,9.1578,5.3024,8.0331,6.1873
2023-03-01,4.5944,,4.6882,4.4192,,5.7602,,,,,,5.0421
2023-04-01,3.7137,4.7368,,4.7684,6.5687,,4.0262,5.7987,9.032,4.1917,6.9385,4.9558
2023-05-01,3.4791,,3.6192,3.3226,,4.7182,,,,,,4.5241
2023-06-01,2.4558,3.1403,,2.1049,4.6634,,1.7073,4.5592,6.9411,2.8792,4.6159,3.4356
2023-07-01,3.1608,,2.8195,2.2419,,3.9714,,,,,,3.4323
2023-08-01,3.5432,3.9479,,2.3438,5.8648,,2.6811,4.3548,7.8353,3.4126,5.4018,4.0512
2023-09-01,3.7381,,2.6176,2.2821,,4.5649,,,,,,3.9805
2023-10-01,3.4835,3.4793,,2.441,3.4074,,3.0127,3.1566,7.4194,2.7576,4.7911,3.3652
2023-11-01,3.0304,,2.3885,2.5276,,5.2297,,,,,,3.4263
2023-12-01,2.8623,3.9009,,3.3444,4.458,,4.4646,3.5627,5.6637,2.6245,4.3853,3.7071
2024-01-01,3.0976,,1.9971,3.2637,,5.3373,,,,,,2.981
2024-02-01,2.9161,3.4382,,3.3873,2.7874,,3.5043,3.3329,4.8884,2.3661,4.2691,3.2158
2024-03-01,3.3824,,3.306,3.1362,,4.8645,,,,,,3.5696
2024-04-01,3.7778,4.0767,,3.0079,3.4784,,2.9333,3.1146,4.4506,3.767,4.4362,3.6931
2024-05-01,3.9472,,3.9532,3.0725,,5.0269,,,,,,3.5219
2024-06-01,4.1993,3.5861,,2.9895,3.3553,,2.1317,2.604,3.4853,3.2371,3.8305,3.0587
2024-07-01,4.0763,,3.4541,3.6734,,4.0836,,,,,,3.1359
2024-08-01,3.7468,3.3751,,3.7509,3.5105,,1.6559,1.6544,2.5965,2.704,3.1151,2.6331
2024-09-01,3.7701,,3.397,4.0805,,2.6295,,,,,,2.4764
2024-10-01,3.959,3.3764,,3.516,3.2557,,2.1407,1.8999,2.6731,2.3888,2.9538,2.411
2024-11-01,4.3187,,3.0911,3.7635,,1.8751,,,,,,2.6791
2024-12-01,4.2868,3.3151,,3.8755,2.8313,,1.0436,2.6499,2.8312,2.3788,2.7149,2.7163
2025-01-01,4.0054,,3.8519,4.2623,,2.7688,,,,,,2.8538
2025-02-01,4.1773,3.1193,,3.8494,3.3292,,1.0437,2.078,2.8619,2.689,2.5217,2.8543
2025-03-01,3.8441,,2.4949,3.723,,1.4388,,,,,,2.5863
2025-04-01,3.857,2.8845,,3.116,1.3975,,1.1771,1.9219,2.1855,1.2698,1.6682,2.2627
2025-05-01,3.383,,2.9976,3.2613,,0.5929,,,,,,2.3458
2025-06-01,3.45,3.2794,,3.5384,1.2553,,1.8121,1.7776,3.1114,1.537,2.683,2.6599
2025-07-01,3.2007,,3.2423,2.6971,,0.8827,,,,,,2.7501
2025-08-01,3.189,3.2503,,3.0644,0.701,,1.1344,1.7356,2.5422,2.4913,2.8245,2.944
2025-09-01,3.0208,,3.2558,2.8695,,1.8644,,,,,,3.1453
2025-11-01,2.979,,2.771,2.4774,,1.1358,,,,,,3.044
2025-12-01,3.3646,3.8914,,2.172,2.0535,,1.649,0.8542,2.5784,3.0365,3.1322,3.0379
2026-01-01,2.8736,,1.414,1.345,,-0.35,,,,,,2.8461
2026-02-01,3.2229,3.5415,,2.0211,2.2846,,1.312,2.2712,2.1466,2.4769,3.9165,2.8456
