date,Civilian Labor Force Level (000s) YoY %,Labor Force Participation Rate YoY %,Employment-Population Ratio YoY %,Total Nonfarm Payrolls (000s) YoY %,Average Hourly Earnings - All Employees YoY %,Average Weekly Hours - All Employees YoY %,Average Hourly Earnings - Production Workers YoY %
1940-01-01,,,,5.6144,,,
1940-02-01,,,,5.3654,,,
1940-03-01,,,,5.1024,,,
1940-04-01,,,,5.3399,,,
1940-05-01,,,,5.2147,,,
1940-06-01,,,,4.8357,,,
1940-07-01,,,,5.0067,,,
1940-08-01,,,,5.5083,,,
1940-09-01,,,,5.733,,,
1940-10-01,,,,5.9088,,,
1940-11-01,,,,6.9876,,,
1940-12-01,,,,8.3444,,,
1941-01-01,,,,9.1067,,,
1941-02-01,,,,9.8628,,,
1941-03-01,,,,10.2655,,,
1941-04-01,,,,11.8829,,,
1941-05-01,,,,13.4979,,,
1941-06-01,,,,14.6136,,,
1941-07-01,,,,16.2639,,,
1941-08-01,,,,16.0485,,,
1941-09-01,,,,15.3155,,,
1941-10-01,,,,14.074,,,
1941-11-01,,,,12.9347,,,
1941-12-01,,,,11.5,,,
1942-01-01,,,,11.212,,,
1942-02-01,,,,10.5301,,,
1942-03-01,,,,10.9512,,,
1942-04-01,,,,10.9507,,,
1942-05-01,,,,9.9193,,,
1942-06-01,,,,9.2196,,,
1942-07-01,,,,8.9803,,,
1942-08-01,,,,9.1732,,,
1942-09-01,,,,9.0498,,,
1942-10-01,,,,9.3968,,,
1942-11-01,,,,9.5992,,,
1942-12-01,,,,10.0016,,,
1943-01-01,,,,9.9747,,,
1943-02-01,,,,10.0774,,,
1943-03-01,,,,9.2898,,,
1943-04-01,,,,8.3731,,,
1943-05-01,,,,7.1032,,,
1943-06-01,,,,6.875,,,
1943-07-01,,,,5.505,,,
1943-08-01,,,,3.8011,,,
1943-09-01,,,,2.9884,,,
1943-10-01,,,,2.7942,,,
1943-11-01,,,,2.7523,,,
1943-12-01,,,,1.9826,,,
1944-01-01,,,,1.1429,,,
1944-02-01,,,,0.342,,,
1944-03-01,,,,-0.6063,,,
1944-04-01,,,,-1.3694,,,
1944-05-01,,,,-1.4344,,,
1944-06-01,,,,-1.9495,,,
1944-07-01,,,,-1.8642,,,
1944-08-01,,,,-1.6359,,,
1944-09-01,,,,-1.9133,,,
1944-10-01,,,,-2.266,,,
1944-11-01,,,,-2.5922,,,
1944-12-01,,,,-2.0727,,,
1945-01-01,,,,-1.7794,,,
1945-02-01,,,,-1.5069,,,
1945-03-01,,,,-1.1727,,,
1945-04-01,,,,-1.4668,,,
1945-05-01,,,,-1.622,,,
1945-06-01,,,,-1.9024,,,
1945-07-01,,,,-2.458,,,
1945-08-01,,,,-3.307,,,
1945-09-01,,,,-7.6105,,,
1945-10-01,,,,-7.4518,,,
1945-11-01,,,,-6.5091,,,
1945-12-01,,,,-6.5695,,,
1946-01-01,,,,-4.9314,,,
1946-02-01,,,,-6.3322,,,
1946-03-01,,,,-3.8351,,,
1946-04-01,,,,-1.286,,,
1946-05-01,,,,0.1089,,,
1946-06-01,,,,1.4241,,,
1946-07-01,,,,3.1291,,,
1946-08-01,,,,5.3774,,,
1946-09-01,,,,11.4473,,,
1946-10-01,,,,11.6399,,,
1946-11-01,,,,11.2806,,,
1946-12-01,,,,10.9154,,,
1947-01-01,,,,9.3048,,,
1947-02-01,,,,10.9902,,,
1947-03-01,,,,8.4886,,,
1947-04-01,,,,6.3207,,,
1947-05-01,,,,5.5358,,,
1947-06-01,,,,4.9718,,,
1947-07-01,,,,3.772,,,
1947-08-01,,,,3.0908,,,
1947-09-01,,,,3.0013,,,
1947-10-01,,,,3.0585,,,
1947-11-01,,,,2.5095,,,
1947-12-01,,,,2.7709,,,
1948-01-01,,,,2.6278,,,
1948-02-01,,,,2.2407,,,
1948-03-01,,,,2.4675,,,
1948-04-01,,,,2.023,,,
1948-05-01,,,,2.6537,,,
1948-06-01,,,,2.7939,,,
1948-07-01,,,,3.2394,,,
1948-08-01,,,,2.7707,,,
1948-09-01,,,,2.4682,,,
1948-10-01,,,,1.8779,,,
1948-11-01,,,,1.5916,,,
1948-12-01,,,,1.0116,,,
1949-01-01,1.1249,0.1706,-0.7067,-0.0246,,,
1949-02-01,0.8806,0.1698,-0.8818,-0.0808,,,
1949-03-01,1.6697,0.6838,-0.1783,-0.9914,,,
1949-04-01,0.5439,-0.339,-1.7637,-0.3222,,,
1949-05-01,2.146,1.2007,-1.4235,-1.8127,,,
1949-06-01,-0.0148,-1.0135,-3.5088,-2.8756,,,
1949-07-01,0.1961,-0.6745,-3.6778,-3.6072,,,
1949-08-01,1.2893,0.5093,-2.6502,-3.4397,,,
1949-09-01,1.3451,0.3396,-2.2968,-3.3426,,,
1949-10-01,2.5377,1.5332,-2.8319,-5.0901,,,
1949-11-01,2.1466,1.1925,-1.5929,-4.3149,,,
1949-12-01,1.2081,0.1692,-2.6408,-3.3532,,,
1950-01-01,1.4645,0.3407,-1.9573,-2.5566,,,
1950-02-01,1.0318,-0.1695,-1.9573,-2.6968,,,
1950-03-01,0.8695,-0.1698,-1.6071,-0.6465,,,
1950-04-01,1.8867,0.6803,0.1795,0.33,,,
1950-05-01,1.3451,0.1695,0.722,1.6688,,,
1950-06-01,2.4135,1.3652,2.1818,3.0728,,,
1950-07-01,1.3377,0.3396,2.0,4.4175,,,
1950-08-01,1.6334,0.5068,3.0853,5.8867,,,
1950-09-01,1.1617,0.1692,2.3508,6.0713,,,
1950-10-01,0.3908,-0.3356,3.643,8.7653,,,
1950-11-01,0.4532,-0.1684,2.3381,8.1726,,,
1950-12-01,0.2584,0.0,2.5316,7.672,,,
1951-01-01,0.4541,0.3396,3.2668,8.6431,,,
1951-02-01,0.1475,0.3396,3.4483,9.8852,,,
1951-03-01,1.4967,1.7007,4.7187,8.9161,,,
1951-04-01,-0.5631,-0.1689,2.6882,7.8388,,,
1951-05-01,-0.0628,0.5076,3.2258,7.232,,,
1951-06-01,-1.2881,-0.6734,1.6014,6.6122,,,
1951-07-01,-0.0241,0.5076,2.6738,5.7355,,,
1951-08-01,-1.0688,-0.5042,1.0563,3.9401,,,
1951-09-01,-0.9126,-0.1689,0.8834,3.2646,,,
1951-10-01,-0.3588,0.0,0.703,2.7834,,,
1951-11-01,-0.4367,-0.1686,0.3515,2.931,,,
1951-12-01,0.6267,0.6757,1.7637,3.1007,,,
1952-01-01,0.7927,0.6768,1.406,2.1316,,,
1952-02-01,1.0376,0.6768,1.2281,1.9863,,,
1952-03-01,-1.2875,-1.505,-1.0399,1.3181,,,
1952-04-01,-0.1424,-0.5076,-0.349,1.5858,,,
1952-05-01,0.0226,-0.5051,-0.5208,1.4389,,,
1952-06-01,0.792,0.1695,0.3503,0.4536,,,
1952-07-01,-0.2319,-0.8418,-1.0417,0.1706,,,
1952-08-01,-0.0807,-0.8446,-1.0453,1.8995,,,
1952-09-01,1.0958,0.1692,0.5254,2.8486,,,
1952-10-01,-0.3746,-1.1785,-0.6981,3.3142,,,
1952-11-01,0.7692,-0.1689,0.7005,3.4665,,,
1952-12-01,0.2626,-0.6711,-0.1733,3.8333,,,
1953-01-01,1.613,0.0,0.1733,3.8264,,,
1953-02-01,1.7639,0.0,0.5199,3.7447,,,
1953-03-01,3.1367,1.1885,1.7513,4.0595,,,
1953-04-01,2.3445,0.5102,0.7005,3.733,,,
1953-05-01,0.8975,-0.846,-0.349,3.7992,,,
1953-06-01,1.5458,-0.3384,0.1745,4.6332,,,
1953-07-01,1.7672,0.0,0.7018,4.9706,,,
1953-08-01,1.5175,-0.1704,0.5282,3.1988,,,
1953-09-01,0.4323,-1.1824,-1.0453,2.1249,,,
1953-10-01,1.4458,-0.3407,-0.3515,1.2964,,,
1953-11-01,0.7329,-0.846,-1.7391,0.1847,,,
1953-12-01,0.2779,-1.5203,-3.2986,-0.9229,,,
1954-01-01,-0.5328,-1.5126,-3.6332,-1.3461,,,
1954-02-01,0.7462,-0.3361,-3.1034,-1.9011,,,
1954-03-01,0.2136,-0.8389,-4.1308,-2.6073,,,
1954-04-01,1.2142,0.1692,-3.1304,-2.4903,,,
1954-05-01,1.6929,0.5119,-2.9772,-3.0204,,,
1954-06-01,0.444,-0.6791,-3.8328,-3.2146,,,
1954-07-01,0.3885,-0.8489,-4.1812,-3.3659,,,
1954-08-01,1.4184,0.1706,-3.3275,-3.2938,,,
1954-09-01,2.3626,1.1966,-2.2887,-2.9423,,,
1954-10-01,1.7004,0.5128,-2.1164,-2.5836,,,
1954-11-01,1.2868,0.0,-1.7699,-1.4587,,,
1954-12-01,0.8233,-0.3431,-0.8977,-0.7484,,,
1955-01-01,1.2821,0.0,0.0,0.0546,,,
1955-02-01,-0.4657,-1.5177,-0.8897,0.5306,,,
1955-03-01,0.1395,-1.0152,0.1795,1.6376,,,
1955-04-01,0.9854,-0.3378,0.8977,2.1737,,,
1955-05-01,1.1088,-0.1698,1.6245,3.1594,,,
1955-06-01,1.7981,0.5128,1.9928,3.8757,,,
1955-07-01,2.9114,1.5411,3.4545,4.4067,,,
1955-08-01,2.9416,1.7036,3.442,4.6799,,,
1955-09-01,2.21,0.8446,3.0631,4.8685,,,
1955-10-01,2.9483,1.7007,3.0631,5.0815,,,
1955-11-01,3.5728,2.2184,3.4234,4.9044,,,
1955-12-01,4.9485,3.6145,4.529,5.0151,,,
1956-01-01,3.9258,2.7304,3.7702,5.0085,,,
1956-02-01,3.8119,2.5685,3.2316,5.0822,,,
1956-03-01,3.5894,2.2222,2.6882,4.6675,,,
1956-04-01,2.633,1.5254,2.3132,4.233,,,
1956-05-01,3.6362,2.381,2.3091,3.9476,,,
1956-06-01,3.4428,2.2109,2.1314,3.5361,,,
1956-07-01,2.4668,1.3491,1.0545,1.8985,,,
1956-08-01,1.6651,0.5025,0.8757,2.9739,,,
1956-09-01,1.6548,0.5025,0.6993,2.6099,,,
1956-10-01,1.1015,0.0,0.5245,2.6211,,,
1956-11-01,0.9389,-0.1669,-0.1742,2.3822,,,
1956-12-01,0.3838,-0.6645,-0.6932,2.1697,,,
1957-01-01,0.0136,-1.1628,-1.3841,1.7547,,,
1957-02-01,1.1418,0.0,0.0,1.7827,,,
1957-03-01,1.1152,0.0,0.5236,1.6484,,,
1957-04-01,0.578,-0.6678,-0.5217,1.6477,,,
1957-05-01,-0.0405,-1.1628,-0.8681,1.2265,,,
1957-06-01,0.5247,-0.4992,-0.5217,0.9147,,,
1957-07-01,0.8749,-0.1664,0.0,2.2481,,,
1957-08-01,0.0495,-1.1667,-1.2153,0.9443,,,
1957-09-01,0.5246,-0.6667,-1.0417,0.6273,,,
1957-10-01,0.7814,-0.5017,-1.2174,-0.0265,,,
1957-11-01,0.6991,-0.5017,-1.5707,-0.4979,,,
1957-12-01,1.0465,-0.3344,-1.2216,-1.0297,,,
1958-01-01,1.0041,-0.3361,-1.9298,-1.5335,,,
1958-02-01,0.4815,-1.0017,-3.4783,-2.8646,,,
1958-03-01,0.4633,-0.8361,-3.9931,-3.4935,,,
1958-04-01,1.5004,0.1681,-3.4965,-4.153,,,
1958-05-01,1.7992,0.5042,-2.9772,-4.207,,,
1958-06-01,0.9276,-0.5017,-3.4965,-4.0571,,,
1958-07-01,0.7247,-0.6667,-4.0,-3.923,,,
1958-08-01,1.9953,0.8432,-2.6362,-3.5669,,,
1958-09-01,1.3987,0.1678,-2.807,-2.6977,,,
1958-10-01,1.4598,0.1681,-2.1127,-2.4222,,,
1958-11-01,0.797,-0.5042,-1.5957,-1.1682,,,
1958-12-01,0.5074,-0.6711,-1.9435,-0.5708,,,
1959-01-01,1.2534,0.0,-0.3578,0.7719,,,
1959-02-01,0.6667,-0.5059,0.0,2.156,,,
1959-03-01,1.257,0.0,1.2658,3.3431,,,
1959-04-01,1.023,-0.3356,1.9928,4.4957,,,
1959-05-01,0.4168,-1.0033,1.444,5.1774,,,
1959-06-01,0.8925,-0.5042,1.9928,5.4347,,,
1959-07-01,1.0542,-0.3356,1.9928,5.4174,,,
1959-08-01,0.5806,-1.0033,1.2635,4.1048,,,
1959-09-01,0.7985,-0.67,1.083,3.7316,,,
1959-10-01,1.1404,-0.3356,0.8993,3.638,,,
1959-11-01,1.2933,-0.1689,0.3604,3.2535,,,
1959-12-01,1.8512,0.5068,1.4414,4.0108,,,
1960-01-01,1.5102,-0.3373,0.5386,3.4224,,,
1960-02-01,1.9217,0.1695,1.2613,3.4638,,,
1960-03-01,0.4863,-1.3491,-1.0714,2.7163,,,
1960-04-01,1.8145,0.1684,0.1776,2.7981,,,
1960-05-01,2.1239,0.5068,0.3559,1.7274,,,
1960-06-01,2.4254,0.8446,0.3552,1.2425,,,
1960-07-01,1.7596,0.1684,-0.1776,0.933,,,
1960-08-01,2.059,0.5068,0.0,1.7549,,,
1960-09-01,2.343,0.6745,0.7143,1.4955,,,
1960-10-01,1.5446,0.0,-0.5348,1.4693,,,
1960-11-01,2.7811,1.1844,0.7181,0.6097,,,
1960-12-01,2.0306,0.3361,-1.0657,-0.7974,,,
1961-01-01,2.1534,0.846,-0.5357,-1.0889,,,
1961-02-01,2.1335,0.846,-1.2456,-1.7537,,,
1961-03-01,3.3685,2.0513,0.361,-1.4599,,,
1961-04-01,0.9888,-0.3361,-2.1277,-2.1637,,,
1961-05-01,1.1863,-0.1681,-2.1277,-1.2648,,,
1961-06-01,1.3498,0.0,-1.5929,-0.6826,,,
1961-07-01,1.1341,-0.3361,-1.7794,-0.337,,,
1961-08-01,0.9923,-0.3361,-1.426,0.0479,,,
1961-09-01,0.0941,-1.1725,-2.4823,0.2969,,,
1961-10-01,0.87,-0.5051,-0.8961,0.7019,,,
1961-11-01,-0.0894,-1.1706,-1.0695,1.4473,,,
1961-12-01,-0.4517,-1.5075,-0.7181,2.1026,,,
1962-01-01,-0.3662,-1.3423,-0.5386,2.2502,,,
1962-02-01,-0.0156,-1.0067,0.3604,3.0454,,,
1962-03-01,-0.4088,-1.34,0.1799,3.0116,,,
1962-04-01,0.0157,-1.0118,0.3623,3.6828,,,
1962-05-01,0.1405,-0.8418,0.9058,3.4247,,,
1962-06-01,-0.5136,-1.5075,0.0,3.0884,,,
1962-07-01,-0.3317,-1.3491,0.1812,2.9987,,,
1962-08-01,0.6337,-0.5059,0.7233,2.8362,,,
1962-09-01,1.333,0.0,1.2727,2.9234,,,
1962-10-01,0.6029,-0.6768,0.3617,2.786,,,
1962-11-01,0.7034,-1.0152,-0.5405,2.4004,,,
1962-12-01,1.1088,-0.6803,-0.1808,2.1067,,,
1963-01-01,1.3635,-0.3401,-0.361,2.2299,,,
1963-02-01,1.2115,-0.678,-1.0772,1.8881,,,
1963-03-01,1.433,-0.5093,-0.7181,1.8905,,,
1963-04-01,2.0191,0.1704,0.1805,1.7589,,,
1963-05-01,1.8157,-0.1698,-0.7181,1.7761,,,
1963-06-01,1.577,-0.5102,-0.5396,1.8241,,,
1963-07-01,2.3527,0.3419,0.1808,1.88,,,
1963-08-01,1.1341,-0.8475,-0.5386,1.9198,,,
1963-09-01,1.3745,-0.5085,-0.3591,1.9651,,,
1963-10-01,1.9234,0.1704,0.0,2.2162,,,
1963-11-01,2.1828,0.5128,0.3623,2.1389,,,
1963-12-01,1.8827,0.1712,0.1812,2.3792,,,
1964-01-01,1.7007,0.0,0.1812,2.445,,,
1964-02-01,1.9941,0.3413,0.9074,2.7085,,,
1964-03-01,1.8061,0.1706,0.3617,2.8001,,,
1964-04-01,2.1995,0.5102,0.7207,2.3719,,,
1964-05-01,2.1759,0.5102,1.4467,2.6017,,,
1964-06-01,1.963,0.3419,0.5425,2.7533,,,
1964-07-01,1.4606,-0.1704,0.5415,2.8489,,,
1964-08-01,1.8555,0.1709,0.5415,3.003,,,
1964-09-01,1.6068,0.0,0.3604,3.1974,,,
1964-10-01,1.4208,-0.3401,0.1802,2.636,,,
1964-11-01,1.1986,-0.5102,0.5415,3.4285,,,
1964-12-01,1.769,0.1709,0.5425,3.5913,,,
1965-01-01,1.6764,0.0,0.7233,3.6443,,,3.2
1965-02-01,1.6152,-0.1701,0.1799,3.5444,,,3.6
1965-03-01,1.6998,0.0,0.7207,3.6375,,,3.9841
1965-04-01,1.302,-0.5076,0.1789,4.0347,,,3.1746
1965-05-01,1.4592,-0.1692,0.1783,4.135,,,3.9683
1965-06-01,1.8896,0.1704,0.8993,4.2443,,,3.9526
1965-07-01,2.4025,0.8532,1.4363,4.3707,,,3.5433
1965-08-01,2.0487,0.5119,1.0772,4.4508,,,3.5294
1965-09-01,1.6537,0.0,0.8977,4.392,,,3.5156
1965-10-01,2.0871,0.5119,1.4388,4.9768,,,4.3137
1965-11-01,2.0618,0.5128,1.2567,4.6911,,,4.2969
1965-12-01,2.216,0.6826,1.7986,4.8821,,,3.4884
1966-01-01,2.1979,0.6826,1.7953,4.9461,,,3.876
1966-02-01,1.4853,0.1704,1.6158,5.01,,,3.861
1966-03-01,1.5227,0.1704,1.2522,5.3147,,,3.4483
1966-04-01,1.4954,0.3401,1.4286,5.2739,,,4.2308
1966-05-01,1.3174,0.0,0.8897,5.3248,,,3.8168
1966-06-01,1.6597,0.5102,1.426,5.6368,,,3.8023
1966-07-01,1.3042,0.0,0.708,5.472,,,4.1825
1966-08-01,1.9165,0.6791,1.2433,5.3554,,,4.1667
1966-09-01,2.0859,1.0221,1.6014,5.1277,,,4.1509
1966-10-01,1.8186,0.6791,1.2411,5.0795,,,4.1353
1966-11-01,2.4239,1.3605,1.773,4.8761,,,4.1199
1966-12-01,2.0614,0.8475,1.2367,4.6163,,,4.1199
1967-01-01,1.9325,0.8475,0.7055,4.6027,,,4.4776
1967-02-01,2.0906,0.8503,0.7067,4.1929,,,4.461
1967-03-01,1.669,0.5102,0.3534,3.6998,,,4.0741
1967-04-01,1.9101,0.678,0.5282,3.1984,,,4.059
1967-05-01,1.7575,0.5085,0.5291,2.9947,,,4.0441
1967-06-01,2.1455,0.846,0.703,2.5565,,,4.3956
1967-07-01,2.2816,0.846,0.8787,2.4681,,,4.3796
1967-08-01,2.1908,0.6745,0.7018,2.5362,,,4.7273
1967-09-01,2.3088,0.6745,0.5254,2.3529,,,4.3478
1967-10-01,2.6181,1.0118,0.7005,2.114,,,4.3321
1967-11-01,2.0637,0.3356,0.1742,2.59,,,4.6763
1967-12-01,2.4139,0.6723,0.5236,2.6089,,,5.036
1968-01-01,1.2252,-0.5042,-0.1751,2.1359,,,5.0
1968-02-01,2.2334,0.5059,0.5263,2.7297,,,4.9822
1968-03-01,2.5259,0.846,1.0563,2.6934,,,5.694
1968-04-01,1.9446,0.1684,0.5254,3.1925,,,6.0284
1968-05-01,2.7015,1.0118,1.4035,3.0966,,,6.0071
1968-06-01,2.3942,0.6711,0.8726,3.2776,,,5.614
1968-07-01,1.9441,0.3356,0.3484,3.3967,,,5.9441
1968-08-01,1.4142,-0.1675,0.1742,3.3065,,,5.5556
1968-09-01,1.3443,-0.335,0.1742,3.5064,,,6.5972
1968-10-01,0.9195,-0.6678,0.0,3.769,,,6.5744
1968-11-01,1.3019,-0.3344,0.1739,3.4196,,,6.5292
1968-12-01,1.2384,-0.3339,0.1736,3.5097,,,6.5068
1969-01-01,2.5072,0.6757,1.0526,3.9444,,,6.1224
1969-02-01,2.2868,0.6711,1.0471,3.6956,,,6.4407
1969-03-01,2.3295,0.5034,0.8711,3.8784,,,6.3973
