date,National Home Price Index YoY %,Atlanta YoY %,Boston YoY %,Charlotte YoY %,Chicago YoY %,Cleveland YoY %,Dallas YoY %,Denver YoY %,Detroit YoY %,Las Vegas YoY %,Los Angeles YoY %,Miami YoY %,Minneapolis YoY %,New York YoY %,Phoenix YoY %,Portland YoY %,San Diego YoY %,San Francisco YoY %,Seattle YoY %,Tampa YoY %,Washington DC YoY %
2016-02-01,5.0389,5.8603,3.5957,4.045,1.3385,3.1815,8.8301,9.491,6.1738,6.4436,6.4808,6.0319,3.7532,2.2173,5.9155,11.6959,6.1574,8.8602,10.4558,7.4904,0.9737
2016-03-01,4.9283,5.9356,4.1854,4.115,1.5468,2.6135,8.2884,9.6119,5.4806,5.9458,6.1348,6.0266,3.4923,2.5776,5.5038,12.0665,5.9159,8.0363,10.4468,7.1583,0.8707
2016-04-01,4.9719,6.1885,5.4832,4.7374,2.3059,2.6962,8.5463,9.2125,5.0362,5.8933,5.6911,6.2086,4.2964,2.4663,5.384,12.087,6.1564,7.5475,10.3086,7.4631,1.2882
2016-05-01,5.0,6.2712,5.4906,4.8835,2.9528,2.5321,9.0451,9.3864,4.8979,5.6836,5.3513,6.4974,4.7293,2.2245,5.2609,12.4007,6.2822,6.5598,10.4454,7.6835,1.7736
2016-06-01,5.0223,6.0122,4.6978,5.1444,3.1555,2.7321,9.0637,9.2542,4.9761,5.7328,5.3082,6.9692,4.9255,2.3084,5.1226,12.5523,6.5321,6.6806,10.9215,8.0145,1.6488
2016-07-01,5.0577,5.6414,4.3135,5.3017,3.3763,2.3889,8.5139,9.5525,5.8044,5.4129,5.5885,7.1804,5.0453,2.4682,5.2052,12.4056,5.9703,6.3171,11.2839,7.822,1.6121
2016-08-01,5.1553,5.6768,4.2752,5.7292,3.2756,2.8757,8.2676,9.0304,6.2225,5.1403,5.8978,7.1883,5.4123,2.5563,5.161,11.8079,5.8635,6.9121,11.4551,7.7379,1.7345
2016-09-01,5.1755,5.527,4.4305,6.0345,3.4039,2.8471,8.1929,8.9413,6.595,5.6511,5.9726,6.6634,5.5695,2.4735,5.267,10.9979,5.4454,5.8727,11.3093,7.6345,2.0076
2016-10-01,5.1252,5.8252,4.4962,5.9187,3.1132,3.9824,8.1451,8.4611,6.9611,5.6509,5.6633,6.3882,5.6161,2.294,5.1035,10.4587,5.975,5.7288,10.9196,7.8209,2.2433
2016-11-01,5.1335,5.8231,5.3802,5.6952,3.4134,3.9677,8.0421,8.868,6.6674,6.0071,5.48,6.08,5.4988,2.6044,5.154,10.2102,5.9612,5.4355,10.6172,7.9799,2.1289
2016-12-01,5.2007,5.9413,6.1478,5.395,4.1306,4.2977,7.9865,8.9913,6.1984,5.7863,5.3832,6.8151,5.5561,2.9173,4.7799,10.0156,5.4428,6.043,10.9405,8.2764,2.7104
2017-01-01,5.3779,5.5105,6.9417,5.8582,4.6158,4.1001,8.1033,9.1227,5.827,6.304,5.2398,6.656,5.5173,3.6295,5.1485,9.5174,5.6173,6.282,11.2069,8.0716,2.8994
2017-02-01,5.4424,5.2168,7.4208,5.9253,4.6132,4.6319,8.6488,8.5123,6.0677,6.2405,4.7697,6.6144,6.1776,3.7715,5.1991,9.5075,6.3824,6.0587,11.8291,7.2147,3.5567
2017-03-01,5.5169,5.2106,7.2917,6.4243,4.0868,4.3269,8.4199,8.0188,6.8932,6.4483,5.0832,5.7922,6.5078,4.0345,5.4872,8.9531,6.1871,4.6637,11.9298,6.6083,3.368
2017-04-01,5.5717,5.6046,6.4425,5.8311,3.5047,4.1079,8.3242,7.8622,7.3355,6.6711,5.0181,5.2952,5.9936,4.023,5.5961,9.1277,6.302,4.6816,12.5946,6.5721,2.8788
2017-05-01,5.6772,5.4768,5.9347,5.8985,3.1213,3.9657,7.7455,7.7329,7.4327,6.8884,5.4846,5.2214,5.7028,4.1956,5.6514,8.7274,6.4522,5.9643,13.0799,7.0593,2.7647
2017-06-01,5.7811,5.5462,6.2543,5.9129,3.23,3.716,7.7034,7.5541,7.7181,7.2394,5.5444,4.9548,5.7781,3.9519,5.7349,8.069,7.0261,6.3241,13.2915,7.0799,2.9131
2017-07-01,5.861,5.6824,6.9694,5.9512,3.3949,3.9219,7.4401,7.3304,7.3145,7.447,6.1772,5.1745,6.0684,4.121,5.4998,7.5524,7.0891,6.828,13.5613,7.2128,3.233
2017-08-01,5.9387,5.7615,7.082,6.1539,3.7859,4.4281,7.2583,7.3895,7.3631,8.5837,6.1315,4.8573,5.9724,4.5396,5.6924,7.308,7.8695,6.2077,13.3949,6.942,3.1606
2017-09-01,5.9733,5.7604,7.3649,6.1111,3.8225,5.3637,7.2575,7.2488,7.0531,9.0407,6.2389,4.9305,5.6926,5.2689,6.0116,7.3958,8.2556,7.2447,13.1587,7.2363,3.0443
2017-10-01,6.0091,5.1207,6.9204,6.3966,3.9149,4.5009,7.1576,7.3336,7.3158,10.1829,6.5047,4.3911,5.5273,5.8028,5.9298,7.2,8.0964,7.838,12.9759,6.7925,3.0782
2017-11-01,6.0542,5.1284,6.1549,5.6814,3.3784,3.9093,7.0501,7.0826,6.9889,10.6383,7.0257,4.0951,5.5395,5.5371,5.6098,6.9763,7.5216,9.2135,12.9883,7.0019,3.2836
2017-12-01,6.1612,5.2901,5.4873,5.8634,2.4704,3.2377,6.9364,7.5519,7.0771,11.1663,7.396,3.5844,5.4315,5.4075,5.6569,6.8035,7.5416,9.3741,12.9305,6.2272,2.7906
2018-01-01,6.1598,6.3034,5.3634,5.9672,2.3061,3.5582,6.9334,7.6458,7.516,10.9906,7.4096,4.009,5.9655,5.1143,5.8645,6.9949,7.5088,10.1901,12.8088,6.6431,2.2745
2018-02-01,6.3628,6.2494,5.8474,6.3557,2.414,4.2126,6.3513,8.2926,8.1691,11.6138,8.0479,4.5175,5.7566,5.6565,6.3655,6.5569,7.5738,9.8902,12.5262,7.0368,2.273
2018-03-01,6.3701,5.9481,5.4381,6.0583,2.4946,4.3927,5.7584,8.3572,7.4891,12.2642,7.8372,4.9665,5.84,4.9279,6.7676,6.5141,7.4965,10.9773,12.5796,7.4412,2.7727
2018-04-01,6.3227,5.4033,6.5022,6.0177,2.5745,4.7094,5.6239,8.3528,7.091,12.5966,8.048,4.9243,6.3153,4.2618,6.7341,5.7661,7.3895,10.6745,12.7132,7.103,2.9869
2018-05-01,6.2267,5.6552,6.7543,5.8416,2.6719,4.8849,5.5492,8.3025,6.7903,12.5528,7.3698,4.9699,6.1966,4.1102,7.0568,5.7307,6.9289,10.7905,13.2833,6.5683,2.8945
2018-06-01,6.1435,5.7393,6.7877,5.6514,2.6589,5.0822,5.1812,8.1737,6.2446,12.9288,7.3019,5.1285,6.1336,4.1513,7.0944,5.6851,6.6501,10.6642,12.6838,6.8876,2.7901
2018-07-01,5.9738,5.9007,5.8305,5.567,2.5377,5.6536,5.037,8.0134,6.0701,13.5834,6.3328,5.0,5.9227,3.757,7.3555,5.6294,6.1048,10.6668,11.5402,6.8306,2.7508
2018-08-01,5.718,5.8979,5.5215,5.2016,2.8025,5.4912,4.7261,7.7372,6.1193,13.7947,6.1961,4.9235,6.133,3.4729,6.9522,5.4077,4.8562,10.4379,9.7106,7.0462,2.8413
2018-09-01,5.4611,5.7412,5.0878,5.172,3.0019,4.9968,4.3319,7.4598,6.2968,13.4385,5.5918,4.5243,6.0723,3.0948,7.0454,5.1634,3.994,9.8492,8.5619,6.6431,2.9025
2018-10-01,5.2885,5.9665,5.3594,4.872,3.2351,4.584,3.9713,7.1085,5.93,12.825,5.4283,4.6858,5.9497,2.9385,7.6221,4.9168,3.6928,7.9856,7.565,6.3385,2.8626
2018-11-01,4.9624,6.0323,5.5254,5.3488,2.9964,4.5039,4.0817,6.4098,5.7069,12.0974,4.3298,4.9398,5.814,2.803,8.1421,4.4762,3.3345,5.7336,6.5579,5.6578,2.6616
2018-12-01,4.5608,5.83,5.2001,5.1645,2.818,4.6224,4.0613,5.6482,5.2936,11.4493,3.8288,5.1903,5.6604,2.7854,8.065,4.0482,2.4246,3.6254,5.2966,5.3103,2.7613
2019-01-01,4.1532,4.8374,4.5753,5.1077,2.1537,3.8671,3.9316,5.1214,4.9226,10.6829,2.7882,4.9241,5.2608,2.5443,7.6572,3.2855,1.5051,1.8098,4.0935,5.1248,2.9977
2019-02-01,3.8281,4.7211,3.2046,4.2217,1.9756,2.9975,3.443,4.7046,3.826,9.7566,1.7183,4.403,4.3758,1.985,6.803,2.8483,1.1529,1.1977,2.7055,5.4556,2.8795
2019-03-01,3.555,4.6128,3.6859,3.9658,1.498,3.4521,2.9753,4.1039,3.0765,8.1825,1.1837,4.3288,3.5742,1.5298,6.1416,2.3721,1.0339,0.9444,1.3675,5.2916,2.6274
2019-04-01,3.4252,4.9437,3.6644,4.1759,1.7074,3.4755,2.6622,3.6257,3.1949,7.0603,1.1911,3.958,2.7679,1.6435,5.9375,2.4505,0.4713,1.5523,-0.2215,5.5004,2.5873
2019-05-01,3.3368,4.5796,3.3521,4.364,1.5685,3.5364,2.486,3.343,3.7854,6.3418,1.684,3.3473,3.4116,1.5406,5.5272,2.2704,0.9033,0.7623,-1.3972,5.0948,2.7669
2019-06-01,3.1591,4.4991,3.653,4.3604,1.7437,3.4777,2.5006,3.205,4.1961,5.3639,1.2889,2.7024,3.6275,1.2738,5.5548,2.2433,1.094,0.5847,-1.3889,4.6181,2.8572
2019-07-01,3.1128,4.0574,3.8001,4.4498,1.7608,3.1142,2.6043,2.9899,4.223,4.5607,1.0555,2.6243,3.9831,1.11,5.6184,2.4712,1.8886,-0.0409,-0.5951,4.38,2.6827
2019-08-01,3.1306,4.0704,3.9521,4.471,1.4773,2.886,2.7362,2.9291,3.7334,3.1861,1.0471,2.8265,3.9418,1.0818,6.2001,2.5994,2.2476,-0.1001,0.8229,4.2487,2.7126
2019-09-01,3.1929,3.9964,3.5574,4.5631,0.5172,3.2846,3.0203,3.0884,3.5571,2.7893,1.7488,3.1074,4.2912,1.0195,5.9515,2.7648,2.8908,-0.7063,1.8951,4.3698,2.7342
2019-10-01,3.2468,4.2374,3.5225,4.7543,0.2413,3.3025,2.9808,3.4306,3.096,2.2883,2.0538,3.3325,4.3883,1.0287,5.8721,2.8344,2.9671,-0.2008,2.6778,4.8137,2.9799
2019-11-01,3.4644,4.2312,3.9164,5.1021,0.0889,4.0126,2.9724,3.8208,3.0812,2.7263,2.8259,3.2127,4.0217,0.8583,5.9759,3.411,4.1174,0.7989,3.4066,5.0574,3.1519
2019-12-01,3.7816,4.1152,4.543,5.2538,0.6763,3.5909,2.7463,3.901,3.4226,2.7172,2.7915,3.2152,3.9901,0.9812,6.6788,3.9127,4.9049,2.4144,4.2826,5.3792,3.4343
2020-01-01,4.1101,4.5226,4.6188,4.9872,0.4546,4.3763,2.7681,3.9119,3.4732,3.4064,3.5219,3.0068,3.806,1.0097,7.1445,4.5128,5.4263,3.2746,5.2712,5.121,3.6411
2020-02-01,4.3595,4.6599,4.915,5.4283,0.7039,4.6642,2.6219,3.5273,3.6927,3.7348,3.7751,3.4578,5.2596,1.5464,7.6044,5.0075,4.7238,3.6897,6.0459,5.1053,3.7024
2020-03-01,4.5162,4.6373,4.7585,5.4685,1.5113,5.1536,2.8301,3.6513,3.9923,4.4541,4.1367,3.5558,5.2719,1.95,8.1917,4.8735,4.8968,3.6072,6.8225,5.6218,3.7731
2020-04-01,4.4857,4.366,4.1629,5.5672,1.3191,5.8023,2.7407,3.7751,3.4987,4.6705,3.8323,3.9901,6.3041,1.9558,8.7927,4.2238,5.4878,2.445,7.0881,5.6839,3.4347
2020-05-01,4.2424,4.2402,4.0598,5.3728,1.2541,5.4746,2.6609,3.6938,2.7602,4.2073,3.2549,4.0065,5.3537,1.67,8.8238,4.1464,4.9134,1.9762,6.7017,5.7729,3.156
2020-06-01,4.2773,4.285,3.3521,5.5428,0.4883,5.2042,2.8434,3.8135,2.9262,3.2572,3.6755,3.8073,5.2316,1.725,8.7759,4.1785,4.8742,1.4045,6.5244,5.6049,3.2457
2020-07-01,4.7885,4.7493,4.3351,5.8817,1.2366,5.3382,3.0538,4.2567,3.979,3.232,5.2272,3.9072,5.1037,2.2084,9.0279,4.9999,5.4255,2.6571,7.0496,5.6927,4.3394
2020-08-01,5.8335,5.0973,5.7031,6.627,2.5522,6.845,4.0833,5.2775,5.2316,4.594,6.8417,4.6109,5.7666,3.5224,9.7865,6.1994,7.6684,4.2964,8.6238,6.6491,5.6468
2020-09-01,7.0654,5.9683,7.8444,7.6137,4.6613,7.7104,4.9199,6.0913,6.3492,5.3353,7.7746,5.5591,6.7098,5.0787,11.4138,7.6741,9.6179,6.4521,10.311,7.3624,6.986
2020-10-01,8.4716,6.8029,9.4911,8.7824,5.9187,9.7861,6.6335,7.1688,7.9452,6.4905,8.5626,6.7964,7.9516,6.8413,12.7748,8.9484,11.8252,8.2831,11.8405,8.5189,8.0527
2020-11-01,9.616,7.8715,10.5638,9.5022,6.915,10.0854,7.4319,8.2735,9.1855,6.9335,9.243,8.0296,9.2506,9.0076,13.9238,9.7195,12.522,9.1362,12.9104,9.599,8.8847
2020-12-01,10.5744,9.0163,11.5582,10.2177,7.284,12.0613,8.6394,9.4442,10.1333,8.0978,10.2716,9.3272,10.1487,10.4653,14.6373,10.1833,13.3482,9.403,13.7988,10.899,9.7493
2021-01-01,11.4593,9.7387,12.843,11.2923,8.6036,12.2813,9.4175,10.3503,11.066,8.9551,11.0738,10.7014,10.6864,11.9221,16.1225,10.8818,14.594,10.3237,14.5214,12.2789,10.3305
2021-02-01,12.2797,10.1637,13.7885,12.1287,8.6641,12.472,11.0018,11.532,11.8649,9.484,12.0919,11.2751,10.3917,12.4241,17.5077,11.6922,17.1627,11.0297,15.8357,13.1066,10.9118
2021-03-01,13.4258,11.3051,14.9022,13.8992,9.0214,12.858,13.4296,13.5638,12.3109,10.8625,13.3158,12.5213,10.864,13.5471,20.0938,13.495,19.0703,12.0722,18.0328,13.9209,11.7536
2021-04-01,14.8658,12.4327,16.0275,15.1763,9.9637,13.2178,15.8017,15.2097,13.6138,12.5124,14.5099,14.3156,11.2146,14.773,22.3006,15.5672,21.2662,14.8008,20.5143,15.4508,13.2671
2021-05-01,16.7547,14.4245,17.1249,16.9794,11.0901,14.3078,18.2435,17.1981,15.201,15.4549,16.6435,16.6079,12.6783,16.3584,25.6492,17.2706,24.2034,17.8356,23.2382,17.9056,14.4127
2021-06-01,18.67,16.486,18.332,18.8948,12.7779,16.407,20.9546,19.3963,16.0156,19.6712,18.445,19.988,13.5022,17.5386,29.0044,19.1059,26.6564,21.5465,25.0084,21.2749,15.3078
2021-07-01,19.7345,18.4876,18.556,20.7307,12.8706,16.3551,23.426,21.1371,16.0551,22.2321,18.8762,22.2965,14.2152,18.3175,32.185,19.4626,27.7022,21.7193,25.4935,24.1465,14.9862
2021-08-01,19.9414,20.0709,17.6707,21.5158,12.3615,15.4186,24.5096,21.4698,15.7041,23.5412,18.418,23.7378,13.8654,17.5171,33.2327,19.3083,26.2591,21.22,24.3702,25.7451,14.1547
2021-09-01,19.6924,21.0416,16.8692,22.3087,11.6613,14.3368,25.0011,21.2704,15.065,24.5604,18.4545,25.155,12.8871,16.4316,33.013,18.2545,25.1931,19.8783,23.3174,27.5403,12.9786
2021-10-01,19.1412,21.0724,15.19,22.5795,11.3716,13.541,24.7492,20.4189,14.314,25.4058,18.8105,25.7908,11.6304,15.1172,32.3867,17.8093,24.5247,18.737,22.8247,28.0512,11.7312
2021-11-01,18.9076,21.2968,13.622,22.9227,11.5962,13.7422,25.307,20.2389,13.7518,25.7196,19.2635,26.7578,11.2594,13.9449,32.3452,17.5498,24.7885,18.5635,23.4622,29.1097,11.1375
2021-12-01,19.0346,21.9031,13.5275,23.9795,12.1675,13.3942,26.2296,20.4515,13.7014,25.6108,19.3416,27.4677,11.4084,13.5749,32.6918,18.0672,26.1057,19.2124,24.164,29.5995,10.8529
2022-01-01,19.4019,22.7668,13.4144,24.6905,12.2941,13.8593,27.5619,21.0098,13.6795,26.3751,20.057,28.2502,11.8838,13.1688,32.7937,17.8123,27.4279,21.1625,24.8671,31.1293,11.347
2022-02-01,20.1157,24.2214,14.6161,25.92,13.253,14.2741,28.9733,22.3244,13.9441,27.6682,22.0791,29.899,12.0024,13.6633,32.9192,19.0247,29.1138,22.8672,26.5952,32.8439,12.0211
2022-03-01,20.7314,25.7724,14.7527,26.2138,12.884,14.6873,30.7515,23.621,15.2632,28.5321,23.0688,32.0928,12.3404,14.1972,32.3805,19.176,29.3971,23.855,27.6088,34.9954,12.7703
2022-04-01,20.6124,26.3739,15.0357,26.5985,12.9323,14.2138,30.9393,23.448,15.1496,28.4027,23.1347,33.2542,12.2108,14.7208,31.2551,18.9003,28.1413,22.507,25.9975,36.04,12.5717
2022-05-01,19.7647,26.2132,15.4734,26.3663,12.8725,13.7611,30.5244,21.9666,14.3319,27.2789,21.778,33.8447,11.3203,14.6594,29.616,17.1282,25.1051,20.3928,23.2924,36.1241,12.0543
2022-06-01,17.8436,24.6745,14.7414,25.3865,12.9874,12.5414,27.9161,19.1076,12.7722,24.9209,19.0273,32.7733,10.2284,14.7991,26.3722,14.5393,21.2184,15.7346,19.0425,34.8598,10.7211
2022-07-01,15.5233,22.6739,13.2007,23.4375,12.5299,12.3037,24.4488,15.4449,11.1573,21.6348,15.4341,31.5206,8.8932,13.7658,22.1304,11.6417,16.3669,10.5799,14.444,31.7171,9.3031
2022-08-01,12.9018,19.9313,11.3404,21.1688,11.1943,11.515,20.0202,11.9242,9.6184,17.3433,11.9771,28.3674,7.5908,12.7101,16.9941,8.519,12.6483,5.513,9.8081,28.0673,7.4098
2022-09-01,10.6851,17.0255,8.834,17.7075,9.9643,10.5461,16.2611,9.3236,7.9536,12.8441,8.9748,24.5218,6.5119,11.2698,12.5861,6.8049,9.5544,2.3493,6.2167,23.6575,6.5574
2022-10-01,9.1947,14.8986,7.7142,14.9761,8.9095,8.7568,13.6326,7.9923,6.9544,9.3796,6.8906,21.0054,5.8768,10.1339,9.6206,5.502,7.5617,0.7158,4.5106,20.521,6.0983
2022-11-01,7.6267,12.7735,7.0672,12.652,7.8843,7.518,11.1664,6.2458,6.2076,6.5963,4.6922,18.4419,4.8662,9.0565,6.3717,4.0703,5.0083,-1.3145,1.578,16.9672,5.4241
2022-12-01,5.778,10.5141,5.3172,9.9939,5.945,6.1224,8.1047,3.6652,4.5678,3.625,2.8225,15.9005,3.2267,7.6081,3.045,1.2257,1.6643,-3.9744,-1.7116,14.0582,4.4663
2023-01-01,3.946,8.4969,4.3214,8.2252,4.9434,5.1299,5.131,1.1672,3.3087,0.4467,1.0979,13.9709,1.7267,6.3843,0.0298,-0.3284,-1.2715,-7.636,-4.8966,10.6993,2.5299
2023-02-01,2.2641,6.6718,2.2009,6.1575,3.7559,4.1185,2.0739,-1.1688,1.7205,-2.5835,-1.2955,10.9826,0.5914,4.7226,-2.0506,-2.6432,-4.2195,-10.1231,-8.6514,7.8431,1.1732
2023-03-01,0.8217,4.5534,0.8489,4.8135,4.2405,2.2816,-1.131,-3.5422,1.1845,-5.0044,-3.0149,7.8424,0.3976,4.1438,-4.5184,-3.8578,-5.4539,-11.3932,-11.5953,4.9472,-0.2288
2023-04-01,-0.0586,3.4393,0.86,3.4489,4.1109,2.8236,-2.9307,-4.6091,1.1412,-6.5971,-3.3912,5.1836,-0.0493,3.3509,-6.1371,-4.5938,-5.7598,-11.3166,-11.8127,2.5095,-0.5406
2023-05-01,-0.3896,2.0718,0.0549,2.1555,4.4312,3.6196,-3.9228,-4.9966,1.7068,-7.7762,-3.2869,3.4169,0.2978,3.3109,-7.7108,-4.4756,-4.543,-11.2472,-10.8363,0.5869,-0.1968
2023-06-01,0.0056,2.0232,0.7159,1.59,4.0737,3.9789,-4.2223,-4.4917,2.1275,-8.2707,-2.0556,2.3546,0.6178,3.2333,-7.6279,-3.6325,-2.8378,-9.9241,-8.305,-1.0759,0.5156
2023-07-01,1.0333,2.0915,1.1702,1.7366,4.3726,3.8644,-3.5197,-2.9229,3.105,-7.2938,0.1716,1.7672,0.9117,4.0107,-6.6936,-2.591,0.5659,-6.3198,-4.832,-0.9511,1.8562
2023-08-01,2.6676,3.3035,3.0653,2.9124,4.9236,3.8564,-1.755,-0.6638,4.6936,-4.9909,3.1278,3.1599,1.7123,5.1147,-3.8879,-0.651,4.0715,-2.4951,-0.7604,-0.1252,3.437
2023-09-01,4.0735,4.268,5.2838,4.644,5.9389,5.0135,0.2598,1.0518,6.6801,-1.9695,5.276,4.9478,2.294,6.6649,-1.2151,0.2532,6.5676,0.5944,1.7821,1.3801,4.4762
2023-10-01,4.8545,5.241,6.6952,6.0168,6.8179,6.4696,1.3144,1.63,8.0915,0.1872,6.3685,6.6921,2.7355,7.6088,0.9024,0.3844,7.3425,1.7964,2.2376,2.2562,4.75
2023-11-01,5.2445,5.6112,7.2397,7.0531,7.0277,7.5044,1.8302,1.5925,8.0236,2.0971,7.4581,7.1941,2.6597,8.0556,2.43,0.3812,8.2807,2.4371,2.5456,3.4826,4.794
2023-12-01,5.7736,6.4042,7.3403,7.9789,8.125,7.4851,2.217,2.3833,8.3425,4.2572,8.4429,7.7782,2.9665,8.477,3.8392,1.3484,8.7578,3.4702,3.921,4.2642,5.2704
2024-01-01,6.2385,6.4466,7.1073,8.1048,8.2043,7.0132,3.0006,2.7684,8.419,5.7083,8.6332,7.4549,3.2131,8.4747,4.589,1.827,11.3221,4.5812,5.3459,4.7298,6.4767
2024-02-01,6.5512,6.2132,7.9874,8.2286,9.2172,7.1259,3.5646,2.7876,9.0426,7.3493,8.6833,8.003,3.9149,9.5789,4.8771,2.6165,11.475,5.2708,7.0781,4.3095,7.2205
2024-03-01,6.5215,5.8895,8.6829,7.6588,8.871,8.9437,3.6868,2.1519,7.8323,7.727,8.7958,8.2213,3.3061,9.742,4.9268,2.4521,11.0153,4.9607,7.5768,3.7583,7.0812
2024-04-01,6.3571,5.5754,7.9894,7.393,8.8103,8.5673,3.41,1.9184,7.1706,8.1812,8.357,8.1986,2.8617,9.7773,4.8004,1.9405,10.16,4.5556,7.504,3.5556,6.525
2024-05-01,5.9351,5.5889,7.1619,7.1545,7.5853,7.4901,2.5495,2.0017,6.7822,8.497,8.305,7.6464,2.2728,9.5553,4.3949,1.3008,9.0053,4.2909,7.0159,3.2434,6.0214
2024-06-01,5.4389,5.0157,6.468,6.33,7.1093,6.5846,2.2186,1.8352,6.9833,8.3905,8.1388,6.8619,1.9024,9.2316,3.6533,0.7253,8.4955,4.4703,6.5947,2.958,5.9864
2024-07-01,4.905,4.4017,6.379,5.7104,6.7012,6.6997,1.7966,1.246,6.6504,8.1443,7.0366,6.4239,1.9741,8.8439,2.8022,0.8759,7.0088,3.4521,5.8566,2.1377,5.4689
2024-08-01,4.2824,3.5734,5.459,4.8789,7.1306,6.7138,1.5144,0.624,5.978,7.1794,5.698,4.9817,2.0193,8.1785,2.0712,0.7897,5.679,2.8363,5.0889,1.5429,5.4347
2024-09-01,3.9112,3.2775,4.478,4.5615,6.9062,6.8518,1.0557,0.1969,5.3248,6.6783,4.6305,3.8478,2.3917,7.7488,1.829,1.0459,4.8144,1.997,5.1135,0.9867,5.2484
2024-10-01,3.5955,2.836,4.433,3.9694,6.2388,5.7871,0.9069,0.4519,4.33,5.8835,3.9847,3.1754,2.3377,7.5382,1.2012,1.4048,4.5672,1.5463,4.846,0.4285,5.6372
2024-11-01,3.7651,2.8526,5.1885,3.6618,6.2458,5.4275,1.0301,0.9019,4.5608,5.5629,3.839,3.1596,2.8128,7.5796,1.5608,2.0271,4.5374,2.0718,5.4437,-0.3716,5.8388
2024-12-01,4.0497,2.3521,6.3723,3.4838,6.5965,5.311,1.6503,1.5228,4.7934,5.4434,3.4442,3.2869,3.2632,7.6358,2.0698,2.9489,5.3363,2.8703,5.5828,-1.1043,5.6058
2025-01-01,4.173,2.3487,6.591,3.3335,7.4646,6.4123,1.3559,1.8453,5.6729,5.5349,4.017,3.3,3.6129,8.1427,2.6835,2.8638,3.2588,2.9911,5.5064,-1.4645,5.1234
2025-02-01,3.9668,2.4957,5.9133,3.1452,6.944,6.5536,0.8846,1.5461,5.7343,4.8975,4.4424,2.8929,3.0139,7.9361,2.265,2.0924,2.5763,3.0645,4.9212,-1.3799,4.5524
2025-03-01,3.4119,2.4837,4.704,2.6814,6.4355,5.8536,0.1958,1.3299,5.7567,4.6666,4.0468,1.7568,2.7258,8.2303,1.8783,1.3307,1.4507,1.5368,4.1555,-2.1668,4.4283
2025-04-01,2.8163,2.0995,3.8293,2.4341,5.9288,5.0893,-0.2329,0.6781,5.4774,4.093,2.5027,1.4003,2.3152,8.107,1.2644,0.7169,0.8717,0.1298,3.0562,-2.1326,4.2179
2025-05-01,2.3396,1.6635,4.5897,2.5123,5.9373,4.6837,-0.6525,-0.0596,4.8305,3.2714,0.9549,0.5396,2.4179,7.5757,0.9263,1.2718,0.1809,-0.7907,1.843,-2.466,3.2348
2025-06-01,1.9245,0.9036,4.1764,2.4943,6.006,4.464,-0.9771,-0.5877,4.1567,2.4091,0.0091,-0.2282,2.4566,7.2396,-0.0225,0.9918,-0.745,-2.1021,0.9039,-2.4043,2.139
2025-07-01,1.6346,0.7,4.041,2.0717,6.0412,4.439,-1.2456,-0.6617,4.1082,0.9457,0.1074,-1.2928,2.6024,6.5035,-0.9137,1.0576,-0.7639,-1.997,0.153,-2.8753,1.276
2025-08-01,1.4691,0.1816,4.0448,1.5658,5.8254,4.587,-1.1907,-0.7589,3.7373,0.2033,-0.0074,-1.6572,2.5364,6.0751,-1.6475,0.216,-0.8503,-1.4862,-0.1359,-3.3851,0.8857
2025-09-01,1.3232,-0.1554,4.1331,0.7158,5.4078,3.9456,-1.3158,-0.6835,3.6092,-0.7623,0.3355,-1.2317,2.4026,5.3965,-1.9827,-0.3292,-0.9028,-0.8267,-0.5725,-4.1654,0.6413
2025-10-01,1.4112,-0.1065,2.9954,0.4057,5.7156,4.0913,-1.4637,-1.3734,3.9263,-0.6651,0.0797,-1.0176,2.668,5.1267,-1.5487,-0.6233,-0.5902,0.2804,-0.4207,-4.1401,0.4122
2025-11-01,1.4438,-0.0317,1.8223,0.3517,5.641,3.357,-1.3986,-1.284,3.8134,-0.4245,0.4894,-1.042,2.8236,5.1851,-1.3662,-0.6475,0.3221,0.4191,-0.1136,-3.8228,0.3218
2025-12-01,1.2953,0.1647,0.9571,0.6589,5.3651,4.0453,-1.5179,-2.0658,,-0.885,0.8579,-1.4653,2.7444,5.1432,-1.537,-1.1011,0.7809,-0.056,-0.1149,-2.8295,0.2905
