date,National Home Price Index YoY %,Atlanta YoY %,Boston YoY %,Charlotte YoY %,Chicago YoY %,Cleveland YoY %,Dallas YoY %,Denver YoY %,Detroit YoY %,Las Vegas YoY %,Los Angeles YoY %,Miami YoY %,Minneapolis YoY %,New York YoY %,Phoenix YoY %,Portland YoY %,San Diego YoY %,San Francisco YoY %,Seattle YoY %,Tampa YoY %,Washington DC YoY %
1988-01-01,7.6545,,6.2537,6.648,14.3266,5.4271,,-1.5835,,0.4182,15.735,4.5677,,12.9131,,1.2923,9.5344,12.2393,,2.6608,15.5126
1988-02-01,7.5179,,5.5898,5.4741,14.8825,5.5216,,-1.3272,,-1.6971,16.3889,4.2207,,11.1087,,0.5142,9.5538,12.4669,,1.7045,15.5923
1988-03-01,7.5805,,4.8293,6.0097,17.6927,6.5071,,-2.6242,,-1.6045,17.0495,4.2623,,9.3733,,2.0006,10.4468,12.5961,,2.0046,15.7534
1988-04-01,7.439,,4.3623,4.6817,18.8853,7.2247,,-3.9508,,-1.1018,16.5676,4.6864,,8.1869,,2.7901,9.6245,13.6503,,2.3689,16.0014
1988-05-01,7.4175,,4.0757,4.2376,18.1957,6.4617,,-4.7545,,-0.506,16.8403,4.8121,,6.3848,,3.2579,9.534,16.0694,,2.5484,16.2135
1988-06-01,7.2908,,3.7452,3.914,18.5592,7.4387,,-4.4799,,1.0902,18.4932,6.1005,,4.6499,,3.0797,8.1986,19.0842,,1.8977,15.7974
1988-07-01,7.2881,,3.3199,4.3271,16.5338,7.1034,,-3.9423,,2.8721,21.2194,6.413,,3.4377,,3.0915,13.1617,18.5188,,1.9226,16.4122
1988-08-01,7.2635,,2.2938,5.3778,17.5992,7.5437,,-3.7372,,4.4824,22.6685,6.9875,,2.8868,,3.8444,13.7854,18.0739,,2.2293,16.6172
1988-09-01,7.291,,1.3039,5.1891,16.74,7.2485,,-3.6859,,4.8799,24.2148,6.6337,,2.661,,4.5464,14.2385,17.3078,,2.0064,16.4743
1988-10-01,7.2263,,0.8023,4.9562,16.9958,7.4951,,-4.2138,,4.5019,25.253,6.443,,1.5907,,5.0808,15.2328,17.5665,,2.3601,15.703
1988-11-01,7.2856,,0.2964,3.7499,14.9611,7.5513,,-3.9907,,2.4169,26.5321,6.3483,,0.9723,,5.7161,16.1734,18.3274,,2.0183,15.6837
1988-12-01,7.2343,,0.1551,3.6707,12.1753,8.3047,,-4.8528,,2.009,26.6171,6.662,,-0.1495,,5.7642,17.5525,19.5996,,1.9411,16.7736
1989-01-01,7.3862,,-0.1894,3.1434,10.2585,8.7855,,-4.2001,,3.1278,27.184,6.8417,,0.1906,,6.3159,18.5848,20.0855,,1.3358,16.7563
1989-02-01,7.3892,,0.7749,4.1408,8.7669,8.4718,,-4.1265,,4.8418,27.3444,7.1922,,-0.2665,,7.5359,20.2886,20.4097,,1.9605,16.6219
1989-03-01,7.378,,1.4461,3.9148,8.6281,7.3731,,-3.1223,,5.5693,28.923,6.6763,,-0.3339,,6.5357,21.5363,21.7121,,2.9867,16.0014
1989-04-01,7.2997,,1.1639,4.3458,8.4461,6.7259,,-2.6147,,3.7999,30.1157,6.6419,,-0.9558,,6.8937,23.3724,22.3025,,2.8949,15.5538
1989-05-01,6.9295,,0.3082,4.7513,7.5237,7.5126,,-1.5578,,3.2622,30.4817,6.1075,,-1.4962,,6.7124,24.5858,20.7534,,3.0001,14.5411
1989-06-01,6.4751,,-0.6501,4.9263,6.1052,6.557,,-1.1783,,5.9628,28.4025,5.5572,,-1.953,,7.75,27.1686,18.8359,,2.2219,13.6908
1989-07-01,6.0292,,-1.1337,4.514,5.6749,6.8438,,-1.4963,,6.0901,25.1308,5.3093,,-2.7599,,7.9688,22.3603,19.6252,,1.6845,12.2966
1989-08-01,5.6171,,-1.8786,3.1639,3.8706,7.1313,,-1.5873,,6.539,22.8738,4.7904,,-3.1414,,7.8431,22.6754,20.888,,0.6551,11.5178
1989-09-01,5.2797,,-2.2754,2.8188,3.1674,7.3754,,-1.2704,,6.3206,20.584,3.9885,,-3.5933,,8.0576,22.7346,21.4716,,1.2936,10.5458
1989-10-01,5.0211,,-2.5248,2.7573,1.4868,7.2648,,-0.2839,,7.3044,18.8135,3.6803,,-3.1855,,8.2459,22.1571,20.8093,,1.499,10.1776
1989-11-01,4.7175,,-2.2073,3.8081,1.783,6.3355,,0.7557,,8.9898,17.2766,3.1132,,-3.4803,,8.6601,20.8709,19.4903,,2.0896,9.157
1989-12-01,4.4117,,-2.2684,3.9068,1.7043,6.3508,,1.6397,,10.3701,16.2577,3.285,,-3.5925,,10.1821,19.678,17.4961,,1.543,8.0442
1990-01-01,3.9922,,-1.9096,4.1771,1.5015,5.4381,,1.6223,,9.851,14.8593,3.373,1.153,-4.0806,-1.4625,11.6098,18.1327,16.36,,2.3174,7.4755
1990-02-01,3.591,,-3.0519,3.8098,-0.4467,6.3014,,1.9211,,8.6053,13.5047,3.4745,1.3511,-3.8961,-1.355,12.8911,16.4568,15.2438,,2.1677,6.6767
1990-03-01,3.2403,,-4.4501,3.5929,-1.6702,6.6374,,2.0336,,8.6817,10.8016,3.0568,2.4437,-4.0228,-1.8903,12.8055,14.2905,13.7783,,1.8518,5.6265
1990-04-01,2.9234,,-4.9705,3.6322,-1.6679,7.9853,,2.2234,,10.3835,8.5775,2.4438,2.2001,-4.3726,-1.7433,13.4762,12.8489,12.5477,,0.95,4.7694
1990-05-01,2.6466,,-5.7962,3.3472,-0.7234,7.0576,,1.8335,,11.5557,6.1597,2.7257,2.2403,-4.7197,-2.167,14.1595,11.2752,10.8072,,0.4535,3.7148
1990-06-01,2.3597,,-6.0738,3.5743,-0.3842,7.6093,,2.0473,,10.0281,4.8135,2.6332,1.3153,-4.8385,-1.617,16.006,9.7422,8.438,,0.5925,2.6945
1990-07-01,1.9629,,-6.506,3.1472,0.4746,7.3592,,2.4249,,10.9703,3.3802,2.5511,1.2375,-4.7165,-1.4036,17.6782,8.3056,6.4048,,0.9361,1.6752
1990-08-01,1.5508,,-6.1691,3.3254,0.2927,6.8337,,2.5087,,11.3076,2.4661,2.0554,0.4342,-5.3529,-1.0306,19.2677,6.5422,4.2943,,1.4707,0.5216
1990-09-01,1.0466,,-6.0351,3.0907,1.0901,6.3333,,2.4295,,11.2847,1.261,1.82,0.3983,-5.9624,-1.3186,20.6813,5.08,2.641,,0.5016,-0.5391
1990-10-01,0.5493,,-6.3707,2.9182,0.9365,5.8046,,1.6055,,11.0084,0.1244,1.3526,0.4643,-6.6952,-1.129,20.3983,3.4909,0.6641,,-0.335,-1.0126
1990-11-01,-0.1947,,-8.0393,1.6711,1.5649,6.3525,,1.338,,9.5773,-1.9017,1.5623,-0.0149,-6.9509,-1.6716,19.5502,2.3514,-0.8771,,-0.959,-1.49
1990-12-01,-0.6779,,-9.3275,1.2844,1.5388,5.5001,,1.0796,,9.1367,-3.2295,0.799,0.2464,-7.0411,-1.5799,16.6472,0.5498,-2.0851,,-0.4492,-2.0506
1991-01-01,-1.2783,,-10.6521,0.8187,2.1387,5.2655,,1.4511,,7.3258,-4.8792,-0.1798,0.6212,-7.764,-1.9517,14.3686,-0.7104,-2.318,12.5185,-0.6022,-3.9159
1991-02-01,-1.7144,,-11.1458,0.4608,3.4902,4.2783,,1.276,,8.487,-6.0116,-1.1888,0.839,-8.4874,-1.8341,13.3481,-2.5647,-3.6523,7.6235,-0.749,-4.6975
1991-03-01,-2.1179,,-10.7236,-0.2687,2.9615,4.1606,,1.1623,,7.2529,-7.1493,-1.0143,0.2805,-8.9453,-2.7746,15.4769,-4.146,-5.3446,3.4606,-1.8898,-5.7625
1991-04-01,-2.2167,,-10.6266,-0.3717,2.5333,3.85,,1.6167,,6.4364,-7.1776,-0.8836,-0.2802,-8.9245,-3.218,14.193,-5.0711,-6.8688,-0.0085,-1.4537,-6.052
1991-05-01,-1.9858,,-9.347,-0.3193,2.0005,4.2254,,2.2315,,5.7752,-6.4598,-1.8116,0.0452,-8.1278,-3.1261,13.4319,-4.9028,-6.6776,-1.2052,-1.7441,-4.7909
1991-06-01,-1.6361,,-8.4687,-0.8265,1.5205,3.8031,,2.7062,,4.4906,-6.0415,-1.6729,0.3848,-6.9366,-2.5143,11.1339,-4.5042,-5.7744,-2.0071,-0.9459,-3.9911
1991-07-01,-1.3741,,-7.7037,-0.7415,1.3034,3.8694,,3.442,,4.6419,-5.2469,-1.7494,1.6209,-5.6003,-1.6223,9.4518,-4.0767,-4.5792,-1.9669,-1.1118,-3.5052
1991-08-01,-1.1713,,-6.9786,-1.0251,1.717,3.5204,,3.7724,,3.8026,-4.834,-0.6048,2.509,-4.2646,-1.0528,7.4807,-3.9826,-3.9656,-2.228,-0.6492,-3.5161
1991-09-01,-0.8536,,-6.5126,-0.9409,1.4404,3.7883,,3.8915,,4.761,-4.4025,-0.7624,2.8869,-2.9849,-0.3072,5.6056,-4.1783,-3.6198,-1.6354,-0.6816,-3.2198
1991-10-01,-0.8175,,-5.8424,-0.6826,2.0695,3.7905,,4.4432,,1.764,-4.2105,-0.4262,1.8979,-2.2917,-0.1361,5.7534,-3.8419,-3.0096,-1.6193,-0.3339,-3.1032
1991-11-01,-0.4675,,-4.8568,0.2455,1.985,3.7044,,4.6974,,0.2551,-3.7519,-0.6005,1.9917,-1.6667,1.0613,5.7586,-3.7813,-2.5429,-1.1273,0.0834,-2.5644
1991-12-01,-0.1733,,-3.6032,0.4377,3.1977,3.5772,,5.3163,,1.3776,-3.5336,-0.4659,2.0487,-1.1218,0.9061,7.7404,-3.2097,-1.968,-1.0333,0.0318,-2.7116
1992-01-01,0.2318,0.644,-2.6812,0.3213,3.6503,4.1892,,5.278,2.2734,2.402,-2.9111,0.0021,2.2611,0.0184,1.1597,8.6088,-3.1355,-2.1412,0.0973,-0.315,-1.2631
1992-02-01,0.5652,1.0121,-1.8389,0.4222,3.685,4.7312,,6.7421,2.9453,1.7588,-2.2522,-0.0802,3.0958,0.9527,0.8978,8.1368,-2.4163,-1.1063,1.3312,-1.6635,-1.1677
1992-03-01,0.9449,1.3004,-0.9921,0.7567,4.154,5.1813,,8.1679,3.306,1.1728,-1.9847,0.2608,3.6721,1.8705,2.0347,6.0421,-1.1095,-0.5856,2.5807,-1.3933,0.4889
1992-04-01,1.0362,0.7166,0.5743,0.4977,2.7936,4.3906,,8.662,3.981,0.9346,-2.4549,0.5403,4.128,2.8925,2.2561,5.7137,-0.6443,-0.3197,2.7345,-1.0155,1.0454
1992-05-01,0.8408,0.849,0.4142,0.2565,2.8349,3.9282,,8.5727,3.8692,1.0475,-3.2382,1.8165,3.6205,2.824,2.5302,5.5971,-1.3277,-0.4021,2.3504,-0.2998,0.372
1992-06-01,0.4448,0.6378,0.132,0.1598,3.9435,3.6889,,8.1233,3.4545,1.053,-4.1424,1.6132,3.6612,2.1765,1.8556,5.3011,-2.4082,-1.1275,1.8881,-0.6515,-0.076
1992-07-01,0.2445,1.6658,-0.1123,0.6883,4.6341,3.2669,,7.5655,3.1426,-0.691,-5.0872,-0.7301,2.863,1.4248,1.1912,5.0497,-3.086,-1.9606,1.6166,-1.3332,-0.5552
1992-08-01,0.1656,1.494,-0.2021,1.1177,4.4383,3.5747,,7.689,3.1421,-1.4829,-5.6548,-1.9723,2.6034,1.1626,0.928,5.5946,-3.2573,-2.6334,1.1619,-1.8432,-0.147
1992-09-01,0.0617,1.7839,-0.361,1.6668,4.5419,3.5058,,8.018,3.3116,-2.8136,-6.1355,-2.0342,2.1346,0.9396,0.7632,6.1557,-3.2144,-2.8479,0.7379,-1.4479,-0.0928
1992-10-01,0.4022,1.2633,-0.1194,1.1485,4.6611,3.8332,,7.8473,2.8621,-0.0338,-6.9428,0.2973,3.1383,0.6564,1.0863,6.0535,-4.2941,-2.6651,1.9104,-0.0997,0.1879
1992-11-01,0.721,1.7711,0.2665,0.8942,4.8895,4.0149,,8.2263,2.754,2.1124,-7.3042,0.5445,3.4495,0.772,0.6346,7.095,-4.3321,-2.5364,2.1366,0.1573,-0.0011
1992-12-01,0.8218,2.0321,1.0368,0.8651,3.8827,4.3997,,8.3293,2.789,0.0796,-7.8604,1.0942,3.3203,0.8469,0.9642,6.049,-4.7355,-2.6492,2.6731,-0.2787,0.3857
1993-01-01,0.9147,2.0928,2.0487,1.3546,3.5233,4.3204,,8.9365,3.0381,-0.5746,-8.1268,1.045,3.1339,1.316,1.2652,5.762,-3.9704,-2.7619,2.8454,-0.2011,0.5547
1993-02-01,0.8916,1.9384,2.1862,1.5743,3.1069,3.8014,,7.936,3.0684,-0.5874,-8.5453,1.7594,2.2238,1.4326,1.4425,5.5435,-4.4407,-2.9137,3.2536,0.9695,1.1984
1993-03-01,0.7735,2.1664,1.586,1.7342,3.1448,3.1802,,7.3247,2.6972,0.1004,-9.0254,1.3763,2.6328,1.3771,1.903,5.943,-5.0458,-3.0333,2.9556,2.0901,0.8982
1993-04-01,0.7715,2.858,0.4778,1.6038,4.2319,3.3821,,6.6658,2.312,-0.2509,-9.458,1.4693,2.9032,1.1987,2.1751,7.1428,-5.9159,-2.4316,1.5576,2.2012,0.113
1993-05-01,0.8377,3.1772,0.7517,1.6023,4.4577,3.7761,,7.0004,2.4164,-1.5024,-9.7123,1.6303,3.4809,1.3194,2.5819,7.5599,-6.0974,-2.8211,0.8438,1.9143,-0.5609
1993-06-01,1.1948,3.3079,1.5554,2.0736,4.2651,3.9597,,7.8448,3.0209,-1.4578,-9.6912,1.9562,3.1182,1.6967,2.8101,8.4684,-6.0856,-2.9007,0.3855,1.4232,-0.2469
1993-07-01,1.5289,2.8754,2.4679,1.914,3.5359,4.2945,,8.6305,3.3901,-0.9346,-9.9693,4.7893,3.4337,1.8048,3.3278,8.928,-6.3896,-3.3794,0.3373,2.0344,0.3586
1993-08-01,1.8142,2.9973,2.7603,1.7619,3.5339,4.0184,,9.4509,3.5623,-0.0017,-10.6214,5.4067,3.659,1.5571,3.4428,8.1975,-6.4154,-2.9168,1.3376,2.7709,0.4997
1993-09-01,2.0422,3.2198,3.0411,1.3543,3.4257,4.2461,,9.9153,3.4992,0.4899,-10.5005,6.3206,4.5668,1.6616,4.1503,8.1752,-6.03,-2.8687,2.7299,3.7571,0.4399
1993-10-01,2.049,3.8664,2.8961,1.9754,3.3977,4.3348,,10.9924,4.1248,0.2208,-10.2739,4.1334,4.5918,1.9306,4.3005,8.2636,-4.9846,-2.9868,2.5532,2.8995,0.0355
1993-11-01,2.0782,3.6883,3.4206,2.6664,3.3136,4.8144,,11.1997,4.7409,0.5198,-9.7093,3.7446,4.8383,2.055,4.9637,8.4319,-4.6441,-2.9398,3.0588,2.1221,-0.1848
1993-12-01,2.1532,4.1095,3.178,3.2047,4.2953,5.2189,,11.9491,4.8252,1.0901,-9.6059,3.5919,4.6447,1.8604,5.1683,8.8351,-4.3589,-2.8476,3.025,1.5961,0.0263
1994-01-01,2.3533,4.5156,3.0164,3.3111,5.5024,5.3376,,11.9232,4.812,1.7055,-9.2101,4.3951,5.527,1.4619,5.5714,9.0436,-4.3561,-2.6532,3.4576,1.7562,-0.0861
1994-02-01,2.4584,5.3441,3.2611,3.3104,5.4758,5.6563,,12.4867,4.831,0.8994,-8.5238,5.3804,6.3965,1.3478,5.9763,9.4262,-3.746,-2.4038,2.5683,2.3934,-0.2894
1994-03-01,2.5849,5.1872,4.0809,3.5581,5.0698,5.5913,,12.2665,5.4898,1.053,-7.5984,6.4411,6.8575,1.6474,6.0296,9.6699,-3.4012,-1.0925,2.3205,2.2702,-0.1489
1994-04-01,2.6658,4.5567,5.1272,3.945,5.0839,5.5396,,12.9517,5.3673,1.9344,-6.8927,5.9059,6.169,2.0057,6.4991,9.2743,-2.4904,-0.8423,3.4662,1.7165,0.6069
1994-05-01,2.8349,4.3373,4.7754,4.2025,5.0543,5.488,,12.9961,5.4201,4.2453,-6.5548,5.0679,5.5349,2.3956,6.4324,9.4436,-1.7195,-0.3315,4.9472,1.6874,1.4775
1994-06-01,2.8222,4.4219,4.5777,4.1665,4.2983,5.3767,,12.7626,5.2394,4.8925,-6.132,4.8432,5.2157,2.2639,6.6105,9.0014,-0.8127,0.2067,5.666,2.0334,1.626
1994-07-01,2.7947,4.4771,4.0366,4.4211,4.0116,5.1586,,12.1621,5.4243,5.2458,-5.1597,4.7054,4.4574,2.5215,6.6928,9.3561,0.0895,1.0595,5.8298,2.9681,1.5344
1994-08-01,2.792,4.5276,3.8865,5.0175,4.2284,5.3038,,11.3621,5.5351,4.456,-3.8662,4.8409,4.1591,2.7094,7.045,10.0369,0.0091,1.0919,4.9383,2.914,1.2989
1994-09-01,2.7289,4.2169,3.9391,5.5342,4.3226,4.8795,,10.5987,5.7382,3.9796,-3.3031,4.626,3.3265,2.7263,6.9243,10.111,-0.7612,1.0646,3.9985,2.0826,1.419
1994-10-01,2.7225,4.5425,4.2066,5.3782,4.4871,4.7712,,9.8834,5.565,3.7726,-2.3413,4.41,3.1313,2.5409,7.0052,9.5294,-0.7074,1.5297,3.6803,1.3595,1.5943
1994-11-01,2.5605,4.8272,3.877,4.6795,4.1944,4.4699,,9.3669,5.1748,3.3465,-2.2519,4.8975,2.7566,2.1397,6.6728,8.5088,-1.1415,1.9877,3.3653,1.6688,1.8401
1994-12-01,2.5138,4.9405,3.4026,4.389,3.4819,3.943,,8.5655,5.516,4.0899,-1.5186,4.9827,2.3723,2.196,6.8092,8.0108,-0.8952,2.5223,3.1719,2.9042,1.2518
1995-01-01,2.3336,4.6374,2.9566,4.5949,2.1058,3.5698,,8.1754,6.8911,3.9828,-1.3162,4.2696,1.9707,2.2396,6.5393,8.4939,-1.6398,2.6722,2.7456,3.6641,0.7662
1995-02-01,2.2877,4.2272,2.8992,5.0879,2.4741,3.25,,7.6106,9.5347,4.5809,-1.8357,2.8014,2.192,2.4353,6.4312,8.331,-1.273,2.5099,2.2652,2.8634,0.6549
1995-03-01,2.2104,4.1281,2.4554,4.9146,2.7499,3.4215,,7.2893,8.6888,4.3566,-1.9246,1.8551,2.1243,1.7188,5.9372,8.5421,-1.3701,0.5992,2.2442,2.0869,0.104
1995-04-01,2.1193,4.094,1.4037,5.0427,2.6705,3.8657,,6.4846,7.5591,4.5792,-2.2427,1.9199,2.7071,1.0973,5.5742,7.4571,-1.4827,-0.0181,1.2683,2.1525,-0.3948
1995-05-01,1.8707,3.694,1.7115,5.0738,2.1689,3.7371,,6.3174,7.0893,3.1664,-2.0183,2.0637,3.1395,0.5999,5.5409,6.7854,-2.3188,-0.6386,0.4849,2.2269,-0.9522
1995-06-01,1.7148,3.3849,1.8523,5.3538,2.359,4.4136,,5.7454,6.9771,2.4461,-2.459,1.9621,3.6614,0.4785,5.9396,7.1662,-3.1446,-1.0227,0.0398,2.9195,-1.5779
1995-07-01,1.6873,3.3169,2.2498,5.4421,2.7111,4.0427,,5.8457,6.8275,1.8807,-2.4994,1.5269,4.3316,0.2708,5.869,7.1704,-3.3033,-0.9993,0.6872,2.25,-1.7894
1995-08-01,1.6658,3.5754,2.5463,5.4269,2.718,4.3842,,5.8295,6.9506,2.6259,-2.7868,1.4725,4.5233,0.1208,5.7068,7.7686,-2.7612,-0.9804,1.3598,2.1475,-1.5878
1995-09-01,1.7355,3.8966,2.4581,5.6275,2.7752,4.4309,,6.2911,7.3121,2.87,-2.9348,1.2451,4.6662,0.1165,5.1982,7.4342,-2.0567,-0.6443,1.5902,2.1443,-1.3971
1995-10-01,1.7685,3.707,2.1652,5.8993,2.322,4.5494,,6.2878,7.5358,3.0583,-3.2135,1.3784,3.6606,0.2876,5.2312,7.8575,-2.2088,-1.2126,1.5461,2.6994,-1.4192
1995-11-01,1.8328,3.354,1.9204,6.2761,2.6433,4.0986,,6.2114,7.9917,2.8489,-3.1906,1.0115,3.7071,0.465,5.2909,7.7411,-2.3874,-1.6814,1.3248,2.8796,-1.6499
1995-12-01,1.7933,3.1159,2.1601,6.2935,2.5636,4.0244,,6.0093,7.753,2.1829,-3.2166,0.7824,4.4351,0.4642,5.2862,8.3325,-2.222,-2.1401,1.5497,2.1656,-1.4545
1996-01-01,1.7519,3.2842,2.7434,6.0441,2.9011,3.695,,5.5648,6.6824,2.1405,-3.2162,0.5904,4.3534,0.4848,5.3777,7.8246,-1.5892,-2.2476,0.9227,1.435,-1.1319
1996-02-01,1.7721,3.4817,2.8181,5.9714,2.1462,4.2264,,5.3482,4.6946,2.1745,-2.8662,0.9293,3.7122,0.5525,5.4491,8.3271,-1.5345,-2.0745,1.7701,1.7486,-1.1912
1996-03-01,1.9802,3.5615,3.2803,7.4236,2.1097,4.6033,,5.4452,5.6075,1.9375,-2.5341,0.4712,2.7229,1.1894,5.8258,7.7505,-1.6933,-1.3548,2.4632,2.501,-0.8817
1996-04-01,2.1807,3.8884,3.8786,7.8344,3.0134,4.8877,,6.0555,7.4364,1.7081,-1.9896,0.7339,2.15,1.4823,5.9967,9.0211,-1.5117,-1.0603,3.3144,2.6603,-0.2864
1996-05-01,2.3604,4.133,3.9449,8.2754,3.3292,4.7148,,6.0357,8.1019,1.8995,-1.494,0.75,1.9647,1.7096,5.9675,9.4194,-0.7749,-0.4795,3.2642,2.4237,-0.067
1996-06-01,2.4336,4.3842,3.8837,7.2766,3.264,4.0547,,5.709,8.4308,2.4846,-0.5379,0.7041,2.3305,1.1915,5.5085,8.9666,-0.3697,0.141,3.5985,1.6972,0.1289
1996-07-01,2.4586,4.001,3.9316,6.3809,2.8109,4.6478,,5.3124,8.6433,2.6173,-0.5192,1.0019,2.7325,1.2463,5.4378,8.4735,-0.514,0.3758,2.8033,1.3238,0.158
1996-08-01,2.4362,3.8875,4.1502,5.8032,2.6477,4.3068,,4.8182,8.7257,2.0118,-0.3123,0.6627,2.7577,1.4357,5.3674,7.4965,-1.04,0.785,2.92,1.2087,-0.0059
1996-09-01,2.3983,3.8406,4.1264,4.9306,2.529,4.3043,,4.5199,8.4559,1.3153,-0.2584,0.8552,2.9418,1.5968,5.4813,8.2456,-0.6701,1.0252,2.3049,0.9967,-0.1328
1996-10-01,2.3257,3.8201,4.5363,4.691,2.7538,3.8896,,4.4984,8.5538,0.8394,0.1251,0.5683,4.1563,1.5508,5.1839,8.8365,-0.3771,1.9245,2.5765,1.278,0.068
1996-11-01,2.3695,3.9381,4.7974,4.7318,2.6756,3.8874,,4.7415,8.3204,0.5305,0.5256,0.823,4.4905,1.4881,4.9834,10.0224,0.6189,3.032,2.4228,1.1713,0.3077
1996-12-01,2.4273,3.6676,5.5933,4.6821,2.9688,3.9419,,4.9582,8.1483,1.1382,0.7826,0.5525,4.5281,1.7028,4.584,9.7534,0.5639,3.5265,2.612,1.8263,0.0385
1997-01-01,2.5906,3.5903,5.5569,4.8711,2.6832,3.6269,,5.0927,7.8352,1.7889,0.8345,0.7126,4.4982,1.8819,4.4701,9.6735,0.9303,4.1283,3.4888,1.6409,0.1352
1997-02-01,2.7149,3.1922,5.5646,4.4278,3.1129,4.0303,,5.2734,6.859,2.3843,0.7565,0.6274,4.2608,1.7376,4.3463,9.7712,0.9855,4.3814,4.1697,1.4443,0.4908
1997-03-01,2.7459,3.3284,5.5479,3.5969,3.3473,3.8611,,5.3067,7.4181,2.7618,1.2663,1.3515,4.0026,1.3687,4.334,10.2054,1.6862,5.731,4.2448,0.1119,0.82
1997-04-01,2.6716,3.4914,5.6784,2.7145,2.4718,3.0019,,5.0598,7.3812,2.0646,1.9163,1.3822,3.8324,1.3389,4.3166,9.7622,1.9878,6.8538,5.3281,0.5052,0.0567
1997-05-01,2.7249,3.8344,6.0058,2.2082,2.1541,3.036,,4.9292,7.5859,1.8732,2.3911,1.3708,4.5136,1.477,4.3345,9.1796,2.1276,7.4977,6.5983,0.878,0.0649
1997-06-01,2.8132,3.725,6.1188,2.5783,1.9704,2.5441,,5.4692,7.4643,1.6693,2.7489,1.3429,4.3722,2.5543,4.1637,7.8588,3.0918,7.9009,7.6315,1.0717,0.212
1997-07-01,2.8977,3.9785,5.9589,3.353,2.4033,2.8347,,5.8158,7.1178,2.06,3.2781,1.1169,5.3637,2.9539,3.8095,7.4847,3.7582,8.3137,9.0191,1.3187,0.3396
1997-08-01,2.9932,3.8165,5.6795,3.5565,2.6422,2.4425,,6.4791,6.7557,2.6404,4.2081,1.1898,5.25,2.9913,3.6132,6.7929,5.0651,8.9258,8.9413,1.5175,0.5339
1997-09-01,3.1169,4.0494,6.0595,4.1838,2.839,2.8473,,6.1535,6.998,3.0865,4.8052,1.3506,4.1948,2.8858,3.8751,5.9362,5.1273,9.321,9.9765,1.8851,0.6214
1997-10-01,3.3235,4.0879,6.3796,4.4074,2.9286,2.3797,,6.1481,6.8895,3.5946,5.4636,1.8752,4.1238,3.0675,4.3561,4.4309,6.0765,9.929,9.8748,1.4748,0.8185
1997-11-01,3.6875,4.2855,6.9997,4.0921,3.2527,3.0866,,6.1453,7.0245,3.8199,6.0108,2.0395,3.6308,3.635,4.6896,3.7698,6.3571,9.7779,10.7651,1.6138,0.9336
1997-12-01,4.0289,4.5191,6.8581,3.7667,3.3851,3.0823,,6.4605,7.0526,3.3977,7.2362,2.6446,3.7713,3.8348,4.9501,3.5192,8.1298,10.5373,11.3365,1.5351,1.4643
1998-01-01,4.3619,4.6889,7.0917,3.2895,4.2393,4.0771,,6.9824,7.3549,2.71,8.718,3.0313,3.62,4.0954,4.9689,3.1138,8.843,10.8611,11.5631,2.3989,1.5015
1998-02-01,4.545,4.9101,7.5673,3.4043,4.6386,3.5522,,6.9301,8.2119,2.1381,10.4693,3.3933,4.4305,4.7364,5.1156,2.0746,9.8107,11.2298,12.2082,2.7459,1.4037
1998-03-01,4.7269,5.3169,7.729,2.8461,4.4568,3.2944,,6.643,7.5166,3.1272,11.8499,3.1658,4.7648,5.4019,4.9577,1.5615,11.0112,10.8587,12.2783,3.9102,1.1298
1998-04-01,5.0305,5.5033,8.2141,3.0814,4.3073,3.6743,,6.7609,7.3797,3.4333,12.124,3.021,5.8055,5.8781,4.9826,1.5475,12.0539,11.037,11.7392,3.4475,1.8296
1998-05-01,5.3075,5.6353,8.749,3.3673,4.7226,3.8373,,7.1121,7.1667,3.3219,12.7117,3.1353,5.5275,6.2171,5.1273,1.7883,13.062,11.7334,11.1663,3.2598,2.1481
1998-06-01,5.6006,5.9114,9.3979,3.6983,5.3786,4.8033,,7.4126,7.0988,2.7312,13.4561,3.6986,5.7255,6.2521,5.7579,2.8605,13.4978,12.559,10.9616,3.4506,2.6135
1998-07-01,5.8337,5.9646,10.0807,3.4615,5.2569,4.3112,,7.6314,7.2162,2.4132,14.7745,4.3369,4.6216,6.5837,6.4653,3.0847,14.4213,13.1558,10.5254,3.9438,2.8537
1998-08-01,6.0906,6.0931,10.6437,3.504,5.2406,4.6461,,7.9691,7.4545,2.0815,15.2536,4.5223,4.9994,6.9841,6.7102,3.8184,14.8977,13.5148,10.6764,3.8604,2.9933
1998-09-01,6.298,5.8113,11.3115,3.2441,4.8966,4.1966,,8.6836,7.1458,2.378,16.1548,4.3697,6.1224,7.5156,6.575,3.8686,15.586,13.9305,10.7564,4.2423,3.0705
1998-10-01,6.4645,6.2818,10.9908,3.2911,4.745,4.8501,,9.1734,7.1172,2.1465,16.0304,3.9604,6.4732,7.7692,6.1903,4.4574,15.1025,13.2297,11.0694,4.201,3.1913
1998-11-01,6.4247,6.4542,10.5122,3.3137,3.5849,4.5503,,9.4142,7.2493,2.5768,15.7211,3.8523,7.4342,7.7734,6.2612,4.2212,14.9583,12.5388,10.9366,4.555,3.6331
1998-12-01,6.4505,6.7493,10.7247,3.6666,3.6691,4.6744,,9.2259,7.9648,2.6066,14.8592,3.5905,7.8189,7.5479,6.5189,4.4042,13.8452,11.6315,10.116,4.1065,3.936
