date,Total Existing Home Sales YoY %,Existing Home Sales - Northeast YoY %,Existing Home Sales - Midwest YoY %,Existing Home Sales - South YoY %,Existing Home Sales - West YoY %,Median Sales Price - National YoY %,Median Sales Price - Northeast YoY %,Median Sales Price - Midwest YoY %,Median Sales Price - South YoY %,Median Sales Price - West YoY %,Housing Inventory YoY %,Months Supply of Inventory YoY %
2026-02-01,-1.45,-4.08,-4.08,0.53,-1.25,0.3,3.32,2.3,0.22,-1.87,4.88,5.56
