date,All Employees - Construction YoY %,All Employees - Residential Building YoY %,All Employees - Nonresidential Building YoY %
2023-09-01,2.8218,0.1405,5.5351
2023-10-01,2.9693,0.1617,5.6036
2023-11-01,2.8615,-0.097,4.8697
2023-12-01,2.7267,-0.1935,4.4543
2024-01-01,2.408,-0.1074,3.2499
2024-02-01,2.3795,0.2695,3.4838
2024-03-01,3.0028,1.6117,3.8912
2024-04-01,2.7027,1.8899,4.1686
2024-05-01,2.6491,1.715,3.6791
2024-06-01,2.3732,0.9913,4.3935
2024-07-01,2.3952,1.6765,4.1118
2024-08-01,2.4123,1.8129,3.8453
2024-09-01,2.496,1.4141,3.4176
2024-10-01,2.2525,1.1196,3.1636
2024-11-01,2.2132,1.1328,3.0435
2024-12-01,2.1728,0.98,2.8801
2025-01-01,1.7358,0.7524,2.5915
2025-02-01,1.6601,0.4301,2.237
2025-03-01,1.3351,-0.4152,2.1545
2025-04-01,1.2362,-0.4797,1.9954
2025-05-01,1.1375,-0.4482,2.3657
2025-06-01,0.8663,-0.7148,1.3008
2025-07-01,0.6457,-0.6317,0.971
2025-08-01,0.0364,-1.61,0.3376
2025-09-01,0.0121,-1.3624,0.3054
2025-10-01,-0.23,-1.4905,-0.1414
2025-11-01,0.1452,-0.9601,0.5104
2025-12-01,-0.0483,-1.3437,0.7053
2026-01-01,0.6776,-1.0989,1.1383
2026-02-01,0.508,-0.5032,1.4948
