date,Unemployment Rate YoY %,U-1 Unemployed 15+ Weeks as % of Labor Force YoY %,U-2 Job Losers as % of Labor Force YoY %,U-4 + Discouraged Workers YoY %,U-5 + Other Marginally Attached YoY %,U-6 + Part-Time for Economic Reasons YoY %,Unemployed Less Than 5 Weeks (000s) YoY %,Unemployed 5-14 Weeks (000s) YoY %,Unemployed 15-26 Weeks (000s) YoY %,Unemployed 27+ Weeks (000s) YoY %,Total Unemployed (000s) YoY %,Median Duration of Unemployment (Weeks) YoY %,Average Duration of Unemployment (Weeks) YoY %
1995-03-01,,,,,,,-7.78,-10.5,-25.57,-24.83,-15.55,-10.75,-8.95
1995-04-01,,,,,,,-3.94,-2.47,-9.79,-19.07,-8.23,-8.79,-7.37
1995-05-01,,,,,,,-1.85,-5.28,10.61,-22.41,-6.13,-1.09,-12.82
1995-06-01,,,,,,,-0.47,-3.88,-10.74,-21.84,-6.31,-15.05,-15.43
1995-07-01,,,,,,,-6.84,10.75,-15.79,-19.97,-5.27,-5.56,-13.16
1995-08-01,,,,,,,2.28,-5.25,-2.12,-21.29,-5.66,-6.74,-13.83
1995-09-01,,,,,,,6.96,-0.91,-13.13,-18.28,-3.31,-14.13,-13.37
1995-10-01,,,,,,,12.42,4.25,-22.87,-23.32,-3.98,-18.0,-17.1
1995-11-01,,,,,,,7.37,8.73,-9.28,-14.69,0.69,-11.11,-8.89
1995-12-01,,,,,,,3.14,12.49,-0.36,-11.19,2.67,-4.6,-8.43
1996-01-01,,,,,,,-1.41,10.3,10.04,-9.78,1.57,3.75,-5.85
1996-02-01,,,,,,,5.24,3.14,-1.16,-2.04,1.75,-3.7,-3.53
1996-03-01,,,,,,,0.86,-0.75,18.44,-0.6,2.31,0.0,0.0
1996-04-01,,,,,,,-7.33,-0.51,4.53,-4.67,-3.01,3.61,0.0
1996-05-01,,,,,,,6.22,0.73,-17.21,3.27,-0.09,-5.49,0.0
1996-06-01,,,,,,,-7.0,-8.16,-4.46,10.93,-4.47,5.06,10.69
1996-07-01,,,,,,,1.71,-9.08,-9.43,6.88,-2.52,-2.35,1.21
1996-08-01,,,,,,,-8.64,-10.15,-13.32,2.43,-8.04,1.2,6.79
1996-09-01,,,,,,,-11.62,-3.57,-3.73,-3.73,-6.67,7.59,3.7
1996-10-01,,,,,,,-9.1,-1.93,3.04,-2.95,-4.05,1.22,1.88
1996-11-01,,,,,,,3.84,-6.2,-6.64,-8.61,-2.56,-3.75,-3.05
1996-12-01,,,,,,,-1.54,0.12,-13.16,-4.94,-2.29,-6.02,-4.29
1997-01-01,,,,,,,1.21,-7.04,-12.91,-4.88,-4.45,-6.02,-0.62
1997-02-01,,,,,,,-6.04,4.02,-6.78,-7.66,-2.89,3.85,-3.66
1997-03-01,,,,,,,0.31,2.83,-9.96,-17.44,-4.35,-4.82,-10.4
1997-04-01,,,,,,,-3.6,-7.12,-3.34,-17.97,-7.31,-3.49,-11.36
1997-05-01,,,,,,,-8.61,-12.26,2.49,-22.66,-10.35,-6.98,-9.41
1997-06-01,,,,,,,0.39,0.6,2.44,-21.46,-4.17,-3.61,-11.93
1997-07-01,,,,,,,-10.1,-10.21,8.32,-19.31,-9.3,0.0,-1.8
1997-08-01,,,,,,,1.16,-3.06,-7.29,-15.02,-3.98,-7.14,-7.51
1997-09-01,,,,,,,-2.02,-5.06,-0.6,-11.53,-4.63,-3.53,-5.36
1997-10-01,,,,,,,3.59,-15.77,-15.5,-12.67,-8.21,-7.23,-1.23
1997-11-01,,,,,,,-15.1,-8.16,-13.23,-18.15,-12.82,-1.3,-3.14
1997-12-01,,,,,,,-3.32,-19.86,-5.46,-14.73,-10.71,-3.85,1.92
1998-01-01,,,,,,,-6.2,-13.07,-17.19,-13.48,-11.04,-5.13,-2.5
1998-02-01,,,,,,,0.9,-18.63,-17.36,-13.71,-11.21,-13.58,-2.53
1998-03-01,,,,,,,7.19,-15.11,-15.61,-16.39,-8.26,-13.92,-6.45
1998-04-01,,,,,,,7.75,-12.42,-44.54,-20.09,-13.56,-19.28,-5.77
1998-05-01,,,,,,,4.51,-5.39,-39.16,-20.17,-9.14,-25.0,-4.55
1998-06-01,,,,,,,-0.62,-4.41,-18.33,-26.67,-8.63,-13.75,-9.03
1998-07-01,,,,,,,7.95,-4.25,-27.47,-23.84,-5.95,-19.28,-14.02
1998-08-01,,,,,,,2.85,-7.41,-13.02,-23.91,-6.49,-12.82,-14.38
1998-09-01,,,,,,,6.06,-5.57,-22.8,-14.71,-5.35,-18.29,-9.43
1998-10-01,,,,,,,10.02,-2.9,-21.07,-17.02,-2.7,-24.68,-12.42
1998-11-01,,,,,,,1.25,-1.43,-18.66,-6.72,-3.3,-13.16,-5.84
1998-12-01,,,,,,,2.09,-6.76,-17.56,-18.39,-6.86,-9.33,-11.95
1999-01-01,,,,,,,-4.83,3.32,-7.52,-28.24,-6.16,-6.76,-14.1
1999-02-01,,,,,,,-0.23,1.46,-12.09,-16.3,-3.09,-2.86,-10.39
1999-03-01,,,,,,,-11.33,-3.4,-11.24,-22.22,-9.95,0.0,-7.59
1999-04-01,,,,,,,5.82,-3.65,31.65,-20.95,1.06,-7.46,-9.52
1999-05-01,,,,,,,-4.92,-8.26,20.89,-14.42,-4.15,8.33,-8.84
1999-06-01,,,,,,,-0.98,-14.72,-1.46,2.92,-4.2,-8.7,1.42
1999-07-01,,,,,,,1.93,-11.07,3.44,-10.84,-3.74,-13.43,-3.55
1999-08-01,,,,,,,-1.96,-7.08,-7.43,-13.69,-5.52,-4.41,-4.38
1999-09-01,,,,,,,-0.5,-7.56,-4.27,-22.6,-6.11,-10.45,-9.03
1999-10-01,,,,,,,-10.17,-3.25,-1.38,-15.62,-7.99,5.17,-5.67
1999-11-01,,,,,,,2.07,-11.16,-2.52,-22.06,-6.3,-6.06,-11.03
1999-12-01,,,,,,,2.13,-10.63,-7.94,-15.32,-6.28,-14.71,-7.86
2000-01-01,,,,,,,3.21,-12.24,-14.97,0.98,-4.48,-15.94,-2.24
2000-02-01,,,,,,,1.48,-1.75,-10.41,-21.47,-4.14,-10.29,-8.7
2000-03-01,,,,,,,12.41,-6.51,-12.14,-9.52,-0.86,-11.76,-5.22
2000-04-01,,,,,,,-9.74,-0.16,-15.35,-14.18,-8.71,-1.61,-6.77
2000-05-01,,,,,,,2.11,6.82,-13.21,-10.45,-0.66,-10.77,-5.97
2000-06-01,,,,,,,2.3,-1.13,-24.14,-22.78,-5.04,-9.52,-13.99
2000-07-01,,,,,,,-5.49,2.3,-17.41,-4.64,-4.61,3.45,-1.47
2000-08-01,,,,,,,0.16,3.78,-8.42,0.42,0.26,-3.08,-1.53
2000-09-01,,,,,,,-1.53,-4.85,-12.86,-8.89,-4.9,-13.33,-6.87
2000-10-01,,,,,,,-1.54,-6.66,-0.42,-13.4,-4.22,0.0,-4.51
2000-11-01,,,,,,,-1.95,0.85,3.73,-13.05,-1.35,-1.61,-3.88
2000-12-01,,,,,,,-6.25,13.07,-1.29,-5.59,-0.34,3.45,-3.1
2001-01-01,,,,,,,4.21,11.84,5.61,-6.24,5.52,0.0,-3.05
2001-02-01,,,,,,,9.49,-7.74,15.8,13.51,3.94,0.0,1.59
2001-03-01,,,,,,,-3.56,15.61,23.87,7.74,7.12,10.0,0.79
2001-04-01,,,,,,,18.41,7.86,18.88,18.86,14.41,-3.28,0.0
2001-05-01,,,,,,,5.34,7.01,28.4,-2.95,8.13,8.62,-3.97
2001-06-01,,,,,,,8.88,15.52,33.44,13.24,14.74,5.26,3.25
2001-07-01,,,,,,,5.76,19.9,47.44,0.57,14.55,13.33,-3.73
2001-08-01,,,,,,,16.31,15.53,46.57,20.87,20.31,9.52,3.1
2001-09-01,,,,,,,10.35,34.59,75.62,26.78,26.97,38.46,8.2
2001-10-01,,,,,,,24.59,46.81,65.21,44.98,39.03,19.67,4.72
2001-11-01,,,,,,,23.01,43.35,67.77,86.51,41.92,26.23,15.32
2001-12-01,,,,,,,22.61,53.26,91.85,75.39,46.57,36.67,16.0
2002-01-01,,,,,,,14.95,33.23,97.56,77.96,35.85,44.83,15.75
2002-02-01,,,,,,,4.67,46.09,79.41,70.03,34.92,36.07,17.19
2002-03-01,,,,,,,14.66,24.48,68.48,91.09,35.22,27.27,20.31
2002-04-01,,,,,,,-1.35,44.32,77.26,104.63,37.12,50.85,31.45
2002-05-01,,,,,,,5.26,26.36,58.84,152.24,34.9,50.79,38.84
2002-06-01,,,,,,,-3.45,31.06,68.13,131.13,29.44,83.33,33.07
2002-07-01,,,,,,,9.42,12.8,45.32,125.64,27.45,30.88,31.01
2002-08-01,,,,,,,-1.31,15.45,30.78,83.55,17.92,30.43,24.06
2002-09-01,,,,,,,-2.29,7.49,22.99,92.92,15.53,31.94,33.33
2002-10-01,,,,,,,-11.12,-0.75,18.33,81.85,7.97,31.51,33.83
2002-11-01,,,,,,,-4.53,-2.38,8.74,57.59,6.46,20.78,23.08
2002-12-01,,,,,,,-6.55,-7.44,2.2,70.87,4.63,17.07,27.59
2003-01-01,,,,,,,-6.18,-0.92,2.18,46.3,4.13,14.29,25.85
2003-02-01,,,,,,,-6.23,1.32,-6.96,53.54,4.91,14.46,23.33
2003-03-01,,,,,,,-7.91,0.16,-1.94,35.19,3.42,15.48,17.53
2003-04-01,,,,,,,-4.71,-7.35,1.86,32.26,2.83,14.61,19.02
2003-05-01,,,,,,,5.1,1.82,-0.29,22.55,6.64,4.21,13.1
2003-06-01,,,,,,,7.19,3.43,5.14,27.97,10.4,4.55,17.75
2003-07-01,,,,,,,-5.91,6.04,20.19,24.49,7.4,15.73,16.57
2003-08-01,,,,,,,-4.3,3.96,18.89,26.83,7.13,12.22,16.36
2003-09-01,,,,,,,-2.45,9.86,5.82,27.47,8.12,7.37,10.8
2003-10-01,,,,,,,-1.99,3.22,7.49,18.51,5.12,8.33,8.43
2003-11-01,,,,,,,-9.97,0.16,7.2,15.09,0.66,10.75,13.07
2003-12-01,,,,,,,-10.01,-5.18,6.53,0.36,-3.74,8.33,7.03
2004-01-01,,,,,,,-5.99,-8.25,3.42,8.58,-1.76,10.42,7.57
2004-02-01,,,,,,,-13.33,-6.7,7.32,-0.43,-5.23,7.37,8.65
2004-03-01,,,,,,,-6.85,-5.18,-2.35,10.29,-1.13,5.15,9.39
2004-04-01,,,,,,,-0.5,-9.81,-17.95,-6.33,-7.6,-6.86,1.03
2004-05-01,,,,,,,-8.87,-9.62,-6.12,-6.74,-8.32,0.0,4.21
2004-06-01,,,,,,,-7.88,-13.04,-11.63,-12.05,-10.58,-4.35,3.02
2004-07-01,,,,,,,3.68,-8.87,-25.53,-14.76,-9.71,-13.59,-4.57
2004-08-01,,,,,,,-5.03,-2.36,-22.74,-17.79,-10.18,-8.91,-2.08
2004-09-01,,,,,,,2.0,-17.98,-17.87,-15.49,-11.14,-5.88,-0.51
2004-10-01,,,,,,,0.81,-11.18,-12.6,-11.33,-7.68,-8.65,1.04
2004-11-01,,,,,,,-0.68,-6.78,-11.03,-15.15,-7.51,-5.83,-1.01
2004-12-01,,,,,,,8.38,-7.62,-11.22,-14.4,-4.61,-8.65,-2.02
2005-01-01,,,,,,,-1.86,-3.0,-17.21,-13.76,-7.0,-11.32,-2.01
2005-02-01,,,,,,,13.36,-3.74,-8.91,-12.28,-2.29,-9.8,-4.98
2005-03-01,,,,,,,-5.84,-4.35,-13.07,-16.29,-8.88,-8.82,-1.52
2005-04-01,,,,,,,-3.31,-4.62,-8.32,-10.86,-6.1,-5.26,0.0
2005-05-01,,,,,,,1.14,-6.18,-12.19,-14.51,-6.83,-8.08,-6.06
2005-06-01,,,,,,,-0.67,-1.09,-19.78,-25.55,-9.2,-18.18,-12.68
2005-07-01,,,,,,,-8.94,-0.67,-13.66,-17.91,-8.97,-1.12,-6.38
2005-08-01,,,,,,,-3.38,-10.11,-3.73,-14.21,-8.07,0.0,-2.13
2005-09-01,,,,,,,0.18,0.79,-9.18,-15.45,-4.72,-12.5,-7.73
2005-10-01,,,,,,,-0.48,-0.3,-17.94,-18.13,-7.54,-9.47,-8.21
2005-11-01,,,,,,,7.01,-2.44,-11.29,-19.51,-4.61,-12.37,-11.17
2005-12-01,,,,,,,-6.5,-0.84,-15.78,-17.97,-8.26,-8.42,-9.79
2006-01-01,,,,,,,-4.1,-4.53,-8.56,-29.0,-9.25,-8.51,-13.33
2006-02-01,,,,,,,-6.26,-10.96,-5.76,-17.08,-9.97,-1.09,-6.81
2006-03-01,,,,,,,7.09,-14.13,-8.04,-21.14,-8.6,-6.45,-12.31
2006-04-01,,,,,,,-0.86,-6.42,-4.4,-17.28,-7.19,-6.67,-14.8
2006-05-01,,,,,,,-7.59,-1.88,-15.37,-13.33,-8.77,-6.59,-8.06
2006-06-01,,,,,,,1.73,-12.07,-4.66,-16.73,-6.95,-18.89,-7.26
2006-07-01,,,,,,,5.96,-10.22,-7.68,-5.51,-3.12,-9.09,-2.84
2006-08-01,,,,,,,1.28,-2.52,-14.99,-7.18,-3.46,-8.7,-7.07
2006-09-01,,,,,,,-5.61,-10.51,-10.2,-13.48,-9.35,-4.76,-4.47
2006-10-01,,,,,,,-3.79,-8.41,-8.04,-24.19,-9.74,-8.14,-8.94
2006-11-01,,,,,,,-11.05,-3.07,-7.89,-17.45,-9.17,-2.35,-7.43
2006-12-01,,,,,,,0.31,-8.98,-7.74,-19.4,-7.1,-13.79,-8.0
2007-01-01,,,,,,,1.35,3.33,-7.73,-2.48,0.74,-3.49,-3.55
2007-02-01,,,,,,,-0.12,3.83,-19.5,-7.48,-3.58,-6.59,-6.18
2007-03-01,,,,,,,-13.24,6.95,-5.08,-4.89,-4.82,4.6,4.09
2007-04-01,,,,,,,-7.84,1.68,5.19,-9.39,-3.79,2.38,1.2
2007-05-01,,,,,,,-3.18,-0.27,13.52,-15.08,-3.07,-3.53,-2.92
2007-06-01,,,,,,,-5.69,2.79,15.89,-0.17,-0.31,5.48,-0.6
2007-07-01,,,,,,,-8.05,3.62,8.82,-1.0,-0.36,8.75,0.58
2007-08-01,,,,,,,0.42,-4.01,10.03,-4.59,-0.34,4.76,-0.58
2007-09-01,,,,,,,-1.96,11.64,10.65,1.53,4.72,8.75,-4.68
2007-10-01,,,,,,,-2.71,18.97,1.93,20.41,7.58,6.33,4.29
2007-11-01,,,,,,,5.34,1.31,-3.5,21.49,5.36,3.61,6.79
2007-12-01,,,,,,,4.7,16.07,18.89,21.13,13.06,12.0,3.11
2008-01-01,,,,,,,-0.27,6.13,13.5,21.65,8.0,8.43,7.36
2008-02-01,,,,,,,3.07,9.32,16.01,6.41,8.23,2.35,1.2
2008-03-01,,,,,,,22.37,18.66,15.64,6.27,16.21,-4.4,-7.3
2008-04-01,,,,,,,1.51,18.18,22.23,13.76,11.49,9.3,0.0
2008-05-01,,,,,,,33.04,13.42,10.82,37.9,24.08,-3.66,0.0
2008-06-01,,,,,,,7.92,41.33,17.49,37.88,22.87,16.88,3.64
2008-07-01,,,,,,,14.07,28.6,35.14,28.89,25.01,11.49,-1.16
2008-08-01,,,,,,,24.56,27.92,43.09,49.76,33.55,10.23,4.12
2008-09-01,,,,,,,11.38,32.42,46.56,60.36,32.41,17.24,14.11
2008-10-01,,,,,,,24.56,22.1,70.49,75.65,39.2,23.81,17.06
2008-11-01,,,,,,,26.09,45.47,71.77,61.5,45.55,13.95,9.25
2008-12-01,,,,,,,19.76,47.22,64.49,97.13,47.63,25.0,19.88
2009-01-01,,,,,,,37.98,52.2,79.25,94.45,56.9,18.89,13.14
2009-02-01,,,,,,,30.04,66.08,120.07,125.66,72.04,34.48,19.53
2009-03-01,,,,,,,22.74,62.48,124.74,146.41,71.64,41.38,26.67
2009-04-01,,,,,,,33.89,60.76,100.46,173.47,81.39,39.36,28.4
2009-05-01,,,,,,,-0.98,80.05,150.12,154.52,72.71,79.75,34.94
2009-06-01,,,,,,,13.11,34.35,160.88,175.95,71.51,91.11,39.77
2009-07-01,,,,,,,9.92,23.72,101.59,195.49,63.38,64.95,47.65
2009-08-01,,,,,,,-9.71,42.39,79.6,169.94,56.96,68.04,42.94
2009-09-01,,,,,,,-0.25,24.38,81.86,171.04,58.09,74.51,43.01
2009-10-01,,,,,,,1.67,16.27,75.79,147.5,52.39,81.73,38.19
2009-11-01,,,,,,,-15.56,6.04,67.08,166.25,44.42,102.04,52.91
2009-12-01,,,,,,,-11.55,-1.17,40.08,134.56,33.78,91.43,49.25
2010-01-01,,,,,,,-17.11,-7.43,24.65,134.12,24.78,86.92,53.03
2010-02-01,,,,,,,-18.64,-13.87,13.72,104.37,17.17,70.09,47.52
2010-03-01,,,,,,,-20.09,-20.09,-3.16,100.77,13.23,65.85,51.2
2010-04-01,,,,,,,-18.36,-25.42,-11.54,81.24,10.63,68.7,53.46
2010-05-01,,,,,,,-14.57,-29.86,-25.88,67.08,2.41,57.04,51.79
2010-06-01,,,,,,,-13.84,-22.04,-34.52,52.29,-1.58,46.51,44.35
2010-07-01,,,,,,,-10.55,-15.21,-24.46,32.32,-0.61,39.38,35.06
2010-08-01,,,,,,,-9.15,-10.01,-22.54,24.26,-1.12,28.83,33.2
2010-09-01,,,,,,,-0.77,-12.37,-21.22,12.18,-2.86,14.04,25.56
2010-10-01,,,,,,,-17.62,-5.83,-20.59,10.35,-5.45,12.17,23.64
2010-11-01,,,,,,,3.41,-3.93,-16.75,7.08,-0.91,6.06,17.3
2010-12-01,,,,,,,-6.46,-8.33,-21.83,5.01,-4.97,8.96,16.84
2011-01-01,,,,,,,-8.05,-10.53,-13.83,-2.28,-6.87,7.5,22.77
2011-02-01,,,,,,,-12.04,-8.02,-18.22,-3.87,-8.56,6.03,25.5
2011-03-01,,,,,,,-8.45,-9.53,-18.92,-6.72,-9.64,5.39,23.73
2011-04-01,,,,,,,2.28,-3.21,-10.3,-12.87,-8.93,-5.43,16.22
2011-05-01,,,,,,,-3.79,-7.16,-9.2,-7.31,-6.69,-3.14,16.47
2011-06-01,,,,,,,9.32,-5.44,-18.08,-5.31,-3.54,-11.11,15.65
2011-07-01,,,,,,,-6.2,-1.38,-10.24,-4.78,-5.16,-1.35,20.06
2011-08-01,,,,,,,-0.79,-15.42,1.71,-3.37,-5.67,6.67,20.18
2011-09-01,,,,,,,-2.31,-12.91,-12.18,2.29,-4.33,8.37,20.96
2011-10-01,,,,,,,0.49,-2.84,-17.72,-6.25,-6.35,-2.83,13.82
2011-11-01,,,,,,,-12.23,-12.29,-15.23,-9.93,-11.8,-0.95,18.58
2011-12-01,,,,,,,-0.56,-9.34,-7.59,-13.11,-8.75,-6.39,16.43
2012-01-01,,,,,,,-7.89,-4.12,-11.77,-11.32,-8.68,-3.26,8.06
2012-02-01,,,,,,,5.71,-8.66,-10.2,-11.03,-7.29,-6.64,6.15
2012-03-01,,,,,,,6.82,-6.44,-5.87,-14.23,-7.45,-10.7,0.51
2012-04-01,,,,,,,-5.85,-3.65,-7.18,-13.38,-9.39,-8.61,1.29
2012-05-01,,,,,,,-4.42,3.55,-17.64,-12.22,-8.63,-7.87,0.0
2012-06-01,,,,,,,-6.34,-6.06,-2.89,-13.75,-9.1,-8.93,1.0
2012-07-01,,,,,,,1.14,1.81,-10.54,-15.9,-8.04,-20.45,-3.44
2012-08-01,,,,,,,5.06,-5.96,-16.05,-16.63,-9.75,-17.86,-2.22
2012-09-01,,,,,,,-7.84,-2.15,-7.41,-22.1,-13.14,-14.55,-1.49
2012-10-01,,,,,,,-1.24,-12.03,-8.55,-14.56,-10.81,-3.4,2.33
2012-11-01,,,,,,,2.5,-4.7,-13.14,-15.67,-9.75,-10.58,-2.99
2012-12-01,,,,,,,2.91,0.97,-5.0,-14.64,-6.07,-13.66,-6.93
2013-01-01,,,,,,,12.37,7.12,-3.37,-14.52,-2.55,-24.04,-11.44
2013-02-01,,,,,,,3.95,-1.72,-13.9,-10.51,-6.74,-12.69,-8.31
2013-03-01,,,,,,,-9.08,1.36,-5.67,-12.85,-8.05,-8.33,-5.85
2013-04-01,,,,,,,-5.22,1.04,0.67,-12.94,-7.01,-10.47,-6.89
2013-05-01,,,,,,,4.86,-12.48,17.51,-19.51,-7.95,-14.07,-7.07
2013-06-01,,,,,,,-2.44,1.6,3.25,-19.49,-7.41,-16.67,-9.68
2013-07-01,,,,,,,-6.35,-7.24,1.02,-18.27,-10.44,-7.43,-5.09
2013-08-01,,,,,,,-11.1,-4.38,-9.15,-14.8,-9.56,-10.33,-5.05
2013-09-01,,,,,,,2.6,-4.54,-3.54,-15.86,-6.97,-12.23,-6.03
2013-10-01,,,,,,,7.13,-7.69,-3.29,-19.33,-8.15,-18.09,-11.36
2013-11-01,,,,,,,-8.05,-6.84,-2.87,-15.88,-10.15,-8.06,-6.15
2013-12-01,,,,,,,-15.53,-12.27,-9.94,-18.98,-15.4,-2.26,-2.93
2014-01-01,,,,,,,-11.04,-21.96,-10.31,-22.94,-18.19,-2.53,-1.4
2014-02-01,,,,,,,-12.42,-7.47,-8.21,-19.36,-13.4,-7.56,0.27
2014-03-01,,,,,,,-1.18,-9.38,-6.5,-18.83,-11.2,-10.23,-4.59
2014-04-01,,,,,,,-2.53,-18.26,-23.09,-22.14,-17.5,-8.19,-4.38
2014-05-01,,,,,,,-3.29,-10.41,-28.25,-22.71,-15.4,-14.62,-6.52
2014-06-01,,,,,,,-9.81,-14.87,-19.88,-28.45,-19.5,-18.82,-6.87
2014-07-01,,,,,,,4.33,-12.86,-17.53,-26.35,-15.24,-19.14,-12.33
2014-08-01,,,,,,,5.86,-11.12,-10.2,-31.15,-14.89,-21.82,-14.89
2014-09-01,,,,,,,-9.18,-4.87,-19.98,-28.65,-17.82,-18.79,-14.71
2014-10-01,,,,,,,-11.65,-12.85,-19.4,-28.13,-19.27,-16.56,-7.98
2014-11-01,,,,,,,2.7,-7.08,-17.4,-30.03,-15.73,-23.98,-10.66
2014-12-01,,,,,,,1.8,-8.84,-24.22,-27.54,-16.21,-25.43,-10.41
2015-01-01,,,,,,,-3.23,-4.61,-18.81,-23.09,-12.91,-14.29,-8.83
2015-02-01,,,,,,,0.67,-13.59,-17.77,-29.74,-16.91,-18.87,-14.52
2015-03-01,,,,,,,0.45,-10.04,-27.24,-31.37,-17.97,-24.05,-13.6
2015-04-01,,,,,,,12.05,-1.35,-27.36,-26.42,-11.87,-26.75,-11.46
2015-05-01,,,,,,,-4.45,6.49,-11.86,-25.51,-10.4,-20.55,-10.76
2015-06-01,,,,,,,-4.47,-1.28,-6.99,-30.62,-12.82,-14.49,-16.22
2015-07-01,,,,,,,-1.04,-7.88,-14.62,-32.17,-15.0,-16.79,-14.07
2015-08-01,,,,,,,-20.88,-2.51,-14.81,-26.57,-16.74,-9.3,-11.25
2015-09-01,,,,,,,-0.04,-11.17,-14.19,-28.87,-14.63,-15.67,-19.44
2015-10-01,,,,,,,-4.89,-1.0,-13.43,-26.35,-11.88,-16.91,-14.86
2015-11-01,,,,,,,-3.72,-4.45,-9.07,-26.66,-11.99,-15.38,-14.68
2015-12-01,,,,,,,1.22,-5.56,-2.99,-24.01,-9.29,-14.73,-14.68
2016-01-01,,,,,,,-9.49,-1.25,-17.5,-24.98,-14.16,-14.39,-9.06
2016-02-01,,,,,,,-6.56,-2.28,-12.75,-19.11,-10.43,-12.4,-5.77
2016-03-01,,,,,,,-1.02,-5.9,-7.79,-12.23,-6.51,-5.83,-7.21
2016-04-01,,,,,,,-4.49,-9.08,10.82,-16.13,-5.65,-3.48,-9.71
2016-05-01,,,,,,,-8.38,-9.8,-12.74,-23.09,-13.38,-7.76,-12.38
2016-06-01,,,,,,,3.77,-8.39,-20.1,-8.14,-6.1,-8.47,-1.41
2016-07-01,,,,,,,-14.41,2.7,-3.09,-8.65,-6.44,1.83,-1.07
2016-08-01,,,,,,,10.23,0.99,-14.73,-9.3,-2.6,-8.55,-4.23
2016-09-01,,,,,,,9.98,0.62,-4.05,-7.82,0.58,-9.73,3.11
2016-10-01,,,,,,,2.61,-0.18,-1.82,-8.64,-1.4,-10.62,-3.27
2016-11-01,,,,,,,0.92,-5.79,-12.96,-10.08,-5.59,-6.36,-7.17
2016-12-01,,,,,,,-1.88,-3.38,0.73,-12.55,-4.88,-3.64,-5.73
2017-01-01,,,,,,,11.91,-11.18,5.37,-10.33,-2.08,-8.85,-13.06
2017-02-01,,,,,,,12.35,-2.65,-11.26,-16.14,-4.19,-10.62,-13.27
2017-03-01,,,,,,,-3.8,-4.47,-10.8,-24.83,-11.15,-8.85,-11.31
2017-04-01,,,,,,,-10.41,-2.91,-19.02,-20.4,-12.12,-10.81,-13.62
2017-05-01,,,,,,,-6.54,-12.99,-1.92,-10.6,-8.52,-1.87,-8.18
2017-06-01,,,,,,,-3.13,-12.35,-17.99,-16.72,-11.25,-7.41,-12.14
2017-07-01,,,,,,,-5.81,-11.22,-16.69,-11.48,-9.8,-8.11,-11.51
2017-08-01,,,,,,,-1.18,-12.2,1.19,-14.37,-9.02,-3.74,-11.76
2017-09-01,,,,,,,-13.65,-16.74,-13.51,-12.93,-13.82,-0.98,-1.51
2017-10-01,,,,,,,-12.65,-13.73,-22.27,-17.32,-14.22,-3.96,-1.5
2017-11-01,,,,,,,-5.24,-12.81,-10.92,-14.8,-10.31,-4.85,-0.77
2017-12-01,,,,,,,-4.97,-7.13,-24.9,-18.49,-11.82,-12.26,-7.98
2018-01-01,,,,,,,-8.66,-6.83,-20.47,-21.38,-13.11,-5.83,-4.35
2018-02-01,,,,,,,-1.67,-11.09,-15.41,-20.58,-10.81,-8.91,-10.2
2018-03-01,,,,,,,-1.03,-3.33,-22.36,-19.8,-8.5,-14.56,-4.38
2018-04-01,,,,,,,-7.83,-3.67,-9.3,-19.54,-8.89,-3.03,-6.64
2018-05-01,,,,,,,-5.62,-1.42,-13.02,-28.36,-11.49,-12.38,-14.57
2018-06-01,,,,,,,-2.24,-3.07,-3.82,-15.11,-6.2,-10.0,-15.45
2018-07-01,,,,,,,-5.16,-10.96,-1.18,-17.67,-10.11,-3.92,-6.1
2018-08-01,,,,,,,-0.75,-16.22,-10.12,-23.71,-13.08,-9.71,-6.67
2018-09-01,,,,,,,-7.62,-9.13,-8.59,-19.73,-11.39,-8.91,-7.28
2018-10-01,,,,,,,-3.34,-6.17,-0.54,-16.22,-7.3,-3.09,-11.83
2018-11-01,,,,,,,-4.83,-4.19,-8.41,-22.72,-9.73,-9.18,-14.01
2018-12-01,,,,,,,-3.93,3.41,0.21,-13.85,-3.66,3.23,-9.5
2019-01-01,,,,,,,5.51,4.49,-7.46,-12.27,-0.22,-2.06,-15.29
2019-02-01,,,,,,,-8.79,-6.39,2.41,-10.41,-6.76,4.35,-4.8
2019-03-01,,,,,,,-5.6,-6.99,13.96,-6.02,-4.17,9.09,-7.5
2019-04-01,,,,,,,-8.22,-5.97,-11.82,-10.55,-7.71,-4.17,0.0
2019-05-01,,,,,,,5.86,-20.19,-16.15,5.35,-4.29,0.0,13.74
2019-06-01,,,,,,,-16.75,-3.22,-5.22,-5.06,-7.94,6.67,3.85
2019-07-01,,,,,,,7.22,1.5,-10.74,-13.35,-2.16,-9.18,-15.15
2019-08-01,,,,,,,1.2,-1.16,-14.87,-2.33,-3.43,-6.45,-2.23
2019-09-01,,,,,,,-10.85,0.69,-9.62,-0.96,-5.27,0.0,-7.02
2019-10-01,,,,,,,-6.47,-4.35,-0.54,-4.23,-5.47,-4.26,-3.03
2019-11-01,,,,,,,-4.66,-4.76,-1.88,-1.63,-4.04,0.0,-8.14
2019-12-01,,,,,,,-2.75,-12.25,-11.24,-9.04,-8.39,-5.21,-5.48
2020-01-01,,,,,,,-12.24,-11.52,0.68,-8.62,-9.36,5.26,6.83
2020-02-01,,,,,,,-7.28,0.45,-11.74,-13.48,-6.24,-2.08,-5.5
