date,Total Housing Starts YoY %,Single-Family Starts YoY %,2-4 Unit Starts YoY %,5+ Unit Starts YoY %,Starts - Northeast YoY %,Starts - Midwest YoY %,Starts - South YoY %,Starts - West YoY %
2018-03-01,10.76,4.67,55.56,24.35,2.59,28.17,-2.05,33.0
2018-04-01,11.34,10.06,31.25,13.77,12.94,-20.1,21.44,13.58
2018-05-01,17.29,16.59,-7.69,20.19,26.74,46.63,12.86,8.0
2018-06-01,-4.56,-0.12,66.67,-15.96,-34.36,-21.53,6.13,3.24
2018-07-01,0.17,3.33,-50.0,-5.67,-13.45,11.8,2.58,-5.54
2018-08-01,11.13,3.81,112.5,30.63,-7.41,8.88,15.94,9.84
2018-09-01,5.84,4.29,-50.0,12.96,40.59,-7.85,1.8,9.94
2018-10-01,-2.86,-0.68,5.56,-8.59,-34.9,-7.5,-1.94,14.78
2018-11-01,-7.23,-15.48,37.5,14.08,15.22,-18.13,-0.77,-19.65
2018-12-01,-6.97,-5.95,400.0,-14.04,25.29,-21.34,9.47,-34.55
2019-01-01,-5.62,5.16,33.33,-29.4,20.54,-2.92,-0.29,-24.32
2019-02-01,-12.22,-12.98,-70.59,-7.65,-35.61,2.68,4.75,-36.79
2019-03-01,-9.64,-4.34,-64.29,-18.65,-31.09,-28.57,5.31,-17.97
2019-04-01,-0.31,-3.74,4.76,8.36,35.42,3.07,-2.52,-7.58
2019-05-01,-4.72,-12.99,0.0,16.53,-21.1,-33.89,9.73,-6.84
2019-06-01,4.28,1.5,10.0,11.71,4.67,10.37,11.21,-10.0
2019-07-01,2.65,2.19,100.0,2.1,-7.77,-1.67,0.31,14.14
2019-08-01,6.75,1.0,-11.76,21.56,70.0,2.72,6.43,-9.25
2019-09-01,4.88,6.06,22.22,1.64,-16.2,-7.39,26.28,-14.25
2019-10-01,8.52,2.18,-36.84,27.88,22.68,-4.32,11.9,5.39
2019-11-01,14.56,17.16,72.73,7.71,0.0,18.12,12.81,22.3
2019-12-01,41.37,29.55,0.0,74.67,28.44,74.42,25.16,72.53
2020-01-01,28.96,5.78,-43.75,105.46,55.56,22.56,14.75,53.57
2020-02-01,38.18,32.9,260.0,47.04,35.29,27.45,36.46,50.41
2020-03-01,6.3,4.9,160.0,7.45,-1.22,20.0,8.7,-2.16
2020-04-01,-26.42,-21.28,-31.82,-38.03,-62.31,-19.05,-12.33,-44.79
2020-05-01,-19.64,-12.32,-33.33,-33.41,-18.6,-10.13,-29.22,-3.36
2020-06-01,1.85,2.84,-45.45,0.85,3.57,14.92,2.2,-6.98
2020-07-01,23.06,13.4,-8.33,49.41,38.95,19.77,35.95,-4.53
2020-08-01,1.53,14.52,46.67,-26.16,-47.65,32.28,-0.28,14.14
2020-09-01,12.36,20.04,-45.45,-5.11,5.88,31.29,8.1,14.7
2020-10-01,16.45,33.45,25.0,-19.67,-23.53,17.51,25.85,11.36
2020-11-01,14.04,27.65,-15.79,-14.32,33.96,14.2,8.21,20.29
2020-12-01,4.26,26.79,-50.0,-36.83,-5.71,-0.44,4.48,9.95
2021-01-01,3.1,16.8,44.44,-19.6,0.48,28.83,3.47,-6.05
2021-02-01,-9.36,0.87,-27.78,-29.98,-13.91,-30.77,-13.88,14.17
2021-03-01,33.97,38.84,69.23,21.33,95.06,75.0,23.88,20.82
2021-04-01,59.72,54.07,-6.67,80.69,216.33,29.41,36.63,115.43
2021-05-01,52.94,48.51,12.5,65.29,100.0,87.32,57.34,19.94
2021-06-01,30.33,29.42,83.33,31.74,29.31,-5.77,32.97,50.51
2021-07-01,4.65,13.11,0.0,-12.01,-47.73,-11.79,6.7,31.96
2021-08-01,14.18,5.96,-68.18,45.35,87.64,-20.4,26.48,-4.9
2021-09-01,7.06,-2.06,66.67,34.84,1.59,-3.74,5.17,19.5
2021-10-01,2.33,-7.4,-33.33,38.05,32.97,2.88,-3.52,7.65
2021-11-01,10.5,4.28,6.25,30.92,-22.54,11.94,18.96,4.89
2021-12-01,6.69,-7.78,-70.0,64.65,4.55,39.73,8.33,-12.44
2022-01-01,4.42,3.8,-23.08,6.61,-48.34,-4.29,14.91,15.59
2022-02-01,23.58,14.67,138.46,45.98,24.24,71.85,30.23,-4.06
2022-03-01,0.94,-3.61,-31.82,14.73,32.91,-15.38,-4.2,11.23
2022-04-01,21.74,13.58,-14.29,43.47,-14.19,25.0,32.66,12.2
2022-05-01,-3.65,-3.91,222.22,-7.28,-7.86,-14.66,5.6,-13.98
2022-06-01,-6.0,-13.42,-27.27,13.01,-18.0,5.1,0.12,-18.82
2022-07-01,-13.53,-20.46,36.36,2.91,147.83,-12.83,-22.84,-19.9
2022-08-01,-3.95,-16.5,200.0,21.69,7.78,-7.54,-10.47,10.0
2022-09-01,-5.64,-18.97,80.0,23.11,18.75,2.91,-8.23,-12.12
2022-10-01,-9.12,-21.07,40.0,17.95,-18.18,9.35,-4.01,-25.83
2022-11-01,-16.48,-34.73,-17.65,30.85,-21.82,8.0,-21.36,-17.25
2022-12-01,-24.04,-26.75,200.0,-19.45,44.2,-62.3,-22.4,-21.19
2023-01-01,-20.04,-29.51,10.0,0.97,17.43,-34.83,-14.05,-34.26
2023-02-01,-19.37,-31.35,-58.06,11.22,-20.33,-21.12,-21.06,-13.93
2023-03-01,-19.57,-28.85,46.67,-0.57,-12.38,-43.29,-2.37,-44.37
2023-04-01,-25.6,-27.66,-8.33,-21.85,-6.02,-20.45,-28.07,-28.37
2023-05-01,3.46,-4.83,-72.41,28.03,-25.58,14.54,4.24,5.21
2023-06-01,-8.38,-7.5,87.5,-11.51,-22.76,-17.96,-5.44,-5.03
2023-07-01,5.72,10.49,-40.0,-2.17,-35.09,8.59,10.52,14.97
2023-08-01,-13.98,3.26,-61.9,-39.22,-29.44,-13.04,-7.84,-20.39
2023-09-01,-7.86,9.62,-16.67,-33.96,-43.42,-8.02,5.76,-20.42
2023-10-01,-4.67,12.66,21.43,-32.61,-18.18,-9.83,-8.24,12.46
2023-11-01,6.32,41.51,0.0,-39.02,54.65,-16.46,9.86,2.82
2023-12-01,16.28,21.16,111.11,4.78,-36.68,66.95,18.66,25.9
2024-01-01,1.47,22.2,63.64,-32.82,5.47,4.58,-4.03,12.7
2024-02-01,10.94,38.86,23.08,-29.91,18.37,27.32,13.99,-6.65
2024-03-01,-4.72,25.0,-68.18,-49.9,-47.28,19.85,-10.42,34.6
2024-04-01,2.29,20.9,-45.45,-30.93,-18.4,3.43,8.92,-6.27
2024-05-01,-16.92,-0.8,125.0,-47.29,3.12,-43.85,-15.59,-5.54
2024-06-01,-6.62,4.7,13.33,-29.85,25.26,4.14,-9.3,-14.41
2024-07-01,-13.36,-12.99,177.78,-18.0,54.95,1.13,-18.4,-29.43
2024-08-01,5.62,5.99,337.5,-2.79,-4.72,30.63,3.51,1.73
2024-09-01,-1.02,7.64,0.0,-22.74,93.02,-8.21,-8.48,-3.67
2024-10-01,-1.17,-3.17,-11.76,4.57,34.57,18.96,-8.29,-6.82
2024-11-01,-14.46,-9.87,7.14,-29.07,-6.77,-15.27,-12.55,-21.1
2024-12-01,-0.46,3.45,57.89,-11.74,17.46,3.55,8.48,-27.34
2025-01-01,-1.67,-1.28,33.33,-4.57,-30.37,30.66,-8.52,11.85
2025-02-01,-3.99,-3.68,75.0,-8.08,16.38,-45.49,-6.82,26.32
2025-03-01,3.28,-9.28,100.0,51.15,52.58,42.04,-5.82,-9.72
2025-04-01,0.94,-9.97,200.0,32.52,79.41,28.18,-8.8,-16.55
2025-05-01,-2.58,-4.81,11.11,3.99,5.05,25.34,-6.43,-8.64
2025-06-01,4.14,-5.71,41.18,31.61,45.38,8.52,-4.59,6.87
2025-07-01,12.25,9.18,-20.0,21.68,-42.44,31.28,31.26,-10.7
2025-08-01,-7.19,-13.79,-68.57,18.1,-19.01,5.74,-13.17,4.08
2025-09-01,-2.14,-19.85,-26.67,60.87,0.0,10.61,-10.24,9.0
2025-10-01,-5.92,-5.7,66.67,-9.25,32.11,-19.12,0.45,-21.34
2025-11-01,2.24,-8.19,0.0,42.11,24.19,-1.74,5.2,-12.15
2025-12-01,-8.39,-10.76,-36.67,0.0,-10.14,-4.41,-17.67,19.0
2026-01-01,9.5,-6.5,16.67,56.89,108.51,-2.79,16.05,-20.67
