date,Total Housing Completions YoY %,Single-Family Completions YoY %,5+ Unit Completions YoY %
2024-06-01,18.2377,8.0402,37.6623
2024-07-01,20.932,8.0437,61.4925
2024-08-01,28.7601,8.5174,75.8105
2024-09-01,13.5962,1.4,39.6104
2024-10-01,17.3601,-1.494,67.6393
2024-11-01,10.8219,5.7173,21.2058
2024-12-01,-3.0476,-10.9405,10.1727
2025-01-01,10.0667,11.6927,8.0617
2025-02-01,-6.5114,-3.4939,-11.9601
2025-03-01,5.3127,12.0856,-5.5133
2025-04-01,-11.2515,-14.7657,-3.1008
2025-05-01,-1.2172,2.924,-10.3448
2025-06-01,-19.9884,-14.4186,-30.5031
2025-07-01,-11.0092,-7.5368,-18.2994
2025-08-01,-11.339,3.1008,-32.9078
2025-09-01,-17.8935,-6.9034,-35.969
2025-10-01,-12.5917,3.9434,-38.4494
2025-11-01,-9.5797,-0.3933,-25.3859
2025-12-01,-4.5842,5.6034,-20.2091
2026-01-01,-7.5106,-3.2901,-15.5556
