date,Total Existing Home Sales (NSA) YoY %,Existing Home Sales - Northeast (NSA) YoY %,Existing Home Sales - Midwest (NSA) YoY %,Existing Home Sales - South (NSA) YoY %,Existing Home Sales - West (NSA) YoY %,Median Sales Price - National YoY %,Median Sales Price - Northeast YoY %,Median Sales Price - Midwest YoY %,Median Sales Price - South YoY %,Median Sales Price - West YoY %,Housing Inventory YoY %,Months Supply of Inventory YoY %
2026-02-01,0.0,-3.85,-3.57,1.61,1.96,0.3,3.32,2.3,0.22,-1.87,4.88,5.56
