date,Total Building Permits YoY %,Single-Family Permits YoY %,2-4 Unit Permits YoY %,5+ Unit Permits YoY %,Permits - Northeast YoY %,Permits - Midwest YoY %,Permits - South YoY %,Permits - West YoY %
2023-02-01,-12.8702,-32.519,-10.7143,24.9186,-21.164,-17.5966,-6.9864,-19.1176
2023-03-01,-20.7709,-25.7042,-3.4483,-13.9466,-13.7755,-15.4812,-19.4898,-29.3598
2023-04-01,-20.7101,-19.5032,10.9091,-24.9651,-26.5537,-28.4585,-17.8894,-20.2765
2023-05-01,-7.5704,-10.6589,-5.0847,-2.6101,20.7143,-12.987,-9.0226,-10.9453
2023-06-01,-15.7168,0.3158,0.0,-37.6535,-23.5955,-1.4778,-14.8982,-21.0402
2023-07-01,-10.6283,3.6717,-10.5263,-29.0278,-23.75,-10.3604,-8.7701,-9.8446
2023-08-01,0.2569,9.8194,21.5686,-15.1613,5.4422,4.9261,-0.9569,-1.6173
2023-09-01,-3.9375,14.2691,-5.4545,-26.7936,-14.9351,-5.6338,-0.1163,-7.2386
2023-10-01,-4.1405,16.6074,-5.3571,-29.2086,23.9669,-21.267,-5.1535,-0.2941
2023-11-01,7.2805,26.0759,-7.1429,-18.018,-15.5556,0.0,2.6582,36.8231
2023-12-01,7.7305,36.3881,4.0,-26.3754,-9.9291,12.2222,11.3134,4.375
2024-01-01,9.5745,37.2523,-11.8644,-23.569,8.8235,24.2938,4.0302,15.8416
2024-02-01,-2.534,28.839,16.0,-36.5059,50.3356,21.875,-10.7623,-16.1039
2024-03-01,-0.2703,16.8246,-8.9286,-24.3103,-17.7515,-2.9703,1.1407,7.1875
2024-04-01,-1.0176,12.3429,-8.1967,-21.9331,16.9231,-6.0773,2.3256,-13.0058
2024-05-01,-10.6667,4.013,-1.7857,-34.1709,-28.9941,-8.9552,-7.7922,-9.7765
2024-06-01,-0.2049,-0.8395,-11.1111,2.407,-13.2353,4.0,1.8892,-2.3952
2024-07-01,-5.6505,-1.5625,3.9216,-14.2857,14.7541,-2.5126,-7.7374,-9.4828
2024-08-01,-5.4452,-0.6166,-8.0645,-14.0684,-8.3871,-1.8779,-1.8116,-14.5205
2024-09-01,-6.7014,-2.335,15.3846,-17.6,-6.1069,1.4925,-10.4773,-2.3121
2024-10-01,-6.5445,-1.6277,0.0,-17.0732,-8.6667,14.9425,-12.0231,-2.6549
2024-11-01,0.3327,-2.3092,-1.9231,6.3736,17.5439,11.0553,0.3699,-10.5541
2024-12-01,-2.5675,-2.2727,9.6154,-4.6154,13.3858,9.4059,-6.0748,-6.8862
2025-01-01,-5.5016,-4.9086,7.6923,-8.37,-10.1351,0.0,-3.632,-11.396
2025-02-01,-7.7996,-3.876,0.0,-17.0431,-47.7679,2.1368,0.8794,-8.6687
2025-03-01,0.3388,-1.4199,13.7255,2.7335,-14.3885,6.6327,4.5113,-6.9971
2025-04-01,-2.536,-6.1038,8.9286,4.2857,-10.5263,14.1176,-8.8517,9.6346
2025-05-01,-0.924,-6.2565,-3.6364,12.4682,2.5,18.5792,-4.9936,-3.4056
2025-06-01,-4.6543,-8.3598,4.1667,1.9231,-12.7119,4.8077,-4.2027,-8.8957
2025-07-01,-5.1532,-7.4074,3.7736,-1.3699,-10.7143,13.9175,-5.7179,-13.0159
2025-08-01,-9.8916,-11.272,-8.7719,-7.0796,-14.7887,-3.3493,-14.0221,-1.2821
2025-09-01,-1.325,-8.5239,-6.6667,16.2621,19.5122,-0.4902,-1.6905,-8.5799
2025-10-01,-1.1905,-9.2037,3.7736,17.1569,7.2993,-1.0,-4.205,2.1212
2025-11-01,-7.9576,-7.9137,9.8039,-9.9174,-12.6866,-10.8597,-8.231,-3.5398
2025-12-01,-1.6892,-10.9201,-10.5263,20.5069,15.9722,-4.9774,-10.9453,16.3987
2026-01-01,-5.7534,-11.6397,-10.7143,8.8942,13.5338,4.0909,-13.191,-1.9293
