date,Initial Claims YoY %,Initial Claims - 4 Week Average YoY %,Continuing Claims YoY %,Continuing Claims - 4 Week Average YoY %,Insured Unemployment Rate YoY %
1984-02-11,-29.7297,-29.5652,-36.7131,-34.7606,-34.0909
1984-02-18,-30.5613,-29.5141,-37.4355,-35.4473,-36.3636
1984-02-25,-28.6902,-30.5882,-36.3003,-36.0109,-34.0909
1984-03-03,-27.8586,-29.0994,-34.6277,-35.0498,-34.8837
1984-03-10,-28.0665,-28.683,-34.8956,-35.1958,-34.8837
1984-03-17,-27.4428,-27.9021,-35.0295,-35.1891,-34.8837
1984-03-24,-28.0665,-27.746,-35.4044,-35.5674,-34.8837
1984-03-31,-29.106,-28.0583,-35.4044,-35.7598,-34.8837
1984-04-07,-22.2449,-28.7582,-34.8469,-35.6801,-34.8837
1984-04-14,-27.1429,-28.356,-35.626,-35.8795,-34.8837
1984-04-21,-25.7143,-27.451,-34.6319,-35.7399,-34.8837
1984-04-28,-23.4694,-25.7416,-34.5782,-35.587,-34.8837
1984-05-05,-19.6035,-21.9551,-29.7078,-33.131,-30.0
1984-05-12,-18.9427,-21.3675,-30.9806,-33.2,-30.0
1984-05-19,-22.0264,-21.9017,-30.5467,-33.4207,-30.0
1984-05-26,-22.0264,-23.0235,-32.803,-34.1933,-32.5
1984-06-02,-19.6833,-19.471,-29.3856,-31.3486,-28.2051
1984-06-09,-16.5158,-19.4147,-29.0294,-31.3124,-28.2051
1984-06-16,-18.3258,-19.0208,-29.8308,-31.5801,-30.7692
1984-06-23,-18.0995,-18.5706,-30.5729,-31.4643,-30.7692
1984-06-30,-18.552,-18.2893,-30.8697,-31.8261,-30.7692
1984-07-07,-11.8072,-10.445,-23.6825,-25.9816,-25.0
1984-07-14,-13.253,-10.5068,-23.8111,-25.9265,-25.0
1984-07-21,-13.9759,-10.8158,-24.9036,-25.9422,-25.0
1984-07-28,-13.494,-10.8776,-25.1607,-25.9422,-25.0
1984-08-04,-10.3286,-16.3511,-24.2611,-24.5834,-25.0
1984-08-11,-10.7981,-15.2037,-22.3774,-24.4305,-22.2222
1984-08-18,-5.8685,-12.6793,-21.533,-23.7946,-22.2222
1984-08-25,-7.277,-10.6139,-21.8902,-23.1828,-22.2222
1984-09-01,-7.4519,-4.526,-18.9371,-20.0116,-20.0
1984-09-08,-3.3654,-3.1804,-18.0962,-19.6375,-20.0
1984-09-15,-5.5288,-3.6697,-18.1298,-19.4879,-20.0
1984-09-22,-5.0481,-3.6697,-18.5671,-19.3548,-20.0
1984-09-29,-3.3654,-2.63,-16.7844,-18.8227,-20.0
1984-10-06,-0.2475,-0.3129,-14.1608,-15.5678,-15.1515
1984-10-13,1.4851,0.7509,-11.2587,-14.6703,-12.1212
1984-10-20,8.6634,3.5044,-11.5734,-13.7384,-12.1212
1984-10-27,5.198,4.9437,-10.0,-12.8754,-12.1212
1984-11-03,6.2814,8.0892,-5.6714,-8.358,-9.375
1984-11-10,-1.2563,7.0064,-6.8789,-8.2952,-9.375
1984-11-17,-3.7688,3.4395,-3.2199,-7.255,-6.25
1984-11-24,7.7889,3.6943,-6.0007,-7.2998,-9.375
1984-12-01,7.7957,8.5869,-4.3495,-4.952,-6.4516
1984-12-08,2.957,7.9108,-2.0802,-4.5455,-6.4516
1984-12-15,3.7634,8.1136,-1.8911,-5.0166,-6.4516
1984-12-22,1.8817,4.7329,-5.938,-5.7742,-9.6774
1984-12-29,1.8817,3.2454,-4.0847,-5.7095,-6.4516
1985-01-05,1.3736,7.7635,1.4476,0.1275,-3.3333
1985-01-12,6.3187,7.8348,-0.5086,-0.3727,-3.3333
1985-01-19,-1.3736,6.4103,-3.2864,-0.5198,-6.6667
1985-01-26,1.0989,5.6268,1.7606,0.1177,-3.3333
1985-02-02,12.5364,10.538,6.6019,3.7457,3.4483
1985-02-09,16.9096,11.5696,5.6298,4.4037,0.0
1985-02-16,13.7026,13.8541,5.8323,5.8311,0.0
1985-02-23,13.7026,15.4753,6.9664,6.2361,3.4483
1985-03-02,9.6774,12.5181,6.592,7.7678,3.5714
1985-03-09,12.9032,11.3603,7.4212,7.5922,3.5714
1985-03-16,13.1965,11.0709,6.8823,7.2307,3.5714
1985-03-23,9.3842,9.8408,5.9701,6.3526,3.5714
1985-03-30,13.1965,10.7091,4.7264,5.8878,0.0
1985-04-06,8.0,4.9425,5.5031,5.5733,0.0
1985-04-13,9.6,6.6351,6.7762,5.8004,3.5714
1985-04-20,4.2667,7.8538,6.1191,6.0894,3.5714
1985-04-27,2.9333,7.8538,5.2156,6.4609,0.0
1985-05-04,10.1695,9.5073,11.1494,8.26,7.4074
1985-05-11,11.2994,8.3276,10.5898,7.935,3.7037
1985-05-18,10.452,8.3276,9.6427,7.5472,3.7037
1985-05-25,11.8644,9.0215,9.5566,7.369,3.7037
1985-06-01,9.1667,8.4022,11.2495,8.7976,7.4074
1985-06-08,11.9444,9.022,10.0902,8.7446,3.7037
1985-06-15,8.3333,8.9532,9.4461,8.7658,3.7037
1985-06-22,7.2222,8.2645,9.4891,8.8188,3.7037
1985-06-29,8.3333,8.0579,7.5569,7.9062,3.7037
1985-07-06,10.0279,8.2524,12.0223,8.5104,7.4074
1985-07-13,7.5209,7.975,8.158,8.1917,3.7037
1985-07-20,3.0641,6.8655,8.2009,7.8729,3.7037
1985-07-27,0.8357,4.9237,8.2868,8.0535,3.7037
1985-08-03,3.038,-2.1181,4.6985,5.6167,0.0
1985-08-10,1.7722,-1.0911,6.6528,6.0987,0.0
1985-08-17,1.0127,0.7702,7.027,6.6646,0.0
1985-08-24,2.5316,3.5302,6.4865,7.0732,0.0
1985-08-31,3.5443,3.6585,7.9002,7.8801,0.0
1985-09-07,5.9701,2.9523,4.9313,5.7558,0.0
1985-09-14,1.4925,3.5176,4.6888,5.9197,0.0
1985-09-21,-0.2488,3.2663,1.5764,5.4281,-3.5714
1985-09-28,-0.7463,2.6382,6.0226,5.7149,3.5714
1985-10-05,-4.7059,-3.8163,3.2246,2.8427,0.0
1985-10-12,-5.8824,-4.2934,-0.1943,2.6347,-3.4483
1985-10-19,-5.8824,-4.353,2.7195,3.9323,0.0
1985-10-26,-1.6471,-3.22,3.2246,4.269,0.0
1985-11-02,-7.2261,-0.7371,4.0483,1.9928,0.0
1985-11-09,-7.4592,-0.9214,1.6738,2.4088,-3.4483
1985-11-16,-7.4592,-1.1057,1.9074,2.1573,-3.4483
1985-11-23,-10.9557,-3.317,0.6228,1.4608,-3.4483
1985-11-30,-8.3916,-3.6241,2.6859,1.1222,0.0
1985-12-07,5.277,2.8815,8.2019,3.7135,3.4483
1985-12-14,0.7916,1.8991,5.6782,4.321,0.0
1985-12-21,-2.3747,1.1133,0.276,3.9095,-3.4483
1985-12-28,2.9024,0.9168,2.8391,3.6155,-3.4483
1986-01-04,-1.6304,1.416,3.5755,3.0953,0.0
1986-01-11,7.8804,2.4275,1.3456,2.6643,-3.4483
1986-01-18,-1.087,2.0229,-3.268,2.3998,-6.8966
1986-01-25,-6.5217,-1.0789,-1.1918,2.0276,-3.4483
1986-02-01,-6.6667,-6.254,-4.1651,-2.2966,-10.0
1986-02-08,-6.1538,-8.2323,-3.5214,-3.1351,-10.0
1986-02-15,-8.2051,-8.6152,-2.7262,-2.6301,-6.6667
1986-02-22,0.0,-5.6796,-0.568,-2.0964,-6.6667
1986-03-01,-2.8497,-2.6797,1.7419,0.6048,0.0
1986-03-08,-5.1813,-2.6797,3.0483,1.1414,0.0
1986-03-15,-1.0363,-1.1111,2.4941,1.3365,0.0
1986-03-22,0.2591,-1.3072,2.6128,1.0048,0.0
1986-03-29,2.5907,0.0654,3.4838,1.434,0.0
1986-04-05,-1.2953,-2.9504,2.459,1.0179,0.0
1986-04-12,0.5181,-2.5738,0.3123,0.8337,-3.5714
1986-04-19,-0.7772,-2.8249,1.9906,1.0373,0.0
1986-04-26,1.2953,-3.1387,2.5371,1.1634,0.0
1986-05-03,-1.0101,-1.0821,4.9116,2.3138,3.5714
1986-05-10,-0.2525,-0.6365,4.9116,3.2901,3.5714
1986-05-17,-3.0303,-0.5729,4.8723,3.8368,3.5714
1986-05-24,-2.5253,-0.8912,3.6542,3.9442,0.0
1986-05-31,-5.8081,-2.1006,6.4047,4.3151,3.5714
1986-06-07,-3.8462,-3.2505,5.9082,4.9174,0.0
1986-06-14,-5.3846,-4.2065,5.5489,4.6715,0.0
1986-06-21,-5.8974,-5.4175,5.2695,4.6617,0.0
1986-06-28,-4.8718,-5.5449,4.0319,3.6585,0.0
1986-07-05,2.4862,-2.3133,5.8287,3.7955,0.0
1986-07-12,-0.2762,-2.842,1.1895,2.8909,-3.5714
1986-07-19,-2.2099,-3.7013,2.8152,2.4582,0.0
1986-07-26,0.0,-4.2961,3.8065,2.5762,0.0
1986-08-02,1.7115,-7.5542,-0.4624,0.4954,-3.5714
1986-08-09,1.7115,-4.1486,3.5067,1.797,3.5714
1986-08-16,-0.489,-0.8669,2.4277,2.4284,0.0
1986-08-23,-2.934,1.3003,3.5453,3.0986,3.5714
1986-08-30,-1.956,0.3715,2.659,3.8854,0.0
1986-09-06,0.2506,-1.7748,5.0705,4.2918,0.0
1986-09-13,-1.2531,-2.5704,1.83,4.4177,-3.4483
1986-09-20,0.0,-2.448,3.0499,4.5728,0.0
1986-09-27,-2.5063,-3.1824,2.8593,4.9022,0.0
1986-10-04,-6.4593,-3.0807,4.6293,3.0873,0.0
1986-10-11,-7.4163,-3.512,0.3011,3.0303,-3.4483
1986-10-18,-7.8947,-4.3746,2.484,3.2203,0.0
1986-10-25,-11.4833,-5.5453,1.8818,3.3058,0.0
1986-11-01,-7.3791,-4.0153,0.3033,2.7552,-3.4483
1986-11-08,-11.1959,-6.4372,-0.9098,2.2673,-3.4483
1986-11-15,-6.3613,-7.5207,0.5686,1.5976,-3.4483
1986-11-22,-6.1069,-7.5844,-3.1463,0.1435,-6.8966
1986-11-29,-6.8702,-7.457,1.8196,0.5262,-3.4483
1986-12-06,-6.9231,-4.867,0.9969,-0.4444,0.0
1986-12-13,-3.8462,-4.4127,-0.8052,-1.0686,-3.5714
1986-12-20,-10.2564,-5.6457,-4.1794,-1.5981,-7.1429
1986-12-27,-11.5385,-7.0084,-1.6488,-2.7423,-3.5714
1987-01-03,-6.1047,-5.0443,0.7782,-1.6801,-3.5714
1987-01-10,1.1628,-6.8848,-2.4125,-2.4386,-7.1429
1987-01-17,-0.8721,-7.4983,-4.9416,-2.9762,-7.1429
1987-01-24,0.5814,-7.4301,-2.4903,-3.5426,-7.1429
1987-01-31,7.5581,-4.2263,-2.1401,-4.2627,-7.1429
1987-02-07,-5.641,-3.5859,-4.9505,-3.0563,-7.1429
1987-02-14,-13.3333,-3.7889,-6.6641,-2.9784,-7.1429
1987-02-21,-12.5641,-4.1272,-5.5217,-3.2217,-7.1429
1987-02-28,-10.7692,-5.6157,-6.3214,-3.7571,-7.1429
1987-03-07,-14.899,-10.9079,-6.0444,-5.2895,-7.1429
1987-03-14,-15.404,-11.1039,-6.2739,-5.2991,-7.1429
1987-03-21,-15.404,-11.4958,-8.1484,-6.0685,-10.7143
1987-03-28,-17.6768,-12.9327,-7.8041,-6.5493,-10.7143
1987-04-04,-15.601,-14.0635,-5.5196,-6.6315,-7.1429
1987-04-11,-13.555,-13.8691,-9.9353,-7.4365,-10.7143
1987-04-18,-10.7417,-12.9618,-8.2604,-7.3503,-10.7143
1987-04-25,-16.1125,-12.8321,-9.174,-7.5803,-10.7143
1987-05-02,-11.5282,-12.5488,-14.9926,-11.4272,-17.2414
1987-05-09,-15.5496,-14.0442,-13.3309,-11.6051,-13.7931
1987-05-16,-8.5791,-14.5644,-14.1064,-12.3912,-17.2414
1987-05-23,-8.0429,-13.5891,-15.9897,-13.43,-17.2414
1987-05-30,-12.6005,-13.8492,-12.4815,-12.7936,-13.7931
1987-06-06,-11.5903,-9.7166,-13.3154,-12.4288,-14.2857
1987-06-13,-14.8248,-11.4035,-12.5863,-12.8843,-14.2857
1987-06-20,-14.0162,-13.0229,-13.3538,-13.0455,-14.2857
1987-06-27,-12.1294,-13.0229,-10.9363,-13.5104,-14.2857
1987-07-04,-9.9448,-11.1188,-16.9977,-13.4394,-17.8571
1987-07-11,-12.4309,-11.0497,-17.6853,-14.6185,-21.4286
1987-07-18,-14.3646,-11.6713,-15.5462,-15.069,-17.8571
1987-07-25,-10.4972,-11.8094,-14.1711,-15.7784,-17.8571
1987-08-01,-13.217,-19.8643,-16.2162,-17.2978,-17.8571
1987-08-08,-18.4539,-19.2474,-15.0526,-16.288,-14.2857
1987-08-15,-20.4489,-18.6922,-17.6426,-16.4469,-17.8571
1987-08-22,-22.1945,-19.4324,-17.7928,-16.9799,-17.8571
1987-08-29,-19.7007,-21.0364,-18.2057,-17.4755,-17.8571
1987-09-05,-18.7661,-19.7851,-21.238,-19.7636,-24.1379
1987-09-12,-23.6504,-21.1757,-19.4959,-19.9668,-20.6897
1987-09-19,-20.5656,-21.3654,-12.8614,-18.4799,-17.2414
1987-09-26,-18.509,-21.6814,-20.7191,-18.8493,-24.1379
1987-10-03,-18.6486,-20.1566,-20.5393,-18.9609,-24.1379
1987-10-10,-16.7568,-19.439,-22.3864,-19.6138,-24.1379
1987-10-17,-18.6486,-19.9609,-23.3838,-22.1609,-27.5862
1987-10-24,-18.6486,-21.0046,-27.3735,-23.7517,-31.0345
1987-10-31,-21.8919,-21.7873,-28.2601,-25.6736,-31.0345
1987-11-07,-18.8525,-18.1818,-23.5294,-23.5249,-25.0
1987-11-14,-16.1202,-17.7686,-21.4818,-23.1919,-21.4286
1987-11-21,-13.388,-16.6667,-23.1571,-22.2592,-25.0
1987-11-28,-16.3934,-15.4959,-21.7424,-20.7366,-21.4286
1987-12-05,-7.5362,-12.8402,-17.154,-18.3277,-18.5185
1987-12-12,-8.1159,-12.1424,-18.4405,-18.493,-18.5185
1987-12-19,-6.3768,-11.7237,-17.9337,-18.0943,-18.5185
1987-12-26,-8.4058,-11.0258,-16.5692,-17.7248,-18.5185
1988-01-02,-14.8649,-9.5374,-16.66,-15.4332,-15.3846
1988-01-09,-12.1622,-8.968,-11.2922,-14.0393,-11.5385
1988-01-16,-2.4324,-6.2633,-13.0815,-13.227,-15.3846
1988-01-23,-9.4595,-4.911,-11.9682,-12.485,-11.5385
1988-01-30,-7.5676,-2.9893,-12.008,-11.3117,-11.5385
1988-02-06,-8.6207,-2.7957,-11.3821,-11.074,-15.3846
1988-02-13,-10.6322,-6.3799,-11.2195,-11.0943,-15.3846
1988-02-20,-6.0345,-6.9534,-15.0,-12.3382,-19.2308
1988-02-27,-8.3333,-8.6022,-14.187,-13.3697,-15.3846
1988-03-05,-5.8282,-5.1763,-10.9129,-12.1848,-12.0
1988-03-12,-6.7485,-5.7014,-12.3651,-12.9258,-12.0
1988-03-19,-5.8282,-7.2018,-12.3651,-12.7097,-12.0
1988-03-26,-6.7485,-8.3271,-13.8174,-13.0596,-16.0
1988-04-02,-5.7927,-8.9963,-12.5733,-13.034,-16.0
1988-04-09,-4.5732,-8.3271,-11.8189,-13.117,-16.0
1988-04-16,-4.2683,-7.8067,-13.1601,-13.5317,-16.0
1988-04-23,-4.878,-7.2119,-13.3697,-13.6354,-16.0
1988-04-30,-4.5732,-6.9145,-12.9505,-13.7287,-16.0
1988-05-07,-5.2147,-5.8113,-13.1224,-11.1934,-16.0
1988-05-14,-3.681,-5.8113,-12.7426,-11.2363,-16.0
1988-05-21,-2.1472,-5.283,-11.4346,-10.8929,-16.0
1988-05-28,-3.9877,-5.283,-13.7131,-11.2363,-16.0
1988-06-04,-4.908,-2.5601,-12.1069,-9.4778,-12.5
1988-06-11,-6.4417,-3.2583,-10.9005,-9.4778,-12.5
1988-06-18,-4.6012,-3.879,-12.3654,-10.1909,-12.5
1988-06-25,-5.8282,-4.3445,-12.5377,-10.3554,-12.5
1988-07-02,-5.8642,-3.8371,-9.4348,-7.0453,-8.6957
1988-07-09,-6.4815,-3.9937,-9.7908,-7.512,-8.6957
1988-07-16,-2.7778,-3.6805,-7.7437,-7.0681,-8.6957
1988-07-23,9.2593,0.0,-7.2986,-6.4648,-8.6957
1988-07-30,2.1605,2.036,-6.186,-5.634,-8.6957
1988-08-06,-1.8634,2.8125,-3.5796,-5.2232,-8.6957
1988-08-13,-3.1056,2.5781,-5.0023,-5.2572,-8.6957
1988-08-20,-1.8634,-0.3906,-3.6714,-5.0759,-8.6957
1988-08-27,-2.1739,-1.6406,-4.4516,-5.3705,-8.6957
1988-09-03,-3.47,0.8071,-2.244,-5.0643,-4.5455
1988-09-10,-3.7855,0.2421,-4.0206,-5.2578,-4.5455
1988-09-17,-3.47,-0.565,-1.5428,-5.1781,-4.5455
1988-09-24,-5.0473,-1.6949,-4.0206,-5.5081,-4.5455
1988-10-01,1.0381,0.417,5.0978,2.1032,0.0
1988-10-08,1.0381,-0.6672,3.862,1.6578,0.0
1988-10-15,1.3841,-1.7515,2.6777,0.2722,0.0
1988-10-22,-1.0381,-3.0025,3.553,-0.2474,0.0
1988-10-29,1.7301,-2.8357,3.759,-0.5691,0.0
1988-11-05,-6.8627,-5.6235,-9.705,-4.9346,-13.6364
1988-11-12,-7.1895,-6.357,-4.3292,-4.7305,-9.0909
1988-11-19,-3.9216,-5.705,-5.7564,-5.0906,-9.0909
1988-11-26,-2.2876,-5.2975,-3.7583,-4.9946,-9.0909
1988-12-03,-5.6962,-7.8431,-6.2617,-5.2115,-9.0909
1988-12-10,-9.8101,-7.7647,-5.9346,-5.1879,-9.0909
1988-12-17,-7.2785,-7.8431,-4.0187,-4.3252,-4.5455
1988-12-24,-9.4937,-8.8627,-3.6916,-3.8762,-4.5455
1988-12-31,-3.7975,-8.3922,-2.243,-2.8598,-4.5455
1989-01-07,-12.5731,-13.2795,-7.0944,-6.5694,-8.6957
1989-01-14,-17.2515,-14.0132,-6.507,-6.3998,-8.6957
1989-01-21,-17.5439,-14.3067,-7.4559,-6.5468,-13.0435
1989-01-28,-13.7427,-14.967,-6.4166,-6.7843,-8.6957
1989-02-04,-9.7179,-9.9608,-1.7527,-3.5489,-4.5455
1989-02-11,0.9404,-6.902,-0.379,-3.152,-4.5455
1989-02-18,-4.3887,-5.098,0.0,-2.4165,-4.5455
1989-02-25,-5.9561,-4.7059,2.6528,-1.2958,0.0
1989-03-04,6.9079,2.455,1.5888,0.509,0.0
1989-03-11,6.9079,2.7005,4.1406,1.2192,4.7619
1989-03-18,4.9342,3.8462,1.4925,1.1837,0.0
1989-03-25,4.9342,5.401,3.274,0.9233,0.0
1989-04-01,3.1949,2.7157,1.9259,2.5601,0.0
1989-04-08,0.3195,1.8371,1.9259,2.0072,0.0
1989-04-15,-1.9169,0.8786,0.7222,1.8149,0.0
1989-04-22,-2.8754,-0.3195,1.3,1.3221,0.0
1989-04-29,-0.639,-1.278,-0.6259,0.6851,-4.7619
1989-05-06,2.2364,-1.0359,2.1516,0.9431,0.0
1989-05-13,6.0703,0.9562,4.8411,1.5718,0.0
1989-05-20,2.5559,2.3108,1.956,1.342,0.0
1989-05-27,3.8339,3.4263,0.5379,1.2453,-4.7619
1989-06-03,5.8632,5.6772,4.2857,2.8145,0.0
1989-06-10,8.1433,5.6772,3.9409,2.3984,0.0
1989-06-17,9.772,6.9749,4.0887,2.7411,0.0
1989-06-24,10.0977,8.0292,5.9606,3.9036,0.0
1989-07-01,5.4381,4.0675,1.186,2.6052,0.0
1989-07-08,3.0211,4.7583,4.6964,3.7752,4.7619
1989-07-15,5.4381,5.6792,5.1708,5.0296,4.7619
1989-07-22,0.3021,5.2187,2.4194,5.126,0.0
1989-07-29,1.8127,4.2978,3.463,5.705,0.0
1989-08-05,7.3016,7.7045,7.3967,5.2802,4.7619
1989-08-12,8.254,7.0691,6.3401,5.2443,4.7619
1989-08-19,3.8095,6.672,5.4275,5.6753,4.7619
1989-08-26,5.3968,6.2748,4.8991,5.7112,0.0
1989-09-02,9.3023,9.1133,7.1115,5.8894,4.7619
1989-09-09,11.6279,8.7028,7.5012,5.8051,4.7619
1989-09-16,10.9635,9.2775,5.6503,5.492,0.0
1989-09-23,10.9635,9.4417,9.547,6.2748,4.7619
1989-09-30,15.2824,10.9195,8.1344,6.5278,4.7619
1989-10-07,38.4354,22.0601,13.1017,10.9494,10.0
1989-10-14,17.3469,23.0043,13.7965,12.4922,10.0
1989-10-21,18.0272,24.1202,13.8958,13.0646,10.0
1989-10-28,20.4082,24.721,12.0099,13.5249,10.0
1989-11-04,11.3712,18.6747,12.7039,15.3166,10.0
1989-11-11,12.3746,17.9002,12.259,15.0385,10.0
1989-11-18,12.3746,16.9535,13.1488,14.9627,10.0
1989-11-25,14.3813,15.9208,13.6925,15.5061,10.0
1989-12-02,13.1579,16.2671,8.5564,11.0827,4.7619
1989-12-09,11.1842,16.4384,8.2696,11.0097,4.7619
1989-12-16,16.7763,18.0651,9.7036,11.0827,4.7619
1989-12-23,25.3289,21.4041,9.5602,10.9854,4.7619
1989-12-30,17.7632,22.6027,10.0382,11.3625,4.7619
1990-01-06,20.339,25.0216,13.3269,12.033,9.5238
1990-01-13,25.0847,26.2295,13.4235,12.688,9.5238
1990-01-20,27.1186,25.7118,16.224,14.083,9.5238
1990-01-27,16.9492,24.5902,11.83,14.2528,4.7619
1990-02-03,22.6667,19.9177,9.0909,11.6026,4.5455
1990-02-10,22.3333,19.7531,7.1989,11.2951,0.0
1990-02-17,16.0,17.5309,9.9216,10.9994,4.5455
1990-02-24,16.6667,17.9424,8.3064,11.3661,4.5455
1990-03-03,10.0313,9.9379,11.1888,10.685,9.5238
1990-03-10,9.4044,8.5404,9.1375,10.8961,9.5238
1990-03-17,9.4044,8.618,11.1422,10.9195,9.5238
1990-03-24,3.7618,7.1429,9.2774,10.8844,9.5238
1990-03-31,8.4639,6.7547,10.2564,10.6498,9.5238
1990-04-07,18.0064,12.7023,12.5484,12.403,10.0
1990-04-14,14.791,13.3495,16.7636,12.7134,15.0
1990-04-21,15.7556,15.6958,15.5523,13.2028,15.0
1990-04-28,16.7203,17.0712,16.4244,13.6564,15.0
1990-05-05,8.9231,10.4777,15.4669,14.3062,15.0
1990-05-12,9.2308,10.3236,15.4669,13.8763,15.0
1990-05-19,8.6154,9.7843,15.8074,13.8285,15.0
1990-05-26,10.4615,9.4761,18.2393,14.1629,15.0
1990-06-02,8.8757,7.7327,11.855,12.9667,9.5238
1990-06-09,6.213,8.033,13.3426,13.7204,9.5238
1990-06-16,6.213,8.4835,11.669,13.9677,9.5238
1990-06-23,7.1006,8.7087,13.0172,13.9677,9.5238
1990-06-30,7.6923,8.4084,13.5286,14.3917,9.5238
1990-07-07,7.4184,6.4753,14.0303,11.3875,14.2857
1990-07-14,8.9021,7.064,14.5346,12.4829,14.2857
1990-07-21,9.7923,7.6527,11.9211,12.597,9.5238
1990-07-28,9.4955,8.0206,12.8381,12.8138,9.5238
1990-08-04,11.1446,10.2392,12.6374,11.6774,9.5238
1990-08-11,14.759,11.2855,14.4689,11.7001,14.2857
1990-08-18,18.3735,13.0045,16.163,12.7874,14.2857
1990-08-25,18.6747,14.8729,16.3004,13.6822,14.2857
1990-09-01,12.9683,15.47,16.1712,14.8219,13.6364
1990-09-08,12.3919,16.1362,16.4414,15.7829,13.6364
1990-09-15,13.8329,16.2842,16.7117,16.3934,13.6364
1990-09-22,12.1037,15.9141,16.1261,16.8231,13.6364
1990-09-29,16.4265,16.8024,19.0991,17.5579,13.6364
1990-10-06,14.1243,9.5664,16.1276,14.3577,13.6364
1990-10-13,19.209,11.4246,21.9761,16.1333,18.1818
1990-10-20,22.8814,14.5905,20.6026,17.7115,18.1818
1990-10-27,24.2938,17.0681,23.4825,19.2788,18.1818
1990-11-03,25.731,28.2108,22.3043,21.1707,22.7273
1990-11-10,30.9942,30.1411,21.2609,21.5646,18.1818
1990-11-17,30.7018,31.0319,30.2609,24.5624,27.2727
1990-11-24,35.0877,32.6652,28.4783,26.4004,27.2727
1990-12-01,25.9777,26.257,26.7593,27.3542,27.2727
1990-12-08,25.419,26.3268,30.3215,29.6592,27.2727
1990-12-15,24.8603,26.3268,29.6264,29.5281,27.2727
1990-12-22,32.4022,27.1648,30.3649,30.0306,31.8182
1990-12-29,26.8156,27.3743,27.6281,30.2491,27.2727
1991-01-05,20.2899,23.9612,32.2107,27.2428,31.8182
1991-01-12,26.6667,23.2687,34.3264,28.5911,31.8182
1991-01-19,28.9855,21.2604,30.2677,28.761,31.8182
1991-01-26,33.913,21.8144,36.5285,31.1392,36.3636
1991-02-02,38.0,27.4948,37.5373,32.9439,34.7826
1991-02-09,37.1429,30.4955,37.4521,34.1653,34.7826
1991-02-16,35.4286,32.5192,40.3068,37.0964,34.7826
1991-02-23,42.5714,35.1012,40.7755,38.6045,34.7826
1991-03-02,41.0405,41.1636,41.945,39.7074,39.1304
1991-03-09,44.2197,42.5455,43.0867,41.3822,39.1304
1991-03-16,43.9306,44.2909,45.7928,43.0252,43.4783
1991-03-23,47.1098,45.0182,43.9323,44.0852,39.1304
1991-03-30,44.2197,45.8182,48.0761,45.6222,43.4783
1991-04-06,24.5179,35.3144,45.36,45.4364,43.4783
1991-04-13,31.405,33.8632,44.1531,45.6045,43.4783
1991-04-20,31.6804,31.7208,45.7345,46.6338,43.4783
1991-04-27,27.2727,29.1638,44.5693,46.3397,43.4783
1991-05-04,25.6267,31.4567,44.9609,46.0669,43.4783
1991-05-11,24.234,29.2752,43.6446,46.3598,43.4783
1991-05-18,24.7911,27.164,42.2871,45.91,43.4783
1991-05-25,23.3983,25.8269,42.8219,45.8891,43.4783
1991-06-01,18.6813,22.5069,44.226,43.5705,43.4783
1991-06-08,21.1538,22.1607,40.8272,43.0248,39.1304
1991-06-15,17.8571,20.8449,40.3767,42.7057,39.1304
1991-06-22,16.2088,19.4598,38.7797,41.8511,39.1304
1991-06-29,14.8352,18.4903,37.4283,40.1421,39.1304
1991-07-06,14.3631,15.2589,37.8708,37.2105,39.1304
1991-07-13,13.8211,14.6458,32.2633,35.4607,34.7826
1991-07-20,10.5691,13.624,33.1166,34.3178,34.7826
1991-07-27,14.6341,13.9646,34.3356,33.8121,34.7826
1991-08-03,11.1675,9.8894,30.1969,30.9555,29.1667
1991-08-10,10.9137,10.9954,30.4724,31.5433,29.1667
1991-08-17,9.8985,12.622,29.2126,31.6031,29.1667
1991-08-24,7.868,12.7521,29.0157,31.3141,29.1667
1991-08-31,7.868,11.9063,29.0945,31.0352,29.1667
1991-09-07,4.9505,8.1749,25.7943,26.6013,24.0
1991-09-14,3.4653,7.2243,23.8654,26.5339,24.0
1991-09-21,3.7129,6.8441,24.584,26.6974,24.0
1991-09-28,8.1683,7.6046,24.4327,26.8032,24.0
1991-10-05,-3.6364,-0.1764,21.5644,21.722,23.0769
1991-10-12,-3.4091,0.2352,16.1464,21.3728,19.2308
1991-10-19,-4.7727,0.2352,19.1245,21.6117,19.2308
1991-10-26,-3.8636,-0.5879,18.371,21.6944,19.2308
1991-11-02,-3.2468,-4.0851,12.8934,14.1868,10.7143
1991-11-09,-1.9481,-2.5182,12.6227,14.9745,10.7143
1991-11-16,-4.9784,-1.399,12.1827,14.9312,10.7143
1991-11-23,-3.8961,-0.2238,9.1709,14.2993,7.1429
1991-11-30,-3.8961,-0.3917,13.2995,14.4032,14.2857
1991-12-07,4.6256,-1.2061,15.3165,11.3562,14.2857
1991-12-14,4.6256,0.7675,15.8952,12.111,14.2857
1991-12-21,-3.9648,0.3289,11.096,12.4298,10.7143
1991-12-28,-2.8634,0.1645,13.6828,12.3627,10.7143
1992-01-04,-6.4935,1.4213,7.8431,8.6383,6.6667
1992-01-11,-4.7619,-0.5685,5.6926,8.1282,6.6667
1992-01-18,-4.1126,-0.1706,4.2694,8.3954,3.3333
