date,CPI All Urban Consumers YoY %,CPI Less Food & Energy (Core) YoY %,CPI Food & Beverages YoY %,CPI Energy YoY %,CPI Shelter YoY %,CPI Medical Care YoY %,CPI Transportation YoY %,CPI Apparel YoY %,CPI Education & Communication YoY %
1974-12-01,12.095,11.349,12.0459,21.8462,11.4014,12.2807,13.5071,8.6364,
1975-01-01,11.7521,11.5139,11.1531,17.3021,11.5566,12.9676,12.1495,8.2956,
1975-02-01,11.2051,11.8644,9.2593,13.8418,11.7096,13.6476,11.2903,7.4627,
1975-03-01,10.4603,11.3445,8.0734,10.0271,11.3953,13.7592,10.181,6.8148,
1975-04-01,10.1871,11.2735,8.0882,9.0426,11.5741,13.9024,9.1723,5.7185,
1975-05-01,9.2593,10.3093,7.6642,7.8329,11.0345,13.5266,7.947,5.0946,
1975-06-01,9.1837,9.7959,8.561,8.0311,10.9339,12.5891,7.6253,4.3353,
1975-07-01,9.5335,9.0909,10.5839,9.2545,10.1351,12.2066,8.1897,4.4604,
1975-08-01,8.6172,7.9681,9.3694,9.1837,9.1314,11.3426,8.5837,2.5424,
1975-09-01,7.9051,7.4951,7.7739,9.9237,8.3516,10.984,9.3617,2.3944,
1975-10-01,7.6471,7.0312,7.6923,10.9694,7.8261,10.8844,9.3023,2.5281,
1975-11-01,7.3786,6.9767,7.0812,11.4213,7.9914,9.9099,10.084,2.0921,
1975-12-01,7.1291,6.7308,6.314,11.3636,7.2495,10.0446,9.8121,2.371,
1976-01-01,6.6922,6.8834,5.7823,11.25,6.7653,9.713,10.4167,2.6462,
1976-02-01,6.2738,6.4394,4.4068,10.1737,6.0797,9.607,10.352,2.7778,
1976-03-01,6.0606,6.6038,4.0747,8.6207,5.8455,9.5032,10.4723,2.9126,
1976-04-01,5.8491,6.379,4.2517,7.0732,5.1867,9.2077,10.6557,3.0513,
1976-05-01,6.2147,6.5421,4.4068,6.7797,5.383,9.3617,11.0429,3.3241,
1976-06-01,5.9813,6.3197,3.5235,6.4748,5.1335,9.2827,10.9312,3.7396,
1976-07-01,5.5556,6.6667,2.3102,5.4118,5.5215,9.4142,9.761,3.719,
1976-08-01,5.7196,6.8266,2.4712,5.6075,5.9184,9.3555,9.4862,4.4077,
1976-09-01,5.4945,6.789,2.459,5.787,5.8824,9.2784,8.9494,4.6768,
1976-10-01,5.4645,6.7518,1.9481,5.977,5.4435,8.7935,9.4778,4.3836,
1976-11-01,5.0633,6.3406,1.2903,6.6059,4.8,10.4508,8.7786,4.5082,
1976-12-01,5.036,6.1261,0.9631,7.7098,4.175,9.9391,8.9354,4.6322,
1977-01-01,5.1971,6.0823,1.4469,8.0899,4.7525,9.8592,9.0566,4.749,
1977-02-01,6.0823,6.2278,4.2208,8.3333,5.1383,9.3625,9.1932,4.8649,
1977-03-01,6.4286,6.1947,5.2202,9.7506,5.5227,9.4675,9.1078,4.4474,
1977-04-01,6.9519,6.3492,6.3622,10.7062,6.5089,9.8039,9.2593,4.4415,
1977-05-01,6.7376,6.3158,6.3312,10.8844,6.6798,9.9222,8.8398,4.6917,
1977-06-01,6.7019,6.6434,6.8071,10.1351,6.8359,10.0386,7.8467,4.8064,
1977-07-01,6.6667,6.25,6.6129,9.5982,6.9767,9.5602,7.078,5.0465,
1977-08-01,6.6318,6.2176,6.7524,9.5133,6.9364,9.6958,6.3177,4.4855,
1977-09-01,6.4236,6.1856,6.56,8.9716,7.0881,9.8113,5.5357,3.9422,
1977-10-01,6.3903,5.9829,6.3694,9.5445,7.457,9.7744,4.7703,4.0682,
1977-11-01,6.7126,6.1329,7.3248,9.6154,8.0153,8.7199,4.386,4.3137,
1977-12-01,6.6781,6.4516,7.3132,8.6316,8.7786,8.8561,4.363,4.2969,
1978-01-01,6.8143,6.4081,7.9239,6.237,8.6957,8.6081,3.9792,3.7565,
1978-02-01,6.2395,6.1977,7.1651,5.1975,8.6466,9.1075,3.4364,2.4485,
1978-03-01,6.3758,6.3333,7.907,5.3719,8.972,8.4685,2.7257,3.0968,
1978-04-01,6.5,6.6335,8.4356,5.7613,8.8889,8.3929,2.3729,3.9948,
1978-05-01,7.1429,6.7657,9.4656,5.726,9.3923,8.1416,2.7073,4.0973,
1978-06-01,7.438,6.8852,10.4704,6.135,9.6892,7.8947,3.3841,3.949,
1978-07-01,7.7303,7.1895,10.59,6.11,9.9638,8.0279,4.4068,3.0341,
1978-08-01,7.856,7.4797,10.5422,6.2626,10.4505,8.1456,5.2632,3.1566,
1978-09-01,8.4829,7.9288,10.6607,6.8273,11.0912,7.9038,5.9222,3.5398,
1978-10-01,8.9286,8.3871,11.2275,7.1287,11.7438,8.3904,6.7454,3.9092,
1978-11-01,8.871,8.5072,10.9792,7.0175,11.8375,8.8737,7.395,3.5088,
1978-12-01,8.9888,8.453,11.4074,8.3333,11.4035,8.6441,7.8595,3.1211,
1979-01-01,9.2504,8.5578,12.3348,9.1977,11.3043,9.2749,7.4875,3.6205,
1979-02-01,9.8413,9.1483,12.936,10.4743,12.2837,8.8481,8.3056,4.7799,
1979-03-01,10.2524,9.4044,12.6437,12.549,12.3499,9.1362,10.1161,4.6308,
1979-04-01,10.4851,9.3313,11.5983,15.7588,12.7551,8.8962,12.2517,4.0892,
1979-05-01,10.6977,9.4281,11.1576,19.9226,12.963,9.0016,13.8386,3.936,
1979-06-01,11.0769,9.3558,9.8901,24.6628,13.3333,9.1057,15.3846,3.799,
1979-07-01,11.4504,9.6037,9.9863,29.1747,13.6738,9.37,16.3961,4.0491,
1979-08-01,11.8361,9.9849,9.4005,32.5095,14.3556,9.2949,17.2581,4.0392,
1979-09-01,11.8797,9.8951,9.7693,35.1504,14.4928,9.3949,17.4121,4.5177,
1979-10-01,12.0715,10.119,9.6904,35.8595,15.1274,9.3207,16.9036,4.4903,
1979-11-01,12.5926,10.6509,9.7594,36.2477,16.1137,9.4044,16.9014,4.8426,
1979-12-01,13.2548,11.3235,10.1064,37.3882,17.4803,10.1404,17.5194,5.6901,
1980-01-01,13.8686,11.9708,8.8889,41.7563,18.5938,10.1852,20.743,6.1446,
1980-02-01,14.1618,11.9942,7.3359,46.5116,18.3359,10.8896,22.3926,6.4826,
1980-03-01,14.5923,12.6074,7.2704,47.2125,19.2366,11.1111,23.1928,7.2967,
1980-04-01,14.5892,13.0868,7.2243,43.5294,19.6078,11.3464,21.2389,7.2619,
1980-05-01,14.4258,13.1356,6.9009,39.3548,19.9702,11.4114,19.8263,6.8639,
1980-06-01,14.2659,13.6045,7.125,33.694,21.0294,11.3264,17.305,6.9658,
1980-07-01,13.1507,12.3783,7.5871,28.8262,17.8261,11.0783,15.8996,7.1934,
1980-08-01,12.8901,11.8294,9.4645,25.1076,16.1198,10.8504,15.1307,7.5294,
1980-09-01,12.7688,12.0055,9.8888,21.6968,15.3305,11.0626,15.102,7.4766,
1980-10-01,12.633,12.1622,9.9387,19.7279,15.3527,11.1272,15.2703,7.6655,
1980-11-01,12.6316,12.1658,10.3532,18.7166,15.2381,10.745,15.261,7.5058,
1980-12-01,12.3537,12.1532,10.1449,18.099,15.0134,10.1983,14.5119,6.8729,
1981-01-01,11.7949,11.3429,9.8439,16.4349,13.7022,10.084,13.4615,6.0159,
1981-02-01,11.3924,10.8387,10.3118,16.2393,12.3698,9.5436,13.6591,5.8625,
1981-03-01,10.6117,9.9237,9.9881,15.2663,11.0115,9.4521,12.2249,5.1282,
1981-04-01,10.136,9.434,9.4563,14.2857,10.0883,9.6467,11.5572,5.1054,
1981-05-01,9.7919,9.613,8.8028,13.3102,10.0621,9.7035,11.3527,4.9834,
1981-06-01,9.697,9.3827,8.6348,12.4855,9.2345,10.174,12.0919,4.8565,
1981-07-01,10.7748,11.1386,8.4393,12.2261,12.5461,10.9043,12.515,4.9505,
1981-08-01,10.8173,11.5621,7.281,12.156,13.6364,11.5079,12.1864,4.9234,
1981-09-01,10.9654,11.8149,6.5242,12.6857,14.5122,11.5334,11.8203,4.4565,
1981-10-01,10.2715,10.9639,5.8036,12.7273,12.47,11.7035,11.9578,3.9914,
1981-11-01,9.5794,10.2503,4.8565,13.1757,10.9799,12.2898,11.7305,3.5446,
1981-12-01,8.912,9.5406,4.386,11.9074,9.9068,12.4679,11.0599,3.6442,
1982-01-01,8.2569,9.2506,4.3716,9.2291,9.3859,12.2137,9.2655,3.5332,
1982-02-01,7.6136,9.1967,4.5652,2.9412,9.7335,12.1212,6.0639,3.3014,
1982-03-01,6.8849,8.6806,3.8919,-0.8214,8.6505,12.1402,4.3573,3.1813,
1982-04-01,6.6218,8.8506,3.9957,-3.4836,9.1638,12.1437,3.0534,2.9567,
1982-05-01,6.9119,8.656,4.7465,-2.2472,9.2551,12.1622,3.1453,2.9536,
1982-06-01,7.1823,8.465,5.2632,1.1305,9.01,12.0292,4.8544,2.8421,
1982-07-01,6.5574,7.6837,4.5842,2.0555,7.6503,11.5108,4.9198,2.8302,
1982-08-01,5.9653,7.0562,3.8176,2.045,6.9189,11.3879,4.5793,2.2941,
1982-09-01,4.9409,5.8824,3.4847,1.7241,4.7923,11.2808,3.5941,2.0812,
1982-10-01,5.0321,5.8632,3.481,2.5202,4.9041,11.1758,2.8272,1.971,
1982-11-01,4.4776,5.1892,3.3684,1.99,4.1489,11.1751,2.079,1.971,
1982-12-01,3.8257,4.5161,3.0462,1.2808,2.333,11.0857,1.3485,1.5512,
1983-01-01,3.7076,4.6088,2.6178,-0.994,2.9661,10.9977,0.9307,1.9648,
1983-02-01,3.4847,4.4776,2.079,-0.3061,2.9567,11.2613,0.7277,2.1649,
1983-03-01,3.5903,4.5793,2.8096,0.207,3.6093,10.4911,0.7307,1.8499,
1983-04-01,4.0,4.1183,3.0114,4.9894,3.2529,9.8343,3.4921,1.8462,
1983-05-01,3.4411,3.6688,2.4717,4.9112,1.9628,9.4195,3.6803,2.3566,
1983-06-01,2.4742,3.2258,1.6327,2.2358,1.0204,8.8937,1.8519,2.6612,
1983-07-01,2.359,3.2058,1.5291,1.6113,0.9137,8.3871,1.5291,2.8542,
1983-08-01,2.4565,3.0896,1.7365,1.4028,0.7078,7.9872,2.2403,2.9562,
1983-09-01,2.7636,3.3951,2.0408,0.6979,1.7276,7.4974,2.7551,2.7523,
1983-10-01,2.7523,3.5897,2.2426,-0.885,1.9309,7.1204,2.9532,2.3398,
1983-11-01,3.1633,4.3165,2.1385,-1.9512,2.8601,6.5285,3.3605,2.645,
1983-12-01,3.7871,4.7325,2.5484,-2.7237,4.7668,6.3786,3.8895,2.9532,
1984-01-01,4.2901,5.0205,3.9796,0.6024,4.321,6.2308,4.5082,2.9412,
1984-02-01,4.6939,4.898,4.3788,3.7871,4.4103,6.2753,5.4696,2.1191,
1984-03-01,4.893,5.0916,4.0486,4.7521,4.8156,6.2626,6.6321,2.22,
1984-04-01,4.5547,5.1724,3.629,2.8311,4.6748,6.4386,5.6237,1.9134,
1984-05-01,4.3347,5.2578,3.1156,1.1952,4.5593,6.3063,5.1724,1.5015,
1984-06-01,4.326,5.3427,3.4137,0.1988,4.6465,6.2749,4.9495,0.997,
1984-07-01,4.3086,5.2104,3.6145,-0.3964,4.9296,6.3492,4.1165,0.9911,
1984-08-01,4.2957,5.2947,4.2169,-1.087,5.1205,6.213,3.3865,1.4851,
1984-09-01,4.2829,5.2736,3.7,-0.396,4.995,6.1886,3.3764,1.8849,
1984-10-01,4.2659,5.1485,3.5892,0.2976,5.1844,6.2561,3.6597,2.3857,
1984-11-01,4.1543,4.8276,3.6889,0.2985,5.0645,6.323,3.3498,2.0813,
1984-12-01,4.0434,4.9116,3.7773,0.1,5.2423,6.1896,3.1527,1.9782,
1985-01-01,3.526,4.4878,2.5515,0.0998,5.2268,5.9615,3.0392,1.6749,
1985-02-01,3.6062,4.7665,2.439,-1.0848,5.501,5.5238,3.3268,2.8656,
1985-03-01,3.7901,4.7481,2.5292,-0.0986,5.3763,5.8935,3.3042,3.1589,
1985-04-01,3.5818,4.5323,2.4319,0.59,4.9515,5.8601,3.3882,3.2609,
1985-05-01,3.5749,4.5149,2.4366,0.5906,5.814,6.0264,2.7001,2.9586,
1985-06-01,3.6644,4.4019,2.3301,1.3889,5.7915,6.1856,2.5024,3.7512,
1985-07-01,3.4582,4.1905,2.1318,1.6915,5.5609,6.25,2.7965,3.2385,
1985-08-01,3.3525,4.1746,1.6378,1.0989,5.8262,6.4067,2.3121,2.7317,
1985-09-01,3.2474,3.9698,1.9286,0.5964,5.6137,6.568,2.0173,2.7264,
1985-10-01,3.235,4.049,1.9249,0.0989,5.6872,6.5317,1.6221,2.6214,
1985-11-01,3.5138,4.4173,2.4038,0.9921,6.1437,6.5874,2.0019,2.9126,
1985-12-01,3.7915,4.3071,2.7778,2.2977,5.9211,6.6485,2.6743,2.9098,
1986-01-01,3.9735,4.4818,2.8708,2.2931,6.0918,7.078,2.7593,2.8101,
1986-02-01,3.1985,4.1783,2.2857,-0.7976,5.6797,7.2202,1.3258,1.2488,
1986-03-01,2.1536,4.0703,2.0873,-8.5884,6.0297,7.4506,-2.54,0.4785,
1986-04-01,1.5888,4.1513,2.3742,-14.7605,6.383,7.5,-5.4307,0.4785,
1986-05-01,1.6791,3.9522,2.9496,-14.6771,5.4945,7.6377,-4.7887,0.4789,
1986-06-01,1.7674,3.9413,2.7514,-13.1115,5.4745,7.5022,-3.9437,-0.1903,
1986-07-01,1.6713,4.0219,3.5104,-16.2427,5.2679,7.5505,-5.1595,0.2852,
1986-08-01,1.5755,4.0073,4.2654,-17.3913,4.9639,7.5044,-5.7439,1.0446,
1986-09-01,1.7576,4.1818,4.1627,-16.6008,5.3153,7.6389,-5.2731,1.327,
1986-10-01,1.5668,4.0724,4.2493,-18.1818,5.3812,7.6857,-5.6338,0.8515,
1986-11-01,1.2844,3.7804,4.2254,-19.3517,4.8976,7.7253,-5.7944,0.8491,
1986-12-01,1.1872,3.7702,3.7279,-19.4336,4.7915,7.7711,-5.9535,1.0368,
1987-01-01,1.3649,3.5746,4.093,-16.7641,4.7703,7.3729,-5.0,1.7908,
1987-02-01,1.9143,3.5651,4.4693,-12.1608,4.9339,7.0707,-3.271,3.0361,
1987-03-01,2.8414,3.6444,4.461,-5.3996,4.5494,6.7669,0.1931,4.0,
1987-04-01,3.6799,3.8973,4.4527,0.4587,4.6087,6.8106,3.2673,4.5714,
1987-05-01,3.6697,4.0672,4.6211,-0.1147,4.7743,6.6007,2.9586,5.1478,
1987-06-01,3.7477,3.9683,5.0785,-0.3378,4.6713,6.7323,2.737,5.1478,
1987-07-01,3.9269,3.9543,4.2163,4.2056,4.4866,6.6122,4.7478,4.5498,
1987-08-01,4.2883,3.9405,3.5455,8.2536,4.8151,6.4935,6.4935,4.3233,
1987-09-01,4.2727,4.014,3.9055,6.9905,4.7049,6.371,6.2624,4.3966,
1987-10-01,4.3557,4.1739,3.8043,8.2126,4.766,6.1748,6.4677,5.3471,
1987-11-01,4.529,4.1631,3.3333,9.6224,4.7538,5.9761,6.4484,5.7063,
1987-12-01,4.3321,4.1522,3.504,8.4848,5.0804,5.7845,6.0336,5.1306,
1988-01-01,4.1293,4.3141,3.3065,3.9813,5.059,6.0773,4.2885,4.8148,
1988-02-01,3.9356,4.3029,3.1194,1.4874,5.0378,6.2893,3.3816,3.2228,
1988-03-01,3.8324,4.3739,3.1139,0.9132,5.0209,6.2598,3.0829,3.8462,
1988-04-01,3.9929,4.2626,3.4636,1.3699,4.7382,6.2986,3.0681,4.827,
1988-05-01,3.9823,4.2481,3.2686,1.6073,4.6396,6.5015,3.3525,4.3518,
1988-06-01,3.9648,4.4953,3.3392,0.452,4.7934,6.3846,3.0447,4.7144,
1988-07-01,4.1301,4.4801,4.4855,0.2242,5.0372,6.5084,2.7384,5.0771,
1988-08-01,4.112,4.465,4.8288,-0.442,4.84,6.5549,2.9081,3.1532,
1988-09-01,4.1848,4.6141,4.8951,-0.5537,4.8203,6.5201,2.8064,4.2115,
1988-10-01,4.2609,4.5075,4.9738,0.2232,4.4679,6.7976,2.8037,4.6305,
1988-11-01,4.2461,4.5795,5.0567,-0.2222,4.7002,6.7669,2.7027,4.1593,
1988-12-01,4.4118,4.6512,5.0347,0.1117,4.4319,6.8914,2.9851,4.8802,
1989-01-01,4.4828,4.6319,5.1038,1.6892,4.1734,6.994,3.6449,4.5936,
1989-02-01,4.6472,4.703,5.7044,2.3675,4.2366,7.1746,4.3925,4.4603,
1989-03-01,4.8927,4.6836,6.2123,3.8462,4.3825,7.3638,5.0467,4.1446,
1989-04-01,5.0341,4.4971,6.1803,8.7838,4.2857,7.2421,6.9767,3.0408,
1989-05-01,5.2766,4.564,6.5868,10.0565,4.5131,7.1948,7.3216,3.3015,
1989-06-01,5.1695,4.5455,6.2075,8.9989,4.4164,7.4476,6.8329,2.7706,
1989-07-01,5.0633,4.5307,5.5556,8.1655,4.717,7.5485,6.0662,2.0708,
1989-08-01,4.6218,4.4355,5.2764,5.3274,4.6166,7.7253,4.3756,2.2707,
1989-09-01,4.4351,4.17,5.0833,4.4543,4.3648,8.0427,3.6397,2.0636,
1989-10-01,4.5872,4.3131,5.32,5.1225,4.8212,8.0622,4.0909,1.7872,
1989-11-01,4.655,4.379,5.5602,4.5657,4.7988,8.5211,3.8113,1.9541,
1989-12-01,4.6396,4.4444,5.5372,5.1339,4.9383,8.5494,3.8949,1.3536,
1990-01-01,5.198,4.4269,6.5021,9.5238,5.0077,8.484,5.5005,1.2669,
1990-02-01,5.2632,4.5705,6.7048,8.1498,4.7546,8.4196,4.9239,4.1845,
1990-03-01,5.2373,4.7881,6.1738,6.3181,5.0382,8.5734,4.3594,4.8264,
1990-04-01,4.7116,4.8513,5.578,0.9317,5.175,8.8677,2.3478,4.6374,
1990-05-01,4.3654,4.7545,5.0562,-0.7187,5.0,9.0169,1.468,4.2893,
1990-06-01,4.6737,4.8913,5.5244,0.4128,5.4381,9.0175,1.9879,4.6335,
1990-07-01,4.8193,5.1084,5.6619,0.4137,5.6306,9.2246,2.6863,4.9873,
1990-08-01,5.7028,5.4826,5.7279,7.0601,6.0583,9.429,5.4148,6.3194,
1990-09-01,6.1699,5.5427,5.7098,13.5394,6.124,9.2885,8.1651,5.6445,
1990-10-01,6.3796,5.3599,5.6038,17.3729,5.638,9.4895,9.6943,4.8495,
1990-11-01,6.1954,5.2632,5.5031,18.4239,5.3176,9.4744,10.2273,4.5,
1990-12-01,6.2549,5.3191,5.1684,17.8344,5.2941,9.6191,10.6364,5.3422,
1991-01-01,5.6471,5.6018,4.4822,9.7068,5.796,9.6154,7.265,5.8382,
1991-02-01,5.3125,5.6518,3.9847,6.4155,5.7833,9.5481,5.7167,4.3443,
1991-03-01,4.8212,5.2434,3.9786,4.4057,5.2326,9.4125,4.6036,2.5848,
1991-04-01,4.8099,5.1493,4.5942,3.7949,5.0651,9.2105,4.0782,2.7397,
1991-05-01,5.0349,5.1339,4.7364,5.5843,5.0505,8.9552,4.8511,3.2258,
1991-06-01,4.6959,4.9593,4.5524,3.9054,4.5129,8.8889,4.5763,2.9791,
1991-07-01,4.3678,4.7865,3.5472,3.7075,4.0512,8.5679,4.0506,3.6232,
1991-08-01,3.7994,4.612,2.9345,-0.4921,3.4556,8.4951,2.7341,4.3373,
1991-09-01,3.3962,4.5952,2.7757,-4.6948,3.589,8.4388,0.7305,3.6683,
1991-10-01,2.8486,4.4331,2.3169,-8.3032,3.7219,8.1291,-1.3535,3.748,
1991-11-01,3.0666,4.4928,2.3845,-7.9137,3.9271,7.8245,-1.2688,4.4657,
1991-12-01,2.9806,4.4012,2.4572,-7.1171,3.9804,7.8327,-1.4184,3.5658,
1992-01-01,2.6726,4.0143,1.5533,-6.4516,3.6061,7.7778,-0.7171,3.1521,
1992-02-01,2.819,3.709,1.5475,-3.1579,3.5294,7.8443,0.4843,2.9065,
1992-03-01,3.1899,3.8434,1.766,-0.6869,3.5912,7.8522,1.8745,3.3858,
1992-04-01,3.1828,3.8325,1.1713,0.1976,3.4435,7.8026,2.5306,2.5098,
1992-05-01,3.0236,3.8924,0.7294,-0.0979,3.4341,7.7055,2.1916,2.8125,
1992-06-01,3.0147,3.7377,0.4354,2.1761,3.5641,7.483,2.4311,3.2838,
1992-07-01,3.1571,3.7245,0.8017,2.9791,3.4153,7.4408,2.9197,3.108,
1992-08-01,3.0747,3.499,1.6813,2.3739,3.4083,7.1029,2.4194,1.8476,
1992-09-01,2.9927,3.2775,1.9708,2.069,3.125,6.9483,2.3368,1.6923,
1992-10-01,3.2799,3.5491,2.0453,2.6575,3.2498,6.9652,3.3898,1.8447,
1992-11-01,3.1205,3.4674,1.6012,2.6367,3.1714,6.9269,3.3735,1.2977,
1992-12-01,2.9667,3.3863,1.4535,2.1339,2.8878,6.663,3.0376,1.6067,
1993-01-01,3.2538,3.4459,1.9665,3.4483,2.9451,6.5654,3.6918,1.4515,
1993-02-01,3.2468,3.5763,1.8868,3.0632,3.008,6.3578,4.0964,2.2901,
1993-03-01,3.0194,3.3585,1.5184,3.6561,2.8667,6.0493,3.52,2.0564,
1993-04-01,3.1564,3.486,1.8813,3.4517,3.1957,5.9606,3.1847,2.5249,
1993-05-01,3.2212,3.406,2.6068,2.2549,3.1208,6.2533,3.1771,1.4438,
1993-06-01,2.9979,3.399,2.1676,0.5808,3.1105,6.1709,2.769,0.6813,
1993-07-01,2.847,3.1843,2.2415,-0.2893,2.9723,6.086,2.5217,0.0754,
1993-08-01,2.8409,3.313,2.0129,-0.0966,2.9664,5.9008,2.7559,1.285,
1993-09-01,2.764,3.2411,1.718,-0.5792,3.0962,5.8212,2.6772,1.1346,
1993-10-01,2.7523,3.0914,2.1475,0.9588,2.8852,5.6848,3.0445,0.9811,
1993-11-01,2.7445,3.1501,2.4355,-0.666,2.8777,5.4499,2.7195,1.2811,
1993-12-01,2.811,3.1417,2.7937,-1.5195,3.0026,5.3763,2.4825,0.9789,
1994-01-01,2.451,2.9314,2.5714,-2.0952,2.8609,5.0916,1.935,0.3765,3.805
1994-02-01,2.5157,2.7888,2.1368,-0.1918,3.05,4.9645,2.0833,-0.597,4.2705
1994-03-01,2.6518,2.9841,2.1368,-0.572,3.3052,4.947,2.473,-0.1493,4.1371
1994-04-01,2.3644,2.7081,2.0597,-1.1439,2.9032,4.9724,2.4691,-0.3731,4.1274
1994-05-01,2.2885,2.7009,1.6231,-1.4382,2.962,4.5885,1.9246,0.3745,3.9906
1994-06-01,2.4948,2.8271,2.1216,-0.77,2.7599,4.5703,2.5404,1.3534,4.0984
1994-07-01,2.699,2.889,2.6874,1.0638,2.8865,4.5005,3.3051,1.0542,4.0888
1994-08-01,2.9006,2.8141,2.6075,3.1915,3.201,4.6351,4.2146,-0.597,3.8372
1994-09-01,2.9655,3.0085,2.6038,3.0097,3.2588,4.666,4.3712,-0.0748,3.5921
1994-10-01,2.6099,2.8683,2.1724,0.3799,3.3142,4.6944,3.1818,-0.5979,3.5838
1994-11-01,2.6027,2.794,2.2378,1.6284,3.3694,4.8269,3.4039,-1.4137,3.4562
1994-12-01,2.5974,2.5924,2.5784,2.1215,2.9785,4.9077,3.785,-1.4914,3.3257
1995-01-01,2.8708,2.9126,2.507,2.821,3.0973,4.9419,4.328,-0.8252,4.3528
1995-02-01,2.863,2.9716,2.9986,1.633,2.9597,4.9228,4.2328,-0.976,3.7543
1995-03-01,2.7872,2.962,2.8591,1.1505,2.8858,4.9062,4.3741,-1.1958,3.6322
1995-04-01,3.125,3.1511,3.3403,1.8322,3.1348,4.5933,4.8193,-1.1985,3.7373
1995-05-01,3.1186,3.0789,3.2639,2.9183,3.252,4.5303,5.5136,-1.791,3.4989
1995-06-01,3.0426,3.0051,3.0471,3.4918,3.3729,4.4656,5.5556,-2.5964,3.5996
1995-07-01,2.8302,2.9994,2.6171,1.244,3.4913,4.4013,4.0923,-2.0864,3.5915
1995-08-01,2.6174,2.9917,2.4038,-1.0309,3.1638,4.4298,2.5,-0.5255,3.5834
1995-09-01,2.5452,2.9841,2.6063,-1.885,3.2797,4.3641,2.2043,-0.9731,3.915
1995-10-01,2.7443,3.1052,2.8807,-1.2299,3.2696,4.1569,2.4229,-0.4511,3.9062
1995-11-01,2.6035,3.0341,2.5992,-2.5448,3.2595,4.0465,1.7557,-0.3774,3.8976
1995-12-01,2.5316,3.0322,2.106,-1.4164,3.5077,3.8907,1.4588,0.0757,3.9956
1996-01-01,2.7907,2.956,2.4457,1.1353,3.4335,3.9705,2.1834,0.3782,3.0735
1996-02-01,2.717,2.8858,2.3697,1.2287,3.4251,3.8178,2.1755,0.2274,3.2895
1996-03-01,2.8439,2.8143,2.9831,2.654,3.4146,3.7139,2.2399,0.3026,3.6145
1996-04-01,2.8327,2.6185,2.6936,5.303,3.2827,3.7511,2.658,-0.0758,2.9476
1996-05-01,2.8271,2.6758,2.4882,5.8601,3.2102,3.7409,2.7201,0.152,3.5987
1996-06-01,2.8215,2.6691,3.0242,3.3739,3.142,3.6835,1.9915,0.2285,3.4745
1996-07-01,2.8834,2.6642,3.2215,4.0643,3.253,3.6265,2.2159,-0.0761,3.5753
1996-08-01,2.8123,2.5958,3.4876,3.8826,3.3073,3.3845,2.5825,-1.434,3.5676
1996-09-01,3.0046,2.651,3.6096,5.4755,3.1156,3.2824,3.2351,-0.7559,3.4446
1996-10-01,3.0619,2.52,3.9333,5.8429,3.0466,3.2735,3.1541,-0.8308,3.5446
1996-11-01,3.2531,2.5767,4.2667,8.1238,3.0375,3.2633,3.954,-0.303,3.537
1996-12-01,3.3788,2.6364,4.1916,9.0996,2.9132,3.0762,4.7448,-0.2269,3.4152
1997-01-01,3.0381,2.5046,3.6472,7.7643,3.0231,2.9307,3.7037,-0.3014,3.5144
1997-02-01,3.0323,2.5,3.7698,7.3763,3.0751,2.8799,3.0518,0.6051,3.397
1997-03-01,2.7653,2.4331,3.3575,4.3398,2.9481,3.0062,2.4735,-0.1508,3.277
1997-04-01,2.4343,2.6124,2.9508,-0.1799,3.0606,2.9541,0.9797,0.9105,3.8176
1997-05-01,2.2379,2.5455,3.084,-2.8571,3.0516,2.9464,-0.1394,1.1381,3.3684
1997-06-01,2.2336,2.4184,2.6745,-0.272,3.1049,2.807,0.1395,1.1398,3.3578
1997-07-01,2.1656,2.414,2.5358,-0.9083,2.9755,2.6684,0.2098,1.5232,3.2427
1997-08-01,2.2901,2.2892,2.5275,1.0939,3.0268,2.6189,0.7692,1.608,3.0271
1997-09-01,2.2194,2.2222,2.1935,2.3679,3.0796,2.525,0.8357,1.2186,3.0177
1997-10-01,2.086,2.2782,1.796,1.1765,3.1304,2.5185,0.5559,1.0663,3.0083
1997-11-01,1.8904,2.1531,1.6624,-0.3578,3.1214,2.5541,-0.4841,0.8359,3.0021
1997-12-01,1.697,2.27,1.6603,-3.5996,3.3507,2.8547,-1.3727,0.834,2.9928
1998-01-01,1.6311,2.2646,2.3033,-6.684,3.2221,2.7179,-1.7857,0.6047,2.6749
1998-02-01,1.4402,2.2606,1.912,-8.6087,3.1555,2.8424,-1.9284,0.0,2.3614
1998-03-01,1.3767,2.2565,1.9745,-8.5841,3.2646,2.7468,-2.4138,0.2266,2.3541
1998-04-01,1.4384,2.1314,2.0382,-7.7477,3.2553,2.9122,-2.3562,-0.5263,2.3493
1998-05-01,1.6886,2.1868,2.2915,-5.1471,3.303,3.0329,-1.4655,-0.4501,2.3422
1998-06-01,1.623,2.2432,2.033,-5.8182,3.2955,3.157,-1.532,0.1503,2.132
1998-07-01,1.7456,2.2392,2.0926,-5.3162,3.1728,3.3234,-1.1165,0.15,1.925
1998-08-01,1.6169,2.4735,2.0228,-7.9351,3.2768,3.4879,-1.7349,1.8086,1.4184
1998-09-01,1.4268,2.3502,1.9571,-9.8754,3.3822,3.6518,-2.4862,0.1505,1.3131
