date,CPI All Urban Consumers YoY %,CPI Less Food & Energy (Core) YoY %,CPI Food & Beverages YoY %,CPI Energy YoY %,CPI Shelter YoY %,CPI Medical Care YoY %,CPI Transportation YoY %,CPI Apparel YoY %,CPI Education & Communication YoY %
1998-10-01,1.4861,2.2274,2.3314,-9.2129,3.4289,3.6849,-2.2806,0.0,1.1078
1998-11-01,1.4842,2.3419,2.327,-9.246,3.4193,3.5458,-1.8068,0.0,1.1055
1998-12-01,1.6069,2.4533,2.2613,-8.8342,3.4097,3.4062,-1.9485,-0.7519,0.7014
1999-01-01,1.6667,2.331,2.1889,-7.2558,3.1773,3.5279,-1.5385,-1.2021,0.7014
1999-02-01,1.6667,2.1524,2.439,-5.6137,3.059,3.5595,-1.6854,-1.6541,1.1033
1999-03-01,1.7284,2.0325,2.2486,-2.8074,2.995,3.5505,-0.5654,-1.7332,0.8
1999-04-01,2.2811,2.2029,2.3096,3.0273,3.042,3.4956,1.9163,-0.4535,0.7984
1999-05-01,2.091,2.0821,2.178,1.6473,2.8666,3.3582,1.5581,-0.7536,0.398
1999-06-01,1.9656,1.963,2.1793,0.8687,2.8603,3.3912,1.1315,-1.2003,0.3976
1999-07-01,2.1446,2.0749,2.1118,3.2914,2.9654,3.4639,2.0466,-1.4981,0.497
1999-08-01,2.2644,1.8966,2.0446,7.2478,2.7352,3.4525,3.0367,-3.1088,1.1988
1999-09-01,2.63,2.0666,2.2291,10.3653,2.7263,3.4412,4.1076,-1.4275,1.1964
1999-10-01,2.5625,2.1216,1.9089,10.3448,2.5,3.3905,4.3847,-0.9797,1.1952
1999-11-01,2.6204,2.0595,1.9053,10.2868,2.5474,3.5059,4.3878,-1.2811,1.1928
1999-12-01,2.6764,1.8814,1.9656,13.6863,2.4324,3.66,5.6068,-0.5303,1.393
2000-01-01,2.793,2.1071,1.6524,15.346,2.9714,3.6917,5.8949,-0.6084,2.0896
2000-02-01,3.218,2.164,1.7705,19.7581,3.0221,3.7202,7.1429,-0.3058,1.3889
2000-03-01,3.7621,2.4474,2.077,23.8048,3.1772,3.9532,9.1684,-0.0767,1.2897
2000-04-01,3.0139,2.2689,2.0134,14.5972,3.0059,3.9003,5.9192,-1.4427,1.1881
2000-05-01,3.1325,2.3796,2.1924,14.3947,3.1083,3.9711,5.9972,-1.5186,1.3875
2000-06-01,3.7349,2.5481,2.3766,21.3397,3.262,4.12,8.3916,-1.8223,1.0891
2000-07-01,3.5993,2.4845,2.6764,19.3065,3.2533,4.1052,6.9156,-1.9772,1.5826
2000-08-01,3.3513,2.5945,2.793,13.0594,3.3546,4.2511,5.0034,-1.5279,1.4808
2000-09-01,3.4565,2.5309,2.6045,15.5635,3.3439,4.2772,5.5782,-1.2957,0.6897
2000-10-01,3.4503,2.5267,2.4773,15.7143,3.5525,4.3461,4.8103,-1.6743,1.378
2000-11-01,3.4442,2.6345,2.3522,15.8744,3.4884,4.2536,5.0847,-1.374,0.9823
2000-12-01,3.436,2.5741,2.7108,14.3234,3.4828,4.1977,4.2339,-1.6756,1.472
2001-01-01,3.7212,2.5655,2.8898,17.3913,3.2529,4.5383,4.2254,-0.9946,1.1696
2001-02-01,3.5294,2.7871,2.9994,12.8788,3.4573,4.6004,3.4667,-0.6135,1.6634
2001-03-01,2.9825,2.6111,3.0521,5.9533,3.4969,4.5402,0.3906,-0.614,2.2527
2001-04-01,3.2183,2.6622,3.2297,9.4293,3.5956,4.644,1.7751,-1.2327,2.2505
2001-05-01,3.5631,2.5457,3.0393,15.3333,3.7422,4.6682,3.6842,-1.7733,2.2483
2001-06-01,3.194,2.7057,3.2738,7.9653,3.8322,4.6485,1.4839,-1.4695,2.8404
2001-07-01,2.7215,2.6997,3.1398,1.8068,3.7707,4.441,-0.3881,-1.2413,2.7264
2001-08-01,2.7215,2.6388,3.0715,2.8271,3.967,4.5351,0.1305,-1.9395,2.9183
2001-09-01,2.5922,2.633,3.1287,1.3158,3.7494,4.5196,0.5155,-2.8571,3.5225
2001-10-01,2.1277,2.6287,3.3608,-5.1698,3.6866,4.6195,-1.1635,-2.6316,3.301
2001-11-01,1.8944,2.7307,3.3589,-9.5201,3.9326,4.7979,-3.0968,-2.9412,3.5992
2001-12-01,1.6037,2.7823,2.7566,-12.452,4.1815,4.744,-3.804,-3.2533,3.1915
2002-01-01,1.1959,2.6101,2.8672,-15.4074,4.2175,4.7156,-3.9254,-3.864,3.0829
2002-02-01,1.1364,2.5488,2.6209,-15.3617,4.3038,4.5099,-4.1881,-3.858,3.1761
2002-03-01,1.3629,2.4364,2.5552,-10.7062,4.0343,4.4543,-2.3995,-3.2432,2.2989
2002-04-01,1.644,2.4851,2.4913,-8.1633,4.1247,4.5488,-1.4858,-2.4181,2.0096
2002-05-01,1.2408,2.5364,2.0243,-11.922,3.9078,4.6443,-3.0457,-2.1978,2.4857
2002-06-01,1.0692,2.2581,1.7291,-11.176,3.6409,4.4787,-2.8608,-2.7473,2.381
2002-07-01,1.4656,2.1996,1.4934,-5.5556,3.6336,4.9853,-0.4545,-2.9851,2.5592
2002-08-01,1.7475,2.3567,1.2607,-3.2993,3.5183,4.7029,0.3911,-1.6614,2.9301
2002-09-01,1.516,2.2448,1.3165,-5.5004,3.6634,4.6875,-1.1538,-1.9078,2.741
2002-10-01,2.027,2.1878,0.9698,3.2547,3.5556,4.886,1.7005,-2.2258,2.2556
2002-11-01,2.2535,2.0202,1.1973,8.3832,3.3907,4.9748,3.4621,-1.8341,2.1596
2002-12-01,2.4803,1.9639,1.4269,11.5891,3.1816,4.9964,4.0885,-1.7614,2.1556
2003-01-01,2.7575,1.9608,1.0808,16.9002,3.1204,4.6104,5.8272,-1.8489,2.3364
2003-02-01,3.1461,1.798,1.4188,24.0529,2.7184,4.4936,8.1372,-2.2472,2.3321
2003-03-01,3.0252,1.7442,1.359,22.3639,2.5206,4.2644,6.8439,-3.6712,2.6217
2003-04-01,2.1751,1.476,1.2436,12.3457,2.2222,3.9972,3.4098,-3.8369,2.6266
2003-05-01,1.8942,1.5263,1.7007,6.1526,2.5072,3.9803,1.0471,-3.6918,1.959
2003-06-01,1.9488,1.4721,2.153,6.7434,2.3099,4.0408,1.178,-2.6634,1.4884
2003-07-01,2.0556,1.5223,2.0939,8.0065,2.4015,3.8408,1.5656,-1.9433,1.2939
2003-08-01,2.2161,1.3082,2.4901,11.9415,2.2499,3.8649,2.7273,-2.8158,1.0101
2003-09-01,2.3783,1.2546,2.5424,15.5214,2.1968,4.0611,3.6965,-2.0259,1.2879
2003-10-01,2.0419,1.3055,2.9379,8.5894,2.3844,3.6577,1.2862,-1.5447,1.2868
2003-11-01,1.9284,1.0943,3.1549,8.0505,2.2338,3.5027,0.9653,-1.8684,1.3787
2003-12-01,2.0352,1.0932,3.5453,9.2054,2.2296,3.7316,1.3522,-2.0375,1.5596
2004-01-01,2.0263,1.1435,3.489,7.7903,2.0804,3.7923,1.1392,-1.638,1.2785
2004-02-01,1.6885,1.2468,3.1337,3.5511,1.9849,4.1638,-0.0622,-1.3957,1.3674
2004-03-01,1.7401,1.5584,3.1844,0.8339,2.6005,4.4649,0.0,-0.2486,1.5511
2004-04-01,2.2926,1.7662,3.3501,5.0549,2.9301,4.6939,1.3316,0.2494,1.7367
2004-05-01,2.8978,1.7107,3.9576,14.0649,2.7752,4.5393,4.6632,0.75,1.7383
2004-06-01,3.1677,1.8653,3.6606,16.718,2.9633,4.6268,5.304,0.4975,2.1998
2004-07-01,2.9396,1.758,3.8248,14.2965,2.8612,4.5057,4.2389,-0.0826,1.8248
2004-08-01,2.5474,1.7045,3.534,9.9419,2.809,4.5256,2.4652,-0.4139,1.4545
2004-09-01,2.5392,1.9618,3.2507,6.9979,2.9907,4.3696,2.1889,-0.7444,1.7257
2004-10-01,3.1909,2.0103,3.348,15.0943,2.7946,4.5273,5.8413,-0.6606,1.4519
2004-11-01,3.6216,2.2165,3.1677,19.6494,2.6964,4.4127,7.7757,-0.1656,1.6319
2004-12-01,3.3423,2.2657,2.663,16.9308,2.6914,4.2244,7.0521,-0.3328,1.4453
2005-01-01,2.8449,2.261,2.8276,9.2425,2.6864,4.312,4.1927,0.1665,1.4427
2005-02-01,3.053,2.3089,2.6587,10.9739,3.1047,4.325,4.7915,-0.0833,1.4388
2005-03-01,3.2068,2.3529,2.653,12.6809,3.0876,4.3067,5.2239,0.0831,1.5274
2005-04-01,3.3618,2.195,3.0794,16.2483,2.7089,4.191,6.5707,-0.5804,1.8868
2005-05-01,2.8693,2.1916,2.4129,10.6369,2.4256,4.2774,4.3936,-0.8271,1.9784
2005-06-01,2.541,2.0346,2.1937,8.0528,2.3298,4.1963,3.8698,-1.4851,1.7937
2005-07-01,3.0672,2.0833,2.189,14.3614,2.4168,4.2793,6.4695,-1.6529,1.8817
2005-08-01,3.6469,2.1331,2.1333,21.1221,2.4135,3.9769,9.3769,-0.665,1.7025
2005-09-01,4.7418,1.9241,2.4013,36.1674,1.9056,3.9629,14.8715,-0.75,2.1429
2005-10-01,4.3501,2.0718,2.1774,29.8235,2.3108,4.1083,10.6779,-1.0806,2.2361
2005-11-01,3.3385,2.118,2.1705,16.6056,2.5351,4.4487,4.5535,-1.1609,2.4086
2005-12-01,3.3385,2.1148,2.3293,15.5884,2.6209,4.2432,4.451,-1.0017,2.4043
2006-01-01,4.0188,2.1106,2.6441,25.0636,2.6161,4.0076,7.5075,-1.1638,2.6667
2006-02-01,3.6383,2.1063,2.6427,19.9629,2.6067,4.0201,5.9976,-1.8333,2.4823
2006-03-01,3.4179,2.099,2.5316,17.4312,2.5034,4.035,5.26,-1.1618,2.4779
2006-04-01,3.6138,2.2977,1.8344,19.0762,2.861,4.0848,6.7528,-0.2502,2.4691
2006-05-01,3.9773,2.4439,1.9372,22.3515,3.2172,4.1019,8.2988,0.0,2.5573
2006-06-01,4.1817,2.6421,2.2513,22.0525,3.5268,4.0892,8.22,0.5863,2.8194
2006-07-01,4.1047,2.6879,2.2466,20.3125,3.6064,3.9494,8.1597,0.0,2.9903
2006-08-01,3.9266,2.8344,2.4543,15.4768,3.8239,4.2875,6.2606,0.251,3.348
2006-09-01,2.0121,2.9309,2.5534,-4.8511,4.1852,4.2422,-3.3031,0.9236,2.7098
2006-10-01,1.4063,2.7723,2.5988,-10.5877,4.0744,4.0073,-4.6612,0.6723,2.9746
2006-11-01,1.9687,2.6173,2.2798,-3.6126,4.106,3.6812,-1.0747,0.1678,2.439
2006-12-01,2.524,2.6134,2.1728,2.7186,4.1391,3.6452,1.3068,1.0118,2.3478
2007-01-01,2.0758,2.6575,2.4281,-3.2141,4.2879,4.2412,-1.067,0.8074,1.845
2007-02-01,2.4203,2.7186,3.0515,-0.9222,4.2957,4.2723,-0.4331,2.0688,2.0476
2007-03-01,2.7982,2.5051,3.3194,4.274,4.0288,3.9985,1.6513,0.5852,2.3057
2007-04-01,2.5929,2.4155,3.65,2.4217,3.9287,4.0503,0.379,-0.2249,2.1876
2007-05-01,2.7099,2.2678,3.83,4.4219,3.739,4.0272,1.0777,-0.6122,2.6715
2007-06-01,2.6928,2.1816,3.9309,5.0045,3.6417,4.0217,1.0393,-1.2689,2.4105
2007-07-01,2.3179,2.1682,4.0572,0.8365,3.4994,4.3986,-0.8047,-0.463,2.2861
2007-08-01,1.8974,2.0885,4.1886,-2.5899,3.4047,4.5182,-2.1614,-1.5851,2.393
2007-09-01,2.8338,2.1014,4.343,6.3816,3.4346,4.5506,2.6579,-1.8111,2.4545
2007-10-01,3.6107,2.1566,4.3506,15.3645,3.226,4.8068,6.2661,-1.1394,2.6109
2007-11-01,4.3733,2.3388,4.7563,21.572,3.1828,4.9736,9.9423,-0.5553,2.7781
2007-12-01,4.1088,2.4354,4.8815,17.0986,3.1624,5.1899,8.3595,-0.3756,3.0059
2008-01-01,4.2947,2.4789,4.8181,19.179,3.0807,4.9142,9.625,-0.3521,3.3673
2008-02-01,4.143,2.2971,4.5256,19.4587,2.8638,4.4592,9.6817,-1.1086,3.2229
2008-03-01,3.9749,2.3885,4.3524,16.5544,2.9853,4.5198,8.1921,-1.167,3.0295
2008-04-01,3.9038,2.2947,4.9535,15.4795,2.7047,4.2474,6.9538,-0.5045,3.1371
2008-05-01,4.0884,2.3222,4.9699,16.9142,2.6144,4.0652,7.5086,-0.3776,2.9437
2008-06-01,4.936,2.3917,5.1607,24.92,2.5218,4.0508,11.5796,-0.0633,3.3971
2008-07-01,5.4975,2.4633,5.799,29.3409,2.4996,3.5361,12.9199,0.4702,3.6359
2008-08-01,5.308,2.4981,5.9251,27.2048,2.3848,3.2829,11.6748,1.5564,3.5968
2008-09-01,4.9533,2.4386,6.0395,23.4329,2.3492,3.1901,10.4828,1.3514,3.5611
2008-10-01,3.7311,2.2214,6.1382,12.0907,2.2318,2.8588,4.6469,0.3073,3.4602
2008-11-01,1.0999,2.0159,5.9433,-12.8048,2.1294,2.7139,-8.7275,0.1095,3.6569
2008-12-01,-0.0222,1.7625,5.798,-21.7444,1.8563,2.7416,-13.7326,-1.0314,3.6729
2009-01-01,-0.1136,1.6724,5.2454,-21.2166,1.7987,2.5969,-13.2547,-1.2316,3.6211
2009-02-01,0.0085,1.801,4.7207,-20.0278,1.6989,2.8006,-12.0605,0.8276,3.6627
2009-03-01,-0.4465,1.7876,4.3355,-23.5416,1.5066,2.8136,-13.4899,1.663,3.5835
2009-04-01,-0.5763,1.9323,3.3137,-24.3745,1.6168,3.0395,-12.8544,1.2238,3.423
2009-05-01,-1.0158,1.8461,2.7563,-26.2762,1.5213,3.2265,-13.247,1.1136,3.342
2009-06-01,-1.2292,1.712,2.1738,-24.8198,1.2524,3.1638,-12.4306,1.4979,2.9804
2009-07-01,-1.9588,1.5271,1.0564,-27.7969,0.926,3.2527,-13.5821,0.8218,2.7729
2009-08-01,-1.4838,1.434,0.5579,-23.2258,0.9348,3.3191,-10.7453,0.4176,2.7261
2009-09-01,-1.3779,1.4798,-0.039,-22.0463,0.683,3.4217,-9.9715,0.9706,2.8339
2009-10-01,-0.224,1.7127,-0.3435,-14.0071,0.6645,3.4816,-3.9952,1.4318,2.7843
2009-11-01,1.9146,1.7142,-0.4674,8.0843,0.2918,3.5354,8.966,0.9591,2.5078
2009-12-01,2.8141,1.8237,-0.3696,18.8761,0.2861,3.3527,14.9058,1.9658,2.3828
2010-01-01,2.6211,1.5123,-0.2134,19.1122,-0.3731,3.493,14.6749,1.6471,2.3501
2010-02-01,2.1513,1.3495,-0.073,14.0991,-0.4376,3.6281,11.9902,0.2469,2.303
2010-03-01,2.2862,1.1592,0.2922,17.3253,-0.5799,3.7683,12.9396,-0.1188,2.3775
2010-04-01,2.2068,0.9675,0.5307,17.8353,-0.6491,3.6218,12.4399,-0.446,2.3899
2010-05-01,2.0035,0.9401,0.7328,14.9035,-0.6069,3.4018,10.4485,-0.3249,2.1617
2010-06-01,1.1216,0.9502,0.7038,3.4162,-0.4798,3.468,4.8481,-0.5429,2.1083
2010-07-01,1.3408,0.9578,0.8809,5.6692,-0.2886,3.2239,5.6198,-0.5517,1.9894
2010-08-01,1.1502,0.9171,0.9833,3.5653,-0.4364,3.1738,4.6579,-1.0612,1.9324
2010-09-01,1.1183,0.8144,1.3479,3.4792,-0.3396,3.4171,4.3096,-1.2991,1.7191
2010-10-01,1.1667,0.6027,1.3907,5.8573,-0.3809,3.3312,4.8202,-1.3137,1.5144
2010-11-01,1.0845,0.6721,1.495,4.0601,-0.0875,3.1765,3.9426,-0.8166,1.6499
2010-12-01,1.4378,0.6619,1.4725,8.2009,0.0261,3.2544,5.7107,-1.0113,1.3475
2011-01-01,1.7008,0.9835,1.7729,7.7305,0.6398,2.9602,5.7561,-0.0751,1.2624
2011-02-01,2.1249,1.1244,2.2092,10.7068,0.777,2.9169,7.1498,-0.233,1.2127
2011-03-01,2.6192,1.2098,2.743,14.6914,0.9052,2.7425,9.5185,-0.4042,1.0553
2011-04-01,3.0772,1.3155,3.0287,18.5251,0.9893,2.8744,11.3899,0.3268,0.95
2011-05-01,3.459,1.4541,3.3662,21.3487,1.0204,3.0037,12.7571,1.252,0.9917
2011-06-01,3.5023,1.5837,3.6316,20.4992,1.1611,2.8924,12.4223,1.7446,0.9758
2011-07-01,3.5799,1.7415,4.0202,19.0016,1.3702,3.199,11.8164,2.7028,0.9192
2011-08-01,3.755,1.9652,4.4106,18.2545,1.5695,3.1687,11.6305,3.8593,1.1198
2011-09-01,3.8126,1.9877,4.5164,18.4519,1.6494,2.7892,11.4522,3.3839,1.1633
2011-10-01,3.5223,2.1079,4.4656,13.818,1.8063,3.098,9.0614,4.0852,1.432
2011-11-01,3.4514,2.1382,4.3653,12.8221,1.8579,3.3668,8.2331,4.8182,1.4539
2011-12-01,3.0621,2.2767,4.4395,7.1426,1.952,3.4855,5.5963,4.7323,1.706
2012-01-01,3.0088,2.2773,4.2185,6.8124,1.9594,3.6344,5.4609,4.6562,1.8976
2012-02-01,2.8982,2.1598,3.7406,7.2522,2.0114,3.3809,5.8249,4.3126,1.8997
2012-03-01,2.5829,2.2483,3.1797,4.0249,2.1251,3.5244,4.2301,5.1036,1.899
2012-04-01,2.2732,2.3144,2.9861,0.6855,2.2539,3.4634,2.6207,5.3275,1.9485
2012-05-01,1.7379,2.2523,2.6788,-3.5646,2.3103,3.5471,0.2471,4.554,2.1257
2012-06-01,1.6539,2.1923,2.6454,-3.9249,2.2434,3.9741,-0.3437,3.7285,2.0959
2012-07-01,1.4175,2.11,2.3106,-5.1258,2.1121,4.1107,-0.8752,2.7647,2.0151
2012-08-01,1.6859,1.9353,1.9736,-0.7668,2.1076,4.028,1.3613,1.4423,1.5659
2012-09-01,1.9497,2.0082,1.6156,1.7852,2.2025,4.0405,2.84,2.5494,1.6183
2012-10-01,2.1557,1.9946,1.6978,3.7956,2.2245,3.7127,3.834,2.8406,1.5698
2012-11-01,1.796,1.9529,1.7855,0.4761,2.2069,3.3907,1.7123,1.9469,1.5425
2012-12-01,1.7595,1.8997,1.7844,0.5568,2.1617,3.2146,1.7494,1.9413,1.544
2013-01-01,1.6841,1.9098,1.6064,0.0608,2.2121,3.1146,1.2568,2.1348,1.5895
2013-02-01,2.0181,1.9887,1.6372,2.7312,2.2624,3.1087,2.567,2.4457,1.7389
2013-03-01,1.5187,1.889,1.5604,-1.2601,2.2319,3.1278,0.2417,0.8899,1.7863
2013-04-01,1.1388,1.7156,1.5627,-3.6864,2.196,2.807,-1.697,0.3741,1.455
2013-05-01,1.3904,1.6456,1.3984,-0.5533,2.2663,2.2894,-0.4739,0.1997,1.2805
2013-06-01,1.7158,1.6231,1.4074,2.8885,2.3301,2.1664,1.4866,0.5917,1.2079
2013-07-01,1.8855,1.7002,1.4464,4.0322,2.3667,1.9194,2.2527,1.3578,1.337
2013-08-01,1.5388,1.7821,1.4092,-0.0629,2.4114,2.3022,0.1508,1.6588,1.5955
2013-09-01,1.0947,1.7519,1.3565,-4.0484,2.3576,2.3508,-2.1104,0.7081,1.5985
2013-10-01,0.8768,1.6868,1.2778,-5.493,2.2672,2.2707,-2.7953,-0.238,1.5627
2013-11-01,1.2329,1.7417,1.1889,-2.452,2.4227,2.1396,-0.7599,0.1116,1.5533
2013-12-01,1.5128,1.7409,1.109,0.4189,2.5358,1.9749,0.5475,1.0119,1.597
2014-01-01,1.5578,1.607,1.0841,2.1692,2.5947,2.1075,0.5479,-0.1515,1.3464
2014-02-01,1.1205,1.5548,1.4175,-2.257,2.5936,2.2619,-2.127,-0.6673,1.1314
2014-03-01,1.6127,1.6457,1.7406,1.365,2.7227,2.156,-0.6822,0.3694,1.099
2014-04-01,2.0151,1.8211,1.8688,3.9052,2.7683,2.4195,1.9004,0.4492,1.4548
2014-05-01,2.1669,1.9455,2.4198,3.6367,2.8414,2.8287,2.0074,0.6752,1.4502
2014-06-01,2.059,1.9229,2.2933,2.8853,2.7976,2.5693,1.5196,0.7772,1.5386
2014-07-01,1.9742,1.845,2.4248,2.3697,2.9069,2.5543,0.7222,0.2327,1.5824
2014-08-01,1.7151,1.7364,2.5686,0.3537,2.8928,2.0772,-0.3809,-0.0432,1.5616
2014-09-01,1.6841,1.7409,2.8147,-0.4676,2.9498,2.0549,-0.686,0.418,1.3473
2014-10-01,1.6095,1.8176,2.8638,-2.0223,3.0399,2.1401,-1.3624,0.6087,0.8709
2014-11-01,1.2315,1.7416,3.0312,-5.6452,2.9906,2.5492,-3.2864,-0.062,0.6289
2014-12-01,0.6531,1.6224,3.2364,-11.0677,2.9182,2.9961,-6.6712,-1.5088,0.38
2015-01-01,-0.2299,1.6316,3.0816,-20.1382,2.9488,2.6424,-11.1429,-1.3708,0.446
2015-02-01,-0.087,1.6881,2.846,-18.7672,2.9868,2.3111,-9.8103,-1.0363,0.3678
2015-03-01,-0.022,1.7454,2.2665,-17.6844,2.9711,2.483,-8.4472,-0.638,0.3521
2015-04-01,-0.104,1.8028,1.9171,-18.5249,3.0046,2.8994,-9.2941,-0.8511,0.3195
2015-05-01,0.035,1.7509,1.5609,-16.1468,2.8953,2.8741,-7.3424,-1.5199,0.1185
2015-06-01,0.1796,1.7773,1.719,-15.0969,3.0113,2.5605,-6.7655,-1.9315,0.093
2015-07-01,0.2257,1.8346,1.5851,-14.9234,3.1149,2.5441,-6.4,-1.761,0.079
2015-08-01,0.2413,1.8506,1.5564,-15.1079,3.1043,2.4243,-6.6623,-0.9352,0.1217
2015-09-01,0.0088,1.8971,1.5712,-18.3618,3.1674,2.4153,-8.4713,-1.4099,0.4658
2015-10-01,0.1276,1.9135,1.5493,-17.4828,3.1896,2.9521,-8.0873,-1.9083,0.9593
2015-11-01,0.4363,1.9974,1.2113,-14.8033,3.1792,2.9169,-6.3747,-1.2023,1.3082
2015-12-01,0.6387,2.0715,0.7814,-12.9924,3.2051,2.5524,-4.6031,-0.4698,1.3861
2016-01-01,1.2375,2.145,0.8964,-7.3482,3.2581,2.9099,-1.1311,-0.8959,1.335
2016-02-01,0.8473,2.2226,0.8892,-13.1119,3.2788,3.5867,-4.2129,-0.0492,1.2178
2016-03-01,0.8916,2.1424,0.8197,-11.4324,3.2086,3.3368,-3.7847,-0.6184,1.2699
2016-04-01,1.1726,2.1567,0.9328,-8.2838,3.1949,3.0108,-2.0867,-0.4811,1.1842
2016-05-01,1.0785,2.2546,0.6869,-9.751,3.3622,3.0765,-3.3632,0.6962,1.1351
2016-06-01,1.0793,2.2622,0.3687,-9.0163,3.4264,3.531,-3.2493,0.6103,1.0219
2016-07-01,0.8684,2.1701,0.2728,-10.6685,3.2918,3.9123,-4.659,0.1528,0.8391
2016-08-01,1.0553,2.3087,0.0744,-9.4962,3.3745,5.0173,-4.1479,-0.0143,0.7545
2016-09-01,1.5486,2.2711,-0.1839,-2.5364,3.431,4.9521,-0.7101,-0.077,0.0981
2016-10-01,1.6859,2.2046,-0.2787,0.1856,3.5352,4.2309,0.3594,0.9559,-0.2131
2016-11-01,1.6843,2.1454,-0.2217,0.6448,3.5792,3.9115,0.3494,0.7007,-0.3031
2016-12-01,2.0508,2.1971,-0.0932,4.9279,3.6378,3.9332,2.2688,0.1135,-0.2326
2017-01-01,2.5104,2.2502,-0.027,10.8694,3.5441,3.8067,4.897,0.836,-0.3069
2017-02-01,2.8104,2.2353,0.1084,15.721,3.5293,3.5492,6.7707,0.1271,-0.3139
2017-03-01,2.4412,2.0458,0.5333,11.1362,3.4687,3.4873,5.0015,0.4402,-2.1522
2017-04-01,2.1762,1.8966,0.595,8.6984,3.4591,2.9967,3.2973,0.4126,-2.4632
2017-05-01,1.8563,1.7371,0.8628,5.2244,3.3487,2.7132,1.611,-0.8334,-2.4193
2017-06-01,1.6406,1.6991,0.8484,2.5449,3.2646,2.6839,0.4188,-0.6082,-2.4217
2017-07-01,1.7251,1.677,1.023,3.6753,3.172,2.5493,1.1554,-0.4075,-2.4921
2017-08-01,1.9281,1.6552,1.1035,6.716,3.2958,1.7438,2.7728,-0.6009,-2.6321
2017-09-01,2.1806,1.5954,1.2358,10.6532,3.2173,1.5696,4.4651,-0.1231,-2.1899
2017-10-01,2.0208,1.7596,1.3005,6.3012,3.2384,1.6864,3.1098,-0.4426,-1.8156
2017-11-01,2.1725,1.7376,1.4023,8.4915,3.1493,1.6763,4.2401,-1.2488,-1.703
2017-12-01,2.1299,1.7702,1.5998,7.0477,3.1945,1.775,3.6084,-1.5461,-1.736
2018-01-01,2.1513,1.8913,1.7007,5.5929,3.2148,1.9753,3.4055,-0.9433,-1.743
2018-02-01,2.2635,1.8777,1.4184,7.8419,3.1374,1.7883,4.4154,-0.1737,-1.7741
2018-03-01,2.3309,2.1228,1.2585,6.5137,3.3219,1.983,3.7203,0.0728,-0.1481
2018-04-01,2.471,2.1506,1.3153,7.9875,3.3742,2.2346,4.2996,0.8116,0.1331
2018-05-01,2.7819,2.273,1.1706,11.3863,3.4902,2.4445,6.0179,1.4429,0.5144
2018-06-01,2.8076,2.2455,1.3823,11.6977,3.3538,2.4694,6.4465,0.698,0.7495
2018-07-01,2.8541,2.2676,1.3715,12.2121,3.485,1.8827,6.8887,0.2457,1.0155
2018-08-01,2.6429,2.1209,1.3856,10.5887,3.379,1.4824,6.1391,-1.5464,1.2123
2018-09-01,2.3321,2.1977,1.4031,5.2801,3.2735,1.6448,4.0249,-0.4898,1.2565
2018-10-01,2.492,2.1264,1.2742,8.4933,3.187,1.6708,5.1839,0.0476,0.936
2018-11-01,2.1473,2.2154,1.4885,2.5595,3.2568,2.0561,2.5868,0.06,0.1898
2018-12-01,2.0024,2.2485,1.6665,0.0262,3.2087,2.0733,1.0968,0.0982,0.2087
2019-01-01,1.4876,2.1794,1.6603,-5.7711,3.2271,1.9075,-1.5529,-0.3116,0.3148
2019-02-01,1.5189,2.1411,1.968,-5.4497,3.3866,1.7774,-1.4116,-1.0434,0.614
2019-03-01,1.8832,2.0666,2.0702,-0.3644,3.3591,1.7252,0.694,-2.2318,0.7658
2019-04-01,2.0006,2.0913,1.7244,1.4852,3.4188,1.9424,1.6679,-2.6899,0.906
2019-05-01,1.7959,1.9724,1.9352,-0.2362,3.3317,2.129,0.5627,-2.9028,0.6699
2019-06-01,1.6712,2.0746,1.8564,-2.7251,3.5048,1.9613,-0.7494,-1.2929,0.5751
2019-07-01,1.8263,2.1657,1.7646,-1.47,3.4822,2.5694,-0.2532,-0.7519,0.5909
2019-08-01,1.7376,2.3211,1.7223,-4.0102,3.3546,3.3842,-1.2146,0.8757,0.5952
2019-09-01,1.6845,2.33,1.7599,-4.8849,3.5261,3.437,-1.7153,-0.2781,0.395
2019-10-01,1.734,2.3378,1.9983,-4.7579,3.3702,4.279,-1.6696,-2.0092,0.5605
2019-11-01,2.0923,2.3547,1.9204,-0.4632,3.3298,4.2452,0.1265,-1.2382,1.4344
2019-12-01,2.3195,2.2906,1.7096,3.5341,3.2406,4.5119,2.2815,-1.2038,1.3902
2020-01-01,2.5998,2.2817,1.7776,7.7356,3.3511,4.4668,3.6073,-1.598,1.5282
2020-02-01,2.3413,2.3677,1.7778,2.9547,3.3148,4.653,1.8829,-1.264,1.5166
2020-03-01,1.494,2.0977,1.8902,-6.1661,3.0119,4.7477,-2.5645,-1.7046,1.5412
2020-04-01,0.313,1.4309,3.4079,-17.9094,2.5995,4.8279,-9.6988,-5.5173,1.5899
2020-05-01,0.1982,1.2185,3.8602,-18.3577,2.5054,4.9091,-10.8745,-7.6921,1.552
2020-06-01,0.7167,1.1837,4.3409,-12.1865,2.3513,5.0675,-7.979,-7.2826,1.3747
2020-07-01,0.9969,1.5607,3.8738,-11.4123,2.344,5.0151,-6.0233,-6.5381,2.2984
2020-08-01,1.2811,1.7224,3.9625,-9.605,2.3208,4.4461,-4.4435,-6.1229,2.2821
