date,Pending Sales (Redfin),Homes Sold (Redfin),New Listings (Redfin),Active Inventory (Redfin),Months of Supply (Redfin),Median Days on Market (Redfin),Sale-to-List Ratio (Redfin),Price Drop Share (Redfin),Median Sale Price (Redfin),Off Market in Two Weeks (Redfin),Pending Sales SA (Redfin),Homes Sold SA (Redfin),New Listings SA (Redfin),Active Inventory SA (Redfin)
2023-04-30,543796.0,417879.0,531336.0,961604.0,2.301156061,38.0,0.9950090362,0.1173174135,407518.0,0.4891224105,497224.783468054,431878.48174929,471413.90610975,982152.386123831
2023-05-31,581115.0,500248.0,602797.0,991055.0,1.981126493,33.0,0.9999105068,0.1282311233,418621.0,0.5101970251,487829.451543085,425029.285505044,484527.397055536,947759.137781273
2023-06-30,559973.0,527791.0,610611.0,1030365.0,1.952223452,31.0,1.002887885,0.1395517112,424633.0,0.4885104312,486416.29050289,419367.418336101,486151.799530261,921681.105191391
2023-07-31,523814.0,452818.0,547865.0,1049597.0,2.317923841,31.0,1.001254921,0.1494014763,421158.0,0.4604324737,490369.98315225,420510.862067551,495246.797623993,918072.650970599
2023-08-31,514927.0,488604.0,564889.0,1074776.0,2.199688508,32.0,0.9987388912,0.168769176,420681.0,0.442465485,470221.724435989,418006.737960723,508832.607060444,952500.508476949
2023-09-30,453795.0,425306.0,527435.0,1124487.0,2.643947631,34.0,0.9954747445,0.1696306632,412023.0,0.4136431833,462925.638018008,413179.544980467,520335.062801731,997515.43298428
2023-10-31,445481.0,406163.0,501721.0,1142362.0,2.812568794,36.0,0.9931670874,0.1864895171,413736.0,0.3956907137,459800.629410324,403924.229281722,522088.766045589,1055731.01282186
2023-11-30,386676.0,366946.0,420980.0,1122512.0,3.059061804,38.0,0.989704137,0.1862753188,408167.0,0.3322281344,462740.517353044,401950.328928943,552548.11291782,1126613.05829544
2023-12-31,341129.0,360873.0,286840.0,995991.0,2.759949991,44.0,0.9858800152,0.128398916,402675.0,0.278450093,486338.984931148,399233.170330133,539451.077660104,1171348.67400895
2024-01-31,426040.0,291600.0,435891.0,1008727.0,3.459283714,51.0,0.9838825159,0.1474985201,401746.0,0.3229845357,489978.33821189,424712.125883164,523241.077855696,1188289.94794252
2024-02-29,468606.0,344848.0,501185.0,1058291.0,3.068864617,50.0,0.9873239956,0.1386934684,412333.0,0.3958510352,497977.124030889,434771.512873943,537179.688505251,1200543.95115304
2024-03-31,536435.0,414879.0,565200.0,1105320.0,2.664199152,43.0,0.9923797967,0.1427220564,420743.0,0.4403120652,487603.190874516,430629.650731819,524564.150089223,1203356.90869084
2024-04-30,562691.0,456239.0,632453.0,1182450.0,2.591735048,37.0,0.996603963,0.1519080091,432088.0,0.4575572227,488910.965300223,430791.813331622,520879.36073721,1204984.72403407
2024-05-31,561235.0,506783.0,674292.0,1285234.0,2.536066238,34.0,0.998551073,0.1639973101,437467.0,0.4482031879,477397.488881024,423213.779614643,528957.965696295,1229202.19984478
2024-06-30,531857.0,471670.0,608574.0,1342964.0,2.847252975,35.0,0.9988832992,0.1708552438,442527.0,0.4283180515,484082.032308152,419166.005252786,522055.329297419,1237643.02899483
2024-07-31,529039.0,485102.0,585439.0,1363638.0,2.81103423,37.0,0.9961050326,0.184354323,437791.0,0.3874628678,477397.244963386,417310.493155006,509779.025980567,1236776.97526456
2024-08-31,503184.0,472711.0,572254.0,1380774.0,2.920970608,39.0,0.9924652878,0.1800621492,432699.0,0.3613278576,470742.443195465,409364.643754556,523986.825279545,1256207.03207815
2024-09-30,478211.0,412360.0,541246.0,1413267.0,3.427268393,43.0,0.9904996423,0.1764506169,428232.0,0.3487354586,489528.681295875,408056.882184704,539154.964556034,1290994.36504524
2024-10-31,482338.0,435351.0,533641.0,1409052.0,3.236590638,44.0,0.9893906613,0.1777003917,434466.0,0.3329544697,487535.976497806,419965.620926717,534215.198285534,1315079.09762777
2024-11-30,422674.0,389414.0,404822.0,1336192.0,3.431290405,46.0,0.9876121043,0.1607787369,430291.0,0.2891638407,498209.885295337,429866.928712929,546640.34684793,1343947.27464876
2024-12-31,351897.0,408042.0,302309.0,1185774.0,2.906014305,54.0,0.9848880018,0.1227454008,426541.0,0.240530418,492488.521149006,436107.830849801,559962.008152651,1369490.86779672
2025-01-31,410293.0,305202.0,485681.0,1243018.0,4.07277268,59.0,0.9823209949,0.163930511,418628.0,0.2943319217,479138.85407457,437663.575924303,567624.557449325,1410532.50661785
2025-02-28,437035.0,330197.0,496829.0,1296057.0,3.925102019,58.0,0.9850401547,0.1578155129,425276.0,0.3509259264,482884.444344831,437344.503545908,561264.16659434,1446671.53129253
2025-03-31,544415.0,406149.0,630305.0,1381634.0,3.401791525,49.0,0.9885810677,0.1699099393,431486.0,0.4020328114,496842.185017517,430380.020236234,572509.162536271,1478745.82108123
2025-04-30,552830.0,445475.0,682312.0,1500134.0,3.367496164,42.0,0.9922514542,0.176642468,438045.0,0.4190758435,484863.751921408,427689.746726697,576523.326603766,1523297.42114817
2025-05-31,562971.0,486845.0,696054.0,1602227.0,3.291041217,40.0,0.9935495325,0.1868417761,440134.0,0.3994053724,487348.772582634,422181.174134985,556808.043119565,1545708.75865113
2025-06-30,539068.0,494378.0,623819.0,1633106.0,3.303356096,41.0,0.9928997946,0.1943019207,445815.0,0.3752316441,482921.766633052,420188.993305094,524636.005021638,1531745.31973676
2025-07-31,531259.0,481910.0,604385.0,1641789.0,3.406839673,43.0,0.9903358956,0.2009497557,443077.0,0.3364259669,484461.26922372,416605.117760167,520023.49883448,1506674.70149468
2025-08-31,513758.0,465626.0,546995.0,1606106.0,3.449344123,47.0,0.9878862129,0.1896824201,439446.0,0.320168456,488187.841627755,418095.642569047,522691.178034986,1484958.40880203
2025-09-30,496569.0,446265.0,556255.0,1600923.0,3.587385665,51.0,0.9860842088,0.1928342804,435495.0,0.3205035586,490709.712356486,421098.844769487,541121.821517917,1482823.7399557
2025-10-31,497604.0,449518.0,555487.0,1585586.0,3.527303202,51.0,0.9850747679,0.2049086446,439763.0,0.3005516612,497756.940749179,422169.378145319,550656.109859321,1487626.27359241
2025-11-30,409226.0,365009.0,381255.0,1468082.0,4.022039258,53.0,0.9840446127,0.1638178971,433311.0,0.2742379252,491978.623797739,428496.716909961,531845.294525121,1475242.74305487
2025-12-31,341084.0,421764.0,292849.0,1260792.0,2.98933239,60.0,0.9816132731,0.1325520767,427797.0,0.2190121289,471619.152989214,431431.157690636,530341.709649378,1445020.47115425
2026-01-31,399790.0,282490.0,451520.0,1260394.0,4.461729572,67.0,0.9793228489,0.1686887805,423031.0,0.2792897504,474935.780866511,422992.8402058,538101.022584613,1427960.53966682
2026-02-28,424802.0,316402.0,470501.0,1247594.0,3.94306007,66.0,0.9823113088,0.1677230608,429259.0,0.3413434693,471069.29551119,423890.42417822,531403.233963777,1398467.21988769
