date,Unemployment Rate,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,U-6 + Part-Time for Economic Reasons,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Unemployed 27+ Weeks (000s),Total Unemployed (000s),Median Duration of Unemployment (Weeks),Average Duration of Unemployment (Weeks)
1972-01-01,5.8,1.5,2.6,,,,2324.0,1489.0,664.0,593.0,5019.0,6.2,12.1
1972-02-01,5.7,1.5,2.5,,,,2111.0,1470.0,641.0,651.0,4928.0,6.6,12.4
1972-03-01,5.8,1.4,2.5,,,,2303.0,1418.0,600.0,632.0,5038.0,6.6,12.3
1972-04-01,5.7,1.4,2.4,,,,2229.0,1500.0,530.0,673.0,4959.0,6.7,12.4
1972-05-01,5.7,1.3,2.6,,,,2192.0,1534.0,588.0,580.0,4922.0,6.6,12.3
1972-06-01,5.7,1.3,2.5,,,,2279.0,1489.0,591.0,550.0,4923.0,5.4,12.4
1972-07-01,5.6,1.3,2.5,,,,2248.0,1515.0,635.0,519.0,4913.0,6.1,11.8
1972-08-01,5.6,1.3,2.5,,,,2285.0,1541.0,619.0,537.0,4939.0,6.0,11.8
1972-09-01,5.5,1.3,2.4,,,,2353.0,1390.0,583.0,548.0,4849.0,5.6,12.1
1972-10-01,5.6,1.3,2.3,,,,2351.0,1472.0,601.0,522.0,4875.0,5.7,11.7
1972-11-01,5.3,1.2,2.2,,,,2191.0,1386.0,570.0,470.0,4602.0,5.7,11.4
1972-12-01,5.2,1.1,2.1,,,,2003.0,1460.0,551.0,455.0,4543.0,6.1,11.4
1973-01-01,4.9,1.1,2.0,,,,2035.0,1344.0,537.0,410.0,4326.0,5.7,11.0
1973-02-01,5.0,1.0,2.0,,,,2259.0,1263.0,522.0,372.0,4452.0,5.2,10.5
1973-03-01,4.9,1.0,1.9,,,,2136.0,1340.0,501.0,388.0,4394.0,5.5,10.6
1973-04-01,5.0,0.9,1.9,,,,2260.0,1474.0,469.0,340.0,4459.0,5.0,10.0
1973-05-01,4.9,0.9,1.8,,,,2223.0,1320.0,467.0,349.0,4329.0,4.9,10.1
1973-06-01,4.9,0.9,1.9,,,,2322.0,1248.0,454.0,325.0,4363.0,5.0,9.6
1973-07-01,4.8,0.8,1.8,,,,2271.0,1314.0,474.0,282.0,4305.0,5.2,9.6
1973-08-01,4.8,0.9,1.9,,,,2290.0,1260.0,454.0,334.0,4305.0,4.9,9.8
1973-09-01,4.8,0.9,1.9,,,,2211.0,1346.0,490.0,295.0,4350.0,5.4,9.4
1973-10-01,4.6,0.9,1.7,,,,2063.0,1321.0,457.0,336.0,4144.0,5.5,10.2
1973-11-01,4.8,0.9,1.9,,,,2288.0,1256.0,482.0,350.0,4396.0,5.1,9.9
1973-12-01,4.9,0.8,2.0,,,,2332.0,1310.0,439.0,328.0,4489.0,4.7,9.5
1974-01-01,5.1,0.9,2.2,,,,2400.0,1404.0,467.0,332.0,4644.0,5.0,9.5
1974-02-01,5.2,0.9,2.2,,,,2432.0,1426.0,495.0,334.0,4731.0,5.1,9.6
1974-03-01,5.1,0.9,2.2,,,,2413.0,1403.0,519.0,330.0,4634.0,4.8,9.7
1974-04-01,5.1,1.0,2.2,,,,2337.0,1456.0,535.0,354.0,4618.0,5.0,9.8
1974-05-01,5.1,1.0,2.1,,,,2457.0,1409.0,524.0,356.0,4705.0,4.6,9.6
1974-06-01,5.4,1.0,2.2,,,,2497.0,1517.0,559.0,367.0,4927.0,5.3,9.7
1974-07-01,5.5,1.0,2.3,,,,2526.0,1602.0,537.0,387.0,5063.0,5.7,9.9
1974-08-01,5.5,1.0,2.3,,,,2609.0,1483.0,572.0,388.0,5022.0,5.0,9.8
1974-09-01,5.9,1.1,2.5,,,,2723.0,1680.0,630.0,391.0,5437.0,5.3,9.6
1974-10-01,6.0,1.2,2.6,,,,2723.0,1770.0,674.0,398.0,5523.0,5.5,9.9
1974-11-01,6.6,1.2,3.1,,,,3052.0,1918.0,698.0,430.0,6140.0,5.2,9.6
1974-12-01,7.2,1.4,3.5,,,,3125.0,2151.0,788.0,538.0,6636.0,5.7,10.1
1975-01-01,8.1,1.7,4.2,,,,3293.0,2646.0,930.0,625.0,7501.0,6.3,10.7
1975-02-01,8.1,2.0,4.4,,,,2947.0,2616.0,1124.0,717.0,7520.0,7.1,11.7
1975-03-01,8.6,2.2,4.7,,,,3193.0,2630.0,1305.0,769.0,7978.0,7.2,11.8
1975-04-01,8.8,2.6,4.9,,,,2915.0,2719.0,1478.0,964.0,8210.0,8.7,12.9
1975-05-01,9.0,2.8,5.2,,,,3051.0,2692.0,1554.0,1089.0,8433.0,9.4,13.4
1975-06-01,8.8,3.0,5.1,,,,2872.0,2526.0,1538.0,1305.0,8220.0,8.8,15.3
1975-07-01,8.6,3.1,4.9,,,,2882.0,2268.0,1542.0,1401.0,8127.0,8.6,15.0
1975-08-01,8.4,3.0,4.8,,,,2808.0,2371.0,1390.0,1472.0,7928.0,9.2,15.6
1975-09-01,8.4,3.1,5.0,,,,2878.0,2357.0,1308.0,1598.0,7923.0,9.2,16.1
1975-10-01,8.4,2.9,4.6,,,,2962.0,2392.0,1241.0,1448.0,7897.0,8.6,15.4
1975-11-01,8.3,3.0,4.5,,,,2718.0,2345.0,1144.0,1645.0,7794.0,9.5,16.6
1975-12-01,8.2,3.0,4.2,,,,2762.0,2191.0,1282.0,1586.0,7744.0,9.0,16.5
1976-01-01,7.9,2.9,3.9,,,,2749.0,2154.0,1132.0,1581.0,7534.0,9.0,16.6
1976-02-01,7.7,2.7,3.8,,,,2799.0,1980.0,986.0,1533.0,7326.0,8.2,16.3
1976-03-01,7.6,2.6,3.8,,,,2628.0,1995.0,981.0,1460.0,7230.0,8.7,16.5
1976-04-01,7.7,2.3,3.8,,,,2938.0,2011.0,801.0,1409.0,7330.0,8.2,15.9
1976-05-01,7.4,2.2,3.7,,,,2795.0,2049.0,896.0,1219.0,7053.0,8.3,15.0
1976-06-01,7.6,2.4,3.9,,,,2787.0,2281.0,979.0,1353.0,7322.0,7.8,16.9
1976-07-01,7.8,2.4,3.9,,,,2965.0,2181.0,1066.0,1250.0,7490.0,7.7,15.7
1976-08-01,7.8,2.5,3.8,,,,2893.0,2323.0,1098.0,1280.0,7518.0,7.9,15.6
1976-09-01,7.6,2.4,3.8,,,,2910.0,2329.0,1092.0,1204.0,7380.0,7.8,15.2
1976-10-01,7.7,2.4,3.7,,,,2945.0,2285.0,1061.0,1231.0,7430.0,7.7,15.2
1976-11-01,7.8,2.4,3.8,,,,2826.0,2449.0,1076.0,1278.0,7620.0,8.4,15.3
1976-12-01,7.8,2.4,3.8,,,,2921.0,2304.0,1041.0,1334.0,7545.0,8.0,15.1
1977-01-01,7.5,2.3,3.5,,,,2894.0,2206.0,989.0,1211.0,7280.0,7.5,15.2
1977-02-01,7.6,2.2,3.6,,,,3015.0,2240.0,969.0,1205.0,7443.0,7.2,14.7
1977-03-01,7.4,2.1,3.4,,,,2993.0,2213.0,894.0,1163.0,7307.0,7.2,14.5
1977-04-01,7.2,2.0,3.2,,,,3015.0,1994.0,816.0,1120.0,7059.0,7.3,14.4
1977-05-01,7.0,2.0,3.1,,,,2754.0,2170.0,859.0,1069.0,6911.0,7.9,14.9
1977-06-01,7.2,1.9,3.1,,,,3138.0,2078.0,892.0,1026.0,7134.0,6.2,14.4
1977-07-01,6.9,1.9,3.1,,,,2859.0,2060.0,934.0,973.0,6829.0,7.1,14.3
1977-08-01,7.0,1.8,3.2,,,,2896.0,2207.0,938.0,898.0,6925.0,7.0,13.9
1977-09-01,6.8,1.9,3.1,,,,2883.0,2125.0,914.0,939.0,6751.0,6.7,14.0
1977-10-01,6.8,1.8,3.0,,,,2883.0,2127.0,876.0,913.0,6763.0,6.9,13.7
1977-11-01,6.8,1.8,3.0,,,,2924.0,2080.0,908.0,896.0,6815.0,7.0,13.6
1977-12-01,6.4,1.7,2.8,,,,2729.0,1941.0,859.0,858.0,6386.0,6.8,13.6
1978-01-01,6.4,1.6,2.8,,,,2824.0,1989.0,830.0,813.0,6489.0,6.5,12.9
1978-02-01,6.3,1.6,2.7,,,,2764.0,1942.0,917.0,667.0,6318.0,6.7,12.5
1978-03-01,6.3,1.5,2.6,,,,2871.0,1966.0,817.0,714.0,6337.0,6.2,12.4
1978-04-01,6.1,1.5,2.6,,,,2750.0,1888.0,822.0,680.0,6180.0,6.1,12.3
1978-05-01,6.0,1.4,2.5,,,,2870.0,1827.0,728.0,692.0,6127.0,5.7,12.1
1978-06-01,5.9,1.3,2.4,,,,2788.0,1946.0,712.0,640.0,6028.0,6.0,12.1
1978-07-01,6.2,1.3,2.5,,,,3069.0,1867.0,715.0,658.0,6309.0,5.8,12.0
1978-08-01,5.9,1.2,2.4,,,,2858.0,1967.0,630.0,612.0,6080.0,5.8,11.4
1978-09-01,6.0,1.3,2.4,,,,2941.0,1884.0,684.0,624.0,6125.0,5.6,11.4
1978-10-01,5.8,1.3,2.4,,,,2786.0,1833.0,723.0,596.0,5947.0,5.9,11.7
1978-11-01,5.9,1.2,2.4,,,,2903.0,1881.0,709.0,533.0,6077.0,5.5,11.1
1978-12-01,6.0,1.2,2.5,,,,2978.0,2004.0,759.0,510.0,6228.0,5.6,10.6
1979-01-01,5.9,1.2,2.5,,,,2791.0,2003.0,717.0,533.0,6109.0,5.9,11.1
1979-02-01,5.9,1.2,2.5,,,,2899.0,1964.0,745.0,552.0,6173.0,5.9,11.2
1979-03-01,5.8,1.3,2.5,,,,2843.0,1935.0,773.0,592.0,6109.0,5.9,11.7
1979-04-01,5.8,1.2,2.5,,,,2938.0,1908.0,723.0,549.0,6069.0,5.4,11.0
1979-05-01,5.6,1.2,2.2,,,,2773.0,1897.0,719.0,520.0,5840.0,5.6,11.1
1979-06-01,5.7,1.1,2.2,,,,2947.0,1816.0,650.0,521.0,5959.0,5.6,10.4
1979-07-01,5.7,1.1,2.4,,,,2890.0,1982.0,653.0,470.0,5996.0,5.9,10.3
1979-08-01,6.0,1.1,2.6,,,,3296.0,1820.0,669.0,534.0,6320.0,4.8,10.6
1979-09-01,5.9,1.1,2.5,,,,2946.0,2054.0,640.0,532.0,6190.0,5.5,10.5
1979-10-01,6.0,1.2,2.6,,,,3039.0,2011.0,689.0,530.0,6296.0,5.5,10.5
1979-11-01,5.9,1.2,2.7,,,,3030.0,1883.0,688.0,551.0,6238.0,5.3,10.6
1979-12-01,6.0,1.2,2.7,,,,3013.0,2033.0,733.0,544.0,6325.0,5.7,10.8
1980-01-01,6.3,1.3,3.0,,,,3215.0,2063.0,805.0,548.0,6683.0,5.3,10.4
1980-02-01,6.3,1.3,3.0,,,,3134.0,2200.0,850.0,508.0,6702.0,5.8,10.6
1980-03-01,6.3,1.4,3.0,,,,3097.0,2272.0,835.0,622.0,6729.0,6.0,11.0
1980-04-01,6.9,1.6,3.5,,,,3374.0,2388.0,1003.0,691.0,7358.0,5.8,11.4
1980-05-01,7.5,1.6,3.9,,,,3754.0,2608.0,1021.0,719.0,7984.0,5.7,10.9
1980-06-01,7.6,1.6,4.1,,,,3409.0,2879.0,987.0,773.0,8098.0,6.4,11.3
1980-07-01,7.8,1.9,4.3,,,,3458.0,2817.0,1111.0,884.0,8363.0,7.0,11.8
1980-08-01,7.7,2.0,4.2,,,,3415.0,2658.0,1232.0,930.0,8281.0,7.5,12.4
1980-09-01,7.5,2.2,4.1,,,,3150.0,2613.0,1343.0,966.0,8021.0,7.7,12.9
1980-10-01,7.5,2.1,4.0,,,,3236.0,2544.0,1246.0,1060.0,8088.0,7.5,13.1
1980-11-01,7.5,2.2,3.9,,,,3146.0,2498.0,1196.0,1133.0,8023.0,7.7,13.6
1980-12-01,7.2,2.2,3.9,,,,3097.0,2234.0,1259.0,1147.0,7718.0,7.5,13.7
1981-01-01,7.5,2.2,3.7,,,,3318.0,2334.0,1126.0,1263.0,8071.0,7.4,14.3
1981-02-01,7.4,2.2,3.8,,,,3287.0,2412.0,1099.0,1245.0,8051.0,7.1,14.1
1981-03-01,7.4,2.1,3.7,,,,3328.0,2428.0,1059.0,1217.0,7982.0,7.1,14.0
1981-04-01,7.2,2.0,3.6,,,,3185.0,2436.0,1099.0,1132.0,7869.0,7.4,13.9
1981-05-01,7.5,2.0,3.7,,,,3409.0,2594.0,1072.0,1149.0,8174.0,6.9,13.6
1981-06-01,7.5,2.1,3.8,,,,3340.0,2403.0,1127.0,1123.0,8098.0,6.6,13.7
1981-07-01,7.2,2.0,3.6,,,,3307.0,2408.0,1080.0,1086.0,7863.0,7.1,13.8
1981-08-01,7.4,2.1,3.8,,,,3320.0,2487.0,1077.0,1164.0,8036.0,7.2,14.4
1981-09-01,7.6,2.1,4.0,,,,3493.0,2524.0,1147.0,1114.0,8230.0,6.8,13.6
1981-10-01,7.9,2.1,4.1,,,,3656.0,2654.0,1169.0,1134.0,8646.0,6.8,13.5
1981-11-01,8.3,2.1,4.4,,,,3812.0,2810.0,1202.0,1143.0,9029.0,6.9,13.1
1981-12-01,8.5,2.2,4.8,,,,3949.0,2989.0,1203.0,1171.0,9267.0,6.9,13.1
1982-01-01,8.6,2.2,4.9,,,,3924.0,3074.0,1223.0,1186.0,9397.0,7.1,13.4
1982-02-01,8.9,2.5,4.8,,,,3808.0,3122.0,1479.0,1279.0,9705.0,7.5,14.1
1982-03-01,9.0,2.7,5.2,,,,3896.0,3107.0,1607.0,1358.0,9895.0,7.7,14.1
1982-04-01,9.3,2.8,5.4,,,,3951.0,3227.0,1585.0,1501.0,10244.0,8.1,14.5
1982-05-01,9.4,3.0,5.4,,,,3885.0,3295.0,1659.0,1617.0,10335.0,8.5,14.9
1982-06-01,9.6,3.1,5.6,,,,3606.0,3413.0,1667.0,1784.0,10538.0,9.5,15.7
1982-07-01,9.8,3.2,5.8,,,,3929.0,3300.0,1739.0,1816.0,10849.0,8.5,15.4
1982-08-01,9.8,3.3,5.8,,,,3895.0,3354.0,1830.0,1866.0,10881.0,8.7,16.2
1982-09-01,10.1,3.5,6.2,,,,3966.0,3494.0,1871.0,2018.0,11217.0,9.5,16.6
1982-10-01,10.4,3.8,6.6,,,,3873.0,3471.0,1939.0,2246.0,11529.0,9.7,17.2
1982-11-01,10.8,4.0,6.6,,,,3974.0,3518.0,2147.0,2338.0,11938.0,10.0,17.1
1982-12-01,10.8,4.2,6.4,,,,3939.0,3425.0,2098.0,2564.0,12051.0,10.2,18.1
1983-01-01,10.4,4.2,6.2,,,,3654.0,3312.0,2001.0,2667.0,11534.0,11.1,19.4
1983-02-01,10.4,4.2,6.2,,,,3717.0,3177.0,1925.0,2716.0,11545.0,9.8,19.2
1983-03-01,10.3,4.2,6.2,,,,3502.0,3150.0,1866.0,2746.0,11408.0,10.4,19.4
1983-04-01,10.2,3.9,6.1,,,,3539.0,3112.0,1660.0,2710.0,11268.0,10.9,19.5
1983-05-01,10.1,4.1,6.1,,,,3531.0,2979.0,1788.0,2750.0,11154.0,12.3,20.5
1983-06-01,10.1,4.0,5.9,,,,3686.0,2926.0,1585.0,2885.0,11246.0,11.3,20.8
1983-07-01,9.4,3.9,5.5,,,,3459.0,2821.0,1735.0,2594.0,10548.0,10.1,21.2
1983-08-01,9.5,3.6,5.5,,,,3632.0,3035.0,1540.0,2530.0,10623.0,9.3,20.0
1983-09-01,9.2,3.4,5.3,,,,3768.0,2774.0,1413.0,2441.0,10282.0,9.3,20.2
1983-10-01,8.8,3.3,4.9,,,,3491.0,2736.0,1371.0,2277.0,9887.0,9.4,20.2
1983-11-01,8.5,3.1,4.7,,,,3347.0,2644.0,1368.0,2167.0,9499.0,9.3,19.7
1983-12-01,8.3,3.0,4.5,,,,3455.0,2521.0,1318.0,2061.0,9331.0,8.7,19.2
1984-01-01,8.0,2.9,4.3,,,,3309.0,2532.0,1214.0,2040.0,9008.0,9.1,20.4
1984-02-01,7.8,2.7,4.2,,,,3327.0,2485.0,1157.0,1834.0,8791.0,8.3,19.0
1984-03-01,7.8,2.6,4.1,,,,3335.0,2501.0,1101.0,1780.0,8746.0,8.3,19.1
1984-04-01,7.7,2.5,4.0,,,,3362.0,2459.0,1094.0,1764.0,8762.0,8.2,18.9
1984-05-01,7.4,2.5,3.8,,,,3167.0,2387.0,1193.0,1691.0,8456.0,9.1,18.8
1984-06-01,7.2,2.3,3.7,,,,3261.0,2273.0,1036.0,1576.0,8226.0,7.5,18.1
1984-07-01,7.5,2.3,3.9,,,,3392.0,2472.0,1048.0,1590.0,8537.0,7.5,18.0
1984-08-01,7.5,2.3,3.7,,,,3567.0,2415.0,1089.0,1515.0,8519.0,7.3,17.3
1984-09-01,7.3,2.2,3.7,,,,3325.0,2558.0,1087.0,1451.0,8367.0,7.6,17.0
1984-10-01,7.4,2.2,3.8,,,,3423.0,2392.0,1099.0,1427.0,8381.0,7.2,16.7
1984-11-01,7.2,2.1,3.6,,,,3392.0,2356.0,1016.0,1422.0,8198.0,7.2,17.0
1984-12-01,7.3,2.1,3.7,,,,3371.0,2578.0,1008.0,1393.0,8358.0,7.3,16.8
1985-01-01,7.3,2.0,3.7,,,,3667.0,2536.0,969.0,1315.0,8423.0,6.8,15.9
1985-02-01,7.2,2.1,3.7,,,,3471.0,2452.0,1045.0,1344.0,8321.0,7.1,15.9
1985-03-01,7.2,2.1,3.6,,,,3519.0,2443.0,1045.0,1349.0,8339.0,7.1,16.1
1985-04-01,7.3,2.1,3.7,,,,3499.0,2495.0,1015.0,1378.0,8395.0,6.9,16.4
1985-05-01,7.2,2.0,3.4,,,,3503.0,2556.0,1057.0,1235.0,8302.0,6.9,15.3
1985-06-01,7.4,2.0,3.6,,,,3538.0,2517.0,1029.0,1281.0,8460.0,6.6,15.5
1985-07-01,7.4,2.0,3.7,,,,3555.0,2554.0,1062.0,1267.0,8513.0,6.9,15.5
1985-08-01,7.1,2.0,3.6,,,,3439.0,2515.0,1036.0,1222.0,8196.0,7.1,15.3
1985-09-01,7.1,1.9,3.6,,,,3494.0,2570.0,1009.0,1233.0,8248.0,6.9,15.3
1985-10-01,7.1,2.0,3.5,,,,3424.0,2545.0,1096.0,1199.0,8298.0,7.1,15.3
1985-11-01,7.0,1.9,3.5,,,,3463.0,2456.0,910.0,1297.0,8128.0,7.0,15.7
1985-12-01,7.0,1.9,3.4,,,,3393.0,2544.0,1003.0,1205.0,8138.0,6.8,15.1
1986-01-01,6.7,1.8,3.2,,,,3333.0,2414.0,1002.0,1087.0,7795.0,6.7,14.8
1986-02-01,7.2,2.0,3.5,,,,3516.0,2569.0,1125.0,1183.0,8402.0,6.9,15.2
1986-03-01,7.2,1.9,3.6,,,,3540.0,2586.0,1088.0,1173.0,8383.0,6.8,14.6
1986-04-01,7.1,1.8,3.4,,,,3598.0,2666.0,988.0,1174.0,8364.0,6.7,14.7
1986-05-01,7.2,1.9,3.6,,,,3586.0,2670.0,1064.0,1168.0,8439.0,6.8,14.7
1986-06-01,7.2,2.0,3.6,,,,3489.0,2705.0,1040.0,1280.0,8508.0,7.0,15.2
1986-07-01,7.0,1.9,3.5,,,,3446.0,2548.0,1056.0,1213.0,8319.0,6.9,15.2
1986-08-01,6.9,1.9,3.3,,,,3439.0,2398.0,1084.0,1192.0,8135.0,7.1,15.5
1986-09-01,7.0,2.0,3.4,,,,3405.0,2642.0,1081.0,1237.0,8310.0,7.4,15.4
1986-10-01,7.0,1.8,3.4,,,,3416.0,2599.0,974.0,1214.0,8243.0,7.0,15.2
1986-11-01,6.9,1.9,3.3,,,,3343.0,2630.0,1037.0,1165.0,8159.0,7.1,15.0
1986-12-01,6.6,1.8,3.3,,,,3297.0,2397.0,1011.0,1150.0,7883.0,7.1,15.0
1987-01-01,6.6,1.8,3.3,,,,3390.0,2399.0,1028.0,1140.0,7892.0,6.9,14.9
1987-02-01,6.6,1.8,3.2,,,,3323.0,2415.0,1004.0,1113.0,7865.0,6.6,14.7
1987-03-01,6.6,1.7,3.2,,,,3386.0,2393.0,949.0,1121.0,7862.0,6.6,14.9
1987-04-01,6.3,1.8,3.1,,,,3162.0,2236.0,1012.0,1079.0,7542.0,7.1,14.8
1987-05-01,6.3,1.8,3.0,,,,3315.0,2100.0,992.0,1112.0,7574.0,6.6,14.9
1987-06-01,6.2,1.7,3.0,,,,3167.0,2173.0,1012.0,1075.0,7398.0,6.5,14.9
1987-07-01,6.1,1.6,2.9,,,,3217.0,2146.0,938.0,983.0,7268.0,6.5,14.2
1987-08-01,6.0,1.6,2.8,,,,3191.0,2155.0,833.0,1045.0,7261.0,6.4,14.4
1987-09-01,5.9,1.6,2.8,,,,3224.0,2031.0,877.0,989.0,7102.0,6.0,14.2
1987-10-01,6.0,1.5,2.9,,,,3241.0,2162.0,838.0,956.0,7227.0,6.3,14.0
1987-11-01,5.8,1.5,2.7,,,,3172.0,2083.0,871.0,926.0,7035.0,6.2,14.0
1987-12-01,5.7,1.5,2.6,,,,3178.0,1979.0,867.0,900.0,6936.0,6.0,14.2
1988-01-01,5.7,1.4,2.6,,,,3086.0,2151.0,845.0,869.0,6953.0,6.2,14.2
1988-02-01,5.7,1.4,2.6,,,,3057.0,2110.0,850.0,888.0,6929.0,6.3,14.4
1988-03-01,5.7,1.4,2.6,,,,3042.0,2087.0,896.0,848.0,6876.0,6.4,13.7
1988-04-01,5.4,1.3,2.4,,,,3107.0,1930.0,753.0,810.0,6601.0,5.9,13.3
1988-05-01,5.6,1.4,2.7,,,,3095.0,2036.0,801.0,846.0,6779.0,5.9,13.8
1988-06-01,5.4,1.3,2.6,,,,3101.0,1924.0,726.0,805.0,6546.0,5.8,13.1
1988-07-01,5.4,1.3,2.6,,,,2998.0,2067.0,805.0,796.0,6605.0,6.1,13.4
1988-08-01,5.6,1.3,2.5,,,,3172.0,1973.0,844.0,795.0,6843.0,5.9,13.6
1988-09-01,5.4,1.3,2.5,,,,3152.0,1880.0,756.0,813.0,6604.0,5.7,13.6
1988-10-01,5.4,1.3,2.5,,,,3106.0,1864.0,794.0,768.0,6568.0,5.6,13.4
1988-11-01,5.3,1.2,2.5,,,,3097.0,1967.0,765.0,703.0,6537.0,5.7,12.6
1988-12-01,5.3,1.2,2.5,,,,2972.0,2023.0,751.0,739.0,6518.0,5.9,12.9
1989-01-01,5.4,1.2,2.5,,,,3146.0,2010.0,748.0,732.0,6682.0,5.6,12.6
1989-02-01,5.2,1.1,2.3,,,,3194.0,1877.0,669.0,635.0,6359.0,5.4,12.4
1989-03-01,5.0,1.1,2.3,,,,3042.0,1850.0,683.0,670.0,6205.0,5.4,12.3
1989-04-01,5.2,1.1,2.4,,,,3110.0,1984.0,680.0,717.0,6468.0,5.4,12.5
1989-05-01,5.2,1.1,2.2,,,,3052.0,1987.0,714.0,634.0,6375.0,5.3,12.0
1989-06-01,5.3,1.0,2.3,,,,3303.0,2020.0,687.0,613.0,6577.0,5.4,11.1
1989-07-01,5.2,1.2,2.4,,,,3173.0,1961.0,814.0,621.0,6495.0,5.6,11.8
1989-08-01,5.2,1.0,2.4,,,,3090.0,2038.0,742.0,560.0,6511.0,5.0,11.4
1989-09-01,5.3,1.1,2.4,,,,3214.0,1981.0,761.0,599.0,6590.0,4.9,11.5
1989-10-01,5.3,1.1,2.4,,,,3218.0,1992.0,746.0,646.0,6630.0,4.9,11.9
1989-11-01,5.4,1.1,2.5,,,,3247.0,2035.0,763.0,655.0,6725.0,4.8,11.7
1989-12-01,5.4,1.1,2.5,,,,3275.0,1987.0,740.0,635.0,6667.0,4.9,11.6
1990-01-01,5.4,1.1,2.5,,,,3189.0,2091.0,766.0,646.0,6752.0,5.1,11.8
1990-02-01,5.3,1.1,2.4,,,,3223.0,2066.0,726.0,624.0,6651.0,5.3,11.6
1990-03-01,5.2,1.1,2.4,,,,3206.0,2101.0,694.0,637.0,6598.0,5.1,11.7
1990-04-01,5.4,1.1,2.5,,,,3269.0,2171.0,727.0,649.0,6797.0,4.8,11.8
1990-05-01,5.4,1.1,2.5,,,,3117.0,2269.0,771.0,644.0,6742.0,5.2,11.7
1990-06-01,5.2,1.1,2.5,,,,3151.0,2118.0,796.0,640.0,6590.0,5.2,11.6
1990-07-01,5.5,1.2,2.6,,,,3221.0,2240.0,846.0,688.0,6922.0,5.4,11.9
1990-08-01,5.7,1.3,2.8,,,,3320.0,2254.0,877.0,730.0,7188.0,5.4,12.2
1990-09-01,5.9,1.3,2.9,,,,3280.0,2374.0,914.0,781.0,7368.0,5.6,12.4
1990-10-01,5.9,1.3,3.0,,,,3347.0,2416.0,911.0,778.0,7459.0,5.8,12.2
1990-11-01,6.2,1.5,3.1,,,,3442.0,2465.0,998.0,833.0,7764.0,5.7,12.4
1990-12-01,6.3,1.4,3.1,,,,3462.0,2565.0,973.0,831.0,7901.0,5.9,12.5
1991-01-01,6.4,1.5,3.4,,,,3470.0,2630.0,998.0,868.0,8015.0,6.0,12.2
1991-02-01,6.6,1.6,3.5,,,,3585.0,2729.0,1051.0,904.0,8265.0,6.2,12.7
1991-03-01,6.8,1.7,3.7,,,,3539.0,2930.0,1186.0,951.0,8586.0,6.7,12.9
1991-04-01,6.7,1.7,3.6,,,,3400.0,2801.0,1227.0,979.0,8439.0,6.6,13.5
1991-05-01,6.9,1.8,3.7,,,,3621.0,2864.0,1208.0,1044.0,8736.0,6.4,12.9
1991-06-01,6.9,2.0,3.8,,,,3428.0,2862.0,1424.0,1109.0,8692.0,6.9,13.7
1991-07-01,6.8,1.9,3.8,,,,3422.0,2803.0,1280.0,1108.0,8586.0,7.0,13.8
1991-08-01,6.9,2.0,3.8,,,,3446.0,2752.0,1292.0,1168.0,8666.0,7.3,13.9
1991-09-01,6.9,2.0,3.8,,,,3478.0,2734.0,1306.0,1191.0,8722.0,6.8,14.0
1991-10-01,7.0,2.1,3.8,,,,3473.0,2779.0,1403.0,1235.0,8842.0,7.2,14.4
1991-11-01,7.0,2.1,3.8,,,,3460.0,2781.0,1342.0,1376.0,8931.0,7.5,14.8
1991-12-01,7.3,2.3,4.0,,,,3473.0,2813.0,1388.0,1504.0,9198.0,7.8,15.4
1992-01-01,7.3,2.4,4.0,,,,3398.0,2826.0,1437.0,1623.0,9283.0,8.1,16.1
1992-02-01,7.4,2.5,4.2,,,,3277.0,2953.0,1478.0,1704.0,9454.0,8.2,16.7
1992-03-01,7.4,2.5,4.2,,,,3412.0,2801.0,1425.0,1771.0,9460.0,8.3,17.1
1992-04-01,7.4,2.4,4.2,,,,3296.0,2821.0,1380.0,1750.0,9415.0,8.5,17.4
1992-05-01,7.6,2.7,4.4,,,,3417.0,2788.0,1460.0,1984.0,9744.0,8.8,17.8
1992-06-01,7.8,2.9,4.4,,,,3518.0,2809.0,1608.0,2150.0,10040.0,8.7,18.2
1992-07-01,7.7,2.8,4.3,,,,3438.0,2832.0,1490.0,2124.0,9850.0,8.6,18.1
1992-08-01,7.6,2.8,4.2,,,,3436.0,2840.0,1506.0,2073.0,9787.0,8.8,18.0
1992-09-01,7.6,2.7,4.3,,,,3428.0,2882.0,1393.0,2111.0,9781.0,8.6,18.1
1992-10-01,7.3,2.7,4.3,,,,3356.0,2630.0,1311.0,2194.0,9398.0,9.0,18.9
1992-11-01,7.4,2.6,4.1,,,,3317.0,2923.0,1405.0,1992.0,9565.0,9.0,17.9
1992-12-01,7.4,2.8,4.0,,,,3189.0,2759.0,1595.0,2056.0,9557.0,9.3,19.0
1993-01-01,7.3,2.6,3.9,,,,3299.0,2649.0,1380.0,1966.0,9325.0,8.6,18.3
1993-02-01,7.1,2.5,3.8,,,,3461.0,2580.0,1283.0,1907.0,9183.0,8.5,18.2
1993-03-01,7.0,2.4,3.9,,,,3260.0,2666.0,1309.0,1806.0,9056.0,8.5,17.6
