date,Unemployment Rate,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,U-6 + Part-Time for Economic Reasons,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Unemployed 27+ Weeks (000s),Total Unemployed (000s),Median Duration of Unemployment (Weeks),Average Duration of Unemployment (Weeks)
2017-04-01,4.4,1.7,2.2,4.7,5.4,8.6,2324.0,2070.0,979.0,1709.0,7089.0,9.9,24.1
2017-05-01,4.4,1.7,2.1,4.6,5.3,8.5,2116.0,1970.0,1075.0,1721.0,7000.0,10.5,24.7
2017-06-01,4.3,1.6,2.1,4.6,5.2,8.5,2321.0,1924.0,916.0,1654.0,6873.0,10.0,24.6
2017-07-01,4.3,1.7,2.1,4.6,5.2,8.5,2075.0,2026.0,1018.0,1720.0,6892.0,10.2,24.6
2017-08-01,4.4,1.7,2.2,4.7,5.3,8.6,2258.0,2065.0,1107.0,1687.0,7082.0,10.3,24.0
2017-09-01,4.3,1.7,2.1,4.5,5.2,8.3,2245.0,1905.0,1024.0,1683.0,6854.0,10.1,26.1
2017-10-01,4.2,1.6,2.0,4.5,5.1,8.1,2126.0,1961.0,925.0,1609.0,6700.0,9.7,26.2
2017-11-01,4.2,1.6,2.0,4.5,5.1,8.0,2278.0,1886.0,987.0,1589.0,6774.0,9.8,25.7
2017-12-01,4.1,1.5,2.0,4.4,5.1,8.1,2237.0,1966.0,932.0,1516.0,6632.0,9.3,24.2
2018-01-01,4.0,1.5,2.0,4.3,4.9,8.0,2214.0,1895.0,952.0,1467.0,6489.0,9.7,24.2
2018-02-01,4.1,1.4,2.0,4.3,5.0,8.1,2469.0,1893.0,873.0,1432.0,6581.0,9.2,22.9
2018-03-01,4.0,1.3,1.9,4.3,4.9,8.0,2303.0,2002.0,795.0,1345.0,6472.0,8.8,24.0
2018-04-01,4.0,1.4,1.9,4.2,4.8,7.9,2142.0,1994.0,888.0,1375.0,6459.0,9.6,22.5
2018-05-01,3.8,1.3,1.8,4.1,4.7,7.8,1997.0,1942.0,935.0,1233.0,6196.0,9.2,21.1
2018-06-01,4.0,1.4,1.9,4.2,4.8,7.8,2269.0,1865.0,881.0,1404.0,6447.0,9.0,20.8
2018-07-01,3.8,1.5,1.8,4.1,4.7,7.5,1968.0,1804.0,1006.0,1416.0,6195.0,9.8,23.1
2018-08-01,3.8,1.4,1.7,4.1,4.7,7.4,2241.0,1730.0,995.0,1287.0,6156.0,9.3,22.4
2018-09-01,3.7,1.4,1.7,4.0,4.7,7.5,2074.0,1731.0,936.0,1351.0,6073.0,9.2,24.2
2018-10-01,3.8,1.4,1.8,4.1,4.7,7.5,2055.0,1840.0,920.0,1348.0,6211.0,9.4,23.1
2018-11-01,3.8,1.3,1.8,4.0,4.7,7.6,2168.0,1807.0,904.0,1228.0,6115.0,8.9,22.1
2018-12-01,3.9,1.4,1.8,4.1,4.8,7.6,2149.0,2033.0,934.0,1306.0,6389.0,9.6,21.9
2019-01-01,4.0,1.3,1.9,4.2,4.9,8.0,2336.0,1980.0,881.0,1287.0,6475.0,9.5,20.5
2019-02-01,3.8,1.3,1.7,4.0,4.6,7.2,2252.0,1772.0,894.0,1283.0,6136.0,9.6,21.8
2019-03-01,3.8,1.3,1.7,4.1,4.7,7.4,2174.0,1862.0,906.0,1264.0,6202.0,9.6,22.2
2019-04-01,3.7,1.2,1.7,3.9,4.5,7.4,1966.0,1875.0,783.0,1230.0,5961.0,9.2,22.5
2019-05-01,3.6,1.3,1.6,3.9,4.5,7.1,2114.0,1550.0,784.0,1299.0,5930.0,9.2,24.0
2019-06-01,3.6,1.3,1.6,3.9,4.5,7.2,1889.0,1805.0,835.0,1333.0,5935.0,9.6,21.6
2019-07-01,3.7,1.3,1.7,3.9,4.5,6.9,2110.0,1831.0,898.0,1227.0,6061.0,8.9,19.6
2019-08-01,3.6,1.3,1.7,3.9,4.5,7.2,2268.0,1710.0,847.0,1257.0,5945.0,8.7,21.9
2019-09-01,3.5,1.3,1.6,3.7,4.2,6.9,1849.0,1743.0,846.0,1338.0,5753.0,9.2,22.5
2019-10-01,3.6,1.3,1.7,3.8,4.3,6.9,1922.0,1760.0,915.0,1291.0,5871.0,9.0,22.4
2019-11-01,3.6,1.3,1.7,3.7,4.3,6.8,2067.0,1721.0,887.0,1208.0,5868.0,8.9,20.3
2019-12-01,3.6,1.2,1.7,3.7,4.3,6.8,2090.0,1784.0,829.0,1188.0,5853.0,9.1,20.7
2020-01-01,3.6,1.3,1.6,3.8,4.4,7.0,2050.0,1752.0,887.0,1176.0,5869.0,10.0,21.9
2020-02-01,3.5,1.2,1.6,3.7,4.4,7.0,2088.0,1780.0,789.0,1110.0,5753.0,9.4,20.6
2020-03-01,4.4,1.2,2.6,4.8,5.3,8.8,3422.0,1845.0,784.0,1140.0,7206.0,6.0,17.0
2020-04-01,14.8,1.1,13.2,15.1,16.0,22.9,14263.0,7066.0,782.0,910.0,23084.0,2.2,7.2
2020-05-01,13.2,1.4,11.5,13.6,14.5,21.1,3867.0,14806.0,1061.0,1147.0,20929.0,7.7,10.5
2020-06-01,11.0,2.0,8.9,11.4,12.4,18.0,2909.0,11522.0,1917.0,1355.0,17652.0,13.4,14.4
2020-07-01,10.2,5.0,8.1,10.6,11.3,16.5,3140.0,5145.0,6468.0,1544.0,16352.0,14.7,17.0
2020-08-01,8.4,5.1,6.4,8.7,9.6,14.2,2316.0,3105.0,6506.0,1632.0,13461.0,16.2,19.9
2020-09-01,7.8,4.6,5.7,8.2,8.9,12.8,2557.0,2735.0,4918.0,2445.0,12554.0,17.5,21.5
2020-10-01,6.9,3.9,4.8,7.2,8.0,12.1,2480.0,2342.0,2625.0,3591.0,11072.0,19.0,22.0
2020-11-01,6.7,3.6,4.7,7.0,7.8,11.9,2491.0,2440.0,1886.0,3924.0,10694.0,18.3,23.3
2020-12-01,6.7,3.4,4.5,7.1,7.9,11.7,2913.0,2344.0,1574.0,3967.0,10770.0,16.8,23.2
2021-01-01,6.4,3.4,4.4,6.8,7.5,11.2,2277.0,2492.0,1346.0,4039.0,10260.0,16.0,26.0
2021-02-01,6.2,3.5,4.1,6.6,7.4,11.1,2181.0,2205.0,1384.0,4149.0,10013.0,18.4,27.6
2021-03-01,6.1,3.5,3.9,6.4,7.2,10.8,2162.0,1970.0,1400.0,4176.0,9772.0,20.3,29.6
2021-04-01,6.1,3.3,3.9,6.4,7.1,10.3,2418.0,1972.0,1247.0,4079.0,9754.0,20.2,28.4
2021-05-01,5.8,3.1,3.6,6.1,6.9,10.1,1996.0,2173.0,1300.0,3716.0,9260.0,19.5,29.7
2021-06-01,5.9,3.3,3.5,6.2,6.9,9.8,2021.0,2178.0,1330.0,3989.0,9481.0,19.8,32.0
2021-07-01,5.4,2.9,3.1,5.7,6.5,9.2,2247.0,1859.0,1158.0,3471.0,8731.0,14.7,29.8
2021-08-01,5.1,2.7,2.8,5.3,6.0,8.8,2070.0,1941.0,1170.0,3181.0,8269.0,14.2,29.4
2021-09-01,4.7,2.3,2.5,5.0,5.7,8.4,2265.0,1713.0,993.0,2712.0,7610.0,13.2,28.5
2021-10-01,4.5,2.1,2.3,4.8,5.5,8.2,2072.0,1875.0,970.0,2367.0,7267.0,12.4,26.8
2021-11-01,4.1,1.9,2.1,4.4,5.1,7.7,1981.0,1678.0,879.0,2178.0,6729.0,12.4,28.9
2021-12-01,3.9,1.7,1.9,4.2,4.9,7.3,1999.0,1604.0,789.0,1993.0,6413.0,11.4,28.0
2022-01-01,4.0,1.5,2.0,4.2,4.9,7.1,2459.0,1626.0,847.0,1663.0,6533.0,9.9,24.5
2022-02-01,3.9,1.5,1.8,4.1,4.7,7.2,2107.0,1763.0,740.0,1695.0,6323.0,10.0,26.4
2022-03-01,3.7,1.2,1.7,3.9,4.5,7.0,2284.0,1703.0,620.0,1386.0,6033.0,8.8,24.2
2022-04-01,3.7,1.2,1.8,3.9,4.6,7.0,2288.0,1591.0,635.0,1383.0,5995.0,8.5,24.8
2022-05-01,3.6,1.2,1.6,3.9,4.5,7.1,2027.0,1753.0,746.0,1302.0,5979.0,9.1,22.5
2022-06-01,3.6,1.3,1.6,3.9,4.5,6.7,2278.0,1526.0,753.0,1356.0,5975.0,8.0,22.3
2022-07-01,3.5,1.1,1.6,3.8,4.4,6.8,2088.0,1869.0,696.0,1114.0,5770.0,8.3,22.1
2022-08-01,3.6,1.2,1.7,3.8,4.4,6.9,2175.0,1855.0,811.0,1222.0,5909.0,8.6,22.3
2022-09-01,3.5,1.2,1.5,3.8,4.4,6.7,2187.0,1610.0,854.0,1116.0,5747.0,8.1,20.2
2022-10-01,3.6,1.2,1.6,3.8,4.5,6.7,2212.0,1803.0,765.0,1210.0,5949.0,8.1,20.7
2022-11-01,3.6,1.2,1.7,3.8,4.5,6.7,2240.0,1662.0,790.0,1241.0,5918.0,8.4,21.5
2022-12-01,3.5,1.1,1.6,3.7,4.2,6.6,2245.0,1655.0,817.0,1072.0,5781.0,8.1,19.4
2023-01-01,3.5,1.2,1.6,3.7,4.3,6.7,1932.0,1817.0,918.0,1094.0,5770.0,9.6,20.4
2023-02-01,3.6,1.1,1.7,3.8,4.4,6.8,2251.0,1833.0,818.0,1062.0,5987.0,8.9,19.4
2023-03-01,3.5,1.1,1.8,3.7,4.3,6.7,2256.0,1743.0,797.0,1067.0,5859.0,8.4,19.5
2023-04-01,3.4,1.1,1.6,3.7,4.3,6.6,1881.0,1897.0,779.0,1076.0,5747.0,8.7,20.9
2023-05-01,3.6,1.2,1.8,3.9,4.5,6.7,2074.0,1859.0,912.0,1151.0,6084.0,9.1,21.2
2023-06-01,3.6,1.2,1.7,3.8,4.4,6.9,2105.0,1835.0,898.0,1122.0,5985.0,8.7,20.7
2023-07-01,3.5,1.3,1.6,3.7,4.4,6.7,1999.0,1757.0,958.0,1190.0,5923.0,8.9,20.6
2023-08-01,3.7,1.4,1.8,4.0,4.6,7.1,2179.0,1943.0,925.0,1360.0,6275.0,8.9,20.4
2023-09-01,3.7,1.4,1.7,4.0,4.6,7.0,2089.0,2031.0,1031.0,1241.0,6274.0,9.1,21.4
2023-10-01,3.9,1.4,1.8,4.1,4.7,7.2,2293.0,1835.0,1026.0,1327.0,6463.0,8.6,21.5
2023-11-01,3.7,1.3,1.8,3.9,4.6,7.0,2061.0,2058.0,971.0,1166.0,6226.0,8.9,19.4
2023-12-01,3.8,1.4,1.8,4.0,4.7,7.2,2221.0,1807.0,1067.0,1273.0,6329.0,9.4,22.2
2024-01-01,3.7,1.3,1.8,3.9,4.6,7.2,2135.0,1878.0,874.0,1279.0,6175.0,9.4,20.9
2024-02-01,3.9,1.3,1.9,4.1,4.7,7.3,2317.0,1932.0,974.0,1219.0,6486.0,9.2,20.9
2024-03-01,3.9,1.3,1.8,4.1,4.8,7.3,2186.0,1973.0,985.0,1259.0,6521.0,9.5,21.6
2024-04-01,3.9,1.3,1.9,4.1,4.8,7.4,2287.0,1968.0,886.0,1249.0,6486.0,8.8,20.0
2024-05-01,3.9,1.4,1.9,4.2,4.8,7.4,2302.0,1910.0,969.0,1356.0,6627.0,9.1,21.3
2024-06-01,4.1,1.5,1.9,4.3,4.9,7.4,2155.0,2111.0,1069.0,1534.0,6881.0,9.8,20.7
2024-07-01,4.2,1.6,2.1,4.5,5.1,7.8,2353.0,2180.0,1076.0,1537.0,7098.0,9.5,20.6
2024-08-01,4.2,1.6,2.0,4.4,5.0,7.8,2443.0,2044.0,1156.0,1536.0,7063.0,9.6,21.0
2024-09-01,4.1,1.6,1.9,4.3,5.0,7.7,2165.0,1958.0,1125.0,1612.0,6849.0,10.0,22.6
2024-10-01,4.1,1.7,2.0,4.3,5.0,7.7,2118.0,2081.0,1226.0,1604.0,6951.0,10.2,22.9
2024-11-01,4.2,1.7,2.0,4.4,5.1,7.7,2192.0,2060.0,1231.0,1651.0,7089.0,10.7,23.7
2024-12-01,4.1,1.6,1.9,4.4,5.0,7.6,2175.0,2014.0,1202.0,1551.0,6920.0,10.2,23.7
2025-01-01,4.0,1.5,1.9,4.4,4.9,7.5,2292.0,1956.0,1158.0,1449.0,6865.0,10.1,22.0
2025-02-01,4.2,1.5,2.0,4.4,5.1,8.0,2334.0,2161.0,1033.0,1461.0,7104.0,9.9,21.4
2025-03-01,4.2,1.5,1.9,4.5,5.1,7.9,2362.0,2154.0,1010.0,1499.0,7132.0,9.7,22.9
2025-04-01,4.2,1.6,2.0,4.4,5.1,7.8,2194.0,2262.0,993.0,1672.0,7155.0,10.2,23.2
2025-05-01,4.3,1.5,2.0,4.5,5.1,7.8,2456.0,2203.0,1042.0,1464.0,7248.0,9.5,21.9
2025-06-01,4.1,1.6,1.9,4.5,5.1,7.7,2254.0,2129.0,1064.0,1651.0,7054.0,10.1,23.1
2025-07-01,4.3,1.8,2.0,4.5,5.2,7.9,2304.0,2041.0,1166.0,1822.0,7272.0,10.2,24.0
2025-08-01,4.3,1.7,2.0,4.6,5.3,8.1,2475.0,2058.0,1051.0,1924.0,7380.0,9.9,24.5
2025-09-01,4.4,1.8,2.1,4.7,5.4,8.1,2232.0,2356.0,1286.0,1815.0,7605.0,10.1,24.1
2025-11-01,4.5,1.8,2.1,4.9,5.5,8.7,2540.0,2190.0,1190.0,1910.0,7781.0,9.8,23.1
2025-12-01,4.4,1.8,2.0,4.6,5.3,8.4,2289.0,2069.0,1195.0,1948.0,7503.0,11.4,24.4
2026-01-01,4.3,1.8,2.1,4.6,5.2,8.1,2166.0,2151.0,1202.0,1813.0,7368.0,11.0,23.7
2026-02-01,4.4,1.8,2.1,4.6,5.3,7.9,2319.0,2078.0,1206.0,1899.0,7571.0,11.1,25.7
2026-03-01,4.3,1.8,2.0,4.5,5.3,8.0,2138.0,1998.0,1212.0,1821.0,7239.0,11.5,25.3
