date,Total Existing Home Sales (NSA),Existing Home Sales - Northeast (NSA),Existing Home Sales - Midwest (NSA),Existing Home Sales - South (NSA),Existing Home Sales - West (NSA),Median Sales Price - National,Median Sales Price - Northeast,Median Sales Price - Midwest,Median Sales Price - South,Median Sales Price - West,Housing Inventory,Months Supply of Inventory
2019-10-01,,,,,,271100.0,,,,,,
2019-11-01,,,,,,271300.0,,,,,,
2019-12-01,,,,,,274500.0,,,,,,
2020-01-01,,,,,,266300.0,,,,,,
2020-02-01,,,,,,270400.0,,,,,,
2020-03-01,,,,,,280700.0,,,,,,
2020-04-01,,,,,,286800.0,,,,,,
2020-05-01,,,,,,283500.0,,,,,,
2020-06-01,,,,,,294400.0,,,,,,
2020-07-01,,,,,,305600.0,,,,,,
2020-08-01,,,,,,310400.0,,,,,,
2020-09-01,,,,,,311500.0,,,,,,
2020-10-01,,,,,,313000.0,,,,,,
2020-11-01,,,,,,310800.0,,,,,,
2020-12-01,,,,,,309200.0,,,,,,
2021-01-01,,,,,,303600.0,,,,,,
2021-02-01,,,,,,310700.0,,,,,,
2021-03-01,,,,,,326300.0,,,,,,
2021-04-01,,,,,,340600.0,,,,,,
2021-05-01,,,,,,350400.0,,,,,,
2021-06-01,,,,,,362800.0,,,,,,
2021-07-01,,,,,,359500.0,,,,,,
2021-08-01,,,,,,357700.0,,,,,,
2021-09-01,,,,,,351200.0,,,,,,
2021-10-01,,,,,,352700.0,,,,,,
2021-11-01,,,,,,354400.0,,,,,,
2021-12-01,,,,,,354600.0,,,,,,
2022-01-01,,,,,,350300.0,,,,,,
2022-02-01,,,,,,357300.0,,,,,,
2022-03-01,,,,,,375300.0,,,,,,
2022-04-01,,,,,,391200.0,,,,,,
2022-05-01,,,,,,407600.0,,,,,,
2022-06-01,,,,,,416000.0,,,,,,
2022-07-01,,,,,,403800.0,,,,,,
2022-08-01,,,,,,389500.0,,,,,,
2022-09-01,,,,,,383500.0,,,,,,
2022-10-01,,,,,,378800.0,,,,,,
2022-11-01,,,,,,370700.0,,,,,,
2022-12-01,,,,,,366500.0,,,,,,
2023-01-01,,,,,,361200.0,,,,,,
2023-02-01,,,,,,363600.0,,,,,,
2023-03-01,,,,,,375300.0,,,,,,
2023-04-01,,,,,,385800.0,,,,,,
2023-05-01,,,,,,396500.0,,,,,,
2023-06-01,,,,,,410100.0,,,,,,
2023-07-01,,,,,,405600.0,,,,,,
2023-08-01,,,,,,404200.0,,,,,,
2023-09-01,,,,,,392700.0,,,,,,
2023-10-01,,,,,,391600.0,,,,,,
2023-11-01,,,,,,387800.0,,,,,,
2023-12-01,,,,,,381400.0,,,,,,
2024-01-01,,,,,,378600.0,,,,,,
2024-02-01,,,,,,383800.0,,,,,,
2024-03-01,,,,,,392900.0,,,,,,
2024-04-01,,,,,,406600.0,,,,,,
2024-05-01,,,,,,417200.0,,,,,,
2024-06-01,,,,,,426900.0,,,,,,
2024-07-01,,,,,,421400.0,,,,,,
2024-08-01,,,,,,414200.0,,,,,,
2024-09-01,,,,,,406700.0,,,,,,
2024-10-01,,,,,,406800.0,,,,,,
2024-11-01,,,,,,404400.0,,,,,,
2024-12-01,,,,,,403700.0,,,,,,
2025-01-01,,,,,,393400.0,,,,,,
2025-02-01,257000.0,26000.0,56000.0,124000.0,51000.0,396800.0,464400.0,295300.0,356000.0,614600.0,1230000.0,3.6
2025-03-01,315000.0,33000.0,68000.0,151000.0,63000.0,403100.0,468000.0,300900.0,359800.0,621200.0,1330000.0,4.0
2025-04-01,349000.0,36000.0,81000.0,164000.0,68000.0,414000.0,487400.0,313300.0,365300.0,628500.0,1450000.0,4.3
2025-05-01,390000.0,43000.0,96000.0,181000.0,70000.0,423700.0,513200.0,327200.0,369000.0,630000.0,1540000.0,4.6
2025-06-01,391000.0,47000.0,99000.0,176000.0,69000.0,432700.0,543400.0,337600.0,374200.0,627700.0,1540000.0,4.6
2025-07-01,389000.0,51000.0,97000.0,173000.0,68000.0,425700.0,535700.0,333400.0,368300.0,620700.0,1550000.0,4.6
2025-08-01,376000.0,50000.0,94000.0,166000.0,66000.0,422400.0,534100.0,329500.0,364100.0,620300.0,1530000.0,4.6
2025-09-01,355000.0,45000.0,86000.0,158000.0,66000.0,412300.0,500300.0,319600.0,360300.0,615600.0,1530000.0,4.5
2025-10-01,359000.0,46000.0,90000.0,157000.0,66000.0,414900.0,503600.0,319500.0,362300.0,624600.0,1520000.0,4.4
2025-11-01,295000.0,38000.0,72000.0,132000.0,53000.0,410000.0,499800.0,317100.0,359700.0,614900.0,1440000.0,4.2
2025-12-01,346000.0,44000.0,77000.0,163000.0,62000.0,405100.0,499900.0,306400.0,359400.0,598300.0,1230000.0,3.5
2026-01-01,228000.0,29000.0,49000.0,108000.0,42000.0,395000.0,504000.0,298100.0,350900.0,585600.0,1260000.0,3.8
2026-02-01,259000.0,25000.0,55000.0,128000.0,51000.0,398000.0,478000.0,303900.0,356600.0,597200.0,1320000.0,3.8
2026-03-01,329000.0,31000.0,70000.0,161000.0,67000.0,408800.0,494500.0,315500.0,362600.0,613400.0,1390000.0,4.1
2026-04-01,354000.0,34000.0,80000.0,170000.0,70000.0,417700.0,510800.0,324500.0,366600.0,619600.0,1470000.0,4.4
