date,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Total Unemployed (000s),Average Duration of Unemployment (Weeks),Civilian Labor Force Level (000s),Labor Force Participation Rate,Employment-Population Ratio,Average Weekly Hours - All Employees,Average Hourly Earnings - Production Workers,Hires: Total Nonfarm,Total Separations: Total Nonfarm,Quits: Total Nonfarm,Layoffs and Discharges: Total Nonfarm,Job Openings Rate,Total Separations Rate,Layoffs and Discharges Rate,Multiple Jobholders (000s),Multiple Jobholders as % of Employed,Part-Time for Economic Reasons (000s),Aggregate Weekly Payrolls Index,Temp Help Services Employment (000s),Continuing Claims,Continuing Claims - 4 Week Average,Insured Unemployment Rate
1996-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2590000.0,2590500.0,2.3
1996-06-01,1.8,2.5,5.6,6.5,2552.0,2162.0,985.0,7095.0,17.6,133697.0,66.7,63.2,,12.03,,,,,,,,23276.0,7745.0,4312.0,,1851.8,2553000.0,2578250.0,2.3
1996-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2521000.0,2562000.0,2.2
1996-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2560000.0,2556000.0,2.3
1996-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2550000.0,2546000.0,2.3
1996-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2556000.0,2546750.0,2.3
1996-07-01,1.7,2.5,5.7,6.5,2672.0,2332.0,961.0,7337.0,16.7,134284.0,66.9,63.3,,12.05,,,,,,,,23281.0,7682.0,4358.0,,1869.8,,,
1996-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2501000.0,2541750.0,2.2
1996-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2495000.0,2525500.0,2.2
1996-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2492000.0,2511000.0,2.2
1996-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2472000.0,2490000.0,2.2
1996-08-01,1.7,2.3,5.4,6.2,2496.0,2187.0,1002.0,6882.0,17.3,134054.0,66.7,63.3,,12.09,,,,,,,,23363.0,7844.0,4391.0,,1883.9,,,
1996-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2476000.0,2483750.0,2.2
1996-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2492000.0,2483000.0,2.2
1996-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2495000.0,2483750.0,2.2
1996-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2493000.0,2489000.0,2.2
1996-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2516000.0,2499000.0,2.2
1996-09-01,1.7,2.4,5.5,6.2,2525.0,2214.0,1006.0,6979.0,16.8,134515.0,66.9,63.4,,12.13,,,,,,,,23242.0,7901.0,4382.0,,1891.1,,,
1996-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2443000.0,2486750.0,2.2
1996-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2486000.0,2484500.0,2.2
1996-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2484000.0,2482250.0,2.2
1996-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2479000.0,2473000.0,2.2
1996-10-01,1.7,2.3,5.5,6.2,2477.0,2334.0,1084.0,7031.0,16.3,134921.0,67.0,63.5,,12.16,,,,,,,,23022.0,8070.0,4372.0,,1876.1,,,
1996-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2496000.0,2486250.0,2.2
1996-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2422000.0,2470250.0,2.1
1996-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2449000.0,2461500.0,2.1
1996-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2474000.0,2460250.0,2.2
1996-11-01,1.6,2.5,5.6,6.4,2920.0,2207.0,1013.0,7236.0,15.9,135007.0,67.0,63.4,,12.2,,,,,,,,23202.0,8309.0,4025.0,,1908.9,,,
1996-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2452000.0,2449250.0,2.1
1996-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2475000.0,2462500.0,2.2
1996-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2406000.0,2451750.0,2.1
1996-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2350000.0,2420750.0,2.1
1996-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2460000.0,2422750.0,2.2
1996-12-01,1.6,2.3,5.6,6.4,2621.0,2417.0,970.0,7253.0,15.6,135113.0,67.0,63.4,,12.24,,,,,,,,23231.0,8043.0,4365.0,,1926.2,,,
1996-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2484000.0,2425000.0,2.2
1996-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2464000.0,2439500.0,2.2
1996-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2506000.0,2478500.0,2.2
1996-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2497000.0,2487750.0,2.2
1997-01-01,1.6,2.4,5.5,6.3,2758.0,2219.0,1012.0,7158.0,16.0,135456.0,67.0,63.4,,12.29,,,,,,,,23397.0,7870.0,4189.0,,1946.6,,,
1997-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2552000.0,2504750.0,2.2
1997-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2473000.0,2507000.0,2.2
1997-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2434000.0,2489000.0,2.1
1997-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2492000.0,2487750.0,2.2
1997-02-01,1.6,2.3,5.5,6.2,2549.0,2357.0,1031.0,7102.0,15.8,135400.0,66.9,63.4,,12.31,,,,,,,,23291.0,7820.0,4242.0,,1972.6,2403000.0,2450500.0,2.1
1997-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2436000.0,2441250.0,2.1
1997-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2407000.0,2434500.0,2.1
1997-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2414000.0,2415000.0,2.1
1997-03-01,1.6,2.3,5.4,6.2,2602.0,2323.0,1012.0,7000.0,15.5,135891.0,67.1,63.6,,12.35,,,,,,,,23358.0,7830.0,4112.0,,2004.6,2370000.0,2406750.0,2.1
1997-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2371000.0,2390500.0,2.1
1997-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2344000.0,2374750.0,2.0
1997-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2322000.0,2351750.0,2.0
1997-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2331000.0,2342000.0,2.0
1997-04-01,1.6,2.3,5.3,6.1,2439.0,2190.0,1071.0,6873.0,15.6,136016.0,67.1,63.7,,12.39,,,,,,,,23329.0,7946.0,4396.0,,2027.6,,,
1997-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2359000.0,2339000.0,2.0
1997-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2307000.0,2329750.0,2.0
1997-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2304000.0,2325250.0,2.0
1997-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2327000.0,2324250.0,2.0
1997-05-01,1.6,2.2,5.1,5.9,2527.0,2061.0,1070.0,6655.0,15.4,136119.0,67.1,63.8,,12.43,,,,,,,,23382.0,8003.0,4032.0,,2049.2,,,
1997-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2339000.0,2319250.0,2.0
1997-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2318000.0,2322000.0,2.0
1997-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2276000.0,2315000.0,2.0
1997-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2274000.0,2301750.0,2.0
1997-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2307000.0,2293750.0,2.0
1997-06-01,1.5,2.3,5.2,6.0,2562.0,2175.0,1009.0,6799.0,15.5,136211.0,67.1,63.7,,12.46,,,,,,,,23030.0,8305.0,3998.0,,2060.0,,,
1997-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2276000.0,2283250.0,2.0
1997-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2265000.0,2280500.0,2.0
1997-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2303000.0,2287750.0,2.0
1997-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2338000.0,2295500.0,2.0
1997-07-01,1.6,2.1,5.1,5.8,2402.0,2094.0,1041.0,6655.0,16.4,136477.0,67.2,63.9,,12.5,,,,,,,,23018.0,8093.0,4040.0,,2088.5,,,
1997-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2289000.0,2298750.0,2.0
1997-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2262000.0,2298000.0,1.9
1997-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2268000.0,2289250.0,2.0
1997-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2259000.0,2269500.0,1.9
1997-08-01,1.5,2.2,5.1,5.8,2525.0,2120.0,929.0,6608.0,16.0,136618.0,67.2,63.9,,12.57,,,,,,,,23098.0,7949.0,4049.0,,2066.0,,,
1997-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2235000.0,2256000.0,1.9
1997-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2270000.0,2258000.0,2.0
1997-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2290000.0,2263500.0,2.0
1997-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2283000.0,2269500.0,2.0
1997-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2284000.0,2281750.0,2.0
1997-09-01,1.5,2.2,5.1,5.8,2474.0,2102.0,1000.0,6656.0,15.9,136675.0,67.1,63.9,,12.6,,,,,,,,22949.0,7931.0,4004.0,,2082.9,,,
1997-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2265000.0,2280500.0,2.0
1997-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,2258000.0,1.9
1997-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2241000.0,2247500.0,1.9
1997-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2233000.0,2234750.0,1.9
1997-10-01,1.4,2.1,4.9,5.6,2566.0,1966.0,916.0,6454.0,16.1,136633.0,67.1,63.9,,12.66,,,,,,,,23152.0,7874.0,3973.0,,2110.5,,,
1997-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2239000.0,2228250.0,1.9
1997-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2213000.0,2231500.0,1.9
1997-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2182000.0,2216750.0,1.9
1997-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2228000.0,2215500.0,1.9
1997-11-01,1.3,2.1,4.8,5.6,2479.0,2027.0,879.0,6308.0,15.4,136961.0,67.2,64.1,,12.71,,,,,,,,23269.0,7961.0,3962.0,,2139.5,2201000.0,2206000.0,1.9
1997-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2207000.0,2204500.0,1.9
1997-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2209000.0,2211250.0,1.9
1997-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2216000.0,2208250.0,1.9
1997-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2242000.0,2218500.0,1.9
1997-12-01,1.4,2.2,5.0,5.7,2534.0,1937.0,917.0,6476.0,15.9,137155.0,67.2,64.0,,12.75,,,,,,,,23457.0,7909.0,3848.0,,2163.5,,,
1997-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2230000.0,2224250.0,1.9
1997-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2231000.0,2229750.0,1.9
1997-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2189000.0,2223000.0,1.9
1997-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2291000.0,2235250.0,2.0
1998-01-01,1.3,2.1,4.9,5.6,2587.0,1929.0,838.0,6368.0,15.6,137095.0,67.1,64.0,,12.79,,,,,,,,23251.0,7954.0,3922.0,,2175.1,,,
1998-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2369000.0,2270000.0,2.0
1998-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2291000.0,2285000.0,1.9
1998-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2241000.0,2298000.0,1.9
1998-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2275000.0,2294000.0,1.9
1998-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,2251750.0,1.9
1998-02-01,1.3,2.1,4.8,5.5,2572.0,1918.0,852.0,6306.0,15.4,137112.0,67.1,64.0,,12.83,,,,,,,,23218.0,7828.0,3866.0,,2189.9,,,
1998-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2253000.0,2242250.0,1.9
1998-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2227000.0,2238750.0,1.9
1998-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2208000.0,2222000.0,1.9
1998-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2209000.0,2224250.0,1.9
1998-03-01,1.3,2.2,4.9,5.6,2789.0,1972.0,854.0,6422.0,14.5,137236.0,67.1,64.0,,12.87,,,,,,,,23352.0,7931.0,3859.0,,2193.6,,,
1998-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2208000.0,2213000.0,1.9
1998-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2237000.0,2215500.0,1.9
1998-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2227000.0,2220250.0,1.9
1998-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2215000.0,2221750.0,1.9
1998-04-01,1.1,2.0,4.6,5.2,2628.0,1918.0,594.0,5941.0,14.7,137150.0,67.0,64.1,,12.92,,,,,,,,23193.0,8018.0,3775.0,,2201.7,,,
1998-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2166000.0,2211250.0,1.8
1998-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2202000.0,2202500.0,1.9
1998-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2210000.0,2198250.0,1.9
1998-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2152000.0,2182500.0,1.8
1998-05-01,1.1,2.1,4.6,5.3,2641.0,1950.0,651.0,6047.0,14.7,137372.0,67.0,64.1,,12.96,,,,,,,,23311.0,7945.0,3727.0,,2221.0,,,
1998-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2135000.0,2174750.0,1.8
1998-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2140000.0,2159250.0,1.8
1998-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2118000.0,2136250.0,1.8
1998-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2134000.0,2131750.0,1.8
1998-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2146000.0,2134500.0,1.8
1998-06-01,1.2,2.0,4.7,5.4,2546.0,2079.0,824.0,6212.0,14.1,137455.0,67.0,64.0,,12.99,,,,,,,,23568.0,7824.0,3766.0,,2251.6,,,
1998-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2122000.0,2130000.0,1.8
1998-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2159000.0,2140250.0,1.8
1998-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2188000.0,2153750.0,1.8
1998-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2388000.0,2214250.0,2.0
1998-07-01,1.1,2.0,4.8,5.5,2593.0,2005.0,755.0,6259.0,14.1,137588.0,67.0,64.0,,13.0,,,,,,,,23197.0,7665.0,3796.0,,2245.5,,,
1998-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2290000.0,2256250.0,1.9
1998-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2323000.0,2297250.0,1.9
1998-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2339000.0,2335000.0,2.0
1998-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2383000.0,2333750.0,2.0
1998-08-01,1.2,2.0,4.7,5.4,2597.0,1963.0,808.0,6179.0,13.7,137570.0,67.0,63.9,,13.07,,,,,,,,22955.0,7856.0,3537.0,,2265.9,2336000.0,2345250.0,2.0
1998-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2258000.0,2329000.0,1.9
1998-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2210000.0,2296750.0,1.8
1998-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2202000.0,2251500.0,1.8
1998-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2182000.0,2213000.0,1.8
1998-09-01,1.2,2.1,4.8,5.5,2624.0,1985.0,772.0,6300.0,14.4,138286.0,67.2,64.2,,13.11,,,,,,,,23314.0,7993.0,3448.0,,2242.5,,,
1998-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2160000.0,2188500.0,1.8
1998-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2190000.0,2183500.0,1.8
1998-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2114000.0,2161500.0,1.8
1998-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2148000.0,2153000.0,1.8
1998-10-01,1.1,2.1,4.8,5.4,2823.0,1909.0,723.0,6280.0,14.1,138279.0,67.2,64.1,,13.14,,,,,,,,23296.0,8002.0,3433.0,,2284.9,,,
1998-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2156000.0,2152000.0,1.8
1998-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2167000.0,2146250.0,1.8
1998-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2168000.0,2159750.0,1.8
1998-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2169000.0,2165000.0,1.8
1998-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2162000.0,2166500.0,1.8
1998-11-01,1.1,2.0,4.6,5.3,2510.0,1998.0,715.0,6100.0,14.5,138381.0,67.1,64.2,,13.17,,,,,,,,23314.0,8117.0,3339.0,,2307.4,,,
1998-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2195000.0,2173500.0,1.8
1998-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2177000.0,2175750.0,1.8
1998-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2207000.0,2185250.0,1.8
1998-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2236000.0,2203750.0,1.9
1998-12-01,1.1,2.0,4.6,5.2,2587.0,1806.0,756.0,6032.0,14.0,138634.0,67.2,64.3,,13.21,,,,,,,,23181.0,7998.0,3420.0,,2332.8,,,
1998-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2239000.0,2214750.0,1.9
1998-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2205000.0,2221750.0,1.8
1998-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2171000.0,2212750.0,1.8
1998-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2266000.0,2220250.0,1.9
1999-01-01,1.1,2.0,4.5,5.2,2462.0,1993.0,775.0,5976.0,13.4,139003.0,67.2,64.4,,13.27,,,,,,,,23062.0,8113.0,3449.0,,2355.3,,,
1999-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2303000.0,2236250.0,1.9
1999-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2289000.0,2257250.0,1.9
1999-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2316000.0,2293500.0,1.9
1999-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2269000.0,2294250.0,1.9
1999-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2259000.0,2283250.0,1.9
1999-02-01,1.1,2.0,4.6,5.2,2566.0,1946.0,749.0,6111.0,13.8,138967.0,67.2,64.2,,13.3,,,,,,,,23101.0,7982.0,3425.0,,2387.4,,,
1999-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2253000.0,2274250.0,1.9
1999-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2253000.0,2258500.0,1.9
1999-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2237000.0,2250500.0,1.9
1999-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2219000.0,2240500.0,1.8
1999-03-01,1.1,1.9,4.4,5.0,2473.0,1905.0,758.0,5783.0,13.4,138730.0,67.0,64.2,,13.34,,,,,,,,23188.0,7940.0,3550.0,,2403.7,,,
1999-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2238000.0,2236750.0,1.9
1999-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2232000.0,2231500.0,1.8
1999-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2247000.0,2234000.0,1.9
1999-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2191000.0,2227000.0,1.8
1999-04-01,1.1,1.9,4.5,5.2,2781.0,1848.0,782.0,6004.0,13.3,138959.0,67.1,64.2,,13.38,,,,,,,,23360.0,7735.0,3443.0,,2416.6,,,
1999-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2280000.0,2237500.0,1.9
1999-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2247000.0,2241250.0,1.8
1999-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2230000.0,2237000.0,1.8
1999-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2193000.0,2237500.0,1.8
1999-05-01,1.1,1.9,4.4,5.0,2511.0,1789.0,787.0,5796.0,13.4,139107.0,67.1,64.3,,13.42,,,,,,,,23377.0,7751.0,3393.0,,2434.9,2226000.0,2224000.0,1.8
1999-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,2212250.0,1.8
1999-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2232000.0,2212750.0,1.8
1999-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2223000.0,2220250.0,1.8
1999-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2191000.0,2211500.0,1.8
1999-06-01,1.2,1.9,4.4,5.1,2521.0,1773.0,812.0,5951.0,14.3,139329.0,67.1,64.2,,13.47,,,,,,,,23065.0,7615.0,3411.0,,2454.2,,,
1999-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2194000.0,2210000.0,1.8
1999-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2215000.0,2205750.0,1.8
1999-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2183000.0,2195750.0,1.8
1999-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2177000.0,2192250.0,1.8
1999-07-01,1.1,1.9,4.5,5.1,2643.0,1783.0,781.0,6025.0,13.6,139439.0,67.1,64.2,,13.51,,,,,,,,23485.0,7645.0,3350.0,,2475.0,,,
1999-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2202000.0,2194250.0,1.8
1999-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2171000.0,2183250.0,1.8
1999-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2226000.0,2194000.0,1.8
1999-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2203000.0,2200500.0,1.8
1999-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2164000.0,2191000.0,1.8
1999-08-01,1.0,1.9,4.4,5.0,2546.0,1824.0,748.0,5838.0,13.1,139430.0,67.0,64.2,,13.53,,,,,,,,23354.0,7701.0,3286.0,,2482.6,,,
1999-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2192000.0,2196250.0,1.8
1999-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2176000.0,2183750.0,1.8
1999-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2185000.0,2179250.0,1.8
1999-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2168000.0,2180250.0,1.8
1999-09-01,1.0,1.8,4.4,5.0,2611.0,1835.0,739.0,5915.0,13.1,139622.0,67.0,64.2,,13.61,,,,,,,,23277.0,7641.0,3279.0,,2475.5,,,
1999-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2157000.0,2171500.0,1.8
1999-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2163000.0,2168250.0,1.8
1999-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2170000.0,2164500.0,1.8
1999-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2158000.0,2162000.0,1.8
1999-10-01,1.0,1.8,4.3,5.0,2536.0,1847.0,713.0,5778.0,13.3,139771.0,67.0,64.3,,13.64,,,,,,,,23101.0,7827.0,3153.0,,2550.5,,,
1999-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2139000.0,2157500.0,1.7
1999-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2105000.0,2143000.0,1.7
1999-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2102000.0,2126000.0,1.7
1999-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2086000.0,2108000.0,1.7
1999-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2082000.0,2093750.0,1.7
1999-11-01,1.0,1.8,4.3,4.9,2562.0,1775.0,697.0,5716.0,12.9,140025.0,67.1,64.4,,13.66,,,,,,,,22981.0,7908.0,3225.0,,2573.0,,,
1999-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2099000.0,2092250.0,1.7
1999-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2035000.0,2075500.0,1.7
1999-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2111000.0,2081750.0,1.7
1999-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2098000.0,2085750.0,1.7
1999-12-01,1.0,1.7,4.2,4.8,2642.0,1614.0,696.0,5653.0,12.9,140177.0,67.1,64.4,,13.7,,,,,,,,22949.0,7800.0,3283.0,,2603.5,,,
1999-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2094000.0,2084500.0,1.7
1999-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2070000.0,2093250.0,1.7
1999-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2123000.0,2096250.0,1.7
1999-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2102000.0,2097250.0,1.7
2000-01-01,1.0,1.8,4.2,4.8,2541.0,1749.0,659.0,5708.0,13.1,142267.0,67.3,64.6,,13.74,,,,,,,,23233.0,7895.0,3208.0,,2620.0,2102000.0,2099250.0,1.7
2000-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2107000.0,2108500.0,1.7
2000-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2115000.0,2106500.0,1.7
2000-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2061000.0,2096250.0,1.7
2000-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2164000.0,2111750.0,1.7
2000-02-01,0.9,1.9,4.3,4.9,2604.0,1912.0,671.0,5858.0,12.6,142456.0,67.3,64.6,,13.8,,,,,,,,23179.0,7687.0,3167.0,,2622.7,,,
2000-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2160000.0,2125000.0,1.7
