date,Payrolls - New York-Newark-Jersey City (000s),Payrolls - Los Angeles-Long Beach-Anaheim (000s),Payrolls - Chicago-Naperville-Elgin (000s),Payrolls - Dallas-Fort Worth-Arlington (000s),Payrolls - Houston-Pasadena-The Woodlands (000s),Payrolls - Washington-Arlington-Alexandria (000s),Payrolls - Philadelphia-Camden-Wilmington (000s),Payrolls - Atlanta-Sandy Springs-Roswell (000s),Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s),Payrolls - Boston-Cambridge-Newton (000s),Payrolls - Phoenix-Mesa-Chandler (000s),Payrolls - Seattle-Tacoma-Bellevue (000s),Payrolls - Detroit-Warren-Dearborn (000s),Payrolls - Minneapolis-St. Paul-Bloomington (000s),Payrolls - Riverside-San Bernardino-Ontario (000s),Payrolls - Denver-Aurora-Centennial (000s),Payrolls - San Diego-Chula Vista-Carlsbad (000s),Payrolls - Tampa-St. Petersburg-Clearwater (000s),Payrolls - Orlando-Kissimmee-Sanford (000s),Payrolls - Baltimore-Columbia-Towson (000s),Payrolls - Austin-Round Rock-San Marcos (000s),Payrolls - Charlotte-Concord-Gastonia (000s),Payrolls - Portland-Vancouver-Hillsboro (000s),Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s),Payrolls - Pittsburgh (000s),Payrolls - San Antonio-New Braunfels (000s),"Payrolls - Columbus, OH (000s)",Payrolls - Las Vegas-Henderson-North Las Vegas (000s),Payrolls - Cincinnati (000s),Payrolls - Indianapolis-Carmel-Greenwood (000s),Payrolls - Kansas City (000s),Payrolls - Sacramento-Roseville-Folsom (000s),Payrolls - Cleveland (000s),Payrolls - Salt Lake City-Murray (000s),Payrolls - Raleigh-Cary (000s),Payrolls - San Francisco-Oakland-Fremont (000s),Payrolls - San Jose-Sunnyvale-Santa Clara (000s),Payrolls - Santa Rosa-Petaluma (000s),Payrolls - Vallejo (000s),Payrolls - Napa (000s)
2016-09-01,9348.0,6007.2,4605.9,3514.4,2993.6,3204.9,2882.5,2699.6,2601.1,2667.7,1997.4,1964.0,1989.4,1921.2,1412.4,1442.3,1433.8,1304.3,1227.4,1398.2,1011.6,1171.5,1156.8,960.4,1190.8,1021.9,1069.6,959.1,1088.5,1041.3,1074.6,956.9,1081.6,704.2,599.6,2351.8,1088.9,202.7,135.0,70.8
2016-10-01,9338.5,6016.3,4607.8,3514.8,2992.3,3203.5,2880.6,2693.9,2598.7,2662.5,1995.2,1963.0,1988.3,1919.4,1416.5,1442.7,1433.9,1307.5,1225.9,1398.5,1013.4,1169.6,1159.7,961.6,1190.4,1023.7,1070.8,956.6,1089.2,1039.0,1075.7,956.6,1080.6,703.5,600.7,2355.9,1089.7,202.7,135.4,70.9
2016-11-01,9347.0,6021.1,4609.1,3525.2,2991.2,3212.3,2880.1,2701.4,2603.1,2667.5,1996.0,1969.2,1995.9,1922.0,1415.2,1445.0,1436.4,1308.4,1229.4,1400.6,1015.0,1172.9,1162.2,962.8,1192.5,1026.4,1073.7,959.4,1089.3,1039.3,1075.9,959.3,1082.3,703.3,602.1,2359.1,1091.8,202.8,135.7,71.2
2016-12-01,9369.6,6026.3,4611.3,3533.6,2995.7,3219.3,2885.1,2711.8,2608.5,2672.0,2000.5,1974.1,1993.4,1923.6,1421.2,1446.7,1438.2,1312.4,1233.5,1402.2,1018.3,1174.7,1161.3,966.5,1191.0,1030.7,1074.7,961.3,1089.7,1038.3,1075.1,961.0,1080.8,703.5,602.3,2360.5,1093.6,203.3,135.6,71.6
2017-01-01,9389.8,6019.3,4611.2,3543.9,3001.1,3220.2,2893.9,2709.2,2615.9,2680.6,2004.2,1974.3,2000.2,1932.0,1426.0,1446.9,1438.1,1314.6,1239.1,1401.1,1022.0,1177.4,1160.6,968.1,1193.5,1033.8,1077.4,966.3,1091.9,1041.3,1075.2,959.8,1080.2,707.8,602.4,2364.6,1094.9,204.1,135.1,71.9
2017-02-01,9409.6,6024.0,4618.3,3549.2,3002.4,3227.4,2894.6,2714.5,2619.1,2676.8,2009.4,1980.1,1998.5,1936.5,1430.0,1450.2,1440.4,1313.9,1241.3,1402.0,1024.1,1180.2,1170.6,972.8,1196.2,1033.4,1079.7,967.2,1094.7,1042.2,1078.7,961.8,1080.8,708.8,605.2,2369.5,1097.6,204.3,135.2,71.8
2017-03-01,9409.6,6031.7,4622.8,3557.2,3015.1,3232.6,2895.2,2721.1,2624.7,2681.1,2017.8,1986.8,2000.4,1943.1,1438.8,1456.7,1442.0,1315.4,1243.2,1402.8,1027.7,1183.6,1173.9,974.3,1195.8,1036.1,1082.0,973.7,1095.0,1044.3,1080.6,965.6,1081.3,710.6,606.8,2377.4,1101.4,205.8,136.1,72.3
2017-04-01,9404.1,6043.1,4617.3,3563.6,3019.1,3231.9,2897.1,2726.2,2625.2,2684.5,2028.0,1990.4,2005.3,1941.6,1437.7,1456.6,1446.7,1316.3,1246.0,1404.7,1030.6,1184.6,1176.5,977.0,1198.6,1034.5,1083.4,969.8,1095.9,1047.5,1080.9,968.7,1082.7,710.4,606.8,2376.4,1103.3,205.8,135.8,71.9
2017-05-01,9441.4,6056.6,4621.7,3567.6,3024.8,3235.0,2904.1,2729.3,2634.7,2685.0,2030.4,1994.9,2009.8,1934.9,1446.2,1460.4,1448.2,1317.9,1249.8,1405.8,1033.9,1188.3,1179.1,978.0,1199.6,1035.7,1084.4,973.5,1096.0,1047.6,1080.5,970.9,1083.3,712.0,609.0,2382.1,1105.2,205.7,137.0,72.1
2017-06-01,9464.8,6067.0,4625.5,3576.4,3031.7,3237.7,2904.2,2739.5,2638.1,2688.3,2042.5,2001.1,2014.0,1941.6,1450.7,1464.8,1452.5,1321.9,1253.9,1408.3,1036.6,1192.0,1182.4,982.4,1199.5,1038.5,1088.5,975.9,1099.4,1049.7,1080.5,976.0,1085.0,714.0,610.8,2387.3,1108.5,206.7,137.1,72.4
2017-07-01,9465.6,6076.6,4624.6,3576.6,3018.0,3233.0,2906.1,2740.7,2638.5,2692.4,2042.7,1999.0,2006.5,1942.7,1454.3,1465.5,1452.1,1323.3,1255.2,1410.9,1038.4,1192.7,1184.5,987.5,1200.0,1039.1,1084.9,978.4,1099.2,1048.9,1084.0,974.9,1083.4,713.2,614.6,2387.4,1110.4,206.3,136.9,72.8
2017-08-01,9473.7,6085.1,4630.4,3584.4,3022.3,3236.9,2910.3,2749.8,2639.4,2696.9,2047.0,1999.8,2012.7,1943.5,1460.9,1468.3,1453.4,1327.0,1257.0,1411.6,1040.2,1196.3,1185.3,987.6,1202.7,1040.9,1086.9,979.7,1100.4,1050.1,1085.2,975.2,1084.4,715.7,617.3,2388.6,1110.9,206.7,137.6,72.5
2017-09-01,9485.9,6100.2,4636.6,3594.8,3014.1,3240.0,2913.7,2755.3,2583.2,2699.6,2053.6,2003.4,2015.6,1949.3,1468.0,1472.1,1459.4,1308.8,1245.7,1413.1,1042.9,1199.0,1186.6,992.3,1204.9,1042.2,1087.6,982.4,1100.6,1052.3,1087.6,979.6,1086.9,717.7,617.3,2395.4,1112.3,207.1,138.3,72.9
2017-10-01,9496.9,6114.0,4637.0,3604.8,3031.7,3245.5,2916.7,2761.9,2638.0,2700.6,2057.5,2006.6,2014.5,1948.6,1471.3,1474.5,1462.5,1330.9,1268.9,1414.5,1047.0,1198.9,1188.1,993.0,1205.6,1043.8,1089.2,983.5,1100.9,1054.4,1084.9,981.2,1086.8,719.7,618.8,2398.9,1113.1,202.9,137.2,71.1
2017-11-01,9509.2,6113.4,4639.2,3614.2,3040.0,3249.1,2920.0,2766.4,2643.1,2705.7,2061.8,2012.2,2019.3,1949.3,1476.3,1479.3,1464.7,1334.7,1273.7,1415.3,1048.1,1199.5,1189.4,997.5,1205.7,1044.6,1090.9,984.9,1101.6,1055.3,1088.4,982.7,1085.6,722.1,620.4,2403.5,1115.2,205.5,137.4,72.1
2017-12-01,9534.3,6127.6,4644.2,3617.6,3046.2,3251.9,2923.6,2769.6,2651.2,2709.5,2066.6,2018.4,2017.8,1951.6,1479.1,1484.1,1467.5,1335.2,1279.7,1416.1,1052.8,1201.2,1192.7,996.9,1207.4,1046.2,1090.4,989.9,1104.8,1057.5,1088.5,987.7,1086.6,724.5,621.6,2409.5,1117.0,207.3,138.5,72.8
2018-01-01,9507.9,6148.7,4641.4,3621.7,3045.8,3260.6,2922.3,2769.7,2654.7,2710.6,2071.7,2026.2,2021.9,1964.9,1484.5,1485.9,1472.9,1337.6,1281.2,1418.5,1057.5,1204.9,1193.4,999.9,1208.8,1046.2,1092.5,990.8,1103.8,1058.2,1083.4,989.9,1087.8,722.1,623.9,2413.7,1114.6,207.9,138.7,73.6
2018-02-01,9550.7,6147.8,4650.0,3631.2,3057.9,3273.0,2930.4,2775.6,2661.8,2716.9,2081.3,2029.5,2025.5,1968.8,1492.1,1488.6,1476.8,1341.4,1284.5,1420.8,1061.5,1209.2,1195.3,1003.3,1211.4,1049.4,1095.3,995.4,1105.3,1058.1,1087.4,992.6,1089.6,725.5,625.2,2422.3,1119.4,208.8,139.3,74.0
2018-03-01,9554.8,6154.0,4661.5,3639.1,3070.2,3270.0,2927.5,2782.7,2666.4,2718.5,2091.3,2034.6,2033.0,1964.7,1495.1,1496.7,1478.7,1344.4,1289.5,1423.5,1065.2,1211.8,1197.0,1007.6,1211.3,1053.2,1095.9,999.2,1105.4,1060.7,1087.5,992.6,1090.9,726.9,626.8,2425.9,1119.9,207.9,139.2,73.9
2018-04-01,9556.1,6151.6,4642.8,3641.6,3071.5,3272.5,2930.7,2785.8,2666.4,2719.6,2090.3,2035.4,2029.1,1960.2,1497.9,1498.0,1478.2,1345.1,1290.0,1423.8,1067.1,1214.4,1198.9,1007.1,1210.6,1056.5,1094.8,999.7,1106.0,1059.2,1086.6,996.3,1091.4,727.6,629.1,2429.6,1122.2,208.8,139.9,74.2
2018-05-01,9578.7,6145.9,4652.2,3653.8,3080.0,3276.8,2933.7,2791.6,2669.8,2725.7,2096.9,2040.0,2032.6,1963.9,1501.8,1501.1,1478.6,1347.0,1292.8,1425.2,1072.1,1216.8,1201.6,1010.4,1210.7,1058.0,1099.4,1002.7,1106.8,1061.7,1086.0,997.9,1093.3,729.1,630.3,2433.4,1124.6,208.6,139.9,74.2
2018-06-01,9599.9,6163.2,4657.6,3665.0,3091.4,3277.5,2941.8,2797.6,2671.4,2727.9,2101.9,2042.2,2036.8,1967.1,1507.3,1505.5,1482.5,1349.7,1296.1,1426.4,1075.9,1219.4,1206.1,1013.9,1210.3,1060.0,1101.4,1004.2,1111.0,1064.2,1089.3,1002.3,1095.2,732.8,631.3,2440.5,1128.3,208.8,140.5,74.5
2018-07-01,9583.3,6167.4,4669.8,3671.5,3091.0,3280.8,2940.2,2806.4,2680.1,2725.6,2108.8,2042.4,2033.8,1970.4,1509.0,1506.4,1482.6,1351.6,1298.8,1425.4,1079.1,1223.2,1204.3,1015.7,1212.5,1060.6,1102.1,1008.1,1113.9,1064.8,1089.6,1002.8,1096.9,733.6,628.5,2440.0,1127.9,208.7,140.1,74.3
2018-08-01,9587.5,6181.3,4669.5,3680.0,3102.1,3285.8,2943.3,2812.3,2691.3,2725.4,2114.4,2047.2,2037.6,1971.2,1511.5,1509.9,1485.3,1357.6,1303.5,1427.6,1084.5,1226.2,1204.8,1019.8,1211.3,1064.9,1104.7,1011.6,1113.8,1067.3,1090.0,1003.3,1098.7,735.4,631.9,2449.6,1129.6,209.2,140.5,74.1
2018-09-01,9591.8,6184.3,4669.6,3686.2,3104.7,3284.7,2947.2,2818.2,2695.8,2733.7,2122.5,2048.0,2033.5,1974.0,1518.7,1508.3,1485.6,1360.6,1307.8,1429.0,1087.9,1228.0,1209.4,1024.0,1213.6,1063.2,1106.0,1013.2,1115.7,1070.6,1091.6,1006.4,1098.0,737.6,627.9,2449.8,1131.1,209.3,140.7,74.4
2018-10-01,9637.0,6198.9,4670.1,3693.1,3115.0,3286.7,2955.6,2821.1,2701.7,2739.7,2126.7,2056.1,2045.7,1974.2,1517.2,1509.8,1485.5,1361.4,1313.3,1426.8,1091.6,1233.5,1211.8,1025.4,1215.7,1064.1,1105.8,1016.8,1115.0,1070.5,1091.8,1007.7,1099.6,738.4,634.5,2454.8,1133.9,208.9,141.2,74.2
2018-11-01,9653.5,6200.2,4678.3,3700.4,3120.7,3290.1,2956.9,2825.7,2702.6,2741.6,2133.3,2060.9,2045.1,1977.3,1520.0,1512.5,1487.2,1364.0,1316.7,1427.3,1095.0,1233.4,1215.6,1028.3,1216.1,1065.4,1104.5,1018.8,1117.4,1070.8,1091.8,1010.4,1100.8,741.0,635.0,2459.4,1135.6,209.1,141.9,74.4
2018-12-01,9666.4,6214.6,4675.7,3709.5,3129.2,3294.9,2956.0,2825.4,2702.6,2748.0,2135.8,2061.1,2043.7,1978.6,1523.6,1514.1,1492.3,1365.7,1316.1,1427.1,1097.9,1232.5,1217.2,1031.2,1216.5,1066.9,1104.8,1020.4,1116.4,1069.8,1092.0,1014.0,1101.3,742.3,634.4,2465.6,1137.7,209.4,141.7,74.6
2019-01-01,9671.4,6216.4,4678.7,3715.1,3133.4,3300.7,2963.9,2852.1,2707.4,2750.1,2144.9,2071.0,2042.4,1978.8,1529.8,1519.5,1496.1,1372.6,1319.1,1432.4,1100.8,1241.4,1223.4,1034.5,1220.1,1067.7,1108.1,1024.6,1115.4,1079.9,1093.2,1014.7,1104.2,742.1,642.1,2465.8,1139.5,208.2,141.9,74.4
2019-02-01,9689.2,6222.6,4673.9,3723.9,3142.2,3307.5,2964.1,2855.2,2712.1,2753.7,2148.2,2058.4,2043.3,1979.2,1530.2,1524.0,1495.6,1376.3,1327.0,1433.9,1105.9,1243.7,1218.8,1037.2,1218.5,1068.8,1105.2,1028.1,1115.1,1080.5,1090.3,1015.7,1104.5,743.1,641.1,2470.9,1141.0,207.4,141.8,74.2
2019-03-01,9702.6,6229.1,4675.0,3730.2,3140.2,3312.5,2968.2,2855.4,2713.3,2756.3,2156.5,2076.0,2044.5,1977.0,1535.8,1521.4,1496.6,1377.2,1329.7,1435.1,1107.6,1245.6,1220.1,1040.0,1218.2,1071.5,1107.5,1030.0,1117.2,1077.6,1091.5,1017.8,1104.0,746.0,642.3,2475.8,1143.0,208.1,141.7,74.6
2019-04-01,9712.7,6220.6,4680.8,3737.8,3145.0,3313.7,2974.7,2854.8,2716.0,2758.1,2161.7,2079.8,2039.7,1981.8,1541.8,1529.2,1497.5,1378.2,1331.4,1432.7,1110.9,1246.7,1222.8,1043.3,1219.9,1073.5,1109.5,1032.4,1118.6,1081.5,1097.7,1018.1,1104.3,751.3,642.5,2479.7,1140.9,207.5,142.2,74.6
2019-05-01,9707.7,6221.4,4691.0,3749.2,3152.4,3316.4,2975.2,2858.3,2714.6,2763.9,2169.7,2085.7,2042.9,1983.1,1543.0,1532.2,1498.4,1381.0,1333.1,1433.1,1113.3,1247.6,1224.7,1045.2,1218.9,1075.0,1110.2,1033.7,1120.0,1081.9,1098.6,1020.3,1105.4,753.6,642.7,2484.2,1142.6,207.8,142.1,74.9
2019-06-01,9717.2,6233.1,4695.6,3755.6,3155.3,3319.4,2978.0,2862.3,2715.4,2768.6,2170.5,2091.9,2045.1,1986.6,1548.5,1537.3,1501.0,1381.8,1334.2,1434.0,1114.7,1250.9,1226.7,1045.6,1220.2,1076.8,1112.2,1032.8,1121.1,1082.3,1098.7,1020.9,1105.0,752.7,642.6,2488.2,1143.5,207.9,141.9,74.6
2019-07-01,9713.4,6238.1,4698.5,3774.5,3167.9,3319.0,2981.9,2866.2,2727.1,2768.5,2175.4,2094.6,2042.7,1986.3,1551.5,1544.2,1503.6,1385.6,1337.4,1431.0,1122.4,1253.2,1229.7,1047.1,1219.3,1077.5,1114.6,1037.3,1121.6,1084.7,1096.5,1023.6,1107.6,751.3,643.6,2494.1,1146.7,209.0,141.8,74.8
2019-08-01,9721.0,6239.9,4696.7,3784.3,3175.5,3314.6,2987.4,2873.4,2738.2,2771.0,2190.2,2099.1,2049.1,1989.7,1559.5,1546.2,1505.9,1388.7,1342.2,1432.3,1127.5,1258.3,1232.2,1049.7,1221.5,1081.6,1116.0,1039.1,1122.2,1085.1,1099.4,1025.9,1107.2,755.2,645.4,2504.4,1150.7,210.2,142.2,75.2
2019-09-01,9726.2,6250.9,4690.0,3790.0,3180.6,3320.1,2989.0,2881.2,2731.3,2774.7,2193.5,2096.9,2046.6,1986.8,1557.6,1548.5,1503.6,1392.7,1340.6,1432.1,1129.6,1260.0,1232.3,1051.1,1221.9,1082.3,1117.5,1038.8,1124.8,1085.0,1100.9,1026.3,1107.3,757.2,647.5,2500.3,1150.0,210.5,142.9,75.0
2019-10-01,9731.4,6250.3,4697.8,3802.2,3179.2,3330.9,2990.7,2882.0,2743.6,2779.2,2197.5,2101.1,2043.0,1989.8,1569.0,1549.5,1510.4,1394.1,1344.2,1435.3,1132.2,1262.5,1233.2,1045.3,1221.4,1082.7,1119.3,1039.8,1126.7,1087.7,1102.4,1029.5,1106.2,759.1,650.1,2501.0,1152.4,210.4,141.5,75.0
2019-11-01,9763.2,6270.9,4698.2,3822.1,3185.7,3338.0,2998.4,2888.0,2751.4,2784.7,2205.9,2106.1,2050.2,1988.2,1582.2,1552.5,1515.5,1398.7,1346.8,1438.6,1138.2,1266.2,1236.4,1054.5,1221.8,1085.5,1121.9,1048.6,1129.4,1091.3,1103.9,1032.4,1107.2,760.4,651.6,2509.7,1156.7,210.3,141.7,74.9
2019-12-01,9767.5,6269.5,4703.5,3824.1,3186.3,3342.7,2998.2,2894.8,2755.6,2788.1,2214.6,2116.1,2056.0,1992.4,1583.5,1554.6,1512.7,1401.6,1350.6,1442.6,1141.7,1265.4,1238.5,1057.7,1221.0,1087.2,1123.7,1053.8,1130.5,1091.6,1106.6,1031.2,1107.9,760.8,653.0,2512.6,1159.8,210.5,141.6,74.8
2020-01-01,9800.3,6310.2,4712.5,3830.0,3195.4,3349.8,3002.4,2900.8,2755.3,2795.4,2217.8,2118.0,2049.4,2000.4,1588.1,1556.5,1519.0,1405.2,1352.4,1437.4,1147.7,1273.5,1240.7,1061.2,1218.2,1088.1,1123.5,1053.2,1129.3,1090.8,1105.6,1036.8,1106.8,759.6,656.6,2522.9,1164.5,211.4,142.7,75.1
2020-02-01,9805.7,6317.4,4707.5,3835.5,3199.7,3354.4,3006.5,2901.2,2757.3,2796.5,2218.2,2124.0,2052.2,1999.0,1588.6,1555.7,1523.0,1409.6,1354.5,1436.4,1148.5,1275.5,1240.6,1060.3,1220.3,1086.8,1123.0,1053.1,1127.5,1092.3,1109.3,1037.5,1107.5,762.6,658.1,2524.2,1165.5,211.9,143.5,75.2
2020-03-01,9683.7,6236.0,4658.8,3814.1,3177.5,3329.6,2980.6,2881.2,2724.9,2767.7,2208.4,2106.9,2031.5,1982.7,1578.8,1551.3,1505.2,1398.7,1343.9,1426.8,1141.8,1267.4,1226.9,1055.8,1207.9,1081.7,1111.8,1047.5,1118.7,1079.5,1104.0,1030.8,1095.0,761.2,656.4,2495.2,1152.0,209.5,142.3,73.9
2020-04-01,7859.0,5257.8,4044.3,3397.7,2832.2,2939.8,2489.7,2503.6,2306.1,2297.3,1967.7,1871.0,1516.1,1699.4,1367.8,1354.7,1264.8,1232.7,1144.2,1243.5,1005.0,1117.8,1063.6,918.0,988.3,952.4,966.3,777.8,957.8,946.6,968.9,897.2,937.2,694.9,576.9,2117.2,1008.4,171.8,122.0,57.0
2020-05-01,7979.5,5294.5,4056.2,3471.3,2886.3,2946.0,2544.8,2567.4,2387.7,2327.3,2035.7,1860.0,1577.6,1714.7,1389.1,1384.8,1274.2,1283.3,1097.8,1256.2,1028.3,1140.0,1070.1,933.5,1030.7,977.1,1002.1,775.2,984.9,973.7,995.5,910.1,966.0,711.5,587.3,2152.4,1025.7,175.1,123.3,59.2
2020-06-01,8139.7,5468.7,4144.9,3543.4,2929.4,2979.1,2625.1,2631.2,2496.4,2384.9,2086.9,1904.0,1758.0,1769.3,1461.4,1413.2,1331.9,1321.7,1137.6,1287.0,1053.8,1177.2,1100.9,966.6,1087.1,1003.5,1036.9,851.3,1028.3,1004.6,1027.2,942.1,1001.1,718.2,606.1,2190.3,1042.3,182.9,127.7,63.0
2020-07-01,8354.8,5492.3,4234.6,3576.7,2929.2,3035.1,2705.5,2657.3,2500.8,2448.2,2069.3,1924.4,1817.4,1794.1,1456.0,1426.8,1343.0,1324.0,1172.6,1307.0,1069.6,1195.0,1117.3,977.7,1096.4,1000.6,1050.6,883.1,1044.1,1025.0,1039.9,950.4,1009.5,725.8,614.4,2201.0,1047.2,184.8,128.5,63.9
2020-08-01,8536.6,5504.5,4292.4,3606.2,2943.2,3078.8,2733.9,2688.6,2496.0,2498.1,2095.0,1938.7,1846.8,1817.7,1473.8,1441.8,1348.8,1337.2,1181.4,1310.7,1081.5,1204.1,1130.5,991.0,1109.9,1012.0,1059.7,890.1,1052.3,1037.4,1050.4,952.8,1015.5,732.5,623.5,2213.2,1051.6,185.0,128.3,64.1
2020-09-01,8692.2,5552.0,4308.2,3629.8,2959.0,3106.8,2761.5,2703.6,2525.5,2527.4,2109.0,1953.5,1868.4,1829.8,1493.0,1455.4,1365.4,1338.2,1189.6,1328.9,1091.0,1214.7,1134.8,996.3,1116.0,1020.6,1066.0,897.5,1062.6,1042.5,1048.8,964.3,1026.4,736.9,630.8,2225.4,1060.1,186.1,128.4,64.3
2020-10-01,8800.3,5654.6,4347.3,3673.3,2981.9,3111.7,2788.4,2737.0,2545.7,2553.8,2129.9,1959.0,1897.6,1851.2,1514.0,1468.2,1387.9,1351.7,1208.8,1333.1,1102.9,1235.0,1138.8,1011.9,1120.4,1029.1,1072.5,908.9,1069.0,1051.6,1055.8,978.0,1032.5,743.2,637.0,2251.0,1063.9,187.1,129.4,64.6
2020-11-01,8793.7,5684.5,4319.2,3687.5,2994.2,3114.4,2790.7,2746.5,2556.4,2561.3,2142.8,1964.7,1895.9,1853.6,1521.8,1471.3,1390.8,1358.7,1225.8,1334.5,1108.9,1239.3,1142.4,1024.8,1122.8,1032.8,1075.1,915.4,1070.5,1053.2,1058.2,980.9,1034.4,747.1,640.8,2254.0,1067.0,187.7,129.3,65.1
2020-12-01,8806.0,5635.9,4320.2,3707.2,3001.5,3122.3,2781.3,2764.8,2569.4,2553.9,2151.9,1956.5,1868.8,1823.3,1517.1,1461.3,1375.7,1367.5,1234.2,1339.4,1118.0,1243.7,1130.0,1030.2,1113.7,1038.2,1078.8,915.5,1073.3,1053.4,1061.5,975.7,1035.3,749.7,645.2,2246.1,1065.2,187.6,129.7,65.0
2021-01-01,8831.8,5603.6,4349.9,3720.5,3005.1,3127.1,2802.0,2776.7,2584.1,2561.3,2160.2,1951.2,1886.9,1854.9,1507.5,1475.4,1368.8,1371.1,1229.1,1345.1,1122.3,1242.7,1137.5,1028.4,1120.2,1037.3,1086.8,918.1,1082.5,1059.9,1064.4,978.3,1040.3,756.4,646.7,2240.7,1064.0,186.1,129.2,63.3
2021-02-01,8845.9,5687.7,4379.9,3707.7,2991.1,3128.2,2806.7,2785.4,2595.8,2572.6,2168.3,1962.6,1911.5,1861.4,1534.7,1485.9,1395.8,1375.2,1234.8,1345.6,1118.6,1245.3,1143.2,1025.9,1123.0,1030.6,1086.6,927.8,1079.2,1059.3,1059.9,988.5,1040.6,757.2,648.7,2262.4,1074.2,189.2,130.1,65.4
2021-03-01,8892.7,5737.9,4392.9,3747.0,3018.1,3138.9,2823.8,2793.1,2607.2,2582.5,2180.2,1975.1,1915.4,1873.1,1541.0,1494.6,1404.9,1382.2,1243.9,1354.1,1131.7,1248.0,1153.8,1033.6,1129.0,1043.3,1088.0,939.3,1083.9,1065.0,1069.7,994.9,1042.1,760.1,653.5,2277.2,1078.8,190.5,131.1,66.4
2021-04-01,8944.5,5811.3,4412.4,3760.2,3028.0,3153.7,2832.6,2795.8,2615.0,2599.7,2182.2,1987.6,1899.3,1878.2,1553.3,1499.3,1418.0,1377.6,1250.9,1359.3,1143.5,1251.2,1159.2,1036.4,1131.1,1048.9,1088.3,955.7,1085.6,1065.8,1067.0,1002.6,1042.6,762.2,658.5,2300.3,1086.5,192.5,132.5,67.4
2021-05-01,8969.8,5851.6,4409.3,3770.2,3034.6,3162.3,2839.2,2810.2,2631.3,2603.4,2198.5,1992.1,1900.5,1879.7,1564.2,1506.3,1427.5,1389.7,1260.6,1362.9,1153.0,1253.8,1163.6,1043.0,1133.6,1055.2,1088.7,969.8,1089.4,1067.2,1070.2,1004.5,1042.5,762.5,662.9,2312.0,1089.3,192.8,132.5,67.3
2021-06-01,8995.3,5871.0,4423.9,3788.4,3046.4,3165.3,2848.4,2823.4,2650.0,2607.7,2214.9,1999.4,1911.6,1883.6,1571.0,1512.0,1433.5,1398.7,1276.6,1361.9,1162.0,1251.5,1169.2,1050.8,1136.9,1060.8,1093.0,989.2,1088.7,1068.4,1071.0,1008.4,1043.0,767.5,667.7,2321.2,1091.2,193.3,133.3,67.4
2021-07-01,9083.6,5948.9,4443.5,3838.4,3091.2,3194.1,2879.8,2868.3,2685.4,2637.3,2224.6,2011.8,1923.4,1897.3,1585.8,1526.0,1454.8,1407.8,1304.5,1374.0,1184.5,1262.9,1180.0,1061.7,1144.3,1068.1,1108.6,1009.4,1099.3,1081.9,1086.5,1022.7,1056.5,771.6,672.6,2351.6,1101.0,196.9,133.9,68.0
2021-08-01,9116.6,5989.7,4453.7,3846.3,3096.1,3208.2,2884.8,2873.0,2685.6,2647.4,2235.4,2021.9,1937.6,1899.0,1591.7,1525.9,1459.5,1413.8,1312.2,1378.9,1189.2,1260.0,1180.9,1067.7,1144.0,1067.5,1109.6,1014.8,1103.2,1086.1,1086.6,1023.9,1056.2,773.5,671.8,2362.9,1105.4,197.0,135.1,68.6
2021-09-01,9154.8,5961.9,4464.2,3862.3,3107.9,3212.8,2886.1,2877.4,2691.9,2645.4,2243.7,2034.1,1941.3,1885.6,1593.6,1533.2,1467.6,1422.1,1320.6,1377.7,1196.1,1262.9,1184.6,1067.2,1145.4,1075.2,1103.5,1014.7,1100.8,1079.7,1074.4,1023.5,1052.2,771.2,671.3,2365.0,1109.9,197.9,134.9,68.9
2021-10-01,9305.7,6060.9,4518.6,3912.5,3143.8,3236.1,2914.4,2917.5,2720.3,2672.4,2256.0,2053.3,1978.2,1912.1,1614.0,1549.0,1485.0,1435.5,1342.6,1384.3,1215.3,1282.1,1194.9,1078.3,1155.4,1087.6,1117.2,1030.6,1111.8,1096.9,1090.9,1033.8,1060.3,777.6,678.1,2402.1,1118.5,198.8,137.4,69.6
2021-11-01,9344.5,6083.9,4529.7,3933.8,3157.2,3244.5,2929.7,2927.1,2735.3,2679.8,2260.8,2062.4,1982.5,1916.2,1616.1,1557.5,1491.1,1443.2,1351.0,1388.1,1222.5,1286.3,1200.2,1082.6,1159.1,1090.7,1121.3,1038.6,1116.3,1099.8,1093.8,1035.7,1064.0,779.9,680.5,2409.8,1124.0,199.8,137.6,70.1
2021-12-01,9402.3,6105.5,4564.6,3956.7,3173.5,3259.8,2946.9,2934.6,2740.0,2682.1,2273.7,2068.0,1983.2,1923.7,1627.9,1563.5,1498.4,1450.7,1358.6,1399.9,1231.5,1291.6,1202.0,1091.5,1160.5,1095.4,1127.2,1045.6,1118.3,1104.5,1097.1,1038.6,1063.0,783.5,684.1,2422.2,1130.2,200.6,137.6,70.7
2022-01-01,9403.1,6098.3,4570.0,3956.7,3164.6,3236.3,2952.3,2933.6,2744.4,2684.3,2276.6,2060.4,1988.7,1921.0,1631.2,1568.2,1505.4,1451.6,1360.0,1393.3,1231.9,1290.3,1209.6,1097.3,1162.4,1100.7,1130.6,1046.1,1121.5,1107.5,1100.1,1039.4,1061.1,785.9,682.8,2428.1,1132.1,201.0,138.1,71.1
