date,Payrolls - New York-Newark-Jersey City (000s),Payrolls - Los Angeles-Long Beach-Anaheim (000s),Payrolls - Chicago-Naperville-Elgin (000s),Payrolls - Dallas-Fort Worth-Arlington (000s),Payrolls - Houston-Pasadena-The Woodlands (000s),Payrolls - Washington-Arlington-Alexandria (000s),Payrolls - Philadelphia-Camden-Wilmington (000s),Payrolls - Atlanta-Sandy Springs-Roswell (000s),Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s),Payrolls - Boston-Cambridge-Newton (000s),Payrolls - Phoenix-Mesa-Chandler (000s),Payrolls - Seattle-Tacoma-Bellevue (000s),Payrolls - Detroit-Warren-Dearborn (000s),Payrolls - Minneapolis-St. Paul-Bloomington (000s),Payrolls - Riverside-San Bernardino-Ontario (000s),Payrolls - Denver-Aurora-Centennial (000s),Payrolls - San Diego-Chula Vista-Carlsbad (000s),Payrolls - Tampa-St. Petersburg-Clearwater (000s),Payrolls - Orlando-Kissimmee-Sanford (000s),Payrolls - Baltimore-Columbia-Towson (000s),Payrolls - Austin-Round Rock-San Marcos (000s),Payrolls - Charlotte-Concord-Gastonia (000s),Payrolls - Portland-Vancouver-Hillsboro (000s),Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s),Payrolls - Pittsburgh (000s),Payrolls - San Antonio-New Braunfels (000s),"Payrolls - Columbus, OH (000s)",Payrolls - Las Vegas-Henderson-North Las Vegas (000s),Payrolls - Cincinnati (000s),Payrolls - Indianapolis-Carmel-Greenwood (000s),Payrolls - Kansas City (000s),Payrolls - Sacramento-Roseville-Folsom (000s),Payrolls - Cleveland (000s),Payrolls - Salt Lake City-Murray (000s),Payrolls - Raleigh-Cary (000s),Payrolls - San Francisco-Oakland-Fremont (000s),Payrolls - San Jose-Sunnyvale-Santa Clara (000s),Payrolls - Santa Rosa-Petaluma (000s),Payrolls - Vallejo (000s),Payrolls - Napa (000s)
2011-02-01,8422.9,5331.0,4215.5,2951.7,2598.7,2984.9,2706.9,2303.7,2215.6,2390.5,1704.4,1681.7,1766.7,1736.8,1152.7,1204.3,1249.7,1114.4,998.6,1293.1,801.8,978.4,994.6,774.2,1169.4,863.2,930.5,803.8,989.5,911.7,969.6,829.0,1022.8,592.3,503.8,1943.0,889.5,169.7,118.2,60.5
2011-03-01,8433.6,5330.2,4223.9,2964.9,2611.9,2989.2,2710.4,2313.3,2215.3,2394.1,1706.7,1683.2,1772.4,1739.4,1152.8,1204.7,1248.4,1115.9,999.7,1296.1,804.4,979.5,996.0,777.5,1171.1,866.5,933.1,805.8,991.7,913.9,973.1,828.0,1023.4,593.6,505.1,1943.3,890.8,173.4,117.4,60.5
2011-04-01,8466.4,5320.4,4232.6,2976.0,2625.7,3002.5,2713.8,2314.6,2231.7,2397.9,1712.8,1691.6,1787.2,1746.8,1152.6,1211.6,1249.2,1118.1,1004.9,1303.9,809.9,981.8,1000.6,780.7,1171.5,869.2,939.4,805.1,994.1,916.5,972.5,827.6,1027.4,595.4,504.8,1950.2,891.5,172.3,117.5,60.8
2011-05-01,8451.4,5321.8,4232.0,2978.7,2626.4,2987.8,2706.7,2315.9,2227.9,2398.7,1715.6,1688.5,1780.0,1747.5,1152.2,1211.6,1247.1,1117.5,1003.5,1299.8,809.1,981.1,998.2,783.3,1172.9,869.4,938.7,805.7,992.1,917.6,974.4,826.2,1024.1,594.9,504.5,1951.0,892.4,171.8,117.1,61.6
2011-06-01,8461.7,5325.6,4228.5,2985.3,2634.6,2995.6,2704.4,2315.3,2228.9,2389.2,1709.9,1691.3,1778.2,1745.7,1149.7,1212.6,1245.6,1117.8,1004.5,1300.7,810.7,984.7,998.8,783.5,1176.2,868.5,938.5,805.6,990.7,914.4,972.0,824.7,1022.1,596.4,504.8,1950.8,893.9,170.0,117.6,61.4
2011-07-01,8481.8,5341.9,4245.6,2999.5,2643.2,3007.1,2706.9,2320.7,2236.0,2411.1,1717.7,1697.5,1791.0,1740.1,1153.5,1214.3,1249.3,1124.4,1008.3,1305.4,813.5,987.3,1001.8,790.7,1174.9,873.1,943.5,810.3,998.1,925.0,976.8,827.4,1030.1,599.6,506.2,1961.9,894.6,171.7,117.4,60.7
2011-08-01,8489.8,5339.2,4254.3,3000.6,2648.0,3003.2,2701.3,2321.9,2240.1,2410.3,1724.3,1695.9,1793.5,1755.5,1155.9,1218.1,1249.5,1126.7,1009.0,1306.6,816.4,990.1,1002.4,791.4,1175.6,874.7,944.7,809.8,1000.0,923.5,974.4,830.4,1033.1,601.5,506.6,1964.7,897.1,170.2,117.9,61.6
2011-09-01,8511.6,5350.4,4265.2,3007.9,2657.5,3014.9,2705.6,2326.6,2248.6,2415.8,1726.7,1700.2,1802.2,1762.6,1159.4,1222.3,1252.4,1133.5,1015.7,1307.8,818.5,991.3,1003.9,794.1,1179.0,876.5,949.3,809.2,1000.4,925.1,978.3,832.8,1030.6,601.8,508.0,1974.2,902.0,170.6,118.2,62.0
2011-10-01,8500.4,5348.5,4263.9,3008.0,2657.1,3006.8,2702.3,2324.6,2247.2,2415.7,1729.3,1701.8,1806.5,1761.8,1158.0,1218.3,1252.3,1132.2,1012.5,1309.6,820.1,989.8,1005.2,796.2,1180.6,875.9,948.3,811.5,998.9,929.1,979.6,834.4,1027.3,601.7,508.6,1974.6,904.0,169.8,118.7,62.0
2011-11-01,8514.2,5354.8,4267.1,3010.9,2664.9,3007.3,2703.6,2325.7,2246.6,2417.5,1730.3,1706.1,1809.4,1763.6,1160.1,1223.6,1254.7,1131.8,1015.1,1312.2,822.4,995.5,1007.8,798.4,1182.0,876.2,950.5,811.6,1000.5,929.0,983.9,835.0,1032.2,603.0,508.9,1977.6,905.3,170.3,119.4,62.3
2011-12-01,8523.9,5365.0,4270.9,3015.8,2676.7,3012.7,2706.0,2328.8,2256.9,2423.4,1731.0,1708.5,1809.1,1767.2,1160.7,1227.9,1255.7,1134.8,1017.3,1314.9,825.5,997.1,1010.7,801.4,1183.1,878.6,953.0,813.3,1002.3,934.3,984.7,834.5,1034.2,604.3,510.1,1981.7,908.5,170.2,118.2,62.4
2012-01-01,8556.3,5390.1,4286.8,3027.4,2685.7,3013.9,2711.8,2336.9,2262.8,2428.3,1739.7,1710.7,1823.2,1766.7,1166.7,1230.9,1258.5,1139.8,1020.9,1318.5,831.0,1002.2,1013.4,806.0,1184.6,880.6,956.3,815.1,1005.0,937.5,988.5,836.4,1036.5,607.0,516.1,1989.7,912.0,170.5,118.9,62.5
2012-02-01,8584.6,5403.1,4293.6,3036.3,2690.8,3019.0,2716.6,2340.1,2265.6,2432.7,1742.0,1714.7,1825.2,1770.3,1170.3,1233.8,1261.7,1140.8,1024.4,1319.1,831.0,1004.1,1015.4,808.2,1188.0,882.6,960.7,816.6,1008.3,944.8,990.6,839.1,1040.3,608.5,515.8,1997.0,914.6,170.7,118.6,62.4
2012-03-01,8607.1,5416.6,4299.7,3045.8,2707.2,3029.8,2725.3,2346.2,2271.9,2441.4,1747.2,1721.7,1834.0,1776.3,1173.8,1237.9,1264.6,1142.4,1028.9,1321.1,833.0,1007.3,1017.7,814.0,1194.1,885.1,964.6,817.8,1009.9,943.0,991.6,839.3,1044.1,609.9,518.1,2004.3,919.3,170.3,119.2,63.3
2012-04-01,8576.4,5445.7,4307.1,3053.4,2715.9,3029.5,2715.4,2352.4,2276.0,2435.7,1748.9,1725.3,1830.2,1779.9,1181.0,1241.5,1281.0,1144.5,1028.0,1320.3,835.7,1008.6,1018.5,811.6,1190.8,886.7,962.0,821.0,1008.9,942.2,990.2,846.9,1045.2,617.5,520.3,2017.0,925.8,172.2,119.1,62.7
2012-05-01,8601.6,5459.6,4304.2,3057.4,2727.6,3027.9,2716.0,2356.6,2279.4,2437.7,1751.2,1729.9,1828.1,1772.3,1185.5,1243.5,1284.7,1146.1,1027.8,1319.7,838.2,1012.5,1020.8,812.9,1188.7,889.3,964.4,822.2,1010.8,944.1,991.0,847.8,1044.9,621.4,520.7,2025.0,928.0,173.3,119.7,63.5
2012-06-01,8616.6,5475.4,4307.6,3063.4,2738.5,3033.7,2716.8,2363.8,2284.2,2443.6,1759.5,1734.2,1828.4,1775.1,1189.3,1248.8,1287.5,1146.8,1030.1,1320.9,842.4,1011.4,1022.6,815.3,1188.5,891.8,968.1,825.4,1012.6,946.2,990.3,852.7,1046.3,623.1,521.5,2035.0,931.9,173.6,119.5,63.8
2012-07-01,8584.4,5478.8,4313.5,3065.2,2745.0,3028.4,2720.0,2358.0,2285.2,2445.7,1761.1,1733.8,1839.8,1772.3,1188.6,1251.3,1286.6,1148.0,1032.4,1321.8,844.5,1014.4,1023.0,817.4,1186.4,893.0,965.4,825.1,1011.9,948.3,990.0,850.2,1046.7,620.6,523.5,2039.7,932.2,175.2,120.2,63.6
2012-08-01,8617.9,5482.8,4320.5,3074.6,2758.6,3037.7,2723.3,2360.3,2288.3,2452.0,1765.6,1736.4,1842.6,1778.0,1190.4,1250.7,1288.8,1148.7,1033.4,1324.0,849.0,1016.5,1024.7,819.5,1184.9,899.8,966.1,826.5,1012.6,948.7,993.8,850.6,1045.0,623.9,524.3,2045.1,934.7,175.5,120.6,64.0
2012-09-01,8644.5,5494.8,4332.0,3081.8,2768.6,3043.6,2724.8,2361.2,2295.6,2457.2,1772.3,1740.4,1840.4,1786.1,1191.4,1257.1,1291.3,1150.4,1037.8,1326.7,853.3,1019.2,1024.9,822.2,1186.7,900.2,971.8,829.9,1016.0,952.0,992.2,851.0,1047.2,625.0,524.2,2049.9,938.3,175.0,121.0,64.0
2012-10-01,8643.9,5499.6,4332.9,3089.3,2774.8,3050.8,2727.8,2369.2,2302.6,2459.7,1775.4,1747.3,1843.0,1788.9,1195.3,1261.8,1293.3,1153.7,1043.5,1328.6,858.3,1020.7,1028.9,825.1,1189.6,902.3,977.8,831.6,1017.7,952.3,993.8,852.4,1048.8,625.6,524.6,2054.8,942.0,175.6,120.9,64.2
2012-11-01,8602.7,5518.7,4339.4,3097.1,2784.7,3054.3,2727.5,2376.7,2304.9,2463.9,1778.8,1753.0,1846.7,1791.8,1197.0,1265.9,1296.1,1154.9,1047.8,1330.4,863.9,1023.3,1030.1,827.8,1189.7,904.5,978.0,833.8,1016.2,951.5,994.8,854.0,1049.9,628.1,526.4,2062.2,945.7,175.2,120.9,64.4
2012-12-01,8663.6,5529.3,4345.6,3106.2,2790.5,3056.3,2732.3,2375.6,2307.8,2465.7,1783.0,1754.4,1851.8,1791.6,1196.3,1269.6,1299.5,1158.6,1048.8,1333.5,864.8,1025.1,1031.0,830.8,1189.1,907.8,979.3,834.5,1015.5,952.7,994.0,854.8,1049.9,628.4,527.1,2068.6,948.8,176.3,121.7,64.4
2013-01-01,8675.5,5521.3,4352.6,3101.8,2795.3,3059.2,2733.4,2390.2,2314.0,2470.8,1786.2,1759.2,1857.3,1801.6,1209.5,1274.0,1302.0,1162.1,1046.6,1337.3,867.2,1026.8,1030.3,832.3,1188.3,907.3,982.0,837.2,1016.5,955.3,997.4,864.8,1051.0,630.8,529.3,2067.1,951.0,177.3,121.4,64.5
2013-02-01,8691.8,5537.2,4369.6,3116.4,2811.0,3063.2,2741.1,2396.5,2323.0,2475.8,1791.8,1764.5,1862.4,1809.4,1218.0,1279.8,1304.6,1164.6,1054.1,1339.5,870.2,1029.7,1035.1,837.3,1190.8,912.2,981.8,838.4,1021.8,958.9,997.2,868.1,1050.4,632.8,531.4,2077.9,955.3,178.1,122.6,65.0
2013-03-01,8713.7,5540.2,4368.9,3124.4,2819.5,3062.7,2744.4,2397.0,2328.2,2480.6,1795.9,1767.1,1867.3,1809.3,1222.1,1283.6,1308.0,1167.2,1057.0,1341.2,872.2,1030.8,1037.0,838.4,1190.5,914.2,984.4,841.4,1020.7,959.2,995.7,868.2,1050.8,634.4,533.1,2084.0,958.8,178.6,123.3,65.1
2013-04-01,8728.6,5557.5,4364.9,3132.8,2826.8,3062.4,2741.3,2404.3,2332.2,2485.0,1801.4,1771.6,1864.0,1807.8,1224.7,1286.7,1311.7,1169.3,1057.8,1338.9,877.0,1032.3,1041.2,841.4,1187.4,916.4,987.4,845.7,1026.7,959.9,998.5,867.4,1051.7,636.6,532.4,2086.0,961.2,179.5,122.2,65.7
2013-05-01,8731.5,5565.9,4375.5,3140.1,2831.2,3060.5,2739.9,2403.9,2337.4,2489.9,1806.9,1776.3,1868.4,1810.7,1229.5,1288.5,1312.6,1172.4,1061.3,1339.3,880.1,1033.7,1044.4,842.9,1187.3,918.4,988.5,845.0,1027.9,959.5,1000.3,867.0,1053.4,637.1,532.3,2090.3,963.8,180.1,122.8,66.4
2013-06-01,8745.5,5577.8,4380.1,3151.8,2839.5,3052.6,2742.0,2410.9,2345.4,2491.2,1810.9,1776.5,1868.9,1812.9,1233.6,1294.1,1314.1,1174.6,1066.4,1342.0,883.4,1035.3,1046.8,846.2,1187.3,921.9,989.5,850.2,1028.0,962.5,1003.4,867.5,1055.2,637.9,533.1,2090.9,966.5,180.9,123.5,66.4
2013-07-01,8760.6,5586.8,4383.6,3163.6,2849.0,3055.2,2741.5,2416.8,2350.5,2485.7,1816.5,1780.3,1861.0,1806.0,1232.8,1297.5,1316.1,1178.8,1069.0,1342.5,887.1,1039.1,1047.6,847.8,1188.9,925.8,991.1,851.8,1026.5,965.3,1001.7,868.7,1054.3,638.7,535.1,2096.2,963.8,181.5,124.1,66.4
2013-08-01,8777.2,5603.6,4391.3,3173.4,2854.0,3061.1,2744.9,2423.2,2356.4,2493.6,1817.5,1786.1,1874.0,1814.6,1239.4,1302.0,1317.3,1180.4,1074.6,1342.1,889.8,1041.8,1052.7,850.8,1187.8,926.8,993.7,853.0,1031.8,968.7,1004.7,870.8,1058.5,640.5,539.0,2104.9,971.7,183.5,123.6,67.2
2013-09-01,8794.2,5608.2,4396.9,3183.0,2860.8,3064.1,2746.1,2432.8,2361.9,2495.1,1821.4,1789.6,1876.3,1824.4,1243.9,1306.1,1320.6,1181.5,1076.7,1342.3,894.1,1044.6,1055.2,852.3,1188.1,929.5,995.9,853.2,1034.5,971.8,1008.7,873.6,1057.6,640.3,543.1,2108.2,977.0,183.4,123.7,67.2
2013-10-01,8821.4,5619.0,4399.1,3186.7,2868.3,3053.4,2747.8,2440.9,2363.5,2501.3,1825.9,1795.6,1881.8,1829.2,1246.9,1310.2,1326.4,1183.7,1079.5,1340.9,896.7,1047.4,1057.7,857.1,1188.1,931.0,997.8,855.1,1035.3,973.9,1008.0,874.0,1058.1,643.7,542.4,2115.9,978.5,185.4,123.9,67.3
2013-11-01,8843.8,5635.0,4403.8,3196.2,2875.8,3064.4,2751.0,2446.7,2373.4,2504.0,1830.9,1801.1,1881.4,1830.0,1250.7,1313.6,1328.9,1187.2,1084.3,1345.0,901.7,1051.3,1061.9,859.2,1187.2,932.9,1000.8,858.8,1036.6,980.2,1006.9,877.0,1060.3,645.6,544.3,2127.1,984.9,187.1,124.4,67.2
2013-12-01,8845.3,5642.8,4416.3,3199.8,2879.7,3061.5,2748.0,2452.3,2379.5,2509.1,1833.4,1804.5,1882.0,1832.3,1254.2,1316.6,1332.1,1187.4,1086.8,1341.0,902.9,1054.6,1062.4,861.2,1187.6,934.5,1003.7,861.5,1034.6,979.7,1009.3,879.1,1061.8,646.7,545.7,2129.8,988.7,187.5,125.0,67.6
2014-01-01,8843.9,5647.3,4409.1,3205.0,2883.0,3059.7,2754.3,2459.5,2383.9,2516.4,1833.9,1812.7,1878.5,1830.3,1259.4,1320.7,1328.2,1187.9,1092.6,1340.2,906.2,1060.2,1067.1,863.3,1187.3,935.7,1002.9,865.5,1034.9,975.0,1008.1,880.5,1059.9,646.4,547.3,2133.4,992.6,187.9,124.8,68.1
2014-02-01,8855.2,5651.4,4417.9,3216.8,2894.3,3057.4,2750.0,2453.4,2391.2,2521.6,1835.4,1813.1,1890.4,1832.8,1267.6,1324.1,1333.2,1189.3,1094.8,1339.3,910.4,1056.4,1065.3,866.1,1185.9,938.4,1004.6,869.3,1037.2,975.9,1010.2,881.9,1058.4,647.3,545.0,2141.9,996.8,187.8,124.5,68.2
2014-03-01,8873.0,5663.7,4425.1,3229.0,2904.2,3059.5,2757.8,2478.2,2396.9,2525.7,1839.0,1816.2,1892.7,1833.2,1272.5,1328.5,1336.0,1194.8,1099.0,1342.4,914.6,1064.9,1070.5,867.8,1186.5,942.6,1006.1,872.8,1041.4,978.4,1014.3,884.2,1059.1,647.9,549.0,2146.3,1000.3,188.6,124.9,68.5
2014-04-01,8904.2,5665.8,4438.6,3244.1,2919.2,3069.5,2767.3,2487.5,2407.7,2534.8,1843.6,1816.9,1885.9,1837.7,1278.6,1335.3,1337.2,1200.4,1101.6,1350.6,917.3,1069.2,1071.9,875.2,1189.5,947.5,1011.2,877.5,1042.8,981.5,1018.4,886.5,1059.7,650.2,552.3,2152.7,1003.0,191.5,125.5,68.6
2014-05-01,8928.5,5678.0,4447.8,3252.8,2929.6,3075.9,2771.6,2497.3,2415.0,2535.0,1841.5,1819.8,1894.0,1841.9,1282.0,1339.1,1340.3,1205.2,1107.6,1350.6,920.1,1072.5,1075.0,877.9,1191.2,951.7,1012.5,879.5,1046.5,984.7,1021.1,888.1,1061.4,650.8,554.0,2159.5,1005.3,191.3,126.1,68.3
2014-06-01,8938.7,5679.9,4448.2,3264.1,2936.6,3080.7,2774.6,2502.6,2421.6,2536.1,1848.9,1821.9,1903.9,1844.9,1286.1,1342.5,1343.3,1207.3,1111.1,1352.3,922.9,1076.4,1078.1,879.0,1192.3,954.3,1013.4,881.1,1044.2,985.2,1023.7,891.7,1061.4,653.0,557.4,2163.4,1008.1,191.5,125.8,68.5
2014-07-01,8957.7,5677.3,4452.3,3272.4,2946.3,3073.8,2776.2,2514.6,2426.8,2541.0,1851.8,1834.0,1906.9,1848.9,1288.5,1345.4,1344.7,1211.9,1114.7,1350.7,925.9,1078.1,1079.6,881.2,1189.7,956.2,1016.2,881.4,1046.1,985.4,1024.1,889.1,1060.4,650.4,556.4,2168.2,1006.1,192.3,126.7,68.2
2014-08-01,8980.0,5710.9,4455.7,3281.2,2956.3,3081.7,2779.5,2524.1,2436.4,2533.7,1855.6,1841.0,1908.3,1852.2,1296.5,1353.9,1349.4,1213.5,1119.9,1354.9,928.2,1081.0,1083.4,886.7,1190.5,957.8,1021.1,888.3,1049.2,986.2,1026.0,892.3,1062.9,654.3,557.4,2176.0,1013.9,192.2,126.7,68.0
2014-09-01,8990.5,5723.9,4456.5,3290.8,2964.7,3085.9,2785.2,2528.7,2445.1,2554.1,1860.0,1843.6,1903.8,1850.8,1302.5,1359.2,1352.4,1216.4,1121.8,1356.1,931.1,1084.8,1087.6,888.8,1191.9,959.9,1025.1,892.1,1048.6,987.4,1025.6,895.0,1064.5,656.1,559.9,2182.2,1019.2,192.6,127.0,68.5
2014-10-01,9010.7,5723.3,4467.4,3304.1,2977.5,3088.0,2787.9,2532.2,2455.4,2562.5,1865.8,1846.9,1910.6,1853.2,1306.6,1365.9,1353.3,1217.8,1123.0,1357.7,934.3,1090.1,1088.9,891.6,1190.9,967.2,1025.4,896.7,1050.4,989.1,1028.3,897.4,1065.9,657.5,562.8,2187.3,1020.9,193.0,127.3,68.9
2014-11-01,9029.0,5735.8,4475.1,3316.7,2987.2,3089.8,2795.8,2544.9,2463.4,2571.5,1872.7,1851.1,1915.1,1858.8,1316.2,1367.5,1359.1,1222.5,1125.7,1359.3,938.4,1093.1,1092.4,895.6,1190.8,969.3,1028.7,897.0,1052.7,996.2,1031.7,899.9,1066.9,659.6,564.7,2196.2,1022.5,193.1,127.8,68.9
2014-12-01,9048.0,5744.8,4484.8,3330.0,2996.6,3094.1,2798.8,2554.5,2469.8,2578.2,1880.9,1858.1,1924.6,1861.9,1322.9,1372.9,1362.1,1225.6,1129.6,1359.9,941.7,1096.5,1097.4,898.2,1193.3,971.5,1032.3,900.6,1055.9,997.9,1033.7,898.5,1069.7,661.8,567.1,2203.7,1025.3,192.9,128.1,69.4
2015-01-01,9054.4,5752.5,4485.9,3337.8,2995.9,3105.4,2795.0,2552.3,2473.3,2571.3,1884.5,1862.9,1924.3,1861.0,1325.9,1378.3,1367.4,1228.3,1133.3,1360.8,944.5,1099.8,1101.3,898.8,1192.1,974.7,1030.8,905.1,1056.1,998.5,1035.0,904.9,1066.8,665.0,566.6,2214.4,1030.3,194.1,129.1,69.8
2015-02-01,9059.9,5769.5,4490.8,3346.4,2996.8,3107.7,2798.9,2557.2,2476.8,2564.3,1889.1,1865.0,1924.0,1864.6,1329.6,1383.5,1367.1,1233.2,1138.8,1361.9,948.0,1105.2,1104.2,900.0,1188.8,977.8,1032.0,906.5,1054.2,1000.0,1038.6,905.1,1067.4,666.7,568.5,2217.7,1032.2,194.9,129.2,69.8
2015-03-01,9073.2,5783.2,4495.4,3344.4,2994.2,3100.8,2797.8,2561.4,2482.8,2578.6,1892.5,1871.5,1925.4,1867.9,1333.8,1385.3,1370.0,1236.4,1141.8,1361.8,951.6,1105.8,1106.4,902.3,1186.5,978.8,1032.8,909.3,1055.7,1001.8,1040.7,909.3,1065.4,669.4,569.6,2226.7,1035.0,195.8,129.5,69.9
2015-04-01,9093.6,5790.6,4511.3,3356.8,2989.9,3114.9,2805.5,2562.9,2488.5,2583.8,1895.8,1876.2,1931.3,1872.1,1337.8,1387.5,1372.9,1237.6,1149.9,1369.3,954.6,1107.3,1108.1,906.4,1188.2,980.7,1034.4,910.5,1059.3,1004.7,1040.1,910.0,1069.8,669.5,571.8,2233.4,1039.6,195.2,129.5,69.8
2015-05-01,9120.2,5800.2,4533.5,3371.3,2991.6,3120.1,2817.8,2578.2,2495.6,2597.2,1903.5,1878.1,1940.1,1878.8,1343.9,1392.7,1378.5,1244.3,1155.9,1372.7,959.4,1115.3,1109.9,912.5,1191.0,984.0,1038.2,915.1,1063.1,1008.2,1045.2,912.9,1073.2,672.7,573.9,2239.1,1043.2,195.5,129.6,70.0
2015-06-01,9127.5,5816.1,4532.6,3380.2,2993.2,3126.0,2820.3,2585.9,2501.4,2597.5,1907.8,1886.5,1940.2,1880.1,1347.2,1395.7,1380.3,1248.0,1160.6,1373.2,963.7,1121.9,1112.9,914.7,1190.8,985.2,1043.0,916.7,1064.8,1009.8,1046.9,914.8,1070.6,672.9,576.8,2243.4,1046.7,196.4,130.0,70.0
2015-07-01,9156.5,5842.1,4538.0,3392.0,2992.4,3137.0,2814.8,2589.1,2510.8,2603.1,1913.9,1891.4,1943.2,1880.4,1357.4,1398.5,1387.4,1249.6,1166.1,1380.4,967.5,1120.8,1118.8,916.6,1192.8,988.0,1044.6,917.3,1068.6,1012.1,1049.5,920.9,1072.6,676.4,576.2,2260.0,1050.4,198.1,130.7,70.3
2015-08-01,9170.0,5860.0,4540.9,3400.3,2995.2,3138.8,2821.6,2596.3,2518.0,2606.0,1921.7,1896.0,1943.7,1882.8,1362.6,1403.1,1392.8,1255.8,1169.0,1379.8,971.3,1124.5,1121.8,919.4,1194.5,990.2,1045.4,923.0,1068.7,1014.2,1048.8,923.2,1071.9,678.1,578.7,2268.3,1054.5,197.3,131.2,71.0
2015-09-01,9172.9,5873.0,4542.6,3405.0,2996.1,3142.6,2823.5,2602.1,2522.1,2603.4,1926.8,1902.1,1945.8,1880.9,1362.8,1406.4,1396.1,1256.7,1173.2,1376.4,974.4,1127.3,1123.7,921.8,1191.7,993.1,1043.9,923.7,1069.2,1014.9,1049.6,924.4,1071.5,679.0,580.5,2273.1,1057.5,198.4,131.9,70.7
2015-10-01,9205.9,5897.9,4556.0,3413.6,2998.3,3154.5,2829.7,2612.0,2539.7,2615.2,1936.4,1904.7,1950.9,1885.7,1374.1,1409.3,1400.4,1266.2,1179.1,1385.3,977.1,1133.5,1128.9,926.3,1189.2,995.6,1047.6,928.3,1071.0,1018.6,1052.5,930.1,1073.7,682.8,581.6,2282.7,1064.5,198.8,132.1,70.2
2015-11-01,9213.7,5902.2,4557.1,3416.0,2992.4,3157.5,2835.8,2614.9,2542.1,2620.8,1945.0,1908.7,1951.8,1889.6,1380.4,1414.3,1401.7,1273.0,1182.5,1385.8,979.9,1136.9,1129.9,929.3,1192.6,999.2,1047.6,932.3,1072.5,1021.1,1052.7,931.8,1073.6,683.6,583.6,2285.6,1063.1,198.8,132.8,70.9
2015-12-01,9223.7,5907.7,4564.3,3426.3,2994.2,3168.7,2839.7,2627.0,2549.4,2626.3,1946.9,1913.1,1956.4,1892.3,1390.6,1417.0,1403.4,1274.3,1188.2,1388.6,983.3,1141.4,1134.5,933.2,1191.7,1000.3,1050.1,936.2,1075.3,1024.3,1055.7,934.9,1076.6,686.6,586.3,2292.6,1063.7,199.0,132.6,71.0
2016-01-01,9230.1,5931.4,4569.2,3440.6,3003.4,3159.3,2836.2,2638.2,2552.9,2629.0,1950.3,1918.4,1962.5,1894.1,1384.9,1420.6,1404.6,1276.5,1189.8,1388.1,986.0,1142.0,1137.5,935.1,1190.6,1005.9,1054.2,933.6,1076.5,1025.4,1059.0,938.2,1081.4,687.4,588.4,2303.2,1070.7,199.5,133.3,70.4
2016-02-01,9242.4,5944.3,4570.3,3451.2,2998.9,3160.1,2841.3,2640.5,2558.7,2634.1,1956.7,1927.9,1960.0,1897.8,1385.6,1423.7,1409.4,1280.1,1193.4,1385.3,989.4,1145.3,1142.1,936.5,1190.0,1008.9,1056.4,936.1,1076.0,1028.9,1059.9,942.8,1080.6,690.7,589.6,2310.7,1073.2,200.5,133.9,70.4
2016-03-01,9268.5,5936.7,4571.5,3452.7,2992.9,3167.6,2850.7,2641.5,2561.2,2641.0,1962.8,1930.7,1960.2,1899.3,1386.0,1427.3,1406.9,1282.7,1197.0,1389.5,991.1,1149.9,1143.3,942.1,1191.0,1010.2,1060.5,938.4,1080.1,1029.6,1060.9,941.7,1081.3,692.3,590.5,2308.9,1071.9,201.0,133.8,69.8
2016-04-01,9292.4,5978.1,4582.1,3467.3,2997.1,3186.1,2856.1,2658.8,2576.8,2644.5,1966.8,1942.7,1975.9,1905.8,1394.8,1428.5,1417.9,1289.8,1203.7,1394.8,995.1,1154.8,1146.9,943.6,1192.2,1011.8,1059.6,942.2,1081.5,1030.4,1066.3,946.4,1081.0,694.6,592.7,2326.8,1080.6,202.1,134.1,70.6
2016-05-01,9265.0,5985.8,4579.9,3476.2,2993.9,3177.8,2855.8,2665.7,2575.7,2648.1,1972.0,1945.7,1973.5,1903.7,1395.9,1428.9,1418.6,1292.1,1206.9,1392.6,996.3,1154.9,1148.2,945.3,1190.2,1012.3,1060.3,943.9,1081.9,1031.5,1064.1,948.0,1080.0,695.5,593.6,2325.8,1081.5,201.7,134.0,70.6
2016-06-01,9285.6,5964.6,4576.2,3473.7,2988.9,3177.3,2858.9,2670.0,2575.3,2639.5,1970.3,1948.5,1975.6,1899.3,1395.1,1430.2,1415.8,1290.7,1208.1,1392.3,999.0,1157.2,1148.9,947.5,1188.1,1010.4,1061.7,949.0,1079.1,1028.4,1061.6,947.6,1075.7,696.0,594.6,2325.3,1082.8,201.5,134.5,70.3
2016-07-01,9316.2,5995.8,4598.0,3492.1,2993.2,3187.2,2873.8,2679.6,2588.0,2660.6,1987.0,1952.4,1985.5,1915.4,1405.8,1436.3,1426.9,1298.1,1218.6,1394.1,1007.3,1163.1,1151.0,954.2,1191.4,1016.4,1064.5,954.2,1087.8,1039.8,1067.4,955.2,1082.0,701.5,596.4,2340.6,1085.5,202.1,134.4,70.8
2016-08-01,9329.5,5997.9,4598.3,3499.5,2990.5,3197.7,2873.0,2683.1,2589.9,2663.5,1989.0,1955.8,1979.9,1919.8,1408.9,1438.8,1429.0,1299.9,1219.8,1395.4,1008.8,1163.7,1153.9,955.1,1191.3,1020.1,1066.2,954.8,1086.0,1039.0,1070.9,956.9,1081.5,702.0,596.8,2344.1,1087.2,202.3,134.4,70.6
