date,Multiple Jobholders (000s),Multiple Jobholders as % of Employed,Part-Time for Economic Reasons (000s),CES0500000007,Temp Help Services Employment (000s),Initial Claims - 4 Week Average,Layoffs and Discharges Rate
2001-12-15,,,,,,434500.0,
2001-12-22,,,,,,415750.0,
2001-12-29,,,,,,404750.0,
2002-01-01,23120.0,7186.0,4112.0,,2147.3,,1.5
2002-01-05,,,,,,405750.0,
2002-01-12,,,,,,413000.0,
2002-01-19,,,,,,410250.0,
2002-01-26,,,,,,408500.0,
2002-02-01,23699.0,7326.0,4289.0,,2156.6,,1.5
2002-02-02,,,,,,410250.0,
2002-02-09,,,,,,405000.0,
2002-02-16,,,,,,403000.0,
2002-02-23,,,,,,399000.0,
2002-03-01,23667.0,7361.0,4101.0,,2190.5,,1.4
2002-03-02,,,,,,396000.0,
2002-03-09,,,,,,396500.0,
2002-03-16,,,,,,395250.0,
2002-03-23,,,,,,399500.0,
2002-03-30,,,,,,421250.0,
2002-04-01,23854.0,7443.0,4199.0,,2216.8,,1.5
2002-04-06,,,,,,432750.0,
2002-04-13,,,,,,445250.0,
2002-04-20,,,,,,445500.0,
2002-04-27,,,,,,429250.0,
2002-05-01,23969.0,7252.0,4103.0,,2226.1,,1.5
2002-05-04,,,,,,420250.0,
2002-05-11,,,,,,413000.0,
2002-05-18,,,,,,411750.0,
2002-05-25,,,,,,409000.0,
2002-06-01,24053.0,7374.0,4048.0,,2230.1,401250.0,1.5
2002-06-08,,,,,,395000.0,
2002-06-15,,,,,,391250.0,
2002-06-22,,,,,,387500.0,
2002-06-29,,,,,,389500.0,
2002-07-01,24052.0,7244.0,4145.0,,2188.5,,1.6
2002-07-06,,,,,,390250.0,
2002-07-13,,,,,,387250.0,
2002-07-20,,,,,,385000.0,
2002-07-27,,,,,,386000.0,
2002-08-01,23856.0,7210.0,4301.0,,2231.2,,1.5
2002-08-03,,,,,,385250.0,
2002-08-10,,,,,,386500.0,
2002-08-17,,,,,,391500.0,
2002-08-24,,,,,,393500.0,
2002-08-31,,,,,,395000.0,
2002-09-01,23906.0,7267.0,4329.0,,2207.6,,1.5
2002-09-07,,,,,,401750.0,
2002-09-14,,,,,,405000.0,
2002-09-21,,,,,,405750.0,
2002-09-28,,,,,,409500.0,
2002-10-01,23601.0,7157.0,4314.0,,2202.6,,1.5
2002-10-05,,,,,,406500.0,
2002-10-12,,,,,,404750.0,
2002-10-19,,,,,,407500.0,
2002-10-26,,,,,,407500.0,
2002-11-01,23755.0,7243.0,4329.0,,2176.3,,1.5
2002-11-02,,,,,,407750.0,
2002-11-09,,,,,,406500.0,
2002-11-16,,,,,,400750.0,
2002-11-23,,,,,,396000.0,
2002-11-30,,,,,,389000.0,
2002-12-01,23908.0,7416.0,4321.0,,2159.3,,1.5
2002-12-07,,,,,,395250.0,
2002-12-14,,,,,,405250.0,
2002-12-21,,,,,,406250.0,
2002-12-28,,,,,,414250.0,
2003-01-01,24525.0,7351.0,4607.0,,2196.8,,1.6
2003-01-04,,,,,,406250.0,
2003-01-11,,,,,,393500.0,
2003-01-18,,,,,,395500.0,
2003-01-25,,,,,,395000.0,
2003-02-01,24038.0,7492.0,4844.0,,2180.9,400000.0,1.5
2003-02-08,,,,,,403000.0,
2003-02-15,,,,,,407500.0,
2003-02-22,,,,,,411000.0,
2003-03-01,24263.0,7285.0,4652.0,,2166.6,416750.0,1.5
2003-03-08,,,,,,425250.0,
2003-03-15,,,,,,427750.0,
2003-03-22,,,,,,425250.0,
2003-03-29,,,,,,425250.0,
2003-04-01,24431.0,7279.0,4798.0,,2143.0,,1.5
2003-04-05,,,,,,423500.0,
2003-04-12,,,,,,424500.0,
2003-04-19,,,,,,434250.0,
2003-04-26,,,,,,436250.0,
2003-05-01,24497.0,7389.0,4570.0,,2190.0,,1.6
2003-05-03,,,,,,439000.0,
2003-05-10,,,,,,434750.0,
2003-05-17,,,,,,428500.0,
2003-05-24,,,,,,422250.0,
2003-05-31,,,,,,423000.0,
2003-06-01,24777.0,7378.0,4592.0,,2221.9,,1.6
2003-06-07,,,,,,426000.0,
2003-06-14,,,,,,425000.0,
2003-06-21,,,,,,422250.0,
2003-06-28,,,,,,421750.0,
2003-07-01,24249.0,7306.0,4648.0,,2247.3,,1.6
2003-07-05,,,,,,422750.0,
2003-07-12,,,,,,420500.0,
2003-07-19,,,,,,419250.0,
2003-07-26,,,,,,411500.0,
2003-08-01,24687.0,7549.0,4419.0,,2246.5,,1.7
2003-08-02,,,,,,403500.0,
2003-08-09,,,,,,401500.0,
2003-08-16,,,,,,400250.0,
2003-08-23,,,,,,398500.0,
2003-08-30,,,,,,400000.0,
2003-09-01,24430.0,7091.0,4882.0,,2260.9,,1.5
2003-09-06,,,,,,404500.0,
2003-09-13,,,,,,403500.0,
2003-09-20,,,,,,400500.0,
2003-09-27,,,,,,395500.0,
2003-10-01,24404.0,7323.0,4813.0,,2261.5,,1.5
2003-10-04,,,,,,386500.0,
2003-10-11,,,,,,382000.0,
2003-10-18,,,,,,384000.0,
2003-10-25,,,,,,382000.0,
2003-11-01,24551.0,7283.0,4862.0,,2275.8,376250.0,1.5
2003-11-08,,,,,,375000.0,
2003-11-15,,,,,,370750.0,
2003-11-22,,,,,,364500.0,
2003-11-29,,,,,,363000.0,
2003-12-01,24083.0,7044.0,4750.0,,2294.7,,1.5
2003-12-06,,,,,,362000.0,
2003-12-13,,,,,,360250.0,
2003-12-20,,,,,,360250.0,
2003-12-27,,,,,,358250.0,
2004-01-01,24501.0,7284.0,4705.0,,2298.0,,1.6
2004-01-03,,,,,,355500.0,
2004-01-10,,,,,,353250.0,
2004-01-17,,,,,,355250.0,
2004-01-24,,,,,,356250.0,
2004-01-31,,,,,,361250.0,
2004-02-01,24204.0,7144.0,4549.0,,2310.2,,1.5
2004-02-07,,,,,,367750.0,
2004-02-14,,,,,,366250.0,
2004-02-21,,,,,,367750.0,
2004-02-28,,,,,,360750.0,
2004-03-01,24378.0,7291.0,4742.0,,2313.7,,1.6
2004-03-06,,,,,,351750.0,
2004-03-13,,,,,,347250.0,
2004-03-20,,,,,,344000.0,
2004-03-27,,,,,,342000.0,
2004-04-01,24535.0,7334.0,4568.0,,2352.7,,1.5
2004-04-03,,,,,,339750.0,
2004-04-10,,,,,,344000.0,
2004-04-17,,,,,,348500.0,
2004-04-24,,,,,,348250.0,
2004-05-01,24778.0,7329.0,4588.0,,2381.3,345500.0,1.5
2004-05-08,,,,,,339000.0,
2004-05-15,,,,,,335250.0,
2004-05-22,,,,,,336000.0,
2004-05-29,,,,,,339250.0,
2004-06-01,24919.0,7425.0,4443.0,,2383.6,,1.4
2004-06-05,,,,,,345750.0,
2004-06-12,,,,,,343250.0,
2004-06-19,,,,,,346250.0,
2004-06-26,,,,,,349000.0,
2004-07-01,25382.0,7522.0,4449.0,,2396.8,,1.4
2004-07-03,,,,,,341750.0,
2004-07-10,,,,,,343250.0,
2004-07-17,,,,,,343500.0,
2004-07-24,,,,,,343500.0,
2004-07-31,,,,,,347250.0,
2004-08-01,24966.0,7688.0,4474.0,,2403.3,,1.5
2004-08-07,,,,,,345000.0,
2004-08-14,,,,,,339250.0,
2004-08-21,,,,,,338000.0,
2004-08-28,,,,,,340750.0,
2004-09-01,24654.0,7575.0,4487.0,,2419.3,,1.5
2004-09-04,,,,,,338250.0,
2004-09-11,,,,,,338000.0,
2004-09-18,,,,,,337500.0,
2004-09-25,,,,,,337250.0,
2004-10-01,24936.0,7797.0,4820.0,,2477.1,,1.4
2004-10-02,,,,,,339500.0,
2004-10-09,,,,,,341250.0,
2004-10-16,,,,,,337750.0,
2004-10-23,,,,,,334500.0,
2004-10-30,,,,,,333750.0,
2004-11-01,24922.0,7601.0,4547.0,,2459.4,,1.5
2004-11-06,,,,,,331750.0,
2004-11-13,,,,,,334250.0,
2004-11-20,,,,,,328000.0,
2004-11-27,,,,,,328750.0,
2004-12-01,24681.0,7644.0,4427.0,,2430.2,,1.5
2004-12-04,,,,,,332000.0,
2004-12-11,,,,,,326750.0,
2004-12-18,,,,,,329000.0,
2004-12-25,,,,,,325250.0,
2005-01-01,24314.0,7375.0,4389.0,,2459.4,328500.0,1.5
2005-01-08,,,,,,341750.0,
2005-01-15,,,,,,344250.0,
2005-01-22,,,,,,346500.0,
2005-01-29,,,,,,340250.0,
2005-02-01,24621.0,7610.0,4250.0,,2491.5,,1.6
2005-02-05,,,,,,324750.0,
2005-02-12,,,,,,318750.0,
2005-02-19,,,,,,316000.0,
2005-02-26,,,,,,311750.0,
2005-03-01,24784.0,7535.0,4388.0,,2491.9,,1.6
2005-03-05,,,,,,318250.0,
2005-03-12,,,,,,322250.0,
2005-03-19,,,,,,325000.0,
2005-03-26,,,,,,332000.0,
2005-04-01,24549.0,7502.0,4278.0,,2508.2,,1.5
2005-04-02,,,,,,332500.0,
2005-04-09,,,,,,332250.0,
2005-04-16,,,,,,326750.0,
2005-04-23,,,,,,320500.0,
2005-04-30,,,,,,320250.0,
2005-05-01,24584.0,7425.0,4315.0,,2505.9,,1.5
2005-05-07,,,,,,321250.0,
2005-05-14,,,,,,324750.0,
2005-05-21,,,,,,325500.0,
2005-05-28,,,,,,327000.0,
2005-06-01,24350.0,7755.0,4432.0,,2529.3,,1.5
2005-06-04,,,,,,329750.0,
2005-06-11,,,,,,332750.0,
2005-06-18,,,,,,333000.0,
2005-06-25,,,,,,325750.0,
2005-07-01,24767.0,7597.0,4400.0,,2538.8,,1.4
2005-07-02,,,,,,323000.0,
2005-07-09,,,,,,324250.0,
2005-07-16,,,,,,324750.0,
2005-07-23,,,,,,326500.0,
2005-07-30,,,,,,323750.0,
2005-08-01,24851.0,7535.0,4491.0,,2558.5,,1.4
2005-08-06,,,,,,317000.0,
2005-08-13,,,,,,316000.0,
2005-08-20,,,,,,315250.0,
2005-08-27,,,,,,315750.0,
2005-09-01,25096.0,7605.0,4675.0,,2600.1,,1.5
2005-09-03,,,,,,319500.0,
2005-09-10,,,,,,345250.0,
2005-09-17,,,,,,372500.0,
2005-09-24,,,,,,382750.0,
2005-10-01,25074.0,7572.0,4269.0,,2604.8,397250.0,1.4
2005-10-08,,,,,,387500.0,
2005-10-15,,,,,,368500.0,
2005-10-22,,,,,,359750.0,
2005-10-29,,,,,,344250.0,
2005-11-01,24915.0,7508.0,4219.0,,2630.9,,1.3
2005-11-05,,,,,,329750.0,
2005-11-12,,,,,,320000.0,
2005-11-19,,,,,,320000.0,
2005-11-26,,,,,,317250.0,
2005-12-01,24674.0,7521.0,4115.0,,2633.5,,1.4
2005-12-03,,,,,,316250.0,
2005-12-10,,,,,,320750.0,
2005-12-17,,,,,,317750.0,
2005-12-24,,,,,,320000.0,
2005-12-31,,,,,,315250.0,
2006-01-01,24884.0,7597.0,4123.0,,2624.2,,1.3
2006-01-07,,,,,,315000.0,
2006-01-14,,,,,,308250.0,
2006-01-21,,,,,,300750.0,
2006-01-28,,,,,,295750.0,
2006-02-01,24731.0,7400.0,4174.0,,2631.9,,1.4
2006-02-04,,,,,,286500.0,
2006-02-11,,,,,,289750.0,
2006-02-18,,,,,,288000.0,
2006-02-25,,,,,,290750.0,
2006-03-01,24542.0,7531.0,3972.0,,2640.3,,1.4
2006-03-04,,,,,,294000.0,
2006-03-11,,,,,,296250.0,
2006-03-18,,,,,,301250.0,
2006-03-25,,,,,,301750.0,
2006-04-01,24325.0,7389.0,3900.0,,2636.0,299000.0,1.4
2006-04-08,,,,,,297000.0,
2006-04-15,,,,,,296000.0,
2006-04-22,,,,,,299250.0,
2006-04-29,,,,,,306750.0,
2006-05-01,24989.0,7696.0,4111.0,,2654.3,,1.5
2006-05-06,,,,,,318750.0,
2006-05-13,,,,,,327750.0,
2006-05-20,,,,,,330500.0,
2006-05-27,,,,,,332750.0,
2006-06-01,24774.0,7355.0,4318.0,,2648.7,,1.3
2006-06-03,,,,,,322750.0,
2006-06-10,,,,,,313500.0,
2006-06-17,,,,,,310750.0,
2006-06-24,,,,,,305500.0,
2006-07-01,24477.0,7448.0,4303.0,,2642.5,307750.0,1.4
2006-07-08,,,,,,319000.0,
2006-07-15,,,,,,321500.0,
2006-07-22,,,,,,320750.0,
2006-07-29,,,,,,319500.0,
2006-08-01,24629.0,7552.0,4195.0,,2651.4,,1.3
2006-08-05,,,,,,313250.0,
2006-08-12,,,,,,311250.0,
2006-08-19,,,,,,313500.0,
2006-08-26,,,,,,314250.0,
2006-09-01,24549.0,7697.0,4115.0,,2642.7,,1.3
2006-09-02,,,,,,313500.0,
2006-09-09,,,,,,314500.0,
2006-09-16,,,,,,316750.0,
2006-09-23,,,,,,318000.0,
2006-09-30,,,,,,316500.0,
2006-10-01,24784.0,7624.0,4352.0,,2630.3,,1.4
2006-10-07,,,,,,317000.0,
2006-10-14,,,,,,312250.0,
2006-10-21,,,,,,310750.0,
2006-10-28,,,,,,315500.0,
2006-11-01,24958.0,7768.0,4190.0,,2626.8,,1.4
2006-11-04,,,,,,316250.0,
2006-11-11,,,,,,317750.0,
2006-11-18,,,,,,321000.0,
2006-11-25,,,,,,326250.0,
2006-12-01,25226.0,7867.0,4187.0,,2637.5,,1.3
2006-12-02,,,,,,328250.0,
2006-12-09,,,,,,328250.0,
2006-12-16,,,,,,326250.0,
2006-12-23,,,,,,319750.0,
2006-12-30,,,,,,323250.0,
2007-01-01,24986.0,7716.0,4279.0,,2652.7,,1.4
2007-01-06,,,,,,328000.0,
2007-01-13,,,,,,322500.0,
2007-01-20,,,,,,325500.0,
2007-01-27,,,,,,317250.0,
2007-02-01,25016.0,7711.0,4220.0,,2642.9,,1.3
2007-02-03,,,,,,312250.0,
2007-02-10,,,,,,322750.0,
2007-02-17,,,,,,319250.0,
2007-02-24,,,,,,322750.0,
2007-03-01,25144.0,7748.0,4253.0,,2646.7,,1.4
2007-03-03,,,,,,325250.0,
2007-03-10,,,,,,317750.0,
2007-03-17,,,,,,314750.0,
2007-03-24,,,,,,310000.0,
2007-03-31,,,,,,306750.0,
2007-04-01,25143.0,7832.0,4313.0,,2629.6,,1.5
2007-04-07,,,,,,312750.0,
2007-04-14,,,,,,317250.0,
2007-04-21,,,,,,321750.0,
2007-04-28,,,,,,320250.0,
2007-05-01,24932.0,7693.0,4473.0,,2611.4,,1.4
2007-05-05,,,,,,312250.0,
2007-05-12,,,,,,304750.0,
2007-05-19,,,,,,302000.0,
2007-05-26,,,,,,304250.0,
2007-06-01,25435.0,7614.0,4342.0,,2604.3,,1.3
2007-06-02,,,,,,307500.0,
2007-06-09,,,,,,311500.0,
2007-06-16,,,,,,314000.0,
2007-06-23,,,,,,314750.0,
2007-06-30,,,,,,315750.0,
2007-07-01,24897.0,7619.0,4410.0,,2593.1,,1.4
2007-07-07,,,,,,317750.0,
2007-07-14,,,,,,317000.0,
2007-07-21,,,,,,316250.0,
2007-07-28,,,,,,313250.0,
2007-08-01,24753.0,7550.0,4576.0,,2586.7,,1.5
2007-08-04,,,,,,311500.0,
2007-08-11,,,,,,311250.0,
2007-08-18,,,,,,314000.0,
2007-08-25,,,,,,320000.0,
2007-09-01,24996.0,7550.0,4521.0,,2557.0,320000.0,1.6
2007-09-08,,,,,,321250.0,
2007-09-15,,,,,,319250.0,
2007-09-22,,,,,,312500.0,
2007-09-29,,,,,,313250.0,
2007-10-01,24680.0,7636.0,4325.0,,2568.0,,1.4
2007-10-06,,,,,,312000.0,
2007-10-13,,,,,,317500.0,
2007-10-20,,,,,,325500.0,
2007-10-27,,,,,,328250.0,
2007-11-01,24758.0,7692.0,4494.0,,2553.5,,1.4
2007-11-03,,,,,,331000.0,
2007-11-10,,,,,,330500.0,
2007-11-17,,,,,,330000.0,
2007-11-24,,,,,,336000.0,
2007-12-01,24745.0,7538.0,4618.0,,2541.9,340250.0,1.4
2007-12-08,,,,,,340000.0,
2007-12-15,,,,,,344500.0,
2007-12-22,,,,,,345250.0,
2007-12-29,,,,,,349250.0,
2008-01-01,25067.0,7602.0,4846.0,,2548.8,,1.4
2008-01-05,,,,,,352750.0,
2008-01-12,,,,,,345750.0,
2008-01-19,,,,,,337250.0,
2008-01-26,,,,,,338750.0,
2008-02-01,24692.0,7536.0,4902.0,,2505.9,,1.4
2008-02-02,,,,,,339750.0,
2008-02-09,,,,,,345250.0,
2008-02-16,,,,,,349750.0,
2008-02-23,,,,,,346750.0,
2008-03-01,24715.0,7454.0,4904.0,,2485.8,345500.0,1.4
2008-03-08,,,,,,346500.0,
2008-03-15,,,,,,354000.0,
2008-03-22,,,,,,357500.0,
2008-03-29,,,,,,368000.0,
2008-04-01,25352.0,7576.0,5220.0,,2463.2,,1.4
2008-04-05,,,,,,369500.0,
2008-04-12,,,,,,368500.0,
2008-04-19,,,,,,363750.0,
2008-04-26,,,,,,359500.0,
2008-05-01,25063.0,7567.0,5286.0,,2428.0,,1.4
2008-05-03,,,,,,363500.0,
2008-05-10,,,,,,363750.0,
2008-05-17,,,,,,368250.0,
2008-05-24,,,,,,368000.0,
2008-05-31,,,,,,366000.0,
2008-06-01,25416.0,7782.0,5540.0,,2403.1,,1.6
2008-06-07,,,,,,370000.0,
2008-06-14,,,,,,372750.0,
2008-06-21,,,,,,375750.0,
2008-06-28,,,,,,383250.0,
2008-07-01,25288.0,7767.0,5930.0,,2369.5,,1.5
2008-07-05,,,,,,380500.0,
2008-07-12,,,,,,382250.0,
2008-07-19,,,,,,387500.0,
2008-07-26,,,,,,398000.0,
2008-08-01,25595.0,8071.0,5851.0,,2338.8,,1.6
2008-08-02,,,,,,417250.0,
2008-08-09,,,,,,428500.0,
2008-08-16,,,,,,434000.0,
2008-08-23,,,,,,430750.0,
2008-08-30,,,,,,429250.0,
2008-09-01,25327.0,7686.0,6148.0,,2305.9,,1.5
2008-09-06,,,,,,432000.0,
2008-09-13,,,,,,438250.0,
2008-09-20,,,,,,453750.0,
2008-09-27,,,,,,464000.0,
2008-10-01,25508.0,7635.0,6690.0,,2231.2,,1.7
2008-10-04,,,,,,474250.0,
2008-10-11,,,,,,477250.0,
2008-10-18,,,,,,476000.0,
2008-10-25,,,,,,475250.0,
2008-11-01,25666.0,7430.0,7311.0,,2127.1,477250.0,1.7
2008-11-08,,,,,,490000.0,
2008-11-15,,,,,,504500.0,
2008-11-22,,,,,,517500.0,
2008-11-29,,,,,,527250.0,
2008-12-01,26333.0,7415.0,8029.0,,2050.5,,1.8
2008-12-06,,,,,,541750.0,
2008-12-13,,,,,,549250.0,
2008-12-20,,,,,,563000.0,
2008-12-27,,,,,,564000.0,
2009-01-01,26377.0,7466.0,8046.0,,1967.0,,1.9
2009-01-03,,,,,,547250.0,
2009-01-10,,,,,,543500.0,
2009-01-17,,,,,,544500.0,
2009-01-24,,,,,,557750.0,
2009-01-31,,,,,,589250.0,
2009-02-01,26722.0,7573.0,8796.0,,1898.3,,1.9
2009-02-07,,,,,,610750.0,
2009-02-14,,,,,,621000.0,
2009-02-21,,,,,,638250.0,
2009-02-28,,,,,,644000.0,
2009-03-01,27069.0,7668.0,9145.0,,1835.8,,1.9
2009-03-07,,,,,,649750.0,
2009-03-14,,,,,,654500.0,
2009-03-21,,,,,,656000.0,
2009-03-28,,,,,,659250.0,
2009-04-01,27279.0,7700.0,8908.0,,1778.1,,2.0
2009-04-04,,,,,,657500.0,
2009-04-11,,,,,,644500.0,
2009-04-18,,,,,,639000.0,
2009-04-25,,,,,,627750.0,
2009-05-01,27239.0,7141.0,9113.0,,1773.7,,1.7
2009-05-02,,,,,,615000.0,
2009-05-09,,,,,,621500.0,
2009-05-16,,,,,,616750.0,
2009-05-23,,,,,,613250.0,
2009-05-30,,,,,,614500.0,
2009-06-01,27459.0,7117.0,9024.0,,1753.8,,1.7
2009-06-06,,,,,,607250.0,
2009-06-13,,,,,,601000.0,
2009-06-20,,,,,,601500.0,
2009-06-27,,,,,,598250.0,
2009-07-01,27737.0,7333.0,8891.0,,1762.3,,1.7
2009-07-04,,,,,,592500.0,
2009-07-11,,,,,,580250.0,
2009-07-18,,,,,,568250.0,
2009-07-25,,,,,,566500.0,
2009-08-01,27509.0,7086.0,9029.0,,1758.7,562000.0,1.6
2009-08-08,,,,,,564250.0,
2009-08-15,,,,,,564750.0,
2009-08-22,,,,,,558000.0,
2009-08-29,,,,,,560250.0,
2009-09-01,27273.0,7102.0,8847.0,,1778.3,,1.7
2009-09-05,,,,,,561000.0,
2009-09-12,,,,,,556000.0,
2009-09-19,,,,,,550000.0,
2009-09-26,,,,,,547500.0,
2009-10-01,27462.0,7094.0,8979.0,,1811.2,,1.6
2009-10-03,,,,,,541250.0,
2009-10-10,,,,,,533500.0,
2009-10-17,,,,,,532250.0,
2009-10-24,,,,,,526250.0,
2009-10-31,,,,,,523500.0,
2009-11-01,27327.0,7121.0,9114.0,,1868.2,,1.5
2009-11-07,,,,,,523750.0,
2009-11-14,,,,,,517750.0,
2009-11-21,,,,,,505750.0,
2009-11-28,,,,,,494000.0,
2009-12-01,27479.0,6887.0,9098.0,,1905.5,,1.6
2009-12-05,,,,,,490250.0,
2009-12-12,,,,,,488000.0,
2009-12-19,,,,,,487250.0,
2009-12-26,,,,,,485500.0,
2010-01-01,27781.0,6948.0,8530.0,,1954.6,,1.4
2010-01-02,,,,,,475250.0,
2010-01-09,,,,,,468000.0,
2010-01-16,,,,,,475000.0,
2010-01-23,,,,,,475750.0,
2010-01-30,,,,,,485750.0,
2010-02-01,27627.0,7034.0,8936.0,,1965.5,,1.4
2010-02-06,,,,,,485000.0,
2010-02-13,,,,,,480500.0,
2010-02-20,,,,,,487750.0,
2010-02-27,,,,,,485750.0,
2010-03-01,27558.0,7011.0,9233.0,,1993.0,,1.5
2010-03-06,,,,,,487250.0,
2010-03-13,,,,,,484500.0,
2010-03-20,,,,,,477500.0,
2010-03-27,,,,,,470250.0,
2010-04-01,27386.0,7028.0,9178.0,,2021.7,,1.3
2010-04-03,,,,,,472000.0,
2010-04-10,,,,,,472250.0,
2010-04-17,,,,,,471500.0,
2010-04-24,,,,,,469000.0,
2010-05-01,26692.0,7059.0,8845.0,,2066.1,462000.0,1.3
2010-05-08,,,,,,455000.0,
2010-05-15,,,,,,456250.0,
2010-05-22,,,,,,459750.0,
2010-05-29,,,,,,461500.0,
2010-06-01,26658.0,6956.0,8577.0,,2093.8,,1.6
2010-06-05,,,,,,463500.0,
2010-06-12,,,,,,461750.0,
2010-06-19,,,,,,459000.0,
2010-06-26,,,,,,460500.0,
2010-07-01,26991.0,6657.0,8500.0,,2097.4,,1.7
2010-07-03,,,,,,459250.0,
2010-07-10,,,,,,452250.0,
2010-07-17,,,,,,454750.0,
2010-07-24,,,,,,455000.0,
2010-07-31,,,,,,460500.0,
2010-08-01,27703.0,6811.0,8800.0,,2118.0,,1.4
2010-08-07,,,,,,471500.0,
2010-08-14,,,,,,477500.0,
2010-08-21,,,,,,477250.0,
2010-08-28,,,,,,475000.0,
2010-09-01,27459.0,6711.0,9246.0,,2147.0,,1.4
2010-09-04,,,,,,467250.0,
2010-09-11,,,,,,456750.0,
2010-09-18,,,,,,455500.0,
2010-09-25,,,,,,453500.0,
2010-10-01,27353.0,6730.0,8837.0,,2180.5,,1.3
2010-10-02,,,,,,452000.0,
2010-10-09,,,,,,455750.0,
2010-10-16,,,,,,452000.0,
2010-10-23,,,,,,445250.0,
2010-10-30,,,,,,447000.0,
2010-11-01,27561.0,6708.0,8873.0,,2206.2,,1.4
2010-11-06,,,,,,440750.0,
2010-11-13,,,,,,437750.0,
2010-11-20,,,,,,431500.0,
2010-11-27,,,,,,426250.0,
2010-12-01,27419.0,6899.0,8935.0,,2259.2,,1.4
2010-12-04,,,,,,424750.0,
2010-12-11,,,,,,423000.0,
2010-12-18,,,,,,427250.0,
2010-12-25,,,,,,420250.0,
2011-01-01,26987.0,6816.0,8470.0,,2231.7,416500.0,1.4
2011-01-08,,,,,,418750.0,
2011-01-15,,,,,,418000.0,
2011-01-22,,,,,,428500.0,
2011-01-29,,,,,,430250.0,
2011-02-01,26872.0,6741.0,8464.0,,2266.0,,1.3
2011-02-05,,,,,,422250.0,
2011-02-12,,,,,,423250.0,
2011-02-19,,,,,,410250.0,
2011-02-26,,,,,,401500.0,
2011-03-01,27282.0,6735.0,8645.0,,2297.2,,1.4
2011-03-05,,,,,,404500.0,
2011-03-12,,,,,,399250.0,
2011-03-19,,,,,,402500.0,
2011-03-26,,,,,,406000.0,
2011-04-01,27333.0,6823.0,8652.0,,2292.2,,1.4
2011-04-02,,,,,,401250.0,
2011-04-09,,,,,,404250.0,
2011-04-16,,,,,,403000.0,
2011-04-23,,,,,,408750.0,
2011-04-30,,,,,,427000.0,
2011-05-01,27381.0,6880.0,8576.0,,2294.1,,1.4
2011-05-07,,,,,,431750.0,
2011-05-14,,,,,,434750.0,
2011-05-21,,,,,,435000.0,
2011-05-28,,,,,,422500.0,
2011-06-01,27469.0,6946.0,8427.0,,2282.2,,1.5
2011-06-04,,,,,,419500.0,
2011-06-11,,,,,,419250.0,
2011-06-18,,,,,,417500.0,
2011-06-25,,,,,,418250.0,
2011-07-01,27432.0,6850.0,8281.0,,2273.4,,1.4
2011-07-02,,,,,,417000.0,
2011-07-09,,,,,,415750.0,
2011-07-16,,,,,,416750.0,
2011-07-23,,,,,,414250.0,
2011-07-30,,,,,,411250.0,
2011-08-01,27296.0,6940.0,8788.0,,2314.5,,1.4
2011-08-06,,,,,,410500.0,
2011-08-13,,,,,,407750.0,
2011-08-20,,,,,,408750.0,
2011-08-27,,,,,,409500.0,
2011-09-01,27644.0,6995.0,9166.0,,2344.9,,1.4
2011-09-03,,,,,,411750.0,
2011-09-10,,,,,,416750.0,
2011-09-17,,,,,,418500.0,
2011-09-24,,,,,,417750.0,
2011-10-01,27474.0,6917.0,8657.0,,2363.1,415500.0,1.4
2011-10-08,,,,,,410750.0,
2011-10-15,,,,,,404000.0,
2011-10-22,,,,,,403250.0,
2011-10-29,,,,,,401750.0,
2011-11-01,27434.0,6946.0,8447.0,,2376.1,,1.4
2011-11-05,,,,,,397250.0,
2011-11-12,,,,,,394250.0,
2011-11-19,,,,,,389750.0,
2011-11-26,,,,,,389250.0,
2011-12-01,27168.0,6977.0,8171.0,,2404.3,,1.4
2011-12-03,,,,,,388000.0,
2011-12-10,,,,,,384250.0,
2011-12-17,,,,,,380000.0,
2011-12-24,,,,,,377250.0,
2011-12-31,,,,,,374500.0,
2012-01-01,27834.0,7022.0,8305.0,,2428.9,,1.3
2012-01-07,,,,,,398750.0,
2012-01-14,,,,,,384500.0,
2012-01-21,,,,,,378750.0,
2012-01-28,,,,,,377750.0,
2012-02-01,27582.0,6966.0,8238.0,,2470.9,,1.4
2012-02-04,,,,,,372000.0,
2012-02-11,,,,,,370500.0,
2012-02-18,,,,,,365000.0,
2012-02-25,,,,,,363250.0,
2012-03-01,27023.0,6954.0,7775.0,,2466.4,,1.3
2012-03-03,,,,,,365000.0,
2012-03-10,,,,,,367000.0,
2012-03-17,,,,,,369250.0,
2012-03-24,,,,,,368750.0,
2012-03-31,,,,,,364500.0,
2012-04-01,27508.0,6903.0,7913.0,,2472.5,,1.4
2012-04-07,,,,,,369000.0,
2012-04-14,,,,,,372250.0,
2012-04-21,,,,,,378250.0,
2012-04-28,,,,,,381750.0,
2012-05-01,28054.0,6980.0,8101.0,,2482.4,,1.5
2012-05-05,,,,,,378250.0,
2012-05-12,,,,,,375250.0,
2012-05-19,,,,,,371250.0,
2012-05-26,,,,,,373500.0,
2012-06-01,27674.0,6804.0,8072.0,,2505.9,,1.4
2012-06-02,,,,,,374500.0,
2012-06-09,,,,,,378000.0,
2012-06-16,,,,,,381250.0,
2012-06-23,,,,,,381000.0,
2012-06-30,,,,,,379750.0,
2012-07-01,27746.0,6916.0,8082.0,,2516.4,,1.3
2012-07-07,,,,,,374000.0,
