date,Total Building Permits Period %,Single-Family Permits Period %,2-4 Unit Permits Period %,5+ Unit Permits Period %,Permits - Northeast Period %,Permits - Midwest Period %,Permits - South Period %,Permits - West Period %
1982-11-01,6.9626,12.1766,10.4651,-2.2167,4.7244,2.1277,7.4797,9.3985
1982-12-01,9.9268,2.4423,21.0526,21.1587,-14.2857,13.1944,12.708,13.0584
1983-01-01,5.5514,14.3046,-1.7391,-6.4449,29.8246,11.0429,2.6846,0.9119
1983-02-01,3.1557,-4.635,4.4248,17.7778,24.3243,-9.3923,3.5294,-0.3012
1983-03-01,0.2719,3.7667,5.9322,-6.4151,-22.2826,7.9268,6.4394,-5.7402
1983-04-01,6.1695,2.3419,12.8,11.0887,9.7902,-0.565,2.0166,19.5513
1983-05-01,6.5773,9.7254,-1.4184,3.6298,-1.2739,10.2273,6.3953,8.5791
1983-06-01,5.9916,6.8822,3.5971,5.0788,18.0645,3.6082,3.2787,8.642
1983-07-01,1.4698,-6.3415,-1.3889,15.5,2.1858,-6.4677,5.8201,-4.5455
1983-08-01,-4.5682,-3.8542,-2.8169,-5.9163,0.0,10.1064,-8.3,-4.2857
1983-09-01,-7.4723,-4.8754,-0.7246,-12.5767,-6.9519,-8.6957,-10.4689,-0.2488
1983-10-01,8.265,6.3781,10.9489,10.5263,-1.7241,6.8783,12.7893,3.99
1983-11-01,-2.7972,0.8565,-3.2895,-8.0952,-7.6023,-4.9505,-1.7279,-2.1583
1983-12-01,-2.458,-0.3185,-1.3605,-6.2176,13.2911,-6.25,-9.5604,9.0686
1984-01-01,11.6165,6.8158,2.069,22.4678,-2.2346,36.6667,8.1409,13.4831
1984-02-01,9.4163,13.7587,11.4865,2.406,30.8571,18.6992,6.9663,1.7822
1984-03-01,-13.1857,-14.8992,-2.4242,-12.9222,-17.9039,-33.2192,-12.7101,-0.5837
1984-04-01,2.9565,-0.309,-3.1056,9.9494,3.1915,18.4615,4.9338,-6.2622
1984-05-01,-1.9707,-2.376,-2.5641,-1.227,8.7629,-8.658,-2.6376,-1.8789
1984-06-01,4.193,-1.4815,-2.6316,14.1304,-8.0569,4.7393,5.3004,7.4468
1984-07-01,-11.5215,-7.304,-4.7297,-18.2313,-3.6082,-2.7149,-13.0872,-15.6436
1984-08-01,-4.6729,-1.6222,-7.0922,-8.4859,-0.5348,-11.6279,-4.6332,-3.0516
1984-09-01,-0.4575,2.9446,-4.5802,-4.7273,10.7527,-4.7368,-0.9447,-2.6634
1984-10-01,-2.1668,-4.5767,-1.6,1.7176,-6.7961,3.8674,-3.2698,-0.4975
1984-11-01,10.2685,3.3573,3.252,22.7017,18.2292,17.0213,5.7746,11.25
1984-12-01,-1.0347,1.8561,3.937,-5.8104,4.4053,-2.7273,-0.6658,-3.5955
1985-01-01,2.091,3.0752,1.5152,0.8117,20.2532,-11.6822,-3.0831,7.9254
1985-02-01,0.1205,7.0718,-22.3881,-5.153,-4.5614,1.0582,-4.8409,10.3672
1985-03-01,3.911,2.8896,30.7692,0.8489,-2.2059,23.0366,10.7558,-9.1977
1985-04-01,-3.6479,-7.0211,-13.2353,4.2088,-2.6316,-2.9787,-4.3307,-3.4483
1985-05-01,2.7043,-0.6472,5.0847,7.2698,0.3861,6.5789,4.1152,-0.2232
1985-06-01,0.4096,2.6059,2.4194,-3.012,1.1538,0.0,-0.9223,2.4609
1985-07-01,-1.1072,1.0582,-7.874,-2.9503,-8.7452,0.4115,-0.7979,1.9651
1985-08-01,6.541,4.8168,5.1282,9.44,9.1667,4.918,4.5576,9.2077
1985-09-01,5.9735,-3.7962,4.065,20.614,-8.0153,-7.0312,-0.5128,29.6078
1985-10-01,-9.0292,3.5306,-15.625,-22.6667,12.4481,1.6807,-3.4794,-27.2315
1985-11-01,-2.926,-4.7141,3.7037,-1.2539,0.738,-13.6364,-2.5367,-0.2079
1985-12-01,6.0284,1.7895,-2.6786,13.9683,-9.5238,33.4928,14.5205,-10.0
1986-01-01,2.9543,10.031,20.1835,-9.1922,12.1457,3.2258,-5.9809,14.8148
1986-02-01,-4.3313,-4.4173,-13.7405,-2.3006,-8.6643,0.0,-4.0712,-4.8387
1986-03-01,0.7357,-0.295,-11.5044,4.5526,4.7431,-5.5556,-4.9072,11.4407
1986-04-01,4.382,11.144,15.0,-7.5075,12.8302,15.4412,1.5342,-1.711
1986-05-01,-3.2831,-3.3718,3.4783,-4.3831,-4.6823,-5.7325,-4.1209,0.1934
1986-06-01,-0.3895,1.6529,-10.9244,-2.0374,-0.3509,-2.3649,3.7249,-4.8263
1986-07-01,-0.5587,-0.4517,0.9434,-1.0399,6.338,2.7682,-3.1768,-2.6369
1986-08-01,-3.0337,-4.1742,1.8692,-1.7513,-5.9603,2.3569,-5.5635,-0.8333
1986-09-01,-2.3175,1.9886,-7.3394,-9.4474,7.0423,-10.1974,-4.6828,0.4202
1986-10-01,-0.6524,-2.507,5.9406,1.9685,-10.1974,-3.2967,0.317,5.6485
1986-11-01,-1.8507,-2.1905,-13.0841,1.1583,-2.9304,11.7424,-4.1074,-5.5446
1986-12-01,15.7543,15.2872,12.9032,17.1756,10.1887,6.1017,-2.6359,48.218
1987-01-01,-11.1929,-8.1081,-4.7619,-18.241,-2.0548,12.1406,-3.5533,-31.6832
1987-02-01,-0.0592,9.8346,3.0,-22.1116,6.993,5.698,5.7895,-15.3209
1987-03-01,0.8881,-5.272,-5.8252,21.4834,3.5948,-14.0162,3.6484,8.313
1987-04-01,-6.0446,-6.6254,0.0,-5.8947,-9.4637,-6.5831,-3.36,-6.9977
1987-05-01,-6.3086,-4.825,-6.1856,-9.8434,-6.9686,-6.7114,-4.6358,-8.0097
1987-06-01,1.4667,0.8946,-5.4945,4.4665,1.8727,-3.5971,1.9097,4.2216
1987-07-01,-0.3942,-1.8719,2.3256,2.6128,2.5735,-0.7463,-5.7922,5.8228
1987-08-01,-0.3298,1.2048,-3.4091,-3.2407,-7.1685,-5.2632,8.1374,-3.8278
1987-09-01,0.1985,-1.8849,0.0,5.2632,-4.2471,12.6984,-3.5117,0.7463
1987-10-01,-4.4254,-2.9323,-8.2353,-7.0455,-1.6129,-1.7606,-3.9861,-8.642
1987-11-01,0.6911,1.3542,6.4103,-1.956,10.6557,-4.3011,-2.1661,2.1622
1987-12-01,-7.687,-2.3638,-2.4096,-21.6958,-5.9259,-13.1086,-11.6236,0.5291
1988-01-01,-7.5093,-5.3684,-16.0494,-11.7834,0.3937,-4.7414,-11.8998,-8.9474
1988-02-01,15.5949,10.2336,7.3529,35.0181,-2.7451,15.8371,34.5972,5.7803
1988-03-01,6.0501,4.8436,15.0685,7.4866,20.1613,8.2031,-2.993,9.0164
1988-04-01,-6.2951,-8.3734,-13.0952,0.4975,-18.1208,-3.2491,-5.9891,0.0
1988-05-01,1.0497,3.7815,4.1096,-5.9406,-1.2295,0.0,2.8958,0.7519
1988-06-01,2.8393,2.1255,1.3158,5.0,-2.4896,3.7313,5.8161,1.4925
1988-07-01,-3.0976,-2.8741,-2.5974,-3.7594,-2.5532,-7.554,-2.1277,-1.7157
1988-08-01,1.4593,2.2449,-6.6667,1.0417,-5.6769,-3.5019,0.7246,9.7257
1988-09-01,-1.6438,-2.6946,5.7143,-0.2577,-12.037,4.4355,-2.518,1.1364
1988-10-01,5.571,4.9231,10.8108,6.2016,14.7368,0.3861,4.797,5.618
1988-11-01,-0.5277,-0.4888,-7.3171,0.7299,-8.7156,-4.2308,1.2324,3.1915
1988-12-01,-0.4642,3.1434,-1.3158,-9.1787,1.005,39.3574,-5.2174,-15.8763
1989-01-01,-2.3318,-0.9524,-5.3333,-5.5851,16.4179,-19.3084,2.0183,-2.9412
1989-02-01,-5.6617,-9.3269,15.493,0.8451,-15.3846,-4.2857,-6.8345,0.7576
1989-03-01,-12.2198,-8.8017,-18.2927,-19.8324,-10.101,-9.3284,-14.8649,-11.7794
1989-04-01,13.3443,10.2326,0.0,25.784,13.4831,4.1152,19.0476,12.5
1989-05-01,0.3634,-4.0084,7.4627,10.5263,-13.3663,-1.1858,2.0952,6.0606
1989-06-01,-4.2723,-3.0769,-11.1111,-5.7644,0.5714,-3.6,-5.4104,-5.2381
1989-07-01,-2.9501,3.5147,4.6875,-19.4149,-6.25,-2.9046,-4.7337,0.7538
1989-08-01,3.9751,2.4096,4.4776,8.5809,8.4848,11.5385,6.4182,-5.2369
1989-09-01,-1.4993,1.3904,-11.4286,-7.5988,-4.4693,-4.9808,-1.9455,2.8947
1989-10-01,3.8813,0.5274,-1.6129,15.4605,-2.3392,11.6935,-0.7937,7.6726
1989-11-01,-1.5385,3.4627,4.918,-16.2393,1.1976,-2.8881,-2.2,-0.9501
1989-12-01,5.8036,-0.3043,-1.5625,27.8912,0.0,-13.3829,7.5665,18.4652
1990-01-01,22.9255,0.6104,34.9206,79.2553,14.2012,98.2833,24.7148,-11.5385
1990-02-01,-23.9703,-2.6289,-29.4118,-54.5994,-5.1813,-39.1775,-30.6402,-6.1785
1990-03-01,-6.2453,-5.296,-6.6667,-9.1503,-18.0328,-11.032,0.8791,-5.6098
1990-04-01,-8.8283,-10.307,3.5714,-6.4748,-20.6667,-3.6,-6.7538,-10.0775
1990-05-01,-6.0739,-3.0562,-12.069,-14.2308,5.8824,-9.1286,-4.2056,-10.3448
1990-06-01,3.8425,0.2522,-5.8824,18.8341,-3.1746,3.653,2.6829,8.3333
1990-07-01,-2.7076,-2.5157,22.9167,-7.9245,-5.7377,-0.8811,-1.1876,-4.7337
1990-08-01,-0.8349,-1.4194,5.0847,-0.4098,0.0,-1.3333,-1.4423,0.0
1990-09-01,-8.6997,-5.6283,-22.5806,-14.8148,-1.7391,-2.2523,-9.0244,-15.2174
1990-10-01,-5.2254,-1.8031,-4.1667,-17.3913,0.0,-10.5991,-3.2172,-5.8608
1990-11-01,1.7297,-3.6723,-10.8696,27.4854,-4.4248,4.1237,4.7091,-1.5564
1990-12-01,-8.5016,-3.9589,9.7561,-26.1468,-6.4815,-7.4257,-10.0529,-7.9051
1991-01-01,-8.7108,-10.3817,-8.8889,-1.8634,-8.9109,-3.7433,-12.6471,-6.867
1991-02-01,8.5242,15.8433,2.439,-17.0886,4.3478,8.8889,14.8148,1.3825
1991-03-01,6.7995,2.0588,9.5238,30.5344,7.2917,3.5714,3.5191,14.5455
1991-04-01,0.5488,6.9164,0.0,-25.1462,4.8544,2.4631,3.1161,-6.3492
1991-05-01,8.1878,2.8302,-15.2174,47.6562,-0.9259,4.8077,7.4176,16.5254
1991-06-01,-2.7245,0.0,23.0769,-19.0476,1.8692,0.0,-3.3248,-5.8182
1991-07-01,0.9336,3.1455,-14.5833,-5.2288,1.8349,3.211,3.4392,-5.0193
1991-08-01,-2.9805,-1.906,-2.439,-8.9655,2.7027,-3.5556,-4.0921,-3.252
1991-09-01,3.178,2.0725,10.0,7.5758,-4.386,-1.8433,9.0667,2.1008
1991-10-01,1.7454,-0.1269,-6.8182,14.7887,11.9266,7.5117,-6.1125,5.3498
1991-11-01,-0.7064,0.2541,12.1951,-8.589,0.0,-3.4934,3.6458,-5.0781
1991-12-01,7.8252,8.9987,-10.8696,7.3826,-7.377,8.5973,8.5427,13.5802
1992-01-01,1.508,3.8372,7.3171,-12.5,12.3894,9.5833,-2.3148,-3.9855
1992-02-01,6.4067,6.495,-2.2727,8.5714,1.5748,18.251,2.3697,3.3962
1992-03-01,-5.5846,-5.6782,2.3256,-7.2368,-4.6512,-14.791,3.0093,-9.1241
1992-04-01,-2.5878,-3.233,-2.2727,1.4184,-4.065,-8.3019,-4.4944,7.6305
1992-05-01,0.1898,1.9585,4.6512,-11.8881,5.9322,6.1728,-1.4118,-5.2239
1992-06-01,0.0947,0.339,2.2222,-2.381,-2.4,-6.2016,4.2959,0.7874
1992-07-01,3.0274,-0.4505,-8.6957,32.5203,5.7377,4.1322,0.9153,4.2969
1992-08-01,-1.2856,-0.1131,26.1905,-14.7239,-3.876,0.7937,-3.6281,1.8727
1992-09-01,3.6279,3.5108,-16.9811,12.2302,2.4194,3.1496,5.1765,2.2059
1992-10-01,1.6158,3.2823,13.6364,-11.5385,-8.6614,-3.0534,8.5011,-0.3597
1992-11-01,-1.2367,0.1059,-4.0,-9.4203,15.5172,2.3622,-7.6289,-0.361
1992-12-01,5.1878,7.619,-6.25,-8.8,-3.7313,7.6923,6.6964,4.7101
1993-01-01,0.085,-2.7532,4.4444,23.6842,10.0775,0.3571,1.4644,-6.9204
1993-02-01,-2.4639,-3.64,10.6383,1.4184,0.7042,-4.9822,0.2062,-6.3197
1993-03-01,-8.0139,-7.5551,-15.3846,-8.3916,-24.4755,-5.2434,-12.963,7.9365
1993-04-01,4.5455,4.6538,18.1818,-0.7634,8.3333,-5.1383,12.2931,0.0
1993-05-01,0.7246,-1.1931,-7.6923,17.6923,9.4017,7.0833,-3.5789,-1.1029
1993-06-01,1.6187,2.3052,6.25,-3.9216,0.7812,3.5019,-0.655,4.0892
1993-07-01,3.8938,4.8283,3.9216,-2.0408,-1.5504,-1.8797,9.8901,2.1429
1993-08-01,4.77,2.3541,-1.8868,23.6111,2.3622,7.6628,4.4,3.8462
1993-09-01,1.7073,2.8,13.4615,-7.8652,5.3846,1.7794,-1.5326,5.7239
1993-10-01,2.8777,4.1829,-1.6949,-3.6585,6.5693,4.5455,5.2529,-4.1401
1993-11-01,5.439,5.042,0.0,10.1266,-3.4247,10.0334,2.9575,9.6346
1993-12-01,7.664,3.2,-5.1724,40.8046,21.2766,-0.9119,15.9785,-3.6364
1994-01-01,-4.8597,-4.2205,23.6364,-14.2857,-40.3509,-8.589,-7.2755,22.956
1994-02-01,-8.705,-4.2266,-17.6471,-29.5238,9.8039,-6.7114,-9.015,-14.578
1994-03-01,5.7526,1.2207,8.9286,37.1622,8.0357,9.7122,5.6881,1.7964
1994-04-01,3.7258,0.5566,1.6393,21.1823,11.5702,0.3279,4.1667,3.2353
1994-05-01,0.2874,2.3985,6.4516,-10.5691,5.9259,2.9412,-1.3333,-1.4245
1994-06-01,-2.7937,-3.8739,-12.1212,5.4545,2.0979,-4.4444,-4.5608,-0.289
1994-07-01,-1.6212,-2.4367,3.4483,0.8621,10.274,-0.3322,0.354,-11.0145
1994-08-01,3.1461,1.2488,0.0,12.3932,-11.1801,1.0,3.8801,11.4007
1994-09-01,2.5418,0.1898,0.0,12.5475,-5.5944,-2.6403,3.2258,9.3567
1994-10-01,-1.0623,-1.3258,13.3333,-3.0405,-2.963,7.7966,-2.7961,-4.5455
1994-11-01,-4.0802,-2.6871,-2.9412,-9.4077,4.5802,-6.2893,-0.1692,-11.7647
1994-12-01,4.1791,7.1006,-6.0606,-4.6154,21.8978,8.3893,2.2034,-3.8095
1995-01-01,-8.1662,-10.9576,6.4516,0.4032,-16.7665,-11.7647,-5.9701,-3.9604
1995-02-01,-2.1841,-5.274,-21.2121,14.8594,-19.4245,-3.8596,-5.4674,14.0893
1995-03-01,-2.2329,-0.2183,23.0769,-13.2867,14.2857,0.0,4.1045,-19.8795
1995-04-01,2.6917,1.2035,-6.25,10.4839,0.7812,1.4599,-3.405,17.6692
1995-05-01,0.9531,3.5676,1.6667,-8.0292,-6.2016,0.0,1.2987,4.1534
1995-06-01,2.6751,2.5052,4.918,2.7778,-1.6529,6.1151,3.4799,0.0
1995-07-01,3.7548,3.7678,-4.6875,5.7915,-1.6807,2.7119,5.8407,3.0675
1995-08-01,2.3634,2.5515,3.2787,1.4599,3.4188,2.3102,0.3344,5.6548
1995-09-01,2.5253,3.2536,7.9365,-1.4388,5.7851,1.6129,6.3333,-4.2254
1995-10-01,-1.4778,-2.5023,-4.4118,3.2847,0.0,2.2222,-0.627,-7.0588
1995-11-01,2.1429,0.7605,7.6923,6.0071,-1.5625,-2.4845,-1.8927,16.4557
1995-12-01,0.8392,2.9245,-11.4286,-3.6667,2.381,-4.4586,-0.6431,7.337
1996-01-01,-3.8141,-3.6664,1.6129,-5.5363,-24.8062,4.3333,-1.2945,-7.0886
1996-02-01,2.3792,3.235,-4.7619,0.7326,19.5876,1.5974,0.8197,1.0899
1996-03-01,1.1972,2.1198,0.0,-2.1818,18.1034,5.3459,-3.0894,-0.5391
1996-04-01,1.8093,0.0,23.3333,4.461,5.8394,-0.597,6.7114,-5.4201
1996-05-01,-0.4101,-1.083,-10.8108,4.9822,-4.1379,-5.7057,4.2453,-2.2923
1996-06-01,-1.9218,-0.6387,-3.0303,-6.4407,-5.036,-2.2293,-3.4691,2.6393
1996-07-01,1.4696,-1.3774,4.6875,11.9565,3.7879,10.0977,-3.5937,2.2857
1996-08-01,-2.5517,-1.2104,-5.9701,-6.4725,7.2993,-7.6923,1.6207,-8.6592
1996-09-01,-1.4862,-2.262,11.1111,-1.3841,-2.7211,-2.8846,-4.6252,6.422
1996-10-01,-2.4425,-2.6037,-2.8571,-1.7544,-0.6993,0.6601,-2.8428,-5.1724
1996-11-01,3.9764,2.0792,0.0,11.7857,-1.4085,2.623,9.4664,-2.1212
1996-12-01,-0.0708,-1.5519,-8.8235,6.7093,1.4286,-1.278,-1.1006,2.4768
1997-01-01,-2.0553,3.0542,3.2258,-18.5629,12.6761,-4.5307,-6.2003,1.8127
1997-02-01,4.5586,2.2945,1.5625,13.9706,8.125,2.0339,3.2203,7.4184
1997-03-01,-0.6228,-3.6449,1.5385,9.3548,-11.5607,-0.3322,6.2397,-7.1823
1997-04-01,-1.0446,2.2308,6.0606,-12.3894,-15.6863,4.0,-0.1546,-0.5952
1997-05-01,-0.4926,-0.759,-7.1429,2.0202,2.3256,-7.3718,-4.3344,12.2754
1997-06-01,-0.8487,1.0516,3.0769,-8.2508,6.8182,4.1522,0.9709,-10.4
1997-07-01,2.7104,-0.6623,10.4478,13.6691,-3.5461,-4.6512,5.4487,6.8452
1997-08-01,0.625,1.0476,-12.1622,2.2152,3.6765,7.6655,-4.8632,3.8997
1997-09-01,3.1056,2.8275,3.0769,4.0248,-2.1277,-1.6181,4.4728,6.7024
1997-10-01,0.3347,0.6416,13.4328,-3.2738,-2.8986,-2.3026,3.5168,-1.7588
1997-11-01,-2.0013,-0.4554,-18.4211,-3.3846,5.2239,0.0,-3.6928,-3.0691
1997-12-01,-0.885,-1.1894,24.1935,-4.7771,5.6738,3.367,-4.7546,0.0
1998-01-01,6.7995,7.2222,-7.7922,9.0301,16.1074,9.4463,5.475,3.1662
1998-02-01,5.9164,2.8497,8.4507,16.2577,-1.7341,11.0119,7.3282,2.5575
1998-03-01,-2.5501,-2.4349,-7.7922,-1.847,-12.3529,-15.2815,6.2589,-1.995
1998-04-01,-3.6137,-0.4303,-19.7183,-10.4839,-6.0403,-3.7975,-7.6305,5.0891
1998-05-01,0.4525,0.6914,15.7895,-3.003,1.4286,5.5921,4.7826,-10.8959
1998-06-01,-0.1931,-1.4592,10.6061,2.1672,9.1549,-2.1807,-4.9793,7.337
1998-07-01,3.804,2.8746,4.1096,6.9697,1.9355,-0.3185,6.9869,2.2785
1998-08-01,2.7329,1.2701,-5.2632,9.3484,-0.6329,-1.278,7.483,-1.4851
1998-09-01,-4.6554,-0.7525,-5.5556,-16.5803,3.1847,3.2362,-10.3797,-2.5126
1998-10-01,9.0044,2.5274,2.9412,34.1615,7.4074,5.9561,11.4407,7.732
1998-11-01,-2.7341,2.5472,-15.7143,-15.5093,0.0,-2.3669,-9.1255,7.8947
1998-12-01,4.1866,5.5288,27.1186,-4.1096,2.8736,23.6364,4.6025,-10.1996
1999-01-01,-0.5741,-4.4039,8.0,12.0,-6.7039,-21.3235,7.2,8.642
1999-02-01,-0.6928,2.5417,-16.0494,-7.9082,5.3892,6.8536,-0.2488,-9.3182
1999-03-01,-3.1977,-4.0279,-4.4118,0.0,-5.1136,2.0408,-7.7307,2.2556
1999-04-01,-3.9039,-0.9685,0.0,-14.6814,-0.5988,-2.5714,-5.4054,-3.6765
1999-05-01,2.5,2.2005,-10.7692,6.4935,-3.6145,1.7595,1.7143,7.1247
1999-06-01,3.7805,1.7544,10.3448,10.3659,9.375,-2.5937,7.0225,1.4252
1999-07-01,-1.1751,0.0,-3.125,-4.9724,-7.4286,-0.2959,1.0499,-3.2787
1999-08-01,-0.654,-2.5862,6.4516,5.2326,2.4691,2.0772,-0.3896,-4.6005
1999-09-01,-7.1813,-3.6203,-3.0303,-20.1657,-7.2289,-2.3256,-11.0821,-3.8071
1999-10-01,6.3185,0.8347,-1.5625,30.7958,-5.1948,2.0833,13.1965,2.3747
1999-11-01,1.3948,2.0695,9.5238,-2.1164,15.7534,10.2041,-4.5337,0.0
1999-12-01,0.6579,1.9465,2.8986,-4.0541,2.9586,-4.2328,1.2212,3.3505
2000-01-01,2.6144,1.5911,-9.8592,8.7324,10.3448,4.1436,-2.681,7.7307
2000-02-01,-2.0266,-2.8191,9.375,-1.2953,-8.3333,-2.9178,1.2397,-3.9352
2000-03-01,-2.4232,0.967,-7.1429,-12.5984,-1.1364,0.0,-2.7211,-4.5783
2000-04-01,-3.2707,-4.8683,-6.1538,3.3033,-4.023,-5.1913,-3.7762,-0.2525
2000-05-01,-3.3813,-0.8389,14.7541,-15.407,-2.994,-8.6455,0.436,-5.5696
2000-06-01,1.8795,-2.1997,-12.8571,21.9931,-1.2346,0.3155,0.4342,7.2386
2000-07-01,-1.9084,-0.346,-6.5574,-6.1972,-0.625,-0.3145,-0.4323,-6.25
2000-08-01,0.6485,1.8229,19.2982,-6.6066,-2.5157,-3.7855,-1.013,8.8
2000-09-01,1.1598,1.364,-1.4706,0.9646,9.0323,-0.3279,3.5088,-4.6569
2000-10-01,0.4459,2.9437,1.4925,-9.2357,-5.3254,8.5526,-1.8362,0.7712
2000-11-01,2.3462,-1.3072,-2.9412,19.2982,3.125,-12.1212,5.4676,8.6735
2000-12-01,-4.399,-2.3179,-9.0909,-10.8824,-6.6667,-7.5862,-7.5034,3.9906
2001-01-01,10.1102,6.0169,1.6667,27.7228,-2.5974,23.1343,9.1445,8.1264
2001-02-01,-2.5309,-0.7194,13.1148,-10.8527,26.0,0.0,-2.5676,-13.1524
2001-03-01,0.1812,-0.8052,0.0,3.7681,-16.4021,1.8182,0.9709,5.0481
2001-04-01,0.4219,2.1916,-5.7971,-4.4693,0.0,-0.8929,2.1978,-1.373
2001-05-01,-0.06,-1.5091,6.1538,4.0936,-3.1646,0.3003,1.6129,-2.0882
2001-06-01,-2.3423,0.9677,17.3913,-17.6966,-1.3072,4.7904,-4.8942,-3.7915
2001-07-01,-1.722,-1.3578,-23.4568,2.7304,5.9603,-3.4286,-1.3908,-3.6946
2001-08-01,1.0638,0.4858,4.8387,2.6578,0.625,-2.9586,0.2821,6.1381
2001-09-01,-3.096,-3.9484,-16.9231,3.2362,-7.4534,-2.1341,-1.6878,-4.5783
2001-10-01,0.0639,-0.5872,11.1111,0.627,11.4094,-3.4268,1.1445,-3.2828
2001-11-01,5.4278,3.7131,3.3333,12.1495,-3.012,14.1935,7.0721,-1.0444
2001-12-01,1.7565,1.7901,17.7419,-1.1111,6.2112,-3.6723,1.9815,4.4855
2002-01-01,-0.8929,2.7178,-5.4795,-12.6404,0.0,0.8798,-0.5181,-3.5354
2002-02-01,7.3273,9.0272,-4.3478,2.8939,23.3918,6.686,5.2083,4.9738
2002-03-01,-5.3721,-7.9943,9.0909,3.125,-28.436,-7.0845,-3.0941,3.7406
2002-04-01,-1.301,-0.3103,-5.5556,-4.2424,9.2715,-2.0528,-3.576,-0.2404
2002-05-01,2.8161,0.3113,4.4118,12.6582,9.0909,3.5928,1.5894,1.9277
2002-06-01,2.4476,1.9395,15.493,1.6854,-2.2222,0.289,6.5189,-1.182
2002-07-01,-1.1377,-0.5327,-15.8537,0.0,0.5682,1.4409,-2.5704,-1.1962
2002-08-01,-2.4741,0.7651,4.3478,-15.4696,-6.7797,-3.125,-3.5176,1.937
2002-09-01,6.3717,3.7206,27.7778,12.7451,11.5152,5.8651,2.8646,11.1639
2002-10-01,-0.2219,1.1713,-22.8261,0.2899,-6.5217,-0.554,0.6329,1.0684
2002-11-01,-1.5564,0.0,-1.4085,-7.8035,-6.3953,-5.8496,-1.6352,3.5941
2002-12-01,7.0582,1.9537,11.4286,28.2132,9.9379,18.9349,9.4629,-5.9184
2003-01-01,-4.6414,0.4968,14.1026,-25.9169,-4.5198,-8.7065,-7.0093,3.2538
2003-02-01,2.5442,-4.1667,-10.1124,37.6238,-1.7751,-10.0817,1.5075,15.5462
2003-03-01,-5.2319,0.1474,-7.5,-22.3022,-1.2048,2.7273,-0.8663,-17.6364
2003-04-01,2.6181,2.3547,14.8649,0.9259,4.878,4.4248,2.372,0.883
2003-05-01,1.7748,-0.1438,-3.5294,11.315,2.907,1.1299,0.0,5.0328
2003-06-01,2.1798,5.1836,-3.6585,-7.967,-3.3898,8.1006,4.7561,-4.5833
2003-07-01,0.5333,1.1636,-2.5316,-1.4925,7.6023,-2.8424,-1.6298,4.8035
2003-08-01,4.2971,2.9093,7.7922,9.697,10.8696,3.1915,4.7337,1.875
2003-09-01,-0.2543,0.789,10.8434,-7.1823,-11.2745,1.2887,0.791,1.227
2003-10-01,2.6007,2.1526,-13.0435,8.9286,10.4972,-3.8168,1.6816,6.4646
2003-11-01,-4.672,-3.3844,17.5,-15.0273,-5.0,3.9683,-6.8357,-7.0209
2003-12-01,3.5975,2.3794,-19.1489,16.3987,5.2632,-5.8524,9.5858,0.2041
2004-01-01,-1.7614,-0.6456,22.3684,-11.6022,-4.5,-2.1622,-3.0238,2.0367
2004-02-01,0.7172,1.6244,-6.4516,-1.5625,-2.0942,-3.0387,1.6704,2.7944
2004-03-01,5.0865,5.3708,14.9425,0.9524,10.6952,7.1225,3.943,3.6893
2004-04-01,0.1936,-1.8811,-6.0,12.8931,-3.3816,1.0638,0.3161,0.7491
2004-05-01,3.8647,3.5869,-5.3191,7.5209,1.0,-2.6316,7.3529,3.3457
2004-06-01,-6.0465,-3.5821,-6.7416,-16.5803,2.4752,-5.4054,-8.9041,-4.3165
2004-07-01,4.5545,0.3096,27.7108,19.8758,-4.3478,3.7143,5.9076,6.203
2004-08-01,-2.6515,-0.679,-21.6981,-5.6995,-9.0909,5.7851,-2.8398,-5.4867
2004-09-01,-0.7296,-1.4295,-3.6145,3.022,11.1111,-0.2604,-2.8184,-1.3109
2004-10-01,2.7438,0.4414,8.75,11.2,-8.5,-3.9164,9.5596,-0.1898
2004-11-01,-0.8584,-1.3183,5.7471,-0.4796,10.929,-6.7935,-7.0588,11.2167
2004-12-01,0.1443,2.6081,-2.1739,-8.6747,-6.4039,14.2857,-0.211,-5.2991
2005-01-01,2.7378,2.5418,-15.5556,7.9156,3.6842,-14.7959,11.0994,0.5415
2005-02-01,-1.1688,-1.451,17.1053,-3.423,0.0,10.1796,-5.3283,-0.5386
2005-03-01,-2.4598,-3.0675,-10.1124,1.7722,-7.1066,-7.6087,-0.201,-1.444
2005-04-01,4.2677,4.6835,-6.25,4.7264,10.3825,9.1176,3.2226,1.0989
2005-05-01,-3.0233,-0.6046,8.0,-14.4893,1.9802,-5.3908,-4.4878,-0.5435
2005-06-01,4.4604,2.3723,7.4074,13.3333,4.3689,1.1396,8.6823,-0.9107
2005-07-01,1.1478,2.3173,10.3448,-5.6373,-4.6512,4.507,-1.7857,6.9853
2005-08-01,0.7263,-0.3484,-9.375,8.0519,0.9756,-5.6604,5.6459,-4.1237
2005-09-01,1.9829,4.7786,1.1494,-9.375,2.8986,1.7143,-2.6268,10.9319
2005-10-01,-4.1096,-3.1146,-4.5455,-8.7533,-6.1033,1.4045,-1.7674,-10.6624
2005-11-01,2.212,-0.6889,-2.381,18.0233,6.5,-0.554,1.4205,3.9783
2005-12-01,-4.4184,-3.9884,2.439,-7.6355,-2.3474,-9.4708,-0.4669,-9.3913
2006-01-01,4.3396,1.6857,20.2381,12.5333,1.4423,7.6923,2.2514,7.6775
