date,PPI Final Demand - Finished Goods Period %,PPI Final Demand - Less Food & Energy Period %
2021-08-01,0.9571,0.4707
2021-09-01,1.7693,0.6512
2021-10-01,1.1985,0.6222
2021-11-01,1.0635,0.5932
2021-12-01,0.3956,0.587
2022-01-01,1.1561,0.8661
2022-02-01,1.8597,0.9439
2022-03-01,2.1555,0.6568
2022-04-01,0.7337,1.0164
2022-05-01,2.1798,0.8156
2022-06-01,2.7351,0.7023
2022-07-01,-1.9665,0.5342
2022-08-01,-1.2083,0.5175
2022-09-01,0.7875,0.2756
2022-10-01,0.9115,0.3743
2022-11-01,0.2414,0.453
2022-12-01,-1.078,0.2502
2023-01-01,1.3274,0.6599
2023-02-01,-0.7617,0.3229
2023-03-01,-0.773,0.3157
2023-04-01,0.2338,0.0931
2023-05-01,-1.0022,0.3071
2023-06-01,0.3892,0.0494
2023-07-01,0.0916,0.223
2023-08-01,1.6336,0.1676
2023-09-01,1.0996,0.1484
2023-10-01,-1.591,0.1123
2023-11-01,-0.3008,0.2031
2023-12-01,-0.0487,0.0241
2024-01-01,0.0959,0.3355
2024-02-01,1.1195,0.3415
2024-03-01,0.1778,0.2096
2024-04-01,0.2496,0.146
2024-05-01,-0.5819,0.2562
2024-06-01,-0.2065,0.1276
2024-07-01,0.3005,0.1365
2024-08-01,0.1321,0.2979
2024-09-01,-0.2049,0.2155
2024-10-01,0.1773,0.1332
2024-11-01,0.6548,0.2198
2024-12-01,0.6972,0.1586
2025-01-01,0.4733,0.0829
2025-02-01,0.2028,0.3165
2025-03-01,-1.0221,0.2025
2025-04-01,-0.2314,0.3222
2025-05-01,0.3139,0.3146
2025-06-01,0.412,0.2646
2025-07-01,0.4172,0.2804
2025-08-01,0.1321,0.3865
2025-09-01,0.8211,0.1948
2025-10-01,-0.4044,0.4553
2025-11-01,0.9325,0.2285
2025-12-01,-0.0634,0.294
2026-01-01,-0.6406,0.4675
2026-02-01,0.9644,0.2428
