date,Unemployment Rate Period %,U-1 Unemployed 15+ Weeks as % of Labor Force Period %,U-2 Job Losers as % of Labor Force Period %,U-4 + Discouraged Workers Period %,U-5 + Other Marginally Attached Period %,U-6 + Part-Time for Economic Reasons Period %,Unemployed Less Than 5 Weeks (000s) Period %,Unemployed 5-14 Weeks (000s) Period %,Unemployed 15-26 Weeks (000s) Period %,Unemployed 27+ Weeks (000s) Period %,Total Unemployed (000s) Period %,Median Duration of Unemployment (Weeks) Period %,Average Duration of Unemployment (Weeks) Period %
2001-09-01,2.0408,7.6923,4.1667,1.9608,0.0,6.0976,-4.3493,7.4531,12.6494,-4.4341,1.4201,4.3478,-0.7519
2001-10-01,6.0,0.0,20.0,7.6923,8.6207,6.8966,9.6581,7.7021,3.7135,10.989,7.7289,1.3889,0.7576
2001-11-01,3.7736,14.2857,3.3333,3.5714,1.5873,1.0753,-0.675,1.3829,3.4101,21.6722,4.0161,5.4795,7.5188
2001-12-01,3.6364,6.25,0.0,1.7241,3.125,2.1277,-1.7152,9.0023,8.6562,1.8083,3.1863,6.4935,1.3986
2002-01-01,0.0,5.8824,0.0,0.0,0.0,-2.0833,0.2305,-6.8287,4.3247,6.8384,-0.9203,2.439,1.3793
2002-02-01,0.0,0.0,0.0,0.0,-1.5152,1.0638,-1.9711,-1.1128,1.3818,0.9144,0.4033,-1.1905,2.0408
2002-03-01,0.0,5.5556,0.0,1.6949,1.5385,-1.0526,3.0161,-0.5433,-0.2869,9.5552,1.0834,1.2048,2.6667
2002-04-01,3.5088,5.2632,3.2258,1.6667,4.5455,3.1915,-4.6194,12.0562,0.3597,9.5489,3.5525,5.9524,5.8442
2002-05-01,-1.6949,0.0,0.0,0.0,-1.4493,-1.0309,-3.0355,-10.0279,-0.1434,8.0302,-2.3259,6.7416,3.0675
2002-06-01,0.0,5.0,0.0,-1.6393,-1.4706,-1.0417,-4.643,2.709,-0.7897,4.2567,-0.0714,15.7895,0.5952
2002-07-01,0.0,-4.7619,0.0,0.0,1.4925,1.0526,6.6396,-7.046,0.0,-3.4735,-0.0357,-19.0909,0.0
2002-08-01,-1.7241,0.0,0.0,0.0,-1.4706,0.0,1.2452,2.351,-4.9928,-0.6944,-1.025,1.1236,-2.3669
2002-09-01,0.0,0.0,-3.125,-1.6667,-1.4925,0.0,-5.2955,0.0396,5.9406,0.445,-0.6382,5.5556,6.6667
2002-10-01,0.0,5.0,3.2258,1.6949,0.0,0.0,-0.2525,-0.5542,-0.2157,4.6203,0.6787,1.0526,1.1364
2002-11-01,3.5088,0.0,3.125,1.6667,3.0303,2.0833,6.6908,-0.2787,-4.9712,5.4446,2.5641,-3.125,-1.1236
2002-12-01,1.6949,9.5238,0.0,1.6393,1.4706,0.0,-3.7966,3.3533,2.1228,10.3844,1.4085,3.2258,5.1136
2003-01-01,-3.3333,-4.3478,-3.0303,-1.6129,-1.4493,1.0204,0.6342,-0.2704,4.3059,-8.5239,-1.3889,0.0,0.0
2003-02-01,1.7241,0.0,3.125,1.6393,1.4706,2.0202,-2.0308,1.1232,-7.6868,5.9091,1.1502,-1.0417,0.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,-0.9901,1.1794,-1.6852,5.0887,-3.5408,-0.3481,2.1053,-2.1622
2003-04-01,1.6949,4.5455,0.0,1.6129,1.4493,2.0,-1.307,3.6619,4.2553,7.1746,2.9576,5.1546,7.1823
2003-05-01,1.6667,0.0,6.0606,1.5873,1.4286,-0.9804,6.9435,-1.1274,-2.2519,0.1038,1.3006,-2.9412,-2.0619
2003-06-01,3.2787,4.3478,-2.8571,3.125,1.4085,1.9802,-2.7443,4.333,4.6076,8.8647,3.4498,16.1616,4.7368
2003-07-01,-1.5873,4.1667,0.0,-3.0303,-1.3889,0.0,-6.4006,-4.6995,14.3152,-6.0952,-2.752,-10.4348,-1.005
2003-08-01,-1.6129,-4.0,0.0,0.0,0.0,-1.9417,2.9779,0.344,-6.0205,1.1663,-1.2762,-1.9417,-2.5381
2003-09-01,0.0,0.0,0.0,0.0,0.0,2.9703,-3.463,5.7143,-5.7015,0.9524,0.281,0.9901,1.5625
2003-10-01,-1.6393,0.0,-2.9412,-1.5625,-1.4085,-1.9231,0.2219,-6.5586,1.3587,-2.7309,-2.1186,1.9608,-1.0256
2003-11-01,-3.3333,-4.1667,-3.0303,-3.1746,-2.8571,-0.9804,-1.9926,-3.2395,-5.2279,2.3992,-1.7865,-0.9615,3.1088
2003-12-01,-1.7241,0.0,-3.125,-3.2787,-2.9412,-2.9703,-3.8404,-2.1523,1.4851,-3.7388,-3.0201,0.9709,-0.5025
2004-01-01,0.0,0.0,-3.2258,1.6949,1.5152,0.0,5.1292,-3.5031,1.2544,-1.0357,0.6372,1.9231,0.5051
2004-02-01,-1.7544,-4.3478,-3.3333,-1.6667,-1.4925,-1.0204,-9.6834,2.8282,-4.1982,-2.8781,-2.4253,-3.7736,1.005
2004-03-01,3.5714,4.5455,6.8966,3.3898,3.0303,3.0928,8.7423,-0.0821,-4.3822,6.8427,3.9672,0.0,-1.4925
2004-04-01,-3.4483,-13.0435,-3.2258,-3.2787,-2.9412,-4.0,5.4228,-1.3969,-12.3967,-8.9763,-3.7805,-6.8627,-1.0101
2004-05-01,0.0,5.0,-3.3333,0.0,0.0,1.0417,-2.0504,-0.9167,11.8353,-0.3324,0.5141,4.2105,1.0204
2004-06-01,0.0,0.0,-3.4483,0.0,0.0,-1.0309,-1.6893,0.3785,-1.5337,2.6681,0.9011,11.1111,3.5354
2004-07-01,-1.7857,-4.7619,3.5714,-1.6949,-1.5152,-1.0417,5.3418,-0.1257,-3.6604,-8.9875,-1.8103,-19.0909,-8.2927
2004-08-01,-1.8182,-5.0,-6.8966,0.0,-1.5385,-1.0526,-5.6738,7.5084,-2.5061,-2.439,-1.7945,3.3708,0.0
2004-09-01,0.0,5.2632,0.0,-1.7241,0.0,0.0,3.6842,-11.1978,0.2488,3.7805,-0.7885,4.3478,3.1915
2004-10-01,1.8519,5.0,3.7037,0.0,1.5625,3.1915,-0.9427,1.1863,7.8577,2.0564,1.6904,-1.0417,0.5155
2004-11-01,-1.8182,-4.7619,-3.5714,-1.7544,-3.0769,-3.0928,-3.4407,1.5632,-3.5276,-2.015,-1.6003,2.1053,1.0256
2004-12-01,0.0,0.0,0.0,0.0,0.0,-1.0638,4.928,-3.0355,1.2719,-2.879,0.0252,-2.0619,-1.5228
2005-01-01,-1.8519,-5.0,0.0,0.0,0.0,-1.0753,-4.8049,1.3228,-5.573,-0.3025,-1.8906,-1.0526,0.5155
2005-02-01,1.8868,5.2632,-3.7037,1.7857,1.5873,0.0,4.3264,2.0453,5.4032,-1.2136,2.518,-2.1277,-2.0513
2005-03-01,-3.7037,-5.0,-3.8462,-3.5088,-3.125,-1.087,-9.6762,-0.7249,-8.7539,1.9656,-3.0451,1.087,2.0942
2005-04-01,0.0,-5.2632,-4.0,-1.8182,-1.6129,-1.0989,8.2561,-1.6753,-7.6059,-3.0723,-0.8401,-3.2258,0.5128
2005-05-01,-1.9231,0.0,0.0,0.0,0.0,-1.1111,2.4554,-2.5339,7.1094,-4.4127,-0.2737,1.1111,-5.102
2005-06-01,-1.9608,-11.1111,0.0,-1.8519,-1.6393,1.1236,-3.4495,5.827,-10.0437,-10.5982,-1.6599,-1.0989,-3.7634
2005-07-01,0.0,0.0,0.0,0.0,-1.6667,-2.2222,-3.4223,0.2965,3.6893,0.3636,-1.5683,-2.2222,-1.676
2005-08-01,-2.0,6.25,-4.1667,-1.8868,0.0,1.1364,0.0779,-2.7027,8.7079,1.9565,-0.8237,4.5455,4.5455
2005-09-01,2.0408,0.0,8.6957,1.9231,1.6949,1.1236,7.5097,-0.434,-5.4264,2.2743,2.8319,-8.6957,-2.7174
2005-10-01,0.0,0.0,-4.0,-1.8868,-1.6667,-3.3333,-1.5925,0.0872,-2.5501,-1.1814,-1.324,2.381,0.0
2005-11-01,0.0,0.0,-4.1667,1.9231,1.6949,0.0,3.8249,-0.6098,4.2991,-3.6568,1.5162,-1.1628,-2.2346
2005-12-01,-2.0,-5.8824,0.0,-3.7736,-1.6667,-1.1494,-8.3245,-1.4461,-3.853,-1.0219,-3.7933,2.3529,0.0
2006-01-01,-4.0816,-6.25,-4.3478,-3.9216,-5.0847,-2.3256,-2.357,-2.4455,2.5163,-13.7168,-2.9537,-1.1494,-3.4286
2006-02-01,2.1277,13.3333,0.0,2.0408,0.0,0.0,1.9786,-4.8314,8.6364,15.3846,1.6988,5.814,5.3254
2006-03-01,-2.0833,-5.8824,4.5455,0.0,0.0,-2.381,3.182,-4.2625,-10.9623,-3.037,-1.559,-4.3956,-3.9326
2006-04-01,0.0,0.0,0.0,0.0,0.0,-1.2195,0.2256,7.1536,-3.9474,1.6807,0.6787,-3.4483,-2.3392
2006-05-01,-2.1277,-6.25,0.0,-4.0,-1.7857,1.2346,-4.5028,2.1942,-5.1859,0.1503,-1.9663,1.1905,2.3952
2006-06-01,0.0,-6.6667,-4.3478,2.0833,1.8182,2.439,6.2868,-5.1622,1.3416,-14.1035,0.3009,-14.1176,-2.924
2006-07-01,2.1739,7.1429,0.0,2.0408,1.7857,1.1905,0.5915,2.4085,0.4073,13.8865,2.4854,9.589,3.012
2006-08-01,0.0,0.0,0.0,0.0,0.0,-1.1765,-4.3366,5.6444,0.1014,0.1534,-1.1707,5.0,0.0
2006-09-01,-4.2553,0.0,-4.5455,-6.0,-7.0175,-4.7619,0.1921,-8.5931,-0.1013,-4.6708,-3.441,-4.7619,0.0
2006-10-01,-2.2222,-6.6667,0.0,-2.1277,0.0,2.5,0.3067,2.4355,-0.2028,-13.4137,-1.7526,-1.25,-4.6784
2006-11-01,2.2727,0.0,0.0,2.1739,1.8868,-1.2195,-4.0138,5.1831,4.4715,4.9165,2.1555,5.0633,-0.6135
2006-12-01,-2.2222,0.0,0.0,-2.1277,-3.7037,-2.4691,3.3851,-7.4593,-3.6965,-3.3599,-1.6007,-9.6386,-0.6173
2007-01-01,4.5455,0.0,4.7619,6.5217,5.7692,5.0633,-1.3482,10.7474,2.5253,4.3916,5.2351,10.6667,1.2422
2007-02-01,-2.1739,0.0,0.0,-2.0408,-1.8182,-2.4096,0.5076,-4.367,-5.2217,9.4654,-2.656,2.4096,2.454
2007-03-01,-2.2222,7.1429,-4.5455,-4.1667,-1.8519,-1.2346,-10.373,-1.3838,4.9896,-0.3203,-2.8295,7.0588,6.5868
2007-04-01,2.2727,0.0,4.7619,2.1739,1.8868,2.5,6.4586,1.8709,6.4356,-3.1325,1.7679,-5.4945,-5.0562
2007-05-01,-2.2222,0.0,0.0,0.0,-1.8519,0.0,0.3257,0.2296,2.3256,-6.136,-1.2263,-4.6512,-1.7751
2007-06-01,4.5455,0.0,0.0,2.1277,1.8868,1.2195,3.5308,-2.2446,3.4545,0.9717,3.1481,-6.0976,-0.6024
2007-07-01,2.1739,0.0,9.0909,2.0833,1.8519,1.2048,-1.9208,3.2334,-5.7118,12.9484,2.4359,12.987,4.2424
2007-08-01,-2.1277,0.0,0.0,0.0,0.0,0.0,4.4764,-2.1335,1.2116,-3.4857,-1.147,1.1494,-1.1628
2007-09-01,2.1739,0.0,-4.1667,0.0,0.0,0.0,-2.1806,6.308,0.4604,1.4446,1.4575,-1.1364,-4.1176
2007-10-01,0.0,0.0,4.3478,0.0,1.8182,0.0,-0.4693,9.1623,-8.066,2.6899,0.9344,-3.4483,4.2945
2007-11-01,0.0,0.0,0.0,0.0,0.0,1.1905,3.9293,-10.4317,-1.0967,5.8552,0.0415,2.381,1.7647
2007-12-01,6.383,6.6667,4.1667,6.1224,3.5714,3.5294,2.7599,6.0241,18.6492,-3.639,5.5939,-2.3256,-4.0462
2008-01-01,0.0,0.0,0.0,1.9231,1.7241,3.4091,-6.0338,1.2626,-2.124,4.8338,0.5232,7.1429,5.4217
2008-02-01,-2.0,0.0,0.0,-3.7736,-1.6949,-1.0989,3.8763,-1.4963,-3.125,-4.2507,-2.4463,-3.3333,-3.4286
2008-03-01,4.0816,0.0,8.0,3.9216,1.7241,1.1111,6.4078,7.0464,4.6595,-0.4515,4.3351,0.0,-2.3669
2008-04-01,-1.9608,6.25,-3.7037,-1.8868,0.0,1.0989,-11.6897,1.4584,12.5,3.7037,-2.3651,8.046,2.4242
2008-05-01,8.0,5.8824,7.6923,9.6154,6.7797,5.4348,31.4882,-3.8073,-7.2298,13.7755,9.9254,-15.9574,-1.7751
2008-06-01,3.7037,5.5556,0.0,1.7544,3.1746,3.0928,-16.0159,21.8094,9.6801,0.9609,2.1441,13.9241,3.012
2008-07-01,3.5714,5.2632,3.5714,5.1724,3.0769,5.0,3.6687,-6.0676,8.4518,5.5838,4.2216,7.7778,-0.5848
2008-08-01,5.1724,10.0,10.3448,3.2787,5.9701,2.8571,14.0855,-2.6474,7.1724,12.1394,5.6059,0.0,4.1176
2008-09-01,0.0,4.5455,6.25,1.5873,0.0,2.7778,-12.5307,10.0435,2.8958,8.6281,0.5933,5.1546,5.0847
2008-10-01,6.5574,13.0435,8.8235,6.25,5.6338,6.3063,11.3062,0.659,6.9418,12.4815,6.1091,1.9608,6.9892
2008-11-01,4.6154,-3.8462,8.1081,5.8824,6.6667,7.6271,5.205,6.7103,-0.3509,-2.6754,4.6059,-5.7692,-5.0251
2008-12-01,7.3529,16.0,7.5,6.9444,5.0,7.0866,-2.3988,7.3006,13.615,17.6205,7.0981,7.1429,5.291
2009-01-01,6.8493,6.8966,11.6279,6.4935,7.1429,3.6765,8.2642,4.6884,6.6632,3.41,6.8403,1.9048,-0.5025
2009-02-01,6.4103,12.9032,8.3333,7.3171,5.5556,7.0922,-2.0999,7.4823,18.9346,11.1152,6.9663,9.3458,2.0202
2009-03-01,4.8193,8.5714,5.7692,3.4091,5.2632,4.6358,0.4348,4.7256,6.8811,8.7029,4.0937,5.1282,3.4653
2009-04-01,3.4483,7.8947,5.4545,3.2967,2.0,0.6329,-3.6652,0.3882,0.3429,15.092,3.1804,6.5041,3.8278
2009-05-01,4.4444,9.7561,5.1724,5.3191,4.902,3.7736,-2.7561,7.7332,15.7555,5.8902,4.6632,8.3969,3.2258
2009-06-01,1.0638,13.3333,1.6393,1.0101,0.0,0.0,-4.0665,-9.1072,14.3982,9.4639,1.4346,21.1268,6.6964
2009-07-01,0.0,0.0,-1.6129,-1.0,0.0,-0.6061,0.7386,-13.4995,-16.1984,13.0605,-0.7207,-6.9767,5.0209
2009-08-01,1.0526,0.0,1.6393,1.0101,1.8692,1.8293,-6.2799,12.0399,-4.5159,2.4405,1.4588,1.875,0.7968
2009-09-01,2.0833,7.8431,4.8387,2.0,1.8349,0.0,-3.3673,-3.8706,4.192,9.0729,1.3163,9.2025,5.1383
2009-10-01,2.0408,1.8182,0.0,2.9412,1.8018,2.3952,13.446,-5.9073,3.37,2.712,2.2853,6.1798,3.3835
2009-11-01,-1.0,1.7857,-3.0769,-0.9524,0.0,0.0,-12.628,-2.6745,-5.2894,4.6961,-0.8663,4.7619,5.0909
2009-12-01,0.0,1.7544,0.0,0.0,0.0,0.5848,2.2372,0.0,-4.7418,3.6222,-0.7951,1.5152,2.7682
2010-01-01,-1.0101,0.0,-3.1746,0.0,-0.885,-3.4884,1.4588,-1.9381,-5.0885,3.2179,-0.3444,-0.4975,2.0202
2010-02-01,0.0,0.0,1.6393,0.9615,0.0,2.4096,-3.9028,0.0,8.5082,-3.0068,0.4453,-0.5,-1.6502
2010-03-01,1.0204,1.7241,0.0,-0.9524,0.0,0.5882,-1.3538,-2.8319,-8.9868,6.7874,0.5889,2.5126,6.0403
2010-04-01,0.0,0.0,-1.6129,1.9231,1.7857,0.5848,-1.589,-6.3145,-8.3399,3.8961,0.8091,8.3333,5.3797
2010-05-01,-3.0303,-1.6949,-1.6393,-2.8302,-3.5088,-2.907,1.7615,1.3286,-3.0043,-2.3824,-3.106,0.905,2.1021
2010-06-01,-2.0833,0.0,-1.6667,-1.9417,-0.9091,-1.7964,-3.2456,1.0233,1.0619,-0.226,-2.5254,13.0045,1.4706
2010-07-01,0.0,-1.7241,0.0,0.0,0.0,0.0,4.5844,-5.9196,-3.3275,-1.7666,0.2625,-11.5079,-1.7391
2010-08-01,1.0638,-3.5088,0.0,0.9901,0.0,0.6098,-4.8111,18.9098,-2.0833,-3.7965,0.9372,-5.8296,-0.59
2010-09-01,0.0,0.0,0.0,0.0,0.9174,2.4242,5.541,-6.395,5.9667,-1.5338,-0.4711,-3.3333,-0.8902
2010-10-01,-1.0526,1.8182,-1.6949,0.0,0.0,-1.7751,-5.8177,1.1185,4.1903,1.0385,-0.4321,4.4335,1.7964
2010-11-01,4.2553,0.0,6.8966,2.9412,2.7273,1.8072,9.6798,-0.7175,-0.7122,1.5899,3.8923,-0.9434,-0.2941
2010-12-01,-5.102,0.0,-8.0645,-3.8095,-4.4248,-1.7751,-7.5206,-4.5769,-10.5485,1.6282,-4.8604,4.2857,2.3599
2011-01-01,-2.1505,-1.7857,-3.5088,-3.9604,-1.8519,-3.012,-0.2599,-4.2916,4.6226,-3.9508,-2.3348,-1.8265,7.2046
2011-02-01,-1.0989,-3.6364,0.0,-1.0309,0.0,-0.6211,-8.0789,2.8025,2.9757,-4.583,-1.3773,-1.8605,0.5376
2011-03-01,0.0,0.0,-1.8182,-1.0417,-1.8868,0.0,2.6731,-4.4259,-9.7636,3.6151,-0.6006,1.8957,4.5455
2011-04-01,1.1111,-1.8868,0.0,2.1053,1.9231,0.625,9.9408,0.2349,1.4071,-2.9484,1.6015,-2.7907,-1.023
2011-05-01,-1.0989,1.9231,0.0,-1.0309,-1.8868,-1.2422,-4.2698,-2.8122,-1.8182,3.8481,-0.7308,3.3493,2.3256
2011-06-01,1.1111,0.0,-1.8519,1.0417,2.8846,1.2579,9.9325,2.8936,-8.8207,1.9178,0.7723,3.7037,0.7576
2011-07-01,-1.0989,0.0,0.0,-1.0309,-0.9346,-1.2422,-10.2625,-1.8748,5.9327,-1.2119,-1.4253,-1.7857,2.005
2011-08-01,0.0,1.8868,-1.8868,0.0,-0.9434,1.2579,0.6839,1.9788,10.9485,-2.3729,0.3996,1.8182,-0.4914
2011-09-01,0.0,0.0,0.0,1.0417,0.0,1.8634,3.9245,-3.6132,-8.5039,4.2328,0.9408,-1.7857,-0.2469
2011-10-01,-2.2222,-5.5556,-1.9231,-3.0928,-1.9048,-3.6585,-3.1227,12.8081,-2.3857,-7.3921,-2.538,-6.3636,-4.2079
2011-11-01,-2.2727,-1.9608,-1.9608,-1.0638,-0.9709,-1.2658,-4.1979,-10.3692,2.2912,-2.3981,-2.148,0.9709,3.876
2011-12-01,-1.1628,-2.0,-2.0,-2.1505,-1.9608,-2.5641,4.7731,-1.3732,-2.4888,-1.9656,-1.5712,-1.4423,0.4975
2012-01-01,-2.3529,-2.0408,-4.0816,-2.1978,-2.0,-0.6579,-7.6176,1.2182,-0.1021,-1.9692,-2.2608,1.4634,-0.495
2012-02-01,0.0,-2.0833,-2.1277,0.0,0.0,-0.6623,5.4972,-2.0633,4.8033,-4.2732,0.125,-5.2885,-1.2438
2012-03-01,-1.2048,-2.1277,-2.1739,-2.2472,-2.0408,-2.6667,3.7548,-2.1067,-5.412,-0.1145,-0.7805,-2.5381,-1.0076
2012-04-01,0.0,0.0,-2.2222,0.0,0.0,0.6849,-3.1019,3.2281,0.0,-1.9862,-0.527,-0.5208,-0.2545
2012-05-01,0.0,0.0,2.2727,0.0,1.0417,0.6803,-2.8201,4.4475,-12.8866,5.2416,0.1107,4.1885,1.0204
2012-06-01,0.0,2.1739,2.2222,0.0,-1.0309,-0.6757,7.7255,-6.6534,7.5148,0.1481,0.2528,2.5126,1.7677
2012-07-01,0.0,-4.2553,0.0,-1.1494,0.0,0.0,-3.0943,6.3435,-2.4216,-3.6791,-0.2836,-14.2157,-2.4814
2012-08-01,-1.2195,0.0,-4.3478,0.0,0.0,-0.6803,4.583,-5.7976,4.1173,-3.2246,-1.4618,5.1429,0.7634
2012-09-01,-3.7037,-2.2222,-4.5455,-3.4884,-3.125,1.3699,-8.8362,0.2846,0.9209,-2.5982,-2.8546,2.1739,0.5051
2012-10-01,0.0,0.0,0.0,0.0,-1.0753,-2.7027,3.8219,1.4189,-3.5963,1.5679,0.0743,5.8511,-0.5025
2012-11-01,-1.2821,-4.5455,0.0,0.0,0.0,0.0,-0.5693,-2.9031,-2.8396,-3.6688,-0.9815,-6.5327,-1.5152
2012-12-01,2.5974,2.381,0.0,2.4096,2.1739,0.0,5.1908,4.5029,6.6476,-0.77,2.4406,-4.8387,-3.5897
2013-01-01,1.2658,-2.3256,2.381,0.0,-1.0638,0.6944,0.8708,7.3768,1.612,-1.8247,1.4067,-10.7345,-5.3191
2013-02-01,-3.75,0.0,-2.3256,-3.5294,-1.0753,-1.3793,-2.4101,-10.1445,-6.6103,0.2136,-4.1777,8.8608,2.2472
2013-03-01,-2.5974,-2.381,-4.7619,-2.439,-2.1739,-2.7972,-9.2518,0.9646,3.624,-2.7286,-2.1841,2.3256,1.6484
2013-04-01,1.3333,0.0,2.5,1.25,0.0,0.7194,1.0154,2.9016,6.7213,-2.082,0.6074,-2.8409,-1.3514
2013-05-01,-1.3158,0.0,-4.878,-1.2346,-2.2222,-0.7143,7.5191,-9.5254,1.6897,-2.7081,-0.9014,0.0,0.8219
2013-06-01,0.0,-2.439,0.0,2.5,3.4091,2.1583,0.2244,8.3618,-5.5388,0.184,0.8323,-0.5848,-1.087
2013-07-01,-2.6667,-2.5,-2.5641,-4.878,-4.3956,-2.8169,-6.9776,-2.9113,-4.5309,-2.2273,-3.5401,-4.7059,2.4725
2013-08-01,-1.3699,-2.5641,0.0,0.0,-1.1494,-1.4493,-0.722,-2.8902,-6.3652,0.8924,-0.494,1.8519,0.8043
2013-09-01,0.0,0.0,0.0,0.0,0.0,-0.7353,5.2121,0.1116,7.1556,-3.8175,-0.0798,0.0,-0.5319
2013-10-01,0.0,-2.6316,5.2632,-1.2821,0.0,0.7407,8.4101,-1.9324,-3.3389,-2.6137,-1.189,-1.2121,-6.1497
2013-11-01,-4.1667,0.0,-7.5,-3.8961,-4.6512,-3.6765,-14.6652,-2.0083,-2.418,0.4473,-3.134,4.908,4.2735
2013-12-01,-2.8986,-2.7027,-5.4054,-2.7027,-1.2195,0.0,-3.3624,-1.5855,-1.1209,-4.4285,-3.5506,1.1696,-0.2732
2014-01-01,-1.4925,-5.5556,-2.8571,-2.7778,-1.2346,-3.8168,6.2285,-4.4794,1.1933,-6.627,-1.9416,-10.9827,-3.8356
2014-02-01,1.5152,2.9412,2.9412,1.4286,0.0,0.0,-3.9224,6.5405,-4.4222,4.8794,1.4409,3.2468,3.9886
2014-03-01,0.0,0.0,-2.8571,0.0,0.0,0.7937,2.399,-1.1197,5.5521,-2.0883,0.2995,-0.6289,-3.2877
2014-04-01,-7.4627,-8.5714,-2.9412,-5.6338,-5.0,-3.1496,-0.3699,-7.1847,-12.2151,-6.0745,-6.5318,-0.6329,-1.1331
2014-05-01,1.6129,-3.125,-3.0303,1.4925,1.3158,0.0,6.6832,-0.8414,-5.1265,-3.4205,1.6182,-7.0064,-1.4327
2014-06-01,-3.1746,-3.2258,-3.125,-4.4118,-5.1948,-2.439,-6.5352,2.9699,5.4737,-7.2619,-4.0471,-5.4795,-1.4535
2014-07-01,1.6393,0.0,0.0,1.5385,1.3699,0.8333,7.6127,-0.618,-1.7299,0.6418,1.5645,-5.0725,-3.5398
2014-08-01,-1.6129,-3.3333,-3.2258,0.0,0.0,-0.8264,0.7305,-0.9536,1.9634,-5.676,-0.0937,-1.5267,-2.1407
2014-09-01,-3.2787,-3.4483,-3.3333,-3.0303,-2.7027,-2.5,-9.7328,7.1578,-4.5153,-0.3381,-3.5108,3.876,-0.3125
2014-10-01,-3.3898,-3.5714,-3.4483,-3.125,-1.3889,-1.7094,5.4545,-10.1562,-2.6426,-1.8996,-2.9367,1.4925,1.2539
2014-11-01,1.7544,0.0,3.5714,0.0,0.0,-0.8696,-0.8019,4.4783,0.0,-2.213,1.1123,-4.4118,1.2384
2014-12-01,-3.4483,-3.7037,-3.4483,-3.2258,-2.8169,-1.7544,-4.2037,-3.454,-9.2857,-1.0255,-4.1034,-0.7692,0.0
2015-01-01,1.7857,0.0,-3.5714,1.6667,0.0,0.0,0.9705,-0.0431,8.4252,-0.8932,1.9273,2.3256,-2.1407
2015-02-01,-3.5088,-3.8462,0.0,-3.2787,-2.8986,-2.6786,-0.0418,-3.4929,-3.1954,-4.1817,-3.2189,-2.2727,-2.5
2015-03-01,-1.8182,-4.0,-3.7037,0.0,0.0,0.0,2.1739,2.9491,-6.6017,-4.3642,-0.9769,-6.9767,-2.2436
2015-04-01,0.0,-4.1667,0.0,0.0,0.0,0.0,11.1293,1.7795,-12.3695,0.7081,0.411,-4.1667,1.3115
2015-05-01,3.7037,4.3478,7.6923,1.6949,1.4925,0.0,-9.0206,7.0362,15.1237,-2.2266,3.3216,0.8696,-0.6472
2015-06-01,-5.3571,-4.1667,-7.1429,-6.6667,-5.8824,-4.5872,-6.5561,-4.5418,11.3057,-13.6237,-6.6448,1.7241,-7.4919
2015-07-01,-1.8868,-4.3478,0.0,0.0,-1.5625,-0.9615,11.4768,-7.2621,-9.7997,-1.6189,-0.97,-7.6271,-1.0563
2015-08-01,-1.9231,0.0,-3.8462,-1.7857,-1.5873,-0.9709,-19.4639,4.8155,1.7446,2.1157,-2.1428,7.3394,1.0676
2015-09-01,-1.9608,-4.5455,0.0,-1.8182,0.0,-1.9608,14.0376,-2.3615,-3.8192,-3.453,-1.0636,-3.4188,-9.507
2015-10-01,0.0,0.0,0.0,0.0,0.0,-2.0,0.3384,0.1319,-1.7828,1.5737,0.1897,0.0,7.0039
2015-11-01,2.0,0.0,0.0,0.0,-1.6129,2.0408,0.4216,0.8344,5.033,-2.6291,0.9846,-2.6549,1.4545
2015-12-01,-1.9608,0.0,-4.0,0.0,0.0,-1.0,0.7137,-4.5732,-3.2207,2.5554,-1.1625,0.0,0.0
2016-01-01,-4.0,-4.7619,-8.3333,-3.7037,-1.6393,-2.0202,-9.7124,4.5185,-7.7922,-2.1627,-3.5412,2.7273,4.3011
2016-02-01,2.0833,5.0,4.5455,0.0,-1.6667,-1.0309,3.1856,-4.4978,2.3768,3.3157,0.9833,0.0,1.0309
2016-03-01,2.0408,0.0,4.3478,3.8462,3.3898,2.0833,8.2327,-0.8688,-1.2898,3.7674,3.3628,0.0,-3.7415
2016-04-01,2.0,0.0,4.1667,0.0,0.0,1.0204,7.2344,-1.6605,5.3136,-3.7651,1.3315,-1.7699,-1.4134
2016-05-01,-5.8824,-9.5238,-4.0,-3.7037,-3.2787,0.0,-12.7217,6.1914,-9.3466,-10.34,-5.1444,-3.6036,-3.5842
2016-06-01,2.0833,5.2632,0.0,0.0,0.0,-4.0404,5.8304,-3.0477,1.9161,3.1688,1.2023,0.9346,4.0892
2016-07-01,-2.0408,0.0,-4.1667,-1.9231,0.0,1.0526,-8.0551,3.9636,9.4002,-2.1652,-1.3301,2.7778,-0.7143
2016-08-01,2.0833,-5.0,0.0,1.9608,0.0,0.0,3.7222,3.0675,-10.4746,1.3896,1.8715,-3.6036,-2.1583
2016-09-01,2.0408,5.2632,4.3478,1.9231,3.3898,1.0417,13.7856,-2.7211,8.2267,-1.8782,2.1711,-4.6729,-2.5735
2016-10-01,-2.0,0.0,-4.1667,-1.8868,-3.2787,-1.0309,-6.3846,-0.6556,0.5068,0.6725,-1.7855,-0.9804,0.3774
2016-11-01,-4.0816,-5.0,-4.3478,-1.9231,0.0,-2.0833,-1.2325,-4.8394,-6.8908,-4.1624,-3.303,1.9802,-2.6316
