date,Unemployment Rate Period %,U-1 Unemployed 15+ Weeks as % of Labor Force Period %,U-2 Job Losers as % of Labor Force Period %,U-4 + Discouraged Workers Period %,U-5 + Other Marginally Attached Period %,U-6 + Part-Time for Economic Reasons Period %,Unemployed Less Than 5 Weeks (000s) Period %,Unemployed 5-14 Weeks (000s) Period %,Unemployed 15-26 Weeks (000s) Period %,Unemployed 27+ Weeks (000s) Period %,Total Unemployed (000s) Period %,Median Duration of Unemployment (Weeks) Period %,Average Duration of Unemployment (Weeks) Period %
1966-03-01,0.0,0.0,,,,,1.196,7.3879,-2.7778,-0.7407,2.3759,,-0.8929
1966-04-01,0.0,0.0,,,,,2.6264,-19.7789,2.8571,-6.3433,-2.0436,,-2.7027
1966-05-01,2.6316,-12.5,,,,,4.3506,25.7274,-23.1481,13.5458,4.314,,-5.5556
1966-06-01,-2.5641,-14.2857,,,,,0.981,-5.1157,-1.6064,-19.2982,-2.6441,,-4.902
1966-07-01,0.0,0.0,,,,,-0.425,3.8511,-11.0204,-9.1304,0.1393,,0.0
1966-08-01,0.0,0.0,,,,,-1.0976,2.225,18.8073,-1.9139,0.8345,,1.0309
1966-09-01,-2.6316,0.0,,,,,-4.1307,-4.1112,10.4247,-1.4634,-3.5172,,3.0612
1966-10-01,0.0,0.0,,,,,-0.9003,-1.6393,-4.5455,9.4059,0.0,,1.9802
1966-11-01,-2.7027,0.0,,,,,-2.7255,-0.5128,-3.2967,-9.5023,-1.0007,,-5.8252
1966-12-01,5.5556,0.0,,,,,5.537,-3.9948,5.303,5.0,5.1264,,-2.0619
1967-01-01,2.6316,0.0,,,,,1.6435,14.6309,2.8777,-3.3333,1.9231,,-2.1053
1967-02-01,-2.5641,0.0,0.0,,,,-0.7463,0.9368,-9.7902,-0.9852,-1.7857,,-1.0753
1967-03-01,0.0,0.0,-6.25,,,,-0.6266,0.8121,-0.7752,-10.4478,-0.8919,,-3.2609
1967-04-01,0.0,0.0,6.6667,,,,-2.459,3.107,-0.7812,-3.3333,0.2077,,-1.1236
1967-05-01,0.0,-16.6667,0.0,,,,2.1978,1.0045,3.937,-12.069,1.1744,,-1.1364
1967-06-01,2.6316,0.0,6.25,,,,7.7799,-2.4309,3.0303,-1.9608,2.1509,,-4.5977
1967-07-01,-2.5641,0.0,-5.8824,,,,-3.6385,-2.265,-4.0441,0.6667,-1.6043,,0.0
1967-08-01,0.0,20.0,-6.25,,,,-2.8624,7.5319,-7.6628,32.4503,0.034,4.4444,7.2289
1967-09-01,0.0,0.0,6.6667,,,,4.5141,-3.556,18.6722,-19.0,0.4414,-2.1277,-5.618
1967-10-01,5.2632,0.0,0.0,,,,3.7792,7.486,2.7972,9.8765,6.2542,6.5217,3.5714
1967-11-01,-2.5,0.0,0.0,,,,-2.8902,-5.9252,4.7619,2.2472,-2.4499,-4.0816,2.2989
1967-12-01,-2.5641,0.0,0.0,,,,-3.8095,1.6575,-5.8442,7.1429,-1.5656,2.1277,-3.3708
1968-01-01,-2.6316,0.0,0.0,,,,-9.7772,-1.7391,7.931,-2.5641,-4.6388,6.25,9.3023
1968-02-01,2.7027,0.0,-6.25,,,,17.284,-6.5265,-7.6677,-5.7895,4.2738,-11.7647,-7.4468
1968-03-01,-2.6316,0.0,0.0,,,,-3.4503,-7.2189,-7.2664,0.0,-4.132,-8.8889,-2.2989
1968-04-01,-5.4054,-16.6667,-13.3333,,,,-13.0224,9.1837,-8.9552,-16.7598,-5.8394,12.1951,2.3529
1968-05-01,0.0,0.0,0.0,,,,9.1226,-12.9673,6.1475,-8.7248,1.1443,-4.3478,-5.7471
1968-06-01,5.7143,0.0,-7.6923,,,,11.9974,9.5302,-6.1776,19.1176,7.2263,0.0,-3.6585
1968-07-01,0.0,0.0,8.3333,,,,-6.1538,1.8382,9.8765,-1.8519,-1.872,2.2727,6.3291
1968-08-01,-5.4054,0.0,7.6923,,,,-0.1214,-7.9422,-10.1124,-3.7736,-3.9889,-6.6667,-1.1905
1968-09-01,-2.8571,0.0,-7.1429,,,,-6.7477,2.0915,1.25,-13.7255,-2.9624,9.5238,-1.2048
1968-10-01,0.0,0.0,0.0,,,,-1.7601,2.3047,3.7037,1.5152,0.1117,4.3478,2.439
1968-11-01,0.0,0.0,0.0,,,,5.7067,-3.8798,-10.3175,-2.2388,0.9669,-8.3333,-3.5714
1968-12-01,0.0,-20.0,-7.6923,,,,-4.1431,4.1667,-15.4867,22.1374,-1.105,0.0,1.2346
1969-01-01,0.0,0.0,0.0,,,,1.7682,-1.875,9.4241,-18.75,1.2291,0.0,-1.2195
1969-02-01,0.0,0.0,0.0,,,,-7.2072,9.9363,16.2679,-11.5385,-0.9566,11.3636,-2.4691
1969-03-01,0.0,0.0,0.0,,,,11.165,-10.7764,-3.7037,3.4783,0.7429,-18.3673,0.0
1969-04-01,0.0,25.0,8.3333,,,,-0.1871,-0.7792,8.1197,11.7647,1.6962,0.0,0.0
1969-05-01,0.0,0.0,-7.6923,,,,3.0625,-14.0052,3.1621,-5.2632,-1.6316,5.0,0.0
1969-06-01,2.9412,0.0,0.0,,,,0.9096,21.6134,-6.5134,-1.5873,3.7965,4.7619,-2.5316
1969-07-01,0.0,0.0,8.3333,,,,1.3221,2.1277,-11.0656,29.0323,1.8466,0.0,1.2987
1969-08-01,0.0,0.0,-7.6923,,,,-2.9063,6.0049,11.0599,-17.5,-0.4184,0.0,1.2821
1969-09-01,5.7143,0.0,0.0,,,,3.4209,11.3295,0.8299,12.1212,6.4426,6.8182,1.2658
1969-10-01,0.0,0.0,8.3333,,,,7.1471,-11.4226,-2.0576,-8.1081,0.2961,-4.2553,-5.0
1969-11-01,-5.4054,0.0,0.0,,,,-12.8997,4.1032,3.3613,7.3529,-6.3299,6.6667,5.2632
1969-12-01,0.0,0.0,7.6923,,,,0.3165,-0.5631,14.2276,-9.589,0.9804,-4.1667,0.0
1970-01-01,11.4286,0.0,7.1429,,,,13.5647,5.6625,2.4911,8.3333,10.9917,0.0,-1.25
1970-02-01,7.6923,20.0,13.3333,,,,8.3333,12.3258,7.2917,12.5874,7.8725,-2.1739,1.2658
1970-03-01,4.7619,0.0,5.8824,,,,1.4359,8.1107,14.2395,12.4224,5.2708,2.2222,3.75
1970-04-01,4.5455,16.6667,5.5556,,,,8.1395,-2.3831,13.3144,11.6022,4.4567,-10.8696,-1.2048
1970-05-01,4.3478,0.0,15.7895,,,,-1.4025,12.2061,-10.0,14.3564,3.2131,14.6341,4.878
1970-06-01,2.0833,14.2857,0.0,,,,-0.4267,3.9484,20.2778,-3.0303,3.8785,4.2553,0.0
1970-07-01,2.0408,0.0,0.0,,,,1.5238,3.0233,-1.1547,4.4643,2.5547,4.0816,3.4884
1970-08-01,2.0,12.5,4.5455,,,,2.3452,1.4296,6.0748,7.265,1.9401,5.8824,-1.1236
1970-09-01,5.8824,0.0,8.6957,,,,2.429,7.4184,11.674,11.9522,4.6992,-3.7037,1.1364
1970-10-01,1.8519,0.0,8.0,,,,6.7562,1.5193,0.9862,-7.8292,3.0296,0.0,-2.2472
1970-11-01,7.2727,11.1111,3.7037,,,,-2.0117,16.5306,5.2734,28.1853,6.687,7.6923,6.8966
1970-12-01,3.3898,30.0,3.5714,,,,1.3259,-7.4139,33.3952,15.3614,3.6341,5.3571,5.3763
1971-01-01,-3.2787,0.0,-3.4483,,,,-2.8282,2.5221,-5.007,12.2715,-1.773,5.0847,7.1429
1971-02-01,0.0,0.0,0.0,,,,-5.3866,0.4305,-9.224,4.186,-1.6647,1.6129,-0.9524
1971-03-01,1.6949,0.0,-3.5714,,,,-1.5611,0.2449,4.0323,1.1161,1.7132,1.5873,1.9231
1971-04-01,-1.6667,7.6923,3.7037,,,,2.8918,-3.7874,7.7519,0.2208,-0.5615,1.5625,2.8302
1971-05-01,0.0,0.0,0.0,,,,1.0426,-0.5714,-4.3165,11.8943,0.7461,3.0769,2.7523
1971-06-01,0.0,0.0,-3.5714,,,,-2.1983,2.5543,-5.8647,6.4961,-0.9408,-14.9254,3.5714
1971-07-01,1.6949,7.1429,3.7037,,,,1.3761,-3.5492,9.2652,4.8059,1.7377,8.7719,-0.8621
1971-08-01,1.6667,0.0,3.5714,,,,5.7466,1.2266,3.9474,-2.9982,1.9662,3.2258,0.0
1971-09-01,-1.6393,0.0,-3.4483,,,,-1.5404,0.0,-4.9226,2.3636,-1.792,-9.375,3.4783
1971-10-01,-3.3333,0.0,-3.5714,,,,-3.4333,-1.4031,0.1479,4.9734,-1.7453,12.069,5.8824
1971-11-01,3.4483,0.0,3.7037,,,,3.6904,5.3687,2.8065,-1.692,4.1784,-1.5385,-4.7619
1971-12-01,0.0,0.0,-3.5714,,,,0.6944,-6.814,0.5747,0.3442,-0.1356,-3.125,-4.1667
1972-01-01,-3.3333,0.0,-3.7037,,,,0.1724,-1.9104,-5.1429,1.7153,-2.6193,0.0,5.2174
1972-02-01,-1.7241,0.0,-3.8462,,,,-9.1652,-1.276,-3.4639,9.7808,-1.8131,6.4516,2.4793
1972-03-01,1.7544,-6.6667,0.0,,,,9.0952,-3.5374,-6.3963,-2.9186,2.2321,0.0,-0.8065
1972-04-01,-1.7241,0.0,-4.0,,,,-3.2132,5.7828,-11.6667,6.4873,-1.5681,1.5152,0.813
1972-05-01,0.0,-7.1429,8.3333,,,,-1.6599,2.2667,10.9434,-13.8187,-0.7461,-1.4925,-0.8065
1972-06-01,0.0,0.0,-3.8462,,,,3.969,-2.9335,0.5102,-5.1724,0.0203,-18.1818,0.813
1972-07-01,-1.7544,0.0,0.0,,,,-1.3602,1.7461,7.445,-5.6364,-0.2031,12.963,-4.8387
1972-08-01,0.0,0.0,0.0,,,,1.6459,1.7162,-2.5197,3.4682,0.5292,-1.6393,0.0
1972-09-01,-1.7857,0.0,-4.0,,,,2.9759,-9.7988,-5.8158,2.0484,-1.8222,-6.6667,2.5424
1972-10-01,1.8182,0.0,-4.1667,,,,-0.085,5.8993,3.0875,-4.7445,0.5362,1.7857,-3.3058
1972-11-01,-5.3571,-7.6923,-4.3478,,,,-6.8056,-5.8424,-5.1581,-9.9617,-5.6,0.0,-2.5641
1972-12-01,-1.8868,-8.3333,-4.5455,,,,-8.5806,5.3391,-3.3333,-3.1915,-1.2821,7.0175,0.0
1973-01-01,-5.7692,0.0,-4.7619,,,,1.5976,-7.9452,-2.5408,-9.8901,-4.7766,-6.5574,-3.5088
1973-02-01,2.0408,-9.0909,0.0,,,,11.0074,-6.0268,-2.7933,-9.2683,2.9126,-8.7719,-4.5455
1973-03-01,-2.0,0.0,-5.0,,,,-5.4449,6.0966,-4.023,4.3011,-1.3028,5.7692,0.9524
1973-04-01,2.0408,-10.0,0.0,,,,5.8052,10.0,-6.3872,-12.3711,1.4793,-9.0909,-5.6604
1973-05-01,-2.0,0.0,-5.2632,,,,-1.6372,-10.4478,-0.4264,2.6471,-2.9155,-2.0,1.0
1973-06-01,0.0,0.0,5.5556,,,,4.4534,-5.4545,-2.7837,-6.8768,0.7854,2.0408,-4.9505
1973-07-01,-2.0408,-11.1111,-5.2632,,,,-2.1964,5.2885,4.4053,-13.2308,-1.3294,4.0,0.0
1973-08-01,0.0,12.5,5.5556,,,,0.8366,-4.1096,-4.2194,18.4397,0.0,-5.7692,2.0833
1973-09-01,0.0,0.0,0.0,,,,-3.4498,6.8254,7.9295,-11.6766,1.0453,10.2041,-4.0816
1973-10-01,-4.1667,0.0,-10.5263,,,,-6.6938,-1.8574,-6.7347,13.8983,-4.7356,1.8519,8.5106
1973-11-01,4.3478,0.0,11.7647,,,,10.9064,-4.9205,5.4705,4.1667,6.0811,-7.2727,-2.9412
1973-12-01,2.0833,-11.1111,5.2632,,,,1.9231,4.2994,-8.9212,-6.2857,2.1156,-7.8431,-4.0404
1974-01-01,4.0816,12.5,10.0,,,,2.916,7.1756,6.3781,1.2195,3.4529,6.383,0.0
1974-02-01,1.9608,0.0,0.0,,,,1.3333,1.567,5.9957,0.6024,1.8734,2.0,1.0526
1974-03-01,-1.9231,0.0,0.0,,,,-0.7812,-1.6129,4.8485,-1.1976,-2.0503,-5.8824,1.0417
1974-04-01,0.0,11.1111,0.0,,,,-3.1496,3.7776,3.0829,7.2727,-0.3453,4.1667,1.0309
1974-05-01,0.0,0.0,-4.5455,,,,5.1348,-3.228,-2.0561,0.565,1.8839,-8.0,-2.0408
1974-06-01,5.8824,0.0,4.7619,,,,1.628,7.665,6.6794,3.0899,4.7184,15.2174,1.0417
1974-07-01,1.8519,0.0,4.5455,,,,1.1614,5.6032,-3.9356,5.4496,2.7603,7.5472,2.0619
1974-08-01,0.0,0.0,0.0,,,,3.2858,-7.4282,6.5177,0.2584,-0.8098,-12.2807,-1.0101
1974-09-01,7.2727,10.0,8.6957,,,,4.3695,13.2839,10.1399,0.7732,8.2636,6.0,-2.0408
1974-10-01,1.6949,9.0909,4.0,,,,0.0,5.3571,6.9841,1.7903,1.5818,3.7736,3.125
1974-11-01,10.0,0.0,19.2308,,,,12.0823,8.3616,3.5608,8.0402,11.1715,-5.4545,-3.0303
1974-12-01,9.0909,16.6667,12.9032,,,,2.3919,12.1481,12.894,25.1163,8.0782,9.6154,5.2083
1975-01-01,12.5,21.4286,20.0,,,,5.376,23.0126,18.0203,16.171,13.035,10.5263,5.9406
1975-02-01,0.0,17.6471,4.7619,,,,-10.5071,-1.1338,20.8602,14.72,0.2533,12.6984,9.3458
1975-03-01,6.1728,10.0,6.8182,,,,8.3475,0.5352,16.1032,7.2524,6.0904,1.4085,0.8547
1975-04-01,2.3256,18.1818,4.2553,,,,-8.7065,3.384,13.2567,25.3576,2.908,20.8333,9.322
1975-05-01,2.2727,7.6923,6.1224,,,,4.6655,-0.993,5.1421,12.9668,2.7162,8.046,3.876
1975-06-01,-2.2222,7.1429,-1.9231,,,,-5.8669,-6.1664,-1.0296,19.8347,-2.5258,-6.383,14.1791
1975-07-01,-2.2727,3.3333,-3.9216,,,,0.3482,-10.2138,0.2601,7.3563,-1.1314,-2.2727,-1.9608
1975-08-01,-2.3256,-3.2258,-2.0408,,,,-2.5677,4.5414,-9.8573,5.0678,-2.4486,6.9767,4.0
1975-09-01,0.0,3.3333,4.1667,,,,2.4929,-0.5905,-5.8993,8.5598,-0.0631,0.0,3.2051
1975-10-01,0.0,-6.4516,-8.0,,,,2.9187,1.4849,-5.1223,-9.3867,-0.3282,-6.5217,-4.3478
1975-11-01,-1.1905,3.4483,-2.1739,,,,-8.2377,-1.9649,-7.8163,13.605,-1.3043,10.4651,7.7922
1975-12-01,-1.2048,0.0,-6.6667,,,,1.6188,-6.5672,12.0629,-3.5866,-0.6415,-5.2632,-0.6024
1976-01-01,-3.6585,-3.3333,-7.1429,,,,-0.4707,-1.6887,-11.7005,-0.3153,-2.7118,0.0,0.6061
1976-02-01,-2.5316,-6.8966,-2.5641,,,,1.8188,-8.078,-12.8975,-3.0361,-2.7608,-8.8889,-1.8072
1976-03-01,-1.2987,-3.7037,0.0,,,,-6.1093,0.7576,-0.5071,-4.7619,-1.3104,6.0976,1.227
1976-04-01,1.3158,-11.5385,0.0,,,,11.796,0.802,-18.3486,-3.4932,1.3831,-5.7471,-3.6364
1976-05-01,-3.8961,-4.3478,-2.6316,,,,-4.8673,1.8896,11.8602,-13.4847,-3.779,1.2195,-5.6604
1976-06-01,2.7027,9.0909,5.4054,,,,-0.2862,11.3226,9.2634,10.9926,3.814,-6.0241,12.6667
1976-07-01,2.6316,0.0,0.0,,,,6.3868,-4.384,8.8866,-7.6127,2.2945,-1.2821,-7.1006
1976-08-01,0.0,4.1667,-2.5641,,,,-2.4283,6.5108,3.0019,2.4,0.3738,2.5974,-0.6369
1976-09-01,-2.5641,-4.0,0.0,,,,0.5876,0.2583,-0.5464,-5.9375,-1.8356,-1.2658,-2.5641
1976-10-01,1.3158,0.0,-2.6316,,,,1.2027,-1.8892,-2.8388,2.2425,0.6775,-1.2821,0.0
1976-11-01,1.2987,0.0,2.7027,,,,-4.0407,7.1772,1.4138,3.818,2.5572,9.0909,0.6579
1976-12-01,0.0,0.0,0.0,,,,3.3616,-5.9208,-3.2528,4.3818,-0.9843,-4.7619,-1.3072
1977-01-01,-3.8462,-4.1667,-7.8947,,,,-0.9243,-4.2535,-4.9952,-9.2204,-3.5123,-6.25,0.6623
1977-02-01,1.3333,-4.3478,2.8571,,,,4.1811,1.5413,-2.0222,-0.4955,2.239,-4.0,-3.2895
1977-03-01,-2.6316,-4.5455,-5.5556,,,,-0.7297,-1.2054,-7.7399,-3.4855,-1.8272,0.0,-1.3605
1977-04-01,-2.7027,-4.7619,-5.8824,,,,0.735,-9.8961,-8.7248,-3.6973,-3.394,1.3889,-0.6897
1977-05-01,-2.7778,0.0,-3.125,,,,-8.6567,8.8265,5.2696,-4.5536,-2.0966,8.2192,3.4722
1977-06-01,2.8571,-5.0,0.0,,,,13.9434,-4.2396,3.8417,-4.0225,3.2267,-21.519,-3.3557
1977-07-01,-4.1667,0.0,0.0,,,,-8.891,-0.8662,4.7085,-5.1657,-4.2753,14.5161,-0.6944
1977-08-01,1.4493,-5.2632,3.2258,,,,1.2942,7.1359,0.4283,-7.7081,1.4058,-1.4085,-2.7972
1977-09-01,-2.8571,5.5556,-3.125,,,,-0.4489,-3.7155,-2.5586,4.5657,-2.5126,-4.2857,0.7194
1977-10-01,0.0,-5.2632,-3.2258,,,,0.0,0.0941,-4.1575,-2.7689,0.1778,2.9851,-2.1429
1977-11-01,0.0,0.0,0.0,,,,1.4221,-2.2097,3.653,-1.862,0.7689,1.4493,-0.7299
1977-12-01,-5.8824,-5.5556,-6.6667,,,,-6.6689,-6.6827,-5.3965,-4.2411,-6.2949,-2.8571,0.0
1978-01-01,0.0,-5.8824,0.0,,,,3.4811,2.473,-3.376,-5.2448,1.6129,-4.4118,-5.1471
1978-02-01,-1.5625,0.0,-3.5714,,,,-2.1246,-2.363,10.4819,-17.9582,-2.6352,3.0769,-3.1008
1978-03-01,0.0,-6.25,-3.7037,,,,3.8712,1.2358,-10.9051,7.0465,0.3007,-7.4627,-0.8
1978-04-01,-3.1746,0.0,0.0,,,,-4.2146,-3.9674,0.612,-4.7619,-2.4775,-1.6129,-0.8065
1978-05-01,-1.6393,-6.6667,-3.8462,,,,4.3636,-3.2309,-11.4355,1.7647,-0.8576,-6.5574,-1.626
1978-06-01,-1.6667,-7.1429,-4.0,,,,-2.8571,6.5134,-2.1978,-7.5145,-1.6158,5.2632,0.0
1978-07-01,5.0847,0.0,4.1667,,,,10.0789,-4.0596,0.4213,2.8125,4.6616,-3.3333,-0.8264
1978-08-01,-4.8387,-7.6923,-4.0,,,,-6.8752,5.3562,-11.8881,-6.9909,-3.6297,0.0,-5.0
1978-09-01,1.6949,8.3333,0.0,,,,2.9041,-4.2196,8.5714,1.9608,0.7401,-3.4483,0.0
1978-10-01,-3.3333,0.0,0.0,,,,-5.2703,-2.707,5.7018,-4.4872,-2.9061,5.3571,2.6316
1978-11-01,1.7241,-7.6923,0.0,,,,4.1996,2.6187,-1.9364,-10.5705,2.186,-6.7797,-5.1282
1978-12-01,1.6949,0.0,4.1667,,,,2.5835,6.5391,7.0522,-4.3152,2.4848,1.8182,-4.5045
1979-01-01,-1.6667,0.0,0.0,,,,-6.2794,-0.0499,-5.5336,4.5098,-1.9107,5.3571,4.717
1979-02-01,0.0,0.0,0.0,,,,3.8696,-1.9471,3.9052,3.5647,1.0476,0.0,0.9009
1979-03-01,-1.6949,8.3333,0.0,,,,-1.9317,-1.4766,3.7584,7.2464,-1.0368,0.0,4.4643
1979-04-01,0.0,-7.6923,0.0,,,,3.3415,-1.3953,-6.4683,-7.2635,-0.6548,-8.4746,-5.9829
1979-05-01,-3.4483,0.0,-12.0,,,,-5.6161,-0.5765,-0.5533,-5.2823,-3.7733,3.7037,0.9091
1979-06-01,1.7857,-8.3333,0.0,,,,6.2748,-4.2699,-9.5967,0.1923,2.0377,0.0,-6.3063
1979-07-01,0.0,0.0,9.0909,,,,-1.9342,9.141,0.4615,-9.7889,0.6209,5.3571,-0.9615
1979-08-01,5.2632,0.0,8.3333,,,,14.0484,-8.1736,2.4502,13.617,5.4036,-18.6441,2.9126
1979-09-01,-1.6667,0.0,-3.8462,,,,-10.6189,12.8571,-4.3348,-0.3745,-2.057,14.5833,-0.9434
1979-10-01,1.6949,9.0909,4.0,,,,3.1568,-2.0935,7.6563,-0.3759,1.7124,0.0,0.0
1979-11-01,-1.6667,0.0,3.8462,,,,-0.2962,-6.365,-0.1451,3.9623,-0.9212,-3.6364,0.9524
1979-12-01,1.6949,0.0,0.0,,,,-0.5611,7.966,6.5407,-1.2704,1.3947,7.5472,1.8868
1980-01-01,5.0,8.3333,11.1111,,,,6.7043,1.4757,9.8226,0.7353,5.6601,-7.0175,-3.7037
1980-02-01,0.0,0.0,0.0,,,,-2.5194,6.6408,5.5901,-7.2993,0.2843,9.434,1.9231
1980-03-01,0.0,7.6923,0.0,,,,-1.1806,3.2727,-1.7647,22.4409,0.4029,3.4483,3.7736
1980-04-01,9.5238,14.2857,16.6667,,,,8.9441,5.1056,20.1198,11.0932,9.3476,-3.3333,3.6364
1980-05-01,8.6957,0.0,11.4286,,,,11.2626,9.2127,1.7946,4.0521,8.5077,-1.7241,-4.386
1980-06-01,1.3333,0.0,5.1282,,,,-9.1902,10.3911,-3.3301,7.5104,1.4279,12.2807,3.6697
1980-07-01,2.6316,18.75,4.878,,,,1.4374,-2.1535,12.5633,14.3596,3.2724,9.375,4.4248
1980-08-01,-1.2821,5.2632,-2.3256,,,,-1.2435,-5.6443,10.8911,5.2036,-0.9805,7.1429,5.0847
1980-09-01,-2.5974,10.0,-2.381,,,,-7.7599,-1.693,9.0097,3.871,-3.1397,2.6667,4.0323
1980-10-01,0.0,-4.5455,-2.439,,,,2.7302,-2.6406,-7.2226,9.7308,0.8353,-2.5974,1.5504
1980-11-01,0.0,4.7619,-2.5,,,,-2.7812,-1.8082,-4.0128,6.8868,-0.8037,2.6667,3.8168
1980-12-01,-4.0,0.0,0.0,,,,-1.5575,-10.5685,5.2676,1.2357,-3.8016,-2.5974,0.7353
1981-01-01,4.1667,0.0,-5.1282,,,,7.1359,4.4763,-10.5639,10.1133,4.5737,-1.3333,4.3796
1981-02-01,-1.3333,0.0,2.7027,,,,-0.9343,3.3419,-2.3979,-1.4252,-0.2478,-4.0541,-1.3986
1981-03-01,0.0,-4.5455,-2.6316,,,,1.2473,0.6633,-3.6397,-2.249,-0.857,0.0,-0.7092
1981-04-01,-2.7027,-4.7619,-2.7027,,,,-4.2969,0.3295,3.7771,-6.9844,-1.4157,4.2254,-0.7143
1981-05-01,4.1667,0.0,2.7778,,,,7.033,6.486,-2.4568,1.5018,3.876,-6.7568,-2.1583
1981-06-01,0.0,5.0,2.7027,,,,-2.0241,-7.3631,5.1306,-2.2628,-0.9298,-4.3478,0.7353
1981-07-01,-4.0,-4.7619,-5.2632,,,,-0.988,0.2081,-4.1704,-3.2947,-2.902,7.5758,0.7299
1981-08-01,2.7778,5.0,5.5556,,,,0.3931,3.2807,-0.2778,7.1823,2.2002,1.4085,4.3478
1981-09-01,2.7027,0.0,5.2632,,,,5.2108,1.4877,6.4995,-4.2955,2.4141,-5.5556,-5.5556
1981-10-01,3.9474,0.0,2.5,,,,4.6665,5.1506,1.918,1.7953,5.0547,0.0,-0.7353
1981-11-01,5.0633,0.0,7.3171,,,,4.267,5.8779,2.8229,0.7937,4.4298,1.4706,-2.963
1981-12-01,2.4096,4.7619,9.0909,,,,3.5939,6.3701,0.0832,2.4497,2.636,0.0,0.0
1982-01-01,1.1765,0.0,2.0833,,,,-0.6331,2.8438,1.6625,1.281,1.4028,2.8986,2.2901
1982-02-01,3.4884,13.6364,-2.0408,,,,-2.9562,1.5615,20.9321,7.8415,3.2776,5.6338,5.2239
1982-03-01,1.1236,8.0,8.3333,,,,2.3109,-0.4805,8.6545,6.1767,1.9578,2.6667,0.0
1982-04-01,3.3333,3.7037,3.8462,,,,1.4117,3.8622,-1.369,10.5302,3.527,5.1948,2.8369
1982-05-01,1.0753,7.1429,0.0,,,,-1.6705,2.1072,4.6688,7.7282,0.8883,4.9383,2.7586
1982-06-01,2.1277,3.3333,3.7037,,,,-7.1815,3.5812,0.4822,10.3278,1.9642,11.7647,5.3691
1982-07-01,2.0833,3.2258,3.5714,,,,8.9573,-3.3109,4.3191,1.7937,2.9512,-10.5263,-1.9108
1982-08-01,0.0,3.125,0.0,,,,-0.8654,1.6364,5.2329,2.7533,0.295,2.3529,5.1948
1982-09-01,3.0612,6.0606,6.8966,,,,1.8228,4.1741,2.2404,8.1458,3.088,9.1954,2.4691
1982-10-01,2.9703,8.5714,6.4516,,,,-2.3449,-0.6583,3.6344,11.2983,2.7815,2.1053,3.6145
1982-11-01,3.8462,5.2632,0.0,,,,2.6078,1.3541,10.7272,4.0962,3.5476,3.0928,-0.5814
1982-12-01,0.0,5.0,-3.0303,,,,-0.8807,-2.6435,-2.2823,9.6664,0.9466,2.0,5.848
1983-01-01,-3.7037,0.0,-3.125,,,,-7.2353,-3.2993,-4.6235,4.0172,-4.2901,8.8235,7.1823
1983-02-01,0.0,0.0,0.0,,,,1.7241,-4.0761,-3.7981,1.8373,0.0954,-11.7117,-1.0309
1983-03-01,-0.9615,0.0,0.0,,,,-5.7842,-0.8499,-3.0649,1.1046,-1.1867,6.1224,1.0417
1983-04-01,-0.9709,-7.1429,-1.6129,,,,1.0565,-1.2063,-11.0397,-1.311,-1.2272,4.8077,0.5155
1983-05-01,-0.9804,5.1282,0.0,,,,-0.2261,-4.2738,7.7108,1.476,-1.0117,12.844,5.1282
1983-06-01,0.0,-2.439,-3.2787,,,,4.3897,-1.7791,-11.3535,4.9091,0.8248,-8.1301,1.4634
1983-07-01,-6.9307,-2.5,-6.7797,,,,-6.1584,-3.5885,9.4637,-10.0867,-6.2067,-10.6195,1.9231
1983-08-01,1.0638,-7.6923,0.0,,,,5.0014,7.586,-11.2392,-2.4672,0.711,-7.9208,-5.6604
1983-09-01,-3.1579,-5.5556,-3.6364,,,,3.7445,-8.5997,-8.2468,-3.5178,-3.21,0.0,1.0
1983-10-01,-4.3478,-2.9412,-7.5472,,,,-7.3514,-1.3699,-2.9724,-6.7186,-3.8417,1.0753,0.0
1983-11-01,-3.4091,-6.0606,-4.0816,,,,-4.1249,-3.3626,-0.2188,-4.8309,-3.9243,-1.0638,-2.4752
1983-12-01,-2.3529,-3.2258,-4.2553,,,,3.2268,-4.652,-3.655,-4.8916,-1.7686,-6.4516,-2.5381
1984-01-01,-3.6145,-3.3333,-4.4444,,,,-4.2258,0.4363,-7.8907,-1.0189,-3.4616,4.5977,6.25
1984-02-01,-2.5,-6.8966,-2.3256,,,,0.544,-1.8562,-4.6952,-10.098,-2.409,-8.7912,-6.8627
1984-03-01,0.0,-3.7037,-2.381,,,,0.2405,0.6439,-4.8401,-2.9444,-0.5119,0.0,0.5263
1984-04-01,-1.2821,-3.8462,-2.439,,,,0.8096,-1.6793,-0.6358,-0.8989,0.1829,-1.2048,-1.0471
1984-05-01,-3.8961,0.0,-5.0,,,,-5.8001,-2.928,9.0494,-4.1383,-3.4924,10.9756,-0.5291
1984-06-01,-2.7027,-8.0,-2.6316,,,,2.9681,-4.7759,-13.1601,-6.8007,-2.72,-17.5824,-3.7234
1984-07-01,4.1667,0.0,5.4054,,,,4.0172,8.7549,1.1583,0.8883,3.7807,0.0,-0.5525
1984-08-01,0.0,0.0,-5.1282,,,,5.1592,-2.3058,3.9122,-4.717,-0.2108,-2.6667,-3.8889
1984-09-01,-2.6667,-4.3478,0.0,,,,-6.7844,5.9213,-0.1837,-4.2244,-1.7842,4.1096,-1.7341
