date,CPI - New York Period %,CPI - Philadelphia Period %,CPI - Boston Period %,CPI - Chicago Period %,CPI - Detroit Period %,CPI - Dallas Period %,CPI - Houston Period %,CPI - Atlanta Period %,CPI - Miami Period %,CPI - San Francisco Period %,CPI - Seattle Period %,CPI - West Region (Size Class A) Period %
1984-04-01,0.3857,0.4869,,0.391,0.4888,0.3887,0.5946,0.5848,,1.4793,,0.8858
1984-05-01,0.0,0.1938,0.385,0.0974,0.0,,,,0.4869,,0.8841,
1984-06-01,0.1921,0.3868,,0.8755,0.1946,0.484,1.4778,0.8721,,0.7775,,0.878
1984-07-01,0.4794,0.4817,0.5753,0.2893,0.4854,,,,0.3876,,0.3895,
1984-08-01,0.6679,0.4794,,0.8654,0.0966,1.2524,0.4854,0.6724,,1.4465,,0.9671
1984-09-01,0.6635,0.3817,0.858,0.572,1.1583,,,,0.5792,,0.679,
1984-10-01,-0.0942,-0.0951,,-0.3791,0.0954,1.2369,0.7729,0.5725,,1.2357,,1.1494
1984-11-01,0.377,0.7612,0.0945,0.0,-0.9533,,,,0.1919,,0.578,
1984-12-01,0.0,-0.2833,,0.0,0.0962,-0.9398,-0.3835,0.0949,,-0.4695,,-0.0947
1985-01-01,0.1878,0.3788,0.5666,0.3806,0.5769,,,,0.1916,,0.3831,
1985-02-01,0.5623,0.9434,,0.4739,0.8604,0.759,0.0962,1.4218,,0.8491,,0.8531
1985-03-01,0.1864,0.3738,1.5962,0.1887,0.5687,,,,0.8604,,0.5725,
1985-04-01,0.3721,0.6518,,0.565,0.0943,0.7533,0.4808,0.5607,,0.5613,,0.6579
1985-05-01,0.1854,0.6475,0.1848,0.1873,0.0942,,,,0.5687,,-0.0949,
1985-06-01,0.185,0.0,,1.4019,0.2822,1.215,0.7656,1.1152,,0.8372,,0.8403
1985-07-01,0.0923,0.3676,0.8303,0.0922,0.3752,,,,0.1885,,0.2849,
1985-08-01,0.738,0.0916,,0.4604,0.0,1.108,0.095,1.011,,0.738,,1.1111
1985-09-01,0.3663,0.2745,1.0979,0.0917,0.7477,,,,1.223,,0.0,
1985-10-01,0.1825,0.2737,,-1.0989,-0.1855,0.0913,-0.0949,0.455,,0.2747,,0.5495
1985-11-01,0.8197,0.455,1.3575,0.463,1.0223,,,,0.2788,,0.6629,
1985-12-01,0.271,0.2717,,0.553,0.0,0.1825,-0.2849,0.7246,,-0.0913,,0.1821
1986-01-01,0.7207,0.1807,0.4464,0.0917,0.0,,,,0.3707,,0.9407,
1986-02-01,-0.2683,-0.0902,,0.0916,-0.092,0.7286,0.0952,0.4496,,1.4625,,0.2727
1986-03-01,0.0,-0.2708,-0.6222,-0.8234,-0.8287,,,,0.0,,-0.6524,
1986-04-01,-0.2691,-0.4525,,-0.0923,-0.3714,-1.6275,-2.0932,-0.5372,,-0.5405,,-0.1813
1986-05-01,-0.2698,0.3636,-0.7156,0.1847,0.8388,,,,-0.9234,,-0.469,
1986-06-01,0.7214,0.9058,,1.9355,-0.1848,1.011,0.9718,0.9901,,1.3587,,1.2716
1986-07-01,0.7162,0.3591,0.2703,0.1808,-0.8333,,,,-1.0252,,0.0943,
1986-08-01,0.1778,0.0,,0.0903,1.4939,0.455,-0.0962,0.1783,,0.4468,,0.0897
1986-09-01,0.2662,0.8945,1.4376,0.8115,-0.644,,,,1.7891,,0.7533,
1986-10-01,0.354,-0.3546,,-1.61,1.0185,-0.0906,0.289,0.2669,,0.6228,,1.2545
1986-11-01,-0.0882,-0.1779,0.3543,0.8182,0.275,,,,0.9251,,-0.0935,
1986-12-01,0.4413,0.3565,,-0.0902,-0.1828,-0.9066,-0.8646,0.7098,,-1.1494,-0.0935,-0.885
1987-01-01,0.7909,0.7105,1.1474,0.9928,,,,,0.7333,0.6261,,0.5357
1987-02-01,0.5231,0.4409,,0.0,0.9158,1.4639,1.1628,,,0.8,,0.8881
1987-03-01,0.4337,0.0878,1.1344,0.3575,,,,,0.7279,0.2646,,0.4401
1987-04-01,0.6908,1.3158,,0.4452,0.9074,1.1722,1.9157,,,0.9675,,0.6135
1987-05-01,0.6003,0.7792,-0.5177,0.4433,,,,,0.3613,0.1742,,0.4355
1987-06-01,0.4263,0.8591,,1.9417,-0.0899,0.6239,0.094,,,0.0,,-0.0867
1987-07-01,0.0849,0.0,0.8673,0.3463,,,,,0.8101,0.6957,,0.1736
1987-08-01,0.8482,0.8518,,0.6903,0.9901,0.5314,0.7512,,,0.2591,,0.5199
1987-09-01,0.7569,0.2534,2.7515,0.3428,,,,,0.4464,0.4307,,0.6034
1987-10-01,0.3339,0.337,,-1.7079,1.6934,1.2335,0.6524,,,0.4288,,0.3428
1987-11-01,0.2496,-0.4198,0.3347,0.5213,,,,,1.1556,0.1708,,-0.0854
1987-12-01,0.083,0.253,,0.0,-1.3146,-0.8703,-0.6481,,,0.0853,,0.1709
1988-01-01,0.5804,0.3364,0.1668,-0.3457,,,,,0.6151,0.8518,,0.5973
1988-02-01,-0.1649,0.0,,1.1275,0.9769,0.0878,0.6524,,,-0.4223,,0.2545
1988-03-01,0.3303,0.2515,1.6653,0.2573,,,,,0.524,1.0178,,0.5922
1988-04-01,0.9053,0.3344,,0.1711,0.6157,1.2281,0.1852,,,-0.3359,,0.2523
1988-05-01,0.0816,0.75,0.819,-0.0854,,,,,0.9557,0.8425,,0.755
1988-06-01,0.326,0.8271,,1.6239,0.8741,0.1733,1.1091,,,0.3342,,0.0833
1988-07-01,0.4062,1.0664,0.5686,0.7569,,,,,0.5164,0.6661,,0.2496
1988-08-01,0.4854,0.5682,,0.2504,1.9064,1.3841,0.8227,,,0.9098,,0.4979
1988-09-01,1.4493,1.0492,1.9386,1.582,,,,,1.7123,0.082,,0.4955
1988-10-01,0.1587,-0.4792,,-0.3279,0.8503,0.5973,0.7253,,,0.1638,,0.4108
1988-11-01,-0.2377,0.5618,0.9509,-0.4934,,,,,-0.4209,-0.0818,,0.0818
1988-12-01,0.0794,0.2394,,0.2479,-0.253,-0.5937,0.18,,,0.3273,,0.1635
1989-01-01,0.7937,0.0796,1.2559,0.1649,,,,,1.437,1.1419,,0.6531
1989-02-01,0.4724,-0.2387,,0.5761,1.5216,0.256,1.2579,,,0.0,,0.3244
1989-03-01,1.0188,0.4785,0.5426,0.6547,,,,,-0.1667,1.5323,,0.8084
1989-04-01,0.4655,0.5556,,0.4878,1.3322,1.0213,0.4437,,,-0.3971,,0.4812
1989-05-01,0.5405,0.9471,0.6168,0.2427,,,,,0.9182,0.7177,,0.7183
1989-06-01,0.2304,0.7037,,1.4528,0.3287,1.0952,0.7951,,,-0.0792,,0.0792
1989-07-01,0.0766,0.3882,-0.1533,0.5569,,,,,0.579,0.9509,,0.4751
1989-08-01,0.2297,-0.1547,,0.0,0.0819,0.0,0.2629,,,0.5495,,0.1576
1989-09-01,0.9931,0.8521,1.4582,0.5538,,,,,1.0691,-1.0148,,0.3147
1989-10-01,0.4539,0.2304,,-0.236,1.964,1.1667,1.1364,,,0.5521,,0.2353
1989-11-01,0.3012,-0.3065,1.5885,-0.0789,,,,,0.0814,-0.2353,,0.0
1989-12-01,0.0751,-0.1537,,-0.1579,-0.1605,-0.7414,-0.1729,,,0.1572,,0.3912
1990-01-01,1.3503,1.0008,1.2658,1.2648,,,,,1.3008,0.8634,,0.9353
1990-02-01,0.148,0.7622,,0.8587,1.3666,1.4108,2.7706,,,0.5447,,0.8494
1990-03-01,0.9608,1.059,0.2206,0.2322,,,,,0.4013,0.6192,,0.6891
1990-04-01,0.5124,0.524,,0.695,0.6344,0.5728,-0.337,,,0.5385,,0.0
1990-05-01,-0.0728,0.2234,0.2201,0.0,,,,,1.0392,0.0765,,0.3802
1990-06-01,-0.0729,0.3715,,0.9969,0.6304,0.7323,1.1834,,,0.6116,,0.4545
1990-07-01,0.9482,0.8882,0.7321,0.2278,,,,,1.8196,0.5319,,0.3771
1990-08-01,1.1561,0.7337,,0.9091,1.3312,1.7771,1.5038,,,0.6047,,0.6011
1990-09-01,0.5714,0.6555,2.689,0.4505,,,,,1.0878,0.6762,,1.0456
1990-10-01,0.5682,0.4342,,-0.3737,1.8547,2.7778,2.0576,,,0.4478,,0.5174
1990-11-01,-0.0706,0.2161,1.6985,0.6752,,,,,0.8455,0.0743,,0.1471
1990-12-01,0.0707,0.2157,,0.2981,-0.4552,-0.8494,-0.8065,,,0.297,,0.3671
1991-01-01,0.9887,0.7174,0.0696,0.3715,,,,,0.2287,1.1843,,0.8047
1991-02-01,0.4196,0.1425,,0.2961,0.7622,0.7788,1.0569,,,-0.4389,,-0.2177
1991-03-01,-0.1393,0.2845,0.0695,0.5166,,,,,0.3802,0.147,,-0.0727
1991-04-01,0.2092,-0.1418,,-0.0734,-0.3782,0.0773,-0.6436,,,-0.3668,,0.2911
1991-05-01,0.2088,0.3551,-0.278,0.5143,,,,,0.0,0.2946,,0.2177
1991-06-01,0.4167,0.3539,,0.3655,1.3667,0.4633,1.1336,,,1.0279,,0.4345
1991-07-01,0.4149,0.4231,1.115,0.0,,,,,0.0,0.436,,0.3605
1991-08-01,0.1377,0.632,,0.2185,-0.2247,0.7686,-0.0801,,,0.6512,,0.3592
1991-09-01,0.2751,0.3489,0.827,0.5087,,,,,0.0758,0.4313,,0.5011
1991-10-01,-0.0686,-0.4868,,-0.2169,1.0511,1.9069,2.0032,,,-0.0716,,0.0712
1991-11-01,0.6177,0.1398,0.2051,0.0,,,,,1.0598,0.1433,,0.2847
1991-12-01,0.0,0.7676,,0.2174,-0.4458,-1.1976,-0.2357,,,0.0,,-0.071
1992-01-01,0.4775,0.0,-0.2046,0.4338,,,,,0.1498,0.3577,,0.7102
1992-02-01,0.4752,-0.1385,,0.216,0.6716,0.303,0.0,,,0.4989,,0.4231
1992-03-01,0.7432,0.8322,1.0936,0.3592,,,,,0.5984,0.6383,,0.4213
1992-04-01,0.0671,0.0,,0.0716,0.2965,0.0755,1.3386,,,-0.2114,,0.1399
1992-05-01,-0.2011,0.2063,-0.2705,0.5007,,,,,-0.5948,0.2119,,0.2095
1992-06-01,0.403,1.2354,,0.4982,0.1478,1.283,0.5439,,,0.0,,0.1394
1992-07-01,0.2676,-0.1356,0.9492,0.1416,,,,,0.0748,0.2114,,0.1392
1992-08-01,0.6004,0.4752,,0.3536,0.2214,0.149,0.3864,,,0.3516,,0.278
1992-09-01,0.3979,0.0676,0.3358,0.5638,,,,,0.5979,0.7008,,0.4158
1992-10-01,0.4624,-0.0675,,-0.4205,1.2518,1.2649,0.6928,,,0.4175,,0.5521
1992-11-01,0.0657,-0.3378,0.6693,0.2111,,,,,0.9658,-0.0693,,0.0
1992-12-01,-0.1971,0.0,,0.3511,-0.2909,-1.1021,-1.1468,,,0.0693,,0.0686
1993-01-01,0.7242,0.0,0.9973,0.2099,,,,,1.3981,0.5544,,0.6173
1993-02-01,0.3922,0.678,,0.2793,0.8753,0.5944,1.8561,,,0.2757,,0.3408
1993-03-01,0.3255,0.5387,1.4483,0.3482,,,,,1.016,0.1375,,0.0
1993-04-01,-0.0649,0.2009,,0.4164,0.2892,1.1817,0.0759,,,0.755,,0.3397
1993-05-01,-0.1299,-0.1337,-1.4276,0.6911,,,,,-0.1437,0.0681,,0.2708
1993-06-01,0.2601,0.7363,,-0.0686,0.2884,-0.5839,0.8346,,,-0.5446,,-0.2026
1993-07-01,0.0649,0.1329,0.395,-0.0687,,,,,0.0,0.0,,-0.0677
1993-08-01,0.6481,-0.0664,,0.4124,0.5751,1.395,0.0752,,,0.0684,,0.0677
1993-09-01,0.0,0.332,-0.3279,0.4107,,,,,0.1439,0.2052,,0.2706
1993-10-01,0.1288,0.728,,0.3408,1.4296,1.0862,2.7068,,,0.3413,,0.3374
1993-11-01,-0.0643,-0.0657,1.6447,-0.5435,,,,,0.431,0.1361,,0.4035
1993-12-01,0.1287,-0.526,,-0.2049,-1.198,-0.5731,-0.0732,,,-0.1359,,0.134
1994-01-01,0.2571,0.7931,-0.5825,0.2738,,,,,0.8584,0.3401,,0.1338
1994-02-01,0.8974,0.2623,,0.2048,1.0699,0.2882,0.3663,,,-0.0678,,0.1336
1994-03-01,0.3177,0.3924,0.9115,0.545,,,,,1.773,0.5427,,0.4003
1994-04-01,-0.1267,-0.2606,,0.2033,0.6351,0.7902,-0.146,,,-0.135,,-0.0664
1994-05-01,-0.2536,0.0653,-0.9032,-0.2028,,,,,-0.1394,0.2027,,0.0
1994-06-01,0.3179,0.9138,,0.3388,1.5428,0.784,0.4386,,,-0.1349,,0.0
1994-07-01,0.2535,0.4528,0.1953,0.135,,,,,0.0698,0.5402,,0.3324
1994-08-01,0.5689,0.2576,,1.0115,0.3453,0.5658,1.31,,,0.3358,,0.2651
1994-09-01,-0.0629,0.3211,1.1696,0.267,,,,,0.7671,0.0,,0.2644
1994-10-01,0.3145,0.2561,,-0.5326,0.2753,0.4219,0.0718,,,0.0,,0.2637
1994-11-01,-0.0627,0.0639,0.6423,0.6693,,,,,0.0,0.2677,,-0.1315
1994-12-01,-0.3137,-0.8296,,0.0665,-0.1373,-0.6303,-1.0768,,,-0.267,,0.1975
1995-01-01,0.6293,0.7722,0.8296,0.8638,,,,,1.9377,0.6024,,0.4599
1995-02-01,0.2502,0.7663,,0.3294,1.2371,0.9866,1.0885,,,0.1331,,0.1308
1995-03-01,0.3743,0.1267,0.2532,0.197,,,,,0.9504,0.3987,,0.3266
1995-04-01,0.3108,-0.1266,,0.3277,0.5431,1.1863,-0.9332,,,0.2647,,0.2604
1995-05-01,0.2478,0.0,-0.4419,-0.0653,,,,,-0.0672,-0.132,,0.1299
1995-06-01,0.2472,0.3802,,0.3268,0.135,-0.4138,1.3768,,,0.2644,,-0.0649
1995-07-01,0.0617,0.3157,0.0634,0.0651,,,,,-0.2019,-0.1318,,-0.0649
1995-08-01,0.3081,0.4405,,0.1302,0.3372,0.4848,0.143,,,0.0,,0.0649
1995-09-01,0.2457,0.4386,0.507,0.13,,,,,0.4046,0.5281,,0.2596
1995-10-01,0.2451,0.0624,,0.1948,0.672,1.1716,1.0707,,,0.197,,0.2589
1995-11-01,0.1222,-0.4988,1.0719,-0.1944,,,,,0.8731,-0.1311,,-0.3228
1995-12-01,-0.0611,-0.3133,,-0.1299,0.3338,-0.8856,-0.4944,,,-0.1969,,0.0
1996-01-01,0.672,0.7542,1.1853,0.5202,,,,,1.1984,0.526,,0.6477
1996-02-01,0.5461,0.5614,,0.3881,0.6653,0.4811,0.4258,,,0.1962,,0.3218
1996-03-01,0.4828,0.4963,0.3699,0.7088,,,,,0.2632,-0.1958,,0.449
1996-04-01,-0.3003,0.0617,,0.064,0.6609,1.5732,1.1307,,,0.654,,0.447
1996-05-01,0.241,-0.1851,-0.6143,0.3197,,,,,0.1312,0.7797,,0.1907
1996-06-01,0.0601,0.309,,0.4461,-0.2626,0.6061,-0.2096,,,0.0645,,-0.1904
1996-07-01,0.1201,0.3081,0.1236,0.0635,,,,,-0.1311,0.451,,0.445
1996-08-01,0.2999,0.4914,,0.2536,0.5267,0.0669,0.0,,,-0.1924,,0.0633
1996-09-01,0.5981,0.5501,0.9259,0.1265,,,,,1.4436,0.4499,,0.3795
1996-10-01,0.0,0.2432,,0.3159,0.7204,0.8027,0.2801,,,0.3839,,0.3151
1996-11-01,0.1189,-0.3639,1.7125,0.3778,,,,,1.1643,0.0,,-0.0628
1996-12-01,0.0594,0.0,,0.1882,0.3251,-0.4645,0.2793,,,-0.5736,,-0.2514
1997-01-01,0.3561,0.4869,0.8419,0.4383,,,,,1.087,0.641,,0.5671
1997-02-01,0.5914,0.424,,0.4364,0.7129,0.4667,0.6267,,,0.5732,,0.3133
1997-03-01,0.3527,0.1809,0.2385,-0.0621,,,,,0.253,0.8233,,0.4997
1997-04-01,-0.2929,-0.0602,,-0.0621,0.3861,-0.0664,0.4844,,,0.2513,,0.1865
1997-05-01,-0.1763,0.0,-0.8328,0.1243,,,,,-0.3785,0.1253,,-0.062
1997-06-01,0.2354,0.0602,,0.3724,-0.641,0.5312,-0.2755,,,0.1252,,0.0
1997-07-01,0.2936,0.1806,0.24,0.0,,,,,0.0,0.375,,0.1241
1997-08-01,0.0,0.2404,,0.4947,1.2258,-0.1321,0.4144,,,0.3736,,0.248
1997-09-01,0.5269,1.0791,0.4189,-0.2462,,,,,0.38,0.2481,,0.3711
1997-10-01,0.3494,-0.5338,,0.2468,0.6373,1.0582,1.3067,,,0.5569,,0.4929
1997-11-01,-0.1741,-0.7752,0.9535,0.2462,,,,,0.6309,0.0615,,-0.1839
1997-12-01,-0.0581,0.0,,-0.0614,-0.5066,-0.1963,-1.1541,40.4405,-0.1254,0.0,54.4944,0.1843
1998-01-01,0.1163,,1.0626,0.0,,-0.2623,,,,,,0.1226
1998-02-01,0.3486,0.3606,,0.1843,0.8912,,0.3434,0.0627,0.565,0.369,0.9091,0.1837
1998-03-01,0.1737,,0.0584,0.6131,,0.5917,,,,,,0.1222
1998-04-01,0.0,0.0599,,0.4266,0.3785,,0.1369,0.815,0.0,0.8578,-0.0601,0.2442
1998-05-01,0.0,,-0.2335,0.4854,,0.0,,,,,,0.4872
1998-06-01,0.0578,0.5386,,0.2415,0.1886,,0.0684,0.7463,0.0,0.5468,0.6611,0.0
1998-07-01,0.2889,,-0.117,0.3012,,0.7843,,,,,,0.0606
1998-08-01,0.3456,0.3571,,-0.6607,0.6901,,0.6831,-0.0617,0.3745,0.6647,0.597,0.3028
1998-09-01,0.1148,,0.8202,-0.0605,,0.1946,,,,,,0.1812
1998-10-01,0.2294,1.0083,,0.242,0.3115,,0.7463,0.0618,0.1866,0.3601,0.4748,0.2411
1998-11-01,-0.0572,,0.6973,-0.1811,,-0.3236,,,,,,0.1203
1998-12-01,0.0,-0.7634,,-0.1814,0.1242,,-1.6162,-0.2469,0.0,0.1196,0.0591,0.0
1999-01-01,0.1717,,0.4616,0.6057,,0.6494,,,,,,0.4805
1999-02-01,0.0571,-0.2367,,0.1806,0.0,,0.3422,0.1856,0.1862,1.1947,0.7084,0.2989
1999-03-01,0.2284,,0.4021,0.3606,,0.9032,,,,,,0.2384
1999-04-01,0.2849,1.4828,,0.3593,1.799,,1.1596,1.2971,0.1859,1.6529,0.9379,1.0702
1999-05-01,0.0568,,-0.3432,0.358,,0.5115,,,,,,-0.1176
1999-06-01,0.3975,0.5845,,0.4162,-0.1828,,0.0,0.4878,-0.2474,-0.2323,0.2904,-0.2945
1999-07-01,0.2262,,0.6315,0.296,,0.6997,,,,,,0.3544
1999-08-01,0.2257,0.5811,,-0.059,0.2442,,0.4046,0.6675,0.62,0.9895,0.4053,0.3531
1999-09-01,0.3378,,0.8557,0.2363,,0.9476,,,,,,0.4106
1999-10-01,0.3928,0.751,,0.0,1.0353,,1.5447,0.3617,1.1091,0.9798,0.7497,0.2336
1999-11-01,-0.0559,,1.3575,-0.2357,,0.1877,,,,,,0.0
1999-12-01,-0.1119,-0.8601,,-0.0591,-0.1808,,-0.5952,0.3003,0.4266,-0.3995,-0.1717,0.0583
2000-01-01,0.3919,,0.558,0.591,,0.1874,,,,,,0.3494
2000-02-01,0.6693,1.0989,,0.7051,1.0266,,1.1976,0.2994,0.6675,1.1461,0.9748,0.6384
2000-03-01,0.554,,1.4428,0.4667,,1.6833,,,,,,0.8651
2000-04-01,-0.0551,0.5721,,-0.1742,0.5977,,0.4602,1.4925,0.6028,1.2465,0.9654,0.1715
2000-05-01,0.0,,-0.6018,1.0471,,0.0613,,,,,,0.1712
2000-06-01,0.3308,0.4551,,1.3241,1.5449,,0.8508,0.7647,0.6591,0.2238,0.7874,0.1709
2000-07-01,0.4396,,0.8255,-0.7955,,1.8382,,,,,,0.5688
2000-08-01,0.1641,0.5096,,-0.5155,-0.4681,,0.1947,0.467,0.2381,1.4517,0.6138,0.4525
2000-09-01,0.71,,0.6004,0.6333,,0.4212,,,,,,0.4505
2000-10-01,0.1085,0.2254,,0.3432,1.0582,,1.7487,-0.1162,0.7126,0.9356,0.9983,0.3363
2000-11-01,0.0,,1.682,0.3421,,-0.0599,,,,,,-0.1117
2000-12-01,-0.2167,-0.2248,,-0.1136,-0.1163,,-0.5729,0.0,-0.059,0.3817,-0.3295,0.1119
2001-01-01,0.38,,0.8538,1.3083,,0.2998,,,,,,0.6145
2001-02-01,0.2163,0.8451,,0.2246,0.8736,,1.5365,1.9779,1.4159,2.0641,1.3774,0.6663
2001-03-01,0.5936,,1.0053,-0.7843,,0.9564,,,,,,0.3861
2001-04-01,0.1073,1.2291,,0.734,0.7506,,0.5675,0.7416,0.5236,0.6386,0.1087,0.2747
2001-05-01,0.3751,,0.0,0.7848,,0.296,,,,,,0.4932
2001-06-01,0.5339,0.7174,,-0.3337,0.745,,0.0627,0.6795,0.4051,0.9519,1.1401,0.5453
2001-07-01,-0.2655,,0.6286,-0.8371,,1.2397,,,,,,-0.1085
2001-08-01,0.1597,0.1644,,0.2251,-0.3982,,-0.6266,-0.5062,0.0,0.0524,0.2684,-0.0543
2001-09-01,-0.0532,,0.3123,0.8984,,0.758,,,,,,0.3259
2001-10-01,-0.1064,0.0547,,-0.8904,-0.1713,,0.5044,-0.1131,0.4035,0.3665,0.5889,-0.0541
2001-11-01,0.0,,0.0,-0.393,,-0.7523,,,,,,-0.1625
2001-12-01,-0.2662,-1.6402,,0.2818,-0.7437,,-1.4429,-1.0753,-0.6315,-0.5738,-0.958,-0.4341
2002-01-01,0.6407,,0.1038,0.0,,-0.5248,,,,,,0.4905
2002-02-01,0.7427,1.1673,,0.4497,1.5562,,-0.3183,0.7437,1.0976,0.3673,0.806,0.5423
2002-03-01,0.6319,,0.9331,0.6156,,0.8792,,,,,,0.4315
2002-04-01,0.3663,0.6044,,0.6118,1.5891,,1.4049,1.4196,0.0,0.8887,0.6397,0.5371
2002-05-01,-0.2086,,0.0514,0.2764,,0.4648,,,,,,0.1603
2002-06-01,0.0522,1.7477,,0.3859,0.0,,-0.3149,0.28,-0.3429,0.1036,0.3178,-0.16
2002-07-01,0.2611,,0.462,-0.4942,,0.0,,,,,,0.1068
2002-08-01,0.5729,1.0735,,0.2208,1.0615,,1.1371,0.335,0.4587,0.1553,0.4752,0.2668
2002-09-01,0.1036,,1.7374,0.2753,,0.1735,,,,,,0.1597
2002-10-01,0.2069,-1.3277,,0.3844,-0.2764,,1.5615,-0.1669,1.0274,0.4134,0.3153,0.1063
2002-11-01,-0.1549,,0.6529,0.2188,,0.2309,,,,,,0.0
2002-12-01,-0.1551,-0.2691,,-0.4367,-0.388,,-1.722,-1.1706,0.5085,-0.5661,-0.4715,-0.2123
2003-01-01,0.8286,,-0.2994,0.1645,,0.2304,,,,,,0.6383
2003-02-01,0.7704,0.7016,,0.7663,1.5025,,2.6283,1.9177,1.3491,2.3292,0.6842,0.8985
2003-03-01,0.4587,,1.5015,0.3802,,1.6092,,,,,,0.6286
2003-04-01,-0.2029,0.3215,,-0.7576,-0.1096,,-0.9146,0.7748,0.1664,-0.2023,0.5227,-0.2082
2003-05-01,0.0508,,-0.2465,0.0,,0.0566,,,,,,-0.2608
2003-06-01,0.0508,1.3355,,0.3817,0.3293,,0.0,-0.3295,-0.6645,-0.5068,-0.312,-0.1569
2003-07-01,0.4063,,0.346,0.0,,-0.2261,,,,,,0.0
2003-08-01,0.7081,0.738,,0.2173,0.4376,,0.9846,0.1102,0.8361,0.0,1.4085,0.4191
2003-09-01,0.2511,,1.8719,0.8672,,0.2833,,,,,,0.313
2003-10-01,0.2004,-0.4186,,-0.1612,-0.1634,,1.2188,-0.8806,0.387,0.0,-0.3601,-0.208
2003-11-01,-0.3,,-0.1451,-0.1076,,-0.6215,,,,,,-0.469
2003-12-01,-0.0502,-0.6831,,-0.0539,-1.0911,,-1.2041,-0.6108,0.0,-0.5094,-1.3939,-0.2094
2004-01-01,0.3011,,0.9201,-0.0539,,-0.1137,,,,,,0.5771
2004-02-01,0.6003,1.2698,,0.5394,1.1583,,2.6813,1.0056,1.1013,1.4337,1.3089,0.7825
2004-03-01,1.1437,,0.144,-0.0536,,1.1383,,,,,,0.6729
2004-04-01,0.295,1.7764,,0.4831,0.7088,,0.7122,0.8296,0.8715,0.101,0.4134,0.0514
2004-05-01,0.1961,,0.0,0.8013,,0.7878,,,,,,0.668
2004-06-01,0.7828,1.6427,,0.212,0.5956,,-0.2357,1.8651,0.216,0.353,0.5147,0.0
2004-07-01,-0.2427,,0.0958,0.0529,,0.0,,,,,,-0.2552
2004-08-01,0.0973,0.5556,,0.5285,0.5382,,-0.1181,-0.8616,-0.2694,-0.1508,-0.3584,0.0512
2004-09-01,0.0972,,0.4308,-0.1052,,0.335,,,,,,0.4604
2004-10-01,0.6799,0.5525,,0.4211,0.4283,,1.5967,-0.1086,1.0265,0.8052,0.9764,0.5601
2004-11-01,-0.0482,,0.9056,-0.0524,,0.1113,,,,,,0.0506
2004-12-01,-0.1931,-1.1988,,-0.5768,-1.226,,-1.0477,-0.3806,0.8556,-0.3994,-0.7125,-0.5567
2005-01-01,0.6286,,-0.1889,0.1582,,0.0556,,,,,,0.1018
2005-02-01,0.3844,1.1628,,0.316,1.3492,,2.7059,1.1463,1.0604,0.8521,1.2814,0.8134
2005-03-01,1.6754,,1.3725,0.4199,,0.7222,,,,,,0.7564
2005-04-01,0.0471,1.5992,,0.9932,1.065,,0.2291,1.4571,1.3641,0.6461,1.8725,0.7508
2005-05-01,-0.5176,,0.1867,0.0518,,1.2135,,,,,,0.0994
2005-06-01,-0.3311,0.7378,,0.3621,-0.1054,,-0.4571,0.8511,-0.3106,-0.642,-0.7452,-0.4963
2005-07-01,0.8543,,1.2116,0.1031,,0.436,,,,,,0.399
2005-08-01,0.7529,0.8789,,0.8239,1.3713,,0.7463,-0.0527,1.5576,0.8946,0.0501,0.5464
2005-09-01,0.794,,1.3352,1.2768,,2.4959,,,,,,1.0375
2005-10-01,0.3707,0.4356,,-0.2017,1.5088,,2.1083,2.3219,1.636,1.4286,1.7009,0.4401
2005-11-01,-0.6002,,-0.6815,-0.3032,,-0.5823,,,,,,-0.5842
2005-12-01,-0.5109,-1.253,,-0.4562,-1.3839,,-1.1161,-2.6818,-0.7042,-1.2142,-1.1805,-0.5877
2006-01-01,0.7937,,0.8692,0.5601,,0.426,,,,,,0.8374
2006-02-01,0.2316,2.001,,-0.1519,1.2474,,0.7901,0.5829,2.4316,1.8191,1.344,0.4885
2006-03-01,0.8318,,0.3628,0.2028,,-0.106,,,,,,0.5348
2006-04-01,0.9166,1.244,,0.0506,1.232,,1.4558,2.1602,0.7913,0.8691,1.8664,0.8704
2006-05-01,0.6358,,0.723,0.3541,,1.4862,,,,,,0.815
2006-06-01,0.4513,1.087,,0.3024,-0.2028,,0.6623,1.083,0.0,0.0957,0.3857,-0.3804
2006-07-01,0.2246,,0.987,0.1508,,0.2615,,,,,,0.2387
2006-08-01,0.4482,1.1688,,0.5519,0.9146,,0.0548,0.6633,0.8832,0.7652,0.6724,0.3333
2006-09-01,-0.5355,,-0.2665,-0.3992,,0.1565,,,,,,0.2848
2006-10-01,-0.5384,-2.2181,,-1.0521,-1.007,,-1.1507,-2.3315,-0.3891,0.1424,0.0954,-0.3786
2006-11-01,-0.3608,,-0.6236,0.2025,,-1.875,,,,,,-0.38
2006-12-01,0.1811,0.0,,-0.0505,-0.1017,,-0.6652,1.0898,0.293,-0.2844,-0.2383,-0.0477
2007-01-01,0.211,,0.597,0.8094,,0.2601,,,,,,0.7166
2007-02-01,0.5857,0.7335,,0.6163,0.8473,,1.1256,0.0441,1.2605,1.5627,1.1486,0.6855
2007-03-01,0.6657,,0.8889,0.9236,,0.6702,,,,,,0.8676
2007-04-01,0.5473,0.9937,,0.7586,1.1885,,1.613,2.131,1.4015,1.008,1.9192,0.535
2007-05-01,0.605,,-0.0795,0.8171,,1.3794,,,,,,0.5103
