date,CPI - New York Period %,CPI - Philadelphia Period %,CPI - Boston Period %,CPI - Chicago Period %,CPI - Detroit Period %,CPI - Dallas Period %,CPI - Houston Period %,CPI - Atlanta Period %,CPI - Miami Period %,CPI - San Francisco Period %,CPI - Seattle Period %,CPI - West Region (Size Class A) Period %
1957-11-01,0.0,0.3401,,0.6849,0.6873,,0.3704,,,,0.0,
1957-12-01,0.0,0.0,,0.0,0.0,,,0.0,,1.1278,,
1958-01-01,1.3986,0.0,1.0601,0.3401,0.3413,,,,,,,
1958-02-01,0.0,0.0,,0.0,0.0,,0.0,,,,1.0909,
1958-03-01,0.6897,0.678,,0.678,0.3401,,,2.1053,,1.487,,
1958-04-01,0.0,0.0,1.049,0.0,0.0,,,,,,,
1958-05-01,0.0,0.0,,0.0,0.0,,1.107,,,,0.7194,
1958-06-01,0.0,0.0,,0.3367,0.0,,,0.0,,1.0989,,
1958-07-01,0.0,0.3367,0.692,0.0,0.0,,,,,,,
1958-08-01,0.0,0.0,,-0.3356,-0.339,,0.0,,,,0.0,
1958-09-01,0.3425,0.0,,0.3367,0.0,,,-0.3436,,0.0,,
1958-10-01,0.0,0.0,0.0,0.0,-0.3401,,,,,,,
1958-11-01,0.3413,0.0,,0.0,0.0,,0.365,,,,0.0,
1958-12-01,-0.3401,0.0,,-0.3356,0.0,,,0.0,,0.0,,
1959-01-01,0.3413,0.0,0.0,0.0,0.0,,,,,,,
1959-02-01,0.0,0.0,,0.0,0.0,,-0.3636,,,,0.7143,
1959-03-01,0.0,0.0,,0.0,-0.3413,,,-0.3448,,0.7246,,
1959-04-01,0.0,0.0,-0.3436,0.3367,0.3425,,,,,,,
1959-05-01,0.0,-0.3356,,0.0,0.0,,0.0,,,,0.7092,
1959-06-01,0.6803,0.6734,,0.3356,0.0,,,1.0381,,0.3597,,
1959-07-01,0.6757,0.3344,0.3448,0.3344,0.6826,,,,,,,
1959-08-01,-0.3356,0.0,,0.0,-0.339,,0.7299,,,,0.7042,
1959-09-01,0.3367,1.3333,,0.6667,0.6803,,,0.3425,,1.0753,,
1959-10-01,0.3356,0.0,1.0309,0.0,0.3378,,,,,,,
1959-11-01,0.3344,0.3289,,0.0,-0.6734,,0.3623,,,,0.3497,
1959-12-01,0.0,0.0,,0.0,0.0,,,0.3413,,0.7092,,
1960-01-01,0.0,-0.6557,-0.3401,-0.3311,-0.678,,,,,,,
1960-02-01,0.0,0.0,,0.3322,0.3413,,0.361,,,,-0.3484,
1960-03-01,0.0,0.33,,0.0,0.0,,,0.3401,,-0.3521,,
1960-04-01,0.3333,0.3289,1.7065,0.3311,0.3401,,,,,,,
1960-05-01,0.0,0.0,,0.0,0.0,,-0.3597,,,,0.6993,
1960-06-01,0.0,0.0,,0.33,0.678,,,0.339,,0.7067,,
1960-07-01,0.0,0.3279,0.0,0.3289,0.6734,,,,,,,
1960-08-01,0.3322,0.0,,-0.3279,-0.3344,,0.722,,,,0.0,
1960-09-01,0.3311,0.3268,,0.3289,0.0,,,0.6757,,0.7018,,
1960-10-01,0.33,0.3257,0.3356,0.0,0.0,,,,,,,
1960-11-01,0.3289,0.3247,,0.0,0.0,,0.3584,,,,0.6944,
1960-12-01,0.0,0.0,,0.0,0.3356,,,-0.3356,,0.6969,,
1961-01-01,-0.3279,-0.3236,0.3344,0.0,0.3344,,,,,,,
1961-02-01,0.0,0.3247,,0.0,0.0,,-1.0714,,,,0.3448,
1961-03-01,0.0,-0.3236,,-0.3279,-0.3333,,,0.0,,-0.346,,
1961-04-01,-0.3289,0.3247,0.3333,0.0,-0.3344,,,,,,,
1961-05-01,0.0,0.0,,0.0,0.0,,0.722,,,,0.6873,
1961-06-01,0.0,-0.3236,,-0.3289,0.3356,,,0.0,,0.0,,
1961-07-01,0.6601,0.6494,0.3322,0.9901,-0.3344,,,,,,,
1961-08-01,0.0,-0.3226,,0.0,0.3356,,0.0,,,,0.0,
1961-09-01,0.3279,0.3236,,0.0,-0.6689,,,0.6734,,0.6944,,
1961-10-01,0.0,0.0,0.3311,0.3268,0.3367,,,,,,,
1961-11-01,0.0,0.3226,,-0.3257,-0.3356,,1.4337,,,,0.6826,
1961-12-01,0.0,-0.3215,,0.0,-0.6734,,,-0.3344,,0.3448,,
1962-01-01,0.3268,0.0,0.6601,0.0,0.339,,,,,,,
1962-02-01,0.3257,0.3226,,0.6536,1.0135,,0.7067,,,,0.339,
1962-03-01,0.0,0.0,,0.0,0.0,,,0.3356,,0.6873,,
1962-04-01,0.0,0.3215,0.9836,0.3247,0.0,,,,,,,
1962-05-01,-0.3247,-0.641,,-0.3236,0.0,,0.0,,,,0.3378,
1962-06-01,0.3257,0.3226,,0.0,-0.3344,,,0.3344,,0.3413,,
1962-07-01,0.3247,0.3215,0.0,0.0,0.0,,,,,,,
1962-08-01,0.3236,0.0,,0.0,0.3356,,0.0,,,,0.3367,
1962-09-01,0.6452,0.641,,0.6494,0.6689,,,0.6667,,0.0,,
1962-10-01,0.0,0.0,0.974,-0.3226,0.0,,,,,,,
1962-11-01,-0.3205,0.0,,0.0,-0.3322,,0.0,,,,0.3356,
1962-12-01,0.0,-0.3185,,0.0,0.0,,,-0.3311,,0.3401,,
1963-01-01,0.3215,0.3195,0.3215,0.3236,0.0,,,,,,,
1963-02-01,0.3205,0.3185,,0.0,0.0,,0.3509,,,,0.0,
1963-03-01,0.0,0.0,,0.3226,0.0,,,0.3322,,0.339,,
1963-04-01,0.3195,0.0,0.641,0.0,-0.3333,,,,,,,
1963-05-01,-0.3185,0.0,,-0.3215,0.3344,,-0.3497,,,,0.3344,
1963-06-01,0.9585,0.9524,,0.3226,1.0,,,0.0,,0.6757,,
1963-07-01,0.6329,0.0,0.3185,0.6431,0.33,,,,,,,
1963-08-01,0.0,0.0,,-0.3195,0.6579,,1.4035,,,,1.6667,
1963-09-01,0.0,0.3145,,0.0,-1.3072,,,0.3311,,0.3356,,
1963-10-01,0.0,0.627,0.3175,0.0,0.3311,,,,,,,
1963-11-01,0.3145,0.0,,0.0,0.33,,0.692,,,,0.0,
1963-12-01,0.3135,0.3115,,0.3205,-0.3289,,,0.6601,,0.6689,,
1964-01-01,-0.3125,0.0,0.0,-0.3195,0.33,,,,,,,
1964-02-01,0.3135,0.0,,-0.3205,-0.6579,-0.339,0.3436,,,,0.0,
1964-03-01,0.0,-0.3106,,0.0,0.3311,,,0.6557,,0.0,,
1964-04-01,0.0,0.0,0.6329,0.0,0.33,,,,,,,
1964-05-01,0.0,0.0,,0.3215,-0.6579,0.6803,-0.3425,,,,0.0,
1964-06-01,0.0,0.3115,,0.3205,0.3311,,,-0.3257,,0.3322,,
1964-07-01,0.3125,0.3106,0.3145,0.3195,0.6601,,,,,,,
1964-08-01,0.0,-0.3096,,-0.3185,0.0,-0.3378,0.3436,,,,0.9836,
1964-09-01,0.3115,0.3106,,0.0,0.3279,,,0.9804,,0.3311,,
1964-10-01,0.0,0.3096,0.627,0.3195,0.3268,,,,,,,
1964-11-01,0.3106,0.3086,,0.0,-0.3257,0.678,0.0,,,,-0.3247,
1964-12-01,0.0,0.0,,0.0,0.3268,,,0.3236,,0.6601,,
1965-01-01,-0.3096,0.0,0.3115,0.0,0.0,,,,,,,
1965-02-01,0.3106,0.3077,,0.0,-0.3257,-0.6734,0.3425,,,,-0.3257,
1965-03-01,0.0,0.0,,0.0,0.3268,,,0.0,,0.6557,,
1965-04-01,0.3096,-0.3067,0.6211,0.3185,0.6515,,0.3413,,,,,
1965-05-01,0.3086,0.3077,,0.3175,0.6472,1.0169,,,,,0.9804,
1965-06-01,0.3077,0.6135,,0.6329,0.6431,,,0.3226,,0.6515,,
1965-07-01,0.3067,0.3049,0.6173,-0.3145,0.0,,0.6803,,,,,
1965-08-01,0.0,-0.304,,0.0,0.0,0.6711,,,,,0.6472,
1965-09-01,0.3058,0.0,,0.3155,0.0,,,0.3215,,-0.3236,,
1965-10-01,0.3049,0.3049,0.0,0.3145,0.639,,0.6757,,,,,
1965-11-01,0.0,0.304,,0.0,0.0,1.0,,,,,0.3215,
1965-12-01,0.304,0.303,,0.627,0.3175,,,0.9615,,0.974,,
1966-01-01,0.0,0.0,0.3067,-0.3115,0.3165,,0.6711,,,,,
1966-02-01,0.6061,0.6042,,0.625,0.6309,0.6601,,,,,0.641,
1966-03-01,0.6024,0.3003,,0.6211,0.627,,,0.9524,,0.9646,,
1966-04-01,0.2994,0.2994,2.4465,0.0,0.6231,,0.6667,,,,,
1966-05-01,0.0,0.0,,0.3086,0.3096,1.3115,,,,,1.2739,
1966-06-01,0.0,0.2985,,0.3077,0.6173,,,0.6289,,0.3185,,
1966-07-01,0.8955,0.2976,0.2985,0.0,0.0,,0.6623,,,,,
1966-08-01,0.2959,0.5935,,0.6135,0.6135,0.6472,,,,,0.6289,
1966-09-01,0.59,0.295,,0.6098,0.0,,,1.5625,,0.9524,,
1966-10-01,0.2933,0.2941,1.1905,0.0,0.6098,,0.6579,,,,,
1966-11-01,0.0,0.0,,0.0,0.0,0.9646,,,,,0.9375,
1966-12-01,0.0,0.2933,,0.303,0.6061,,,0.6154,,0.6289,,
1967-01-01,-0.2924,-0.2924,0.2941,-0.6042,0.0,,0.6536,,,,,
1967-02-01,0.5865,0.2933,,0.6079,0.0,0.6369,,,,,0.0,
1967-03-01,0.0,0.0,,0.0,0.9036,,,0.6116,,0.0,,
1967-04-01,0.0,0.2924,0.0,0.0,0.0,,0.6494,,,,,
1967-05-01,0.2915,0.2915,,0.3021,0.0,0.3165,,,,,0.9288,
1967-06-01,0.2907,0.2907,,0.3012,0.2985,,,0.6079,,1.25,,
1967-07-01,0.2899,0.2899,0.8798,0.6006,0.2976,,0.3226,,,,,
1967-08-01,0.289,0.578,,0.597,0.0,1.2618,,,,,1.227,
1967-09-01,0.2882,0.2874,,0.5935,0.0,,,0.6042,,1.5432,,
1967-10-01,0.2874,0.5731,0.8721,0.0,0.2967,,1.2862,,,,,
1967-11-01,0.2865,0.0,,0.295,0.5917,0.3115,,,,,0.9091,
1967-12-01,0.2857,0.2849,,0.2941,0.2941,,,1.2012,,0.6079,,
1968-01-01,0.0,0.5682,0.8646,0.0,0.0,,0.9524,,,,,
1968-02-01,0.5698,0.565,,0.5865,0.5865,0.9317,,,,,0.9009,
1968-03-01,0.5666,0.5618,,0.5831,0.8746,,,0.8902,,1.2085,,
1968-04-01,0.2817,0.2793,1.4286,0.2899,0.289,,0.9434,,,,,
1968-05-01,0.2809,0.2786,,0.289,0.2882,2.1538,,,,,0.5952,
1968-06-01,0.5602,0.5556,,0.2882,0.8621,,,0.8824,,1.4925,,
1968-07-01,0.5571,0.2762,0.8451,0.5747,0.2849,,1.2461,,,,,
1968-08-01,0.831,0.2755,,0.2857,0.2841,0.9036,,,,,1.7751,
1968-09-01,0.5495,0.8242,,0.5698,0.5666,,,2.0408,,0.8824,,
1968-10-01,0.5464,0.545,1.676,0.2833,0.2817,,1.5385,,,,,
1968-11-01,0.2717,0.271,,0.0,0.5618,1.4925,,,,,1.1628,
1968-12-01,0.271,0.2703,,0.565,0.2793,,,0.5714,,0.8746,,
1969-01-01,0.5405,0.0,0.8242,0.5618,0.2786,,1.8182,,,,,
1969-02-01,0.2688,0.5391,,0.2793,0.2778,1.1765,,,,,0.8621,
1969-03-01,1.0724,0.8043,,0.8357,1.385,,,2.2727,,1.7341,,
1969-04-01,0.5305,0.5319,1.6349,0.2762,0.5464,,1.7857,,,,,
1969-05-01,0.2639,0.0,,0.2755,0.5435,2.3256,,,,,1.4245,
1969-06-01,0.7895,0.5291,,0.8242,0.8108,,,1.1111,,1.4205,,
1969-07-01,0.2611,0.7895,1.6086,0.545,0.2681,,1.1696,,,,,
1969-08-01,0.2604,0.7833,,0.813,0.5348,1.4205,,,,,1.6854,
1969-09-01,0.7792,0.5181,,0.8065,0.0,,,1.9231,,1.6807,,
1969-10-01,0.5155,0.2577,2.1108,-0.2667,0.5319,,2.3121,,,,,
1969-11-01,0.2564,0.2571,,0.5348,0.5291,2.2409,,,,,0.2762,
1969-12-01,1.023,0.5128,,0.5319,0.7895,,,1.0782,,1.3774,,
1970-01-01,0.7595,0.5102,1.0336,0.5291,0.2611,,0.8475,,,,,
1970-02-01,1.005,1.0152,,0.2632,0.7813,1.3699,,,,,1.6529,
1970-03-01,0.4975,0.7538,,0.5249,0.7752,,,1.3333,,1.087,,
1970-04-01,0.7426,0.2494,1.2788,0.2611,0.5128,,1.4006,,,,,
1970-05-01,0.4914,0.7463,,0.5208,0.7653,1.3514,,,,,1.355,
1970-06-01,0.7335,0.2469,,0.5181,0.2532,,,1.5789,,1.0753,,
1970-07-01,0.2427,0.2463,1.0101,0.5155,0.2525,,0.5525,,,,,
1970-08-01,0.2421,0.4914,,0.5128,-0.2519,0.8,,,,,0.5348,
1970-09-01,0.7246,1.2225,,0.5102,0.5051,,,1.0363,,1.0638,,
1970-10-01,0.4796,0.7246,2.75,0.5076,0.7538,,1.0989,,,,,
1970-11-01,0.2387,0.4796,,0.2525,0.4988,0.2646,,,,,0.266,
1970-12-01,0.7143,0.2387,,0.5038,-0.2481,,,1.5385,,1.3158,,
1971-01-01,0.2364,0.0,0.9732,0.0,0.7463,,1.087,,,,,
1971-02-01,0.7075,0.4762,,0.2506,-0.2469,0.7916,,,,,-0.2653,
1971-03-01,0.7026,0.237,,0.25,0.0,,,0.7576,,0.5195,,
1971-04-01,0.2326,0.2364,0.7229,0.2494,0.0,,0.2688,,,,,
1971-05-01,0.464,0.7075,,0.4975,0.7426,0.5236,,,,,0.7979,
1971-06-01,0.6928,0.7026,,0.2475,0.7371,,,1.7544,,0.7752,,
1971-07-01,0.6881,-0.4651,0.9569,0.0,0.0,,1.3405,,,,,
1971-08-01,0.0,0.0,,0.4938,0.7317,1.8229,,,,,1.847,
1971-09-01,0.2278,0.7009,,0.0,0.0,,,-0.2463,,0.7692,,
1971-10-01,0.2273,0.464,1.4218,0.0,0.0,,1.0582,,,,,
1971-11-01,0.0,-0.2309,,0.2457,0.4843,-0.2558,,,,,0.0,
1971-12-01,0.4535,0.2315,,0.2451,0.241,,,1.2346,,0.7634,,
1972-01-01,0.4515,-0.2309,0.2336,0.0,0.4808,,0.5236,,,,,
1972-02-01,0.6742,0.2315,,0.7335,0.4785,1.0256,,,,,1.0363,
1972-03-01,0.4464,0.4619,,0.0,0.2381,,,0.2439,,0.7576,,
1972-04-01,0.2222,0.2299,1.1655,0.2427,0.0,,1.3021,,,,,
1972-05-01,0.2217,0.0,,0.2421,0.2375,0.7614,,,,,0.0,
1972-06-01,0.2212,0.4587,,0.4831,0.4739,,,0.7299,,1.2531,,
1972-07-01,0.4415,0.4566,0.6912,0.0,0.4717,,0.2571,,,,,
1972-08-01,0.2198,0.2273,,0.4808,0.2347,0.7557,,,,,0.7692,
1972-09-01,0.8772,0.6803,,0.2392,0.2342,,,1.6908,,1.2376,,
1972-10-01,0.2174,0.2252,1.373,0.2387,0.0,,1.0256,,,,,
1972-11-01,0.0,0.4494,,0.2381,0.2336,0.25,,,,,1.2723,
1972-12-01,0.2169,-0.2237,,0.2375,0.6993,,,0.4751,,0.489,,
1973-01-01,0.2165,0.2242,0.6772,0.237,0.0,,0.7614,,,,,
1973-02-01,0.8639,1.1186,,0.9456,0.9259,1.4963,,,,,1.5075,
1973-03-01,1.0707,1.5487,,1.171,1.1468,,,1.8913,,1.9465,,
1973-04-01,0.8475,0.6536,2.2422,0.6944,0.907,,2.5189,,,,,
1973-05-01,0.4202,0.4329,,0.6897,0.8989,2.2113,,,,,2.4752,
1973-06-01,0.6276,0.431,,0.6849,0.2227,,,2.0882,,1.432,,
1973-07-01,0.2079,0.2146,1.0965,-0.2268,0.0,,0.7371,,,,,
1973-08-01,1.6598,1.7131,,2.2727,2.2222,2.4038,,,,,2.1739,
1973-09-01,0.4082,0.6316,,0.2222,0.4348,,,3.1818,,3.0588,,
1973-10-01,0.6098,1.046,3.4707,0.6652,0.4329,,3.6585,,,,,
1973-11-01,1.0101,0.6211,,0.4405,0.8621,1.4085,,,,,1.8913,
1973-12-01,1.0,0.6173,,0.4386,0.641,,,1.5419,,0.4566,,
1974-01-01,0.5941,1.0225,2.5157,1.31,1.0616,,2.1176,,,,,
1974-02-01,1.5748,1.6194,,1.5086,1.6807,3.0093,,,,,3.2483,
1974-03-01,1.1628,1.3944,,1.0616,0.6198,,,3.6876,,2.9545,,
1974-04-01,0.0,0.7859,2.2495,0.4202,0.4107,,2.765,,,,,
1974-05-01,1.1494,0.7797,,0.8368,0.818,2.4719,,,,,2.6966,
1974-06-01,0.7576,0.9671,,1.0373,1.217,,,2.0921,,3.3113,,
1974-07-01,0.3759,0.5747,3.0,0.4107,0.8016,,3.3632,,,,,
1974-08-01,1.6854,1.1429,,1.227,0.994,3.0702,,,,,2.6258,
1974-09-01,1.105,1.5066,,0.8081,0.9843,,,3.6885,,2.9915,,
1974-10-01,0.9107,0.9276,2.1359,1.002,0.7797,,4.3384,,,,,
1974-11-01,0.5415,0.9191,,0.7937,0.9671,2.5532,,,,,3.4115,
1974-12-01,0.5386,0.3643,,0.9843,0.5747,,,2.1739,,2.6971,,
1975-01-01,0.0,0.1815,2.2814,0.0,-0.381,,3.3264,,,,,
1975-02-01,0.8929,0.5435,,0.7797,0.7648,1.8672,,,,,2.6804,
1975-03-01,0.0,0.5405,,0.7737,0.1898,,,1.7408,,2.4242,,
1975-04-01,0.177,0.0,1.6729,0.1919,0.5682,,1.2072,,,,,
1975-05-01,0.3534,0.5376,,-0.3831,0.1883,1.222,,,,,1.8072,
1975-06-01,0.5282,0.8913,,0.7692,0.9398,,,1.5209,,1.7751,,
1975-07-01,0.8757,0.8834,2.5594,1.145,0.7449,,2.9821,,,,,
1975-08-01,0.5208,0.3503,,0.566,0.3697,3.0181,,,,,1.7751,
1975-09-01,1.209,0.8726,,0.1876,0.9208,,,2.2472,,1.7442,,
1975-10-01,0.3413,0.692,1.0695,0.5618,0.1825,,1.5444,,,,,
1975-11-01,0.8503,0.1718,,0.1862,0.3643,1.1719,,,,,1.5504,
1975-12-01,0.5059,0.0,,0.3717,0.5445,,,0.9158,,1.7143,,
1976-01-01,0.1678,0.3431,4.2328,-0.5556,0.5415,,2.0913,,,,,
1976-02-01,0.5025,0.3419,,0.7449,0.1795,0.7722,,,,,1.145,
1976-03-01,0.3333,0.0,,0.1848,-0.1792,,,0.1815,,0.7491,,
1976-04-01,0.1661,0.3407,0.3384,0.5535,0.5386,,1.1173,,,,,
1976-05-01,0.3317,0.5093,,0.5505,0.5357,1.5326,,,,,0.566,
1976-06-01,0.6612,0.5068,,0.7299,0.3552,,,1.2681,,0.9294,,
1976-07-01,0.3284,0.5042,1.6863,0.5435,0.708,,1.6575,,,,,
1976-08-01,0.491,0.1672,,0.5405,0.3515,1.6981,,,,,2.0638,
1976-09-01,0.6515,0.8347,,0.5376,0.8757,,,1.7889,,1.8416,,
1976-10-01,0.1618,0.3311,0.4975,0.3565,0.1736,,2.7174,,,,,
1976-11-01,0.0,0.33,,0.1776,0.5199,1.4842,,,,,1.2868,
1976-12-01,0.4847,-0.1645,,0.3546,0.3448,,,0.1757,,1.2658,,
1977-01-01,0.3215,0.8237,1.6502,0.1767,0.5155,,0.8818,,,,,
1977-02-01,0.9615,1.1438,,1.0582,0.6838,2.1938,,,,,1.9964,
1977-03-01,0.4762,0.8078,,0.6981,1.0187,,,2.4561,,2.1429,,
1977-04-01,0.316,0.9615,1.461,0.8666,1.1765,,2.7972,,,,,
1977-05-01,0.6299,0.6349,,0.3436,0.1661,2.3256,,,,,2.847,
1977-06-01,0.7825,0.3155,,0.3425,0.995,,,1.7123,,2.7972,,
1977-07-01,0.1553,0.6289,1.6,0.6826,0.821,,1.5306,,,,,
1977-08-01,0.4651,0.0,,0.5085,0.0,1.5734,,,,,2.2491,
1977-09-01,0.0,0.9375,,0.6745,0.1629,,,2.1886,,1.8707,,
1977-10-01,0.1543,0.1548,0.6299,0.1675,0.1626,,0.67,,,,,
1977-11-01,0.4622,0.3091,,0.3344,0.8117,0.8606,,,,,1.3536,
1977-12-01,0.1534,-0.3082,,0.3333,-0.161,,,0.8237,,1.6694,,
1978-01-01,0.6126,0.3091,0.939,1.495,0.3226,,1.9967,,0.8065,,0.8347,
1978-02-01,0.4566,0.3082,,0.982,0.3215,1.5358,,0.817,,0.9852,,1.1419
1978-03-01,0.7576,0.768,0.4651,1.1345,1.6026,,,,1.44,,1.6556,
1978-04-01,0.6015,0.6098,,0.4808,0.9464,1.3445,3.2626,1.2966,,1.9512,,1.9355
1978-05-01,0.5979,0.6061,1.2346,0.9569,1.0938,,,,0.6309,,3.4202,
1978-06-01,1.0401,1.0542,,0.6319,1.0819,2.3217,2.2117,1.76,,3.3493,,2.3734
1978-07-01,0.1471,1.1923,1.2195,0.6279,0.1529,,,,2.0376,,0.6299,
1978-08-01,0.4405,0.1473,,0.0,0.6107,1.9449,1.8547,1.7296,,2.7778,,1.391
1978-09-01,0.5848,0.7353,1.506,1.248,0.9105,,,,1.5361,,3.1299,
1978-10-01,0.7267,0.292,,0.7704,1.6541,1.2719,1.6692,1.8547,,-0.7508,,1.2195
1978-11-01,0.2886,0.5822,1.9288,1.3761,0.5917,,,,0.7564,,1.3657,
1978-12-01,0.2878,0.7236,,0.3017,0.0,0.9419,2.2388,0.0,,-1.2103,,-0.4518
1979-01-01,0.7174,0.5747,1.0189,0.4511,1.4706,,,,1.5015,,-0.7485,
1979-02-01,1.1396,0.8571,,1.497,1.7391,2.0218,2.0438,1.5175,,1.5314,,2.118
1979-03-01,0.5634,0.4249,1.7291,2.0649,1.4245,,,,2.071,,2.4133,
1979-04-01,0.9804,1.4104,,1.0116,0.7022,2.5915,1.7167,2.3916,,2.4133,,2.963
1979-05-01,0.9709,1.3908,2.1246,0.5722,0.4184,,,,1.1594,,2.651,
1979-06-01,0.9615,1.5089,,1.707,0.6944,2.9718,3.2349,2.9197,,1.7673,,2.3022
1979-07-01,0.6803,1.0811,2.2191,1.8182,1.7931,,,,2.8653,,2.2956,
1979-08-01,0.6757,0.8021,,0.5495,1.355,2.5974,2.1798,1.9858,,2.7496,,2.391
1979-09-01,1.2081,0.7958,1.7639,1.2295,0.6684,,,,1.3928,,2.3843,
1979-10-01,0.9284,0.2632,,0.135,1.4608,2.2504,1.4667,1.8081,,1.4085,,1.7857
1979-11-01,0.657,1.0499,2.1333,1.8868,1.8325,,,,1.7857,,2.3288,
1979-12-01,0.6527,0.5195,,1.0582,0.8997,2.6135,1.8397,1.0929,,4.0278,,3.2389
1980-01-01,1.4267,1.5504,2.0888,0.9162,1.6561,,,,3.2389,,3.6145,
1980-02-01,0.8951,1.7812,,1.0376,1.3784,3.2172,2.9677,3.2432,,4.5394,,3.9216
1980-03-01,1.3942,1.5,3.0691,1.1553,0.9889,,,,3.5294,,3.3592,
1980-04-01,0.75,1.2315,,2.0305,2.2032,4.026,1.8797,2.0942,,1.1494,,2.3899
1980-05-01,0.6203,0.8516,1.1166,1.2438,0.1198,,,,1.6414,,2.375,
1980-06-01,1.233,1.2063,,2.0885,3.3493,1.9975,2.214,2.9487,,1.8939,,2.5799
1980-07-01,0.609,0.7151,1.7178,-0.6017,-1.1574,,,,2.9814,,2.1978,
1980-08-01,0.8475,0.8284,,-0.6053,0.4684,0.8568,0.722,1.7435,,1.1152,,-0.479
1980-09-01,0.3601,0.4695,1.4475,1.9488,1.7483,,,,-0.3619,,1.1947,
1980-10-01,0.5981,0.2336,,1.4337,1.8328,2.4272,1.4337,1.5912,,0.3676,,1.5644
1980-11-01,0.5945,0.5828,1.7836,2.4735,0.7874,,,,0.6053,,1.6529,
1980-12-01,1.0638,0.4635,,0.1149,1.2277,1.7773,0.9423,3.253,,1.221,,2.2512
1981-01-01,0.9357,1.0381,3.0374,-0.4592,-0.441,,,,2.5271,,0.9292,
1981-02-01,1.2746,1.1416,,0.2307,0.6645,1.8626,2.4504,1.7503,,2.1713,,1.3905
1981-03-01,0.4577,0.9029,2.2676,0.0,-0.7701,,,,1.9953,,2.3015,
1981-04-01,0.5695,1.0067,,1.611,1.5521,1.8286,1.7084,1.1468,,3.778,,2.1714
1981-05-01,0.5663,0.443,0.5543,0.2265,1.0917,,,,2.1864,,1.3498,
1981-06-01,0.7883,1.323,,1.8079,1.9438,2.3569,2.2396,1.2472,,1.3652,,1.2304
1981-07-01,1.4525,0.8705,0.9923,1.3319,0.8475,,,,2.027,,2.7747,
1981-08-01,0.8811,0.9709,,1.0953,0.2101,0.7675,0.6572,2.5756,,5.0505,,3.3149
1981-09-01,1.5284,1.4957,2.5109,0.4334,0.2096,,,,2.8698,,2.2678,
1981-10-01,-0.3226,0.1053,,-0.3236,-0.9414,1.4146,1.741,1.8559,,3.2051,,2.5668
1981-11-01,-0.1079,-0.2103,0.426,0.3247,-0.6336,,,,2.2532,,0.2112,
1981-12-01,0.108,0.3161,,-1.0787,-0.5313,0.9657,0.9626,0.3215,,-1.0352,,-0.2086
1982-01-01,0.2157,0.2101,0.0,0.5453,0.9615,,,,1.0493,,2.3182,
1982-02-01,0.2153,0.0,,-0.2169,-1.0582,-0.5313,0.4237,-0.8547,,0.6276,,1.1494
1982-03-01,-0.6445,-0.3145,-1.5907,0.5435,0.107,,,,-0.1038,,-0.9269,
1982-04-01,0.3243,0.1052,,1.4054,1.9231,1.1752,0.3165,0.1078,,1.0395,,0.4132
1982-05-01,0.9698,0.0,1.0776,2.6652,0.8386,,,,0.4158,,2.7027,
1982-06-01,2.1345,1.6807,,1.4538,1.1435,2.6399,2.9443,3.8751,,1.9547,,1.4403
1982-07-01,0.209,0.5165,2.452,0.4094,1.1305,,,,-0.4141,,-1.5182,
1982-08-01,0.4171,0.1028,,0.0,0.1016,-0.2058,1.43,1.5544,,-0.1009,,-0.3043
1982-09-01,0.8307,0.616,1.2487,0.3058,0.7107,,,,0.6237,,1.8499,
1982-10-01,1.3388,-0.5102,,0.1016,0.1008,0.8247,-0.3021,0.8163,,-0.6061,,0.0
1982-11-01,-0.3049,0.4103,0.8222,0.0,0.3021,,,,0.5165,,-1.5136,
1982-12-01,-0.6116,-0.4086,,-0.4061,-1.2048,-1.1247,0.202,-0.6073,,-2.8455,,-2.1363
1983-01-01,0.3077,0.1026,0.6116,0.3058,0.0,,,,0.7194,,0.0,
1983-02-01,0.2045,0.0,,-0.1016,-0.1016,0.4137,-0.3024,-0.3055,,1.1506,,0.6237
1983-03-01,0.102,0.4098,-0.1013,0.0,0.1017,,,,0.6122,,0.1025,
1983-04-01,1.0194,0.102,,0.5086,0.813,1.3388,-0.2022,0.8172,,0.7239,,0.8264
1983-05-01,0.3027,0.3058,0.5071,0.4049,0.0,,,,0.3043,,1.0235,
1983-06-01,0.3018,0.6098,,0.7056,0.6048,1.7276,1.5198,1.5198,,1.232,,1.4344
1983-07-01,0.3009,0.8081,0.6054,0.4004,0.6012,,,,0.91,,1.0132,
1983-08-01,0.1,0.501,,0.6979,0.0996,0.5994,0.7984,0.5988,,0.9128,,0.8081
1983-09-01,0.8991,0.5982,0.5015,0.396,0.199,,,,1.3026,,0.8024,
1983-10-01,0.297,-0.0991,,-0.1972,-0.3972,0.7944,0.099,0.0992,,-0.1005,,0.501
1983-11-01,0.3949,0.1984,1.1976,0.4941,0.5982,,,,0.5935,,0.199,
1983-12-01,0.0983,0.0,,0.0,0.0991,-0.2956,-1.088,0.9911,,0.6036,,0.2991
1984-01-01,0.9823,0.8911,0.8876,0.4916,0.396,,,,0.6883,,0.5958,
1984-02-01,0.5837,0.6869,,-0.0978,0.5917,1.6798,0.9,0.6869,,1.4,,0.994
1984-03-01,0.2901,0.0975,1.564,0.1959,0.2941,,,,0.293,,0.4936,
