date,CPI All Urban Consumers Period %,CPI Less Food & Energy (Core) Period %,CPI Food & Beverages Period %,CPI Energy Period %,CPI Shelter Period %,CPI Medical Care Period %,CPI Transportation Period %,CPI Apparel Period %,CPI Education & Communication Period %
1991-07-01,0.1471,0.3526,-0.4354,-0.3956,0.3427,0.5669,-0.081,0.6255,
1991-08-01,0.2937,0.4216,-0.2915,0.3972,0.2049,0.7892,0.5677,0.9324,
1991-09-01,0.2928,0.3499,0.1462,0.3956,0.3408,0.6152,0.0806,0.077,
1991-10-01,0.146,0.2092,-0.073,0.0985,0.3397,0.5559,-0.1612,0.0769,
1991-11-01,0.4373,0.3479,0.3652,0.7874,0.3385,0.5528,0.4843,0.6918,
1991-12-01,0.2903,0.3467,0.1456,0.6836,0.4723,0.6597,0.4819,-0.229,
1992-01-01,0.0724,0.2764,-0.218,-1.5519,0.3358,0.6554,-0.3997,0.153,
1992-02-01,0.2169,0.2068,0.3642,-0.2956,0.1339,0.7054,-0.0803,0.0764,
1992-03-01,0.3608,0.3439,0.3628,0.0,0.2674,0.6466,0.4016,0.229,
1992-04-01,0.2157,0.2742,-0.0723,0.1976,0.1333,0.5889,0.48,-0.457,
1992-05-01,0.2152,0.3418,-0.0724,0.5917,0.2663,0.4258,0.2389,0.6886,
1992-06-01,0.2863,0.2044,0.2172,1.2745,0.332,0.4769,0.3971,0.3799,
1992-07-01,0.2855,0.3399,-0.0723,0.3872,0.1985,0.5274,0.3956,0.4542,
1992-08-01,0.2135,0.2033,0.5785,-0.1929,0.1982,0.4722,0.0788,-0.3014,
1992-09-01,0.2131,0.1352,0.4313,0.0966,0.0659,0.47,0.0,-0.0756,
1992-10-01,0.4252,0.4727,0.0,0.6757,0.4611,0.5717,0.8661,0.2269,
1992-11-01,0.2823,0.2688,-0.0716,0.767,0.2623,0.5168,0.4684,0.1509,
1992-12-01,0.1407,0.2681,0.0,0.1903,0.1962,0.4113,0.1554,0.0754,
1993-01-01,0.3514,0.3342,0.2865,-0.2849,0.3916,0.5632,0.2327,0.0,
1993-02-01,0.2101,0.3331,0.2857,-0.6667,0.1951,0.5092,0.3096,0.9036,0.2378
1993-03-01,0.1398,0.1328,0.0,0.5753,0.1298,0.3546,-0.1543,0.0,0.3559
1993-04-01,0.3489,0.3979,0.2849,0.0,0.4537,0.5048,0.1546,0.0,0.2364
1993-05-01,0.2782,0.2642,0.6392,-0.572,0.1935,0.7032,0.2315,-0.3731,0.4717
1993-06-01,0.0693,0.1976,-0.2117,-0.3835,0.322,0.399,0.0,-0.3745,0.2347
1993-07-01,0.1386,0.1315,0.0,-0.4812,0.0642,0.4471,0.154,-0.1504,0.2342
1993-08-01,0.2076,0.3283,0.3536,0.0,0.1924,0.2967,0.3075,0.9036,0.4673
1993-09-01,0.1381,0.0654,0.1409,-0.3868,0.1921,0.3945,-0.0766,-0.2239,0.3488
1993-10-01,0.4138,0.327,0.4222,2.233,0.2556,0.442,1.227,0.0748,0.2317
1993-11-01,0.2747,0.3259,0.2102,-0.8547,0.2549,0.2934,0.1515,0.4484,0.3468
1993-12-01,0.2055,0.2599,0.3497,-0.6705,0.3179,0.3413,-0.0756,-0.2232,0.4608
1994-01-01,0.0,0.1296,0.0697,-0.8679,0.2535,0.2915,-0.3028,-0.5966,0.1147
1994-02-01,0.2734,0.1942,-0.1393,1.2646,0.3793,0.3876,0.4556,-0.075,0.6873
1994-03-01,0.2727,0.323,0.0,0.1921,0.3778,0.3378,0.2268,0.4505,0.2275
1994-04-01,0.068,0.1288,0.2092,-0.5753,0.0627,0.5291,0.1508,-0.2242,0.227
1994-05-01,0.2038,0.2572,0.2088,-0.8679,0.2508,0.3349,-0.3012,0.3745,0.3398
1994-06-01,0.2712,0.3207,0.2778,0.2918,0.1251,0.3815,0.6042,0.597,0.3386
1994-07-01,0.3381,0.1918,0.554,1.3579,0.1874,0.38,0.9009,-0.4451,0.225
1994-08-01,0.4043,0.2553,0.2755,2.1053,0.4988,0.4259,1.1905,-0.7452,0.2245
1994-09-01,0.2013,0.2546,0.1374,-0.5623,0.2481,0.4241,0.0735,0.3003,0.112
1994-10-01,0.067,0.1905,0.0,-0.377,0.3094,0.4693,0.0735,-0.4491,0.2237
1994-11-01,0.2677,0.2535,0.2743,0.3784,0.3085,0.4204,0.3671,-0.3759,0.2232
1994-12-01,0.2003,0.0632,0.684,-0.1885,-0.0615,0.4186,0.2926,-0.3019,0.3341
1995-01-01,0.2665,0.4422,0.0,-0.1889,0.3692,0.3242,0.2188,0.0757,1.1099
1995-02-01,0.2658,0.2516,0.3397,0.0946,0.2452,0.3693,0.3639,-0.2269,0.1098
1995-03-01,0.1988,0.3137,-0.1354,-0.2836,0.3058,0.322,0.3626,0.2274,0.1096
1995-04-01,0.3968,0.3127,0.678,0.0948,0.3049,0.2293,0.578,-0.2269,0.3286
1995-05-01,0.1976,0.187,0.1347,0.1894,0.3647,0.2745,0.3592,-0.2274,0.1092
1995-06-01,0.1972,0.2489,0.0672,0.8507,0.2423,0.3193,0.6442,-0.228,0.4362
1995-07-01,0.1312,0.1862,0.1344,-0.8435,0.3021,0.3183,-0.4979,0.0762,0.2172
1995-08-01,0.1966,0.2478,0.0671,-0.189,0.1807,0.4533,-0.3574,0.8371,0.2167
1995-09-01,0.1308,0.2472,0.3353,-1.4205,0.3608,0.361,-0.2152,-0.1509,0.4324
1995-10-01,0.2613,0.3083,0.2674,0.2882,0.2996,0.2698,0.2876,0.0756,0.2153
1995-11-01,0.1303,0.1844,0.0,-0.9579,0.2987,0.3139,-0.2867,-0.3021,0.2148
1995-12-01,0.1301,0.0613,0.2,0.9671,0.1787,0.2682,0.0,0.1515,0.4287
1996-01-01,0.5198,0.3679,0.3327,2.3946,0.2973,0.4012,0.9346,0.3782,0.2134
1996-02-01,0.1939,0.1833,0.2653,0.1871,0.2371,0.222,0.3561,-0.3768,0.3195
1996-03-01,0.3226,0.2439,0.463,1.1204,0.2957,0.2215,0.4258,0.3026,0.4246
1996-04-01,0.3859,0.1217,0.395,2.6777,0.1769,0.2653,0.9894,-0.6033,-0.3171
1996-05-01,0.1922,0.243,-0.0656,0.7194,0.2943,0.2646,0.4199,0.0,0.7423
1996-06-01,0.1918,0.2424,0.5906,-1.5179,0.1761,0.2639,-0.0697,-0.1517,0.3158
1996-07-01,0.1914,0.1814,0.3262,-0.1813,0.4101,0.2632,-0.2789,-0.228,0.3148
1996-08-01,0.1274,0.1811,0.3251,-0.3633,0.2334,0.2187,0.0,-0.5331,0.2092
1996-09-01,0.3181,0.3012,0.4537,0.0912,0.1746,0.2619,0.4196,0.536,0.3132
1996-10-01,0.3171,0.1802,0.5806,0.6375,0.2324,0.2612,0.2089,0.0,0.3122
1996-11-01,0.3161,0.2398,0.3207,1.1765,0.2899,0.304,0.4864,0.2285,0.2075
1996-12-01,0.252,0.1196,0.1279,1.8784,0.0578,0.0866,0.7607,0.228,0.3106
1997-01-01,0.1886,0.2389,-0.1916,1.1414,0.4044,0.2595,-0.0686,0.3033,0.3096
1997-02-01,0.1882,0.1788,0.3839,-0.1736,0.2877,0.1726,-0.2747,0.5291,0.2058
1997-03-01,0.0626,0.1785,0.0637,-1.7391,0.1721,0.3445,-0.1377,-0.4511,0.308
1997-04-01,0.0626,0.2969,0.0,-1.7699,0.2864,0.2146,-0.4828,0.4532,0.2047
1997-05-01,0.0,0.1776,0.0637,-1.982,0.2856,0.257,-0.693,0.2256,0.3064
1997-06-01,0.1876,0.1182,0.191,1.1029,0.2278,0.1282,0.2094,-0.15,0.3055
1997-07-01,0.1248,0.1771,0.1906,-0.8182,0.2841,0.128,-0.2089,0.1503,0.203
1997-08-01,0.2494,0.0589,0.3171,1.6499,0.2833,0.1704,0.5583,-0.4501,0.0
1997-09-01,0.2488,0.2356,0.1264,1.3526,0.226,0.1701,0.4858,0.1507,0.304
1997-10-01,0.1861,0.235,0.1894,-0.5338,0.2818,0.2548,-0.0691,-0.1505,0.303
1997-11-01,0.1238,0.1172,0.189,-0.3578,0.2811,0.3388,-0.5529,0.0,0.2014
1997-12-01,0.0618,0.2342,0.1258,-1.4363,0.2803,0.3799,-0.139,0.2261,0.3015
1998-01-01,0.1236,0.2336,0.4397,-2.0947,0.2795,0.1262,-0.4871,0.0752,0.0
1998-02-01,0.0,0.1748,0.0,-2.2326,0.223,0.294,-0.4196,-0.0751,-0.1002
1998-03-01,0.0,0.1745,0.1251,-1.7127,0.2781,0.2513,-0.632,-0.2256,0.3009
1998-04-01,0.1235,0.1742,0.0625,-0.8712,0.2773,0.3759,-0.424,-0.3014,0.2
1998-05-01,0.2466,0.2319,0.3121,0.7812,0.3319,0.3745,0.2129,0.3023,0.2994
1998-06-01,0.123,0.1735,-0.0622,0.3876,0.2205,0.2488,0.1416,0.4521,0.0995
1998-07-01,0.2457,0.1732,0.2491,-0.2896,0.165,0.2895,0.2122,0.15,0.0
1998-08-01,0.1225,0.2882,0.2484,-1.1617,0.3844,0.3299,-0.0706,1.1985,-0.497
1998-09-01,0.0612,0.1149,0.062,-0.7835,0.3282,0.3288,-0.2825,-1.4804,0.1998
1998-10-01,0.2446,0.1148,0.5573,0.1974,0.3272,0.2868,0.1416,-0.3005,0.0997
1998-11-01,0.122,0.2294,0.1847,-0.3941,0.2717,0.2042,-0.0707,0.0,0.1992
1998-12-01,0.1828,0.3432,0.0615,-0.9891,0.271,0.2446,-0.2831,-0.5275,-0.0994
1999-01-01,0.1825,0.114,0.3686,-0.3996,0.0541,0.244,-0.071,-0.3788,0.0
1999-02-01,0.0,0.0,0.2448,-0.5015,0.108,0.3245,-0.5682,-0.5323,0.2985
1999-03-01,0.0607,0.0569,-0.0611,1.2097,0.2159,0.2426,0.5,-0.3058,0.0
1999-04-01,0.6675,0.3415,0.1222,5.0797,0.3231,0.3227,2.0611,0.9969,0.1984
1999-05-01,0.0603,0.1134,0.183,-0.5687,0.161,0.2413,-0.1393,0.0,-0.099
1999-06-01,0.0,0.0567,-0.0609,-0.3813,0.2144,0.2808,-0.2789,0.0,0.0991
1999-07-01,0.4217,0.2831,0.1828,2.1053,0.2674,0.36,1.1189,-0.1519,0.099
1999-08-01,0.24,0.1129,0.1825,2.6242,0.16,0.3189,0.899,-0.4563,0.1978
1999-09-01,0.4189,0.282,0.2429,2.1005,0.3195,0.3178,0.7539,0.2292,0.1974
1999-10-01,0.1788,0.1687,0.2423,0.1789,0.1062,0.2376,0.4082,0.1524,0.0985
1999-11-01,0.1785,0.1684,0.1813,-0.4464,0.3181,0.3161,-0.0678,-0.3044,0.1969
1999-12-01,0.2375,0.1682,0.1206,2.0628,0.1586,0.3939,0.8814,0.229,0.0982
2000-01-01,0.2962,0.3358,0.0602,1.0545,0.5805,0.2746,0.2016,-0.457,0.6869
2000-02-01,0.4135,0.0558,0.3612,3.3043,0.1574,0.3521,0.6036,-0.2295,-0.3899
2000-03-01,0.5882,0.3344,0.24,4.6296,0.3667,0.4678,2.4,-0.0767,-0.0978
2000-04-01,-0.0585,0.1667,0.0598,-2.7353,0.1566,0.2716,-0.9766,-0.3837,0.0979
2000-05-01,0.1755,0.2219,0.3589,-0.7444,0.2606,0.3096,-0.0657,-0.077,0.0978
2000-06-01,0.5841,0.2214,0.1192,5.6667,0.3638,0.4244,1.9737,-0.3084,-0.1955
2000-07-01,0.2904,0.2209,0.4762,0.3943,0.2589,0.3458,-0.2581,-0.3094,0.5877
2000-08-01,0.0,0.2204,0.2962,-2.7494,0.2583,0.4594,-0.9056,0.0,0.0974
2000-09-01,0.5211,0.2199,0.0591,4.3619,0.3091,0.343,1.3055,0.4655,-0.5837
2000-10-01,0.1728,0.1646,0.1181,0.3096,0.3082,0.3038,-0.3222,-0.2317,0.7828
2000-11-01,0.1725,0.2738,0.059,-0.3086,0.256,0.2272,0.1939,0.0,-0.1942
2000-12-01,0.2296,0.1092,0.4714,0.6966,0.1532,0.34,0.0645,-0.0774,0.5837
2001-01-01,0.5727,0.3273,0.2346,3.7663,0.357,0.6024,0.1934,0.2324,0.3868
2001-02-01,0.2278,0.2719,0.4681,-0.6667,0.3557,0.4117,-0.1287,0.1546,0.0963
2001-03-01,0.0568,0.1627,0.2912,-1.7897,0.4051,0.41,-0.6443,-0.0772,0.4812
2001-04-01,0.1704,0.2166,0.2323,0.4556,0.2521,0.3712,0.3891,-1.0039,0.0958
2001-05-01,0.5102,0.108,0.1738,4.6107,0.4024,0.3328,1.8088,-0.624,0.0957
2001-06-01,0.2256,0.3778,0.347,-1.0838,0.4509,0.4055,-0.1904,0.0,0.3824
2001-07-01,-0.1688,0.2151,0.3458,-5.3324,0.1995,0.1468,-2.0979,-0.0785,0.4762
2001-08-01,0.0,0.1609,0.2298,-1.7747,0.448,0.5499,-0.3896,-0.707,0.2844
2001-09-01,0.3946,0.2142,0.1146,2.828,0.0991,0.3281,1.6949,-0.4747,0.0
2001-10-01,-0.2807,0.1603,0.3434,-6.1115,0.2475,0.3997,-1.9872,0.0,0.5671
2001-11-01,-0.0563,0.3735,0.057,-4.882,0.4938,0.3981,-1.7659,-0.318,0.094
2001-12-01,-0.0563,0.1595,-0.114,-2.5663,0.3931,0.2884,-0.6658,-0.3987,0.1878
2002-01-01,0.1691,0.1592,0.3425,0.2634,0.3916,0.5751,0.067,-0.4003,0.2812
2002-02-01,0.1688,0.212,0.2275,-0.613,0.4388,0.2144,-0.4019,0.1608,0.1869
2002-03-01,0.2809,0.0529,0.227,3.6123,0.1456,0.3566,1.2105,0.5618,-0.3731
2002-04-01,0.4482,0.2643,0.1699,3.3163,0.3393,0.462,1.3289,-0.1596,-0.1873
2002-05-01,0.1115,0.1581,-0.2826,0.3292,0.1932,0.4245,0.1967,-0.3997,0.5629
2002-06-01,0.0557,0.1053,0.0567,-0.2461,0.1929,0.2466,0.0,-0.5618,0.2799
2002-07-01,0.2227,0.1577,0.1133,0.6579,0.1925,0.6325,0.3272,-0.3228,0.6512
2002-08-01,0.2778,0.315,0.0,0.5719,0.3362,0.2793,0.4566,0.6478,0.647
2002-09-01,0.1662,0.1047,0.1698,0.4874,0.2393,0.3134,0.1299,-0.7241,-0.1837
2002-10-01,0.2212,0.1045,0.0,2.5869,0.1433,0.5901,0.8431,-0.3241,0.092
2002-11-01,0.1656,0.2089,0.2825,-0.1576,0.3338,0.4831,-0.0643,0.0813,0.0
2002-12-01,0.1653,0.1042,0.1127,0.3157,0.1901,0.3091,-0.0644,-0.3249,0.1838
2003-01-01,0.44,0.1562,0.0,5.0354,0.3321,0.2054,1.7386,-0.489,0.4587
2003-02-01,0.5476,0.052,0.5627,5.4682,0.0473,0.1025,1.7722,-0.2457,0.1826
2003-03-01,0.1634,0.0,0.1679,2.2017,-0.0473,0.1365,0.0,-0.9031,-0.0912
2003-04-01,-0.3806,0.0,0.0559,-5.1425,0.0473,0.2045,-1.9279,-0.3314,-0.1825
2003-05-01,-0.1638,0.2078,0.1675,-5.2015,0.4726,0.4082,-2.0926,-0.2494,-0.0914
2003-06-01,0.1093,0.0518,0.5017,0.3091,0.0,0.3049,0.1295,0.5,-0.183
2003-07-01,0.3277,0.2073,0.0555,1.849,0.2822,0.439,0.7115,0.4146,0.4583
2003-08-01,0.4355,0.1034,0.388,4.236,0.1876,0.3026,1.6057,-0.2477,0.365
2003-09-01,0.3252,0.0517,0.2209,3.701,0.1873,0.5028,1.0746,0.0828,0.0909
2003-10-01,-0.108,0.1549,0.3857,-3.5689,0.3271,0.2001,-1.5009,0.1654,0.0908
2003-11-01,0.0541,0.0,0.494,-0.6531,0.1863,0.3329,-0.381,-0.2477,0.0907
2003-12-01,0.2703,0.1031,0.4915,1.3879,0.186,0.5309,0.3187,-0.4967,0.3626
2004-01-01,0.4313,0.206,-0.0543,3.6744,0.1856,0.264,1.5248,-0.0832,0.1807
2004-02-01,0.2147,0.1542,0.2175,1.3204,-0.0463,0.4608,0.5632,0.0,0.2705
2004-03-01,0.2142,0.3079,0.217,-0.4801,0.5561,0.426,0.0622,0.2498,0.0899
2004-04-01,0.1603,0.2046,0.2166,-1.1716,0.3687,0.4241,-0.6219,0.1661,0.0
2004-05-01,0.4269,0.1531,0.7563,2.9289,0.3214,0.2599,1.1264,0.2488,-0.0898
2004-06-01,0.3719,0.2039,0.2145,2.6423,0.1831,0.3889,0.7426,0.2481,0.2698
2004-07-01,0.1059,0.1017,0.214,-0.264,0.1827,0.3228,-0.3071,-0.165,0.0897
2004-08-01,0.0529,0.0508,0.1068,0.2647,0.1368,0.3218,-0.1232,-0.5785,0.0
2004-09-01,0.3171,0.3047,-0.0533,0.9241,0.3643,0.3528,0.802,-0.2494,0.3584
2004-10-01,0.5269,0.2025,0.4803,3.7279,0.1361,0.3516,2.0196,0.25,-0.1786
2004-11-01,0.4717,0.2021,0.3186,3.2787,0.0906,0.2229,1.4397,0.2494,0.2683
2004-12-01,0.0,0.1513,0.0,-0.9158,0.1811,0.3495,-0.3548,-0.6633,0.1784
2005-01-01,-0.0522,0.2014,0.1059,-3.1423,0.1808,0.3483,-1.1869,0.4174,0.1781
2005-02-01,0.4175,0.201,0.0529,2.9262,0.3608,0.4733,1.1411,-0.2494,0.2667
2005-03-01,0.3638,0.3511,0.2114,1.0507,0.5393,0.4083,0.4751,0.4167,0.1773
2005-04-01,0.3107,0.05,0.6329,1.9572,0.0,0.3128,0.6501,-0.4979,0.354
2005-05-01,-0.0516,0.1499,0.1048,-2.0396,0.0447,0.343,-0.9395,0.0,0.0
2005-06-01,0.0517,0.0499,0.0,0.2449,0.0894,0.3108,0.2371,-0.417,0.0882
2005-07-01,0.6195,0.1496,0.2094,5.5589,0.2679,0.4027,2.1881,-0.335,0.1762
2005-08-01,0.6157,0.0996,0.0522,6.1921,0.1336,0.0309,2.6042,0.4202,-0.1759
2005-09-01,1.3768,0.0995,0.2089,13.4605,-0.1334,0.3393,5.8658,-0.3347,0.793
2005-10-01,0.1509,0.3477,0.2606,-1.1047,0.5343,0.4919,-1.7048,-0.084,-0.0874
2005-11-01,-0.5023,0.2475,0.3119,-7.2365,0.31,0.5506,-4.1734,0.1681,0.4374
2005-12-01,0.0,0.1481,0.1554,-1.7801,0.2649,0.1521,-0.4525,-0.5034,0.1742
2006-01-01,0.6058,0.1972,0.4139,4.7974,0.1761,0.1215,1.7045,0.253,0.4348
2006-02-01,0.0502,0.1969,0.0515,-1.2716,0.3516,0.4854,-0.2793,-0.9251,0.0866
2006-03-01,0.1505,0.3438,0.103,-1.0819,0.438,0.4227,-0.2241,1.1036,0.173
2006-04-01,0.5008,0.2447,-0.0514,3.3854,0.3489,0.3608,2.0775,0.4198,0.3454
2006-05-01,0.299,0.293,0.2059,0.6549,0.3911,0.3595,0.495,0.2508,0.0861
2006-06-01,0.2484,0.2434,0.3082,0.0,0.3896,0.2985,0.1642,0.1668,0.3439
2006-07-01,0.5451,0.1943,0.2048,4.0541,0.345,0.2679,2.1311,-0.9159,0.3428
2006-08-01,0.4436,0.2424,0.2555,1.924,0.3438,0.3562,0.8026,0.6723,0.1708
2006-09-01,-0.4907,0.1934,0.3058,-6.5125,0.2141,0.2958,-3.6624,0.3339,0.1705
2006-10-01,-0.4438,0.1931,0.3049,-7.0671,0.4274,0.2654,-3.0854,-0.3328,0.1702
2006-11-01,0.0495,0.0963,0.0,0.0,0.3404,0.2353,-0.5685,-0.3339,-0.085
2006-12-01,0.5446,0.1444,0.0507,4.6714,0.2969,0.1174,1.944,0.335,0.085
2007-01-01,0.1659,0.2403,0.6648,-1.2553,0.3192,0.6972,-0.6786,0.0501,-0.0586
2007-02-01,0.3878,0.2565,0.6604,1.0663,0.3591,0.5155,0.3597,0.3145,0.2856
2007-03-01,0.52,0.1353,0.3633,4.1059,0.181,0.159,1.8647,-0.3659,0.4264
2007-04-01,0.3001,0.1571,0.2684,1.5489,0.2524,0.4108,0.7998,-0.389,0.2296
2007-05-01,0.4133,0.1483,0.3799,2.6207,0.2078,0.3372,1.1946,-0.1383,0.56
2007-06-01,0.2317,0.159,0.4056,0.5579,0.2954,0.2933,0.1262,-0.4951,0.0888
2007-07-01,0.1781,0.1811,0.3266,-0.0763,0.2072,0.6312,0.2672,-0.1071,0.2209
2007-08-01,0.0308,0.1642,0.382,-1.5393,0.252,0.4711,-0.5761,-0.4626,0.2755
2007-09-01,0.4238,0.206,0.4545,2.0977,0.2431,0.3268,1.0829,0.1035,0.2306
2007-10-01,0.3083,0.2472,0.3122,0.7801,0.2248,0.5111,0.3209,0.3491,0.3231
2007-11-01,0.7859,0.2749,0.3889,5.3808,0.2985,0.3948,2.8713,0.255,0.0778
2007-12-01,0.2898,0.2389,0.1702,0.8199,0.277,0.3237,0.4764,0.5163,0.3069
2008-01-01,0.3448,0.2829,0.6039,0.499,0.2398,0.4333,0.4814,0.0737,0.292
2008-02-01,0.2418,0.0786,0.3796,1.3035,0.148,0.0796,0.4116,-0.4471,0.1456
2008-03-01,0.3578,0.2248,0.197,1.5749,0.2993,0.217,0.4812,-0.4247,0.2382
2008-04-01,0.2314,0.0653,0.8459,0.6124,-0.0208,0.1491,-0.3538,0.2787,0.3343
2008-05-01,0.5917,0.1752,0.3955,3.8956,0.1197,0.1618,1.7194,-0.0109,0.3715
2008-06-01,1.0478,0.227,0.5881,7.4437,0.205,0.2793,3.9177,-0.1811,0.5296
2008-07-01,0.7141,0.2511,0.9356,3.46,0.1855,0.1334,1.4716,0.4262,0.4524
2008-08-01,-0.1488,0.1982,0.5017,-3.1654,0.1398,0.2255,-1.6723,0.6134,0.2377
2008-09-01,0.0855,0.1479,0.563,-0.9297,0.2083,0.2367,0.0039,-0.0986,0.1961
2008-10-01,-0.8598,0.0346,0.4055,-8.4805,0.1098,0.1883,-4.9782,-0.6847,0.2254
2008-11-01,-1.7705,0.0733,0.2045,-18.0245,0.198,0.2535,-10.2762,0.0572,0.2681
2008-12-01,-0.8234,-0.0101,0.0329,-9.5165,0.0089,0.3508,-5.0334,-0.6293,0.3225
2009-01-01,0.2531,0.1941,0.0785,1.1768,0.1831,0.2918,1.038,-0.1287,0.2419
2009-02-01,0.3643,0.2052,-0.1208,2.8322,0.0498,0.2782,1.7939,1.6284,0.1857
2009-03-01,-0.0987,0.2117,-0.1716,-2.8881,0.1096,0.2297,-1.1521,0.4004,0.1616
2009-04-01,0.1007,0.2076,-0.1418,-0.4837,0.0878,0.3691,0.3783,-0.1545,0.1788
2009-05-01,0.1471,0.0905,-0.1461,1.283,0.0256,0.3436,1.2611,-0.1198,0.2929
2009-06-01,0.83,0.095,0.0179,9.5663,-0.0605,0.2185,4.8956,0.1983,0.1779
2009-07-01,-0.0298,0.0689,-0.1683,-0.6369,-0.1375,0.2196,0.1373,-0.2428,0.2499
2009-08-01,0.3348,0.1063,0.006,2.9651,0.1485,0.2899,1.5554,0.21,0.192
2009-09-01,0.1931,0.1932,-0.034,0.5923,-0.0417,0.3363,0.8708,0.4516,0.3012
2009-10-01,0.3002,0.2642,0.0997,0.9577,0.0914,0.2463,1.3295,-0.231,0.1771
2009-11-01,0.3349,0.0748,0.0799,3.0349,-0.173,0.3056,1.8371,-0.4091,-0.0016
2009-12-01,0.052,0.0974,0.1312,-0.4821,0.0032,0.1737,0.1433,0.3616,0.2001
2010-01-01,0.0649,-0.1123,0.2354,1.3777,-0.4755,0.428,0.8349,-0.4409,0.2098
2010-02-01,-0.0952,0.0444,0.0196,-1.4957,-0.0149,0.4092,-0.5893,0.2285,0.1396
2010-03-01,0.0331,0.0236,0.1932,-0.1422,-0.0335,0.3653,-0.3141,0.0341,0.2346
2010-04-01,0.023,0.0177,0.0958,-0.0511,0.0182,0.2274,-0.0658,-0.4816,0.1908
2010-05-01,-0.052,0.0634,0.0547,-1.237,0.0682,0.1306,-0.5323,0.0017,0.0694
2010-06-01,-0.0419,0.105,-0.0109,-1.3875,0.0673,0.2826,-0.4232,-0.0209,0.1256
2010-07-01,0.1869,0.0764,0.0073,1.5277,0.0544,-0.0167,0.8742,-0.2516,0.1331
2010-08-01,0.1461,0.066,0.1074,0.915,0.0,0.2412,0.6306,-0.3034,0.136
2010-09-01,0.1615,0.0912,0.327,0.5087,0.0555,0.5729,0.5351,0.2102,0.0913
2010-10-01,0.3482,0.0537,0.1419,3.2779,0.0499,0.1631,1.8255,-0.2458,-0.0245
2010-11-01,0.2534,0.1438,0.1829,1.2856,0.121,0.1554,0.9845,0.0925,0.1319
2010-12-01,0.4017,0.0873,0.1089,3.478,0.1169,0.2494,1.8467,0.1647,-0.098
2011-01-01,0.3243,0.2069,0.5321,0.9369,0.1352,0.1418,0.8782,0.5007,0.1257
2011-02-01,0.3214,0.184,0.4485,1.2257,0.1214,0.3669,0.7207,0.0701,0.0904
2011-03-01,0.5174,0.108,0.7165,3.452,0.0936,0.1952,1.8896,-0.1376,0.0788
2011-04-01,0.4694,0.1222,0.3741,3.2898,0.1015,0.3561,1.6418,0.2489,0.0864
2011-05-01,0.3182,0.2002,0.3824,1.1158,0.099,0.2565,0.6886,0.9239,0.1108
2011-06-01,0.0,0.2329,0.2458,-2.0778,0.2067,0.1743,-0.7189,0.4656,0.1099
2011-07-01,0.262,0.2319,0.3822,0.266,0.2612,0.2812,0.3306,0.6877,0.077
2011-08-01,0.3154,0.2859,0.4832,0.2815,0.1966,0.2117,0.4634,0.8193,0.3351
2011-09-01,0.2172,0.1133,0.4286,0.6764,0.1343,0.203,0.3746,-0.2485,0.1343
2011-10-01,0.0675,0.1716,0.0933,-0.7624,0.2042,0.4639,-0.3588,0.4309,0.241
2011-11-01,0.1848,0.1735,0.0867,0.3993,0.1718,0.4165,0.2175,0.7974,0.1535
2011-12-01,0.0238,0.223,0.1801,-1.7311,0.2094,0.3645,-0.6344,0.0826,0.1502
2012-01-01,0.2724,0.2076,0.3194,0.6258,0.1424,0.2858,0.7489,0.4277,0.3144
2012-02-01,0.2137,0.0689,-0.0121,1.6425,0.1725,0.1215,1.0683,-0.2584,0.0924
2012-03-01,0.2093,0.1947,0.1719,0.3391,0.2051,0.3343,0.3542,0.6196,0.0781
2012-04-01,0.1661,0.1869,0.1858,-0.026,0.2278,0.2969,0.0723,0.4625,0.135
2012-05-01,-0.2068,0.1394,0.0829,-3.1525,0.1543,0.3376,-1.6403,0.1827,0.2847
2012-06-01,-0.0826,0.1741,0.2132,-2.4437,0.1412,0.5874,-1.304,-0.3276,0.0807
2012-07-01,0.0289,0.1511,0.0548,-0.9873,0.1324,0.413,-0.2045,-0.2479,-0.0022
2012-08-01,0.581,0.1144,0.1523,4.8889,0.1921,0.1321,2.73,-0.478,-0.1068
2012-09-01,0.4771,0.185,0.076,3.2655,0.2274,0.2151,1.8389,0.8402,0.1861
2012-10-01,0.2697,0.1582,0.1741,1.1977,0.2258,0.1474,0.6043,0.7161,0.1932
2012-11-01,-0.1679,0.1325,0.173,-2.8115,0.1545,0.1048,-1.8303,-0.0786,0.1266
2012-12-01,-0.0121,0.1708,0.1791,-1.6522,0.1651,0.1936,-0.5982,0.077,0.1517
2013-01-01,0.1981,0.2175,0.1439,0.1295,0.1918,0.1887,0.2611,0.6183,0.3593
2013-02-01,0.543,0.1464,0.0182,4.3551,0.2218,0.1156,2.3761,0.0453,0.2397
2013-03-01,-0.2812,0.0967,0.0962,-3.5593,0.1753,0.3529,-1.921,-0.9084,0.1247
2013-04-01,-0.2088,0.0163,0.188,-2.4826,0.1926,-0.0151,-1.8631,-0.0512,-0.1909
2013-05-01,0.0414,0.0704,-0.079,-0.0021,0.2232,-0.1676,-0.4165,0.0087,0.1123
2013-06-01,0.238,0.1519,0.2221,0.9328,0.2036,0.4665,0.6402,0.0622,0.0089
2013-07-01,0.1957,0.2271,0.0933,0.1133,0.1682,0.1702,0.5488,0.5118,0.1254
